|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.0925                 NaN            NaN            NaN  0.109399                 NaN  0.798117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1029                 NaN            NaN            NaN  0.105486                 NaN  0.791625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1154                 NaN            NaN            NaN  0.104700                 NaN  0.779896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1212                 NaN            NaN            NaN  0.985861E-001            NaN  0.780195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1329                 NaN            NaN            NaN  0.971699E-001            NaN  0.769911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1431                 NaN            NaN            NaN  0.959883E-001            NaN  0.760871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1512                 NaN            NaN            NaN  0.939343E-001            NaN  0.754868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1596                 NaN            NaN            NaN  0.685780E-001            NaN  0.771847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1707                 NaN            NaN            NaN  0.106632                 NaN  0.722633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1783                 NaN            NaN            NaN  0.921389E-001            NaN  0.729513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1866                 NaN            NaN            NaN  0.840894E-001            NaN  0.729281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1199                 NaN            NaN            NaN  0.293917E-001            NaN  0.427582       0.423130                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8622                 NaN            NaN            NaN  0.431361E-001            NaN  0.778010E-002   1.08688                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2245                 NaN            NaN            NaN            NaN            NaN  0.510940E-001  0.724453                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0427                 NaN            NaN            NaN            NaN            NaN  0.107056E-001  0.946603                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0491                 NaN            NaN            NaN            NaN            NaN            NaN  0.950853                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0506                 NaN            NaN            NaN            NaN            NaN            NaN  0.949420                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0556                 NaN            NaN            NaN            NaN            NaN            NaN  0.944448                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0584                 NaN            NaN            NaN  0.509142E-004            NaN            NaN  0.941570                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0642                 NaN            NaN            NaN            NaN            NaN            NaN  0.935832                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0666                 NaN            NaN            NaN            NaN            NaN  0.252560E-001  0.908191                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0663                 NaN            NaN            NaN            NaN            NaN            NaN  0.933747                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0667                 NaN            NaN            NaN            NaN            NaN            NaN  0.933267                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0695                 NaN            NaN            NaN            NaN            NaN            NaN  0.930452                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0672                 NaN            NaN            NaN            NaN            NaN            NaN  0.932827                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0662                 NaN            NaN            NaN            NaN            NaN            NaN  0.933799                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0638                 NaN            NaN            NaN            NaN            NaN            NaN  0.936208                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0590                 NaN            NaN            NaN            NaN            NaN            NaN  0.941021                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0514                 NaN            NaN            NaN            NaN            NaN            NaN  0.948572                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0438                 NaN            NaN            NaN            NaN            NaN            NaN  0.956224                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.0340                 NaN            NaN            NaN            NaN            NaN            NaN  0.965975                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.0131                 NaN            NaN            NaN            NaN            NaN            NaN  0.986945                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.9938                 NaN            NaN            NaN            NaN            NaN            NaN   1.00619                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.9707                 NaN            NaN            NaN            NaN            NaN            NaN   1.02926                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7972                 NaN            NaN            NaN            NaN            NaN            NaN  0.715967       0.486868                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6393                 NaN            NaN            NaN            NaN            NaN            NaN  0.288947        1.07174                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6546                 NaN            NaN            NaN            NaN            NaN            NaN   1.05978       0.285593                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9055                 NaN            NaN            NaN            NaN            NaN            NaN  0.232583       0.861873                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4449                 NaN            NaN            NaN            NaN            NaN            NaN  0.329960        1.22518                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6969                 NaN            NaN            NaN            NaN            NaN            NaN   1.02365       0.279448                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7096                 NaN            NaN            NaN            NaN            NaN            NaN  0.274989        1.01538                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7209                 NaN            NaN            NaN            NaN            NaN            NaN   1.00718       0.271878                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7333                 NaN            NaN            NaN            NaN            NaN            NaN  0.997750       0.268924                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7444                 NaN            NaN            NaN            NaN            NaN            NaN  0.271418       0.984190                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7551                 NaN            NaN            NaN            NaN            NaN            NaN  0.983129       0.261777                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7653                 NaN            NaN            NaN            NaN            NaN            NaN  0.258630       0.976043                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.7097                 NaN            NaN            NaN            NaN            NaN            NaN  0.886964       0.892619                 NaN  0.510686                 NaN            NaN            NaN
  1418.55        2500.00        96.9375                 NaN            NaN            NaN            NaN            NaN            NaN  0.805024        1.36320                 NaN  0.894230                 NaN            NaN            NaN
  1416.04        2500.00        97.0175                 NaN            NaN            NaN            NaN            NaN            NaN  0.780491        1.33299                 NaN  0.869049                 NaN            NaN            NaN
  1413.53        2500.00        97.0949                 NaN            NaN            NaN            NaN            NaN            NaN   1.30344       0.756331                 NaN  0.845316                 NaN            NaN            NaN
  1411.03        2500.00        97.0448                 NaN            NaN            NaN  0.455835                 NaN            NaN   1.09329       0.481531                 NaN  0.924554                 NaN            NaN            NaN
  1408.52        2500.00        97.1860                 NaN            NaN            NaN  0.482476                 NaN            NaN  0.311021        1.14162                 NaN  0.878923                 NaN            NaN            NaN
  1406.02        2500.00        97.2304                 NaN            NaN            NaN  0.496357                 NaN            NaN   1.14570       0.258181                 NaN  0.869371                 NaN            NaN            NaN
  1403.51        2500.00        97.2939                 NaN            NaN            NaN  0.495168                 NaN            NaN   1.13452       0.225882                 NaN  0.850577                 NaN            NaN            NaN
  1401.00        2500.00        97.3586                 NaN            NaN            NaN  0.493095                 NaN            NaN   1.12446       0.193775                 NaN  0.830100                 NaN            NaN            NaN
  1398.50        2500.00        97.4239                 NaN            NaN            NaN  0.490207                 NaN            NaN  0.157232        1.11907                 NaN  0.809545                 NaN            NaN            NaN
  1395.99        2500.00        96.7846                 NaN            NaN            NaN  0.634471                 NaN            NaN   1.56296                 NaN            NaN   1.01798                 NaN            NaN            NaN
  1393.48        2500.00        98.2609                 NaN            NaN            NaN  0.329693                 NaN            NaN  0.768650       0.100474                 NaN  0.540290                 NaN            NaN            NaN
  1390.98        2500.00        97.6030                 NaN            NaN            NaN  0.482400                 NaN            NaN   1.10229       0.591407E-001            NaN  0.753141                 NaN            NaN            NaN
  1388.47        2500.00        97.6367                 NaN            NaN            NaN  0.481304                 NaN            NaN  0.192857E-001   1.12203                 NaN  0.740647                 NaN            NaN            NaN
  1385.96        2500.00        97.7182                 NaN            NaN            NaN  0.470928                 NaN            NaN   1.08982       0.694730E-002            NaN  0.714143                 NaN            NaN            NaN
  1383.46        2500.00        97.7555                 NaN            NaN            NaN  0.463957                 NaN            NaN  0.557490E-002   1.07230                 NaN  0.702682                 NaN            NaN            NaN
  1380.95        2500.00        97.7967                 NaN            NaN            NaN  0.470563                 NaN            NaN   1.04152                 NaN            NaN  0.691167                 NaN            NaN            NaN
  1378.45        2500.00        97.8069                 NaN            NaN            NaN  0.308470                 NaN            NaN  0.521634       0.694045                 NaN  0.668923                 NaN            NaN            NaN
  1375.94        2500.00        97.9000                 NaN            NaN            NaN  0.453835                 NaN            NaN  0.990122                 NaN            NaN  0.656001                 NaN            NaN            NaN
  1373.43        2500.00        97.9439                 NaN            NaN            NaN  0.450300                 NaN            NaN  0.964077                 NaN            NaN  0.641770                 NaN            NaN            NaN
  1370.93        2500.00        97.9814                 NaN            NaN            NaN  0.433383                 NaN            NaN  0.957487                 NaN            NaN  0.627748                 NaN            NaN            NaN
  1368.42        2500.00        98.0224                 NaN            NaN            NaN  0.427139                 NaN            NaN  0.936481                 NaN            NaN  0.613957                 NaN            NaN            NaN
  1365.91        2500.00        98.0613                 NaN            NaN            NaN  0.418322                 NaN            NaN  0.919750                 NaN            NaN  0.600658                 NaN            NaN            NaN
  1363.41        2500.00        98.0972                 NaN            NaN            NaN  0.413404                 NaN            NaN  0.900284                 NaN            NaN  0.589111                 NaN            NaN            NaN
  1360.90        2500.00        98.1395                 NaN            NaN            NaN  0.399157                 NaN            NaN  0.888551                 NaN            NaN  0.572841                 NaN            NaN            NaN
  1358.40        2500.00        98.1742                 NaN            NaN            NaN  0.397401                 NaN            NaN  0.866236                 NaN            NaN  0.562155                 NaN            NaN            NaN
  1355.89        2500.00        98.2078                 NaN            NaN            NaN  0.387526                 NaN            NaN  0.854406                 NaN            NaN  0.550258                 NaN            NaN            NaN
  1353.38        2500.00        98.2443                 NaN            NaN            NaN  0.380774                 NaN            NaN  0.837046                 NaN            NaN  0.537856                 NaN            NaN            NaN
  1350.88        2500.00        98.2755                 NaN            NaN            NaN  0.371371                 NaN            NaN  0.826104                 NaN            NaN  0.527023                 NaN            NaN            NaN
  1348.37        2500.00        98.3100                 NaN            NaN            NaN  0.367013                 NaN            NaN  0.808159                 NaN            NaN  0.514840                 NaN            NaN            NaN
  1345.86        2500.00        98.3423                 NaN            NaN            NaN  0.360411                 NaN            NaN  0.793124                 NaN            NaN  0.504121                 NaN            NaN            NaN
  1343.36        2500.00        98.3770                 NaN            NaN            NaN  0.364087                 NaN            NaN  0.764481                 NaN            NaN  0.494434                 NaN            NaN            NaN
  1340.85        2500.00        98.4020                 NaN            NaN            NaN  0.341598                 NaN            NaN  0.774383                 NaN            NaN  0.482042                 NaN            NaN            NaN
  1338.35        2500.00        98.4308                 NaN            NaN            NaN  0.335652                 NaN            NaN  0.760603                 NaN            NaN  0.472898                 NaN            NaN            NaN
  1335.84        2500.00        98.4602                 NaN            NaN            NaN  0.328883                 NaN            NaN  0.748245                 NaN            NaN  0.462679                 NaN            NaN            NaN
  1333.33        2500.00        98.4862                 NaN            NaN            NaN  0.317337                 NaN            NaN  0.743160                 NaN            NaN  0.453266                 NaN            NaN            NaN
  1330.83        2500.00        98.5146                 NaN            NaN            NaN  0.316095                 NaN            NaN  0.725702                 NaN            NaN  0.443635                 NaN            NaN            NaN
  1328.32        2500.00        98.5409                 NaN            NaN            NaN  0.308065                 NaN            NaN  0.716555                 NaN            NaN  0.434490                 NaN            NaN            NaN
  1325.81        2500.00        98.5661                 NaN            NaN            NaN  0.299368                 NaN            NaN  0.709277                 NaN            NaN  0.425269                 NaN            NaN            NaN
  1323.31        2500.00        98.5921                 NaN            NaN            NaN  0.295534                 NaN            NaN  0.695783                 NaN            NaN  0.416599                 NaN            NaN            NaN
  1320.80        2500.00        98.6146                 NaN            NaN            NaN  0.280248                 NaN            NaN  0.697241                 NaN            NaN  0.407866                 NaN            NaN            NaN
  1318.30        2500.00        98.6372                 NaN            NaN            NaN  0.269004                 NaN            NaN  0.694012                 NaN            NaN  0.399817                 NaN            NaN            NaN
  1315.79        2500.00        98.6594                 NaN            NaN            NaN  0.263891                 NaN            NaN  0.685331                 NaN            NaN  0.391420                 NaN            NaN            NaN
  1313.28        2500.00        98.6834                 NaN            NaN            NaN  0.256622                 NaN            NaN  0.676447                 NaN            NaN  0.383485                 NaN            NaN            NaN
  1310.78        2500.00        98.7043                 NaN            NaN            NaN  0.249169                 NaN            NaN  0.670589                 NaN            NaN  0.375899                 NaN            NaN            NaN
  1308.27        2500.00        82.0503                 NaN            NaN            NaN   1.14709                 NaN            NaN   4.60170                 NaN            NaN   2.40458        9.79630                 NaN            NaN
  1305.76        2500.00        78.0683                 NaN            NaN            NaN   1.06568                 NaN            NaN   5.95545                 NaN            NaN   2.88500        12.0255                 NaN            NaN
  1303.26        2500.00        80.4058                 NaN            NaN            NaN  0.695967                 NaN            NaN   5.72285                 NaN            NaN   2.59465        10.5807                 NaN            NaN
  1300.75        2500.00        82.3491                 NaN            NaN            NaN  0.470993                 NaN            NaN   5.42274                 NaN            NaN   2.35196        9.40524                 NaN            NaN
  1298.25        2500.00        83.8721                 NaN            NaN            NaN  0.372201                 NaN            NaN   5.11015                 NaN            NaN   2.16174        8.48380                 NaN            NaN
  1295.74        2500.00        85.1637                 NaN            NaN            NaN  0.205760                 NaN            NaN   4.93301                 NaN            NaN   1.99886        7.69864                 NaN            NaN
  1293.23        2500.00        86.2490                 NaN            NaN            NaN  0.649339E-001            NaN            NaN   4.78672                 NaN            NaN   1.86019        7.03913                 NaN            NaN
  1290.73        2500.00        87.1792                 NaN            NaN            NaN            NaN            NaN            NaN   4.59484                 NaN            NaN   1.74606        6.47988                 NaN            NaN
  1288.22        2500.00        88.0628                 NaN            NaN            NaN            NaN            NaN            NaN   4.33117                 NaN            NaN   1.63874        5.96734                 NaN            NaN
  1285.71        2500.00        88.8800                 NaN            NaN            NaN            NaN            NaN            NaN   4.08053                 NaN            NaN   1.53707        5.50244                 NaN            NaN
  1283.21        2500.00        88.7110                 NaN            NaN            NaN            NaN            NaN            NaN   3.94048                 NaN            NaN   1.57624        5.61914       0.153130                 NaN
  1280.70        2500.00        84.7632                 NaN            NaN            NaN            NaN            NaN            NaN   5.07885                 NaN            NaN   2.07965        7.67921       0.399120                 NaN
  1278.20        2500.00        89.5048                 NaN            NaN            NaN  0.251721                 NaN            NaN  0.991333        2.53788                 NaN   1.53518        4.92001       0.259061                 NaN
  1275.69        2500.00        90.1669                 NaN            NaN            NaN            NaN            NaN            NaN   1.02155        2.27129                 NaN   1.37621        4.88996       0.274130                 NaN
  1273.18        2500.00        85.8133                 NaN            NaN            NaN            NaN            NaN            NaN   4.68521                 NaN            NaN   1.89934        7.25018       0.351919                 NaN
  1270.68        2500.00        96.7451                 NaN            NaN            NaN            NaN            NaN            NaN   1.40041                 NaN            NaN  0.443641        1.36509       0.457791E-001            NaN
  1268.17        2500.00        95.6901                 NaN            NaN            NaN            NaN            NaN            NaN   1.58724                 NaN            NaN  0.531976        2.12850       0.622120E-001            NaN
  1265.66        2500.00        92.5863                 NaN            NaN            NaN            NaN            NaN            NaN   2.64669                 NaN            NaN   1.02066        3.58207       0.164307                 NaN
  1263.16        2500.00        93.3915                 NaN            NaN            NaN            NaN            NaN            NaN   2.26549                 NaN            NaN  0.906479        3.27586       0.160637                 NaN
  1260.65        2500.00        93.6763                 NaN            NaN            NaN            NaN            NaN            NaN   2.20107                 NaN            NaN  0.861801        3.11127       0.149610                 NaN
  1258.15        2500.00        93.3977                 NaN            NaN            NaN            NaN            NaN            NaN   1.84042       0.366534                 NaN  0.900738        3.31643       0.178189                 NaN
  1255.64        2500.00        93.1650                 NaN            NaN            NaN            NaN            NaN            NaN  0.652184        1.68087                 NaN  0.888844        3.41067       0.202477                 NaN
  1253.13        2500.00        96.0490                 NaN            NaN            NaN            NaN            NaN            NaN   1.54995                 NaN            NaN  0.547884        1.84136       0.117829E-001            NaN
  1250.63        2500.00        95.2151                 NaN            NaN            NaN            NaN            NaN            NaN   1.61175                 NaN            NaN  0.657431        2.40980       0.105901                 NaN
  1248.12        2500.00        95.2952                 NaN            NaN            NaN            NaN            NaN            NaN   1.56860                 NaN            NaN  0.643832        2.37309       0.119324                 NaN
  1245.61        2500.00        96.1495                 NaN            NaN            NaN            NaN            NaN            NaN   1.09458       0.108503                 NaN  0.501608        2.05921       0.865981E-001            NaN
  1243.11        2500.00        93.6428                 NaN            NaN            NaN            NaN            NaN            NaN   1.75674       0.218380                 NaN  0.861379        3.35746       0.163284                 NaN
  1240.60        2500.00        98.2730                 NaN            NaN            NaN            NaN            NaN            NaN  0.690249       0.373710E-001            NaN  0.263066       0.714655       0.216233E-001            NaN
  1238.10        2500.00        96.1669                 NaN            NaN            NaN            NaN            NaN            NaN   1.31636                 NaN            NaN  0.445445        2.00055       0.707520E-001            NaN
  1235.59        2500.00        75.5574                 NaN            NaN            NaN            NaN            NaN            NaN  0.604752        4.51168                 NaN   2.47962        10.5089       0.286541        6.05109     
  1233.08        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.111486E-005  0.262759E-005            NaN  0.167795E-005  0.734099E-005            NaN  0.539582E-005
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8946                 NaN            NaN   8.34564        43.7362        1.10018        31.9234     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8979                 NaN            NaN   8.35162        43.7279        1.09868        31.9239     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9011                 NaN            NaN   8.35763        43.7198        1.09720        31.9243     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9052                 NaN            NaN   8.36464        43.7099        1.09536        31.9249     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9077                 NaN            NaN   8.36959        43.7033        1.09413        31.9253     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9111                 NaN            NaN   8.37563        43.6949        1.09256        31.9258     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9146                 NaN            NaN   8.38166        43.6865        1.09097        31.9263     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96289        8.95777                 NaN   8.40200        43.6637        1.08671        31.9269     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24310        9.10369        2.56445        8.40336        43.6718        1.08852        31.9251     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.27179        9.13879        2.50120        8.40428        43.6705        1.08827        31.9252     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29969        9.17243        2.44017        8.40514        43.6693        1.08803        31.9253     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32683        9.20470        2.38125        8.40597        43.6681        1.08780        31.9253     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35328        9.23566        2.32432        8.40675        43.6670        1.08758        31.9254     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37905        9.26538        2.26929        8.40749        43.6659        1.08737        31.9255     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.40420        9.29390        2.21606        8.40820        43.6649        1.08717        31.9256     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.42876        9.32129        2.16454        8.40887        43.6639        1.08697        31.9256     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.45275        9.34758        2.11467        8.40951        43.6630        1.08679        31.9257     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.47622        9.37283        2.06634        8.41012        43.6621        1.08661        31.9257     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49920        9.39708        2.01949        8.41070        43.6613        1.08643        31.9258     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52171        9.42037        1.97407        8.41125        43.6605        1.08626        31.9259     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54377        9.44273        1.93000        8.41177        43.6597        1.08610        31.9259     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56543        9.46420        1.88721        8.41227        43.6590        1.08595        31.9260     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.58670        9.48480        1.84567        8.41274        43.6583        1.08580        31.9260     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.60759        9.50458        1.80532        8.41319        43.6576        1.08565        31.9261     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.62816        9.52355        1.76608        8.41362        43.6570        1.08552        31.9261     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64840        9.54174        1.72795        8.41403        43.6563        1.08538        31.9262     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.66832        9.55915        1.69089        8.41441        43.6558        1.08526        31.9262     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68793        11.2307                 NaN   8.41478        43.6552        1.08513        31.9263     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70720        11.2117                 NaN   8.41513        43.6547        1.08501        31.9263     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9898                 NaN            NaN   8.50890        43.5072        1.05655        31.9376     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9977                 NaN            NaN   8.51623        43.4937        1.05339        31.9389     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0065                 NaN            NaN   8.52394        43.4793        1.04994        31.9404     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0142                 NaN            NaN   8.53123        43.4660        1.04683        31.9417     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0300                 NaN            NaN   8.54237        43.4424        1.04083        31.9444     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6276        4.40775                 NaN   8.54129        43.4378        1.03959        31.9460     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8921        3.12439                 NaN   8.53906        43.4573        1.04519        31.9420     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.63159        8.37248                 NaN   8.52056        43.4841        1.05107        31.9402     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.38585        8.62259                 NaN   8.52528        43.4760        1.04930        31.9410     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.14568        8.86724                 NaN   8.53010        43.4678        1.04748        31.9417     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91014        9.10739                 NaN   8.53505        43.4593        1.04561        31.9425     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.67774        9.34454                 NaN   8.54013        43.4506        1.04368        31.9433     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44559        9.58146                 NaN   8.54524        43.4419        1.04172        31.9441     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1987        3.73116                 NaN   8.42533        43.6355        1.08094        31.9284     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0373        5.02391                 NaN   8.58614        43.3759        1.02712        31.9496     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.95314        6.12870                 NaN   8.59988        43.3459        1.01923        31.9532     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1367       0.178302E-005            NaN   8.58475        43.2826        1.02620        31.9698     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1025                 NaN            NaN   8.62034        43.3098        1.01092        31.9565     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1095                 NaN            NaN   8.62789        43.2971        1.00795        31.9575     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1156                 NaN            NaN   8.63380        43.2864        1.00558        31.9586     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6686        4.44320                 NaN   8.62974        43.2942        1.00667        31.9576     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0037        4.11681                 NaN   8.64023        43.2767        1.00315        31.9594     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1341                 NaN            NaN   8.65216        43.2541       0.997931        31.9617     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1412                 NaN            NaN   8.65889        43.2419       0.995086        31.9629     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1427                 NaN            NaN   8.66115        43.2387       0.994289        31.9631     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1510                 NaN            NaN   8.66899        43.2246       0.990922        31.9645     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7802        3.37214                 NaN   8.67031        43.2221       0.990470        31.9648     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2254        2.93230                 NaN   8.67599        43.2124       0.988258        31.9657     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1700                 NaN            NaN   8.68664        43.1922       0.983334        31.9678     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20286        10.9747                 NaN   8.70419        43.1725       0.977550        31.9682     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.76084        10.4214                 NaN   8.70836        43.1646       0.975732        31.9691     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.33136        9.85535                 NaN   8.71241        43.1570       0.973969        31.9699     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91241        9.27873                 NaN   8.71639        43.1495       0.972241        31.9708     
