|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1341.66        2500.00                 NaN            NaN   99.0898                 NaN  0.151331                 NaN            NaN  0.308871       0.183806       0.266145                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN            NaN   99.0981                 NaN  0.149363                 NaN            NaN  0.183389       0.305736       0.263409                 NaN            NaN            NaN            NaN
  1338.51        2500.00                 NaN            NaN   99.1064                 NaN  0.147994                 NaN            NaN  0.303036       0.181904       0.260693                 NaN            NaN            NaN            NaN
  1336.93        2500.00                 NaN            NaN   99.1170                 NaN  0.143970                 NaN            NaN  0.297849       0.184383       0.256773                 NaN            NaN            NaN            NaN
  1335.36        2500.00                 NaN            NaN   99.1251                 NaN  0.142636                 NaN            NaN  0.295711       0.182439       0.254163                 NaN            NaN            NaN            NaN
  1333.79        2500.00                 NaN            NaN   99.1329                 NaN  0.140972                 NaN            NaN  0.293421       0.181180       0.251518                 NaN            NaN            NaN            NaN
  1332.21        2500.00                 NaN            NaN   99.1419                 NaN  0.137646                 NaN            NaN  0.288153       0.183905       0.248350                 NaN            NaN            NaN            NaN
  1330.64        2500.00                 NaN            NaN   99.1500                 NaN  0.135292                 NaN            NaN  0.183891       0.285291       0.245519                 NaN            NaN            NaN            NaN
  1329.06        2500.00                 NaN            NaN   99.1579                 NaN  0.133231                 NaN            NaN  0.183740       0.282285       0.242816                 NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN            NaN   99.1658                 NaN  0.130837                 NaN            NaN  0.185000       0.278221       0.240139                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN            NaN   99.1735                 NaN  0.128014                 NaN            NaN  0.185984       0.275108       0.237415                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN            NaN   99.1813                 NaN  0.125213                 NaN            NaN  0.187685       0.271214       0.234631                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN            NaN   99.1885                 NaN  0.123093                 NaN            NaN  0.188023       0.268180       0.232167                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN            NaN   99.1956                 NaN  0.120373                 NaN            NaN  0.189689       0.264609       0.229679                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN            NaN   99.2024                 NaN  0.117524                 NaN            NaN  0.192137       0.260629       0.227264                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN            NaN   99.2091                 NaN  0.114674                 NaN            NaN  0.194235       0.257177       0.224856                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN            NaN   99.2159                 NaN  0.112001                 NaN            NaN  0.253983       0.195682       0.222418                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN            NaN   99.2231                 NaN  0.109415                 NaN            NaN  0.250062       0.197438       0.220015                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN            NaN   99.2290                 NaN  0.106659                 NaN            NaN  0.245789       0.200544       0.217998                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN            NaN   99.2352                 NaN  0.103507                 NaN            NaN  0.242766       0.203055       0.215516                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN            NaN   99.2418                 NaN  0.100541                 NaN            NaN  0.238085       0.206263       0.213296                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN            NaN   99.2472                 NaN  0.976799E-001            NaN            NaN  0.234411       0.209350       0.211315                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   99.2536                 NaN  0.949218E-001            NaN            NaN  0.212177       0.230194       0.209148                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN            NaN   99.2588                 NaN  0.917018E-001            NaN            NaN  0.216088       0.226258       0.207181                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN            NaN   99.2655                 NaN  0.892649E-001            NaN            NaN  0.222123       0.218091       0.205030                 NaN            NaN            NaN            NaN
  1302.30        2500.00                 NaN            NaN   99.2704                 NaN  0.856751E-001            NaN            NaN  0.217410       0.223450       0.203114                 NaN            NaN            NaN            NaN
  1300.72        2500.00                 NaN            NaN   99.2756                 NaN  0.830703E-001            NaN            NaN  0.213331       0.226699       0.201296                 NaN            NaN            NaN            NaN
  1299.15        2500.00                 NaN            NaN   99.2810                 NaN  0.798462E-001            NaN            NaN  0.231014       0.208810       0.199377                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN            NaN   99.2860                 NaN  0.780212E-001            NaN            NaN  0.204795       0.233300       0.197910                 NaN            NaN            NaN            NaN
  1296.00        2500.00                 NaN            NaN   99.2898                 NaN  0.725879E-001            NaN            NaN  0.242193       0.199400       0.196000                 NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN            NaN   99.2967                 NaN  0.712980E-001            NaN            NaN  0.243664       0.194500       0.193826                 NaN            NaN            NaN            NaN
  1292.85        2500.00                 NaN            NaN   91.8119                 NaN  0.784540                 NaN            NaN   1.45913       0.100503        1.04244        4.80146                 NaN            NaN            NaN
  1291.28        2500.00                 NaN            NaN   86.5225                 NaN   1.25897                 NaN            NaN   2.39360                 NaN   1.64079        8.18412                 NaN            NaN            NaN
  1289.70        2500.00                 NaN            NaN   85.9396                 NaN   1.29225                 NaN            NaN   2.51247                 NaN   1.70632        8.54931                 NaN            NaN            NaN
  1288.13        2500.00                 NaN            NaN   85.8381                 NaN   1.29375                 NaN            NaN   2.53853                 NaN   1.71722        8.61238                 NaN            NaN            NaN
  1286.55        2500.00                 NaN            NaN   86.4227                 NaN   1.24333                 NaN            NaN   2.44204                 NaN   1.65007        8.24191                 NaN            NaN            NaN
  1284.98        2500.00                 NaN            NaN   87.3308                 NaN   1.18466                 NaN            NaN   2.26881                 NaN   1.54622        7.66947                 NaN            NaN            NaN
  1283.40        2500.00                 NaN            NaN   88.6336                 NaN   1.05961                 NaN            NaN   2.06904                 NaN   1.39581        6.84189                 NaN            NaN            NaN
  1281.83        2500.00                 NaN            NaN   75.9358                 NaN   2.00626                 NaN            NaN   3.83258                 NaN   2.86691        14.5688       0.789645                 NaN            NaN
  1280.25        2500.00                 NaN            NaN   75.5410                 NaN   2.11451                 NaN            NaN   3.72923                 NaN   2.90300        14.7317       0.980546                 NaN            NaN
  1278.68        2500.00        1.41733                 NaN   75.4791                 NaN   1.52670                 NaN            NaN   3.73534                 NaN   2.96569        14.6432       0.232668                 NaN            NaN
  1277.11        2500.00       0.553267                 NaN   87.3645                 NaN  0.646548                 NaN            NaN   2.46140                 NaN   1.22870        7.74556                 NaN            NaN            NaN
  1275.53        2500.00        1.12491                 NaN   84.2703                 NaN  0.782638                 NaN            NaN   2.67908                 NaN   1.77561        9.36741                 NaN            NaN            NaN
  1273.96        2500.00       0.812833                 NaN   88.6360                 NaN  0.590377                 NaN            NaN   1.96520                 NaN   1.28865        6.70697                 NaN            NaN            NaN
  1272.38        2500.00       0.733006                 NaN   89.6713                 NaN  0.557561                 NaN            NaN   1.79785                 NaN   1.17871        6.06155                 NaN            NaN            NaN
  1270.81        2500.00        1.44209                 NaN   83.7803                 NaN            NaN            NaN            NaN   3.00481                 NaN   1.82613        9.94664                 NaN            NaN            NaN
  1269.23        2500.00                 NaN            NaN   96.7992                 NaN  0.270427                 NaN            NaN  0.527126                 NaN  0.331143        2.07212                 NaN            NaN            NaN
  1267.66        2500.00       0.474129                 NaN   93.5405                 NaN  0.521054                 NaN            NaN   1.01947                 NaN  0.710451        3.73440                 NaN            NaN            NaN
  1266.08        2500.00       0.902524E-001            NaN   97.7645                 NaN  0.918943                 NaN            NaN  0.471761                 NaN  0.315208       0.439374                 NaN            NaN            NaN
  1264.51        2500.00       0.382245                 NaN   94.5069                 NaN  0.325865                 NaN            NaN   1.03280                 NaN  0.633672        3.11848                 NaN            NaN            NaN
  1262.94        2500.00       0.326155                 NaN   93.2245                 NaN  0.906863                 NaN            NaN  0.913438                 NaN  0.862074        3.76699                 NaN            NaN            NaN
  1261.36        2500.00        1.79416                 NaN   58.6093                 NaN   2.14122                 NaN            NaN   6.56132                 NaN   4.72682        21.9368                 NaN   3.79654       0.433881     
  1259.79        2500.00       0.164669                 NaN   92.2313                 NaN  0.758756                 NaN            NaN   1.38517                 NaN  0.741719        3.01203                 NaN   1.22957       0.476762     
  1258.21        2500.00       0.489222                 NaN   95.1506                 NaN   1.04980                 NaN            NaN   3.24069                 NaN            NaN            NaN            NaN  0.697222E-001            NaN
  1256.64        2500.00       0.119573                 NaN   90.6061                 NaN            NaN            NaN            NaN            NaN            NaN  0.828338        5.77550                 NaN   1.95423       0.716266     
  1255.06        2500.00       0.449680E-001            NaN   99.5863                 NaN            NaN            NaN            NaN            NaN            NaN  0.174958       0.837415E-001            NaN  0.814738E-001  0.285254E-001
  1253.49        2500.00       0.559596                 NaN   87.1058                 NaN            NaN            NaN            NaN  0.133205        2.80797        1.22201        5.49108                 NaN   1.98414       0.696217     
  1251.91        2500.00        4.89826                 NaN            NaN            NaN   3.75174                 NaN            NaN   14.9463        6.42428        7.97129        41.8109                 NaN   14.2872        5.91010     
  1250.34        2500.00        4.89836                 NaN            NaN            NaN   3.73951                 NaN            NaN   14.3832        7.01801        7.98805        41.8280                 NaN   14.2919        5.85299     
  1248.76        2500.00        4.89623                 NaN            NaN            NaN   3.74702                 NaN            NaN   14.3935        6.99967        7.99920        41.8542                 NaN   14.3063        5.80390     
  1247.19        2500.00        4.89405                 NaN            NaN            NaN   3.75458                 NaN            NaN   14.4040        6.98099        8.01041        41.8805                 NaN   14.3209        5.75449     
  1245.62        2500.00        4.89189                 NaN            NaN            NaN   3.76208                 NaN            NaN   14.4151        6.96193        8.02158        41.9071                 NaN   14.3356        5.70471     
  1244.04        2500.00        4.88969                 NaN            NaN            NaN   3.76959                 NaN            NaN   14.4264        6.94266        8.03275        41.9339                 NaN   14.3504        5.65459     
  1242.47        2500.00        4.88749                 NaN            NaN            NaN   3.77711                 NaN            NaN   14.4381        6.92307        8.04390        41.9609                 NaN   14.3653        5.60412     
  1240.89        2500.00        4.88525                 NaN            NaN            NaN   3.78481                 NaN            NaN   14.4555        6.89739        8.05501        41.9883                 NaN   14.3804        5.55338     
  1239.32        2500.00        4.88289                 NaN            NaN            NaN   3.79344                 NaN            NaN   14.4999        6.84295        8.06583        42.0162                 NaN   14.3961        5.50265     
  1237.74        2500.00        4.88050                 NaN            NaN            NaN   3.80209                 NaN            NaN   14.5432        6.78974        8.07660        42.0445                 NaN   14.4119        5.45155     
  1236.17        2500.00        4.87813                 NaN            NaN            NaN   3.81069                 NaN            NaN   14.5868        6.73624        8.08739        42.0729                 NaN   14.4277        5.40008     
  1234.59        2500.00        4.87575                 NaN            NaN            NaN   3.81926                 NaN            NaN   14.6318        6.68141        8.09811        42.1016                 NaN   14.4437        5.34827     
  1233.02        2500.00        4.87339                 NaN            NaN            NaN   3.82778                 NaN            NaN   14.6766        6.62685        8.10880        42.1306                 NaN   14.4598        5.29605     
  1231.45        2500.00        4.87097                 NaN            NaN            NaN   3.83636                 NaN            NaN   14.7212        6.57260        8.11952        42.1598                 NaN   14.4761        5.24348     
  1229.87        2500.00        4.86859                 NaN            NaN            NaN   3.84488                 NaN            NaN   14.7665        6.51768        8.13018        42.1893                 NaN   14.4924        5.19051     
  1228.30        2500.00        4.63347                 NaN            NaN            NaN   3.51251                 NaN            NaN   22.9014                 NaN   7.97478        41.4717                 NaN   14.4274        5.07871     
  1226.72        2500.00        4.62884                 NaN            NaN            NaN   3.52284                 NaN            NaN   22.8942                 NaN   7.99094        41.4962                 NaN   14.4427        5.02424     
  1225.15        2500.00        4.62418                 NaN            NaN            NaN   3.53313                 NaN            NaN   22.8873                 NaN   8.00712        41.5209                 NaN   14.4580        4.96936     
  1223.57        2500.00        4.61949                 NaN            NaN            NaN   3.54341                 NaN            NaN   22.8805                 NaN   8.02329        41.5457                 NaN   14.4735        4.91408     
  1222.00        2500.00        4.61477                 NaN            NaN            NaN   3.55365                 NaN            NaN   22.8739                 NaN   8.03948        41.5707                 NaN   14.4891        4.85839     
  1220.42        2500.00        4.61002                 NaN            NaN            NaN   3.56386                 NaN            NaN   22.8675                 NaN   8.05567        41.5959                 NaN   14.5047        4.80229     
  1218.85        2500.00        4.60523                 NaN            NaN            NaN   3.57405                 NaN            NaN   22.8612                 NaN   8.07187        41.6213                 NaN   14.5205        4.74577     
  1217.28        2500.00        4.60042                 NaN            NaN            NaN   3.58421                 NaN            NaN   22.8552                 NaN   8.08808        41.6469                 NaN   14.5364        4.68882     
  1215.70        2500.00       0.374273E-001   4.55562                 NaN            NaN   3.59768                 NaN            NaN   22.8468                 NaN   8.10614        41.6705                 NaN   14.5534        4.63245     
  1214.13        2500.00       0.824902E-001   4.50269                 NaN            NaN   3.61175                 NaN            NaN   22.8381                 NaN   8.12455        41.6939                 NaN   14.5707        4.57585     
  1212.55        2500.00       0.128948        4.44829                 NaN            NaN   3.62584                 NaN            NaN   22.8296                 NaN   8.14298        41.7174                 NaN   14.5880        4.51883     
  1210.98        2500.00       0.176634        4.39260                 NaN            NaN   3.63994                 NaN            NaN   22.8213                 NaN   8.16143        41.7412                 NaN   14.6055        4.46139     
  1209.40        2500.00        4.56116                 NaN            NaN            NaN   3.65407                 NaN            NaN   22.8131                 NaN   8.17991        41.7650                 NaN   14.6232        4.40354     
  1207.83        2500.00        4.55299                 NaN            NaN            NaN   3.66824                 NaN            NaN   22.8051                 NaN   8.19842        41.7891                 NaN   14.6409        4.34526     
  1206.25        2500.00        4.54474                 NaN            NaN            NaN   3.68244                 NaN            NaN   22.7972                 NaN   8.21697        41.8132                 NaN   14.6588        4.28657     
  1204.68        2500.00        4.53649                 NaN            NaN            NaN   3.69657                 NaN            NaN   22.7896                 NaN   8.23549        41.8376                 NaN   14.6768        4.22741     
  1203.11        2500.00        4.46935                 NaN            NaN            NaN   4.56463                 NaN            NaN   19.5644        1.03876        8.42080        42.5124                 NaN   14.9943        4.43524     
  1201.53        2500.00        4.51966                 NaN            NaN            NaN   3.72504                 NaN            NaN   22.7747                 NaN   8.27270        41.8864                 NaN   14.7130        4.10840     
  1199.96        2500.00        4.51117                 NaN            NaN            NaN   3.73927                 NaN            NaN   22.7676                 NaN   8.29132        41.9114                 NaN   14.7315        4.04772     
  1198.38        2500.00        4.50258                 NaN            NaN            NaN   3.75355                 NaN            NaN   22.7606                 NaN   8.30998        41.9365                 NaN   14.7501        3.98664     
  1196.81        2500.00        4.49395                 NaN            NaN            NaN   3.76781                 NaN            NaN   22.7538                 NaN   8.32865        41.9618                 NaN   14.7688        3.92515     
  1195.23        2500.00        4.48522                 NaN            NaN            NaN   3.78214                 NaN            NaN   22.7472                 NaN   8.34737        41.9872                 NaN   14.7876        3.86325     
  1193.66        2500.00        4.47642                 NaN            NaN            NaN   3.79647                 NaN            NaN   22.7407                 NaN   8.36611        42.0128                 NaN   14.8065        3.80093     
  1192.08        2500.00        4.46755                 NaN            NaN            NaN   3.81082                 NaN            NaN   22.7345                 NaN   8.38488        42.0385                 NaN   14.8256        3.73820     
  1190.51        2500.00        4.42379                 NaN            NaN            NaN   3.91901                 NaN            NaN   22.6566                 NaN   8.41206        42.0624                 NaN   14.8479        3.67835     
  1188.94        2500.00        4.39120                 NaN            NaN            NaN   3.98236                 NaN            NaN   22.6459                 NaN   8.41331        42.0892                 NaN   14.8656        3.61249     
  1187.36        2500.00        4.07004                 NaN            NaN            NaN   4.14327                 NaN            NaN   22.5948                 NaN   8.48676        41.9567       0.195888        14.9400        3.61258     
  1185.79        2500.00        4.05248                 NaN            NaN            NaN   4.15987                 NaN            NaN   22.5913                 NaN   8.50454        41.9799       0.202771        14.9600        3.54912     
  1184.21        2500.00        4.52460                 NaN            NaN            NaN   3.86695       0.728093E-001            NaN   5.34139        16.5535        8.72161        42.5442                 NaN   14.9472        3.42779     
  1182.64        2500.00        3.76044                 NaN            NaN            NaN   4.34301                 NaN            NaN   22.5350                 NaN   8.57668        41.9131       0.368390        15.0388        3.46458     
  1181.06        2500.00        3.73788                 NaN            NaN            NaN   4.36240                 NaN            NaN   22.5314                 NaN   8.59496        41.9348       0.378108        15.0600        3.40047     
  1179.49        2500.00        3.71507                 NaN            NaN            NaN   4.38189                 NaN            NaN   22.5280                 NaN   8.61328        41.9565       0.387949        15.0813        3.33591     
  1177.91        2500.00        3.69204                 NaN            NaN            NaN   4.40146                 NaN            NaN   22.5248                 NaN   8.63164        41.9784       0.397890        15.1028        3.27088     
  1176.34        2500.00        3.66886                 NaN            NaN            NaN   4.42108                 NaN            NaN   22.5218                 NaN   8.65003        42.0005       0.407887        15.1245        3.20536     
  1174.77        2500.00        3.64531                 NaN            NaN            NaN   4.44087                 NaN            NaN   22.5190                 NaN   8.66848        42.0226       0.418085        15.1463        3.13939     
  1173.19        2500.00        3.62160                 NaN            NaN            NaN   4.46071                 NaN            NaN   22.5164                 NaN   8.68696        42.0448       0.428347        15.1683        3.07293     
  1171.62        2500.00        3.59762                 NaN            NaN            NaN   4.48067                 NaN            NaN   22.5139                 NaN   8.70550        42.0672       0.438738        15.1904        3.00599     
  1170.04        2500.00        3.57345                 NaN            NaN            NaN   4.50070                 NaN            NaN   22.5117                 NaN   8.72407        42.0897       0.449220        15.2127        2.93856     
  1168.47        2500.00        2.87716                 NaN            NaN            NaN   5.09588                 NaN            NaN   22.0803                 NaN   8.79427        42.0184       0.857290        15.3153        2.96134     
  1166.89        2500.00        2.74653                 NaN            NaN            NaN   5.19115                 NaN            NaN   22.0205                 NaN   8.85428        41.9850       0.920239        15.3611        2.92122     
  1165.32        2500.00        2.72268                 NaN            NaN            NaN   5.21044                 NaN            NaN   22.0196                 NaN   8.87197        42.0086       0.930768        15.3835        2.85242     
  1163.74        2500.00       0.163330E-003            NaN            NaN            NaN   6.68535                 NaN            NaN   7.81690        13.3392        9.19862        40.9829        2.66535        15.9189        3.39261     
  1162.17        2500.00       0.163977E-003            NaN            NaN            NaN   6.69096                 NaN            NaN   7.86415        13.2895        9.20852        41.0233        2.66399        15.9384        3.32100     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   6.69665                 NaN            NaN   7.91170        13.2396        9.21841        41.0640        2.66271        15.9581        3.24887     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   6.70225                 NaN            NaN   7.96013        13.1889        9.22827        41.1051        2.66133        15.9779        3.17615     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   6.70784                 NaN            NaN   8.00915        13.1376        9.23812        41.1466        2.65994        15.9979        3.10287     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   6.71341                 NaN            NaN   8.05870        13.0858        9.24794        41.1884        2.65854        16.0181        3.02901     
  1154.30        2500.00                 NaN            NaN            NaN            NaN   6.71898                 NaN            NaN   8.10869        13.0337        9.25776        41.2306        2.65713        16.0385        2.95459     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   6.72454                 NaN            NaN   8.15924        12.9811        9.26756        41.2732        2.65572        16.0590        2.87959     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   6.73009                 NaN            NaN   8.21042        12.9280        9.27735        41.3162        2.65430        16.0797        2.80401     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   6.73563                 NaN            NaN   8.26211        12.8744        9.28712        41.3595        2.65287        16.1005        2.72784     
  1148.00        2500.00                 NaN            NaN            NaN            NaN   6.74117                 NaN            NaN   8.31434        12.8203        9.29687        41.4032        2.65143        16.1216        2.65107     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   6.74669                 NaN            NaN   8.36715        12.7657        9.30660        41.4473        2.64998        16.1428        2.57372     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   6.75221                 NaN            NaN   8.42050        12.7107        9.31632        41.4918        2.64853        16.1642        2.49577     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   6.77907                 NaN            NaN   21.8894                 NaN   9.38742        41.1682        2.48128        16.0242        2.27038     
  1141.70        2500.00       0.243732                 NaN            NaN            NaN   6.49829                 NaN            NaN   22.0289                 NaN   9.36709        41.2048        2.34629        16.0781        2.23275     
  1140.13        2500.00       0.210749                 NaN            NaN            NaN   6.46282                 NaN            NaN   22.1420                 NaN   9.36672        41.1600        2.35858        16.1218        2.17732     
  1138.55        2500.00       0.202037                 NaN            NaN            NaN   6.47096                 NaN            NaN   22.1509                 NaN   9.36246        41.2144        2.36239        16.1431        2.09377     
  1136.98        2500.00       0.179555                 NaN            NaN            NaN   6.48897                 NaN            NaN   22.1490                 NaN   9.37642        41.2475        2.37418        16.1677        2.01662     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   6.68470                 NaN            NaN   21.9768                 NaN   9.41719        41.2902        2.47992        16.2020        1.94921     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   6.84608                 NaN            NaN   21.7903                 NaN   9.44096        41.4788        2.47971        16.1698        1.79435     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   6.84665                 NaN            NaN   21.8097                 NaN   9.45079        41.5158        2.47680        16.1904        1.70984     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   6.85329                 NaN            NaN   21.8246                 NaN   9.44431        41.5752        2.47294        16.2095        1.62021     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   6.85811                 NaN            NaN   21.8078                 NaN   9.47204        41.6106        2.47467        16.2359        1.54088     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   6.86528                 NaN            NaN   21.8015                 NaN   9.48278        41.6613        2.47409        16.2594        1.45565     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   6.87057                 NaN            NaN   21.8025                 NaN   9.49332        41.7089        2.47284        16.2825        1.36944     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   6.87707                 NaN            NaN   21.7989                 NaN   9.50393        41.7592        2.47200        16.3062        1.28277     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   6.88353                 NaN            NaN   21.7955                 NaN   9.51451        41.8099        2.47113        16.3300        1.19542     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   6.88995                 NaN            NaN   21.7923                 NaN   9.52506        41.8610        2.47024        16.3541        1.10739     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   6.89469                 NaN            NaN   21.7946                 NaN   9.53669        41.9078        2.46830        16.3787        1.01918     
  1118.08        2500.00                 NaN            NaN            NaN            NaN  0.458793        6.37657       0.106176E-005   21.8821                 NaN   9.58226        41.9298        2.47395        16.3847       0.911797     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   6.90597                 NaN            NaN   21.7934                 NaN   9.55841        42.0099        2.46612        16.4271       0.839148     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   6.90973                 NaN            NaN   21.7979                 NaN   9.57048        42.0595        2.46485        16.4505       0.747029     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   6.73476                 NaN            NaN   22.0125                 NaN   9.58146        41.9906        2.46604        16.5027       0.711922     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   6.94133                 NaN            NaN   7.61494        13.5983        9.53285        42.5290        2.55140        16.5804       0.651731     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   6.95425                 NaN            NaN   8.41220        12.6891        9.60539        42.5559        2.57488        16.6342       0.574089     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   6.96360                 NaN            NaN   8.49622        12.5925        9.61468        42.6154        2.57546        16.6614       0.480645     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   6.96272                 NaN            NaN   8.49522        12.6054        9.62356        42.6609        2.57249        16.6865       0.393125     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   6.96720                 NaN            NaN   8.55097        12.5500        9.63118        42.7190        2.57241        16.7113       0.297910     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   6.97200                 NaN            NaN   8.59714        12.5019        9.63975        42.7730        2.57184        16.7371       0.207274     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   6.97256                 NaN            NaN   8.62373        12.4846        9.64460        42.8211        2.57154        16.7607       0.121213     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   6.98002                 NaN            NaN   8.68923        12.4115        9.65488        42.8842        2.57033        16.7891       0.207494E-001
  1099.19        2500.00                 NaN            NaN            NaN            NaN   6.90250                 NaN            NaN   21.9870                 NaN   9.70815        42.3562        2.44269        16.6034                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   6.90042                 NaN            NaN   22.0362                 NaN   9.72215        42.3159        2.43281        16.5925                 NaN
  1096.04        2500.00                 NaN            NaN            NaN            NaN   6.82755                 NaN            NaN   22.1381                 NaN   9.73319        42.2621        2.43719        16.6019                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   6.99694                 NaN            NaN   8.89402        12.2064        9.68947        42.8675        2.56652        16.7791                 NaN
  1092.89        2500.00                 NaN            NaN            NaN            NaN   6.91690                 NaN            NaN   22.0275                 NaN   9.71414        42.3303        2.43289        16.5784                 NaN
  1091.32        2500.00                 NaN            NaN            NaN            NaN   6.92019                 NaN            NaN   22.0325                 NaN   9.76541        42.2781        2.42883        16.5750                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   6.92827                 NaN            NaN   22.0569                 NaN   9.76799        42.2494        2.41935        16.5781                 NaN
  1088.17        2500.00                 NaN            NaN            NaN            NaN   6.92222                 NaN            NaN   22.1060                 NaN   9.78747        42.2066        2.41144        16.5663                 NaN
  1086.60        2500.00                 NaN            NaN            NaN            NaN   6.92879                 NaN            NaN   22.1060                 NaN   9.79573        42.1961        2.40933        16.5640                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN   6.93476                 NaN            NaN   22.1066                 NaN   9.80481        42.1851        2.40719        16.5615                 NaN
  1083.45        2500.00                 NaN            NaN            NaN            NaN   6.95635                 NaN            NaN   21.8961                 NaN   9.79264        42.3253        2.44813        16.5814                 NaN
  1081.87        2500.00                 NaN            NaN            NaN            NaN   6.95943                 NaN            NaN   21.9050                 NaN   9.80522        42.3105        2.44633        16.5736                 NaN
  1080.30        2500.00                 NaN            NaN            NaN            NaN   6.94054                 NaN            NaN   22.1357                 NaN   9.84678        42.1371        2.40163        16.5382                 NaN
  1078.72        2500.00                 NaN            NaN            NaN            NaN   6.94167                 NaN            NaN   22.1424                 NaN   9.86131        42.1228        2.40022        16.5317                 NaN
  1077.15        2500.00                 NaN            NaN            NaN            NaN   6.96702                 NaN            NaN   21.9271                 NaN   9.84294        42.2677        2.44102        16.5542                 NaN
  1075.57        2500.00                 NaN            NaN            NaN            NaN   6.96939                 NaN            NaN   21.9350                 NaN   9.85559        42.2532        2.43918        16.5477                 NaN
  1074.00        2500.00                 NaN            NaN            NaN            NaN   6.97203                 NaN            NaN   21.9436                 NaN   9.86821        42.2386        2.43685        16.5408                 NaN
  1072.43        2500.00                 NaN            NaN            NaN            NaN   6.97383                 NaN            NaN   21.9527                 NaN   9.88111        42.2233        2.43508        16.5340                 NaN
  1070.85        2500.00                 NaN            NaN            NaN            NaN   6.94120                 NaN            NaN   22.0885                 NaN   9.92921        42.1251        2.42114        16.4949                 NaN
  1069.28        2500.00                 NaN            NaN            NaN            NaN   6.94715                 NaN            NaN   22.0831                 NaN   9.93855        42.1193        2.42024        16.4917                 NaN
  1067.70        2500.00                 NaN            NaN            NaN            NaN   6.95232                 NaN            NaN   22.0814                 NaN   9.94807        42.1112        2.41935        16.4876                 NaN
  1066.13        2500.00                 NaN            NaN            NaN            NaN   6.97726                 NaN            NaN   22.1909                 NaN   9.94669        42.0106        2.38111        16.4934                 NaN
