|6.6.6
Archiving\03_Data\eq/QFM_m5/YM20/YM20_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1394.23        2500.00        10.4359       0.684940                 NaN            NaN            NaN   49.8465       0.970527        26.6825        3.37472        7.40532       0.599610                 NaN            NaN
  1391.03        2500.00        10.4359       0.684940                 NaN            NaN            NaN   49.8465       0.970527        26.6825        3.37472        7.40532       0.599610                 NaN            NaN
  1387.82        2500.00        10.4359       0.684940                 NaN            NaN            NaN   49.8465       0.970527        26.6825        3.37472        7.40532       0.599610                 NaN            NaN
  1384.62        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1381.41        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1378.21        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1375.00        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1371.79        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1368.59        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1365.38        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1362.18        2500.00        8.06009       0.684942                 NaN            NaN            NaN   50.0147        1.04401        25.9920        4.68156        8.07479        1.44794                 NaN            NaN
  1358.97        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1355.77        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1352.56        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1349.36        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1346.15        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1342.95        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1339.74        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1336.54        2500.00        6.45904       0.684944                 NaN            NaN            NaN   50.0854        1.11038        25.5027        5.59801        8.49472        2.06477                 NaN            NaN
  1333.33        2500.00        5.27124       0.684945                 NaN            NaN            NaN   50.0905        1.17229        25.1604        8.79430        6.28425        2.54211                 NaN            NaN
  1330.13        2500.00        5.27124       0.684945                 NaN            NaN            NaN   50.0905        1.17229        25.1604        8.79430        6.28425        2.54211                 NaN            NaN
  1326.92        2500.00        5.01692       0.684945                 NaN            NaN            NaN   50.0843        1.18698        25.0945        6.42869        8.85862        2.64511                 NaN            NaN
  1323.72        2500.00        4.89467       0.684945                 NaN            NaN            NaN   50.0795        1.19444        25.0653        6.49693        8.89011        2.69407                 NaN            NaN
  1320.51        2500.00       0.285852       0.684948                 NaN            NaN            NaN   50.6565        1.22695        24.4316        9.30578        7.18131        3.26090        2.96611                 NaN
  1317.31        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.6942        1.23313        24.4181        9.32971        7.18338        3.30344        3.15318                 NaN
  1314.10        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.6974        1.23720        24.4484        9.32694        7.13728        3.31200        3.15585                 NaN
  1310.90        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.6974        1.23720        24.4484        9.32694        7.13728        3.31200        3.15585                 NaN
  1307.69        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1304.49        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1301.28        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1298.08        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1294.87        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1291.67        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1288.46        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1285.26        2500.00                 NaN  0.684948                 NaN            NaN            NaN   50.7034        1.24566        24.5057        9.32180        7.04917        3.32860        3.16072                 NaN
  1282.05        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1278.85        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1275.64        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1272.44        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1269.23        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1266.03        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1262.82        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1259.62        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7201        1.28235        24.7148        9.30248        6.72623        3.39052        3.17855                 NaN
  1256.41        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1253.21        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1250.00        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1246.79        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1243.59        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1240.38        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1237.18        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1233.97        2500.00                 NaN  0.684949                 NaN            NaN            NaN   50.7275        1.32269        24.8969        9.28494        6.44287        3.44642        3.19374                 NaN
  1230.77        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1227.56        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1224.36        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1221.15        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1217.95        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1214.74        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1211.54        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1208.33        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7277        1.36618        25.0604        6.18748        9.26968        3.49674        3.20687                 NaN
  1205.13        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1201.92        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1198.72        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1195.51        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1192.31        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1189.10        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1185.90        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1182.69        2500.00                 NaN  0.684950                 NaN            NaN            NaN   50.7196        1.41322        25.2098        9.25811        5.95636        3.54024        3.21770                 NaN
  1179.49        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1176.28        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1173.08        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1169.87        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1166.67        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1163.46        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1160.26        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1157.05        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.7028        1.46390        25.3507        5.74451        9.24947        3.57717        3.22655                 NaN
  1153.85        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1150.64        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1147.44        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1144.23        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1141.03        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1137.82        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1134.62        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1131.41        2500.00                 NaN  0.684951                 NaN            NaN            NaN   50.6762        1.51840        25.4866        5.54824        9.24490        3.60733        3.23342                 NaN
  1128.21        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1125.00        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1121.79        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1118.59        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1115.38        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1112.18        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1108.97        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1105.77        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.6397        1.57678        25.6214        5.36370        9.24425        3.63086        3.23841                 NaN
  1102.56        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1099.36        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1096.15        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1092.95        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1089.74        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1086.54        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1083.33        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1080.13        2500.00                 NaN  0.684952                 NaN            NaN            NaN   50.5942        1.63980        25.7565        5.18925        9.24811        3.64582        3.24134                 NaN
  1076.92        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1073.72        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1070.51        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1067.31        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1064.10        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1060.90        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1057.69        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1054.49        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.5368        1.70768        25.8956        5.02314        9.25700        3.65279        3.24205                 NaN
  1051.28        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.4668        1.78115        26.0405        4.86391        9.27179        3.65054        3.24033                 NaN
  1048.08        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.4566        1.79085        26.0596        4.84421        9.27445        3.64947        3.23989                 NaN
  1044.87        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.4425        1.80108        26.0771        9.28089        4.83187        3.64907        2.23207        1.00039     
  1041.67        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.4425        1.80108        26.0771        9.28089        4.83187        3.64907        2.23207        1.00039     
  1038.46        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.4122        1.82224        26.1133        4.80851        9.29579        3.64717       0.408510        2.80733     
  1035.26        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3999        1.83249        26.1318        4.79248        9.30060        3.64569                 NaN   3.21206     
  1032.05        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3902        1.84271        26.1507        9.30299        4.77212        3.64300                 NaN   3.21336     
  1028.85        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3902        1.84271        26.1507        9.30299        4.77212        3.64300                 NaN   3.21336     
  1025.64        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1022.44        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1019.23        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1016.03        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1012.82        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1009.62        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1006.41        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1003.21        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.3696        1.86313        26.1897        9.30777        4.73092        3.63796                 NaN   3.21598     
  1000.00        2500.00                 NaN  0.684953                 NaN            NaN            NaN   50.2782        1.94957        26.3498        4.56995        9.33135        3.60932                 NaN   3.22688     
