|6.6.6
Archiving\03_Data\eq/QFM_m5/YM20/YM20_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1394.23        2500.00        12.6958       0.607227                 NaN            NaN            NaN   48.0707       0.756255        26.3812        3.36278        7.41131       0.714740                 NaN            NaN
  1391.03        2500.00        12.6954       0.607236                 NaN            NaN            NaN   48.0708       0.756280        26.3814        3.36281        7.41134       0.714786                 NaN            NaN
  1387.82        2500.00        12.6950       0.607245                 NaN            NaN            NaN   48.0708       0.756305        26.3815        3.36285        7.41137       0.714831                 NaN            NaN
  1384.62        2500.00        9.99389       0.608577                 NaN            NaN            NaN   48.3167       0.815917        25.7502        4.68021        8.10448        1.73004                 NaN            NaN
  1381.41        2500.00        9.99365       0.608585                 NaN            NaN            NaN   48.3167       0.815942        25.7503        4.68025        8.10449        1.73014                 NaN            NaN
  1378.21        2500.00        9.99341       0.608593                 NaN            NaN            NaN   48.3166       0.815967        25.7504        4.68028        8.10451        1.73025                 NaN            NaN
  1375.00        2500.00        9.99317       0.608601                 NaN            NaN            NaN   48.3166       0.815992        25.7505        4.68031        8.10452        1.73035                 NaN            NaN
  1371.79        2500.00        9.99293       0.608608                 NaN            NaN            NaN   48.3165       0.816017        25.7506        4.68035        8.10453        1.73046                 NaN            NaN
  1368.59        2500.00        9.99269       0.608616                 NaN            NaN            NaN   48.3165       0.816042        25.7507        4.68038        8.10455        1.73057                 NaN            NaN
  1365.38        2500.00        9.99244       0.608624                 NaN            NaN            NaN   48.3164       0.816067        25.7508        4.68042        8.10456        1.73067                 NaN            NaN
  1362.18        2500.00        9.99220       0.608632                 NaN            NaN            NaN   48.3164       0.816092        25.7509        4.68045        8.10458        1.73078                 NaN            NaN
  1358.97        2500.00        8.13602       0.609613                 NaN            NaN            NaN   48.4505       0.870183        25.3044        5.61231        8.54473        2.47220                 NaN            NaN
  1355.77        2500.00        8.13586       0.609619                 NaN            NaN            NaN   48.4504       0.870208        25.3045        5.61234        8.54473        2.47234                 NaN            NaN
  1352.56        2500.00        8.13571       0.609626                 NaN            NaN            NaN   48.4503       0.870234        25.3045        5.61238        8.54474        2.47249                 NaN            NaN
  1349.36        2500.00        8.13555       0.609633                 NaN            NaN            NaN   48.4502       0.870259        25.3046        5.61241        8.54474        2.47264                 NaN            NaN
  1346.15        2500.00        8.13539       0.609639                 NaN            NaN            NaN   48.4500       0.870284        25.3047        5.61244        8.54474        2.47279                 NaN            NaN
  1342.95        2500.00        8.13523       0.609646                 NaN            NaN            NaN   48.4499       0.870309        25.3048        5.61248        8.54475        2.47293                 NaN            NaN
  1339.74        2500.00        8.13507       0.609653                 NaN            NaN            NaN   48.4498       0.870334        25.3048        5.61251        8.54475        2.47308                 NaN            NaN
  1336.54        2500.00        8.13491       0.609659                 NaN            NaN            NaN   48.4496       0.870359        25.3049        5.61255        8.54475        2.47323                 NaN            NaN
  1333.33        2500.00        6.72879       0.610484                 NaN            NaN            NaN   48.5141       0.921383        24.9974        8.86186        6.31675        3.04926                 NaN            NaN
  1330.13        2500.00        6.72869       0.610490                 NaN            NaN            NaN   48.5139       0.921408        24.9975        8.86186        6.31678        3.04944                 NaN            NaN
  1326.92        2500.00        6.42337       0.610689                 NaN            NaN            NaN   48.5220       0.933622        24.9399        6.46605        8.93026        3.17417                 NaN            NaN
  1323.72        2500.00        6.27600       0.610791                 NaN            NaN            NaN   48.5245       0.939830        24.9147        6.53680        8.96379        3.23362                 NaN            NaN
  1320.51        2500.00       0.368257       0.612777                 NaN            NaN            NaN   49.2427       0.968814        24.3639        9.42063        7.25489        3.92688        3.84118                 NaN
  1317.31        2500.00                 NaN  0.612891                 NaN            NaN            NaN   49.2879       0.973849        24.3547        9.44797        7.25929        3.97903        4.08438                 NaN
  1314.10        2500.00                 NaN  0.612882                 NaN            NaN            NaN   49.2895       0.977034        24.3846        9.44562        7.21304        3.98949        4.08783                 NaN
  1310.90        2500.00                 NaN  0.612886                 NaN            NaN            NaN   49.2892       0.977058        24.3846        9.44560        7.21306        3.98971        4.08791                 NaN
  1307.69        2500.00                 NaN  0.612866                 NaN            NaN            NaN   49.2921       0.983642        24.4412        9.44152        7.12474        4.00977        4.09410                 NaN
  1304.49        2500.00                 NaN  0.612870                 NaN            NaN            NaN   49.2918       0.983667        24.4412        9.44149        7.12477        4.00999        4.09418                 NaN
  1301.28        2500.00                 NaN  0.612875                 NaN            NaN            NaN   49.2915       0.983691        24.4412        9.44147        7.12479        4.01022        4.09425                 NaN
  1298.08        2500.00                 NaN  0.612879                 NaN            NaN            NaN   49.2912       0.983716        24.4412        9.44145        7.12481        4.01044        4.09432                 NaN
  1294.87        2500.00                 NaN  0.612883                 NaN            NaN            NaN   49.2909       0.983740        24.4412        9.44142        7.12484        4.01066        4.09440                 NaN
  1291.67        2500.00                 NaN  0.612887                 NaN            NaN            NaN   49.2905       0.983765        24.4412        9.44140        7.12486        4.01089        4.09447                 NaN
  1288.46        2500.00                 NaN  0.612891                 NaN            NaN            NaN   49.2902       0.983789        24.4412        9.44138        7.12489        4.01111        4.09454                 NaN
  1285.26        2500.00                 NaN  0.612896                 NaN            NaN            NaN   49.2899       0.983813        24.4412        9.44136        7.12491        4.01133        4.09462                 NaN
  1282.05        2500.00                 NaN  0.612811                 NaN            NaN            NaN   49.2973        1.01238        24.6476        9.42615        6.80113        4.08558        4.11711                 NaN
  1278.85        2500.00                 NaN  0.612815                 NaN            NaN            NaN   49.2969        1.01240        24.6476        9.42613        6.80116        4.08581        4.11719                 NaN
  1275.64        2500.00                 NaN  0.612819                 NaN            NaN            NaN   49.2966        1.01243        24.6476        9.42610        6.80118        4.08603        4.11726                 NaN
  1272.44        2500.00                 NaN  0.612823                 NaN            NaN            NaN   49.2963        1.01245        24.6476        9.42608        6.80121        4.08626        4.11733                 NaN
  1269.23        2500.00                 NaN  0.612827                 NaN            NaN            NaN   49.2960        1.01248        24.6476        9.42605        6.80123        4.08649        4.11741                 NaN
  1266.03        2500.00                 NaN  0.612831                 NaN            NaN            NaN   49.2956        1.01250        24.6476        9.42603        6.80126        4.08671        4.11748                 NaN
  1262.82        2500.00                 NaN  0.612835                 NaN            NaN            NaN   49.2953        1.01253        24.6476        9.42600        6.80128        4.08694        4.11755                 NaN
  1259.62        2500.00                 NaN  0.612839                 NaN            NaN            NaN   49.2950        1.01255        24.6476        9.42598        6.80131        4.08717        4.11763                 NaN
  1256.41        2500.00                 NaN  0.612766                 NaN            NaN            NaN   49.2952        1.04409        24.8271        9.41252        6.51737        4.15425        4.13678                 NaN
  1253.21        2500.00                 NaN  0.612770                 NaN            NaN            NaN   49.2948        1.04411        24.8271        9.41249        6.51739        4.15448        4.13685                 NaN
  1250.00        2500.00                 NaN  0.612774                 NaN            NaN            NaN   49.2945        1.04414        24.8271        9.41247        6.51742        4.15471        4.13692                 NaN
  1246.79        2500.00                 NaN  0.612778                 NaN            NaN            NaN   49.2942        1.04416        24.8271        9.41244        6.51744        4.15494        4.13700                 NaN
  1243.59        2500.00                 NaN  0.612781                 NaN            NaN            NaN   49.2938        1.04419        24.8271        9.41241        6.51747        4.15517        4.13707                 NaN
  1240.38        2500.00                 NaN  0.612785                 NaN            NaN            NaN   49.2935        1.04421        24.8271        9.41239        6.51750        4.15540        4.13714                 NaN
  1237.18        2500.00                 NaN  0.612789                 NaN            NaN            NaN   49.2931        1.04424        24.8271        9.41236        6.51752        4.15563        4.13721                 NaN
  1233.97        2500.00                 NaN  0.612793                 NaN            NaN            NaN   49.2928        1.04426        24.8271        9.41234        6.51755        4.15586        4.13729                 NaN
  1230.77        2500.00                 NaN  0.612731                 NaN            NaN            NaN   49.2869        1.07833        24.9887        6.26201        9.40115        4.21632        4.15385                 NaN
  1227.56        2500.00                 NaN  0.612735                 NaN            NaN            NaN   49.2866        1.07836        24.9887        6.26203        9.40112        4.21655        4.15392                 NaN
  1224.36        2500.00                 NaN  0.612738                 NaN            NaN            NaN   49.2862        1.07838        24.9887        6.26206        9.40109        4.21679        4.15399                 NaN
  1221.15        2500.00                 NaN  0.612742                 NaN            NaN            NaN   49.2859        1.07841        24.9887        6.26209        9.40107        4.21702        4.15406                 NaN
  1217.95        2500.00                 NaN  0.612746                 NaN            NaN            NaN   49.2855        1.07843        24.9887        6.26212        9.40104        4.21725        4.15414                 NaN
  1214.74        2500.00                 NaN  0.612749                 NaN            NaN            NaN   49.2852        1.07846        24.9887        6.26214        9.40101        4.21748        4.15421                 NaN
  1211.54        2500.00                 NaN  0.612753                 NaN            NaN            NaN   49.2849        1.07849        24.9888        6.26217        9.40098        4.21772        4.15428                 NaN
  1208.33        2500.00                 NaN  0.612757                 NaN            NaN            NaN   49.2845        1.07851        24.9888        6.26220        9.40096        4.21795        4.15435                 NaN
  1205.13        2500.00                 NaN  0.612708                 NaN            NaN            NaN   49.2714        1.11558        25.1372        9.39366        6.03112        4.27028        4.16800                 NaN
  1201.92        2500.00                 NaN  0.612712                 NaN            NaN            NaN   49.2711        1.11561        25.1373        9.39363        6.03115        4.27052        4.16808                 NaN
  1198.72        2500.00                 NaN  0.612715                 NaN            NaN            NaN   49.2707        1.11563        25.1373        9.39360        6.03118        4.27075        4.16815                 NaN
  1195.51        2500.00                 NaN  0.612719                 NaN            NaN            NaN   49.2704        1.11566        25.1373        9.39357        6.03121        4.27099        4.16822                 NaN
  1192.31        2500.00                 NaN  0.612722                 NaN            NaN            NaN   49.2700        1.11569        25.1373        9.39354        6.03123        4.27122        4.16829                 NaN
  1189.10        2500.00                 NaN  0.612726                 NaN            NaN            NaN   49.2697        1.11571        25.1373        9.39352        6.03126        4.27146        4.16836                 NaN
  1185.90        2500.00                 NaN  0.612729                 NaN            NaN            NaN   49.2693        1.11574        25.1373        9.39349        6.03129        4.27169        4.16843                 NaN
  1182.69        2500.00                 NaN  0.612733                 NaN            NaN            NaN   49.2690        1.11576        25.1373        9.39346        6.03132        4.27193        4.16850                 NaN
  1179.49        2500.00                 NaN  0.612696                 NaN            NaN            NaN   49.2487        1.15584        25.2775        5.81983        9.38927        4.31644        4.17965                 NaN
  1176.28        2500.00                 NaN  0.612699                 NaN            NaN            NaN   49.2484        1.15587        25.2775        5.81986        9.38924        4.31668        4.17973                 NaN
  1173.08        2500.00                 NaN  0.612703                 NaN            NaN            NaN   49.2480        1.15589        25.2776        5.81989        9.38921        4.31691        4.17980                 NaN
  1169.87        2500.00                 NaN  0.612706                 NaN            NaN            NaN   49.2477        1.15592        25.2776        5.81992        9.38918        4.31715        4.17987                 NaN
  1166.67        2500.00                 NaN  0.612709                 NaN            NaN            NaN   49.2473        1.15595        25.2776        5.81995        9.38915        4.31739        4.17994                 NaN
  1163.46        2500.00                 NaN  0.612713                 NaN            NaN            NaN   49.2470        1.15598        25.2776        5.81998        9.38912        4.31762        4.18001                 NaN
  1160.26        2500.00                 NaN  0.612716                 NaN            NaN            NaN   49.2466        1.15600        25.2776        5.82001        9.38909        4.31786        4.18008                 NaN
  1157.05        2500.00                 NaN  0.612719                 NaN            NaN            NaN   49.2463        1.15603        25.2776        5.82004        9.38906        4.31810        4.18015                 NaN
  1153.85        2500.00                 NaN  0.612694                 NaN            NaN            NaN   49.2186        1.19926        25.4129        5.62419        9.38895        4.35455        4.18883                 NaN
  1150.64        2500.00                 NaN  0.612698                 NaN            NaN            NaN   49.2182        1.19928        25.4130        5.62422        9.38892        4.35478        4.18890                 NaN
  1147.44        2500.00                 NaN  0.612701                 NaN            NaN            NaN   49.2179        1.19931        25.4130        5.62425        9.38889        4.35502        4.18898                 NaN
  1144.23        2500.00                 NaN  0.612704                 NaN            NaN            NaN   49.2175        1.19934        25.4130        5.62428        9.38885        4.35526        4.18905                 NaN
  1141.03        2500.00                 NaN  0.612707                 NaN            NaN            NaN   49.2172        1.19937        25.4130        5.62431        9.38882        4.35550        4.18912                 NaN
  1137.82        2500.00                 NaN  0.612710                 NaN            NaN            NaN   49.2168        1.19939        25.4130        5.62434        9.38879        4.35574        4.18919                 NaN
  1134.62        2500.00                 NaN  0.612714                 NaN            NaN            NaN   49.2164        1.19942        25.4131        5.62437        9.38876        4.35598        4.18926                 NaN
  1131.41        2500.00                 NaN  0.612717                 NaN            NaN            NaN   49.2161        1.19945        25.4131        5.62440        9.38873        4.35621        4.18933                 NaN
  1128.21        2500.00                 NaN  0.612704                 NaN            NaN            NaN   49.1809        1.24588        25.5471        5.44046        9.39255        4.38474        4.19565                 NaN
  1125.00        2500.00                 NaN  0.612707                 NaN            NaN            NaN   49.1806        1.24590        25.5471        5.44049        9.39252        4.38498        4.19572                 NaN
  1121.79        2500.00                 NaN  0.612710                 NaN            NaN            NaN   49.1802        1.24593        25.5471        5.44052        9.39249        4.38522        4.19579                 NaN
  1118.59        2500.00                 NaN  0.612713                 NaN            NaN            NaN   49.1798        1.24596        25.5472        5.44055        9.39245        4.38546        4.19586                 NaN
  1115.38        2500.00                 NaN  0.612716                 NaN            NaN            NaN   49.1795        1.24599        25.5472        5.44058        9.39242        4.38570        4.19593                 NaN
  1112.18        2500.00                 NaN  0.612719                 NaN            NaN            NaN   49.1791        1.24602        25.5472        5.44062        9.39239        4.38594        4.19600                 NaN
  1108.97        2500.00                 NaN  0.612722                 NaN            NaN            NaN   49.1787        1.24605        25.5472        5.44065        9.39236        4.38618        4.19607                 NaN
  1105.77        2500.00                 NaN  0.612725                 NaN            NaN            NaN   49.1784        1.24607        25.5473        5.44068        9.39233        4.38642        4.19613                 NaN
  1102.56        2500.00                 NaN  0.612728                 NaN            NaN            NaN   49.1345        1.29653        25.6833        5.26716        9.40118        4.40474        4.19989                 NaN
  1099.36        2500.00                 NaN  0.612731                 NaN            NaN            NaN   49.1341        1.29656        25.6833        5.26719        9.40114        4.40498        4.19995                 NaN
  1096.15        2500.00                 NaN  0.612734                 NaN            NaN            NaN   49.1337        1.29659        25.6834        5.26722        9.40111        4.40522        4.20002                 NaN
  1092.95        2500.00                 NaN  0.612737                 NaN            NaN            NaN   49.1334        1.29662        25.6834        5.26726        9.40108        4.40546        4.20009                 NaN
  1089.74        2500.00                 NaN  0.612739                 NaN            NaN            NaN   49.1330        1.29664        25.6834        5.26729        9.40104        4.40570        4.20016                 NaN
  1086.54        2500.00                 NaN  0.612742                 NaN            NaN            NaN   49.1326        1.29667        25.6835        5.26732        9.40101        4.40594        4.20023                 NaN
  1083.33        2500.00                 NaN  0.612745                 NaN            NaN            NaN   49.1323        1.29670        25.6835        5.26735        9.40098        4.40618        4.20030                 NaN
  1080.13        2500.00                 NaN  0.612748                 NaN            NaN            NaN   49.1319        1.29673        25.6835        5.26738        9.40095        4.40642        4.20037                 NaN
  1076.92        2500.00                 NaN  0.612765                 NaN            NaN            NaN   49.0788        1.35125        25.8233        5.10227        9.41501        4.41517        4.20134                 NaN
  1073.72        2500.00                 NaN  0.612768                 NaN            NaN            NaN   49.0785        1.35128        25.8234        5.10230        9.41498        4.41541        4.20141                 NaN
  1070.51        2500.00                 NaN  0.612770                 NaN            NaN            NaN   49.0781        1.35131        25.8234        5.10233        9.41494        4.41565        4.20148                 NaN
  1067.31        2500.00                 NaN  0.612773                 NaN            NaN            NaN   49.0777        1.35134        25.8234        5.10237        9.41491        4.41589        4.20155                 NaN
  1064.10        2500.00                 NaN  0.612776                 NaN            NaN            NaN   49.0774        1.35137        25.8235        5.10240        9.41488        4.41613        4.20162                 NaN
  1060.90        2500.00                 NaN  0.612779                 NaN            NaN            NaN   49.0770        1.35140        25.8235        5.10243        9.41484        4.41637        4.20168                 NaN
  1057.69        2500.00                 NaN  0.612781                 NaN            NaN            NaN   49.0766        1.35143        25.8235        5.10246        9.41481        4.41661        4.20175                 NaN
  1054.49        2500.00                 NaN  0.612784                 NaN            NaN            NaN   49.0762        1.35146        25.8236        5.10250        9.41477        4.41685        4.20182                 NaN
  1051.28        2500.00                 NaN  0.612818                 NaN            NaN            NaN   49.0128        1.41077        25.9698        4.94440        9.43504        4.41460        4.19975                 NaN
  1048.08        2500.00                 NaN  0.612826                 NaN            NaN            NaN   49.0035        1.41865        25.9889        4.92490        9.43832        4.41357        4.19927                 NaN
  1044.87        2500.00                 NaN  0.612838                 NaN            NaN            NaN   48.9909        1.42700        26.0068        9.44687        4.91393        4.41340        2.89324        1.29507     
  1041.67        2500.00                 NaN  0.612841                 NaN            NaN            NaN   48.9905        1.42703        26.0068        9.44684        4.91396        4.41364        2.89329        1.29504     
  1038.46        2500.00                 NaN  0.612865                 NaN            NaN            NaN   48.9635        1.44437        26.0437        4.89365        9.46633        4.41173       0.529608        3.63425     
  1035.26        2500.00                 NaN  0.612875                 NaN            NaN            NaN   48.9520        1.45273        26.0627        4.87851        9.47272        4.41024                 NaN   4.15818     
  1032.05        2500.00                 NaN  0.612884                 NaN            NaN            NaN   48.9426        1.46108        26.0821        9.47586        4.85837        4.40726                 NaN   4.15983     
  1028.85        2500.00                 NaN  0.612887                 NaN            NaN            NaN   48.9423        1.46111        26.0822        9.47584        4.85842        4.40751                 NaN   4.15975     
  1025.64        2500.00                 NaN  0.612900                 NaN            NaN            NaN   48.9237        1.47768        26.1214        9.48202        4.81740        4.40173                 NaN   4.16314     
  1022.44        2500.00                 NaN  0.612904                 NaN            NaN            NaN   48.9234        1.47771        26.1215        9.48200        4.81744        4.40197                 NaN   4.16307     
  1019.23        2500.00                 NaN  0.612907                 NaN            NaN            NaN   48.9231        1.47775        26.1216        9.48198        4.81748        4.40222                 NaN   4.16300     
  1016.03        2500.00                 NaN  0.612910                 NaN            NaN            NaN   48.9228        1.47778        26.1216        9.48196        4.81753        4.40246                 NaN   4.16293     
  1012.82        2500.00                 NaN  0.612914                 NaN            NaN            NaN   48.9225        1.47782        26.1217        9.48194        4.81757        4.40270                 NaN   4.16286     
  1009.62        2500.00                 NaN  0.612917                 NaN            NaN            NaN   48.9222        1.47785        26.1218        9.48192        4.81761        4.40295                 NaN   4.16279     
  1006.41        2500.00                 NaN  0.612920                 NaN            NaN            NaN   48.9219        1.47789        26.1219        9.48190        4.81765        4.40319                 NaN   4.16272     
  1003.21        2500.00                 NaN  0.612923                 NaN            NaN            NaN   48.9215        1.47792        26.1220        9.48188        4.81770        4.40343                 NaN   4.16266     
  1000.00        2500.00                 NaN  0.612976                 NaN            NaN            NaN   48.8403        1.54823        26.2833        4.65734        9.51145        4.36935                 NaN   4.17703     
