|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1282.39        2500.00        95.7520                 NaN            NaN  0.299604       0.409586       0.410140                 NaN  0.662952       0.789048E-001   2.38678                 NaN
  1280.89        2500.00        90.8789                 NaN            NaN  0.512330        1.51358                 NaN            NaN   1.41967       0.175100        5.50041                 NaN
  1279.40        2500.00        97.9925                 NaN            NaN            NaN  0.762145                 NaN            NaN  0.278615       0.264872E-001  0.940218                 NaN
  1277.90        2500.00        96.0962                 NaN            NaN  0.471709E-001   1.04854                 NaN            NaN  0.574722       0.617017E-001   2.17163                 NaN
  1276.41        2500.00        96.5257                 NaN            NaN  0.584876E-002   1.02294                 NaN            NaN  0.508151       0.500867E-001   1.88729                 NaN
  1274.92        2500.00        96.7750                 NaN            NaN            NaN  0.980740                 NaN            NaN  0.468052       0.452707E-001   1.73092                 NaN
  1273.42        2500.00        96.9868                 NaN            NaN            NaN  0.943257                 NaN            NaN  0.446352       0.372676E-001   1.58628                 NaN
  1271.93        2500.00        96.9667                 NaN            NaN            NaN  0.987229                 NaN            NaN  0.449578       0.340585E-001   1.56243                 NaN
  1270.43        2500.00        96.7622                 NaN            NaN            NaN   1.11099                 NaN            NaN  0.468012       0.360909E-001   1.62275                 NaN
  1268.94        2500.00        97.4072                 NaN            NaN  0.181111       0.937084E-001            NaN            NaN  0.342971       0.807326E-001   1.89426                 NaN
  1267.45        2500.00        96.2686                 NaN            NaN            NaN   1.83547                 NaN            NaN  0.582023                 NaN   1.31394                 NaN
  1265.95        2500.00        93.4358                 NaN            NaN            NaN   2.26857                 NaN            NaN  0.916669       0.688038E-001   3.31012                 NaN
  1264.46        2500.00        98.1349                 NaN            NaN            NaN            NaN            NaN            NaN  0.293624       0.798751E-001   1.49159                 NaN
  1262.96        2500.00        94.6840                 NaN            NaN            NaN   1.90466                 NaN            NaN  0.741376       0.500345E-001   2.61990                 NaN
  1261.47        2500.00        91.8279                 NaN            NaN            NaN   3.94148                 NaN            NaN   1.06858       0.358365E-001   3.12621                 NaN
  1259.98        2500.00        96.7956                 NaN            NaN            NaN  0.932026                 NaN            NaN  0.441362       0.551319E-001   1.77584                 NaN
  1258.48        2500.00        97.1744                 NaN            NaN            NaN  0.842565                 NaN            NaN  0.408246       0.417035E-001   1.53310                 NaN
  1256.99        2500.00        96.1779                 NaN            NaN            NaN  0.855564                 NaN            NaN  0.486203       0.105335        2.37496                 NaN
  1255.49        2500.00        98.2376                 NaN            NaN            NaN  0.726619                 NaN            NaN  0.299765                 NaN  0.736028                 NaN
  1254.00        2500.00        96.9015                 NaN            NaN            NaN  0.595374                 NaN            NaN  0.298801       0.725702E-001   2.13171                 NaN
  1252.50        2500.00        97.1088                 NaN            NaN            NaN   1.21816                 NaN            NaN  0.522704       0.108249E-002   1.14922                 NaN
  1251.01        2500.00        98.1322                 NaN            NaN            NaN  0.489344                 NaN            NaN  0.271277       0.269021E-001   1.08026                 NaN
  1249.52        2500.00        96.0728                 NaN            NaN            NaN  0.125567       0.827052                 NaN  0.582604       0.532967E-001   2.33863                 NaN
  1248.02        2500.00        99.2241                 NaN            NaN            NaN  0.466721                 NaN            NaN  0.108944       0.101985E-001  0.190077                 NaN
  1246.53        2500.00        97.4241                 NaN            NaN            NaN  0.640073                 NaN            NaN  0.368769       0.309840E-001   1.53606                 NaN
  1245.03        2500.00        96.6651                 NaN            NaN            NaN  0.872582                 NaN            NaN  0.488182       0.442691E-001   1.92988                 NaN
  1243.54        2500.00        99.0528                 NaN            NaN            NaN  0.267512                 NaN            NaN  0.241851       0.272353E-001  0.410633                 NaN
  1242.05        2500.00        98.3864                 NaN            NaN            NaN  0.894550E-001  0.331677                 NaN  0.799996E-001            NaN  0.743978       0.368523     
  1240.55        2500.00        89.2339                 NaN            NaN            NaN  0.789457       0.839844       0.156964E-005   1.03145       0.708277E-001   4.62519        3.40932     
  1239.06        2500.00        88.4502                 NaN            NaN            NaN  0.524187        1.22487       0.112218E-005   1.12478       0.700497E-001   4.91192        3.69404     
  1237.56        2500.00        88.5402                 NaN            NaN            NaN  0.637493        1.06732       0.105323E-005   1.10321       0.700177E-001   4.90339        3.67839     
  1236.07        2500.00        88.5382                 NaN            NaN            NaN  0.640488        1.02543       0.941136E-006   1.09290       0.695125E-001   4.94184        3.69163     
  1234.58        2500.00        86.0428                 NaN            NaN            NaN   1.55971       0.249852       0.182020E-003   1.35113       0.740992E-001   6.10396        4.61831     
  1233.08        2500.00        87.2705                 NaN            NaN            NaN  0.758917        1.04844       0.847292E-006   1.17139       0.747815E-001   5.62645        4.04953     
  1231.59        2500.00        84.1300                 NaN            NaN            NaN   1.05261        1.04497       0.263154E-001   1.41843       0.948288E-001   7.08404        5.14884     
  1230.09        2500.00                 NaN            NaN            NaN            NaN   6.12825        5.68810                 NaN   8.35016       0.580902        45.9320        33.3206     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   11.5839                 NaN            NaN   8.27123       0.615505        46.2887        33.2407     
  1227.10        2500.00                 NaN            NaN            NaN            NaN   11.5641                 NaN            NaN   8.26660       0.619243        46.3118        33.2383     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   10.9443       0.620721                 NaN   8.27191       0.618791        46.3015        33.2428     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   5.00914        6.75759       0.234197E-004   8.33355       0.582283        46.0201        33.2973     
  1222.62        2500.00                 NaN            NaN            NaN            NaN  0.452598        11.1316       0.544260E-005   8.27952       0.614283        46.2722        33.2498     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   6.29187        5.46005                 NaN   8.31574       0.601581        46.0250        33.3058     
  1219.63        2500.00                 NaN            NaN            NaN            NaN  0.430448        11.1576       0.524725E-005   8.28728       0.613072        46.2592        33.2524     
  1218.14        2500.00                 NaN            NaN            NaN            NaN  0.389588        11.2006       0.516441E-005   8.29184       0.612395        46.2519        33.2537     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   6.24607        5.51529                 NaN   8.32847       0.599710        45.9979        33.3125     
  1215.15        2500.00                 NaN            NaN            NaN            NaN  0.339661        11.2545       0.312893E-005   8.30068       0.611058        46.2378        33.2563     
  1213.66        2500.00                 NaN            NaN            NaN            NaN  0.330118        11.2662                 NaN   8.30414       0.610472        46.2315        33.2576     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   6.59691        5.17067                 NaN   8.35306       0.581039        45.9897        33.3086     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   6.72227        5.04345       0.108926E-004   8.35527       0.580787        45.9934        33.3048     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   6.71825        5.04819                 NaN   8.35666       0.580400        45.9905        33.3059     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   11.3435       0.262651                 NaN   8.31391       0.608754        46.2089        33.2623     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   6.60656        5.16281                 NaN   8.36080       0.580236        45.9767        33.3129     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   6.70544        5.05915       0.703010E-005   8.36449       0.580402        45.9823        33.3082     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   11.3166       0.278258                 NaN   8.32817       0.609711        46.2040        33.2633     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   11.4178       0.197092                 NaN   8.33915       0.604783        46.1726        33.2685     
  1200.21        2500.00                 NaN            NaN            NaN            NaN  0.887867E-001   11.5272       0.263078E-003   8.34176       0.604345        46.1680        33.2697     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   11.6198                 NaN            NaN   8.34396       0.603696        46.1618        33.2707     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   11.5798       0.415082E-001            NaN   8.35092       0.602783        46.1525        33.2725     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   6.68323        5.07019       0.115676E-001   8.37795       0.579029        45.9645        33.3135     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   6.68105        5.07549                 NaN   8.38625       0.580575        45.9656        33.3110     
  1192.74        2500.00                 NaN            NaN            NaN            NaN  0.820334E-001   11.5469                 NaN   8.36287       0.600731        46.1305        33.2770     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   6.67865        5.08695       0.183802E-004   8.38435       0.578400        45.9552        33.3164     
  1189.75        2500.00                 NaN            NaN            NaN            NaN  0.160307        11.4762                 NaN   8.37185       0.598754        46.1125        33.2804     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   6.66657        5.08884       0.101791E-001   8.38911       0.578044        45.9491        33.3181     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   11.6359                 NaN            NaN   8.38683       0.598699        46.0965        33.2821     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   6.66315        5.11162                 NaN   8.39373       0.577122        45.9315        33.3229     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   6.66060        5.10603       0.701501E-005   8.39587       0.577529        45.9389        33.3211     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   6.65690        5.10895       0.229633E-003   8.39810       0.577283        45.9367        33.3218     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   6.64620        5.11258       0.762522E-002   8.40096       0.576978        45.9329        33.3227     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   6.64993        5.11604       0.954454E-006   8.40384       0.576898        45.9298        33.3234     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   6.64905        5.11713       0.778846E-005   8.40657       0.576623        45.9263        33.3243     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   6.64247        5.13142       0.834308E-004   8.40692       0.575254        45.9163        33.3276     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   6.64651        5.12040       0.156556E-003   8.40973       0.576045        45.9209        33.3263     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   6.64372        5.12299       0.146327E-003   8.41209       0.575914        45.9179        33.3272     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   6.63845        5.12964       0.135391E-003   8.41450       0.575472        45.9136        33.3282     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   6.63532        5.13218       0.131799E-003   8.41696       0.575401        45.9110        33.3290     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   6.63600        5.13183       0.119982E-003   8.41903       0.575113        45.9079        33.3300     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   6.59674        5.17356       0.121275E-005   8.42230       0.574855        45.9009        33.3316     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   6.62542        5.14276       0.250897E-004   8.42445       0.574863        45.9006        33.3319     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   6.62287        5.14562                 NaN   8.42671       0.574615        45.8973        33.3329     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   6.58169        5.18897       0.725634E-004   8.43024       0.574055        45.8906        33.3344     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   6.61760        5.15006                 NaN   8.43193       0.574247        45.8919        33.3343     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   6.61591        5.15222       0.450219E-004   8.43494       0.573599        45.8882        33.3351     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   6.62250        5.14723       0.674800E-004   8.43548       0.573389        45.8847        33.3366     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   6.61306        5.15639       0.645503E-004   8.43805       0.573334        45.8816        33.3375     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   6.60712        5.16410       0.201905E-005   8.44066       0.572713        45.8768        33.3386     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   6.59294        5.17407       0.174599E-003   8.44635       0.573252        45.8750        33.3382     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   6.60284        5.16726       0.131262E-005   8.44548       0.572650        45.8716        33.3401     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   6.60555        5.16525       0.511540E-004   8.44697       0.572276        45.8686        33.3413     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   6.59190        5.17798                 NaN   8.44953       0.572183        45.8668        33.3416     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   6.59847        5.17278       0.433977E-004   8.45229       0.571855        45.8615        33.3431     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   6.59573        5.17616                 NaN   8.45439       0.571527        45.8580        33.3441     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   6.59302        5.17915       0.534816E-004   8.45684       0.571274        45.8546        33.3451     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   6.59527        5.17756       0.363364E-004   8.45879       0.570885        45.8513        33.3462     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   6.59364        5.17931       0.624697E-004   8.46112       0.570712        45.8481        33.3470     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   6.59022        5.18353       0.469843E-004   8.46356       0.570313        45.8442        33.3481     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   6.58905        5.18510       0.761114E-005   8.46581       0.570055        45.8409        33.3491     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   6.58804        5.18646       0.279422E-004   8.46805       0.569802        45.8376        33.3500     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   6.07095        5.70613       0.188652E-005   8.49794       0.578024        45.7925        33.3544     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   6.58415        5.19126       0.332632E-004   8.47273       0.569236        45.8306        33.3520     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   6.58207        5.19383       0.229021E-004   8.47508       0.568948        45.8271        33.3530     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   6.58151        5.19487       0.830507E-004   8.47707       0.568689        45.8237        33.3541     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   6.57813        5.19872       0.381210E-004   8.47976       0.568370        45.8200        33.3550     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   6.57618        5.20120       0.117749E-004   8.48209       0.568078        45.8165        33.3559     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   6.57593        5.20145       0.252937E-004   8.48515       0.567950        45.8127        33.3568     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   6.57569        5.20291       0.257085E-004   8.48618       0.567507        45.8096        33.3581     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   6.57461        5.20429       0.162638E-004   8.48871       0.567236        45.8061        33.3590     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   6.06889        5.71542                 NaN   8.50812       0.573439        45.7700        33.3641     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   6.57102        5.20857                 NaN   8.49417       0.566730        45.7986        33.3609     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   6.57140        5.20930                 NaN   8.49545       0.566296        45.7955        33.3620     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   6.56970        5.21102                 NaN   8.49771       0.566039        45.7927        33.3629     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   6.56964        5.21201                 NaN   8.50019       0.565667        45.7885        33.3640     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   6.56697        5.21527                 NaN   8.50267       0.565343        45.7848        33.3650     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   6.13248        5.66503       0.115360E-004   8.51724       0.571747        45.7396        33.3739     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   6.56596        5.21748                 NaN   8.50744       0.564685        45.7775        33.3669     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   6.56550        5.21846                 NaN   8.50849       0.564456        45.7751        33.3680     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   6.56492        5.21956                 NaN   8.51057       0.564184        45.7717        33.3690     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   6.56491        5.22043                 NaN   8.51358       0.563782        45.7672        33.3701     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   6.56522        5.22089                 NaN   8.51567       0.563446        45.7636        33.3712     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   6.56500        5.22135                 NaN   8.51729       0.563247        45.7610        33.3721     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   6.56401        5.22330                 NaN   8.52043       0.562807        45.7563        33.3732     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   6.56283        5.22518                 NaN   8.52249       0.562458        45.7528        33.3742     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   6.56412        5.22427                 NaN   8.52394       0.562260        45.7502        33.3752     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   6.56194        5.22748                 NaN   8.52698       0.561787        45.7455        33.3763     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   6.56215        5.22787                 NaN   8.52937       0.561482        45.7418        33.3773     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   6.55401        5.23687                 NaN   8.53247       0.560930        45.7375        33.3782     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   6.56237        5.22885                 NaN   8.53281       0.560903        45.7357        33.3794     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   6.56118        5.23221                 NaN   8.53501       0.560309        45.7306        33.3807     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   6.55276        5.24029                 NaN   8.53909       0.559918        45.7266        33.3814     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   6.56186        5.23207                 NaN   8.54036       0.559747        45.7233        33.3827     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   6.56128        5.23353                 NaN   8.54222       0.559495        45.7197        33.3838     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   6.20876        5.61113                 NaN   8.54322       0.563414        45.6779        33.3956     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   6.56138        5.23420                 NaN   8.54730       0.558859        45.7127        33.3856     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   6.56230        5.23479                 NaN   8.54923       0.558393        45.7083        33.3869     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   6.30146        5.51926                 NaN   8.53098       0.565227        45.6832        33.3998     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   6.30093        5.52092                 NaN   8.53343       0.564551        45.6793        33.4008     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   6.30107        5.52194                 NaN   8.53575       0.563888        45.6755        33.4019     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   6.33923        5.48390                 NaN   8.53912       0.562620        45.6733        33.4019     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   6.56436        5.23680                 NaN   8.56004       0.556526        45.6901        33.3922     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   6.56554        5.23646                 NaN   8.56217       0.556166        45.6864        33.3933     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   6.31611        5.50995       0.106209E-004   8.53664       0.562705        45.6695        33.4051     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   6.18992        5.64501                 NaN   8.54812       0.559666        45.6489        33.4084     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   6.56697        5.23789       0.336006E-005   8.56837       0.555027        45.6752        33.3966     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   6.32374        5.51001                 NaN   8.54996       0.559759        45.6453        33.4112     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   6.56820        5.23852       0.313900E-005   8.57268       0.554245        45.6676        33.3988     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   6.56873        5.23894       0.306252E-005   8.57480       0.553862        45.6638        33.3999     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   6.41503        5.42410                 NaN   8.56181       0.555450        45.6295        33.4141     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   6.57199        5.23706       0.288961E-005   8.57943       0.553191        45.6564        33.4019     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   6.25108        5.59152                 NaN   8.55791       0.556837        45.6257        33.4169     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   6.33825        5.51564                 NaN   8.56781       0.554103        45.6028        33.4214     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   6.57533        5.23660       0.305605E-005   8.58584       0.552023        45.6450        33.4052     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   6.57565        5.23712       0.257368E-005   8.58806       0.551645        45.6413        33.4063     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   6.42628        5.41987       0.617280E-005   8.57006       0.553395        45.6088        33.4216     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   6.57864        5.23610       0.246337E-005   8.59215       0.550888        45.6337        33.4085     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   6.57957        5.23613       0.239792E-005   8.59427       0.550518        45.6299        33.4096     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   6.33704        5.52649                 NaN   8.57768       0.550943        45.5793        33.4285     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   6.58195        5.23590       0.234051E-005   8.59865       0.549643        45.6220        33.4118     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   6.58292        5.23595       0.224086E-005   8.60083       0.549223        45.6182        33.4129     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   4.20765        7.69516                 NaN   8.69914       0.524658        45.4461        33.4273     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   6.58678        5.23408       0.886282E-004   8.60503       0.548451        45.6104        33.4152     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   6.58700        5.23488       0.124783E-004   8.60720       0.548048        45.6066        33.4162     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   4.07432        7.84011                 NaN   8.71143       0.521372        45.4204        33.4324     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   6.59052        5.23332                 NaN   8.61101       0.547265        45.5994        33.4185     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   6.59260        5.23226                 NaN   8.61334       0.546878        45.5953        33.4196     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   6.48634        5.34017                 NaN   8.63828       0.545631        45.5705        33.4190     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   6.59651        5.23075                 NaN   8.61728       0.546018        45.5875        33.4220     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   6.59823        5.22997                 NaN   8.61949       0.545613        45.5837        33.4230     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   6.34961        5.52509                 NaN   8.59490       0.545655        45.5432        33.4415     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   6.43742        5.42063                 NaN   8.58704       0.547835        45.5676        33.4395     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   6.60330        5.22804                 NaN   8.62567       0.544399        45.5722        33.4264     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   6.38359        5.49794                 NaN   8.60135       0.543564        45.5263        33.4472     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   6.60785        5.22576                 NaN   8.62981       0.543535        45.5644        33.4286     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   6.60970        5.22501                 NaN   8.63184       0.543119        45.5606        33.4297     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   6.42958        5.44975                 NaN   8.60120       0.543764        45.5267        33.4490     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   6.61320        5.22382                 NaN   8.63604       0.542259        45.5527        33.4320     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   6.61504        5.22297                 NaN   8.63817       0.541836        45.5489        33.4331     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   6.36811        5.47358                 NaN   8.68045       0.540221        45.5056        33.4321     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   6.61930        5.22118                 NaN   8.64230       0.540993        45.5408        33.4354     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   6.62141        5.22024                 NaN   8.64429       0.540522        45.5370        33.4365     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   6.56804        5.28897                 NaN   8.64558       0.536748        45.5194        33.4413     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   6.59250        5.24637                 NaN   8.64900       0.538715        45.5370        33.4364     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   6.62596        5.21928                 NaN   8.65115       0.539191        45.5245        33.4399     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   6.49003        5.35140                 NaN   8.68530       0.538953        45.4966        33.4377     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   6.62922        5.21830                 NaN   8.65483       0.538434        45.5170        33.4423     
  1007.47        2500.00                 NaN            NaN            NaN            NaN   6.63403        5.21456                 NaN   8.65675       0.538046        45.5132        33.4434     
  1005.98        2500.00                 NaN            NaN            NaN   1.83081       0.194086E-005   8.70284       0.238211E-005   8.31004       0.661537        46.2850        34.2097     
  1004.48        2500.00                 NaN            NaN            NaN            NaN   6.48492        5.41045                 NaN   8.62406       0.536935        45.4802        33.4634     
  1002.99        2500.00                 NaN            NaN            NaN            NaN   6.64041        5.21286                 NaN   8.66246       0.536377        45.5008        33.4471     
  1001.49        2500.00                 NaN            NaN            NaN   1.83067       0.194071E-005   8.70211       0.240913E-005   8.30999       0.661496        46.2832        34.2125     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   6.64639        5.20907                 NaN   8.66610       0.535575        45.4937        33.4492     
