|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1282.39        2500.00        95.3033                 NaN            NaN  0.481415       0.551865       0.555922                 NaN  0.682775       0.139128        2.28564                 NaN
  1280.89        2500.00        90.1041                 NaN            NaN  0.820661        2.04904                 NaN            NaN   1.45978       0.308254        5.25819                 NaN
  1279.40        2500.00        97.7211                 NaN            NaN            NaN   1.03874                 NaN            NaN  0.288425       0.469457E-001  0.904781                 NaN
  1277.90        2500.00        95.6957                 NaN            NaN  0.761423E-001   1.43504                 NaN            NaN  0.594791       0.109331        2.08900                 NaN
  1276.41        2500.00        96.1524                 NaN            NaN  0.946081E-002   1.40483                 NaN            NaN  0.526628       0.888754E-001   1.81784                 NaN
  1274.92        2500.00        96.4170                 NaN            NaN            NaN   1.34772                 NaN            NaN  0.485687       0.804333E-001   1.66917                 NaN
  1273.42        2500.00        96.6350                 NaN            NaN            NaN   1.30328                 NaN            NaN  0.463761       0.663000E-001   1.53166                 NaN
  1271.93        2500.00        96.5950                 NaN            NaN            NaN   1.36637                 NaN            NaN  0.467660       0.606630E-001   1.51030                 NaN
  1270.43        2500.00        96.3453                 NaN            NaN            NaN   1.53256                 NaN            NaN  0.487394       0.643581E-001   1.57041                 NaN
  1268.94        2500.00        97.2321                 NaN            NaN  0.293548       0.132703                 NaN            NaN  0.358032       0.144313        1.83927                 NaN
  1267.45        2500.00        95.6004                 NaN            NaN            NaN   2.51992                 NaN            NaN  0.606783                 NaN   1.27292                 NaN
  1265.95        2500.00        92.5813                 NaN            NaN            NaN   3.12608                 NaN            NaN  0.957155       0.123024        3.21242                 NaN
  1264.46        2500.00        98.0876                 NaN            NaN            NaN            NaN            NaN            NaN  0.309065       0.143975        1.45933                 NaN
  1262.96        2500.00        93.9390                 NaN            NaN            NaN   2.63979                 NaN            NaN  0.777326       0.898378E-001   2.55401                 NaN
  1261.47        2500.00        90.3189                 NaN            NaN            NaN   5.44853                 NaN            NaN   1.12077       0.643678E-001   3.04744                 NaN
  1259.98        2500.00        96.3669                 NaN            NaN            NaN   1.30751                 NaN            NaN  0.469451       0.100425        1.75575                 NaN
  1258.48        2500.00        96.7756                 NaN            NaN            NaN   1.19414                 NaN            NaN  0.435188       0.761338E-001   1.51894                 NaN
  1256.99        2500.00        95.7269                 NaN            NaN            NaN   1.20599                 NaN            NaN  0.518934       0.192543        2.35562                 NaN
  1255.49        2500.00        97.9107                 NaN            NaN            NaN   1.03587                 NaN            NaN  0.320983                 NaN  0.732406                 NaN
  1254.00        2500.00        96.5725                 NaN            NaN            NaN  0.850874                 NaN            NaN  0.320303       0.133234        2.12305                 NaN
  1252.50        2500.00        96.5725                 NaN            NaN            NaN   1.71937                 NaN            NaN  0.560795       0.198910E-002   1.14535                 NaN
  1251.01        2500.00        97.8725                 NaN            NaN            NaN  0.704124                 NaN            NaN  0.292255       0.496396E-001   1.08149                 NaN
  1249.52        2500.00        95.5582                 NaN            NaN            NaN  0.178005        1.19668                 NaN  0.627545       0.983272E-001   2.34126                 NaN
  1248.02        2500.00        99.0005                 NaN            NaN            NaN  0.671647                 NaN            NaN  0.117882       0.189013E-001  0.191073                 NaN
  1246.53        2500.00        97.0720                 NaN            NaN            NaN  0.926505                 NaN            NaN  0.399178       0.574471E-001   1.54487                 NaN
  1245.03        2500.00        96.1665                 NaN            NaN            NaN   1.27892                 NaN            NaN  0.529084       0.821809E-001   1.94329                 NaN
  1243.54        2500.00        98.8877                 NaN            NaN            NaN  0.382913                 NaN            NaN  0.263295       0.507882E-001  0.415296                 NaN
  1242.05        2500.00        98.1734                 NaN            NaN            NaN  0.128182       0.483862                 NaN  0.871069E-001            NaN  0.752369       0.375114     
  1240.55        2500.00        88.3240                 NaN            NaN            NaN   1.12336        1.21787       0.225575E-005   1.11505       0.131159        4.64322        3.44532     
  1239.06        2500.00        87.4690                 NaN            NaN            NaN  0.746327        1.77479       0.161258E-005   1.21623       0.129753        4.93011        3.73385     
  1237.56        2500.00        87.5706                 NaN            NaN            NaN  0.909764        1.54738       0.151551E-005   1.19443       0.129861        4.92528        3.72264     
  1236.07        2500.00        87.5767                 NaN            NaN            NaN  0.915447        1.48706       0.135453E-005   1.18466       0.129079        4.96672        3.74035     
  1234.58        2500.00        84.9596                 NaN            NaN            NaN   2.28049       0.357168       0.263773E-003   1.46353       0.137500        6.12571        4.67575     
  1233.08        2500.00        86.2248                 NaN            NaN            NaN   1.10931        1.49636       0.122504E-005   1.27130       0.139038        5.65142        4.10773     
  1231.59        2500.00        82.9385                 NaN            NaN            NaN   1.47442        1.52144       0.375203E-001   1.53759       0.176107        7.09794        5.21652     
  1230.09        2500.00                 NaN            NaN            NaN            NaN   8.05003        7.76098                 NaN   8.48832        1.01168        43.0323        31.6566     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   15.5535                 NaN            NaN   8.41008        1.07221        43.3769        31.5872     
  1227.10        2500.00                 NaN            NaN            NaN            NaN   15.5311                 NaN            NaN   8.40555        1.07877        43.3999        31.5846     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   14.6899       0.842351                 NaN   8.41096        1.07800        43.3908        31.5880     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   6.86925        8.87948       0.314394E-004   8.47318        1.01437        43.1267        31.6370     
  1222.62        2500.00                 NaN            NaN            NaN            NaN  0.620667        14.9344       0.738512E-005   8.41861        1.07018        43.3639        31.5923     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   8.26763        7.45715                 NaN   8.45474        1.04799        43.1306        31.6419     
  1219.63        2500.00                 NaN            NaN            NaN            NaN  0.590214        14.9694       0.711969E-005   8.42653        1.06812        43.3528        31.5929     
  1218.14        2500.00                 NaN            NaN            NaN            NaN  0.534204        15.0279       0.700752E-005   8.43118        1.06696        43.3465        31.5933     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   8.20794        7.52932                 NaN   8.46752        1.04477        43.1057        31.6448     
  1215.15        2500.00                 NaN            NaN            NaN            NaN  0.465689        15.1012       0.424790E-005   8.44019        1.06468        43.3343        31.5939     
  1213.66        2500.00                 NaN            NaN            NaN            NaN  0.452587        15.1167                 NaN   8.44373        1.06368        43.3291        31.5942     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   8.67025        7.08167                 NaN   8.49311        1.01237        43.1023        31.6403     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   8.83539        6.91385       0.146175E-004   8.49550        1.01197        43.1070        31.6363     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   8.83034        6.92015                 NaN   8.49692        1.01132        43.1049        31.6364     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   15.2245       0.356378                 NaN   8.45368        1.06077        43.3098        31.5948     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   8.68395        7.07040                 NaN   8.50110        1.01106        43.0926        31.6409     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   8.81429        6.93432       0.944001E-005   8.50498        1.01139        43.0991        31.6359     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   15.1903       0.377466                 NaN   8.46839        1.06252        43.3077        31.5936     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   15.3236       0.267425                 NaN   8.47945        1.05394        43.2783        31.5972     
  1200.21        2500.00                 NaN            NaN            NaN            NaN  0.121691        15.4706       0.357154E-003   8.48213        1.05320        43.2745        31.5975     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   15.5970                 NaN            NaN   8.48435        1.05209        43.2692        31.5974     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   15.5423       0.563199E-001            NaN   8.49147        1.05053        43.2611        31.5983     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   8.78661        6.94836       0.155263E-001   8.51880        1.00913        43.0859        31.6357     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   8.78413        6.95548                 NaN   8.52739        1.01186        43.0882        31.6329     
  1192.74        2500.00                 NaN            NaN            NaN            NaN  0.107859        15.4996                 NaN   8.50366        1.04702        43.2421        31.5998     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   8.78135        6.97044       0.246885E-004   8.52538        1.00810        43.0789        31.6358     
  1189.75        2500.00                 NaN            NaN            NaN            NaN  0.210797        15.4052                 NaN   8.51281        1.04361        43.2264        31.6012     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   8.76596        6.97251       0.136642E-001   8.53026        1.00752        43.0744        31.6357     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   15.6151                 NaN            NaN   8.52806        1.04356        43.2123        31.6009     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   8.76197        6.99958                 NaN   8.53500        1.00596        43.0591        31.6384     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   8.75887        6.99494       0.942378E-005   8.53720        1.00669        43.0665        31.6358     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   8.75428        6.99877       0.308508E-003   8.53951        1.00629        43.0652        31.6356     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   8.74044        7.00336       0.102375E-001   8.54243        1.00578        43.0621        31.6356     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   8.74561        7.00801       0.128200E-005   8.54539        1.00566        43.0599        31.6354     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   8.74470        7.00931       0.104645E-004   8.54820        1.00520        43.0572        31.6354     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   8.73625        7.02665       0.112099E-003   8.54853        1.00283        43.0482        31.6374     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   8.74186        7.01344       0.210376E-003   8.55146        1.00424        43.0533        31.6355     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   8.73844        7.01691       0.196638E-003   8.55387        1.00403        43.0510        31.6355     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   8.73177        7.02516       0.181947E-003   8.55635        1.00329        43.0476        31.6356     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   8.72790        7.02857       0.177007E-003   8.55888        1.00318        43.0458        31.6355     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   8.72905        7.02810       0.161256E-003   8.56100        1.00270        43.0434        31.6356     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   8.67764        7.08213       0.162918E-005   8.56433        1.00227        43.0375        31.6362     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   8.71563        7.04211       0.337220E-004   8.56656        1.00231        43.0378        31.6356     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   8.71253        7.04577                 NaN   8.56888        1.00190        43.0353        31.6356     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   8.65858        7.10226       0.975128E-004   8.57247        1.00094        43.0295        31.6361     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   8.70610        7.05171                 NaN   8.57423        1.00130        43.0314        31.6352     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   8.70413        7.05453       0.605239E-004   8.57733        1.00020        43.0286        31.6351     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   8.71303        7.04763       0.907242E-004   8.57788       0.999851        43.0259        31.6356     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   8.70087        7.05962       0.867855E-004   8.58052       0.999775        43.0235        31.6356     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   8.69330        7.06942       0.271413E-005   8.58320       0.998714        43.0195        31.6358     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   8.67493        7.08275       0.234748E-003   8.58905       0.999681        43.0187        31.6346     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   8.68817        7.07354       0.176454E-005   8.58815       0.998649        43.0160        31.6355     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   8.69199        7.07087       0.687889E-004   8.58968       0.998018        43.0136        31.6357     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   8.67429        7.08756                 NaN   8.59233       0.997880        43.0127        31.6353     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   8.68317        7.08043       0.583636E-004   8.59514       0.997328        43.0082        31.6357     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   8.67981        7.08478                 NaN   8.59729       0.996777        43.0055        31.6358     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   8.67649        7.08858       0.719320E-004   8.59981       0.996356        43.0029        31.6358     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   8.67970        7.08644       0.488758E-004   8.60181       0.995699        43.0004        31.6359     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   8.67780        7.08859       0.840320E-004   8.60420       0.995419        42.9980        31.6359     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   8.67354        7.09400       0.632043E-004   8.60670       0.994744        42.9949        31.6361     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   8.67226        7.09595       0.102388E-004   8.60901       0.994317        42.9924        31.6361     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   8.67117        7.09761       0.375931E-004   8.61131       0.993896        42.9898        31.6361     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   7.99045        7.77575       0.253056E-005   8.64135        1.00822        42.9462        31.6380     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   8.66655        7.10363       0.447564E-004   8.61611       0.992953        42.9845        31.6363     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   8.66405        7.10686       0.308172E-004   8.61852       0.992471        42.9817        31.6363     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   8.66356        7.10812       0.111761E-003   8.62056       0.992041        42.9792        31.6364     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   8.65937        7.11299       0.513013E-004   8.62332       0.991505        42.9763        31.6364     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   8.65705        7.11609       0.158466E-004   8.62572       0.991018        42.9736        31.6365     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   8.65697        7.11620       0.340434E-004   8.62885       0.990817        42.9707        31.6365     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   8.65689        7.11809       0.346034E-004   8.62991       0.990063        42.9682        31.6368     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   8.65572        7.11978       0.218927E-004   8.63250       0.989612        42.9656        31.6368     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   7.98988        7.78701                 NaN   8.65199        1.00042        42.9309        31.6398     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   8.65147        7.12516                 NaN   8.63810       0.988771        42.9597        31.6368     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   8.65223        7.12590                 NaN   8.63941       0.988035        42.9574        31.6370     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   8.65023        7.12816                 NaN   8.64174       0.987609        42.9553        31.6370     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   8.65040        7.12920                 NaN   8.64428       0.986981        42.9520        31.6371     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   8.64713        7.13332                 NaN   8.64682       0.986437        42.9491        31.6372     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   8.07475        7.71916       0.154944E-004   8.66112       0.997570        42.9045        31.6428     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   8.64629        7.13596                 NaN   8.65171       0.985329        42.9434        31.6373     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   8.64594        7.13711                 NaN   8.65280       0.984952        42.9417        31.6375     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   8.64541        7.13843                 NaN   8.65493       0.984498        42.9391        31.6376     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   8.64565        7.13932                 NaN   8.65802       0.983817        42.9355        31.6377     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   8.64631        7.13974                 NaN   8.66016       0.983252        42.9327        31.6379     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   8.64626        7.14030                 NaN   8.66182       0.982925        42.9308        31.6379     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   8.64520        7.14255                 NaN   8.66504       0.982179        42.9270        31.6380     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   8.64390        7.14489                 NaN   8.66716       0.981590        42.9243        31.6381     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   8.64583        7.14363                 NaN   8.66865       0.981265        42.9224        31.6382     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   8.64321        7.14756                 NaN   8.67176       0.980460        42.9186        31.6384     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   8.64373        7.14789                 NaN   8.67421       0.979949        42.9157        31.6385     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   8.63326        7.15954                 NaN   8.67738       0.979007        42.9123        31.6385     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   8.64451        7.14896                 NaN   8.67774       0.978979        42.9111        31.6387     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   8.64318        7.15287                 NaN   8.68000       0.977963        42.9069        31.6391     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   8.63234        7.16353                 NaN   8.68417       0.977303        42.9038        31.6389     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   8.64457        7.15251                 NaN   8.68547       0.977024        42.9012        31.6392     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   8.64405        7.15415                 NaN   8.68738       0.976604        42.8984        31.6394     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   8.17929        7.64512                 NaN   8.68782       0.983398        42.8568        31.6476     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   8.64467        7.15474                 NaN   8.69260       0.975536        42.8930        31.6394     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   8.64612        7.15534                 NaN   8.69456       0.974743        42.8895        31.6398     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   8.30205        7.52413                 NaN   8.67535       0.986616        42.8632        31.6486     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   8.30160        7.52606                 NaN   8.67787       0.985458        42.8602        31.6488     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   8.30203        7.52718                 NaN   8.68026       0.984324        42.8573        31.6489     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   8.35258        7.47743                 NaN   8.68374       0.982135        42.8559        31.6482     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   8.65006        7.15697                 NaN   8.70565       0.971586        42.8753        31.6404     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   8.65186        7.15631                 NaN   8.70784       0.970977        42.8724        31.6406     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   8.32285        7.51017       0.143169E-004   8.68132       0.982350        42.8544        31.6489     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   8.15674        7.68705                 NaN   8.69295       0.977058        42.8353        31.6509     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   8.65448        7.15755       0.452949E-005   8.71420       0.969050        42.8636        31.6411     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   8.33348        7.51035                 NaN   8.69478       0.977252        42.8326        31.6515     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   8.65659        7.15799       0.423465E-005   8.71861       0.967724        42.8576        31.6414     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   8.65753        7.15833       0.413165E-005   8.72078       0.967076        42.8547        31.6416     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   8.45448        7.39797                 NaN   8.70686       0.969787        42.8193        31.6516     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   8.66232        7.15543       0.389875E-005   8.72553       0.965946        42.8489        31.6419     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   8.23892        7.61567                 NaN   8.70299       0.972255        42.8174        31.6527     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   8.35397        7.51373                 NaN   8.71298       0.967492        42.7960        31.6558     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   8.66746        7.15416       0.412097E-005   8.73211       0.963966        42.8399        31.6424     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   8.66812        7.15466       0.347302E-005   8.73438       0.963326        42.8370        31.6425     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   8.47075        7.39066       0.832658E-005   8.71535       0.966320        42.8034        31.6535     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   8.67255        7.15286       0.332440E-005   8.73857       0.962043        42.8311        31.6429     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   8.67402        7.15266       0.323618E-005   8.74074       0.961418        42.8281        31.6431     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   8.35382        7.52581                 NaN   8.72314       0.962098        42.7777        31.6575     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   8.67765        7.15188       0.315719E-005   8.74523       0.959929        42.8218        31.6435     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   8.67916        7.15173       0.302248E-005   8.74747       0.959216        42.8188        31.6437     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   5.54740        10.3788                 NaN   8.84702       0.916284        42.6557        31.6548     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   8.68474        7.14874       0.119549E-003   8.75177       0.957906        42.8127        31.6441     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   8.68528        7.14959       0.168331E-004   8.75400       0.957223        42.8097        31.6442     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   5.37204        10.5678                 NaN   8.85953       0.910598        42.6332        31.6569     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   8.69040        7.14718                 NaN   8.75790       0.955894        42.8040        31.6446     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   8.69339        7.14552                 NaN   8.76029       0.955239        42.8008        31.6448     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   8.55363        7.28488                 NaN   8.78579       0.953092        42.7788        31.6438     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   8.69903        7.14300                 NaN   8.76432       0.953775        42.7946        31.6453     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   8.70154        7.14175                 NaN   8.76659       0.953088        42.7916        31.6455     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   8.37322        7.52249                 NaN   8.74088       0.953103        42.7508        31.6595     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   8.48913        7.39164                 NaN   8.73278       0.956917        42.7732        31.6563     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   8.70897        7.13849                 NaN   8.77292       0.951025        42.7825        31.6461     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   8.41855        7.48754                 NaN   8.74729       0.949488        42.7355        31.6616     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   8.71545        7.13497                 NaN   8.77717       0.949555        42.7764        31.6465     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   8.71814        7.13372                 NaN   8.77925       0.948849        42.7734        31.6467     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   8.47999        7.42386                 NaN   8.74726       0.949902        42.7380        31.6610     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   8.72324        7.13163                 NaN   8.78355       0.947385        42.7671        31.6471     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   8.72592        7.13027                 NaN   8.78574       0.946665        42.7641        31.6473     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   8.40063        7.45516                 NaN   8.82896       0.943884        42.7252        31.6462     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   8.73202        7.12732                 NaN   8.78997       0.945230        42.7577        31.6478     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   8.73506        7.12583                 NaN   8.79201       0.944427        42.7547        31.6480     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   8.66473        7.21534                 NaN   8.79317       0.937835        42.7379        31.6510     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   8.69749        7.16160                 NaN   8.79692       0.941319        42.7562        31.6464     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   8.74180        7.12371                 NaN   8.79904       0.942159        42.7447        31.6486     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   8.56286        7.29532                 NaN   8.83394       0.941781        42.7199        31.6462     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   8.74659        7.12188                 NaN   8.80280       0.940876        42.7387        31.6491     
  1007.47        2500.00                 NaN            NaN            NaN            NaN   8.75318        7.11667                 NaN   8.80478       0.940217        42.7358        31.6493     
  1005.98        2500.00                 NaN            NaN            NaN   2.93780       0.264629E-005   11.4994       0.325737E-005   8.46409        1.15767        43.5216        32.4195     
  1004.48        2500.00                 NaN            NaN            NaN            NaN   8.55615        7.36892                 NaN   8.77077       0.938229        42.7021        31.6638     
  1002.99        2500.00                 NaN            NaN            NaN            NaN   8.76232        7.11365                 NaN   8.81062       0.937356        42.7258        31.6502     
  1001.49        2500.00                 NaN            NaN            NaN   2.93780       0.264631E-005   11.4994       0.329401E-005   8.46409        1.15767        43.5216        32.4195     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   8.77072        7.10798                 NaN   8.81437       0.935995        42.7204        31.6506     
