|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1246.39        2500.00                 NaN   97.2018                 NaN   2.19922                 NaN            NaN            NaN            NaN            NaN  0.598950                 NaN            NaN            NaN
  1245.23        2500.00                 NaN   99.5509                 NaN  0.370874                 NaN            NaN            NaN            NaN            NaN  0.782067E-001            NaN            NaN            NaN
  1244.07        2500.00                 NaN   98.2028                 NaN   1.47597                 NaN            NaN            NaN            NaN            NaN  0.321186                 NaN            NaN            NaN
  1242.92        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.76        2500.00                 NaN   99.9743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.151641E-001  0.105414E-001            NaN            NaN
  1240.60        2500.00                 NaN   99.8877                 NaN  0.750594E-001            NaN            NaN            NaN            NaN            NaN  0.372377E-001            NaN            NaN            NaN
  1239.45        2500.00                 NaN   98.5828                 NaN  0.381169                 NaN            NaN            NaN            NaN            NaN  0.145470       0.744351       0.146225                 NaN
  1238.29        2500.00                 NaN   93.5476                 NaN  0.552762        1.20999                 NaN            NaN            NaN            NaN  0.587937        4.07970       0.219834E-001            NaN
  1237.13        2500.00                 NaN   62.7272                 NaN            NaN            NaN            NaN            NaN   2.72995                 NaN   2.90005        17.8431       0.560887        13.2388     
  1235.98        2500.00                 NaN   98.3423                 NaN  0.798641       0.497608E-001            NaN            NaN            NaN            NaN  0.266132       0.513463       0.297125E-001            NaN
  1234.82        2500.00                 NaN   93.6152                 NaN   4.91018                 NaN            NaN            NaN            NaN            NaN   1.47159                 NaN  0.305822E-002            NaN
  1233.66        2500.00                 NaN   98.7836                 NaN  0.426410                 NaN            NaN            NaN            NaN            NaN  0.144249       0.645705                 NaN            NaN
  1232.51        2500.00                 NaN   70.8037                 NaN  0.270714E-005            NaN            NaN            NaN   1.23800                 NaN   1.68926        15.1911       0.435429        10.6424     
  1231.35        2500.00                 NaN   89.9522                 NaN   6.30457                 NaN            NaN            NaN            NaN            NaN   2.04231        1.70094                 NaN            NaN
  1230.19        2500.00                 NaN   97.4086                 NaN  0.193300       0.309701                 NaN            NaN            NaN            NaN  0.236067        1.30809                 NaN  0.544228     
  1229.03        2500.00                 NaN            NaN            NaN   3.91661        11.2794       0.816715E-003            NaN            NaN            NaN   8.25370        43.7035        1.09424        31.7517     
  1227.88        2500.00                 NaN            NaN            NaN  0.118923E-001   9.34189        5.83592                 NaN            NaN            NaN   8.20461        43.6994        1.12469        31.7816     
  1226.72        2500.00                 NaN            NaN            NaN  0.154896        7.93568        7.05955                 NaN            NaN            NaN   8.21107        43.7292        1.13630        31.7733     
  1225.56        2500.00                 NaN            NaN            NaN  0.116474E-001   7.88500        7.26266                 NaN            NaN            NaN   8.19934        43.7350        1.13177        31.7746     
  1224.41        2500.00                 NaN            NaN            NaN  0.115610E-001   7.91506        7.23465                 NaN            NaN            NaN   8.20085        43.7321        1.13094        31.7748     
  1223.25        2500.00                 NaN            NaN            NaN  0.114780E-001   8.07363        7.06657                 NaN            NaN            NaN   8.21577        43.7232        1.13580        31.7736     
  1222.09        2500.00                 NaN            NaN            NaN   3.98931        11.0708                 NaN            NaN            NaN            NaN   8.15629        43.8539        1.16729        31.7624     
  1220.94        2500.00                 NaN            NaN            NaN   3.97817        11.0841                 NaN            NaN            NaN            NaN   8.15812        43.8505        1.16636        31.7627     
  1219.78        2500.00                 NaN            NaN            NaN   3.96717        11.0974                 NaN            NaN            NaN            NaN   8.15995        43.8470        1.16543        31.7630     
  1218.62        2500.00                 NaN            NaN            NaN   3.95633        11.1104                 NaN            NaN            NaN            NaN   8.16178        43.8436        1.16449        31.7634     
  1217.47        2500.00                 NaN            NaN            NaN   2.23282        12.9967                 NaN            NaN            NaN            NaN   8.31291        43.5863        1.09319        31.7780     
  1216.31        2500.00                 NaN            NaN            NaN  0.109875E-001   8.69961        6.49073                 NaN            NaN            NaN   8.20092        43.6899        1.12448        31.7833     
  1215.15        2500.00                 NaN            NaN            NaN  0.109088E-001   8.74168        6.45294                 NaN            NaN            NaN   8.20313        43.6837        1.12330        31.7843     
  1214.00        2500.00                 NaN            NaN            NaN  0.108307E-001   8.96634        6.20758                 NaN            NaN            NaN   8.21696        43.6907        1.12735        31.7802     
  1212.84        2500.00                 NaN            NaN            NaN  0.107534E-001   8.80504        6.38162                 NaN            NaN            NaN   8.19874        43.6974        1.12390        31.7825     
  1211.68        2500.00                 NaN            NaN            NaN  0.106769E-001   8.71707        6.47333                 NaN            NaN            NaN   8.20187        43.6927        1.12216        31.7821     
  1210.53        2500.00                 NaN            NaN            NaN   3.87627       0.104906E-001   11.1956                 NaN            NaN            NaN   8.17547        43.8185        1.15792        31.7657     
  1209.37        2500.00                 NaN            NaN            NaN   3.86657       0.104160E-001   11.2077                 NaN            NaN            NaN   8.17732        43.8149        1.15697        31.7661     
  1208.21        2500.00                 NaN            NaN            NaN   3.85696       0.103426E-001   11.2197                 NaN            NaN            NaN   8.17916        43.8114        1.15602        31.7665     
  1207.06        2500.00                 NaN            NaN            NaN   3.84753       0.102697E-001   11.2315                 NaN            NaN            NaN   8.18102        43.8078        1.15507        31.7668     
  1205.90        2500.00                 NaN            NaN            NaN   1.63334        13.6169                 NaN            NaN            NaN            NaN   8.34231        43.5438        1.08298        31.7807     
  1204.74        2500.00                 NaN            NaN            NaN   3.82912       0.101263E-001   11.2547                 NaN            NaN            NaN   8.18472        43.8006        1.15317        31.7676     
  1203.59        2500.00                 NaN            NaN            NaN  0.426615E-001   8.78398        6.36686                 NaN            NaN            NaN   8.25463        43.6508        1.12074        31.7803     
  1202.43        2500.00                 NaN            NaN            NaN   3.81119       0.998529E-002   11.2774                 NaN            NaN            NaN   8.18844        43.7934        1.15126        31.7683     
  1201.27        2500.00                 NaN            NaN            NaN   3.80245       0.991563E-002   11.2886                 NaN            NaN            NaN   8.19030        43.7898        1.15030        31.7687     
  1200.12        2500.00                 NaN            NaN            NaN  0.147012        8.83874        6.21820                 NaN            NaN            NaN   8.26066        43.6358        1.11740        31.7822     
  1198.96        2500.00                 NaN            NaN            NaN   3.78713       0.977839E-002   11.3095                 NaN            NaN            NaN   8.19436        43.7813        1.14822        31.7697     
  1197.80        2500.00                 NaN            NaN            NaN   3.78080       0.971079E-002   11.3191                 NaN            NaN            NaN   8.19660        43.7764        1.14708        31.7703     
  1196.65        2500.00                 NaN            NaN            NaN   3.80169       0.964362E-002   11.3054                 NaN            NaN            NaN   8.20141        43.7712        1.13936        31.7713     
  1195.49        2500.00                 NaN            NaN            NaN   3.77375       0.957737E-002   11.3383                 NaN            NaN            NaN   8.20480        43.7638        1.13805        31.7717     
  1194.33        2500.00                 NaN            NaN            NaN   3.76244       0.951160E-002   11.3532                 NaN            NaN            NaN   8.20768        43.7588        1.13651        31.7719     
  1193.18        2500.00                 NaN            NaN            NaN   3.75389       0.944666E-002   11.3586                 NaN            NaN            NaN   8.20547        43.7573        1.14262        31.7727     
  1192.02        2500.00                 NaN            NaN            NaN   3.62155       0.938209E-002   11.4905                 NaN            NaN            NaN   8.19948        43.7743        1.13676        31.7681     
  1190.86        2500.00                 NaN            NaN            NaN   3.64650       0.931817E-002   11.4630                 NaN            NaN            NaN   8.20379        43.7721        1.13677        31.7685     
  1189.71        2500.00                 NaN            NaN            NaN   3.63235       0.925499E-002   11.4837                 NaN            NaN            NaN   8.20717        43.7605        1.13605        31.7710     
  1188.55        2500.00                 NaN            NaN            NaN   3.70301       0.919197E-002   11.4268                 NaN            NaN            NaN   8.22004        43.7332        1.13257        31.7751     
  1187.39        2500.00                 NaN            NaN            NaN   3.73869       0.912991E-002   11.3952                 NaN            NaN            NaN   8.22426        43.7261        1.13089        31.7757     
  1186.24        2500.00                 NaN            NaN            NaN   3.76398       0.906847E-002   11.3723                 NaN            NaN            NaN   8.22712        43.7222        1.12951        31.7758     
  1185.08        2500.00                 NaN            NaN            NaN   3.63216       0.900738E-002   11.4935                 NaN            NaN            NaN   8.21473        43.7468        1.13170        31.7721     
  1183.92        2500.00                 NaN            NaN            NaN   3.64849       0.894677E-002   11.4829                 NaN            NaN            NaN   8.21674        43.7364        1.13197        31.7745     
  1182.77        2500.00                 NaN            NaN            NaN   3.67194       0.888667E-002   11.4651                 NaN            NaN            NaN   8.22009        43.7261        1.13139        31.7765     
  1181.61        2500.00                 NaN            NaN            NaN   3.70874       0.882739E-002   11.4305                 NaN            NaN            NaN   8.22462        43.7196        1.13032        31.7774     
  1180.45        2500.00                 NaN            NaN            NaN   3.70482       0.876817E-002   11.4414                 NaN            NaN            NaN   8.22850        43.7090        1.12855        31.7789     
  1179.29        2500.00                 NaN            NaN            NaN   3.68390       0.871003E-002   11.4483                 NaN            NaN            NaN   8.21884        43.7391        1.12896        31.7722     
  1178.14        2500.00                 NaN            NaN            NaN   3.67949       0.865231E-002   11.4562                 NaN            NaN            NaN   8.22171        43.7331        1.12787        31.7730     
  1176.98        2500.00                 NaN            NaN            NaN   3.60231       0.859502E-002   11.5517                 NaN            NaN            NaN   8.23157        43.7055        1.12248        31.7778     
  1175.82        2500.00                 NaN            NaN            NaN   4.03953        11.0406       0.458788E-004            NaN            NaN            NaN   8.27827        43.7639        1.12150        31.7561     
  1174.67        2500.00                 NaN            NaN            NaN   4.02904        11.0528       0.448878E-004            NaN            NaN            NaN   8.28143        43.7597        1.12070        31.7563     
  1173.51        2500.00                 NaN            NaN            NaN   4.01873        11.0648       0.439015E-004            NaN            NaN            NaN   8.28457        43.7554        1.11989        31.7566     
  1172.35        2500.00                 NaN            NaN            NaN   4.00848        11.0768       0.429509E-004            NaN            NaN            NaN   8.28771        43.7511        1.11908        31.7568     
  1171.20        2500.00                 NaN            NaN            NaN   3.99842        11.0885       0.420211E-004            NaN            NaN            NaN   8.29085        43.7468        1.11827        31.7570     
  1170.04        2500.00                 NaN            NaN            NaN   3.98844        11.1002       0.411122E-004            NaN            NaN            NaN   8.29398        43.7426        1.11745        31.7573     
  1168.88        2500.00                 NaN            NaN            NaN   3.97860        11.1118       0.402185E-004            NaN            NaN            NaN   8.29710        43.7383        1.11664        31.7575     
  1167.73        2500.00                 NaN            NaN            NaN   3.96890        11.1233       0.393561E-004            NaN            NaN            NaN   8.30022        43.7340        1.11581        31.7578     
  1166.57        2500.00                 NaN            NaN            NaN   3.95931        11.1346       0.385111E-004            NaN            NaN            NaN   8.30333        43.7297        1.11499        31.7580     
  1165.41        2500.00                 NaN            NaN            NaN   3.94987        11.1458       0.376829E-004            NaN            NaN            NaN   8.30644        43.7254        1.11416        31.7583     
  1164.26        2500.00                 NaN            NaN            NaN   3.94055        11.1569       0.368743E-004            NaN            NaN            NaN   8.30954        43.7211        1.11333        31.7585     
  1163.10        2500.00                 NaN            NaN            NaN   8.11781        7.11590                 NaN            NaN            NaN            NaN   8.35028        43.5677        1.07981        31.7685     
  1161.94        2500.00                 NaN            NaN            NaN   8.13165        7.10266                 NaN            NaN            NaN            NaN   8.35395        43.5651        1.07850        31.7681     
  1160.79        2500.00                 NaN            NaN            NaN   8.14043        7.09522                 NaN            NaN            NaN            NaN   8.35844        43.5612        1.07683        31.7678     
  1159.63        2500.00                 NaN            NaN            NaN  0.169396E-003   8.14726        7.09022                 NaN            NaN            NaN   8.36339        43.5563        1.07498        31.7677     
  1158.47        2500.00                 NaN            NaN            NaN   8.15333        7.08729                 NaN            NaN            NaN            NaN   8.36850        43.5499        1.07305        31.7679     
  1157.32        2500.00                 NaN            NaN            NaN   8.16215        7.08213                 NaN            NaN            NaN            NaN   8.37364        43.5428        1.07108        31.7682     
  1156.16        2500.00                 NaN            NaN            NaN   8.17529        7.07327                 NaN            NaN            NaN            NaN   8.37894        43.5348        1.06903        31.7686     
  1155.00        2500.00                 NaN            NaN            NaN   8.20670        7.04470                 NaN            NaN            NaN            NaN   8.38238        43.5296        1.06761        31.7691     
  1153.85        2500.00                 NaN            NaN            NaN   8.20588        7.04802                 NaN            NaN            NaN            NaN   8.38591        43.5245        1.06642        31.7693     
  1152.69        2500.00                 NaN            NaN            NaN   8.03522        7.21255                 NaN            NaN            NaN            NaN   8.39388        43.5223        1.06650        31.7696     
  1151.53        2500.00                 NaN            NaN            NaN   3.84721        11.2703       0.291094E-004            NaN            NaN            NaN   8.34328        43.6737        1.10402        31.7615     
  1150.38        2500.00                 NaN            NaN            NaN   8.16419        7.08268                 NaN            NaN            NaN            NaN   8.41169        43.5069        1.06226        31.7723     
  1149.22        2500.00                 NaN            NaN            NaN   8.92312        6.39087                 NaN            NaN            NaN            NaN   8.43184        43.4065        1.05407        31.7936     
  1148.06        2500.00                 NaN            NaN            NaN   4.32776        10.9627                 NaN            NaN            NaN            NaN   8.49540        43.3709        1.05829        31.7850     
  1146.91        2500.00                 NaN            NaN            NaN   4.15031        11.1424                 NaN            NaN            NaN            NaN   8.49746        43.3663        1.05815        31.7854     
  1145.75        2500.00                 NaN            NaN            NaN   11.3734        4.02507                 NaN            NaN            NaN            NaN   8.54466        43.2417        1.01275        31.8025     
  1144.59        2500.00                 NaN            NaN            NaN   9.12971        6.11069       0.186860E-004            NaN            NaN            NaN   8.41861        43.4871        1.07358        31.7803     
  1143.44        2500.00                 NaN            NaN            NaN   3.79698        11.3338       0.250977E-004            NaN            NaN            NaN   8.36435        43.6434        1.09794        31.7635     
  1142.28        2500.00                 NaN            NaN            NaN   8.87100        6.42625       0.384007E-005            NaN            NaN            NaN   8.43842        43.4413        1.04570        31.7773     
  1141.12        2500.00                 NaN            NaN            NaN   8.87666        6.42349                 NaN            NaN            NaN            NaN   8.43990        43.4370        1.04499        31.7780     
  1139.97        2500.00                 NaN            NaN            NaN   8.82331        6.48940                 NaN            NaN            NaN            NaN   8.44286        43.4269        1.03966        31.7779     
  1138.81        2500.00                 NaN            NaN            NaN   8.83460        6.47899                 NaN            NaN            NaN            NaN   8.44248        43.4258        1.03990        31.7782     
  1137.65        2500.00                 NaN            NaN            NaN   8.90897        6.39481                 NaN            NaN            NaN            NaN   8.44040        43.4320        1.04495        31.7789     
  1136.50        2500.00                 NaN            NaN            NaN   3.75994        11.3824       0.221291E-004            NaN            NaN            NaN   8.38216        43.6175        1.09265        31.7653     
  1135.34        2500.00                 NaN            NaN            NaN   3.09479        12.2684                 NaN            NaN            NaN            NaN   8.50903        43.3023        1.02931        31.7962     
  1134.18        2500.00                 NaN            NaN            NaN   9.30044        5.95835       0.145652E-004            NaN            NaN            NaN   8.44189        43.4501        1.06569        31.7835     
  1133.03        2500.00                 NaN            NaN            NaN   8.36285        6.94387                 NaN            NaN            NaN            NaN   8.44767        43.4295        1.04301        31.7731     
  1131.87        2500.00                 NaN            NaN            NaN   8.73793        6.56537       0.370202E-005            NaN            NaN            NaN   8.44767        43.4259        1.04670        31.7764     
  1130.71        2500.00                 NaN            NaN            NaN   3.65704        11.7310                 NaN            NaN            NaN            NaN   8.52638        43.2656        1.01977        31.8002     
  1129.56        2500.00                 NaN            NaN            NaN   9.36933        5.89790       0.130281E-004            NaN            NaN            NaN   8.45225        43.4334        1.06212        31.7850     
  1128.40        2500.00                 NaN            NaN            NaN   9.37288        5.89995       0.401910E-005            NaN            NaN            NaN   8.45479        43.4248        1.06124        31.7863     
  1127.24        2500.00                 NaN            NaN            NaN  0.416527E-005   7.89914                 NaN            NaN   4.74526                 NaN   7.90947        45.0132        1.45481        32.9781     
  1126.08        2500.00                 NaN            NaN            NaN  0.416352E-005   7.89519                 NaN            NaN   4.74840                 NaN   7.90966        45.0127        1.45484        32.9792     
  1124.93        2500.00                 NaN            NaN            NaN  0.416185E-005   7.89125                 NaN            NaN   4.75153                 NaN   7.90985        45.0123        1.45486        32.9802     
  1123.77        2500.00                 NaN            NaN            NaN  0.416001E-005   7.88733                 NaN            NaN   4.75465                 NaN   7.91005        45.0118        1.45488        32.9813     
  1122.61        2500.00                 NaN            NaN            NaN   9.45206        5.83157       0.385597E-005            NaN            NaN            NaN   8.46773        43.4037        1.05670        31.7882     
  1121.46        2500.00                 NaN            NaN            NaN   9.46706        5.81877       0.382415E-005            NaN            NaN            NaN   8.47032        43.3995        1.05578        31.7886     
  1120.30        2500.00                 NaN            NaN            NaN   9.48179        5.80624       0.379239E-005            NaN            NaN            NaN   8.47290        43.3952        1.05487        31.7890     
  1119.14        2500.00                 NaN            NaN            NaN   9.49629        5.79394       0.376100E-005            NaN            NaN            NaN   8.47549        43.3909        1.05395        31.7894     
  1117.99        2500.00                 NaN            NaN            NaN   9.51051        5.78195                 NaN            NaN            NaN            NaN   8.47808        43.3866        1.05303        31.7898     
  1116.83        2500.00                 NaN            NaN            NaN  0.261742E-005   3.68685        11.4894                 NaN            NaN            NaN   8.43125        43.5442        1.07735        31.7709     
  1115.67        2500.00                 NaN            NaN            NaN  0.260600E-005   3.68405        11.4943                 NaN            NaN            NaN   8.43407        43.5400        1.07644        31.7712     
  1114.52        2500.00                 NaN            NaN            NaN  0.259467E-005   3.68143        11.4989                 NaN            NaN            NaN   8.43688        43.5357        1.07553        31.7716     
  1113.36        2500.00                 NaN            NaN            NaN   9.56733        5.73387       0.141814E-004            NaN            NaN            NaN   8.48859        43.3695        1.04925        31.7915     
  1112.20        2500.00                 NaN            NaN            NaN   9.58020        5.72326       0.179083E-004            NaN            NaN            NaN   8.49117        43.3652        1.04832        31.7919     
  1111.05        2500.00                 NaN            NaN            NaN   9.85960        5.45991       0.469894E-003            NaN            NaN            NaN   8.49972        43.3459        1.04012        31.7943     
  1109.89        2500.00                 NaN            NaN            NaN   9.61880        5.69738       0.601746E-005            NaN            NaN            NaN   8.49796        43.3493        1.04259        31.7939     
  1108.73        2500.00                 NaN            NaN            NaN   5.89719        9.48675       0.799351E-005            NaN            NaN            NaN   8.56934        43.2301        1.01736        31.7993     
  1107.58        2500.00                 NaN            NaN            NaN  0.413330E-005   7.83402                 NaN            NaN   4.79734                 NaN   7.91290        45.0047        1.45511        32.9959     
  1106.42        2500.00                 NaN            NaN            NaN  0.413109E-005   7.83032                 NaN            NaN   4.80032                 NaN   7.91311        45.0042        1.45513        32.9970     
  1105.26        2500.00                 NaN            NaN            NaN  0.412887E-005   7.82664                 NaN            NaN   4.80329                 NaN   7.91332        45.0036        1.45514        32.9980     
  1104.11        2500.00                 NaN            NaN            NaN   9.16148       0.705487E-004   6.20694                 NaN            NaN            NaN   8.50739        43.2916        1.03374        31.7988     
  1102.95        2500.00                 NaN            NaN            NaN   9.66956        5.64198       0.104656E-001            NaN            NaN            NaN   8.51186        43.3301        1.04074        31.7953     
  1101.79        2500.00                 NaN            NaN            NaN   2.29230        13.1817                 NaN            NaN            NaN            NaN   8.61133        43.1228       0.983670        31.8081     
  1100.64        2500.00                 NaN            NaN            NaN   9.83234        5.49709       0.136134E-003            NaN            NaN            NaN   8.52043        43.3170        1.03637        31.7966     
  1099.48        2500.00                 NaN            NaN            NaN   2.60732        12.8375                 NaN            NaN            NaN            NaN   8.59887        43.1613       0.993031        31.8020     
  1098.32        2500.00                 NaN            NaN            NaN   3.30963        12.1339                 NaN            NaN            NaN            NaN   8.59720        43.1652       0.992962        31.8011     
  1097.17        2500.00                 NaN            NaN            NaN   2.35629        13.0990                 NaN            NaN            NaN            NaN   8.60798        43.1446       0.988407        31.8037     
  1096.01        2500.00                 NaN            NaN            NaN   5.10613        10.3510                 NaN            NaN            NaN            NaN   8.60169        43.1376       0.991467        31.8121     
  1094.85        2500.00                 NaN            NaN            NaN   5.15149        10.3081                 NaN            NaN            NaN            NaN   8.60416        43.1332       0.990488        31.8126     
  1093.70        2500.00                 NaN            NaN            NaN   5.19767        10.2644                 NaN            NaN            NaN            NaN   8.60663        43.1288       0.989511        31.8130     
  1092.54        2500.00                 NaN            NaN            NaN   9.89718        5.45117       0.125146E-003            NaN            NaN            NaN   8.53746        43.2858        1.02848        31.7998     
  1091.38        2500.00                 NaN            NaN            NaN   1.76280        13.7405                 NaN            NaN            NaN            NaN   8.64346        43.0709       0.969716        31.8127     
  1090.23        2500.00                 NaN            NaN            NaN   1.58118        13.9281                 NaN            NaN            NaN            NaN   8.64781        43.0616       0.967558        31.8138     
  1089.07        2500.00                 NaN            NaN            NaN   4.22691        11.2394                 NaN            NaN            NaN            NaN   8.63148        43.0992       0.990382        31.8126     
  1087.91        2500.00                 NaN            NaN            NaN   1.77747        13.7140                 NaN            NaN            NaN            NaN   8.63736        43.0873       0.973885        31.8100     
  1086.76        2500.00                 NaN            NaN            NaN   1.79388        13.7008                 NaN            NaN            NaN            NaN   8.64038        43.0817       0.972644        31.8106     
  1085.60        2500.00                 NaN            NaN            NaN   1.73713        13.7615                 NaN            NaN            NaN            NaN   8.64417        43.0746       0.971195        31.8114     
  1084.44        2500.00                 NaN            NaN            NaN   1.29419        14.2122                 NaN            NaN            NaN            NaN   8.65210        43.0594       0.968772        31.8133     
  1083.29        2500.00                 NaN            NaN            NaN   1.27560        14.2345                 NaN            NaN            NaN            NaN   8.65547        43.0530       0.967351        31.8140     
  1082.13        2500.00                 NaN            NaN            NaN   1.47672        14.0350                 NaN            NaN            NaN            NaN   8.65651        43.0512       0.966463        31.8141     
  1080.97        2500.00                 NaN            NaN            NaN   10.0182        5.36758                 NaN            NaN            NaN            NaN   8.57189        43.2202        1.01519        31.8069     
  1079.82        2500.00                 NaN            NaN            NaN   9.95030        5.42953                 NaN            NaN            NaN            NaN   8.56921        43.2267        1.01785        31.8064     
  1078.66        2500.00                 NaN            NaN            NaN   9.84012        5.53356                 NaN            NaN            NaN            NaN   8.56585        43.2347        1.02041        31.8053     
  1077.50        2500.00                 NaN            NaN            NaN   9.82989        5.54560       0.274537E-005            NaN            NaN            NaN   8.56579        43.2321        1.02068        31.8059     
  1076.34        2500.00                 NaN            NaN            NaN   10.0653        5.33419       0.129411E-005            NaN            NaN            NaN   8.58236        43.1974        1.01075        31.8099     
  1075.19        2500.00                 NaN            NaN            NaN   9.95453        5.44105                 NaN            NaN            NaN            NaN   8.58122        43.2021        1.01208        31.8090     
  1074.03        2500.00                 NaN            NaN            NaN   9.86075        5.52707                 NaN            NaN            NaN            NaN   8.57703        43.2112        1.01564        31.8084     
  1072.87        2500.00                 NaN            NaN            NaN   9.86438        5.51927       0.346892E-005            NaN            NaN            NaN   8.57652        43.2163        1.01640        31.8071     
  1071.72        2500.00                 NaN            NaN            NaN   10.0256        5.36567                 NaN            NaN            NaN            NaN   8.58723        43.2033        1.01047        31.8077     
  1070.56        2500.00                 NaN            NaN            NaN   10.0417        5.34462       0.480190E-002            NaN            NaN            NaN   8.58136        43.2077        1.01264        31.8071     
  1069.40        2500.00                 NaN            NaN            NaN   10.0952        5.31372       0.115439E-005            NaN            NaN            NaN   8.59438        43.1774        1.00705        31.8122     
  1068.25        2500.00                 NaN            NaN            NaN   10.1115        5.30005       0.116638E-005            NaN            NaN            NaN   8.59805        43.1718        1.00564        31.8129     
  1067.09        2500.00                 NaN            NaN            NaN   9.83740        5.55429                 NaN            NaN            NaN            NaN   8.58561        43.2012        1.01315        31.8084     
  1065.93        2500.00                 NaN            NaN            NaN   10.0264        5.37944                 NaN            NaN            NaN            NaN   8.59535        43.1830        1.00589        31.8100     
  1064.78        2500.00                 NaN            NaN            NaN   9.82997        5.56779       0.109709E-003            NaN            NaN            NaN   8.59215        43.1898        1.01050        31.8097     
  1063.62        2500.00                 NaN            NaN            NaN   10.1309        5.28906       0.116167E-005            NaN            NaN            NaN   8.60559        43.1574        1.00274        31.8144     
  1062.46        2500.00                 NaN            NaN            NaN  0.230508E-005   7.70052                 NaN            NaN   4.90702                 NaN   7.92226        44.9801        1.45511        33.0350     
  1061.31        2500.00                 NaN            NaN            NaN  0.230504E-005   7.69737                 NaN            NaN   4.90966                 NaN   7.92253        44.9793        1.45509        33.0360     
  1060.15        2500.00                 NaN            NaN            NaN  0.230506E-005   7.69424                 NaN            NaN   4.91230                 NaN   7.92280        44.9786        1.45508        33.0370     
  1058.99        2500.00                 NaN            NaN            NaN  0.230509E-005   7.69113                 NaN            NaN   4.91492                 NaN   7.92308        44.9779        1.45506        33.0380     
  1057.84        2500.00                 NaN            NaN            NaN  0.230502E-005   7.68803                 NaN            NaN   4.91754                 NaN   7.92335        44.9771        1.45505        33.0389     
  1056.68        2500.00                 NaN            NaN            NaN   10.1562        5.27900                 NaN            NaN            NaN            NaN   8.62171        43.1320       0.994998        31.8161     
  1055.52        2500.00                 NaN            NaN            NaN   9.87703        4.95566       0.610403                 NaN            NaN            NaN   8.62843        43.1171       0.993019        31.8184     
  1054.37        2500.00                 NaN            NaN            NaN   10.1601        5.27855                 NaN            NaN            NaN            NaN   8.62593        43.1249       0.993634        31.8169     
  1053.21        2500.00                 NaN            NaN            NaN   10.0723        5.36719                 NaN            NaN            NaN            NaN   8.63065        43.1180       0.993231        31.8187     
  1052.05        2500.00                 NaN            NaN            NaN   10.1559        5.28759                 NaN            NaN            NaN            NaN   8.63328        43.1135       0.991284        31.8184     
  1050.90        2500.00                 NaN            NaN            NaN   10.0306        5.40975       0.164144E-004            NaN            NaN            NaN   8.63523        43.1127       0.992326        31.8194     
  1049.74        2500.00                 NaN            NaN            NaN   10.1722        5.27723       0.125076E-005            NaN            NaN            NaN   8.63832        43.1037       0.989156        31.8194     
  1048.58        2500.00                 NaN            NaN            NaN   10.1689        5.28397       0.126095E-005            NaN            NaN            NaN   8.64043        43.0988       0.987889        31.8200     
  1047.43        2500.00                 NaN            NaN            NaN   3.79611        11.5018                 NaN            NaN            NaN            NaN   8.58783        43.2977        1.02287        31.7937     
  1046.27        2500.00                 NaN            NaN            NaN   3.80124        11.4981       0.585077E-003            NaN            NaN            NaN   8.59025        43.2937        1.02197        31.7941     
  1045.11        2500.00                 NaN            NaN            NaN   3.80705        11.4943       0.567714E-003            NaN            NaN            NaN   8.59265        43.2898        1.02108        31.7945     
  1043.96        2500.00                 NaN            NaN            NaN   3.81297        11.4904       0.555831E-003            NaN            NaN            NaN   8.59505        43.2859        1.02020        31.7949     
  1042.80        2500.00                 NaN            NaN            NaN   3.81896        11.4864       0.538979E-003            NaN            NaN            NaN   8.59744        43.2820        1.01931        31.7953     
  1041.64        2500.00                 NaN            NaN            NaN   3.82504        11.4823       0.522538E-003            NaN            NaN            NaN   8.59983        43.2781        1.01843        31.7958     
  1040.49        2500.00                 NaN            NaN            NaN   3.83118        11.4782       0.506506E-003            NaN            NaN            NaN   8.60221        43.2742        1.01755        31.7962     
  1039.33        2500.00                 NaN            NaN            NaN   3.83739        11.4740       0.490463E-003            NaN            NaN            NaN   8.60458        43.2703        1.01666        31.7966     
  1038.17        2500.00                 NaN            NaN            NaN   3.84368        11.4697       0.475832E-003            NaN            NaN            NaN   8.60696        43.2664        1.01578        31.7970     
  1037.02        2500.00                 NaN            NaN            NaN   3.85003        11.4653       0.460544E-003            NaN            NaN            NaN   8.60932        43.2625        1.01490        31.7974     
  1035.86        2500.00                 NaN            NaN            NaN   3.85644        11.4609       0.446918E-003            NaN            NaN            NaN   8.61169        43.2586        1.01402        31.7978     
  1034.70        2500.00                 NaN            NaN            NaN   3.86292        11.4565       0.431970E-003            NaN            NaN            NaN   8.61404        43.2547        1.01314        31.7983     
  1033.55        2500.00                 NaN            NaN            NaN   3.86948        11.4519       0.418343E-003            NaN            NaN            NaN   8.61640        43.2509        1.01226        31.7987     
  1032.39        2500.00                 NaN            NaN            NaN   3.87607        11.4473       0.405126E-003            NaN            NaN            NaN   8.61875        43.2470        1.01138        31.7991     
