|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1247.54        2500.00                 NaN   91.4991                 NaN  0.338360       0.141867                 NaN            NaN            NaN            NaN  0.739135        7.02790       0.253609                 NaN
  1246.39        2500.00                 NaN   97.8768                 NaN   1.56709                 NaN            NaN            NaN            NaN            NaN  0.556108                 NaN            NaN            NaN
  1245.23        2500.00                 NaN   99.6685                 NaN  0.259375                 NaN            NaN            NaN            NaN            NaN  0.721383E-001            NaN            NaN            NaN
  1244.07        2500.00                 NaN   98.6467                 NaN   1.05694                 NaN            NaN            NaN            NaN            NaN  0.296395                 NaN            NaN            NaN
  1242.92        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.76        2500.00                 NaN   99.9756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139308E-001  0.104696E-001            NaN            NaN
  1240.60        2500.00                 NaN   99.9146                 NaN  0.512328E-001            NaN            NaN            NaN            NaN            NaN  0.342121E-001            NaN            NaN            NaN
  1239.45        2500.00                 NaN   98.7860                 NaN  0.261134                 NaN            NaN            NaN            NaN            NaN  0.133718       0.740695       0.784654E-001            NaN
  1238.29        2500.00                 NaN   94.1447                 NaN  0.379891       0.844825                 NaN            NaN            NaN            NaN  0.541502        4.07729       0.118195E-001            NaN
  1237.13        2500.00                 NaN   63.8407                 NaN            NaN            NaN            NaN            NaN   1.63505                 NaN   2.72637        18.1751       0.307810        13.3150     
  1235.98        2500.00                 NaN   98.6149                 NaN  0.573569       0.343100E-001            NaN            NaN            NaN            NaN  0.246124       0.515043       0.160405E-001            NaN
  1234.82        2500.00                 NaN   95.1436                 NaN   3.49096                 NaN            NaN            NaN            NaN            NaN   1.36382                 NaN  0.165446E-002            NaN
  1233.66        2500.00                 NaN   98.9314                 NaN  0.297428                 NaN            NaN            NaN            NaN            NaN  0.131642       0.639531                 NaN            NaN
  1232.51        2500.00                 NaN   71.5093                 NaN  0.188145E-005            NaN            NaN            NaN  0.734237                 NaN   1.57270        15.3462       0.236630        10.6010     
  1231.35        2500.00                 NaN   91.9047                 NaN   4.48491                 NaN            NaN            NaN            NaN            NaN   1.89625        1.71417                 NaN            NaN
  1230.19        2500.00                 NaN   97.6130                 NaN  0.135348       0.214203                 NaN            NaN            NaN            NaN  0.214925        1.29236                 NaN  0.530161     
  1229.03        2500.00                 NaN            NaN            NaN   2.86989        8.43006       0.605416E-003            NaN            NaN            NaN   8.10611        46.5992       0.627274        33.3669     
  1227.88        2500.00                 NaN            NaN            NaN  0.891319E-002   6.88806        4.40126                 NaN            NaN            NaN   8.05840        46.5974       0.644764        33.4012     
  1226.72        2500.00                 NaN            NaN            NaN  0.116089        5.83033        5.32006                 NaN            NaN            NaN   8.06433        46.6263       0.651373        33.3915     
  1225.56        2500.00                 NaN            NaN            NaN  0.872903E-002   5.79320        5.47165                 NaN            NaN            NaN   8.05273        46.6316       0.648761        33.3934     
  1224.41        2500.00                 NaN            NaN            NaN  0.866408E-002   5.81546        5.45092                 NaN            NaN            NaN   8.05421        46.6281       0.648278        33.3944     
  1223.25        2500.00                 NaN            NaN            NaN  0.860178E-002   5.93219        5.32657                 NaN            NaN            NaN   8.06891        46.6186       0.651054        33.3941     
  1222.09        2500.00                 NaN            NaN            NaN   3.04567        8.14253                 NaN            NaN            NaN            NaN   8.00973        46.7531       0.669032        33.3800     
  1220.94        2500.00                 NaN            NaN            NaN   3.03729        8.15260                 NaN            NaN            NaN            NaN   8.01152        46.7490       0.668488        33.3811     
  1219.78        2500.00                 NaN            NaN            NaN   3.02902        8.16259                 NaN            NaN            NaN            NaN   8.01331        46.7450       0.667943        33.3822     
  1218.62        2500.00                 NaN            NaN            NaN   3.02087        8.17245                 NaN            NaN            NaN            NaN   8.01510        46.7409       0.667398        33.3833     
  1217.47        2500.00                 NaN            NaN            NaN   1.64472        9.69052                 NaN            NaN            NaN            NaN   8.16434        46.4710       0.626583        33.4029     
  1216.31        2500.00                 NaN            NaN            NaN  0.823332E-002   6.40851        4.89269                 NaN            NaN            NaN   8.05448        46.5817       0.644521        33.4098     
  1215.15        2500.00                 NaN            NaN            NaN  0.817422E-002   6.44029        4.86430                 NaN            NaN            NaN   8.05669        46.5749       0.643835        33.4118     
  1214.00        2500.00                 NaN            NaN            NaN  0.811523E-002   6.60544        4.68251                 NaN            NaN            NaN   8.07001        46.5806       0.646128        33.4072     
  1212.84        2500.00                 NaN            NaN            NaN  0.805725E-002   6.48580        4.81108                 NaN            NaN            NaN   8.05221        46.5879       0.644152        33.4108     
  1211.68        2500.00                 NaN            NaN            NaN  0.799977E-002   6.42026        4.87939                 NaN            NaN            NaN   8.05530        46.5826       0.643145        33.4113     
  1210.53        2500.00                 NaN            NaN            NaN   2.96070       0.786510E-002   8.23688                 NaN            NaN            NaN   8.02850        46.7113       0.663558        33.3912     
  1209.37        2500.00                 NaN            NaN            NaN   2.95342       0.780899E-002   8.24601                 NaN            NaN            NaN   8.03030        46.7071       0.663003        33.3923     
  1208.21        2500.00                 NaN            NaN            NaN   2.94620       0.775382E-002   8.25508                 NaN            NaN            NaN   8.03211        46.7029       0.662449        33.3935     
  1207.06        2500.00                 NaN            NaN            NaN   2.93912       0.769897E-002   8.26403                 NaN            NaN            NaN   8.03392        46.6987       0.661893        33.3946     
  1205.90        2500.00                 NaN            NaN            NaN   1.20195        10.1498                 NaN            NaN            NaN            NaN   8.19310        46.4214       0.620633        33.4132     
  1204.74        2500.00                 NaN            NaN            NaN   2.92530       0.759119E-002   8.28158                 NaN            NaN            NaN   8.03754        46.6903       0.660780        33.3970     
  1203.59        2500.00                 NaN            NaN            NaN  0.319590E-001   6.46429        4.80646                 NaN            NaN            NaN   8.10689        46.5342       0.642246        33.4139     
  1202.43        2500.00                 NaN            NaN            NaN   2.91184       0.748514E-002   8.29880                 NaN            NaN            NaN   8.04118        46.6818       0.659665        33.3993     
  1201.27        2500.00                 NaN            NaN            NaN   2.90528       0.743276E-002   8.30724                 NaN            NaN            NaN   8.04300        46.6775       0.659107        33.4004     
  1200.12        2500.00                 NaN            NaN            NaN  0.110124        6.50518        4.69591                 NaN            NaN            NaN   8.11283        46.5172       0.640301        33.4185     
  1198.96        2500.00                 NaN            NaN            NaN   2.89382       0.732957E-002   8.32317                 NaN            NaN            NaN   8.04699        46.6677       0.657895        33.4030     
  1197.80        2500.00                 NaN            NaN            NaN   2.88910       0.727875E-002   8.33056                 NaN            NaN            NaN   8.04919        46.6621       0.657230        33.4045     
  1196.65        2500.00                 NaN            NaN            NaN   2.90515       0.722815E-002   8.31952                 NaN            NaN            NaN   8.05380        46.6556       0.652791        33.4059     
  1195.49        2500.00                 NaN            NaN            NaN   2.88391       0.717834E-002   8.34552                 NaN            NaN            NaN   8.05711        46.6472       0.652027        33.4070     
  1194.33        2500.00                 NaN            NaN            NaN   2.87539       0.712889E-002   8.35693                 NaN            NaN            NaN   8.05994        46.6415       0.651136        33.4080     
  1193.18        2500.00                 NaN            NaN            NaN   2.86903       0.708019E-002   8.36069                 NaN            NaN            NaN   8.05790        46.6404       0.654637        33.4103     
  1192.02        2500.00                 NaN            NaN            NaN   2.76793       0.703150E-002   8.45944                 NaN            NaN            NaN   8.05185        46.6570       0.651258        33.4054     
  1190.86        2500.00                 NaN            NaN            NaN   2.78711       0.698341E-002   8.43795                 NaN            NaN            NaN   8.05604        46.6541       0.651247        33.4065     
  1189.71        2500.00                 NaN            NaN            NaN   2.77643       0.693596E-002   8.45445                 NaN            NaN            NaN   8.05942        46.6418       0.650830        33.4101     
  1188.55        2500.00                 NaN            NaN            NaN   2.83061       0.688871E-002   8.41229                 NaN            NaN            NaN   8.07220        46.6132       0.648840        33.4159     
  1187.39        2500.00                 NaN            NaN            NaN   2.85801       0.684207E-002   8.38810                 NaN            NaN            NaN   8.07636        46.6054       0.647871        33.4174     
  1186.24        2500.00                 NaN            NaN            NaN   2.87746       0.679588E-002   8.37048                 NaN            NaN            NaN   8.07916        46.6008       0.647065        33.4182     
  1185.08        2500.00                 NaN            NaN            NaN   2.77673       0.674978E-002   8.46194                 NaN            NaN            NaN   8.06678        46.6253       0.648296        33.4142     
  1183.92        2500.00                 NaN            NaN            NaN   2.78935       0.670427E-002   8.45468                 NaN            NaN            NaN   8.06880        46.6142       0.648442        33.4178     
  1182.77        2500.00                 NaN            NaN            NaN   2.80742       0.665915E-002   8.44158                 NaN            NaN            NaN   8.07216        46.6032       0.648105        33.4209     
  1181.61        2500.00                 NaN            NaN            NaN   2.83567       0.661459E-002   8.41499                 NaN            NaN            NaN   8.07661        46.5959       0.647484        33.4227     
  1180.45        2500.00                 NaN            NaN            NaN   2.83282       0.657014E-002   8.42346                 NaN            NaN            NaN   8.08049        46.5848       0.646467        33.4254     
  1179.29        2500.00                 NaN            NaN            NaN   2.81683       0.652619E-002   8.42683                 NaN            NaN            NaN   8.07070        46.6146       0.646671        33.4179     
  1178.14        2500.00                 NaN            NaN            NaN   2.81358       0.648281E-002   8.43300                 NaN            NaN            NaN   8.07353        46.6079       0.646037        33.4195     
  1176.98        2500.00                 NaN            NaN            NaN   2.75477       0.643995E-002   8.50626                 NaN            NaN            NaN   8.08346        46.5797       0.642959        33.4264     
  1175.82        2500.00                 NaN            NaN            NaN   3.08874        8.10826       0.346783E-004            NaN            NaN            NaN   8.12799        46.6338       0.642282        33.3988     
  1174.67        2500.00                 NaN            NaN            NaN   3.08084        8.11759       0.339319E-004            NaN            NaN            NaN   8.13107        46.6288       0.641811        33.3998     
  1173.51        2500.00                 NaN            NaN            NaN   3.07307        8.12678       0.331889E-004            NaN            NaN            NaN   8.13414        46.6238       0.641339        33.4008     
  1172.35        2500.00                 NaN            NaN            NaN   3.06536        8.13593       0.324728E-004            NaN            NaN            NaN   8.13721        46.6188       0.640865        33.4018     
  1171.20        2500.00                 NaN            NaN            NaN   3.05779        8.14495       0.317724E-004            NaN            NaN            NaN   8.14027        46.6138       0.640388        33.4027     
  1170.04        2500.00                 NaN            NaN            NaN   3.05028        8.15392       0.310875E-004            NaN            NaN            NaN   8.14333        46.6088       0.639911        33.4037     
  1168.88        2500.00                 NaN            NaN            NaN   3.04288        8.16279       0.304138E-004            NaN            NaN            NaN   8.14638        46.6038       0.639431        33.4047     
  1167.73        2500.00                 NaN            NaN            NaN   3.03558        8.17156       0.297643E-004            NaN            NaN            NaN   8.14943        46.5988       0.638950        33.4057     
  1166.57        2500.00                 NaN            NaN            NaN   3.02837        8.18025       0.291275E-004            NaN            NaN            NaN   8.15247        46.5937       0.638468        33.4067     
  1165.41        2500.00                 NaN            NaN            NaN   3.02126        8.18885       0.285033E-004            NaN            NaN            NaN   8.15551        46.5887       0.637982        33.4077     
  1164.26        2500.00                 NaN            NaN            NaN   3.01425        8.19735       0.278939E-004            NaN            NaN            NaN   8.15854        46.5837       0.637496        33.4087     
  1163.10        2500.00                 NaN            NaN            NaN   5.96562        5.36417                 NaN            NaN            NaN            NaN   8.19981        46.4269       0.618388        33.4251     
  1161.94        2500.00                 NaN            NaN            NaN   5.97601        5.35432                 NaN            NaN            NaN            NaN   8.20334        46.4235       0.617622        33.4252     
  1160.79        2500.00                 NaN            NaN            NaN   5.98269        5.34884                 NaN            NaN            NaN            NaN   8.20770        46.4186       0.616655        33.4255     
  1159.63        2500.00                 NaN            NaN            NaN  0.126528E-003   5.98794        5.34524                 NaN            NaN            NaN   8.21251        46.4126       0.615583        33.4260     
  1158.47        2500.00                 NaN            NaN            NaN   5.99263        5.34335                 NaN            NaN            NaN            NaN   8.21749        46.4053       0.614466        33.4267     
  1157.32        2500.00                 NaN            NaN            NaN   5.99934        5.33994                 NaN            NaN            NaN            NaN   8.22251        46.3971       0.613328        33.4278     
  1156.16        2500.00                 NaN            NaN            NaN   6.00924        5.33396                 NaN            NaN            NaN            NaN   8.22769        46.3881       0.612143        33.4289     
  1155.00        2500.00                 NaN            NaN            NaN   6.03257        5.31298                 NaN            NaN            NaN            NaN   8.23104        46.3821       0.611319        33.4300     
  1153.85        2500.00                 NaN            NaN            NaN   6.03221        5.31542                 NaN            NaN            NaN            NaN   8.23450        46.3762       0.610627        33.4310     
  1152.69        2500.00                 NaN            NaN            NaN   5.90699        5.43440                 NaN            NaN            NaN            NaN   8.24232        46.3736       0.610663        33.4321     
  1151.53        2500.00                 NaN            NaN            NaN   2.94414        8.28440       0.220389E-004            NaN            NaN            NaN   8.19150        46.5281       0.632048        33.4197     
  1150.38        2500.00                 NaN            NaN            NaN   6.00204        5.34071                 NaN            NaN            NaN            NaN   8.25948        46.3545       0.608191        33.4351     
  1149.22        2500.00                 NaN            NaN            NaN   6.56076        4.84419                 NaN            NaN            NaN            NaN   8.27990        46.2507       0.603542        33.4609     
  1148.06        2500.00                 NaN            NaN            NaN   3.18211        8.20500                 NaN            NaN            NaN            NaN   8.34227        46.2122       0.605943        33.4525     
  1146.91        2500.00                 NaN            NaN            NaN   3.05175        8.33740                 NaN            NaN            NaN            NaN   8.34430        46.2070       0.605858        33.4537     
  1145.75        2500.00                 NaN            NaN            NaN   8.48638        2.98950                 NaN            NaN            NaN            NaN   8.39132        46.0778       0.579900        33.4752     
  1144.59        2500.00                 NaN            NaN            NaN   6.71326        4.62549       0.139553E-004            NaN            NaN            NaN   8.26639        46.3323       0.614635        33.4480     
  1143.44        2500.00                 NaN            NaN            NaN   2.90651        8.33323       0.190119E-004            NaN            NaN            NaN   8.21209        46.4927       0.628495        33.4269     
  1142.28        2500.00                 NaN            NaN            NaN   6.52355        4.86250       0.286916E-005            NaN            NaN            NaN   8.28589        46.2828       0.598659        33.4466     
  1141.12        2500.00                 NaN            NaN            NaN   6.52795        4.86063                 NaN            NaN            NaN            NaN   8.28733        46.2778       0.598244        33.4481     
  1139.97        2500.00                 NaN            NaN            NaN   6.48894        4.91032                 NaN            NaN            NaN            NaN   8.29025        46.2666       0.595185        33.4487     
  1138.81        2500.00                 NaN            NaN            NaN   6.49745        4.90285                 NaN            NaN            NaN            NaN   8.28984        46.2649       0.595308        33.4497     
  1137.65        2500.00                 NaN            NaN            NaN   6.55233        4.84004                 NaN            NaN            NaN            NaN   8.28774        46.2707       0.598189        33.4510     
  1136.50        2500.00                 NaN            NaN            NaN   2.87884        8.37071       0.167710E-004            NaN            NaN            NaN   8.22949        46.4624       0.625404        33.4332     
  1135.34        2500.00                 NaN            NaN            NaN   2.27650        9.16850                 NaN            NaN            NaN            NaN   8.35586        46.1362       0.589267        33.4736     
  1134.18        2500.00                 NaN            NaN            NaN   6.84088        4.51327       0.108847E-004            NaN            NaN            NaN   8.28913        46.2888       0.610030        33.4579     
  1133.03        2500.00                 NaN            NaN            NaN   6.15166        5.23923                 NaN            NaN            NaN            NaN   8.29509        46.2682       0.597060        33.4488     
  1131.87        2500.00                 NaN            NaN            NaN   6.42784        4.95978       0.276816E-005            NaN            NaN            NaN   8.29519        46.2645       0.599169        33.4535     
  1130.71        2500.00                 NaN            NaN            NaN   2.69044        8.77600                 NaN            NaN            NaN            NaN   8.37292        46.0957       0.583774        33.4811     
  1129.56        2500.00                 NaN            NaN            NaN   6.89239        4.46885       0.973888E-005            NaN            NaN            NaN   8.29925        46.2692       0.607943        33.4623     
  1128.40        2500.00                 NaN            NaN            NaN   6.89524        4.47103       0.301273E-005            NaN            NaN            NaN   8.30178        46.2599       0.607434        33.4646     
  1127.24        2500.00                 NaN            NaN            NaN  0.303869E-005   6.02487                 NaN            NaN   2.95510                 NaN   7.74502        47.8197       0.830414        34.6249     
  1126.08        2500.00                 NaN            NaN            NaN  0.303734E-005   6.02208                 NaN            NaN   2.95699                 NaN   7.74518        47.8186       0.830412        34.6267     
  1124.93        2500.00                 NaN            NaN            NaN  0.303604E-005   6.01930                 NaN            NaN   2.95887                 NaN   7.74534        47.8176       0.830409        34.6285     
  1123.77        2500.00                 NaN            NaN            NaN  0.303462E-005   6.01654                 NaN            NaN   2.96075                 NaN   7.74551        47.8165       0.830405        34.6303     
  1122.61        2500.00                 NaN            NaN            NaN   6.95445        4.42091       0.289223E-005            NaN            NaN            NaN   8.31442        46.2352       0.604787        33.4703     
  1121.46        2500.00                 NaN            NaN            NaN   6.96566        4.41154       0.286873E-005            NaN            NaN            NaN   8.31695        46.2302       0.604253        33.4714     
  1120.30        2500.00                 NaN            NaN            NaN   6.97667        4.40238       0.284527E-005            NaN            NaN            NaN   8.31947        46.2252       0.603718        33.4725     
  1119.14        2500.00                 NaN            NaN            NaN   6.98752        4.39340       0.282209E-005            NaN            NaN            NaN   8.32200        46.2202       0.603183        33.4737     
  1117.99        2500.00                 NaN            NaN            NaN   6.99815        4.38464                 NaN            NaN            NaN            NaN   8.32453        46.2152       0.602645        33.4748     
  1116.83        2500.00                 NaN            NaN            NaN  0.195828E-005   2.82478        8.45340                 NaN            NaN            NaN   8.27745        46.3767       0.616477        33.4512     
  1115.67        2500.00                 NaN            NaN            NaN  0.194969E-005   2.82275        8.45714                 NaN            NaN            NaN   8.28020        46.3717       0.615947        33.4523     
  1114.52        2500.00                 NaN            NaN            NaN  0.194117E-005   2.82086        8.46075                 NaN            NaN            NaN   8.28295        46.3666       0.615416        33.4534     
  1113.36        2500.00                 NaN            NaN            NaN   7.03949        4.34980       0.106196E-004            NaN            NaN            NaN   8.33487        46.1956       0.600449        33.4797     
  1112.20        2500.00                 NaN            NaN            NaN   7.04912        4.34208       0.134090E-004            NaN            NaN            NaN   8.33739        46.1906       0.599906        33.4809     
  1111.05        2500.00                 NaN            NaN            NaN   7.25490        4.14938       0.352337E-003            NaN            NaN            NaN   8.34583        46.1700       0.595212        33.4844     
  1109.89        2500.00                 NaN            NaN            NaN   7.07787        4.32333       0.451268E-005            NaN            NaN            NaN   8.34410        46.1733       0.596614        33.4848     
  1108.73        2500.00                 NaN            NaN            NaN   4.34047        7.12123       0.594297E-005            NaN            NaN            NaN   8.41465        46.0484       0.582203        33.4930     
  1107.58        2500.00                 NaN            NaN            NaN  0.301407E-005   5.97901                 NaN            NaN   2.98642                 NaN   7.74791        47.8012       0.830326        34.6551     
  1106.42        2500.00                 NaN            NaN            NaN  0.301238E-005   5.97642                 NaN            NaN   2.98821                 NaN   7.74809        47.8001       0.830318        34.6569     
  1105.26        2500.00                 NaN            NaN            NaN  0.301068E-005   5.97383                 NaN            NaN   2.98999                 NaN   7.74827        47.7989       0.830309        34.6587     
  1104.11        2500.00                 NaN            NaN            NaN   6.74275       0.529700E-004   4.69898                 NaN            NaN            NaN   8.35423        46.1152       0.591567        33.4972     
  1102.95        2500.00                 NaN            NaN            NaN   7.11597        4.28310       0.784300E-002            NaN            NaN            NaN   8.35761        46.1497       0.595492        33.4903     
  1101.79        2500.00                 NaN            NaN            NaN   1.68716        9.85134                 NaN            NaN            NaN            NaN   8.45625        45.9339       0.562896        33.5084     
  1100.64        2500.00                 NaN            NaN            NaN   7.23599        4.17693       0.101916E-003            NaN            NaN            NaN   8.36600        46.1349       0.592975        33.4931     
  1099.48        2500.00                 NaN            NaN            NaN   1.91905        9.59221                 NaN            NaN            NaN            NaN   8.44389        45.9736       0.568228        33.5030     
  1098.32        2500.00                 NaN            NaN            NaN   2.43602        9.07343                 NaN            NaN            NaN            NaN   8.44225        45.9773       0.568179        33.5028     
  1097.17        2500.00                 NaN            NaN            NaN   1.73435        9.78578                 NaN            NaN            NaN            NaN   8.45284        45.9551       0.565565        33.5064     
  1096.01        2500.00                 NaN            NaN            NaN   3.75838        7.76565                 NaN            NaN            NaN            NaN   8.44655        45.9465       0.567301        33.5156     
  1094.85        2500.00                 NaN            NaN            NaN   3.79182        7.73430                 NaN            NaN            NaN            NaN   8.44898        45.9414       0.566731        33.5168     
  1093.70        2500.00                 NaN            NaN            NaN   3.82586        7.70235                 NaN            NaN            NaN            NaN   8.45138        45.9363       0.566163        33.5180     
  1092.54        2500.00                 NaN            NaN            NaN   7.28441        4.14451       0.938484E-004            NaN            NaN            NaN   8.38263        46.0985       0.588392        33.5015     
  1091.38        2500.00                 NaN            NaN            NaN   1.29761        10.2649                 NaN            NaN            NaN            NaN   8.48776        45.8750       0.554834        33.5199     
  1090.23        2500.00                 NaN            NaN            NaN   1.16394        10.4038                 NaN            NaN            NaN            NaN   8.49203        45.8647       0.553591        33.5219     
  1089.07        2500.00                 NaN            NaN            NaN   3.11160        8.42255                 NaN            NaN            NaN            NaN   8.47576        45.9030       0.566626        33.5205     
  1087.91        2500.00                 NaN            NaN            NaN   1.30856        10.2427                 NaN            NaN            NaN            NaN   8.48166        45.8908       0.557188        33.5190     
  1086.76        2500.00                 NaN            NaN            NaN   1.32065        10.2335                 NaN            NaN            NaN            NaN   8.48462        45.8844       0.556469        33.5204     
  1085.60        2500.00                 NaN            NaN            NaN   1.27889        10.2789                 NaN            NaN            NaN            NaN   8.48832        45.8763       0.555631        33.5219     
  1084.44        2500.00                 NaN            NaN            NaN  0.952827        10.6126                 NaN            NaN            NaN            NaN   8.49609        45.8596       0.554236        33.5246     
  1083.29        2500.00                 NaN            NaN            NaN  0.939154        10.6295                 NaN            NaN            NaN            NaN   8.49939        45.8524       0.553414        33.5261     
  1082.13        2500.00                 NaN            NaN            NaN   1.08722        10.4826                 NaN            NaN            NaN            NaN   8.50040        45.8500       0.552897        33.5269     
  1080.97        2500.00                 NaN            NaN            NaN   7.37420        4.08777                 NaN            NaN            NaN            NaN   8.41639        46.0245       0.580703        33.5164     
  1079.82        2500.00                 NaN            NaN            NaN   7.32420        4.13274                 NaN            NaN            NaN            NaN   8.41369        46.0307       0.582211        33.5164     
  1078.66        2500.00                 NaN            NaN            NaN   7.24313        4.20820                 NaN            NaN            NaN            NaN   8.41037        46.0387       0.583661        33.5159     
  1077.50        2500.00                 NaN            NaN            NaN   7.23574        4.21594       0.206136E-005            NaN            NaN            NaN   8.41041        46.0363       0.583818        33.5178     
  1076.34        2500.00                 NaN            NaN            NaN   7.40916        4.06345       0.973261E-006            NaN            NaN            NaN   8.42677        45.9994       0.578135        33.5231     
  1075.19        2500.00                 NaN            NaN            NaN   7.32757        4.14180                 NaN            NaN            NaN            NaN   8.42557        46.0036       0.578879        33.5226     
  1074.03        2500.00                 NaN            NaN            NaN   7.25852        4.20415                 NaN            NaN            NaN            NaN   8.42141        46.0126       0.580905        33.5225     
  1072.87        2500.00                 NaN            NaN            NaN   7.26112        4.19829       0.260671E-005            NaN            NaN            NaN   8.42079        46.0170       0.581326        33.5215     
  1071.72        2500.00                 NaN            NaN            NaN   7.37981        4.08571                 NaN            NaN            NaN            NaN   8.43128        46.0026       0.577924        33.5227     
  1070.56        2500.00                 NaN            NaN            NaN   7.39168        4.07027       0.361750E-002            NaN            NaN            NaN   8.42552        46.0069       0.579156        33.5229     
  1069.40        2500.00                 NaN            NaN            NaN   7.43117        4.05025       0.869894E-006            NaN            NaN            NaN   8.43840        45.9748       0.575957        33.5294     
  1068.25        2500.00                 NaN            NaN            NaN   7.44316        4.04049       0.879205E-006            NaN            NaN            NaN   8.44199        45.9684       0.575141        33.5308     
  1067.09        2500.00                 NaN            NaN            NaN   7.24125        4.22543                 NaN            NaN            NaN            NaN   8.42959        45.9982       0.579416        33.5261     
  1065.93        2500.00                 NaN            NaN            NaN   7.38044        4.09688                 NaN            NaN            NaN            NaN   8.43926        45.9792       0.575262        33.5290     
  1064.78        2500.00                 NaN            NaN            NaN   7.23579        4.23571       0.825212E-004            NaN            NaN            NaN   8.43603        45.9855       0.577883        33.5290     
  1063.62        2500.00                 NaN            NaN            NaN   7.45739        4.03366       0.876369E-006            NaN            NaN            NaN   8.44932        45.9511       0.573444        33.5351     
  1062.46        2500.00                 NaN            NaN            NaN  0.167925E-005   5.88587                 NaN            NaN   3.05210                 NaN   7.75606        47.7536       0.829739        34.7226     
  1061.31        2500.00                 NaN            NaN            NaN  0.167918E-005   5.88369                 NaN            NaN   3.05368                 NaN   7.75630        47.7523       0.829716        34.7243     
  1060.15        2500.00                 NaN            NaN            NaN  0.167915E-005   5.88153                 NaN            NaN   3.05525                 NaN   7.75654        47.7510       0.829693        34.7260     
  1058.99        2500.00                 NaN            NaN            NaN  0.167913E-005   5.87938                 NaN            NaN   3.05682                 NaN   7.75678        47.7497       0.829671        34.7277     
  1057.84        2500.00                 NaN            NaN            NaN  0.167904E-005   5.87723                 NaN            NaN   3.05838                 NaN   7.75703        47.7483       0.829647        34.7294     
  1056.68        2500.00                 NaN            NaN            NaN   7.47587        4.02752                 NaN            NaN            NaN            NaN   8.46507        45.9214       0.568961        33.5412     
  1055.52        2500.00                 NaN            NaN            NaN   7.27046        3.78110       0.458185                 NaN            NaN            NaN   8.47178        45.9058       0.567829        33.5449     
  1054.37        2500.00                 NaN            NaN            NaN   7.47864        4.02764                 NaN            NaN            NaN            NaN   8.46919        45.9129       0.568163        33.5435     
  1053.21        2500.00                 NaN            NaN            NaN   7.41399        4.09319                 NaN            NaN            NaN            NaN   8.47381        45.9051       0.567923        33.5460     
  1052.05        2500.00                 NaN            NaN            NaN   7.47551        4.03524                 NaN            NaN            NaN            NaN   8.47636        45.8998       0.566799        33.5463     
  1050.90        2500.00                 NaN            NaN            NaN   7.38320        4.12416       0.124232E-004            NaN            NaN            NaN   8.47829        45.8987       0.567388        33.5482     
  1049.74        2500.00                 NaN            NaN            NaN   7.48739        4.02853       0.947159E-006            NaN            NaN            NaN   8.48128        45.8884       0.565565        33.5489     
  1048.58        2500.00                 NaN            NaN            NaN   7.48490        4.03399       0.955036E-006            NaN            NaN            NaN   8.48334        45.8827       0.564831        33.5503     
  1047.43        2500.00                 NaN            NaN            NaN   2.91550        8.46458                 NaN            NaN            NaN            NaN   8.43036        46.0870       0.584731        33.5179     
  1046.27        2500.00                 NaN            NaN            NaN   2.91957        8.46181       0.438584E-003            NaN            NaN            NaN   8.43272        46.0823       0.584206        33.5190     
  1045.11        2500.00                 NaN            NaN            NaN   2.92416        8.45894       0.425559E-003            NaN            NaN            NaN   8.43506        46.0776       0.583690        33.5201     
  1043.96        2500.00                 NaN            NaN            NaN   2.92883        8.45598       0.416642E-003            NaN            NaN            NaN   8.43740        46.0730       0.583174        33.5212     
  1042.80        2500.00                 NaN            NaN            NaN   2.93354        8.45298       0.404001E-003            NaN            NaN            NaN   8.43973        46.0683       0.582658        33.5224     
  1041.64        2500.00                 NaN            NaN            NaN   2.93834        8.44989       0.391668E-003            NaN            NaN            NaN   8.44205        46.0637       0.582144        33.5235     
  1040.49        2500.00                 NaN            NaN            NaN   2.94318        8.44677       0.379643E-003            NaN            NaN            NaN   8.44437        46.0591       0.581629        33.5246     
  1039.33        2500.00                 NaN            NaN            NaN   2.94806        8.44359       0.367610E-003            NaN            NaN            NaN   8.44669        46.0544       0.581115        33.5258     
  1038.17        2500.00                 NaN            NaN            NaN   2.95302        8.44034       0.356635E-003            NaN            NaN            NaN   8.44900        46.0498       0.580601        33.5269     
  1037.02        2500.00                 NaN            NaN            NaN   2.95802        8.43705       0.345169E-003            NaN            NaN            NaN   8.45131        46.0452       0.580088        33.5280     
  1035.86        2500.00                 NaN            NaN            NaN   2.96307        8.43370       0.334949E-003            NaN            NaN            NaN   8.45361        46.0406       0.579575        33.5291     
  1034.70        2500.00                 NaN            NaN            NaN   2.96817        8.43031       0.323739E-003            NaN            NaN            NaN   8.45591        46.0360       0.579062        33.5303     
  1033.55        2500.00                 NaN            NaN            NaN   2.97332        8.42686       0.313518E-003            NaN            NaN            NaN   8.45820        46.0313       0.578551        33.5314     
