|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1178.23        500.000                 NaN   4.97720                 NaN   7.09439        1.20441        1.53777                 NaN   43.6238                 NaN   41.5625     
  1177.20        500.000                 NaN   4.97081                 NaN   7.09749        1.22602        1.52527                 NaN   43.6246                 NaN   41.5558     
  1176.16        500.000                 NaN   4.94768                 NaN   7.10024        1.23556        1.53109                 NaN   43.6156                 NaN   41.5698     
  1175.12        500.000                 NaN   4.96150                 NaN   7.10011        1.24194        1.51825                 NaN   43.6229                 NaN   41.5553     
  1174.09        500.000                 NaN   4.94981                 NaN   7.10716        1.28791        1.49040                 NaN   43.6266                 NaN   41.5381     
  1173.05        500.000                 NaN   4.95090                 NaN   7.10409        1.27590        1.49945                 NaN   43.6233                 NaN   41.5464     
  1172.02        500.000                 NaN   4.94143                 NaN   7.10970        1.30091        1.48482                 NaN   43.6250                 NaN   41.5382     
  1170.98        500.000                 NaN   4.90785                 NaN   7.10977        1.29723        1.50554                 NaN   43.6123                 NaN   41.5673     
  1169.94        500.000                 NaN   4.89874                 NaN   7.11367        1.33336        1.48483                 NaN   43.6133                 NaN   41.5561     
  1168.91        500.000                 NaN   4.90062                 NaN   7.11586        1.34617        1.47521                 NaN   43.6124                 NaN   41.5497     
  1167.87        500.000                 NaN   4.88679                 NaN   7.11661        1.34949        1.47890                 NaN   43.6109                 NaN   41.5573     
  1166.83        500.000                 NaN   4.87560                 NaN   7.11852        1.36033        1.47540                 NaN   43.6126                 NaN   41.5575     
  1165.80        500.000                 NaN   4.87485                 NaN   7.11983        1.36802        1.47138                 NaN   43.6085                 NaN   41.5574     
  1164.76        500.000                 NaN   4.86967                 NaN   7.12144        1.37699        1.46746                 NaN   43.6073                 NaN   41.5571     
  1163.73        500.000                 NaN   4.86458                 NaN   7.12308        1.38615        1.46338                 NaN   43.6061                 NaN   41.5567     
  1162.69        500.000                 NaN   4.86695                 NaN   7.12499        1.39032        1.45934                 NaN   43.6041                 NaN   41.5543     
  1161.65        500.000                 NaN   4.85439                 NaN   7.13197        1.40532        1.45178                 NaN   43.6052                 NaN   41.5514     
  1160.62        500.000                 NaN   4.83701                 NaN   7.12171        1.38245        1.47791                 NaN   43.6043                 NaN   41.5766     
  1159.58        500.000                 NaN   4.85422                 NaN   7.12715        1.39062        1.46483                 NaN   43.5976                 NaN   41.5655     
  1158.54        500.000                 NaN   4.83423                 NaN   7.13332        1.41782        1.45709                 NaN   43.5878                 NaN   41.5697     
  1157.51        500.000                 NaN   4.83337                 NaN   7.13245        1.43842        1.44111                 NaN   43.5984                 NaN   41.5562     
  1156.47        500.000                 NaN   4.82836                 NaN   7.13373        1.44343        1.43991                 NaN   43.5966                 NaN   41.5580     
  1155.44        500.000                 NaN   4.83077                 NaN   7.13516        1.43930        1.44130                 NaN   43.5942                 NaN   41.5593     
  1154.40        500.000                 NaN   4.80869                 NaN   7.13574        1.44059        1.44973                 NaN   43.5948                 NaN   41.5704     
  1153.36        500.000                 NaN   4.81322                 NaN   7.13805        1.46664        1.43063                 NaN   43.5925                 NaN   41.5590     
  1152.33        500.000                 NaN   4.79701                 NaN   7.14093        1.45538        1.44500                 NaN   43.5898                 NaN   41.5719     
  1151.29        500.000                 NaN   4.80984                 NaN   7.14257        1.50451        1.40667                 NaN   43.5910                 NaN   41.5454     
  1150.25        500.000                 NaN   4.80575                 NaN   7.14347        1.50797        1.40621                 NaN   43.5891                 NaN   41.5475     
  1149.22        500.000                 NaN   4.77040                 NaN   7.14901        1.52780        1.40609                 NaN   43.5920                 NaN   41.5547     
  1148.18        500.000                 NaN   4.76643                 NaN   7.14646        1.50894        1.42077                 NaN   43.5905                 NaN   41.5669     
  1147.15        500.000                 NaN   4.77052                 NaN   7.14916        1.51560        1.41542                 NaN   43.5839                 NaN   41.5654     
  1146.11        500.000                 NaN   4.78470                 NaN   7.14908        1.52513        1.40168                 NaN   43.5888                 NaN   41.5506     
  1145.07        500.000                 NaN   4.75842                 NaN   7.15252        1.54760        1.39846                 NaN   43.5857                 NaN   41.5573     
  1144.04        500.000                 NaN   4.75116                 NaN   7.15428        1.55742        1.39469                 NaN   43.5848                 NaN   41.5577     
  1143.00        500.000                 NaN   4.74722                 NaN   7.15578        1.56501        1.39126                 NaN   43.5831                 NaN   41.5576     
  1141.96        500.000                 NaN   4.76235                 NaN   7.15631        1.56244        1.38705                 NaN   43.5770                 NaN   41.5548     
  1140.93        500.000                 NaN   4.64407                 NaN   7.26904        2.99165                 NaN            NaN   43.7027       0.459261        40.9333     
  1139.89        500.000                 NaN   4.63564                 NaN   7.26943        2.99683                 NaN            NaN   43.7021       0.459430        40.9365     
  1138.86        500.000                 NaN   4.62983                 NaN   7.26990        3.00042                 NaN            NaN   43.7010       0.459602        40.9392     
  1137.82        500.000                 NaN   4.60731                 NaN   7.26925        3.01395                 NaN            NaN   43.7035       0.460736        40.9453     
  1136.78        500.000                 NaN   4.60272                 NaN   7.26971        3.01685                 NaN            NaN   43.7022       0.460849        40.9476     
  1135.75        500.000                 NaN   4.59819                 NaN   7.27016        3.01972                 NaN            NaN   43.7010       0.460959        40.9500     
  1134.71        500.000                 NaN   4.59370                 NaN   7.27062        3.02257                 NaN            NaN   43.6997       0.461069        40.9523     
  1133.68        500.000                 NaN   4.60190                 NaN   7.27454        3.01825                 NaN            NaN   43.6924       0.460062        40.9528     
  1132.64        500.000                 NaN   4.58417                 NaN   7.27143        3.02863                 NaN            NaN   43.6974       0.461321        40.9570     
  1131.60        500.000                 NaN   4.58035                 NaN   7.27244        3.03011                 NaN            NaN   43.6968       0.461290        40.9590     
  1130.57        500.000                 NaN   4.59448                 NaN   7.27552        3.02234                 NaN            NaN   43.6904       0.460497        40.9568     
  1129.53        500.000                 NaN   4.57139                 NaN   7.27284        3.03679                 NaN            NaN   43.6935       0.461622        40.9638     
  1128.49        500.000                 NaN   4.56710                 NaN   7.27665        3.03773                 NaN            NaN   43.6927       0.461204        40.9646     
  1127.46        500.000                 NaN   4.56224                 NaN   7.27699        3.04081                 NaN            NaN   43.6916       0.461317        40.9670     
  1126.42        500.000                 NaN   4.56428                 NaN   7.27653        3.04102                 NaN            NaN   43.6873       0.461528        40.9693     
  1125.39        500.000                 NaN   4.56517                 NaN   7.27540        3.04071                 NaN            NaN   43.6865       0.461339        40.9709     
  1124.35        500.000                 NaN   4.57212                 NaN   7.27631        3.03711                 NaN            NaN   43.6832       0.460992        40.9703     
  1123.31        500.000                 NaN   4.54687                 NaN   7.27570        3.05252                 NaN            NaN   43.6854       0.462188        40.9773     
  1122.28        500.000                 NaN   4.53361                 NaN   7.27994        3.05884                 NaN            NaN   43.6843       0.462033        40.9813     
  1121.24        500.000                 NaN   4.53217                 NaN   7.27588        3.05878                 NaN            NaN   43.6889       0.462989        40.9812     
  1120.20        500.000                 NaN   4.39158                 NaN   7.26307        3.12683                 NaN            NaN   43.7426       0.470430        41.0055     
  1119.17        500.000                 NaN   4.53759                 NaN   7.28253        3.05699                 NaN            NaN   43.6751       0.462457        40.9854     
  1118.13        500.000                 NaN   4.52682                 NaN   7.28067        3.06417                 NaN            NaN   43.6765       0.462443        40.9894     
  1117.10        500.000                 NaN   4.54065                 NaN   7.27944        3.05698                 NaN            NaN   43.6744       0.461805        40.9867     
  1116.06        500.000                 NaN   4.51565                 NaN   7.28581        3.07167                 NaN            NaN   43.6715       0.461906        40.9935     
  1115.02        500.000                 NaN   4.51196                 NaN   7.28607        3.07399                 NaN            NaN   43.6703       0.462012        40.9956     
  1113.99        500.000                 NaN   4.51389                 NaN   7.28251        3.07307                 NaN            NaN   43.6714       0.462622        40.9966     
  1112.95        500.000                 NaN   4.51581                 NaN   7.28713        3.07648                 NaN            NaN   43.6578       0.461528        41.0013     
  1111.91        500.000                 NaN   4.50400                 NaN   7.28150        3.07881                 NaN            NaN   43.6714       0.463237        41.0010     
  1110.88        500.000                 NaN   4.49957                 NaN   7.28192        3.08153                 NaN            NaN   43.6703       0.463346        41.0033     
  1109.84        500.000                 NaN   4.49675                 NaN   7.28258        3.08347                 NaN            NaN   43.6685       0.463267        41.0055     
  1108.81        500.000                 NaN   4.49231                 NaN   7.28304        3.08621                 NaN            NaN   43.6673       0.463410        41.0078     
  1107.77        500.000                 NaN   4.48872                 NaN   7.28352        3.08855                 NaN            NaN   43.6658       0.463468        41.0099     
  1106.73        500.000                 NaN   4.48555                 NaN   7.28318        3.09072                 NaN            NaN   43.6649       0.463550        41.0121     
  1105.70        500.000                 NaN   4.48100                 NaN   7.28429        3.09354                 NaN            NaN   43.6632       0.463632        41.0143     
  1104.66        500.000                 NaN   4.47725                 NaN   7.28478        3.09601                 NaN            NaN   43.6617       0.463737        41.0166     
  1103.62        500.000                 NaN   4.47368                 NaN   7.28504        3.09824                 NaN            NaN   43.6606       0.463839        41.0186     
  1102.59        500.000                 NaN   4.46948                 NaN   7.28594        3.10080                 NaN            NaN   43.6592       0.463930        41.0207     
  1101.55        500.000                 NaN   4.46643                 NaN   7.28633        3.10291                 NaN            NaN   43.6574       0.464045        41.0228     
  1100.52        500.000                 NaN   4.46284                 NaN   7.28671        3.10544                 NaN            NaN   43.6557       0.464091        41.0252     
  1099.48        500.000                 NaN   4.45976                 NaN   7.28724        3.10752                 NaN            NaN   43.6540       0.464153        41.0273     
  1098.44        500.000                 NaN   4.45671                 NaN   7.28778        3.10960                 NaN            NaN   43.6524       0.464213        41.0293     
  1097.41        500.000                 NaN   4.45528                 NaN   7.28867        3.11056                 NaN            NaN   43.6503       0.464376        41.0308     
  1096.37        500.000                 NaN   4.45066                 NaN   7.28885        3.11371                 NaN            NaN   43.6490       0.464332        41.0335     
  1095.33        500.000                 NaN   4.44746                 NaN   7.28939        3.11585                 NaN            NaN   43.6474       0.464407        41.0355     
  1094.30        500.000                 NaN   4.44450                 NaN   7.28992        3.11788                 NaN            NaN   43.6456       0.464463        41.0376     
  1093.26        500.000                 NaN   4.44152                 NaN   7.29042        3.11990                 NaN            NaN   43.6440       0.464523        41.0396     
  1092.23        500.000                 NaN   4.43859                 NaN   7.29098        3.12192                 NaN            NaN   43.6422       0.464576        41.0417     
  1091.19        500.000                 NaN   4.43504                 NaN   7.29138        3.12402                 NaN            NaN   43.6414       0.464637        41.0435     
  1090.15        500.000                 NaN   4.43238                 NaN   7.29195        3.12589                 NaN            NaN   43.6396       0.464677        41.0455     
  1089.12        500.000                 NaN   4.42918                 NaN   7.29247        3.12802                 NaN            NaN   43.6380       0.464745        41.0476     
  1088.08        500.000                 NaN   4.42675                 NaN   7.29293        3.12975                 NaN            NaN   43.6364       0.464784        41.0494     
  1087.04        500.000                 NaN   4.42363                 NaN   7.29347        3.13185                 NaN            NaN   43.6347       0.464849        41.0515     
  1086.01        500.000                 NaN   4.42083                 NaN   7.29406        3.13379                 NaN            NaN   43.6329       0.464896        41.0536     
  1084.97        500.000                 NaN   4.41800                 NaN   7.29463        3.13574                 NaN            NaN   43.6311       0.464946        41.0556     
  1083.94        500.000                 NaN   4.41518                 NaN   7.29520        3.13769                 NaN            NaN   43.6293       0.464995        41.0576     
  1082.90        500.000                 NaN   4.41238                 NaN   7.29578        3.13962                 NaN            NaN   43.6275       0.465044        41.0597     
  1081.86        500.000                 NaN   4.40959                 NaN   7.29626        3.14153                 NaN            NaN   43.6259       0.465097        41.0616     
  1080.83        500.000                 NaN   4.40684                 NaN   7.29694        3.14346                 NaN            NaN   43.6239       0.465137        41.0637     
  1079.79        500.000                 NaN   4.40427                 NaN   7.29750        3.14527                 NaN            NaN   43.6222       0.465175        41.0656     
  1078.75        500.000                 NaN   4.40171                 NaN   7.29810        3.14709                 NaN            NaN   43.6203       0.465211        41.0676     
  1077.72        500.000                 NaN   4.39894                 NaN   7.29868        3.14900                 NaN            NaN   43.6185       0.465259        41.0696     
  1076.68        500.000                 NaN   4.39631                 NaN   7.29927        3.15085                 NaN            NaN   43.6166       0.465300        41.0716     
  1075.65        500.000                 NaN   4.39369                 NaN   7.29987        3.15269                 NaN            NaN   43.6148       0.465340        41.0736     
  1074.61        500.000                 NaN   4.39133                 NaN   7.30065        3.15427                 NaN            NaN   43.6131       0.465345        41.0753     
  1073.57        500.000                 NaN   4.38867                 NaN   7.30125        3.15616                 NaN            NaN   43.6111       0.465406        41.0774     
  1072.54        500.000                 NaN   4.38551                 NaN   7.30143        3.15833                 NaN            NaN   43.6098       0.465513        41.0795     
  1071.50        500.000                 NaN   4.38377                 NaN   7.30239        3.15969                 NaN            NaN   43.6073       0.465493        41.0813     
  1070.46        500.000                 NaN   4.38130                 NaN   7.30305        3.16146                 NaN            NaN   43.6053       0.465526        41.0833     
  1069.43        500.000                 NaN   4.37807                 NaN   7.30339        3.16370                 NaN            NaN   43.6038       0.465627        41.0855     
  1068.39        500.000                 NaN   4.37561                 NaN   7.30396        3.16547                 NaN            NaN   43.6019       0.465669        41.0874     
  1067.36        500.000                 NaN   4.37324                 NaN   7.30455        3.16717                 NaN            NaN   43.6000       0.465703        41.0894     
  1066.32        500.000                 NaN   4.37082                 NaN   7.30515        3.16891                 NaN            NaN   43.5980       0.465742        41.0913     
  1065.28        500.000                 NaN   4.36838                 NaN   7.30581        3.17068                 NaN            NaN   43.5960       0.465778        41.0933     
  1064.25        500.000                 NaN   4.36608                 NaN   7.30643        3.17234                 NaN            NaN   43.5941       0.465808        41.0952     
  1063.21        500.000                 NaN   4.36376                 NaN   7.30706        3.17403                 NaN            NaN   43.5921       0.465840        41.0972     
  1062.17        500.000                 NaN   4.36146                 NaN   7.30769        3.17572                 NaN            NaN   43.5901       0.465873        41.0991     
  1061.14        500.000                 NaN   4.35909                 NaN   7.30832        3.17743                 NaN            NaN   43.5881       0.465909        41.1011     
  1060.10        500.000                 NaN   4.35691                 NaN   7.30901        3.17906                 NaN            NaN   43.5861       0.465938        41.1030     
  1059.07        500.000                 NaN   4.35461                 NaN   7.30959        3.18073                 NaN            NaN   43.5841       0.465969        41.1050     
  1058.03        500.000                 NaN   4.35250                 NaN   7.31028        3.18232                 NaN            NaN   43.5820       0.465999        41.1069     
  1056.99        500.000                 NaN   4.35027                 NaN   7.31089        3.18394                 NaN            NaN   43.5801       0.466033        41.1088     
  1055.96        500.000                 NaN   4.34821                 NaN   7.31150        3.18552                 NaN            NaN   43.5780       0.466052        41.1107     
  1054.92        500.000                 NaN   4.34614                 NaN   7.31214        3.18708                 NaN            NaN   43.5760       0.466074        41.1126     
  1053.88        500.000                 NaN   4.34397                 NaN   7.31282        3.18870                 NaN            NaN   43.5739       0.466097        41.1146     
  1052.85        500.000                 NaN   4.34206                 NaN   7.31336        3.19013                 NaN            NaN   43.5720       0.466089        41.1164     
  1051.81        500.000                 NaN   4.33994                 NaN   7.31412        3.19177                 NaN            NaN   43.5697       0.466138        41.1183     
  1050.78        500.000                 NaN   4.33801                 NaN   7.31466        3.19318                 NaN            NaN   43.5679       0.466147        41.1201     
  1049.74        500.000                 NaN   4.33618                 NaN   7.31533        3.19466                 NaN            NaN   43.5657       0.466148        41.1220     
  1048.70        500.000                 NaN   4.33425                 NaN   7.31605        3.19616                 NaN            NaN   43.5635       0.466177        41.1239     
  1047.67        500.000                 NaN   4.33255                 NaN   7.31673        3.19754                 NaN            NaN   43.5613       0.466188        41.1257     
  1046.63        500.000                 NaN   4.33032                 NaN   7.31755        3.19928                 NaN            NaN   43.5588       0.466204        41.1278     
  1045.59        500.000                 NaN   4.32913                 NaN   7.31808        3.20033                 NaN            NaN   43.5568       0.466200        41.1294     
  1044.56        500.000                 NaN   4.33379                 NaN   7.31892        3.19905                 NaN            NaN   43.5528       0.465879        41.1295     
  1043.52        500.000                 NaN   4.32810                 NaN   7.32072        3.20290                 NaN            NaN   43.5490       0.466118        41.1331     
  1042.49        500.000                 NaN   4.32862                 NaN   7.32098        3.20285                 NaN            NaN   43.5473       0.466087        41.1342     
  1041.45        500.000                 NaN   4.32344                 NaN   7.32316        3.20642                 NaN            NaN   43.5443       0.465715        41.1370     
  1040.41        500.000                 NaN   4.32167                 NaN   7.32360        3.20775                 NaN            NaN   43.5425       0.465776        41.1387     
  1039.38        500.000                 NaN   4.31930                 NaN   7.32289        3.20955                 NaN            NaN   43.5412       0.466234        41.1408     
  1038.34        500.000                 NaN   4.31449                 NaN   7.32292        3.21130                 NaN            NaN   43.5419       0.466271        41.1431     
  1037.30        500.000                 NaN   4.31609                 NaN   7.32390        3.21122                 NaN            NaN   43.5383       0.466221        41.1443     
  1036.27        500.000                 NaN   4.31484                 NaN   7.32467        3.21240                 NaN            NaN   43.5358       0.466209        41.1461     
  1035.23        500.000                 NaN   4.31349                 NaN   7.32550        3.21364                 NaN            NaN   43.5333       0.466197        41.1479     
  1034.20        500.000                 NaN   4.31159                 NaN   7.32659        3.21612                 NaN            NaN   43.5294       0.466257        41.1501     
  1033.16        500.000                 NaN   4.30984                 NaN   7.32731        3.21752                 NaN            NaN   43.5271       0.466269        41.1520     
  1032.12        500.000                 NaN   4.30811                 NaN   7.32804        3.21891                 NaN            NaN   43.5248       0.466279        41.1538     
  1031.09        500.000                 NaN   4.30181                 NaN   7.32794        3.22132                 NaN            NaN   43.5263       0.466392        41.1562     
  1030.05        500.000                 NaN   4.30014                 NaN   7.32868        3.22269                 NaN            NaN   43.5240       0.466402        41.1581     
  1029.01        500.000                 NaN   4.29848                 NaN   7.32942        3.22406                 NaN            NaN   43.5217       0.466410        41.1599     
  1027.98        500.000                 NaN   4.29686                 NaN   7.33016        3.22541                 NaN            NaN   43.5194       0.466418        41.1618     
  1026.94        500.000                 NaN   4.29524                 NaN   7.33091        3.22676                 NaN            NaN   43.5170       0.466425        41.1636     
  1025.91        500.000                 NaN   4.29368                 NaN   7.33166        3.22808                 NaN            NaN   43.5146       0.466430        41.1655     
  1024.87        500.000                 NaN   4.29609                 NaN   7.33268        3.22721                 NaN            NaN   43.5113       0.466302        41.1665     
  1023.83        500.000                 NaN   4.29494                 NaN   7.33402        3.22976                 NaN            NaN   43.5062       0.466345        41.1687     
  1022.80        500.000                 NaN   4.29338                 NaN   7.33464        3.23108                 NaN            NaN   43.5039       0.466349        41.1706     
  1021.76        500.000                 NaN   4.29182                 NaN   7.33555        3.23239                 NaN            NaN   43.5014       0.466356        41.1724     
  1020.72        500.000                 NaN   4.29038                 NaN   7.33621        3.23366                 NaN            NaN   43.4991       0.466353        41.1743     
  1019.69        500.000                 NaN   4.28867                 NaN   7.33705        3.23500                 NaN            NaN   43.4968       0.466366        41.1761     
  1018.65        500.000                 NaN   4.28718                 NaN   7.33779        3.23628                 NaN            NaN   43.4944       0.466373        41.1780     
  1017.62        500.000                 NaN   4.28564                 NaN   7.33850        3.23761                 NaN            NaN   43.4920       0.466362        41.1799     
  1016.58        500.000                 NaN   4.28431                 NaN   7.33928        3.23885                 NaN            NaN   43.4896       0.466334        41.1817     
  1015.54        500.000                 NaN   4.28291                 NaN   7.34009        3.24009                 NaN            NaN   43.4871       0.466329        41.1835     
  1014.51        500.000                 NaN   4.28142                 NaN   7.34085        3.24132                 NaN            NaN   43.4847       0.466364        41.1854     
  1013.47        500.000                 NaN   4.28004                 NaN   7.34167        3.24251                 NaN            NaN   43.4822       0.466360        41.1872     
  1012.43        500.000                 NaN   4.27842                 NaN   7.34241        3.24381                 NaN            NaN   43.4800       0.466377        41.1890     
  1011.40        500.000                 NaN   4.27700                 NaN   7.34327        3.24506                 NaN            NaN   43.4775       0.466379        41.1908     
  1010.36        500.000                 NaN   4.27569                 NaN   7.34405        3.24626                 NaN            NaN   43.4750       0.466376        41.1927     
  1009.33        500.000                 NaN   4.27424                 NaN   7.34486        3.24750                 NaN            NaN   43.4725       0.466377        41.1945     
  1008.29        500.000                 NaN   4.27306                 NaN   7.34544        3.24860                 NaN            NaN   43.4703       0.466368        41.1962     
  1007.25        500.000                 NaN   4.26916                 NaN   7.34567        3.25006                 NaN            NaN   43.4706       0.466475        41.1981     
  1006.22        500.000                 NaN   4.26782                 NaN   7.34593        3.25124                 NaN            NaN   43.4687       0.466465        41.1999     
  1005.18        500.000                 NaN   4.26637                 NaN   7.34760        3.25268                 NaN            NaN   43.4649       0.466478        41.2020     
  1004.14        500.000                 NaN   4.26474                 NaN   7.34819        3.25418                 NaN            NaN   43.4626       0.466464        41.2039     
  1003.11        500.000                 NaN   4.26392                 NaN   7.34866        3.25507                 NaN            NaN   43.4602       0.466447        41.2057     
  1002.07        500.000                 NaN   4.26270                 NaN   7.34950        3.25624                 NaN            NaN   43.4576       0.466440        41.2075     
  1001.04        500.000                 NaN   4.26234                 NaN   7.35068        3.25690                 NaN            NaN   43.4549       0.466349        41.2089     
  1000.00        500.000                 NaN   4.26241                 NaN   7.35124        3.25838                 NaN            NaN   43.4501       0.466278        41.2116     
