|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/EETA/EETA_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1174.09        500.000                 NaN   6.54318                 NaN   7.32902        2.08730        2.70308                 NaN   41.3875                 NaN   39.9499     
  1173.05        500.000                 NaN   6.54421                 NaN   7.32590        2.06790        2.71984                 NaN   41.3849                 NaN   39.9572     
  1172.02        500.000                 NaN   6.53125                 NaN   7.33172        2.10847        2.69289                 NaN   41.3870                 NaN   39.9487     
  1170.98        500.000                 NaN   6.47803                 NaN   7.33216        2.10262        2.73169                 NaN   41.3776                 NaN   39.9779     
  1169.94        500.000                 NaN   6.46523                 NaN   7.33615        2.16109        2.69283                 NaN   41.3787                 NaN   39.9660     
  1168.91        500.000                 NaN   6.46778                 NaN   7.33839        2.18203        2.67484                 NaN   41.3780                 NaN   39.9590     
  1167.87        500.000                 NaN   6.44794                 NaN   7.33928        2.18733        2.68198                 NaN   41.3775                 NaN   39.9660     
  1166.83        500.000                 NaN   6.43303                 NaN   7.34132        2.20449        2.67558                 NaN   41.3798                 NaN   39.9657     
  1165.80        500.000                 NaN   6.43072                 NaN   7.34267        2.21737        2.66809                 NaN   41.3763                 NaN   39.9648     
  1164.76        500.000                 NaN   6.42316                 NaN   7.34437        2.23200        2.66088                 NaN   41.3757                 NaN   39.9639     
  1163.73        500.000                 NaN   6.41573                 NaN   7.34610        2.24694        2.65335                 NaN   41.3750                 NaN   39.9629     
  1162.69        500.000                 NaN   6.41946                 NaN   7.34809        2.25323        2.64595                 NaN   41.3735                 NaN   39.9598     
  1161.65        500.000                 NaN   6.40231                 NaN   7.35539        2.27763        2.63259                 NaN   41.3754                 NaN   39.9567     
  1160.62        500.000                 NaN   6.37595                 NaN   7.34503        2.24064        2.68093                 NaN   41.3762                 NaN   39.9813     
  1159.58        500.000                 NaN   6.40058                 NaN   7.35049        2.25389        2.65668                 NaN   41.3693                 NaN   39.9690     
  1158.54        500.000                 NaN   6.37017                 NaN   7.35689        2.29772        2.64235                 NaN   41.3605                 NaN   39.9723     
  1157.51        500.000                 NaN   6.37036                 NaN   7.35599        2.33197        2.61230                 NaN   41.3709                 NaN   39.9585     
  1156.47        500.000                 NaN   6.36304                 NaN   7.35736        2.34007        2.61019                 NaN   41.3697                 NaN   39.9596     
  1155.44        500.000                 NaN   6.36684                 NaN   7.35888        2.33301        2.61304                 NaN   41.3680                 NaN   39.9603     
  1154.40        500.000                 NaN   6.33462                 NaN   7.35971        2.33493        2.62895                 NaN   41.3703                 NaN   39.9715     
  1153.36        500.000                 NaN   6.34095                 NaN   7.36194        2.37786        2.59313                 NaN   41.3674                 NaN   39.9587     
  1152.33        500.000                 NaN   6.31701                 NaN   7.36516        2.35933        2.62018                 NaN   41.3667                 NaN   39.9716     
  1151.29        500.000                 NaN   6.33632                 NaN   7.36654        2.43896        2.54816                 NaN   41.3663                 NaN   39.9437     
  1150.25        500.000                 NaN   6.33023                 NaN   7.36752        2.44462        2.54740                 NaN   41.3651                 NaN   39.9451     
  1149.22        500.000                 NaN   6.27964                 NaN   7.37346        2.47752        2.54756                 NaN   41.3695                 NaN   39.9524     
  1148.18        500.000                 NaN   6.27405                 NaN   7.37095        2.44700        2.57510                 NaN   41.3689                 NaN   39.9640     
  1147.15        500.000                 NaN   6.27891                 NaN   7.37370        2.45784        2.56527                 NaN   41.3628                 NaN   39.9615     
  1146.11        500.000                 NaN   6.29865                 NaN   7.37367        2.47336        2.53953                 NaN   41.3682                 NaN   39.9466     
  1145.07        500.000                 NaN   6.26038                 NaN   7.37730        2.50986        2.53363                 NaN   41.3661                 NaN   39.9527     
  1144.04        500.000                 NaN   6.24998                 NaN   7.37918        2.52585        2.52670                 NaN   41.3658                 NaN   39.9525     
  1143.00        500.000                 NaN   6.24414                 NaN   7.38075        2.53821        2.52039                 NaN   41.3647                 NaN   39.9518     
  1141.96        500.000                 NaN   6.26652                 NaN   7.38115        2.53387        2.51270                 NaN   41.3583                 NaN   39.9475     
  1140.93        500.000                 NaN   6.10441                 NaN   7.48991        4.84722                 NaN            NaN   41.4363       0.812486        39.3097     
  1139.89        500.000                 NaN   6.09224                 NaN   7.49038        4.85582                 NaN            NaN   41.4364       0.812802        39.3123     
  1138.86        500.000                 NaN   6.08390                 NaN   7.49091        4.86166                 NaN            NaN   41.4360       0.813125        39.3144     
  1137.82        500.000                 NaN   6.04910                 NaN   7.49054        4.88387                 NaN            NaN   41.4404       0.815174        39.3209     
  1136.78        500.000                 NaN   6.04242                 NaN   7.49106        4.88868                 NaN            NaN   41.4398       0.815389        39.3226     
  1135.75        500.000                 NaN   6.03581                 NaN   7.49158        4.89344                 NaN            NaN   41.4392       0.815602        39.3243     
  1134.71        500.000                 NaN   6.02927                 NaN   7.49210        4.89817                 NaN            NaN   41.4387       0.815811        39.3260     
  1133.68        500.000                 NaN   6.04263                 NaN   7.49602        4.89117                 NaN            NaN   41.4312       0.814027        39.3250     
  1132.64        500.000                 NaN   6.01509                 NaN   7.49306        4.90832                 NaN            NaN   41.4378       0.816293        39.3295     
  1131.60        500.000                 NaN   6.01140                 NaN   7.49406        4.91069                 NaN            NaN   41.4372       0.816246        39.3304     
  1130.57        500.000                 NaN   6.03231                 NaN   7.49713        4.89811                 NaN            NaN   41.4307       0.814841        39.3269     
  1129.53        500.000                 NaN   5.99641                 NaN   7.49466        4.92189                 NaN            NaN   41.4358       0.816875        39.3343     
  1128.49        500.000                 NaN   5.99339                 NaN   7.49851        4.92339                 NaN            NaN   41.4347       0.816137        39.3338     
  1127.46        500.000                 NaN   5.98627                 NaN   7.49891        4.92850                 NaN            NaN   41.4343       0.816354        39.3356     
  1126.42        500.000                 NaN   5.98790                 NaN   7.49847        4.92891                 NaN            NaN   41.4308       0.816742        39.3372     
  1125.39        500.000                 NaN   5.98998                 NaN   7.49728        4.92847                 NaN            NaN   41.4301       0.816416        39.3377     
  1124.35        500.000                 NaN   5.99950                 NaN   7.49822        4.92281                 NaN            NaN   41.4273       0.815814        39.3363     
  1123.31        500.000                 NaN   5.96052                 NaN   7.49791        4.94807                 NaN            NaN   41.4316       0.817976        39.3439     
  1122.28        500.000                 NaN   5.94478                 NaN   7.50222        4.95827                 NaN            NaN   41.4304       0.817705        39.3466     
  1121.24        500.000                 NaN   5.94303                 NaN   7.49807        4.95828                 NaN            NaN   41.4353       0.819412        39.3459     
  1120.20        500.000                 NaN   5.74703                 NaN   7.48586        5.06857                 NaN            NaN   41.4923       0.832702        39.3735     
  1119.17        500.000                 NaN   5.94965                 NaN   7.50496        4.95557                 NaN            NaN   41.4229       0.818496        39.3484     
  1118.13        500.000                 NaN   5.93470                 NaN   7.50308        4.96731                 NaN            NaN   41.4248       0.818487        39.3516     
  1117.10        500.000                 NaN   5.95356                 NaN   7.50182        4.95582                 NaN            NaN   41.4232       0.817369        39.3482     
  1116.06        500.000                 NaN   5.91685                 NaN   7.50860        4.97979                 NaN            NaN   41.4220       0.817583        39.3551     
  1115.02        500.000                 NaN   5.91147                 NaN   7.50892        4.98367                 NaN            NaN   41.4215       0.817787        39.3566     
  1113.99        500.000                 NaN   5.91403                 NaN   7.50525        4.98236                 NaN            NaN   41.4228       0.818878        39.3567     
  1112.95        500.000                 NaN   5.91371                 NaN   7.51007        4.98793                 NaN            NaN   41.4106       0.816959        39.3607     
  1111.91        500.000                 NaN   5.90011                 NaN   7.50430        4.99187                 NaN            NaN   41.4239       0.819998        39.3598     
  1110.88        500.000                 NaN   5.89369                 NaN   7.50478        4.99639                 NaN            NaN   41.4235       0.820207        39.3614     
  1109.84        500.000                 NaN   5.88950                 NaN   7.50551        4.99958                 NaN            NaN   41.4224       0.820085        39.3629     
  1108.81        500.000                 NaN   5.88297                 NaN   7.50604        5.00414                 NaN            NaN   41.4219       0.820354        39.3646     
  1107.77        500.000                 NaN   5.87774                 NaN   7.50659        5.00806                 NaN            NaN   41.4210       0.820473        39.3661     
  1106.73        500.000                 NaN   5.87308                 NaN   7.50627        5.01169                 NaN            NaN   41.4207       0.820633        39.3676     
  1105.70        500.000                 NaN   5.86641                 NaN   7.50748        5.01638                 NaN            NaN   41.4198       0.820796        39.3692     
  1104.66        500.000                 NaN   5.86084                 NaN   7.50803        5.02049                 NaN            NaN   41.4189       0.820998        39.3708     
  1103.62        500.000                 NaN   5.85563                 NaN   7.50835        5.02423                 NaN            NaN   41.4184       0.821195        39.3722     
  1102.59        500.000                 NaN   5.84942                 NaN   7.50934        5.02851                 NaN            NaN   41.4177       0.821374        39.3736     
  1101.55        500.000                 NaN   5.84483                 NaN   7.50978        5.03204                 NaN            NaN   41.4166       0.821592        39.3751     
  1100.52        500.000                 NaN   5.83967                 NaN   7.51019        5.03624                 NaN            NaN   41.4155       0.821689        39.3767     
  1099.48        500.000                 NaN   5.83506                 NaN   7.51080        5.03974                 NaN            NaN   41.4145       0.821814        39.3781     
  1098.44        500.000                 NaN   5.83047                 NaN   7.51140        5.04321                 NaN            NaN   41.4134       0.821937        39.3796     
  1097.41        500.000                 NaN   5.82794                 NaN   7.51237        5.04493                 NaN            NaN   41.4121       0.822241        39.3805     
  1096.37        500.000                 NaN   5.82139                 NaN   7.51259        5.05012                 NaN            NaN   41.4114       0.822178        39.3824     
  1095.33        500.000                 NaN   5.81658                 NaN   7.51319        5.05371                 NaN            NaN   41.4104       0.822328        39.3838     
  1094.30        500.000                 NaN   5.81213                 NaN   7.51379        5.05710                 NaN            NaN   41.4094       0.822443        39.3852     
  1093.26        500.000                 NaN   5.80759                 NaN   7.51435        5.06055                 NaN            NaN   41.4084       0.822565        39.3865     
  1092.23        500.000                 NaN   5.80323                 NaN   7.51497        5.06390                 NaN            NaN   41.4073       0.822675        39.3880     
  1091.19        500.000                 NaN   5.79798                 NaN   7.51544        5.06742                 NaN            NaN   41.4072       0.822802        39.3892     
  1090.15        500.000                 NaN   5.79394                 NaN   7.51608        5.07058                 NaN            NaN   41.4060       0.822889        39.3905     
  1089.12        500.000                 NaN   5.78917                 NaN   7.51666        5.07415                 NaN            NaN   41.4050       0.823025        39.3920     
  1088.08        500.000                 NaN   5.78546                 NaN   7.51717        5.07706                 NaN            NaN   41.4040       0.823109        39.3932     
  1087.04        500.000                 NaN   5.78078                 NaN   7.51778        5.08058                 NaN            NaN   41.4030       0.823240        39.3946     
  1086.01        500.000                 NaN   5.77655                 NaN   7.51843        5.08385                 NaN            NaN   41.4019       0.823340        39.3960     
  1084.97        500.000                 NaN   5.77227                 NaN   7.51907        5.08713                 NaN            NaN   41.4007       0.823443        39.3973     
  1083.94        500.000                 NaN   5.76801                 NaN   7.51970        5.09040                 NaN            NaN   41.3996       0.823547        39.3987     
  1082.90        500.000                 NaN   5.76377                 NaN   7.52034        5.09366                 NaN            NaN   41.3985       0.823649        39.4001     
  1081.86        500.000                 NaN   5.75957                 NaN   7.52088        5.09687                 NaN            NaN   41.3975       0.823759        39.4014     
  1080.83        500.000                 NaN   5.75538                 NaN   7.52163        5.10012                 NaN            NaN   41.3962       0.823847        39.4028     
  1079.79        500.000                 NaN   5.75142                 NaN   7.52226        5.10320                 NaN            NaN   41.3951       0.823929        39.4041     
  1078.75        500.000                 NaN   5.74751                 NaN   7.52292        5.10626                 NaN            NaN   41.3939       0.824010        39.4054     
  1077.72        500.000                 NaN   5.74332                 NaN   7.52356        5.10948                 NaN            NaN   41.3928       0.824111        39.4068     
  1076.68        500.000                 NaN   5.73932                 NaN   7.52422        5.11259                 NaN            NaN   41.3916       0.824199        39.4081     
  1075.65        500.000                 NaN   5.73533                 NaN   7.52487        5.11569                 NaN            NaN   41.3904       0.824285        39.4094     
  1074.61        500.000                 NaN   5.73173                 NaN   7.52573        5.11838                 NaN            NaN   41.3894       0.824311        39.4105     
  1073.57        500.000                 NaN   5.72766                 NaN   7.52639        5.12156                 NaN            NaN   41.3881       0.824435        39.4119     
  1072.54        500.000                 NaN   5.72292                 NaN   7.52662        5.12519                 NaN            NaN   41.3873       0.824639        39.4133     
  1071.50        500.000                 NaN   5.72020                 NaN   7.52765        5.12749                 NaN            NaN   41.3855       0.824619        39.4145     
  1070.46        500.000                 NaN   5.71640                 NaN   7.52837        5.13047                 NaN            NaN   41.3842       0.824693        39.4158     
  1069.43        500.000                 NaN   5.71148                 NaN   7.52877        5.13422                 NaN            NaN   41.3833       0.824889        39.4173     
  1068.39        500.000                 NaN   5.70770                 NaN   7.52940        5.13719                 NaN            NaN   41.3821       0.824978        39.4186     
  1067.36        500.000                 NaN   5.70408                 NaN   7.53005        5.14006                 NaN            NaN   41.3808       0.825054        39.4199     
  1066.32        500.000                 NaN   5.70036                 NaN   7.53072        5.14299                 NaN            NaN   41.3796       0.825139        39.4212     
  1065.28        500.000                 NaN   5.69659                 NaN   7.53144        5.14597                 NaN            NaN   41.3782       0.825219        39.4225     
  1064.25        500.000                 NaN   5.69306                 NaN   7.53213        5.14878                 NaN            NaN   41.3769       0.825287        39.4238     
  1063.21        500.000                 NaN   5.68947                 NaN   7.53282        5.15163                 NaN            NaN   41.3756       0.825361        39.4251     
  1062.17        500.000                 NaN   5.68590                 NaN   7.53351        5.15448                 NaN            NaN   41.3743       0.825435        39.4264     
  1061.14        500.000                 NaN   5.68225                 NaN   7.53420        5.15736                 NaN            NaN   41.3730       0.825514        39.4277     
  1060.10        500.000                 NaN   5.67885                 NaN   7.53496        5.16011                 NaN            NaN   41.3716       0.825581        39.4289     
  1059.07        500.000                 NaN   5.67529                 NaN   7.53560        5.16294                 NaN            NaN   41.3703       0.825652        39.4302     
  1058.03        500.000                 NaN   5.67197                 NaN   7.53635        5.16564                 NaN            NaN   41.3688       0.825720        39.4315     
  1056.99        500.000                 NaN   5.66853                 NaN   7.53703        5.16838                 NaN            NaN   41.3675       0.825796        39.4327     
  1055.96        500.000                 NaN   5.66528                 NaN   7.53770        5.17104                 NaN            NaN   41.3661       0.825846        39.4340     
  1054.92        500.000                 NaN   5.66203                 NaN   7.53840        5.17369                 NaN            NaN   41.3648       0.825901        39.4352     
  1053.88        500.000                 NaN   5.65863                 NaN   7.53914        5.17644                 NaN            NaN   41.3633       0.825958        39.4365     
  1052.85        500.000                 NaN   5.65568                 NaN   7.53974        5.17896                 NaN            NaN   41.3621       0.825956        39.4376     
  1051.81        500.000                 NaN   5.65226                 NaN   7.54057        5.18166                 NaN            NaN   41.3605       0.826061        39.4390     
  1050.78        500.000                 NaN   5.64928                 NaN   7.54116        5.18416                 NaN            NaN   41.3592       0.826092        39.4401     
  1049.74        500.000                 NaN   5.64633                 NaN   7.54190        5.18667                 NaN            NaN   41.3577       0.826109        39.4413     
  1048.70        500.000                 NaN   5.64318                 NaN   7.54268        5.18923                 NaN            NaN   41.3562       0.826176        39.4425     
  1047.67        500.000                 NaN   5.64042                 NaN   7.54343        5.19157                 NaN            NaN   41.3547       0.826211        39.4437     
  1046.63        500.000                 NaN   5.63687                 NaN   7.54432        5.19453                 NaN            NaN   41.3529       0.826256        39.4451     
  1045.59        500.000                 NaN   5.63486                 NaN   7.54490        5.19633                 NaN            NaN   41.3516       0.826263        39.4461     
  1044.56        500.000                 NaN   5.63983                 NaN   7.54585        5.19430                 NaN            NaN   41.3486       0.825713        39.4458     
  1043.52        500.000                 NaN   5.63051                 NaN   7.54779        5.20078                 NaN            NaN   41.3458       0.826158        39.4489     
  1042.49        500.000                 NaN   5.63131                 NaN   7.54808        5.20076                 NaN            NaN   41.3446       0.826116        39.4492     
  1041.45        500.000                 NaN   5.62354                 NaN   7.55039        5.20675                 NaN            NaN   41.3425       0.825474        39.4514     
  1040.41        500.000                 NaN   5.62072                 NaN   7.55088        5.20902                 NaN            NaN   41.3413       0.825599        39.4525     
  1039.38        500.000                 NaN   5.61682                 NaN   7.55019        5.21203                 NaN            NaN   41.3406       0.826426        39.4539     
  1038.34        500.000                 NaN   5.61246                 NaN   7.55015        5.21494                 NaN            NaN   41.3410       0.826494        39.4549     
  1037.30        500.000                 NaN   5.61346                 NaN   7.55123        5.21495                 NaN            NaN   41.3384       0.826424        39.4556     
  1036.27        500.000                 NaN   5.61131                 NaN   7.55206        5.21697                 NaN            NaN   41.3365       0.826417        39.4567     
  1035.23        500.000                 NaN   5.60899                 NaN   7.55296        5.21910                 NaN            NaN   41.3347       0.826412        39.4579     
  1034.20        500.000                 NaN   5.60402                 NaN   7.55421        5.22330                 NaN            NaN   41.3321       0.826543        39.4599     
  1033.16        500.000                 NaN   5.60119                 NaN   7.55499        5.22569                 NaN            NaN   41.3305       0.826579        39.4611     
  1032.12        500.000                 NaN   5.59839                 NaN   7.55579        5.22807                 NaN            NaN   41.3289       0.826613        39.4623     
  1031.09        500.000                 NaN   5.59203                 NaN   7.55562        5.23202                 NaN            NaN   41.3301       0.826817        39.4634     
  1030.05        500.000                 NaN   5.58929                 NaN   7.55642        5.23436                 NaN            NaN   41.3285       0.826849        39.4646     
  1029.01        500.000                 NaN   5.58656                 NaN   7.55723        5.23670                 NaN            NaN   41.3268       0.826880        39.4658     
  1027.98        500.000                 NaN   5.58388                 NaN   7.55804        5.23901                 NaN            NaN   41.3252       0.826909        39.4670     
  1026.94        500.000                 NaN   5.58120                 NaN   7.55885        5.24131                 NaN            NaN   41.3235       0.826937        39.4682     
  1025.91        500.000                 NaN   5.57860                 NaN   7.55967        5.24358                 NaN            NaN   41.3218       0.826962        39.4694     
  1024.87        500.000                 NaN   5.58157                 NaN   7.56074        5.24227                 NaN            NaN   41.3190       0.826747        39.4696     
  1023.83        500.000                 NaN   5.57679                 NaN   7.56228        5.24661                 NaN            NaN   41.3156       0.826853        39.4719     
  1022.80        500.000                 NaN   5.57424                 NaN   7.56296        5.24887                 NaN            NaN   41.3140       0.826874        39.4731     
  1021.76        500.000                 NaN   5.57162                 NaN   7.56395        5.25111                 NaN            NaN   41.3122       0.826903        39.4743     
  1020.72        500.000                 NaN   5.56921                 NaN   7.56466        5.25330                 NaN            NaN   41.3104       0.826913        39.4755     
  1019.69        500.000                 NaN   5.56644                 NaN   7.56557        5.25559                 NaN            NaN   41.3088       0.826952        39.4766     
  1018.65        500.000                 NaN   5.56395                 NaN   7.56637        5.25779                 NaN            NaN   41.3071       0.826979        39.4778     
  1017.62        500.000                 NaN   5.56140                 NaN   7.56715        5.26006                 NaN            NaN   41.3054       0.826975        39.4790     
  1016.58        500.000                 NaN   5.55913                 NaN   7.56799        5.26218                 NaN            NaN   41.3036       0.826940        39.4802     
  1015.54        500.000                 NaN   5.55672                 NaN   7.56887        5.26431                 NaN            NaN   41.3018       0.826947        39.4813     
  1014.51        500.000                 NaN   5.55426                 NaN   7.56969        5.26644                 NaN            NaN   41.3001       0.827024        39.4825     
  1013.47        500.000                 NaN   5.55194                 NaN   7.57058        5.26848                 NaN            NaN   41.2983       0.827032        39.4837     
  1012.43        500.000                 NaN   5.54928                 NaN   7.57138        5.27072                 NaN            NaN   41.2967       0.827078        39.4849     
  1011.40        500.000                 NaN   5.54687                 NaN   7.57231        5.27286                 NaN            NaN   41.2948       0.827097        39.4860     
  1010.36        500.000                 NaN   5.54462                 NaN   7.57316        5.27492                 NaN            NaN   41.2930       0.827106        39.4872     
  1009.33        500.000                 NaN   5.54217                 NaN   7.57402        5.27705                 NaN            NaN   41.2913       0.827123        39.4884     
  1008.29        500.000                 NaN   5.54014                 NaN   7.57467        5.27895                 NaN            NaN   41.2897       0.827123        39.4894     
  1007.25        500.000                 NaN   5.53604                 NaN   7.57489        5.28141                 NaN            NaN   41.2901       0.827321        39.4903     
  1006.22        500.000                 NaN   5.53381                 NaN   7.57519        5.28344                 NaN            NaN   41.2888       0.827319        39.4915     
  1005.18        500.000                 NaN   5.53112                 NaN   7.57696        5.28587                 NaN            NaN   41.2858       0.827356        39.4929     
  1004.14        500.000                 NaN   5.52842                 NaN   7.57761        5.28839                 NaN            NaN   41.2841       0.827347        39.4941     
  1003.11        500.000                 NaN   5.52682                 NaN   7.57813        5.28998                 NaN            NaN   41.2824       0.827333        39.4953     
  1002.07        500.000                 NaN   5.52465                 NaN   7.57904        5.29201                 NaN            NaN   41.2805       0.827335        39.4965     
  1001.04        500.000                 NaN   5.52378                 NaN   7.58029        5.29317                 NaN            NaN   41.2784       0.827189        39.4971     
  1000.00        500.000                 NaN   5.52288                 NaN   7.58089        5.29568                 NaN            NaN   41.2744       0.827077        39.4991     
