|6.6.6
Archiving\03_Data\eqfracLP/QFM/EETA/EETA_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         O(HP)          San(TH)        ilm            q              hed           
  1186.52        500.000        43.1894        3.29463                 NaN   4.05784        2.24777                 NaN            NaN   24.2272       0.811048E-001   22.9020                 NaN
  1185.49        500.000                 NaN   5.67453                 NaN   7.07412        3.83427                 NaN            NaN   42.6883       0.176198        40.5526                 NaN
  1184.45        500.000                 NaN   5.67625                 NaN   7.05442        3.82590                 NaN            NaN   42.7211       0.180282        40.5420                 NaN
  1183.41        500.000                 NaN   5.67632                 NaN   7.05522        3.82048                 NaN            NaN   42.7197       0.185999        40.5423                 NaN
  1182.38        500.000                 NaN   5.66750                 NaN   7.07873        3.82304                 NaN            NaN   42.6807       0.192540        40.5575                 NaN
  1181.34        500.000                 NaN   5.66788                 NaN   7.05595        3.81458                 NaN            NaN   42.7195       0.196799        40.5453                 NaN
  1180.31        500.000                 NaN   5.67159                 NaN   7.07044        3.79604                 NaN            NaN   42.7010       0.213174        40.5477                 NaN
  1179.27        500.000                 NaN   5.67212                 NaN   7.05792        3.80129                 NaN            NaN   42.7155       0.208536        40.5446                 NaN
  1178.23        500.000                 NaN   5.67216                 NaN   7.05871        3.79586                 NaN            NaN   42.7141       0.214260        40.5449                 NaN
  1177.20        500.000                 NaN   5.67279                 NaN   7.05956        3.79011                 NaN            NaN   42.7125       0.219992        40.5450                 NaN
  1176.16        500.000                 NaN   5.68551                 NaN   7.06159        3.77736                 NaN            NaN   42.7072       0.226596        40.5417                 NaN
  1175.12        500.000                 NaN   5.67080                 NaN   7.06095        3.78052                 NaN            NaN   42.7103       0.231211        40.5462                 NaN
  1174.09        500.000                 NaN   5.66610                 NaN   7.08060        3.77301                 NaN            NaN   42.6854       0.241533        40.5533                 NaN
  1173.05        500.000                 NaN   5.66590                 NaN   7.08066        3.76776                 NaN            NaN   42.6853       0.247005        40.5533                 NaN
  1172.02        500.000                 NaN   5.66808                 NaN   7.07952        3.76020                 NaN            NaN   42.6837       0.254921        40.5536                 NaN
  1170.98        500.000                 NaN   5.66839                 NaN   7.07984        3.75434                 NaN            NaN   42.6833       0.260736        40.5533                 NaN
  1169.94        500.000                 NaN   5.66817                 NaN   7.08023        3.74904                 NaN            NaN   42.6828       0.266309        40.5535                 NaN
  1168.91        500.000                 NaN   5.66889                 NaN   7.07997        3.74352                 NaN            NaN   42.6818       0.272148        40.5537                 NaN
  1167.87        500.000                 NaN   5.66861                 NaN   7.08039        3.73763                 NaN            NaN   42.6812       0.278360        40.5538                 NaN
  1166.83        500.000                 NaN   5.66722                 NaN   7.08153        3.73296                 NaN            NaN   42.6809       0.283397        40.5540                 NaN
  1165.80        500.000                 NaN   5.66701                 NaN   7.08198        3.72759                 NaN            NaN   42.6801       0.289076        40.5542                 NaN
  1164.76        500.000                 NaN   5.66682                 NaN   7.08244        3.72221                 NaN            NaN   42.6794       0.294762        40.5544                 NaN
  1163.73        500.000                 NaN   5.61482                 NaN   7.11198        3.76805                 NaN            NaN   42.6402       0.278624        40.5863                 NaN
  1162.69        500.000                 NaN   5.66643                 NaN   7.08344        3.71146                 NaN            NaN   42.6777       0.306133        40.5548                 NaN
  1161.65        500.000                 NaN   5.66629                 NaN   7.08389        3.70610                 NaN            NaN   42.6768       0.311819        40.5551                 NaN
  1160.62        500.000                 NaN   5.66602                 NaN   7.08454        3.70066                 NaN            NaN   42.6759       0.317569        40.5553                 NaN
  1159.58        500.000                 NaN   5.66573                 NaN   7.08515        3.69544                 NaN            NaN   42.6749       0.323160        40.5556                 NaN
  1158.54        500.000                 NaN   5.66543                 NaN   7.08580        3.69021                 NaN            NaN   42.6738       0.328774        40.5560                 NaN
  1157.51        500.000                 NaN   5.66512                 NaN   7.08650        3.68500                 NaN            NaN   42.6727       0.334390        40.5563                 NaN
  1156.47        500.000                 NaN   5.66478                 NaN   7.08726        3.67981                 NaN            NaN   42.6714       0.339995        40.5568                 NaN
  1155.44        500.000                 NaN   5.66444                 NaN   7.08808        3.67464                 NaN            NaN   42.6700       0.345607        40.5572                 NaN
  1154.40        500.000                 NaN   5.66407                 NaN   7.08897        3.66948                 NaN            NaN   42.6685       0.351223        40.5577                 NaN
  1153.36        500.000                 NaN   5.66369                 NaN   7.08996        3.66434                 NaN            NaN   42.6668       0.356852        40.5583                 NaN
  1152.33        500.000                 NaN   5.66259                 NaN   7.09051        3.65998                 NaN            NaN   42.6658       0.362083        40.5590                 NaN
  1151.29        500.000                 NaN   5.66134                 NaN   7.09096        3.65580                 NaN            NaN   42.6650       0.367227        40.5597                 NaN
  1150.25        500.000                 NaN   5.66004                 NaN   7.09140        3.65167                 NaN            NaN   42.6642       0.372336        40.5603                 NaN
  1149.22        500.000                 NaN   5.65871                 NaN   7.09183        3.64759                 NaN            NaN   42.6634       0.377419        40.5610                 NaN
  1148.18        500.000                 NaN   5.65737                 NaN   7.09226        3.64352                 NaN            NaN   42.6627       0.382488        40.5617                 NaN
  1147.15        500.000                 NaN   5.65600                 NaN   7.09268        3.63949                 NaN            NaN   42.6619       0.387538        40.5624                 NaN
  1146.11        500.000                 NaN   5.65461                 NaN   7.09311        3.63548                 NaN            NaN   42.6611       0.392572        40.5631                 NaN
  1145.07        500.000                 NaN   5.65320                 NaN   7.09352        3.63150                 NaN            NaN   42.6604       0.397585        40.5638                 NaN
  1144.04        500.000                 NaN   5.65176                 NaN   7.09394        3.62756                 NaN            NaN   42.6597       0.402580        40.5645                 NaN
  1143.00        500.000                 NaN   5.65030                 NaN   7.09434        3.62364                 NaN            NaN   42.6589       0.407557        40.5652                 NaN
  1141.96        500.000                 NaN   5.64881                 NaN   7.09475        3.61975                 NaN            NaN   42.6582       0.412514        40.5660                 NaN
  1140.93        500.000                 NaN   5.64730                 NaN   7.09515        3.61590                 NaN            NaN   42.6575       0.417451        40.5667                 NaN
  1139.89        500.000                 NaN   5.64577                 NaN   7.09554        3.61208                 NaN            NaN   42.6568       0.422368        40.5674                 NaN
  1138.86        500.000                 NaN   5.64421                 NaN   7.09593        3.60829                 NaN            NaN   42.6561       0.427265        40.5682                 NaN
  1137.82        500.000                 NaN   5.64455                 NaN   7.08647        3.60357                 NaN            NaN   42.6732       0.430346        40.5618                 NaN
  1136.78        500.000                 NaN   5.64375                 NaN   7.08685        3.59908                 NaN            NaN   42.6726       0.435447        40.5622                 NaN
  1135.75        500.000                 NaN   5.64290                 NaN   7.08725        3.59464                 NaN            NaN   42.6721       0.440522        40.5626                 NaN
  1134.71        500.000                 NaN   5.64201                 NaN   7.08766        3.59027                 NaN            NaN   42.6714       0.445569        40.5631                 NaN
  1133.68        500.000                 NaN   5.64106                 NaN   7.08809        3.58595                 NaN            NaN   42.6708       0.450588        40.5635                 NaN
  1132.64        500.000                 NaN   5.62141                 NaN   7.08628        3.59870                 NaN            NaN   42.6633       0.453012        40.5773                 NaN
  1131.60        500.000                 NaN   5.63898                 NaN   7.08902        3.57753                 NaN            NaN   42.6693       0.460537        40.5646                 NaN
  1130.57        500.000                 NaN   5.64809                 NaN   7.09416        3.57498                 NaN            NaN   42.6528       0.461784        40.5682                 NaN
  1129.53        500.000                 NaN   5.65203                 NaN   7.09504        3.56805                 NaN            NaN   42.6504       0.467010        40.5674                 NaN
  1128.49        500.000                 NaN   5.65245                 NaN   7.09580        3.56332                 NaN            NaN   42.6483       0.472074        40.5681                 NaN
  1127.46        500.000                 NaN   5.64962                 NaN   7.09767        3.55929                 NaN            NaN   42.6480       0.476932        40.5685                 NaN
  1126.42        500.000                 NaN   5.64944                 NaN   7.09861        3.55474                 NaN            NaN   42.6463       0.481890        40.5690                 NaN
  1125.39        500.000                 NaN   5.65062                 NaN   7.09958        3.54942                 NaN            NaN   42.6444       0.486913        40.5691                 NaN
  1124.35        500.000                 NaN   5.65181                 NaN   7.10063        3.54414                 NaN            NaN   42.6424       0.491857        40.5692                 NaN
  1123.31        500.000                 NaN   5.65309                 NaN   7.10169        3.53887                 NaN            NaN   42.6404       0.496754        40.5692                 NaN
  1122.28        500.000                 NaN   5.65786                 NaN   7.10297        3.52916                 NaN            NaN   42.6359       0.504765        40.5693                 NaN
  1121.24        500.000                 NaN   5.65575                 NaN   7.10383        3.52866                 NaN            NaN   42.6363       0.506164        40.5693                 NaN
  1120.20        500.000                 NaN   5.65754                 NaN   7.10492        3.52288                 NaN            NaN   42.6341       0.511317        40.5692                 NaN
  1119.17        500.000                 NaN   5.65829                 NaN   7.10596        3.51741                 NaN            NaN   42.6326       0.516602        40.5691                 NaN
  1118.13        500.000                 NaN   5.65884                 NaN   7.10672        3.51094                 NaN            NaN   42.6318       0.523024        40.5687                 NaN
  1117.10        500.000                 NaN   5.65710                 NaN   7.10776        3.50865                 NaN            NaN   42.6299       0.526457        40.5701                 NaN
  1116.06        500.000                 NaN   5.65644                 NaN   7.10852        3.50541                 NaN            NaN   42.6280       0.530452        40.5711                 NaN
  1115.02        500.000                 NaN   5.65430                 NaN   7.11037        3.49986                 NaN            NaN   42.6286       0.536543        40.5703                 NaN
  1113.99        500.000                 NaN   5.65455                 NaN   7.11036        3.49552                 NaN            NaN   42.6267       0.541407        40.5715                 NaN
  1112.95        500.000                 NaN   5.65390                 NaN   7.11139        3.49167                 NaN            NaN   42.6248       0.545935        40.5723                 NaN
  1111.91        500.000                 NaN   5.65252                 NaN   7.10101        3.49054                 NaN            NaN   42.6444       0.544955        40.5666                 NaN
  1110.88        500.000                 NaN   5.65214                 NaN   7.10194        3.49131                 NaN            NaN   42.6423       0.544731        40.5675                 NaN
  1109.84        500.000                 NaN   5.65168                 NaN   7.10305        3.49223                 NaN            NaN   42.6399       0.544464        40.5687                 NaN
  1108.81        500.000                 NaN   5.65249                 NaN   7.11105        3.46889                 NaN            NaN   42.6310       0.567803        40.5688                 NaN
  1107.77        500.000                 NaN   5.65225                 NaN   7.11133        3.46474                 NaN            NaN   42.6304       0.572292        40.5690                 NaN
  1106.73        500.000                 NaN   5.65179                 NaN   7.11177        3.46064                 NaN            NaN   42.6297       0.576767        40.5693                 NaN
  1105.70        500.000                 NaN   5.65131                 NaN   7.11221        3.45663                 NaN            NaN   42.6291       0.581183        40.5696                 NaN
  1104.66        500.000                 NaN   5.65079                 NaN   7.11266        3.45269                 NaN            NaN   42.6284       0.585540        40.5699                 NaN
  1103.62        500.000                 NaN   5.65026                 NaN   7.11313        3.44878                 NaN            NaN   42.6277       0.589879        40.5702                 NaN
  1102.59        500.000                 NaN   5.64970                 NaN   7.11362        3.44492                 NaN            NaN   42.6270       0.594189        40.5706                 NaN
  1101.55        500.000                 NaN   5.64915                 NaN   7.11413        3.44110                 NaN            NaN   42.6262       0.598470        40.5710                 NaN
  1100.52        500.000                 NaN   5.64856                 NaN   7.11465        3.43728                 NaN            NaN   42.6254       0.602749        40.5714                 NaN
  1099.48        500.000                 NaN   5.64797                 NaN   7.11519        3.43352                 NaN            NaN   42.6246       0.606994        40.5718                 NaN
  1098.44        500.000                 NaN   5.63943                 NaN   7.12282        3.44462                 NaN            NaN   42.6038       0.604751        40.5846                 NaN
  1097.41        500.000                 NaN   5.63861                 NaN   7.12372        3.44104                 NaN            NaN   42.6023       0.609027        40.5853                 NaN
  1096.37        500.000                 NaN   5.63779                 NaN   7.12462        3.43747                 NaN            NaN   42.6009       0.613284        40.5860                 NaN
  1095.33        500.000                 NaN   5.63698                 NaN   7.12553        3.43391                 NaN            NaN   42.5994       0.617522        40.5867                 NaN
  1094.30        500.000                 NaN   5.63614                 NaN   7.12644        3.43040                 NaN            NaN   42.5979       0.621735        40.5874                 NaN
  1093.26        500.000                 NaN   5.63532                 NaN   7.12735        3.42686                 NaN            NaN   42.5964       0.625961        40.5881                 NaN
  1092.23        500.000                 NaN   5.63514                 NaN   7.12795        3.42263                 NaN            NaN   42.5957       0.630307        40.5883                 NaN
  1091.19        500.000                 NaN   5.59358                 NaN   7.12216        3.43902                 NaN            NaN   42.6093       0.635868        40.6001                 NaN
  1090.15        500.000                 NaN   5.58590                 NaN   7.13093        3.42783                 NaN            NaN   42.6057       0.648528        40.6011                 NaN
  1089.12        500.000                 NaN   5.58545                 NaN   7.13094        3.42843                 NaN            NaN   42.6049       0.648453        40.6018                 NaN
  1088.08        500.000                 NaN   5.59271                 NaN   7.13769        3.43393                 NaN            NaN   42.5785       0.645270        40.6119                 NaN
  1087.04        500.000                 NaN   5.63187                 NaN   7.13323        3.40425                 NaN            NaN   42.5874       0.651775        40.5915                 NaN
  1086.01        500.000                 NaN   5.63091                 NaN   7.13415        3.40105                 NaN            NaN   42.5858       0.655732        40.5923                 NaN
  1084.97        500.000                 NaN   5.59285                 NaN   7.13881        3.43433                 NaN            NaN   42.5762       0.645100        40.6127                 NaN
  1083.94        500.000                 NaN   5.59314                 NaN   7.13922        3.43440                 NaN            NaN   42.5753       0.645025        40.6130                 NaN
  1082.90        500.000                 NaN   5.59544                 NaN   7.13843        3.41004                 NaN            NaN   42.5737       0.669763        40.6127                 NaN
  1081.86        500.000                 NaN   5.59550                 NaN   7.13879        3.41021                 NaN            NaN   42.5728       0.669705        40.6130                 NaN
  1080.83        500.000                 NaN   5.59569                 NaN   7.13918        3.41032                 NaN            NaN   42.5719       0.669640        40.6133                 NaN
  1079.79        500.000                 NaN   5.59401                 NaN   7.14038        3.39464                 NaN            NaN   42.5711       0.686370        40.6135                 NaN
  1078.75        500.000                 NaN   5.59418                 NaN   7.14077        3.39477                 NaN            NaN   42.5702       0.686296        40.6138                 NaN
  1077.72        500.000                 NaN   5.59431                 NaN   7.14120        3.39491                 NaN            NaN   42.5693       0.686234        40.6141                 NaN
  1076.68        500.000                 NaN   5.59449                 NaN   7.14160        3.39504                 NaN            NaN   42.5683       0.686162        40.6144                 NaN
  1075.65        500.000                 NaN   5.59270                 NaN   7.14286        3.37939                 NaN            NaN   42.5675       0.702900        40.6146                 NaN
  1074.61        500.000                 NaN   5.59284                 NaN   7.14338        3.37956                 NaN            NaN   42.5665       0.702799        40.6150                 NaN
  1073.57        500.000                 NaN   5.59333                 NaN   7.14374        3.37958                 NaN            NaN   42.5654       0.702739        40.6152                 NaN
  1072.54        500.000                 NaN   5.59009                 NaN   7.14407        3.38147                 NaN            NaN   42.5651       0.702607        40.6166                 NaN
  1071.50        500.000                 NaN   5.61551                 NaN   7.14685        3.36071                 NaN            NaN   42.5642       0.707822        40.6049                 NaN
  1070.46        500.000                 NaN   5.61576                 NaN   7.14805        3.35638                 NaN            NaN   42.5626       0.712182        40.6050                 NaN
  1069.43        500.000                 NaN   5.61485                 NaN   7.14904        3.35342                 NaN            NaN   42.5611       0.715863        40.6058                 NaN
  1068.39        500.000                 NaN   5.52369                 NaN   7.15191        3.40638                 NaN            NaN   42.5548       0.715751        40.6475                 NaN
  1067.36        500.000                 NaN   5.59190                 NaN   7.14733        3.36567                 NaN            NaN   42.5593       0.718360        40.6174                 NaN
  1066.32        500.000                 NaN   5.59016                 NaN   7.14851        3.35091                 NaN            NaN   42.5586       0.734191        40.6177                 NaN
  1065.28        500.000                 NaN   5.59035                 NaN   7.14903        3.35110                 NaN            NaN   42.5573       0.734101        40.6181                 NaN
  1064.25        500.000                 NaN   5.59054                 NaN   7.14957        3.35130                 NaN            NaN   42.5561       0.734009        40.6185                 NaN
  1063.21        500.000                 NaN   5.59074                 NaN   7.15013        3.35150                 NaN            NaN   42.5547       0.733916        40.6190                 NaN
  1062.17        500.000                 NaN   5.58237                 NaN   7.15364        3.34703                 NaN            NaN   42.5570       0.740565        40.6194                 NaN
  1061.14        500.000                 NaN   5.58217                 NaN   7.15438        3.34382                 NaN            NaN   42.5558       0.744033        40.6198                 NaN
  1060.10        500.000                 NaN   5.58197                 NaN   7.15515        3.34063                 NaN            NaN   42.5546       0.747475        40.6202                 NaN
  1059.07        500.000                 NaN   5.58179                 NaN   7.15593        3.33747                 NaN            NaN   42.5534       0.750899        40.6205                 NaN
  1058.03        500.000                 NaN   5.58162                 NaN   7.15673        3.33433                 NaN            NaN   42.5521       0.754296        40.6210                 NaN
  1056.99        500.000                 NaN   5.58135                 NaN   7.15754        3.33125                 NaN            NaN   42.5508       0.757683        40.6214                 NaN
  1055.96        500.000                 NaN   5.60017                 NaN   7.16146        3.31985                 NaN            NaN   42.5405       0.760355        40.6177                 NaN
  1054.92        500.000                 NaN   5.58103                 NaN   7.15925        3.32521                 NaN            NaN   42.5478       0.764297        40.6224                 NaN
  1053.88        500.000                 NaN   5.58088                 NaN   7.16028        3.32219                 NaN            NaN   42.5462       0.767575        40.6229                 NaN
  1052.85        500.000                 NaN   5.59570                 NaN   7.16413        3.31419                 NaN            NaN   42.5354       0.769251        40.6213                 NaN
  1051.81        500.000                 NaN   5.59456                 NaN   7.16511        3.31186                 NaN            NaN   42.5337       0.772439        40.6223                 NaN
  1050.78        500.000                 NaN   5.59388                 NaN   7.16638        3.30769                 NaN            NaN   42.5328       0.776910        40.6223                 NaN
  1049.74        500.000                 NaN   5.57018                 NaN   7.16601        3.31767                 NaN            NaN   42.5360       0.779324        40.6308                 NaN
  1048.70        500.000                 NaN   5.57231                 NaN   7.16701        3.31357                 NaN            NaN   42.5340       0.782557        40.6305                 NaN
  1047.67        500.000                 NaN   5.57507                 NaN   7.16816        3.30922                 NaN            NaN   42.5316       0.785761        40.6302                 NaN
  1046.63        500.000                 NaN   5.58863                 NaN   7.17020        3.29951                 NaN            NaN   42.5261       0.788930        40.6267                 NaN
  1045.59        500.000                 NaN   5.58749                 NaN   7.17120        3.29726                 NaN            NaN   42.5244       0.792032        40.6276                 NaN
  1044.56        500.000                 NaN   5.58368                 NaN   7.17194        3.29625                 NaN            NaN   42.5237       0.795173        40.6293                 NaN
  1043.52        500.000                 NaN   5.58522                 NaN   7.17311        3.29411                 NaN            NaN   42.5209       0.796933        40.6297                 NaN
  1042.49        500.000                 NaN   5.58445                 NaN   7.17315        3.30377                 NaN            NaN   42.5178       0.788529        40.6323                 NaN
  1041.45        500.000                 NaN   5.57477                 NaN   7.17428        3.29287                 NaN            NaN   42.5200       0.804010        40.6340                 NaN
  1040.41        500.000                 NaN   5.49774                 NaN   7.17875        3.31792                 NaN            NaN   42.5305       0.816372        40.6588                 NaN
  1039.38        500.000                 NaN   5.58069                 NaN   7.17717        3.28495                 NaN            NaN   42.5138       0.809548        40.6339                 NaN
  1038.34        500.000                 NaN   5.49823                 NaN   7.17884        3.31802                 NaN            NaN   42.5297       0.816249        40.6589                 NaN
  1037.30        500.000                 NaN   5.57836                 NaN   7.17922        3.28081                 NaN            NaN   42.5103       0.815409        40.6359                 NaN
  1036.27        500.000                 NaN   5.57719                 NaN   7.18024        3.27877                 NaN            NaN   42.5086       0.818312        40.6369                 NaN
  1035.23        500.000                 NaN   5.57682                 NaN   7.18154        3.27504                 NaN            NaN   42.5074       0.822256        40.6370                 NaN
  1034.20        500.000                 NaN   5.49712                 NaN   7.17954        3.31873                 NaN            NaN   42.5286       0.816239        40.6598                 NaN
  1033.16        500.000                 NaN   5.57384                 NaN   7.18338        3.27244                 NaN            NaN   42.5034       0.827121        40.6398                 NaN
  1032.12        500.000                 NaN   5.48246                 NaN   7.17731        3.31599                 NaN            NaN   42.5314       0.827549        40.6653                 NaN
  1031.09        500.000                 NaN   5.50843                 NaN   7.17909        3.29477                 NaN            NaN   42.5210       0.837348        40.6594                 NaN
  1030.05        500.000                 NaN   5.50481                 NaN   7.17893        3.29659                 NaN            NaN   42.5217       0.837369        40.6606                 NaN
  1029.01        500.000                 NaN   5.56852                 NaN   7.18745        3.26612                 NaN            NaN   42.4960       0.837368        40.6445                 NaN
  1027.98        500.000                 NaN   5.56779                 NaN   7.18858        3.26286                 NaN            NaN   42.4947       0.841125        40.6449                 NaN
  1026.94        500.000                 NaN   5.48704                 NaN   7.17763        3.29642                 NaN            NaN   42.5294       0.845654        40.6638                 NaN
  1025.91        500.000                 NaN   5.56519                 NaN   7.19061        3.25957                 NaN            NaN   42.4911       0.846323        40.6472                 NaN
  1024.87        500.000                 NaN   5.56470                 NaN   7.19181        3.25683                 NaN            NaN   42.4894       0.849503        40.6478                 NaN
  1023.83        500.000                 NaN   5.56352                 NaN   7.19294        3.25453                 NaN            NaN   42.4879       0.852557        40.6485                 NaN
  1022.80        500.000                 NaN   5.56225                 NaN   7.19391        3.25332                 NaN            NaN   42.4858       0.854815        40.6499                 NaN
  1021.76        500.000                 NaN   5.56111                 NaN   7.19506        3.25102                 NaN            NaN   42.4843       0.857848        40.6507                 NaN
  1020.72        500.000                 NaN   5.55928                 NaN   7.19593        3.25065                 NaN            NaN   42.4820       0.859636        40.6525                 NaN
  1019.69        500.000                 NaN   5.55813                 NaN   7.19702        3.24858                 NaN            NaN   42.4804       0.862510        40.6534                 NaN
  1018.65        500.000                 NaN   5.55723                 NaN   7.19811        3.24678                 NaN            NaN   42.4784       0.865055        40.6544                 NaN
  1017.62        500.000                 NaN   5.48458                 NaN   7.18081        3.27169                 NaN            NaN   42.5270       0.871403        40.6645                 NaN
  1016.58        500.000                 NaN   5.48420                 NaN   7.18078        3.27187                 NaN            NaN   42.5271       0.871410        40.6647                 NaN
  1015.54        500.000                 NaN   5.47841                 NaN   7.17994        3.26820                 NaN            NaN   42.5319       0.877132        40.6645                 NaN
  1014.51        500.000                 NaN   5.55196                 NaN   7.20188        3.24644                 NaN            NaN   42.4700       0.869611        40.6601                 NaN
  1013.47        500.000                 NaN   5.51204                 NaN   7.19342        3.23733                 NaN            NaN   42.5031       0.893636        40.6604                 NaN
  1012.43        500.000                 NaN   5.49903                 NaN   7.18961        3.24178                 NaN            NaN   42.5137       0.894455        40.6614                 NaN
  1011.40        500.000                 NaN   5.50069                 NaN   7.19056        3.24151                 NaN            NaN   42.5112       0.894253        40.6618                 NaN
  1010.36        500.000                 NaN   5.50248                 NaN   7.19164        3.24115                 NaN            NaN   42.5084       0.894120        40.6622                 NaN
  1009.33        500.000                 NaN   5.50479                 NaN   7.19297        3.24075                 NaN            NaN   42.5049       0.893877        40.6627                 NaN
  1008.29        500.000                 NaN   5.50767                 NaN   7.19464        3.24023                 NaN            NaN   42.5005       0.893579        40.6633                 NaN
  1007.25        500.000                 NaN   5.51125                 NaN   7.19673        3.23959                 NaN            NaN   42.4951       0.893205        40.6641                 NaN
  1006.22        500.000                 NaN   5.52898                 NaN   7.20380        3.23476                 NaN            NaN   42.4763       0.891458        40.6647                 NaN
  1005.18        500.000                 NaN   5.55053                 NaN   7.21212        3.22286                 NaN            NaN   42.4516       0.896573        40.6663                 NaN
  1004.14        500.000                 NaN   5.53597                 NaN   7.21272        3.22739                 NaN            NaN   42.4545       0.898882        40.6706                 NaN
  1003.11        500.000                 NaN   5.53904                 NaN   7.21400        3.23048                 NaN            NaN   42.4507       0.894784        40.6710                 NaN
  1002.07        500.000                 NaN   5.53696                 NaN   7.21566        3.22211                 NaN            NaN   42.4487       0.904404        40.6722                 NaN
  1001.04        500.000                 NaN   5.47792                 NaN   7.18456        3.24996                 NaN            NaN   42.5278       0.895430        40.6643                 NaN
  1000.00        500.000                 NaN   5.53439                 NaN   7.21771        3.22056                 NaN            NaN   42.4439       0.908139        40.6753                 NaN
