|6.6.6
Archiving\03_Data\frac/QFM_m3.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        99.1073                 NaN            NaN  0.808684E-001            NaN            NaN            NaN  0.811874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1157                 NaN            NaN  0.799619E-001            NaN            NaN            NaN  0.804295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1364                 NaN            NaN  0.756568E-001            NaN            NaN            NaN  0.787908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1403                 NaN            NaN  0.733196E-001            NaN            NaN            NaN  0.786386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1569                 NaN            NaN  0.710210E-001            NaN            NaN            NaN  0.772064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1584                 NaN            NaN  0.677762E-001            NaN            NaN            NaN  0.773818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1840                 NaN            NaN  0.682914E-001            NaN            NaN            NaN  0.747701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1881                 NaN            NaN  0.657349E-001            NaN            NaN            NaN  0.746140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1973                 NaN            NaN  0.627330E-001            NaN            NaN            NaN  0.739922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.2044                 NaN            NaN  0.586997E-001            NaN            NaN            NaN  0.736944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2188                 NaN            NaN  0.579634E-001            NaN            NaN            NaN  0.723279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2276                 NaN            NaN  0.572959E-001            NaN            NaN            NaN  0.715091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2354                 NaN            NaN  0.534004E-001            NaN            NaN            NaN  0.711191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2454                 NaN            NaN  0.522742E-001            NaN            NaN            NaN  0.702285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2429                 NaN            NaN  0.458237E-001            NaN            NaN            NaN  0.711256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2664                 NaN            NaN  0.457655E-001            NaN            NaN            NaN  0.687809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2740                 NaN            NaN  0.482173E-001            NaN            NaN            NaN  0.677778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2796                 NaN            NaN  0.435977E-001            NaN            NaN            NaN  0.676780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2854                 NaN            NaN  0.414196E-001            NaN            NaN            NaN  0.673135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2975                 NaN            NaN  0.416862E-001            NaN            NaN            NaN  0.660799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.3007                 NaN            NaN  0.368471E-001            NaN            NaN            NaN  0.656963       0.548481E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1802                 NaN            NaN            NaN            NaN            NaN            NaN  0.108897       0.710869                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1700                 NaN            NaN            NaN            NaN            NaN            NaN  0.228870E-001  0.807077                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1746                 NaN            NaN            NaN            NaN            NaN            NaN  0.152283E-001  0.810132                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1793                 NaN            NaN            NaN            NaN            NaN            NaN  0.792231E-002  0.812824                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1838                 NaN            NaN            NaN            NaN            NaN            NaN  0.377970E-003  0.815783                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1901                 NaN            NaN            NaN            NaN            NaN            NaN  0.368450E-001  0.773049                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.807173                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1968                 NaN            NaN            NaN            NaN            NaN            NaN  0.204318E-001  0.782783                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2075                 NaN            NaN            NaN            NaN            NaN            NaN  0.141023       0.651525                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799472                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2051                 NaN            NaN  0.348094E-004            NaN            NaN            NaN            NaN  0.794884                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794400                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2045                 NaN            NaN            NaN            NaN            NaN            NaN  0.815911E-002  0.787309                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796204                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.798120                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804529                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812296                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.814755                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.282269       0.676746                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.766208       0.407062                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.402796       0.755770                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.396050       0.744918                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.734480       0.390040                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725213       0.385567                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.378838       0.717399                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.373932       0.706935                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9328                 NaN            NaN  0.523311E-005            NaN            NaN            NaN            NaN  0.696840       0.370403                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.364658       0.688902                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.680627       0.360994                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.672725       0.355502                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.665644       0.349656                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.658021       0.346090                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        99.0074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.652016       0.340569                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        99.0186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.336045       0.645370                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.6747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.946516       0.646504       0.732289                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02240       0.628234       0.833070                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.607156       0.996368       0.808457                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.968450       0.588049       0.784618                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.7112                 NaN            NaN  0.130640                 NaN            NaN            NaN            NaN  0.742166       0.623531       0.792416                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7605                 NaN            NaN  0.252549                 NaN            NaN            NaN            NaN  0.657925       0.529576       0.799488                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7636                 NaN            NaN  0.258112                 NaN            NaN            NaN            NaN  0.676914       0.498678       0.802662                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9360                 NaN            NaN  0.239265                 NaN            NaN            NaN            NaN  0.484738       0.606199       0.733813                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9452                 NaN            NaN  0.243325                 NaN            NaN            NaN            NaN  0.611328       0.464544       0.735627                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0051                 NaN            NaN  0.238764                 NaN            NaN            NaN            NaN  0.593736       0.447852       0.714511                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0562                 NaN            NaN  0.237251                 NaN            NaN            NaN            NaN  0.427429       0.582062       0.697074                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1104                 NaN            NaN  0.232581                 NaN            NaN            NaN            NaN  0.568765       0.411158       0.677049                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1554                 NaN            NaN  0.232225                 NaN            NaN            NaN            NaN  0.559038       0.390974       0.662395                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1927                 NaN            NaN  0.216487                 NaN            NaN            NaN            NaN  0.542276       0.401932       0.646639                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2669                 NaN            NaN  0.235741                 NaN            NaN            NaN            NaN  0.532375       0.340421       0.624571                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2958                 NaN            NaN  0.221400                 NaN            NaN            NaN            NaN  0.521584       0.348817       0.612363                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3391                 NaN            NaN  0.219173                 NaN            NaN            NaN            NaN  0.335088       0.509781       0.596859                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3778                 NaN            NaN  0.216392                 NaN            NaN            NaN            NaN  0.321375       0.501243       0.583203                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4149                 NaN            NaN  0.213600                 NaN            NaN            NaN            NaN  0.310870       0.490783       0.569891                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4548                 NaN            NaN  0.210434                 NaN            NaN            NaN            NaN  0.480916       0.298338       0.555466                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4905                 NaN            NaN  0.207962                 NaN            NaN            NaN            NaN  0.471542       0.287099       0.542901                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5276                 NaN            NaN  0.204386                 NaN            NaN            NaN            NaN  0.461057       0.277588       0.529364                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5593                 NaN            NaN  0.202038                 NaN            NaN            NaN            NaN  0.266943       0.453746       0.517959                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5944                 NaN            NaN  0.198414                 NaN            NaN            NaN            NaN  0.443173       0.258844       0.505165                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6264                 NaN            NaN  0.195689                 NaN            NaN            NaN            NaN  0.435077       0.249183       0.493608                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6562                 NaN            NaN  0.192413                 NaN            NaN            NaN            NaN  0.427066       0.241600       0.482716                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6844                 NaN            NaN  0.190644                 NaN            NaN            NaN            NaN  0.419430       0.232502       0.472991                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7175                 NaN            NaN  0.184152                 NaN            NaN            NaN            NaN  0.229298       0.409572       0.459438                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7456                 NaN            NaN  0.197058                 NaN            NaN            NaN            NaN  0.410533       0.194219       0.452618                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7682                 NaN            NaN  0.165425                 NaN            NaN            NaN            NaN  0.239998       0.387770       0.438650                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7959                 NaN            NaN  0.176701                 NaN            NaN            NaN            NaN  0.389106       0.207173       0.431113                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8224                 NaN            NaN  0.171932                 NaN            NaN            NaN            NaN  0.380848       0.204046       0.420800                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8448                 NaN            NaN  0.168984                 NaN            NaN            NaN            NaN  0.198876       0.374768       0.412604                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8692                 NaN            NaN  0.164992                 NaN            NaN            NaN            NaN  0.366837       0.195686       0.403237                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8926                 NaN            NaN  0.161836                 NaN            NaN            NaN            NaN  0.190827       0.360253       0.394517                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9142                 NaN            NaN  0.158186                 NaN            NaN            NaN            NaN  0.354086       0.187274       0.386238                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9358                 NaN            NaN  0.154032                 NaN            NaN            NaN            NaN  0.185625       0.346616       0.377900                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9569                 NaN            NaN  0.150271                 NaN            NaN            NaN            NaN  0.184195       0.338623       0.370048                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9770                 NaN            NaN  0.145675                 NaN            NaN            NaN            NaN  0.182460       0.332941       0.361937                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9968                 NaN            NaN  0.142362                 NaN            NaN            NaN            NaN  0.326784       0.179693       0.354395                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0163                 NaN            NaN  0.138459                 NaN            NaN            NaN            NaN  0.319778       0.178559       0.346954                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0341                 NaN            NaN  0.134246                 NaN            NaN            NaN            NaN  0.178110       0.313637       0.339922                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0521                 NaN            NaN  0.130029                 NaN            NaN            NaN            NaN  0.177906       0.307147       0.332813                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0692                 NaN            NaN  0.126130                 NaN            NaN            NaN            NaN  0.177140       0.301369       0.326137                 NaN            NaN            NaN            NaN
  1315.79        2500.00        82.0451                 NaN            NaN   1.16953                 NaN            NaN            NaN            NaN   2.45079       0.589181        2.42272        11.3227                 NaN            NaN            NaN
  1313.28        2500.00        68.5469                 NaN            NaN   1.97633                 NaN            NaN            NaN            NaN   4.43866       0.667418        4.08407        20.2866                 NaN            NaN            NaN
  1310.78        2500.00        73.9762                 NaN            NaN   1.67751                 NaN            NaN            NaN            NaN   4.08922       0.135015        3.41102        16.7111                 NaN            NaN            NaN
  1308.27        2500.00        77.7146                 NaN            NaN   1.41187                 NaN            NaN            NaN            NaN   3.70504                 NaN   2.94799        14.2205                 NaN            NaN            NaN
  1305.76        2500.00        80.5957                 NaN            NaN   1.20116                 NaN            NaN            NaN            NaN   3.30968                 NaN   2.58897        12.3045                 NaN            NaN            NaN
  1303.26        2500.00        82.8323                 NaN            NaN   1.06758                 NaN            NaN            NaN            NaN   2.96114                 NaN   2.30888        10.8301                 NaN            NaN            NaN
  1300.75        2500.00        84.6395                 NaN            NaN  0.961620                 NaN            NaN            NaN            NaN   2.67602                 NaN   2.08195        9.64093                 NaN            NaN            NaN
  1298.25        2500.00        86.1509                 NaN            NaN  0.871499                 NaN            NaN            NaN            NaN   2.43749                 NaN   1.89120        8.64887                 NaN            NaN            NaN
  1295.74        2500.00        85.1726                 NaN            NaN  0.904555                 NaN            NaN            NaN            NaN   2.54698                 NaN   2.02347        9.24998       0.102457                 NaN            NaN
  1293.23        2500.00        78.0437                 NaN            NaN   1.22609                 NaN            NaN            NaN            NaN   3.49747                 NaN   2.94172        13.7856       0.505404                 NaN            NaN
  1290.73        2500.00        79.0314                 NaN            NaN   1.23441                 NaN            NaN            NaN            NaN   3.28398                 NaN   2.80360        13.1677       0.478854                 NaN            NaN
  1288.22        2500.00        83.4357                 NaN            NaN   1.00587                 NaN            NaN            NaN            NaN   2.58026                 NaN   2.20915        10.3917       0.377251                 NaN            NaN
  1285.71        2500.00        85.8394                 NaN            NaN  0.876270                 NaN            NaN            NaN            NaN   2.21593                 NaN   1.87969        8.86792       0.320836                 NaN            NaN
  1283.21        2500.00        86.1072                 NaN            NaN  0.857130                 NaN            NaN            NaN            NaN   2.16613                 NaN   1.84882        8.70415       0.316611                 NaN            NaN
  1280.70        2500.00        87.4674                 NaN            NaN  0.577281                 NaN            NaN  0.378260                 NaN   2.06811                 NaN   1.61175        7.85861       0.386376E-001            NaN            NaN
  1278.20        2500.00        87.3764                 NaN            NaN  0.535581                 NaN            NaN  0.481929                 NaN   2.06049                 NaN   1.59702        7.94858                 NaN            NaN            NaN
  1275.69        2500.00        88.0189                 NaN            NaN  0.456076                 NaN            NaN  0.518397                 NaN   2.08599                 NaN   1.59354        7.32712                 NaN            NaN            NaN
  1273.18        2500.00        89.8843                 NaN            NaN  0.445679                 NaN            NaN  0.338986                 NaN   1.53079                 NaN   1.15459        6.64563                 NaN            NaN            NaN
  1270.68        2500.00        90.6041                 NaN            NaN  0.395843                 NaN            NaN  0.362273                 NaN   1.55420                 NaN   1.17022        5.91340                 NaN            NaN            NaN
  1268.17        2500.00        91.9558                 NaN            NaN  0.342747                 NaN            NaN  0.337460                 NaN   1.43126                 NaN   1.06084        4.87186                 NaN            NaN            NaN
  1265.66        2500.00        92.2464                 NaN            NaN  0.340778                 NaN            NaN  0.263310                 NaN   1.21490                 NaN  0.898906        5.03566                 NaN            NaN            NaN
  1263.16        2500.00        91.9084                 NaN            NaN  0.352404                 NaN            NaN  0.300267                 NaN   1.38935                 NaN   1.01770        5.03189                 NaN            NaN            NaN
  1260.65        2500.00        95.1868                 NaN            NaN  0.231472                 NaN            NaN  0.170812                 NaN  0.908752                 NaN  0.607863        2.89431                 NaN            NaN            NaN
  1258.15        2500.00        94.4059                 NaN            NaN  0.314253                 NaN            NaN  0.221820                 NaN   1.11388                 NaN  0.808771        3.13536                 NaN            NaN            NaN
  1255.64        2500.00        94.8832                 NaN            NaN  0.204372                 NaN            NaN  0.148344                 NaN  0.857940                 NaN  0.545047        3.36113                 NaN            NaN            NaN
  1253.13        2500.00        50.0546                 NaN            NaN   1.48337                 NaN            NaN  0.980276                 NaN   8.57989                 NaN   4.83809        24.5412                 NaN   8.22655        1.29598     
  1250.63        2500.00        50.8403                 NaN            NaN   1.69163                 NaN            NaN  0.603908                 NaN   10.2575                 NaN   4.71593        19.7737                 NaN   8.42663        3.69041     
  1248.12        2500.00                 NaN            NaN            NaN   3.36416                 NaN            NaN   1.22128                 NaN   19.9259                 NaN   9.72754        41.0485                 NaN   17.1318        7.58078     
  1245.61        2500.00                 NaN            NaN            NaN   3.37342                 NaN            NaN   1.21774                 NaN   19.9266                 NaN   9.74804        41.0889                 NaN   17.1523        7.49303     
  1243.11        2500.00                 NaN            NaN            NaN   3.39173                 NaN            NaN   1.23334                 NaN   19.8508                 NaN   9.76322        41.1356                 NaN   17.1452        7.48005     
  1240.60        2500.00                 NaN            NaN            NaN   3.39190                 NaN            NaN   1.20999                 NaN   19.9310                 NaN   9.78916        41.1693                 NaN   17.1940        7.31468     
  1238.10        2500.00                 NaN            NaN            NaN   3.40293                 NaN            NaN   1.20312                 NaN   19.9376                 NaN   9.81346        41.2017                 NaN   17.2157        7.22543     
  1235.59        2500.00                 NaN            NaN            NaN   3.40970                 NaN            NaN   1.20166                 NaN   19.9416                 NaN   9.83074        41.2473                 NaN   17.2365        7.13243     
  1233.08        2500.00                 NaN            NaN            NaN   3.41365                 NaN            NaN   1.18459                 NaN   20.0189                 NaN   9.85147        41.2327                 NaN   17.2591        7.03959     
  1230.58        2500.00                 NaN            NaN            NaN   3.42747                 NaN            NaN   1.19297                 NaN   19.9540                 NaN   9.87111        41.3288                 NaN   17.2802        6.94553     
  1228.07        2500.00                 NaN            NaN            NaN   3.51126                 NaN            NaN   1.20656                 NaN   19.5268                 NaN   9.93369        41.5976                 NaN   17.3471        6.87700     
  1225.56        2500.00                 NaN            NaN            NaN   3.44565                 NaN            NaN   1.18487                 NaN   19.9626                 NaN   9.91204        41.4151                 NaN   17.3249        6.75487     
  1223.06        2500.00                 NaN            NaN            NaN   3.45467                 NaN            NaN   1.18053                 NaN   19.9686                 NaN   9.93267        41.4580                 NaN   17.3477        6.65788     
  1220.55        2500.00                 NaN            NaN            NaN   3.31574                 NaN            NaN   1.24359                 NaN   20.1042                 NaN   9.90854        41.4366                 NaN   17.3425        6.64883     
  1218.05        2500.00                 NaN            NaN            NaN   2.44300       0.553461       0.312329        1.18328                 NaN   20.2810                 NaN   9.97565        41.3292                 NaN   17.4256        6.49658     
  1215.54        2500.00                 NaN            NaN            NaN   3.33470                 NaN            NaN   1.23472                 NaN   20.1149                 NaN   9.94840        41.5278                 NaN   17.3893        6.45022     
  1213.03        2500.00                 NaN            NaN            NaN   3.48616                 NaN            NaN   1.14664                 NaN   20.0828                 NaN   10.0232        41.5631                 NaN   17.4408        6.25728     
  1210.53        2500.00                 NaN            NaN            NaN   3.35395                 NaN            NaN   1.22513                 NaN   20.1285                 NaN   9.98914        41.6194                 NaN   17.4374        6.24639     
  1208.02        2500.00                 NaN            NaN            NaN   3.34731                 NaN            NaN   1.21446                 NaN   19.9593                 NaN   9.90319        41.9192                 NaN   17.5385        6.11805     
  1205.51        2500.00                 NaN            NaN            NaN   3.35265                 NaN            NaN   1.21434                 NaN   19.9909                 NaN   9.90486        41.9829                 NaN   17.5637        5.99071     
  1203.01        2500.00                 NaN            NaN            NaN   3.38274                 NaN            NaN   1.21130                 NaN   20.1516                 NaN   10.0475        41.7617                 NaN   17.5099        5.93517     
  1200.50        2500.00                 NaN            NaN            NaN   3.40295                 NaN            NaN   1.13350                 NaN   20.3031                 NaN   10.1770        41.6153                 NaN   17.5952        5.77290     
  1197.99        2500.00                 NaN            NaN            NaN   3.54029                 NaN            NaN   1.11492                 NaN   20.1505                 NaN   10.1514        41.8293                 NaN   17.5905        5.62311     
  1195.49        2500.00                 NaN            NaN            NaN   3.40895                 NaN            NaN   1.18191                 NaN   20.0526                 NaN   10.0483        42.1319                 NaN   17.6555        5.52077     
  1192.98        2500.00                 NaN            NaN            NaN   3.55890                 NaN            NaN   1.10468                 NaN   20.1723                 NaN   10.1968        41.9260                 NaN   17.6415        5.39985     
  1190.48        2500.00                 NaN            NaN            NaN   3.57036                 NaN            NaN   1.09780                 NaN   20.1785                 NaN   10.2183        41.9737                 NaN   17.6710        5.29026     
  1187.97        2500.00                 NaN            NaN            NaN   3.41003                 NaN            NaN   1.19050                 NaN   19.9836                 NaN   10.1961        42.1915                 NaN   17.7741        5.25418     
  1185.46        2500.00                 NaN            NaN            NaN   3.91495                 NaN            NaN   1.24081                 NaN   7.99731        9.77962        10.3795        43.5950                 NaN   17.9824        5.11046     
  1182.96        2500.00                 NaN            NaN            NaN   3.55222                 NaN            NaN   1.14000                 NaN   19.8568                 NaN   10.3040        42.3252                 NaN   17.8146        5.00719     
  1180.45        2500.00                 NaN            NaN            NaN   3.92194                 NaN            NaN   1.23634                 NaN   7.99326        9.78936        10.3962        43.7278                 NaN   18.0456        4.88958     
  1177.94        2500.00                 NaN            NaN            NaN   3.97403                 NaN            NaN   1.18113                 NaN   7.88606        9.96934        10.4782        43.6374                 NaN   18.0792        4.79467     
  1175.44        2500.00                 NaN            NaN            NaN   3.67918                 NaN            NaN   1.09443                 NaN   20.0803                 NaN   10.3347        42.3464                 NaN   17.7758        4.68930     
  1172.93        2500.00                 NaN            NaN            NaN   3.97403                 NaN            NaN   1.17499                 NaN   7.88850        9.97896        10.4803        43.7777                 NaN   18.1467        4.57875     
  1170.43        2500.00                 NaN            NaN            NaN   3.69596                 NaN            NaN   1.07600                 NaN   20.1314                 NaN   10.3737        42.4460                 NaN   17.8360        4.44078     
  1167.92        2500.00                 NaN            NaN            NaN   3.49503                 NaN            NaN   1.07737                 NaN   20.5088                 NaN   10.4496        42.2940                 NaN   17.9392        4.23596     
  1165.41        2500.00                 NaN            NaN            NaN   3.71990                 NaN            NaN   1.06642                 NaN   20.1416                 NaN   10.4294        42.5515                 NaN   17.8997        4.19148     
  1162.91        2500.00                 NaN            NaN            NaN   3.67528                 NaN            NaN   1.05260                 NaN   20.2448                 NaN   10.4476        42.6344                 NaN   17.9896        3.95575     
  1160.40        2500.00                 NaN            NaN            NaN   3.66439                 NaN            NaN   1.05641                 NaN   20.1724                 NaN   10.4808        42.6588                 NaN   18.0394        3.92778     
  1157.89        2500.00                 NaN            NaN            NaN   3.74689                 NaN            NaN   1.04978                 NaN   20.1859                 NaN   10.4963        42.7280                 NaN   17.9917        3.80148     
  1155.39        2500.00                 NaN            NaN            NaN   2.34692        1.02418       0.108671        1.09462                 NaN   20.6493                 NaN   10.3905        42.7130                 NaN   18.0995        3.57324     
  1152.88        2500.00                 NaN            NaN            NaN   3.70845                 NaN            NaN   1.00648                 NaN   20.4289                 NaN   10.5584        42.7622                 NaN   18.1123        3.42330     
  1150.38        2500.00                 NaN            NaN            NaN   3.72239                 NaN            NaN   1.01894                 NaN   20.3429                 NaN   10.5638        42.9152                 NaN   18.1489        3.28799     
  1147.87        2500.00                 NaN            NaN            NaN   3.97101                 NaN            NaN   1.20526                 NaN   7.95100        9.89304        10.5028        44.6653                 NaN   18.4927        3.31897     
  1145.36        2500.00                 NaN            NaN            NaN   3.74278                 NaN            NaN   1.00660                 NaN   20.3822                 NaN   10.6043        43.0388                 NaN   18.2158        3.00950     
  1142.86        2500.00                 NaN            NaN            NaN   3.79138                 NaN            NaN   1.01529                 NaN   20.3065                 NaN   10.6250        43.1062                 NaN   18.1948        2.96083     
  1140.35        2500.00                 NaN            NaN            NaN   3.75704                 NaN            NaN  0.971718                 NaN   20.5328                 NaN   10.6779        43.0584                 NaN   18.2791        2.72306     
  1137.84        2500.00                 NaN            NaN            NaN   3.76809                 NaN            NaN  0.964854                 NaN   20.5515                 NaN   10.7044        43.1222                 NaN   18.3126        2.57635     
  1135.34        2500.00                 NaN            NaN            NaN   2.39667        1.07972       0.863643E-001   1.03977                 NaN   20.8004                 NaN   10.5844        43.2002                 NaN   18.3679        2.44459     
