|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q              hed           
  1246.39        2500.00                 NaN   98.8732                 NaN  0.232360       0.249518                 NaN            NaN            NaN  0.136030       0.487130       0.218015E-001            NaN            NaN
  1245.23        2500.00                 NaN   98.8472                 NaN  0.265909       0.235651                 NaN            NaN            NaN  0.135871       0.492493       0.228836E-001            NaN            NaN
  1244.07        2500.00                 NaN   93.8226                 NaN   1.36094       0.709771                 NaN            NaN            NaN  0.757603        3.18128       0.167815                 NaN            NaN
  1242.92        2500.00                 NaN   97.8831                 NaN  0.751930E-001  0.436308                 NaN            NaN            NaN  0.266844        1.28096       0.576319E-001            NaN            NaN
  1241.76        2500.00                 NaN   99.5465                 NaN  0.170282                 NaN            NaN            NaN            NaN  0.290014E-001            NaN  0.256902E-001  0.228520                 NaN
  1240.60        2500.00                 NaN   96.2761                 NaN  0.260059       0.323808                 NaN            NaN            NaN  0.379867        1.82520       0.290579E-001  0.905932                 NaN
  1239.45        2500.00                 NaN   98.6278                 NaN   1.18524                 NaN            NaN            NaN            NaN  0.187006                 NaN            NaN            NaN            NaN
  1238.29        2500.00                 NaN   95.0528                 NaN  0.101475                 NaN            NaN            NaN            NaN  0.447838        2.76160       0.911776E-001   1.54516                 NaN
  1237.13        2500.00                 NaN   96.0811                 NaN   1.48803                 NaN            NaN            NaN            NaN  0.433520        1.10597                 NaN  0.891392                 NaN
  1235.98        2500.00                 NaN   85.2145                 NaN   2.00530       0.706123                 NaN            NaN            NaN   1.38054        6.03447       0.162470        4.49657                 NaN
  1234.82        2500.00                 NaN   96.3343                 NaN  0.192807        1.00930                 NaN            NaN            NaN  0.351491        1.09011                 NaN   1.02195                 NaN
  1233.66        2500.00                 NaN   91.5434                 NaN   1.00908                 NaN            NaN            NaN            NaN  0.556328        3.89710       0.169695        2.82442                 NaN
  1232.51        2500.00                 NaN   89.7248                 NaN   2.64984                 NaN            NaN            NaN            NaN   1.22666        3.65984       0.606294E-002   2.73278                 NaN
  1231.35        2500.00                 NaN   84.9634                 NaN   2.32030       0.165024                 NaN            NaN            NaN   1.39553        6.36496       0.145948        4.64481                 NaN
  1230.19        2500.00                 NaN   29.0206                 NaN   1.32259        9.90295                 NaN            NaN            NaN   6.03927        30.6870       0.757617        22.2700                 NaN
  1229.03        2500.00                 NaN            NaN            NaN   11.3921        3.81784                 NaN            NaN            NaN   8.27302        43.8139        1.11597        31.5872                 NaN
  1227.88        2500.00                 NaN            NaN            NaN   12.1303        3.29554                 NaN            NaN            NaN   8.43388        43.4734        1.04967        31.6172                 NaN
  1226.72        2500.00                 NaN            NaN            NaN   7.84223       0.231357E-002            NaN            NaN   4.87284        8.01685        44.9950        1.43995        32.8309                 NaN
  1225.56        2500.00                 NaN            NaN            NaN   7.83305       0.217060E-002            NaN            NaN   4.88124        8.01618        44.9920        1.44078        32.8346                 NaN
  1224.41        2500.00                 NaN            NaN            NaN   7.82990                 NaN            NaN            NaN   4.88596        8.01773        44.9895        1.44048        32.8365                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   5.25014        10.0079       0.160434E-005            NaN            NaN   8.25709        43.7705        1.11297        31.6014                 NaN
  1222.09        2500.00                 NaN            NaN            NaN   10.7268        4.50916                 NaN            NaN            NaN   8.27332        43.7818        1.11477        31.5942                 NaN
  1220.94        2500.00                 NaN            NaN            NaN   9.42918        5.93448       0.237159E-005            NaN            NaN   8.36181        43.5598        1.09591        31.6188                 NaN
  1219.78        2500.00                 NaN            NaN            NaN   10.3922        4.94478                 NaN            NaN            NaN   8.35595        43.6007        1.09825        31.6081                 NaN
  1218.62        2500.00                 NaN            NaN            NaN   10.4084        4.93075                 NaN            NaN            NaN   8.35748        43.5975        1.09742        31.6084                 NaN
  1217.47        2500.00                 NaN            NaN            NaN   9.43699        5.88687                 NaN            NaN            NaN   8.37682        43.6152        1.08185        31.6023                 NaN
  1216.31        2500.00                 NaN            NaN            NaN   10.4387        4.91803                 NaN            NaN            NaN   8.37240        43.5657        1.09062        31.6146                 NaN
  1215.15        2500.00                 NaN            NaN            NaN   9.42375        5.91104                 NaN            NaN            NaN   8.37626        43.6061        1.07812        31.6047                 NaN
  1214.00        2500.00                 NaN            NaN            NaN   10.2208        5.13228                 NaN            NaN            NaN   8.37899        43.5679        1.08847        31.6116                 NaN
  1212.84        2500.00                 NaN            NaN            NaN   10.4504        4.91379                 NaN            NaN            NaN   8.38448        43.5497        1.08620        31.6154                 NaN
  1211.68        2500.00                 NaN            NaN            NaN   9.61155        5.71569                 NaN            NaN            NaN   8.39247        43.5992        1.07880        31.6023                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   9.63993        5.68890                 NaN            NaN            NaN   8.39583        43.5945        1.07824        31.6026                 NaN
  1209.37        2500.00                 NaN            NaN            NaN   10.5685        4.79142                 NaN            NaN            NaN   8.37457        43.5624        1.09072        31.6123                 NaN
  1208.21        2500.00                 NaN            NaN            NaN   9.83443        5.49414                 NaN            NaN            NaN   8.40479        43.5874        1.07698        31.6022                 NaN
  1207.06        2500.00                 NaN            NaN            NaN   10.5320        4.84237                 NaN            NaN            NaN   8.36767        43.5551        1.08738        31.6155                 NaN
  1205.90        2500.00                 NaN            NaN            NaN   10.8056        4.57801                 NaN            NaN            NaN   8.38636        43.5335        1.08063        31.6159                 NaN
  1204.74        2500.00                 NaN            NaN            NaN   10.6164        4.75245                 NaN            NaN            NaN   8.38170        43.5488        1.08699        31.6136                 NaN
  1203.59        2500.00                 NaN            NaN            NaN   10.7580        4.62093                 NaN            NaN            NaN   8.37670        43.5440        1.08438        31.6160                 NaN
  1202.43        2500.00                 NaN            NaN            NaN   3.61248        11.5871                 NaN            NaN            NaN   8.34554        43.7722        1.10346        31.5792                 NaN
  1201.27        2500.00                 NaN            NaN            NaN   11.0117        4.38437                 NaN            NaN            NaN   8.38528        43.5173        1.08189        31.6195                 NaN
  1200.12        2500.00                 NaN            NaN            NaN   3.61085        11.5906                 NaN            NaN            NaN   8.35103        43.7659        1.10237        31.5793                 NaN
  1198.96        2500.00                 NaN            NaN            NaN   10.6768        4.71618                 NaN            NaN            NaN   8.37902        43.5270        1.08165        31.6194                 NaN
  1197.80        2500.00                 NaN            NaN            NaN   3.60506        11.5984                 NaN            NaN            NaN   8.35680        43.7591        1.10119        31.5795                 NaN
  1196.65        2500.00                 NaN            NaN            NaN   10.7143        4.68334                 NaN            NaN            NaN   8.38203        43.5199        1.08010        31.6203                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   10.6914        4.70145                 NaN            NaN            NaN   8.39235        43.5132        1.08164        31.6200                 NaN
  1194.33        2500.00                 NaN            NaN            NaN   3.60147        11.6049                 NaN            NaN            NaN   8.36520        43.7492        1.09944        31.5797                 NaN
  1193.18        2500.00                 NaN            NaN            NaN   10.5843        4.81029                 NaN            NaN            NaN   8.40257        43.5057        1.07837        31.6188                 NaN
  1192.02        2500.00                 NaN            NaN            NaN   10.6769        4.73313                 NaN            NaN            NaN   8.39174        43.5033        1.07275        31.6221                 NaN
  1190.86        2500.00                 NaN            NaN            NaN   10.6315        4.77050                 NaN            NaN            NaN   8.41444        43.4930        1.07152        31.6191                 NaN
  1189.71        2500.00                 NaN            NaN            NaN   11.1497        4.24930                 NaN            NaN            NaN   8.39828        43.5103        1.07453        31.6179                 NaN
  1188.55        2500.00                 NaN            NaN            NaN   10.9480        4.46801                 NaN            NaN            NaN   8.40539        43.4833        1.07172        31.6236                 NaN
  1187.39        2500.00                 NaN            NaN            NaN   11.0735        4.33389                 NaN            NaN            NaN   8.41158        43.4902        1.07039        31.6204                 NaN
  1186.24        2500.00                 NaN            NaN            NaN   11.0818        4.32704                 NaN            NaN            NaN   8.40629        43.4913        1.07237        31.6212                 NaN
  1185.08        2500.00                 NaN            NaN            NaN   11.0253        4.38586                 NaN            NaN            NaN   8.41129        43.4855        1.07097        31.6211                 NaN
  1183.92        2500.00                 NaN            NaN            NaN   11.1681        4.25669                 NaN            NaN            NaN   8.41776        43.4628        1.06892        31.6258                 NaN
  1182.77        2500.00                 NaN            NaN            NaN   11.1150        4.30559                 NaN            NaN            NaN   8.42078        43.4708        1.06555        31.6223                 NaN
  1181.61        2500.00                 NaN            NaN            NaN   11.0191        4.39478       0.251757E-005            NaN            NaN   8.41898        43.4764        1.06837        31.6223                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   10.8757        4.54655                 NaN            NaN            NaN   8.42614        43.4654        1.06387        31.6223                 NaN
  1179.29        2500.00                 NaN            NaN            NaN   3.57393        11.6467                 NaN            NaN            NaN   8.40199        43.7048        1.09153        31.5811                 NaN
  1178.14        2500.00                 NaN            NaN            NaN   11.1251        4.29837       0.243507E-005            NaN            NaN   8.42529        43.4632        1.06446        31.6236                 NaN
  1176.98        2500.00                 NaN            NaN            NaN   11.1418        4.28573       0.243814E-005            NaN            NaN   8.43205        43.4539        1.06303        31.6234                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   10.8959        4.53941                 NaN            NaN            NaN   8.43089        43.4450        1.06263        31.6262                 NaN
  1174.67        2500.00                 NaN            NaN            NaN   10.7627        4.66986                 NaN            NaN            NaN   8.42999        43.4488        1.06337        31.6253                 NaN
  1173.51        2500.00                 NaN            NaN            NaN   11.0392        4.39567                 NaN            NaN            NaN   8.43310        43.4482        1.05913        31.6247                 NaN
  1172.35        2500.00                 NaN            NaN            NaN   12.0652        3.35841                 NaN            NaN            NaN   8.51002        43.3901        1.05743        31.6188                 NaN
  1171.20        2500.00                 NaN            NaN            NaN   11.8060        3.60268                 NaN            NaN            NaN   8.49845        43.4110        1.06514        31.6167                 NaN
  1170.04        2500.00                 NaN            NaN            NaN  0.430109E-001            NaN            NaN            NaN   5.98434        7.58722        46.4100        1.59791        32.8741        5.50342     
  1168.88        2500.00                 NaN            NaN            NaN   12.1252        3.30979                 NaN            NaN            NaN   8.51682        43.3732        1.05384        31.6211                 NaN
  1167.73        2500.00                 NaN            NaN            NaN   11.8511        3.58648                 NaN            NaN            NaN   8.51117        43.3719        1.05652        31.6229                 NaN
  1166.57        2500.00                 NaN            NaN            NaN   12.0067        3.42033                 NaN            NaN            NaN   8.51903        43.3783        1.05499        31.6206                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   12.1787        3.26450                 NaN            NaN            NaN   8.52207        43.3605        1.05139        31.6228                 NaN
  1164.26        2500.00                 NaN            NaN            NaN  0.408202E-001            NaN            NaN            NaN   5.98460        7.58709        46.4104        1.59795        32.8741        5.50503     
  1163.10        2500.00                 NaN            NaN            NaN   12.1505        3.30365                 NaN            NaN            NaN   8.52481        43.3451        1.04990        31.6260                 NaN
  1161.94        2500.00                 NaN            NaN            NaN  0.197622                 NaN            NaN            NaN   5.96562        7.59606        46.3809        1.59474        32.8745        5.39055     
  1160.79        2500.00                 NaN            NaN            NaN   12.1266        3.33242                 NaN            NaN            NaN   8.53354        43.3353        1.04579        31.6264                 NaN
  1159.63        2500.00                 NaN            NaN            NaN   12.0941        3.34310                 NaN            NaN            NaN   8.51172        43.3709        1.05743        31.6227                 NaN
  1158.47        2500.00                 NaN            NaN            NaN   11.7482        3.69385                 NaN            NaN            NaN   8.53214        43.3509        1.05139        31.6236                 NaN
  1157.32        2500.00                 NaN            NaN            NaN   12.0437        3.41552                 NaN            NaN            NaN   8.53861        43.3260        1.04686        31.6293                 NaN
  1156.16        2500.00                 NaN            NaN            NaN   12.0638        3.37346                 NaN            NaN            NaN   8.52374        43.3628        1.05433        31.6218                 NaN
  1155.00        2500.00                 NaN            NaN            NaN  0.407832E-001            NaN            NaN            NaN   5.98460        7.58709        46.4104        1.59795        32.8741        5.50507     
  1153.85        2500.00                 NaN            NaN            NaN   12.3826        3.07534                 NaN            NaN            NaN   8.54065        43.3293        1.04525        31.6268                 NaN
  1152.69        2500.00                 NaN            NaN            NaN   12.2224        3.22694                 NaN            NaN            NaN   8.52753        43.3468        1.05157        31.6248                 NaN
  1151.53        2500.00                 NaN            NaN            NaN   12.2028        3.25630                 NaN            NaN            NaN   8.53403        43.3337        1.04714        31.6260                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   12.2518        3.21814                 NaN            NaN            NaN   8.53270        43.3217        1.04627        31.6294                 NaN
  1149.22        2500.00                 NaN            NaN            NaN   12.1751        3.29836                 NaN            NaN            NaN   8.54229        43.3139        1.04098        31.6294                 NaN
  1148.06        2500.00                 NaN            NaN            NaN   12.3204        3.16768                 NaN            NaN            NaN   8.54954        43.2948        1.03613        31.6315                 NaN
  1146.91        2500.00                 NaN            NaN            NaN   12.3049        3.17402                 NaN            NaN            NaN   8.54334        43.3075        1.03992        31.6303                 NaN
  1145.75        2500.00                 NaN            NaN            NaN   12.2407        3.22863                 NaN            NaN            NaN   8.55250        43.3108        1.03933        31.6281                 NaN
  1144.59        2500.00                 NaN            NaN            NaN   12.2332        3.24730                 NaN            NaN            NaN   8.54181        43.3069        1.04060        31.6302                 NaN
  1143.44        2500.00                 NaN            NaN            NaN  0.409170E-001            NaN            NaN            NaN   5.98460        7.58710        46.4104        1.59795        32.8741        5.50494     
  1142.28        2500.00                 NaN            NaN            NaN   12.2615        3.22478                 NaN            NaN            NaN   8.55260        43.2942        1.03661        31.6303                 NaN
  1141.12        2500.00                 NaN            NaN            NaN   12.2805        3.21986                 NaN            NaN            NaN   8.55922        43.2762        1.03100        31.6332                 NaN
  1139.97        2500.00                 NaN            NaN            NaN   12.2008        3.28712                 NaN            NaN            NaN   8.55803        43.2881        1.03403        31.6320                 NaN
  1138.81        2500.00                 NaN            NaN            NaN   11.9276        3.55762                 NaN            NaN            NaN   8.55733        43.2900        1.03640        31.6310                 NaN
  1137.65        2500.00                 NaN            NaN            NaN   2.36271        13.0651                 NaN            NaN            NaN   8.52264        43.3734        1.05327        31.6229                 NaN
  1136.50        2500.00                 NaN            NaN            NaN   12.3504        3.14503                 NaN            NaN            NaN   8.56165        43.2800        1.03063        31.6323                 NaN
  1135.34        2500.00                 NaN            NaN            NaN   12.3334        3.16003                 NaN            NaN            NaN   8.56417        43.2799        1.02992        31.6325                 NaN
  1134.18        2500.00                 NaN            NaN            NaN   12.3398        3.16124                 NaN            NaN            NaN   8.56371        43.2691        1.03120        31.6350                 NaN
  1133.03        2500.00                 NaN            NaN            NaN   12.3418        3.16269                 NaN            NaN            NaN   8.56514        43.2645        1.03035        31.6355                 NaN
  1131.87        2500.00                 NaN            NaN            NaN   12.1406        3.36116                 NaN            NaN            NaN   8.55815        43.2734        1.03223        31.6345                 NaN
  1130.71        2500.00                 NaN            NaN            NaN   12.4680        3.07168                 NaN            NaN            NaN   8.57978        43.2227        1.01829        31.6396                 NaN
  1129.56        2500.00                 NaN            NaN            NaN   12.3542        3.17398                 NaN            NaN            NaN   8.57637        43.2342        1.02226        31.6390                 NaN
  1128.40        2500.00                 NaN            NaN            NaN   12.4543        3.09291                 NaN            NaN            NaN   8.58596        43.2076        1.01606        31.6431                 NaN
  1127.24        2500.00                 NaN            NaN            NaN   12.2608        3.26386                 NaN            NaN            NaN   8.58018        43.2357        1.02114        31.6383                 NaN
  1126.08        2500.00                 NaN            NaN            NaN   11.9210        3.60012                 NaN            NaN            NaN   8.57629        43.2391        1.02533        31.6381                 NaN
  1124.93        2500.00                 NaN            NaN            NaN   12.4214        3.10342                 NaN            NaN            NaN   8.58316        43.2354        1.01952        31.6371                 NaN
  1123.77        2500.00                 NaN            NaN            NaN   12.1910        3.33954                 NaN            NaN            NaN   8.59338        43.2230        1.01519        31.6379                 NaN
  1122.61        2500.00                 NaN            NaN            NaN   12.2266        3.30072                 NaN            NaN            NaN   8.57942        43.2336        1.02087        31.6388                 NaN
  1121.46        2500.00                 NaN            NaN            NaN   2.15719        13.3043                 NaN            NaN            NaN   8.55079        43.3234        1.03634        31.6280                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   12.3965        3.13872                 NaN            NaN            NaN   8.58485        43.2206        1.01913        31.6403                 NaN
  1119.14        2500.00                 NaN            NaN            NaN   12.4195        3.12003                 NaN            NaN            NaN   8.58750        43.2155        1.01724        31.6403                 NaN
  1117.99        2500.00                 NaN            NaN            NaN   12.4138        3.12884                 NaN            NaN            NaN   8.58932        43.2107        1.01632        31.6410                 NaN
  1116.83        2500.00                 NaN            NaN            NaN   12.3973        3.14950                 NaN            NaN            NaN   8.59340        43.2044        1.01352        31.6418                 NaN
  1115.67        2500.00                 NaN            NaN            NaN   2.07494        13.3996                 NaN            NaN            NaN   8.56747        43.3022        1.02692        31.6288                 NaN
  1114.52        2500.00                 NaN            NaN            NaN   12.4043        3.14849       0.169115E-005            NaN            NaN   8.59750        43.1971        1.01048        31.6421                 NaN
  1113.36        2500.00                 NaN            NaN            NaN   12.3150        3.24834                 NaN            NaN            NaN   8.60386        43.1802        1.00760        31.6449                 NaN
  1112.20        2500.00                 NaN            NaN            NaN   12.5125        3.06869                 NaN            NaN            NaN   8.62225        43.1516       0.997853        31.6472                 NaN
  1111.05        2500.00                 NaN            NaN            NaN   12.3009        3.25906                 NaN            NaN            NaN   8.60053        43.1838        1.01066        31.6451                 NaN
  1109.89        2500.00                 NaN            NaN            NaN   12.4765        3.10790       0.363508E-005            NaN            NaN   8.62693        43.1433       0.996505        31.6488                 NaN
  1108.73        2500.00                 NaN            NaN            NaN   12.5712        3.00849                 NaN            NaN            NaN   8.62088        43.1484        1.00112        31.6499                 NaN
  1107.58        2500.00                 NaN            NaN            NaN   12.4442        3.14199                 NaN            NaN            NaN   8.61636        43.1535       0.997338        31.6466                 NaN
  1106.42        2500.00                 NaN            NaN            NaN   12.5264        3.06090                 NaN            NaN            NaN   8.62084        43.1452       0.997928        31.6487                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   12.5045        3.08521                 NaN            NaN            NaN   8.62225        43.1411       0.997479        31.6494                 NaN
  1104.11        2500.00                 NaN            NaN            NaN   12.2641        3.31632                 NaN            NaN            NaN   8.61010        43.1582        1.00303        31.6483                 NaN
  1102.95        2500.00                 NaN            NaN            NaN   12.3088        3.27574                 NaN            NaN            NaN   8.61478        43.1506        1.00109        31.6489                 NaN
  1101.79        2500.00                 NaN            NaN            NaN   12.3417        3.23581                 NaN            NaN            NaN   8.61513        43.1567        1.00257        31.6480                 NaN
  1100.64        2500.00                 NaN            NaN            NaN   12.3276        3.25722       0.162728E-005            NaN            NaN   8.61595        43.1493        1.00086        31.6491                 NaN
  1099.48        2500.00                 NaN            NaN            NaN   12.3919        3.19844       0.161959E-005            NaN            NaN   8.61849        43.1430       0.998775        31.6493                 NaN
  1098.32        2500.00                 NaN            NaN            NaN   12.5948        3.02069       0.175496E-005            NaN            NaN   8.63353        43.1055       0.990987        31.6545                 NaN
  1097.17        2500.00                 NaN            NaN            NaN   12.3006        3.30218       0.179135E-005            NaN            NaN   8.63109        43.1155       0.996369        31.6542                 NaN
  1096.01        2500.00                 NaN            NaN            NaN   12.2986        3.28909       0.173898E-005            NaN            NaN   8.62768        43.1391       0.996676        31.6489                 NaN
  1094.85        2500.00                 NaN            NaN            NaN   12.3845        3.22361       0.559231E-005            NaN            NaN   8.64003        43.1111       0.987889        31.6529                 NaN
  1093.70        2500.00                 NaN            NaN            NaN   12.3532        3.25569       0.151065E-005            NaN            NaN   8.64188        43.1079       0.987957        31.6534                 NaN
  1092.54        2500.00                 NaN            NaN            NaN   12.3183        3.28813       0.151354E-005            NaN            NaN   8.64098        43.1108       0.988997        31.6527                 NaN
  1091.38        2500.00                 NaN            NaN            NaN   12.1322        3.46856       0.568449E-005            NaN            NaN   8.63953        43.1161       0.991798        31.6518                 NaN
  1090.23        2500.00                 NaN            NaN            NaN  0.387279E-001   12.2946        3.06501       0.219776E-004            NaN   8.63381        43.3372        1.01933        31.6113                 NaN
  1089.07        2500.00                 NaN            NaN            NaN  0.387273E-001   12.2942        3.06589                 NaN            NaN   8.63681        43.3346        1.01846        31.6113                 NaN
  1087.91        2500.00                 NaN            NaN            NaN  0.387279E-001   12.2932        3.06768                 NaN            NaN   8.63967        43.3317        1.01760        31.6114                 NaN
  1086.76        2500.00                 NaN            NaN            NaN   10.2373       0.426194E-001   5.31098                 NaN            NaN   8.70526        43.1027       0.968984        31.6322                 NaN
  1085.60        2500.00                 NaN            NaN            NaN  0.387277E-001   12.2895        3.07565                 NaN            NaN   8.64466        43.3238        1.01589        31.6118                 NaN
  1084.44        2500.00                 NaN            NaN            NaN  0.387273E-001   12.2871        3.08092                 NaN            NaN   8.64694        43.3193        1.01499        31.6120                 NaN
  1083.29        2500.00                 NaN            NaN            NaN  0.387276E-001   12.2847        3.08635       0.186517E-004            NaN   8.64922        43.3147        1.01401        31.6122                 NaN
  1082.13        2500.00                 NaN            NaN            NaN  0.387280E-001   12.2825        3.09159       0.211849E-004            NaN   8.65156        43.3103        1.01295        31.6124                 NaN
  1080.97        2500.00                 NaN            NaN            NaN  0.387278E-001   12.2806        3.09633                 NaN            NaN   8.65400        43.3062        1.01180        31.6124                 NaN
  1079.82        2500.00                 NaN            NaN            NaN  0.387277E-001   12.2794        3.10109                 NaN            NaN   8.65644        43.3019        1.01031        31.6122                 NaN
  1078.66        2500.00                 NaN            NaN            NaN  0.387279E-001   12.2796        3.10427                 NaN            NaN   8.65922        43.2983        1.00835        31.6116                 NaN
  1077.50        2500.00                 NaN            NaN            NaN   8.42730        7.18048       0.345596E-004            NaN            NaN   8.75430        43.0272       0.963775        31.6469                 NaN
  1076.34        2500.00                 NaN            NaN            NaN  0.387281E-001   12.2810        3.10251                 NaN            NaN   8.66563        43.2940        1.00667        31.6115                 NaN
  1075.19        2500.00                 NaN            NaN            NaN  0.387278E-001   12.2655        3.11120                 NaN            NaN   8.67314        43.3015        1.00256        31.6074                 NaN
  1074.03        2500.00                 NaN            NaN            NaN  0.387281E-001   12.2843        3.08298                 NaN            NaN   8.68226        43.2960        1.00433        31.6114                 NaN
  1072.87        2500.00                 NaN            NaN            NaN  0.387274E-001   12.2830        3.08634                 NaN            NaN   8.68497        43.2918        1.00341        31.6117                 NaN
  1071.72        2500.00                 NaN            NaN            NaN  0.387276E-001   12.2815        3.09790                 NaN            NaN   8.68184        43.2897        1.00110        31.6092                 NaN
  1070.56        2500.00                 NaN            NaN            NaN  0.387279E-001   12.2802        3.09322                 NaN            NaN   8.69039        43.2835        1.00156        31.6124                 NaN
  1069.40        2500.00                 NaN            NaN            NaN  0.387276E-001   12.2788        3.09666                 NaN            NaN   8.69308        43.2793        1.00064        31.6128                 NaN
  1068.25        2500.00                 NaN            NaN            NaN   10.9638        4.59629                 NaN            NaN            NaN   8.73056        43.0957       0.975886        31.6378                 NaN
  1067.09        2500.00                 NaN            NaN            NaN  0.387278E-001   12.2763        3.10304                 NaN            NaN   8.69832        43.2714       0.998831        31.6134                 NaN
  1065.93        2500.00                 NaN            NaN            NaN  0.387281E-001   12.2749        3.10631                 NaN            NaN   8.70092        43.2674       0.997931        31.6138                 NaN
  1064.78        2500.00                 NaN            NaN            NaN  0.387274E-001   12.2735        3.10961                 NaN            NaN   8.70353        43.2635       0.997037        31.6141                 NaN
  1063.62        2500.00                 NaN            NaN            NaN   11.0236        4.46288       0.750597E-001            NaN            NaN   8.74055        43.0797       0.975787        31.6425                 NaN
  1062.46        2500.00                 NaN            NaN            NaN   11.0543        4.50532                 NaN            NaN            NaN   8.74017        43.0818       0.975992        31.6423                 NaN
  1061.31        2500.00                 NaN            NaN            NaN  0.442231E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1060.15        2500.00                 NaN            NaN            NaN  0.136655E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1058.99        2500.00                 NaN            NaN            NaN  0.435349E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1057.84        2500.00                 NaN            NaN            NaN  0.432014E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1056.68        2500.00                 NaN            NaN            NaN  0.428775E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1055.52        2500.00                 NaN            NaN            NaN  0.425608E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1054.37        2500.00                 NaN            NaN            NaN  0.422551E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1053.21        2500.00                 NaN            NaN            NaN  0.419543E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1052.05        2500.00                 NaN            NaN            NaN  0.416631E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1050.90        2500.00                 NaN            NaN            NaN  0.413778E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1049.74        2500.00                 NaN            NaN            NaN  0.411004E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1048.58        2500.00                 NaN            NaN            NaN  0.408314E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1047.43        2500.00                 NaN            NaN            NaN  0.405681E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1046.27        2500.00                 NaN            NaN            NaN  0.403118E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1045.11        2500.00                 NaN            NaN            NaN  0.136656E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1043.96        2500.00                 NaN            NaN            NaN  0.398211E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1042.80        2500.00                 NaN            NaN            NaN  0.395838E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1041.64        2500.00                 NaN            NaN            NaN  0.400050E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1040.49        2500.00                 NaN            NaN            NaN  0.397783E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1039.33        2500.00                 NaN            NaN            NaN  0.395558E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1038.17        2500.00                 NaN            NaN            NaN  0.387041E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1037.02        2500.00                 NaN            NaN            NaN  0.385002E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1035.86        2500.00                 NaN            NaN            NaN  0.383018E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1034.70        2500.00                 NaN            NaN            NaN  0.381090E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1033.55        2500.00                 NaN            NaN            NaN  0.379207E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1032.39        2500.00                 NaN            NaN            NaN  0.377403E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1031.23        2500.00                 NaN            NaN            NaN  0.375637E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
