|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1278.85        500.000                 NaN            NaN            NaN   56.5359       0.606919        25.5755        6.64573        6.05682        3.95683       0.622224                 NaN
  1275.64        500.000                 NaN            NaN            NaN   56.5357       0.606934        25.5755        6.64571        6.05684        3.95706       0.622235                 NaN
  1272.44        500.000                 NaN            NaN            NaN   56.5355       0.606949        25.5755        6.64570        6.05686        3.95729       0.622246                 NaN
  1269.23        500.000                 NaN            NaN            NaN   56.5352       0.606965        25.5755        6.64568        6.05687        3.95752       0.622257                 NaN
  1266.03        500.000                 NaN            NaN            NaN   56.5350       0.606980        25.5755        6.64566        6.05689        3.95774       0.622268                 NaN
  1262.82        500.000                 NaN            NaN            NaN   56.5347       0.606995        25.5755        6.64565        6.05691        3.95797       0.622279                 NaN
  1259.62        500.000                 NaN            NaN            NaN   56.5345       0.607011        25.5755        6.64563        6.05693        3.95820       0.622289                 NaN
  1256.41        500.000                 NaN            NaN            NaN   56.5425       0.630008        25.7235        5.74146        6.69831        4.02335       0.640939                 NaN
  1253.21        500.000                 NaN            NaN            NaN   56.5422       0.630023        25.7235        5.74147        6.69829        4.02358       0.640950                 NaN
  1250.00        500.000                 NaN            NaN            NaN   56.5420       0.630039        25.7235        5.74149        6.69828        4.02381       0.640961                 NaN
  1246.79        500.000                 NaN            NaN            NaN   56.5417       0.630055        25.7235        5.74151        6.69826        4.02404       0.640972                 NaN
  1243.59        500.000                 NaN            NaN            NaN   56.5414       0.630071        25.7235        5.74153        6.69824        4.02427       0.640983                 NaN
  1240.38        500.000                 NaN            NaN            NaN   56.5412       0.630086        25.7235        5.74155        6.69822        4.02450       0.640994                 NaN
  1237.18        500.000                 NaN            NaN            NaN   56.5409       0.630102        25.7235        5.74157        6.69821        4.02473       0.641005                 NaN
  1233.97        500.000                 NaN            NaN            NaN   56.5407       0.630118        25.7234        5.74159        6.69819        4.02496       0.641016                 NaN
  1230.77        500.000                 NaN            NaN            NaN   56.5485       0.653771        25.8405        5.46672        6.74541        4.08735       0.657723                 NaN
  1227.56        500.000                 NaN            NaN            NaN   56.5482       0.653788        25.8405        5.46674        6.74539        4.08758       0.657734                 NaN
  1224.36        500.000                 NaN            NaN            NaN   56.5480       0.653804        25.8405        5.46676        6.74537        4.08781       0.657745                 NaN
  1221.15        500.000                 NaN            NaN            NaN   56.5477       0.653820        25.8405        5.46678        6.74536        4.08805       0.657757                 NaN
  1217.95        500.000                 NaN            NaN            NaN   56.5474       0.653836        25.8405        5.46680        6.74534        4.08828       0.657768                 NaN
  1214.74        500.000                 NaN            NaN            NaN   56.5472       0.653852        25.8405        5.46682        6.74532        4.08851       0.657779                 NaN
  1211.54        500.000                 NaN            NaN            NaN   56.5469       0.653868        25.8405        5.46684        6.74530        4.08875       0.657790                 NaN
  1208.33        500.000                 NaN            NaN            NaN   56.5466       0.653884        25.8405        5.46686        6.74528        4.08898       0.657802                 NaN
  1205.13        500.000                 NaN            NaN            NaN   56.5432       0.681740        25.9371        6.78815        5.23102        4.14683       0.671941                 NaN
  1201.92        500.000                 NaN            NaN            NaN   56.5430       0.681756        25.9371        6.78813        5.23104        4.14707       0.671952                 NaN
  1198.72        500.000                 NaN            NaN            NaN   56.5427       0.681773        25.9371        6.78811        5.23107        4.14730       0.671963                 NaN
  1195.51        500.000                 NaN            NaN            NaN   56.5424       0.681789        25.9371        6.78809        5.23109        4.14754       0.671975                 NaN
  1192.31        500.000                 NaN            NaN            NaN   56.5421       0.681806        25.9371        6.78807        5.23111        4.14778       0.671986                 NaN
  1189.10        500.000                 NaN            NaN            NaN   56.5419       0.681822        25.9371        6.78805        5.23113        4.14801       0.671997                 NaN
  1185.90        500.000                 NaN            NaN            NaN   56.5416       0.681839        25.9371        6.78803        5.23115        4.14825       0.672009                 NaN
  1182.69        500.000                 NaN            NaN            NaN   56.5413       0.681855        25.9371        6.78801        5.23117        4.14848       0.672020                 NaN
  1179.49        500.000                 NaN            NaN            NaN   56.5420       0.708851        26.0309        5.00432        6.82356        4.20407       0.686290                 NaN
  1176.28        500.000                 NaN            NaN            NaN   56.5417       0.708868        26.0310        5.00434        6.82354        4.20431       0.686302                 NaN
  1173.08        500.000                 NaN            NaN            NaN   56.5414       0.708885        26.0310        5.00436        6.82352        4.20455       0.686313                 NaN
  1169.87        500.000                 NaN            NaN            NaN   56.5411       0.708902        26.0310        5.00438        6.82350        4.20479       0.686325                 NaN
  1166.67        500.000                 NaN            NaN            NaN   56.5409       0.708919        26.0310        5.00440        6.82348        4.20503       0.686336                 NaN
  1163.46        500.000                 NaN            NaN            NaN   56.5406       0.708936        26.0310        5.00442        6.82346        4.20526       0.686348                 NaN
  1160.26        500.000                 NaN            NaN            NaN   56.5403       0.708953        26.0310        5.00445        6.82344        4.20550       0.686359                 NaN
  1157.05        500.000                 NaN            NaN            NaN   56.5400       0.708970        26.0310        5.00447        6.82342        4.20574       0.686370                 NaN
  1153.85        500.000                 NaN            NaN            NaN   56.5346       0.738412        26.1142        4.80088        6.85527        4.25795       0.698691                 NaN
  1150.64        500.000                 NaN            NaN            NaN   56.5343       0.738430        26.1142        4.80091        6.85525        4.25819       0.698702                 NaN
  1147.44        500.000                 NaN            NaN            NaN   56.5340       0.738447        26.1142        4.80093        6.85522        4.25843       0.698714                 NaN
  1144.23        500.000                 NaN            NaN            NaN   56.5337       0.738465        26.1142        4.80095        6.85520        4.25867       0.698725                 NaN
  1141.03        500.000                 NaN            NaN            NaN   56.5334       0.738482        26.1143        4.80097        6.85518        4.25891       0.698737                 NaN
  1137.82        500.000                 NaN            NaN            NaN   56.5332       0.738499        26.1143        4.80100        6.85516        4.25916       0.698749                 NaN
  1134.62        500.000                 NaN            NaN            NaN   56.5329       0.738517        26.1143        4.80102        6.85514        4.25940       0.698760                 NaN
  1131.41        500.000                 NaN            NaN            NaN   56.5326       0.738534        26.1143        4.80104        6.85512        4.25964       0.698771                 NaN
  1128.21        500.000                 NaN            NaN            NaN   56.5234       0.769593        26.1937        6.88323        4.61143        4.30896       0.709648                 NaN
  1125.00        500.000                 NaN            NaN            NaN   56.5231       0.769611        26.1937        6.88321        4.61145        4.30920       0.709660                 NaN
  1121.79        500.000                 NaN            NaN            NaN   56.5229       0.769629        26.1937        6.88319        4.61148        4.30945       0.709671                 NaN
  1118.59        500.000                 NaN            NaN            NaN   56.5226       0.769647        26.1938        6.88316        4.61150        4.30969       0.709683                 NaN
  1115.38        500.000                 NaN            NaN            NaN   56.5223       0.769665        26.1938        6.88314        4.61152        4.30993       0.709695                 NaN
  1112.18        500.000                 NaN            NaN            NaN   56.5220       0.769683        26.1938        6.88312        4.61155        4.31018       0.709706                 NaN
  1108.97        500.000                 NaN            NaN            NaN   56.5217       0.769700        26.1938        6.88310        4.61157        4.31042       0.709718                 NaN
  1105.77        500.000                 NaN            NaN            NaN   56.5214       0.769718        26.1938        6.88308        4.61159        4.31066       0.709729                 NaN
  1102.56        500.000                 NaN            NaN            NaN   56.5088       0.802353        26.2724        6.90626        4.43355        4.35725       0.719368                 NaN
  1099.36        500.000                 NaN            NaN            NaN   56.5085       0.802372        26.2725        6.90624        4.43357        4.35749       0.719380                 NaN
  1096.15        500.000                 NaN            NaN            NaN   56.5082       0.802390        26.2725        6.90622        4.43360        4.35774       0.719391                 NaN
  1092.95        500.000                 NaN            NaN            NaN   56.5079       0.802409        26.2725        6.90619        4.43362        4.35798       0.719403                 NaN
  1089.74        500.000                 NaN            NaN            NaN   56.5076       0.802427        26.2725        6.90617        4.43364        4.35823       0.719415                 NaN
  1086.54        500.000                 NaN            NaN            NaN   56.5073       0.802445        26.2725        6.90615        4.43367        4.35847       0.719426                 NaN
  1083.33        500.000                 NaN            NaN            NaN   56.5070       0.802464        26.2726        6.90613        4.43369        4.35872       0.719438                 NaN
  1080.13        500.000                 NaN            NaN            NaN   56.5067       0.802482        26.2726        6.90611        4.43372        4.35896       0.719449                 NaN
  1076.92        500.000                 NaN            NaN            NaN   56.4919       0.836436        26.3478        6.92824        4.26602        4.40227       0.727384                 NaN
  1073.72        500.000                 NaN            NaN            NaN   56.4916       0.836455        26.3478        6.92822        4.26604        4.40251       0.727396                 NaN
  1070.51        500.000                 NaN            NaN            NaN   56.4912       0.836474        26.3478        6.92820        4.26607        4.40276       0.727407                 NaN
  1067.31        500.000                 NaN            NaN            NaN   56.4909       0.836493        26.3479        6.92818        4.26609        4.40301       0.727419                 NaN
  1064.10        500.000                 NaN            NaN            NaN   56.4813       0.854382        26.3868        6.93746        4.18585        4.42331       0.730932                 NaN
  1060.90        500.000                 NaN            NaN            NaN   56.4752       0.859962        26.3978        6.94036        4.16733        4.42808       0.731235                 NaN
  1057.69        500.000                 NaN            NaN            NaN   56.4720       0.864480        26.4082        4.14753        6.94340        4.43345       0.570804       0.160106     
  1054.49        500.000                 NaN            NaN            NaN   56.4719       0.868184        26.4134        6.94587        4.13210        4.43965                 NaN  0.728898     
  1051.28        500.000                 NaN            NaN            NaN   56.4693       0.872765        26.4234        6.94806        4.11170        4.44422                 NaN  0.730642     
  1048.08        500.000                 NaN            NaN            NaN   56.4690       0.872785        26.4234        6.94804        4.11173        4.44447                 NaN  0.730630     
  1044.87        500.000                 NaN            NaN            NaN   56.4687       0.872805        26.4234        6.94802        4.11175        4.44472                 NaN  0.730617     
  1041.67        500.000                 NaN            NaN            NaN   56.4684       0.872825        26.4235        6.94799        4.11178        4.44497                 NaN  0.730604     
  1038.46        500.000                 NaN            NaN            NaN   56.4681       0.872845        26.4235        6.94797        4.11181        4.44522                 NaN  0.730590     
  1035.26        500.000                 NaN            NaN            NaN   56.4678       0.872864        26.4235        6.94795        4.11183        4.44547                 NaN  0.730577     
  1032.05        500.000                 NaN            NaN            NaN   56.4675       0.872884        26.4236        6.94793        4.11186        4.44572                 NaN  0.730563     
  1028.85        500.000                 NaN            NaN            NaN   56.4672       0.872904        26.4236        6.94791        4.11189        4.44597                 NaN  0.730550     
  1025.64        500.000                 NaN            NaN            NaN   56.4437       0.911602        26.5067        6.96244        3.95218        4.47776                 NaN  0.745661     
  1022.44        500.000                 NaN            NaN            NaN   56.4434       0.911623        26.5067        6.96242        3.95220        4.47801                 NaN  0.745647     
  1019.23        500.000                 NaN            NaN            NaN   56.4431       0.911643        26.5068        6.96240        3.95223        4.47826                 NaN  0.745633     
  1016.03        500.000                 NaN            NaN            NaN   56.4428       0.911664        26.5068        6.96237        3.95226        4.47851                 NaN  0.745620     
  1012.82        500.000                 NaN            NaN            NaN   56.4425       0.911684        26.5069        6.96235        3.95228        4.47876                 NaN  0.745606     
  1009.62        500.000                 NaN            NaN            NaN   56.4422       0.911704        26.5069        6.96233        3.95231        4.47902                 NaN  0.745593     
  1006.41        500.000                 NaN            NaN            NaN   56.4418       0.911725        26.5069        6.96231        3.95234        4.47927                 NaN  0.745580     
  1003.21        500.000                 NaN            NaN            NaN   56.4415       0.911745        26.5070        6.96228        3.95237        4.47952                 NaN  0.745567     
  1000.00        500.000                 NaN            NaN            NaN   56.4173       0.951630        26.5872        6.97815        3.79846        4.50616                 NaN  0.761150     
