|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1278.85        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1275.64        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1272.44        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1269.23        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1266.03        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1262.82        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1259.62        500.000                 NaN            NaN            NaN   57.8550       0.779371        25.3094        6.45447        5.91372        3.21805       0.469991                 NaN
  1256.41        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1253.21        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1250.00        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1246.79        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1243.59        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1240.38        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1237.18        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1233.97        500.000                 NaN            NaN            NaN   57.8692       0.809460        25.4605        5.60321        6.50229        3.27120       0.484133                 NaN
  1230.77        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1227.56        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1224.36        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1221.15        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1217.95        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1214.74        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1211.54        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1208.33        500.000                 NaN            NaN            NaN   57.8922       0.840101        25.5723        5.33231        6.54423        3.32205       0.496806                 NaN
  1205.13        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1201.92        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1198.72        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1195.51        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1192.31        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1189.10        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1185.90        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1182.69        500.000                 NaN            NaN            NaN   57.8839       0.876650        25.6776        6.58343        5.10174        3.36919       0.507539                 NaN
  1179.49        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1176.28        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1173.08        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1169.87        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1166.67        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1163.46        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1160.26        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1157.05        500.000                 NaN            NaN            NaN   57.8973       0.911574        25.7675        4.87726        6.61363        3.41442       0.518360                 NaN
  1153.85        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1150.64        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1147.44        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1144.23        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1141.03        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1137.82        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1134.62        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1131.41        500.000                 NaN            NaN            NaN   57.8968       0.949791        25.8514        4.67645        6.64091        3.45688       0.527709                 NaN
  1128.21        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1125.00        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1121.79        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1118.59        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1115.38        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1112.18        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1108.97        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1105.77        500.000                 NaN            NaN            NaN   57.8903       0.990073        25.9322        6.66484        4.48970        3.49695       0.535958                 NaN
  1102.56        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1099.36        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1096.15        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1092.95        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1089.74        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1086.54        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1083.33        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1080.13        500.000                 NaN            NaN            NaN   57.8780        1.03243        26.0139        6.68359        4.31401        3.53477       0.543282                 NaN
  1076.92        500.000                 NaN            NaN            NaN   57.8677        1.07618        26.0872        6.70158        4.14818        3.56987       0.549307                 NaN
  1073.72        500.000                 NaN            NaN            NaN   57.8677        1.07618        26.0872        6.70158        4.14818        3.56987       0.549307                 NaN
  1070.51        500.000                 NaN            NaN            NaN   57.8677        1.07618        26.0872        6.70158        4.14818        3.56987       0.549307                 NaN
  1067.31        500.000                 NaN            NaN            NaN   57.8677        1.07618        26.0872        6.70158        4.14818        3.56987       0.549307                 NaN
  1064.10        500.000                 NaN            NaN            NaN   57.8582        1.09926        26.1269        6.70862        4.06890        3.58620       0.551974                 NaN
  1060.90        500.000                 NaN            NaN            NaN   57.8433        1.10673        26.1446        6.71188        4.05147        3.58990       0.552196                 NaN
  1057.69        500.000                 NaN            NaN            NaN   57.8396        1.11256        26.1555        4.03197        6.71419        3.59408       0.431040       0.121008     
  1054.49        500.000                 NaN            NaN            NaN   57.8498        1.11695        26.1536        6.71487        4.01498        3.59890                 NaN  0.550909     
  1051.28        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1048.08        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1044.87        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1041.67        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1038.46        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1035.26        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1032.05        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1028.85        500.000                 NaN            NaN            NaN   57.8479        1.12282        26.1632        6.71651        3.99486        3.60242                 NaN  0.552241     
  1025.64        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1022.44        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1019.23        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1016.03        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1012.82        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1009.62        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1006.41        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1003.21        500.000                 NaN            NaN            NaN   57.8188        1.17294        26.2527        6.72663        3.83708        3.62816                 NaN  0.563702     
  1000.00        500.000                 NaN            NaN            NaN   57.7992        1.22391        26.3284        6.73809        3.68525        3.64965                 NaN  0.575513     
