|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        q             
  1261.78        2500.00                 NaN   96.6824                 NaN            NaN  0.982934                 NaN            NaN            NaN            NaN  0.426796                 NaN   1.90786                 NaN
  1260.55        2500.00                 NaN   97.0017                 NaN            NaN  0.939026                 NaN            NaN            NaN            NaN  0.399743                 NaN   1.65954                 NaN
  1259.32        2500.00                 NaN   95.0542                 NaN            NaN   1.26715                 NaN            NaN            NaN  0.811614E-001  0.698714                 NaN   2.89873                 NaN
  1258.09        2500.00                 NaN   90.6458                 NaN            NaN   2.32667                 NaN            NaN            NaN  0.139511        1.28944                 NaN   5.59861                 NaN
  1256.87        2500.00                 NaN   97.7258                 NaN            NaN  0.668644                 NaN            NaN            NaN  0.725870E-002  0.305069                 NaN   1.29323                 NaN
  1255.64        2500.00                 NaN   88.7424                 NaN            NaN   1.70639       0.808500E-001            NaN            NaN  0.933428        1.56023                 NaN   6.97667                 NaN
  1254.41        2500.00                 NaN   99.5194                 NaN            NaN  0.260330                 NaN            NaN            NaN            NaN  0.200124       0.201808E-001            NaN            NaN
  1253.18        2500.00                 NaN   96.2600                 NaN            NaN   1.50627                 NaN            NaN            NaN            NaN  0.620175                 NaN   1.61354                 NaN
  1251.95        2500.00                 NaN   99.9423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552898E-001  0.244590E-002            NaN            NaN
  1250.72        2500.00                 NaN   90.1932                 NaN            NaN   2.11694       0.514124                 NaN            NaN            NaN   1.31655       0.147768        5.71147                 NaN
  1249.49        2500.00                 NaN   99.5183                 NaN            NaN  0.469009E-001  0.105413                 NaN            NaN            NaN  0.586627E-001  0.499643E-002  0.265737                 NaN
  1248.26        2500.00                 NaN   99.8644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656884E-001            NaN  0.699280E-001            NaN
  1247.03        2500.00                 NaN   92.3653        6.63732                 NaN  0.184954                 NaN            NaN            NaN  0.509117E-001  0.501914E-001  0.126493E-001  0.698650                 NaN
  1245.80        2500.00                 NaN   99.5288                 NaN            NaN  0.902901E-001  0.660826E-001            NaN            NaN            NaN  0.622546E-001  0.434141E-002  0.248271                 NaN
  1244.58        2500.00                 NaN   99.7503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.103538                 NaN  0.146199                 NaN
  1243.35        2500.00                 NaN   90.2334        9.16716                 NaN  0.163187       0.133456                 NaN            NaN            NaN  0.151126E-001  0.872150E-002  0.278944                 NaN
  1242.12        2500.00                 NaN   99.3858                 NaN            NaN  0.866958E-001            NaN            NaN            NaN  0.346726E-001  0.588781E-001  0.622409E-002  0.427700                 NaN
  1240.89        2500.00                 NaN   99.5420                 NaN            NaN  0.734650E-001  0.771695E-001            NaN            NaN            NaN  0.593893E-001  0.438535E-002  0.243611                 NaN
  1239.66        2500.00                 NaN   99.8553                 NaN            NaN  0.627628E-001            NaN            NaN            NaN            NaN            NaN  0.127629E-002  0.806397E-001            NaN
  1238.43        2500.00                 NaN   99.8939                 NaN            NaN  0.305402E-001  0.262764E-001            NaN            NaN            NaN            NaN            NaN  0.492394E-001            NaN
  1237.20        2500.00                 NaN   99.7834                 NaN            NaN  0.589685E-001            NaN            NaN            NaN            NaN  0.103812E-001            NaN  0.147265                 NaN
  1235.97        2500.00                 NaN   99.3762                 NaN            NaN  0.219529                 NaN            NaN            NaN            NaN  0.678072E-001  0.177424E-001  0.318679                 NaN
  1234.74        2500.00                 NaN   99.1874                 NaN            NaN  0.135835                 NaN            NaN            NaN  0.103379       0.173449       0.900773E-002  0.390895                 NaN
  1233.51        2500.00                 NaN   99.4004                 NaN            NaN  0.150857       0.351382E-004            NaN            NaN            NaN  0.645236E-001  0.506800E-002  0.340425       0.386475E-001
  1232.29        2500.00                 NaN   99.4941                 NaN            NaN  0.133034                 NaN            NaN            NaN            NaN  0.419571E-001  0.383915E-002  0.327078                 NaN
  1231.06        2500.00                 NaN   83.6155                 NaN            NaN  0.189049        1.65382                 NaN            NaN            NaN   1.31574       0.874749E-001   8.21268        4.92573     
  1229.83        2500.00                 NaN            NaN            NaN            NaN   11.1852                 NaN            NaN            NaN            NaN   8.16517       0.611971        46.5017        33.5359     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   11.1866                 NaN            NaN            NaN            NaN   8.16823       0.611527        46.4968        33.5369     
  1227.37        2500.00                 NaN            NaN            NaN            NaN   11.1879                 NaN            NaN            NaN            NaN   8.17128       0.611080        46.4918        33.5379     
  1226.14        2500.00                 NaN            NaN            NaN            NaN   11.1893                 NaN            NaN            NaN            NaN   8.17434       0.610630        46.4868        33.5390     
  1224.91        2500.00                 NaN            NaN            NaN            NaN   11.1907                 NaN            NaN            NaN            NaN   8.17738       0.610177        46.4818        33.5400     
  1223.68        2500.00                 NaN            NaN            NaN            NaN   11.1920                 NaN            NaN            NaN            NaN   8.18044       0.609724        46.4768        33.5410     
  1222.45        2500.00                 NaN            NaN            NaN            NaN   11.1934                 NaN            NaN            NaN            NaN   8.18349       0.609266        46.4718        33.5420     
  1221.22        2500.00                 NaN            NaN            NaN            NaN   11.1948                 NaN            NaN            NaN            NaN   8.18654       0.608802        46.4667        33.5431     
  1220.00        2500.00                 NaN            NaN            NaN            NaN   11.1963                 NaN            NaN            NaN            NaN   8.18959       0.608341        46.4617        33.5441     
  1218.77        2500.00                 NaN            NaN            NaN            NaN   11.2080                 NaN            NaN            NaN            NaN   8.20752       0.618809        46.4072        33.5584     
  1217.54        2500.00                 NaN            NaN            NaN            NaN   11.2485                 NaN            NaN            NaN            NaN   8.26429       0.594604        46.3370        33.5557     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   11.2489                 NaN            NaN            NaN            NaN   8.26574       0.594395        46.3344        33.5565     
  1215.08        2500.00                 NaN            NaN            NaN            NaN   11.2493                 NaN            NaN            NaN            NaN   8.26718       0.594185        46.3319        33.5574     
  1213.85        2500.00                 NaN            NaN            NaN            NaN   11.2497                 NaN            NaN            NaN            NaN   8.26862       0.593975        46.3294        33.5583     
  1212.62        2500.00                 NaN            NaN            NaN            NaN   11.2501                 NaN            NaN            NaN            NaN   8.27005       0.593763        46.3269        33.5592     
  1211.39        2500.00                 NaN            NaN            NaN            NaN   11.2506                 NaN            NaN            NaN            NaN   8.27148       0.593551        46.3244        33.5600     
  1210.16        2500.00                 NaN            NaN            NaN            NaN   11.2510                 NaN            NaN            NaN            NaN   8.27291       0.593338        46.3218        33.5609     
  1208.93        2500.00                 NaN            NaN            NaN            NaN   11.2514                 NaN            NaN            NaN            NaN   8.27434       0.593124        46.3193        33.5618     
  1207.70        2500.00                 NaN            NaN            NaN            NaN   11.2519                 NaN            NaN            NaN            NaN   8.27576       0.592910        46.3168        33.5627     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   11.2523                 NaN            NaN            NaN            NaN   8.27715       0.592701        46.3143        33.5635     
  1205.25        2500.00                 NaN            NaN            NaN            NaN   11.2527                 NaN            NaN            NaN            NaN   8.27854       0.592491        46.3119        33.5644     
  1204.02        2500.00                 NaN            NaN            NaN            NaN   11.2531                 NaN            NaN            NaN            NaN   8.27993       0.592280        46.3094        33.5653     
  1202.79        2500.00                 NaN            NaN            NaN            NaN   11.2536                 NaN            NaN            NaN            NaN   8.28132       0.592068        46.3069        33.5662     
  1201.56        2500.00                 NaN            NaN            NaN            NaN   11.2540                 NaN            NaN            NaN            NaN   8.28270       0.591855        46.3044        33.5670     
  1200.33        2500.00                 NaN            NaN            NaN            NaN   11.2544                 NaN            NaN            NaN            NaN   8.28409       0.591641        46.3019        33.5679     
  1199.10        2500.00                 NaN            NaN            NaN            NaN   11.2549                 NaN            NaN            NaN            NaN   8.28547       0.591428        46.2994        33.5688     
  1197.87        2500.00                 NaN            NaN            NaN            NaN   11.2553                 NaN            NaN            NaN            NaN   8.28684       0.591211        46.2970        33.5697     
  1196.64        2500.00                 NaN            NaN            NaN            NaN   11.2558                 NaN            NaN            NaN            NaN   8.28822       0.590994        46.2945        33.5706     
  1195.41        2500.00                 NaN            NaN            NaN            NaN   11.2562                 NaN            NaN            NaN            NaN   8.28960       0.590776        46.2920        33.5714     
  1194.19        2500.00                 NaN            NaN            NaN            NaN   11.2567                 NaN            NaN            NaN            NaN   8.29097       0.590558        46.2895        33.5723     
  1192.96        2500.00                 NaN            NaN            NaN            NaN   4.71625        6.54089                 NaN            NaN            NaN   8.29229       0.590349        46.2870        33.5732     
  1191.73        2500.00                 NaN            NaN            NaN            NaN   11.2576                 NaN            NaN            NaN            NaN   8.29368       0.590124        46.2845        33.5741     
  1190.50        2500.00                 NaN            NaN            NaN            NaN   4.70932        6.54916                 NaN            NaN            NaN   8.29544       0.589823        46.2812        33.5751     
  1189.27        2500.00                 NaN            NaN            NaN            NaN   11.2585                 NaN            NaN            NaN            NaN   8.29638       0.589689        46.2796        33.5759     
  1188.04        2500.00                 NaN            NaN            NaN            NaN   4.71207        6.54663                 NaN            NaN            NaN   8.29810       0.589463        46.2771        33.5766     
  1186.81        2500.00                 NaN            NaN            NaN            NaN   11.2594                 NaN            NaN            NaN            NaN   8.29907       0.589249        46.2746        33.5776     
  1185.58        2500.00                 NaN            NaN            NaN            NaN   4.65918        6.59903                 NaN            NaN            NaN   8.30209       0.589645        46.2721        33.5780     
  1184.35        2500.00                 NaN            NaN            NaN            NaN   11.2604                 NaN            NaN            NaN            NaN   8.30176       0.588805        46.2696        33.5794     
  1183.12        2500.00                 NaN            NaN            NaN            NaN   4.70410        6.55383                 NaN            NaN            NaN   8.31200       0.590720        46.2596        33.5798     
  1181.90        2500.00                 NaN            NaN            NaN            NaN   4.69464        6.56677                 NaN            NaN            NaN   8.30444       0.588357        46.2646        33.5812     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   4.67475        6.58404                 NaN            NaN            NaN   8.30735       0.589868        46.2624        33.5816     
  1179.44        2500.00                 NaN            NaN            NaN            NaN   4.68738        6.57502                 NaN            NaN            NaN   8.30712       0.587904        46.2596        33.5829     
  1178.21        2500.00                 NaN            NaN            NaN            NaN   4.64086        6.62181                 NaN            NaN            NaN   8.30859       0.587750        46.2572        33.5838     
  1176.98        2500.00                 NaN            NaN            NaN            NaN   4.67937        6.58404                 NaN            NaN            NaN   8.30979       0.587448        46.2546        33.5847     
  1175.75        2500.00                 NaN            NaN            NaN            NaN   4.65156        6.61243                 NaN            NaN            NaN   8.31202       0.586960        46.2515        33.5855     
  1174.52        2500.00                 NaN            NaN            NaN            NaN   4.67108        6.59335                 NaN            NaN            NaN   8.31245       0.586989        46.2496        33.5865     
  1173.29        2500.00                 NaN            NaN            NaN            NaN   4.59956        6.66151                 NaN            NaN            NaN   8.31658       0.587165        46.2491        33.5861     
  1172.06        2500.00                 NaN            NaN            NaN            NaN   11.2522                 NaN            NaN            NaN            NaN   8.30152       0.590263        46.2712        33.5847     
  1170.83        2500.00                 NaN            NaN            NaN            NaN   4.94934        6.31118                 NaN            NaN            NaN   8.32915       0.587536        46.2360        33.5868     
  1169.61        2500.00                 NaN            NaN            NaN            NaN   11.2552                 NaN            NaN            NaN            NaN   8.30691       0.589329        46.2617        33.5869     
  1168.38        2500.00                 NaN            NaN            NaN            NaN   4.98040        6.28190                 NaN            NaN            NaN   8.33127       0.586900        46.2308        33.5888     
  1167.15        2500.00                 NaN            NaN            NaN            NaN   5.81870        5.52648                 NaN            NaN            NaN   8.40262       0.568380        46.0749        33.6089     
  1165.92        2500.00                 NaN            NaN            NaN            NaN   5.81856        5.52634                 NaN            NaN            NaN   8.40260       0.568370        46.0745        33.6097     
  1164.69        2500.00                 NaN            NaN            NaN            NaN   5.81842        5.52621                 NaN            NaN            NaN   8.40259       0.568360        46.0740        33.6104     
  1163.46        2500.00                 NaN            NaN            NaN            NaN   5.81828        5.52607                 NaN            NaN            NaN   8.40257       0.568350        46.0735        33.6112     
  1162.23        2500.00                 NaN            NaN            NaN            NaN   5.81814        5.52594                 NaN            NaN            NaN   8.40256       0.568340        46.0730        33.6120     
  1161.00        2500.00                 NaN            NaN            NaN            NaN   5.81800        5.52581                 NaN            NaN            NaN   8.40254       0.568330        46.0725        33.6128     
  1159.77        2500.00                 NaN            NaN            NaN            NaN   5.81787        5.52567                 NaN            NaN            NaN   8.40253       0.568320        46.0721        33.6136     
  1158.54        2500.00                 NaN            NaN            NaN            NaN   5.81773        5.52554                 NaN            NaN            NaN   8.40251       0.568310        46.0716        33.6143     
  1157.31        2500.00                 NaN            NaN            NaN            NaN   5.81759        5.52540                 NaN            NaN            NaN   8.40249       0.568300        46.0711        33.6151     
  1156.09        2500.00                 NaN            NaN            NaN            NaN   5.81745        5.52527                 NaN            NaN            NaN   8.40248       0.568290        46.0706        33.6159     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   5.81731        5.52513                 NaN            NaN            NaN   8.40246       0.568280        46.0702        33.6167     
  1153.63        2500.00                 NaN            NaN            NaN            NaN   5.81717        5.52500                 NaN            NaN            NaN   8.40245       0.568270        46.0697        33.6174     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   5.81703        5.52487                 NaN            NaN            NaN   8.40243       0.568260        46.0692        33.6182     
  1151.17        2500.00                 NaN            NaN            NaN            NaN   5.81689        5.52473                 NaN            NaN            NaN   8.40242       0.568250        46.0687        33.6190     
  1149.94        2500.00                 NaN            NaN            NaN            NaN   5.81675        5.52460                 NaN            NaN            NaN   8.40240       0.568240        46.0682        33.6198     
  1148.71        2500.00                 NaN            NaN            NaN            NaN   11.2819                 NaN            NaN            NaN            NaN   8.34357       0.580475        46.1870        33.6071     
  1147.48        2500.00                 NaN            NaN            NaN            NaN   11.2832                 NaN            NaN            NaN            NaN   8.34821       0.580214        46.1809        33.6075     
  1146.25        2500.00                 NaN            NaN            NaN            NaN   11.2846                 NaN            NaN            NaN            NaN   8.35044       0.579745        46.1766        33.6085     
  1145.02        2500.00                 NaN            NaN            NaN            NaN   11.2865                 NaN            NaN            NaN            NaN   8.35286       0.579243        46.1718        33.6096     
  1143.80        2500.00                 NaN            NaN            NaN            NaN   11.2883                 NaN            NaN            NaN            NaN   8.35540       0.578706        46.1668        33.6108     
  1142.57        2500.00                 NaN            NaN            NaN            NaN   11.2902                 NaN            NaN            NaN            NaN   8.35798       0.578153        46.1617        33.6119     
  1141.34        2500.00                 NaN            NaN            NaN            NaN   11.2923                 NaN            NaN            NaN            NaN   8.36075       0.577562        46.1563        33.6131     
  1140.11        2500.00                 NaN            NaN            NaN            NaN   11.2945                 NaN            NaN            NaN            NaN   8.36366       0.576933        46.1506        33.6143     
  1138.88        2500.00                 NaN            NaN            NaN            NaN   11.2966                 NaN            NaN            NaN            NaN   8.36660       0.576298        46.1449        33.6156     
  1137.65        2500.00                 NaN            NaN            NaN            NaN   5.52312        5.81551                 NaN            NaN            NaN   8.40226       0.568139        46.0635        33.6275     
  1136.42        2500.00                 NaN            NaN            NaN            NaN   5.52301        5.81535                 NaN            NaN            NaN   8.40224       0.568130        46.0630        33.6283     
  1135.19        2500.00                 NaN            NaN            NaN            NaN   5.52287        5.81521                 NaN            NaN            NaN   8.40223       0.568120        46.0625        33.6290     
  1133.96        2500.00                 NaN            NaN            NaN            NaN   5.52272        5.81509                 NaN            NaN            NaN   8.40221       0.568110        46.0620        33.6298     
  1132.73        2500.00                 NaN            NaN            NaN            NaN   5.52259        5.81495                 NaN            NaN            NaN   8.40220       0.568100        46.0616        33.6306     
  1131.51        2500.00                 NaN            NaN            NaN            NaN   5.52246        5.81481                 NaN            NaN            NaN   8.40218       0.568090        46.0611        33.6314     
  1130.28        2500.00                 NaN            NaN            NaN            NaN   5.52232        5.81467                 NaN            NaN            NaN   8.40217       0.568080        46.0606        33.6321     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   5.52219        5.81453                 NaN            NaN            NaN   8.40216       0.568070        46.0601        33.6329     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   5.52206        5.81440                 NaN            NaN            NaN   8.40214       0.568060        46.0597        33.6337     
  1126.59        2500.00                 NaN            NaN            NaN            NaN   5.52192        5.81426                 NaN            NaN            NaN   8.40213       0.568050        46.0592        33.6345     
  1125.36        2500.00                 NaN            NaN            NaN            NaN   5.52179        5.81412                 NaN            NaN            NaN   8.40211       0.568040        46.0587        33.6352     
  1124.13        2500.00                 NaN            NaN            NaN            NaN   5.52295        5.81269                 NaN            NaN            NaN   8.40211       0.568029        46.0582        33.6360     
  1122.90        2500.00                 NaN            NaN            NaN            NaN   5.52145        5.81392                 NaN            NaN            NaN   8.40209       0.568020        46.0578        33.6368     
  1121.67        2500.00                 NaN            NaN            NaN            NaN   11.3615                 NaN            NaN            NaN            NaN   8.43469       0.560680        46.0027        33.6405     
  1120.44        2500.00                 NaN            NaN            NaN            NaN   11.3426                 NaN            NaN            NaN            NaN   8.42461       0.564856        46.0313        33.6366     
  1119.22        2500.00                 NaN            NaN            NaN            NaN   11.3482       0.424087E-005            NaN            NaN            NaN   8.42901       0.563672        46.0202        33.6389     
  1117.99        2500.00                 NaN            NaN            NaN            NaN   11.3532       0.536433E-005            NaN            NaN            NaN   8.43291       0.562610        46.0102        33.6410     
  1116.76        2500.00                 NaN            NaN            NaN            NaN   11.3578       0.530445E-005            NaN            NaN            NaN   8.43640       0.561650        46.0011        33.6430     
  1115.53        2500.00                 NaN            NaN            NaN            NaN   11.3631       0.480876E-005            NaN            NaN            NaN   8.43973       0.560656        45.9908        33.6456     
  1114.30        2500.00                 NaN            NaN            NaN            NaN   11.3653                 NaN            NaN            NaN            NaN   8.44152       0.560132        45.9861        33.6470     
  1113.07        2500.00                 NaN            NaN            NaN            NaN   11.3654       0.103611E-004            NaN            NaN            NaN   8.44342       0.559804        45.9840        33.6473     
  1111.84        2500.00                 NaN            NaN            NaN            NaN   11.3666                 NaN            NaN            NaN            NaN   8.44516       0.559395        45.9806        33.6483     
  1110.61        2500.00                 NaN            NaN            NaN            NaN   11.3678       0.103570E-004            NaN            NaN            NaN   8.44696       0.558972        45.9770        33.6493     
  1109.38        2500.00                 NaN            NaN            NaN            NaN   11.3690                 NaN            NaN            NaN            NaN   8.44881       0.558538        45.9734        33.6503     
  1108.15        2500.00                 NaN            NaN            NaN            NaN   11.3703       0.104145E-004            NaN            NaN            NaN   8.45071       0.558092        45.9696        33.6513     
  1106.92        2500.00                 NaN            NaN            NaN            NaN   11.3716                 NaN            NaN            NaN            NaN   8.45269       0.557631        45.9658        33.6522     
  1105.70        2500.00                 NaN            NaN            NaN            NaN   11.3729                 NaN            NaN            NaN            NaN   8.45473       0.557154        45.9619        33.6532     
  1104.47        2500.00                 NaN            NaN            NaN            NaN   11.3743                 NaN            NaN            NaN            NaN   8.45686       0.556660        45.9579        33.6542     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   11.3758                 NaN            NaN            NaN            NaN   8.45907       0.556146        45.9538        33.6552     
  1102.01        2500.00                 NaN            NaN            NaN            NaN   11.3773                 NaN            NaN            NaN            NaN   8.46138       0.555611        45.9495        33.6562     
  1100.78        2500.00                 NaN            NaN            NaN            NaN   11.3788                 NaN            NaN            NaN            NaN   8.46381       0.555053        45.9451        33.6572     
  1099.55        2500.00                 NaN            NaN            NaN            NaN   11.3805                 NaN            NaN            NaN            NaN   8.46635       0.554468        45.9405        33.6582     
  1098.32        2500.00                 NaN            NaN            NaN            NaN   11.3822                 NaN            NaN            NaN            NaN   8.46903       0.553853        45.9357        33.6592     
  1097.09        2500.00                 NaN            NaN            NaN            NaN   11.3840       0.473509E-005            NaN            NaN            NaN   8.47187       0.553206        45.9307        33.6602     
  1095.86        2500.00                 NaN            NaN            NaN            NaN   3.86146        7.55156                 NaN            NaN            NaN   8.47775       0.549514        45.8889        33.6708     
  1094.63        2500.00                 NaN            NaN            NaN            NaN   11.3879       0.467558E-005            NaN            NaN            NaN   8.47809       0.551794        45.9200        33.6623     
  1093.41        2500.00                 NaN            NaN            NaN            NaN   11.3900                 NaN            NaN            NaN            NaN   8.48152       0.551019        45.9142        33.6633     
  1092.18        2500.00                 NaN            NaN            NaN            NaN   11.4114                 NaN            NaN            NaN            NaN   8.49317       0.546262        45.8797        33.6695     
  1090.95        2500.00                 NaN            NaN            NaN            NaN   11.4144                 NaN            NaN            NaN            NaN   8.49708       0.545308        45.8725        33.6707     
  1089.72        2500.00                 NaN            NaN            NaN            NaN   11.4173                 NaN            NaN            NaN            NaN   8.50111       0.544331        45.8654        33.6719     
  1088.49        2500.00                 NaN            NaN            NaN            NaN   11.4202                 NaN            NaN            NaN            NaN   8.50554       0.543266        45.8578        33.6731     
  1087.26        2500.00                 NaN            NaN            NaN            NaN   7.55034        3.86084                 NaN            NaN            NaN   8.47770       0.549438        45.8855        33.6762     
  1086.03        2500.00                 NaN            NaN            NaN            NaN   7.55016        3.86075                 NaN            NaN            NaN   8.47768       0.549428        45.8851        33.6769     
  1084.80        2500.00                 NaN            NaN            NaN            NaN   7.54998        3.86066                 NaN            NaN            NaN   8.47767       0.549419        45.8846        33.6777     
  1083.57        2500.00                 NaN            NaN            NaN            NaN   7.54981        3.86057                 NaN            NaN            NaN   8.47766       0.549409        45.8841        33.6784     
  1082.34        2500.00                 NaN            NaN            NaN            NaN   7.54963        3.86048                 NaN            NaN            NaN   8.47764       0.549400        45.8836        33.6792     
  1081.12        2500.00                 NaN            NaN            NaN            NaN   7.54945        3.86039                 NaN            NaN            NaN   8.47763       0.549391        45.8832        33.6800     
  1079.89        2500.00                 NaN            NaN            NaN            NaN   7.54927        3.86030                 NaN            NaN            NaN   8.47762       0.549381        45.8827        33.6807     
  1078.66        2500.00                 NaN            NaN            NaN            NaN   7.54909        3.86020                 NaN            NaN            NaN   8.47761       0.549372        45.8822        33.6815     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   7.54891        3.86011                 NaN            NaN            NaN   8.47759       0.549362        45.8817        33.6823     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   7.54873        3.86002                 NaN            NaN            NaN   8.47758       0.549353        45.8813        33.6830     
  1074.97        2500.00                 NaN            NaN            NaN            NaN   7.54855        3.85993                 NaN            NaN            NaN   8.47757       0.549344        45.8808        33.6838     
  1073.74        2500.00                 NaN            NaN            NaN            NaN   7.54838        3.85984                 NaN            NaN            NaN   8.47755       0.549334        45.8803        33.6846     
  1072.51        2500.00                 NaN            NaN            NaN            NaN   7.54820        3.85975                 NaN            NaN            NaN   8.47754       0.549325        45.8799        33.6853     
  1071.28        2500.00                 NaN            NaN            NaN            NaN   7.54802        3.85966                 NaN            NaN            NaN   8.47753       0.549316        45.8794        33.6861     
  1070.05        2500.00                 NaN            NaN            NaN            NaN   7.54784        3.85957                 NaN            NaN            NaN   8.47752       0.549306        45.8789        33.6869     
  1068.83        2500.00                 NaN            NaN            NaN            NaN   7.54766        3.85948                 NaN            NaN            NaN   8.47750       0.549297        45.8784        33.6876     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   7.70610        3.71297                 NaN            NaN            NaN   8.48609       0.546648        45.8573        33.6909     
  1066.37        2500.00                 NaN            NaN            NaN            NaN   7.70591        3.71288                 NaN            NaN            NaN   8.48608       0.546638        45.8568        33.6917     
  1065.14        2500.00                 NaN            NaN            NaN            NaN   7.70573        3.71280                 NaN            NaN            NaN   8.48607       0.546629        45.8563        33.6924     
  1063.91        2500.00                 NaN            NaN            NaN            NaN   7.70555        3.71271                 NaN            NaN            NaN   8.48605       0.546620        45.8559        33.6932     
  1062.68        2500.00                 NaN            NaN            NaN            NaN   7.70537        3.71262                 NaN            NaN            NaN   8.48604       0.546610        45.8554        33.6940     
  1061.45        2500.00                 NaN            NaN            NaN            NaN   7.70519        3.71254                 NaN            NaN            NaN   8.48603       0.546601        45.8549        33.6947     
  1060.22        2500.00                 NaN            NaN            NaN            NaN   7.70500        3.71245                 NaN            NaN            NaN   8.48602       0.546592        45.8544        33.6955     
  1058.99        2500.00                 NaN            NaN            NaN            NaN   7.70482        3.71237                 NaN            NaN            NaN   8.48600       0.546583        45.8540        33.6963     
  1057.76        2500.00                 NaN            NaN            NaN            NaN   7.70464        3.71228                 NaN            NaN            NaN   8.48599       0.546573        45.8535        33.6970     
  1056.54        2500.00                 NaN            NaN            NaN            NaN   7.70445        3.71220                 NaN            NaN            NaN   8.48598       0.546564        45.8530        33.6978     
  1055.31        2500.00                 NaN            NaN            NaN            NaN   7.70428        3.71211                 NaN            NaN            NaN   8.48597       0.546555        45.8526        33.6985     
  1054.08        2500.00                 NaN            NaN            NaN            NaN   7.70409        3.71202                 NaN            NaN            NaN   8.48595       0.546546        45.8521        33.6993     
  1052.85        2500.00                 NaN            NaN            NaN            NaN   4.17054        7.26060                 NaN            NaN            NaN   8.53633       0.537438        45.7990        33.6961     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   4.17044        7.26043                 NaN            NaN            NaN   8.53631       0.537429        45.7986        33.6968     
  1050.39        2500.00                 NaN            NaN            NaN            NaN   7.26026        4.17034                 NaN            NaN            NaN   8.53630       0.537420        45.7981        33.6976     
  1049.16        2500.00                 NaN            NaN            NaN            NaN   7.26009        4.17024                 NaN            NaN            NaN   8.53629       0.537411        45.7976        33.6984     
  1047.93        2500.00                 NaN            NaN            NaN            NaN   4.17014        7.25992                 NaN            NaN            NaN   8.53628       0.537402        45.7971        33.6991     
  1046.70        2500.00                 NaN            NaN            NaN            NaN   4.17004        7.25976                 NaN            NaN            NaN   8.53626       0.537393        45.7967        33.6999     
  1045.47        2500.00                 NaN            NaN            NaN            NaN   4.16995        7.25959                 NaN            NaN            NaN   8.53625       0.537384        45.7962        33.7006     
  1044.24        2500.00                 NaN            NaN            NaN            NaN   7.25942        4.16985                 NaN            NaN            NaN   8.53624       0.537375        45.7957        33.7014     
  1043.02        2500.00                 NaN            NaN            NaN            NaN   4.16975        7.25925                 NaN            NaN            NaN   8.53623       0.537366        45.7953        33.7022     
  1041.79        2500.00                 NaN            NaN            NaN            NaN   4.16965        7.25908                 NaN            NaN            NaN   8.53622       0.537356        45.7948        33.7029     
  1040.56        2500.00                 NaN            NaN            NaN            NaN   7.25891        4.16955                 NaN            NaN            NaN   8.53620       0.537347        45.7943        33.7037     
  1039.33        2500.00                 NaN            NaN            NaN            NaN   7.25874        4.16945                 NaN            NaN            NaN   8.53619       0.537338        45.7938        33.7044     
  1038.10        2500.00                 NaN            NaN            NaN            NaN   4.16935        7.25857                 NaN            NaN            NaN   8.53618       0.537329        45.7934        33.7052     
  1036.87        2500.00                 NaN            NaN            NaN            NaN   7.25841        4.16925                 NaN            NaN            NaN   8.53617       0.537320        45.7929        33.7059     
  1035.64        2500.00                 NaN            NaN            NaN            NaN   7.25824        4.16916                 NaN            NaN            NaN   8.53616       0.537311        45.7924        33.7067     
  1034.41        2500.00                 NaN            NaN            NaN            NaN   4.16906        7.25807                 NaN            NaN            NaN   8.53614       0.537302        45.7920        33.7075     
  1033.18        2500.00                 NaN            NaN            NaN            NaN   7.48627        3.96664                 NaN            NaN            NaN   8.56345       0.530591        45.7401        33.7129     
  1031.95        2500.00                 NaN            NaN            NaN            NaN   7.48610        3.96655                 NaN            NaN            NaN   8.56344       0.530582        45.7397        33.7137     
  1030.73        2500.00                 NaN            NaN            NaN            NaN   7.48592        3.96646                 NaN            NaN            NaN   8.56342       0.530573        45.7392        33.7144     
  1029.50        2500.00                 NaN            NaN            NaN            NaN   7.48576        3.96635                 NaN            NaN            NaN   8.56341       0.530565        45.7387        33.7152     
