|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        q             
  1260.55        2500.00                 NaN   96.6350                 NaN            NaN   1.31503                 NaN            NaN            NaN            NaN  0.423490                 NaN   1.62651                 NaN
  1259.32        2500.00                 NaN   94.5066                 NaN            NaN   1.77635                 NaN            NaN            NaN  0.134913       0.740313                 NaN   2.84182                 NaN
  1258.09        2500.00                 NaN   89.6639                 NaN            NaN   3.26177                 NaN            NaN            NaN  0.231741        1.36501                 NaN   5.47762                 NaN
  1256.87        2500.00                 NaN   97.4403                 NaN            NaN  0.948342                 NaN            NaN            NaN  0.121692E-001  0.325937                 NaN   1.27329                 NaN
  1255.64        2500.00                 NaN   87.3978                 NaN            NaN   2.40986       0.110873                 NaN            NaN   1.55820        1.65979                 NaN   6.86351                 NaN
  1254.41        2500.00                 NaN   99.3734                 NaN            NaN  0.373188                 NaN            NaN            NaN            NaN  0.216095       0.373216E-001            NaN            NaN
  1253.18        2500.00                 NaN   95.6037                 NaN            NaN   2.12054                 NaN            NaN            NaN            NaN  0.668517                 NaN   1.60727                 NaN
  1251.95        2500.00                 NaN   99.9354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.600078E-001  0.454662E-002            NaN            NaN
  1250.72        2500.00                 NaN   88.9122                 NaN            NaN   2.99587       0.714393                 NaN            NaN            NaN   1.41903       0.272789        5.68574                 NaN
  1249.49        2500.00                 NaN   99.4367                 NaN            NaN  0.685587E-001  0.152967                 NaN            NaN            NaN  0.641161E-001  0.935334E-002  0.268296                 NaN
  1248.26        2500.00                 NaN   99.8573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.718502E-001            NaN  0.708288E-001            NaN
  1247.03        2500.00                 NaN   92.2092        6.64735                 NaN  0.269959                 NaN            NaN            NaN  0.873403E-001  0.548645E-001  0.236834E-001  0.707568                 NaN
  1245.80        2500.00                 NaN   99.4442                 NaN            NaN  0.131937       0.959786E-001            NaN            NaN            NaN  0.681264E-001  0.813762E-002  0.251616                 NaN
  1244.58        2500.00                 NaN   99.7385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.113390                 NaN  0.148128                 NaN
  1243.35        2500.00                 NaN   90.0803        9.17189                 NaN  0.237029       0.195080                 NaN            NaN            NaN  0.165429E-001  0.163531E-001  0.282822                 NaN
  1242.12        2500.00                 NaN   99.3033                 NaN            NaN  0.126871                 NaN            NaN            NaN  0.596357E-001  0.645215E-001  0.116834E-001  0.433948                 NaN
  1240.89        2500.00                 NaN   99.4597                 NaN            NaN  0.107563       0.112264                 NaN            NaN            NaN  0.651127E-001  0.823593E-002  0.247092                 NaN
  1239.66        2500.00                 NaN   99.8260                 NaN            NaN  0.898642E-001            NaN            NaN            NaN            NaN            NaN  0.239862E-002  0.817682E-001            NaN
  1238.43        2500.00                 NaN   99.8684                 NaN            NaN  0.440118E-001  0.376166E-001            NaN            NaN            NaN            NaN            NaN  0.499384E-001            NaN
  1237.20        2500.00                 NaN   99.7551                 NaN            NaN  0.843946E-001            NaN            NaN            NaN            NaN  0.113927E-001            NaN  0.149094                 NaN
  1235.97        2500.00                 NaN   99.2590                 NaN            NaN  0.310592                 NaN            NaN            NaN            NaN  0.743949E-001  0.333471E-001  0.322705                 NaN
  1234.74        2500.00                 NaN   99.0182                 NaN            NaN  0.199189                 NaN            NaN            NaN  0.178168       0.190436       0.169426E-001  0.397021                 NaN
  1233.51        2500.00                 NaN   99.3124                 NaN            NaN  0.221500       0.526003E-004            NaN            NaN            NaN  0.709322E-001  0.954451E-002  0.345879       0.397102E-001
  1232.29        2500.00                 NaN   99.4193                 NaN            NaN  0.195436                 NaN            NaN            NaN            NaN  0.461482E-001  0.723409E-002  0.331924                 NaN
  1231.06        2500.00                 NaN   82.5180                 NaN            NaN  0.274411        2.38467                 NaN            NaN            NaN   1.42986       0.162860        8.22728        5.00297     
  1229.83        2500.00                 NaN            NaN            NaN            NaN   15.0455                 NaN            NaN            NaN            NaN   8.31784        1.06804        43.6402        31.9284     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   15.0471                 NaN            NaN            NaN            NaN   8.32097        1.06729        43.6360        31.9287     
  1227.37        2500.00                 NaN            NaN            NaN            NaN   15.0487                 NaN            NaN            NaN            NaN   8.32410        1.06653        43.6318        31.9289     
  1226.14        2500.00                 NaN            NaN            NaN            NaN   15.0504                 NaN            NaN            NaN            NaN   8.32723        1.06576        43.6276        31.9291     
  1224.91        2500.00                 NaN            NaN            NaN            NaN   15.0520                 NaN            NaN            NaN            NaN   8.33035        1.06499        43.6233        31.9293     
  1223.68        2500.00                 NaN            NaN            NaN            NaN   15.0536                 NaN            NaN            NaN            NaN   8.33348        1.06422        43.6191        31.9296     
  1222.45        2500.00                 NaN            NaN            NaN            NaN   15.0553                 NaN            NaN            NaN            NaN   8.33661        1.06344        43.6149        31.9298     
  1221.22        2500.00                 NaN            NaN            NaN            NaN   15.0570                 NaN            NaN            NaN            NaN   8.33973        1.06265        43.6106        31.9300     
  1220.00        2500.00                 NaN            NaN            NaN            NaN   15.0587                 NaN            NaN            NaN            NaN   8.34286        1.06186        43.6063        31.9303     
  1218.77        2500.00                 NaN            NaN            NaN            NaN   15.0633                 NaN            NaN            NaN            NaN   8.36080        1.08011        43.5540        31.9419     
  1217.54        2500.00                 NaN            NaN            NaN            NaN   15.1145                 NaN            NaN            NaN            NaN   8.41886        1.03791        43.4895        31.9392     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   15.1152                 NaN            NaN            NaN            NaN   8.42034        1.03756        43.4876        31.9393     
  1215.08        2500.00                 NaN            NaN            NaN            NaN   15.1158                 NaN            NaN            NaN            NaN   8.42183        1.03721        43.4857        31.9394     
  1213.85        2500.00                 NaN            NaN            NaN            NaN   15.1165                 NaN            NaN            NaN            NaN   8.42331        1.03686        43.4838        31.9395     
  1212.62        2500.00                 NaN            NaN            NaN            NaN   15.1172                 NaN            NaN            NaN            NaN   8.42479        1.03651        43.4819        31.9396     
  1211.39        2500.00                 NaN            NaN            NaN            NaN   15.1179                 NaN            NaN            NaN            NaN   8.42627        1.03616        43.4800        31.9397     
  1210.16        2500.00                 NaN            NaN            NaN            NaN   15.1186                 NaN            NaN            NaN            NaN   8.42775        1.03581        43.4781        31.9398     
  1208.93        2500.00                 NaN            NaN            NaN            NaN   15.1193                 NaN            NaN            NaN            NaN   8.42922        1.03545        43.4762        31.9399     
  1207.70        2500.00                 NaN            NaN            NaN            NaN   15.1200                 NaN            NaN            NaN            NaN   8.43068        1.03510        43.4743        31.9400     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   15.1207                 NaN            NaN            NaN            NaN   8.43212        1.03475        43.4724        31.9401     
  1205.25        2500.00                 NaN            NaN            NaN            NaN   15.1213                 NaN            NaN            NaN            NaN   8.43356        1.03440        43.4705        31.9402     
  1204.02        2500.00                 NaN            NaN            NaN            NaN   15.1220                 NaN            NaN            NaN            NaN   8.43499        1.03406        43.4687        31.9402     
  1202.79        2500.00                 NaN            NaN            NaN            NaN   15.1227                 NaN            NaN            NaN            NaN   8.43642        1.03370        43.4668        31.9403     
  1201.56        2500.00                 NaN            NaN            NaN            NaN   15.1234                 NaN            NaN            NaN            NaN   8.43785        1.03335        43.4649        31.9404     
  1200.33        2500.00                 NaN            NaN            NaN            NaN   15.1241                 NaN            NaN            NaN            NaN   8.43927        1.03300        43.4631        31.9405     
  1199.10        2500.00                 NaN            NaN            NaN            NaN   15.1248                 NaN            NaN            NaN            NaN   8.44070        1.03264        43.4612        31.9406     
  1197.87        2500.00                 NaN            NaN            NaN            NaN   15.1256                 NaN            NaN            NaN            NaN   8.44212        1.03228        43.4593        31.9407     
  1196.64        2500.00                 NaN            NaN            NaN            NaN   15.1263                 NaN            NaN            NaN            NaN   8.44354        1.03192        43.4574        31.9408     
  1195.41        2500.00                 NaN            NaN            NaN            NaN   15.1270                 NaN            NaN            NaN            NaN   8.44496        1.03156        43.4556        31.9409     
  1194.19        2500.00                 NaN            NaN            NaN            NaN   15.1277                 NaN            NaN            NaN            NaN   8.44637        1.03120        43.4537        31.9410     
  1192.96        2500.00                 NaN            NaN            NaN            NaN   6.37005        8.75838                 NaN            NaN            NaN   8.44774        1.03085        43.4519        31.9411     
  1191.73        2500.00                 NaN            NaN            NaN            NaN   15.1292                 NaN            NaN            NaN            NaN   8.44917        1.03048        43.4499        31.9412     
  1190.50        2500.00                 NaN            NaN            NaN            NaN   6.36050        8.76987                 NaN            NaN            NaN   8.45098        1.02997        43.4473        31.9414     
  1189.27        2500.00                 NaN            NaN            NaN            NaN   15.1306                 NaN            NaN            NaN            NaN   8.45196        1.02975        43.4462        31.9414     
  1188.04        2500.00                 NaN            NaN            NaN            NaN   6.36405        8.76692                 NaN            NaN            NaN   8.45374        1.02938        43.4445        31.9414     
  1186.81        2500.00                 NaN            NaN            NaN            NaN   15.1321                 NaN            NaN            NaN            NaN   8.45473        1.02902        43.4425        31.9416     
  1185.58        2500.00                 NaN            NaN            NaN            NaN   6.29308        8.83753                 NaN            NaN            NaN   8.45783        1.02973        43.4406        31.9413     
  1184.35        2500.00                 NaN            NaN            NaN            NaN   15.1336                 NaN            NaN            NaN            NaN   8.45751        1.02828        43.4387        31.9418     
  1183.12        2500.00                 NaN            NaN            NaN            NaN   6.35168        8.77743                 NaN            NaN            NaN   8.46796        1.03165        43.4298        31.9415     
  1181.90        2500.00                 NaN            NaN            NaN            NaN   6.34021        8.79496                 NaN            NaN            NaN   8.46027        1.02754        43.4350        31.9420     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   6.31318        8.81831                 NaN            NaN            NaN   8.46326        1.03020        43.4333        31.9417     
  1179.44        2500.00                 NaN            NaN            NaN            NaN   6.33028        8.80644                 NaN            NaN            NaN   8.46304        1.02678        43.4312        31.9423     
  1178.21        2500.00                 NaN            NaN            NaN            NaN   6.26789        8.86933                 NaN            NaN            NaN   8.46455        1.02653        43.4294        31.9423     
  1176.98        2500.00                 NaN            NaN            NaN            NaN   6.31934        8.81895                 NaN            NaN            NaN   8.46579        1.02603        43.4274        31.9425     
  1175.75        2500.00                 NaN            NaN            NaN            NaN   6.28214        8.85720                 NaN            NaN            NaN   8.46808        1.02519        43.4249        31.9425     
  1174.52        2500.00                 NaN            NaN            NaN            NaN   6.30803        8.83185                 NaN            NaN            NaN   8.46853        1.02526        43.4236        31.9427     
  1173.29        2500.00                 NaN            NaN            NaN            NaN   6.21277        8.92342                 NaN            NaN            NaN   8.47279        1.02559        43.4237        31.9417     
  1172.06        2500.00                 NaN            NaN            NaN            NaN   15.1258                 NaN            NaN            NaN            NaN   8.45757        1.03103        43.4456        31.9401     
  1170.83        2500.00                 NaN            NaN            NaN            NaN   6.67924        8.45463                 NaN            NaN            NaN   8.48573        1.02628        43.4129        31.9413     
  1169.61        2500.00                 NaN            NaN            NaN            NaN   15.1293                 NaN            NaN            NaN            NaN   8.46309        1.02944        43.4376        31.9406     
  1168.38        2500.00                 NaN            NaN            NaN            NaN   6.72060        8.41582                 NaN            NaN            NaN   8.48791        1.02521        43.4088        31.9416     
  1167.15        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1165.92        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1164.69        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1163.46        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1162.23        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1161.00        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1159.77        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1158.54        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1157.31        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1156.09        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1153.63        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1151.17        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1149.94        2500.00                 NaN            NaN            NaN            NaN   7.82092        7.40382                 NaN            NaN            NaN   8.56046       0.992858        43.2625        31.9594     
  1148.71        2500.00                 NaN            NaN            NaN            NaN   15.1640                 NaN            NaN            NaN            NaN   8.50058        1.01426        43.3744        31.9468     
  1147.48        2500.00                 NaN            NaN            NaN            NaN   15.1652                 NaN            NaN            NaN            NaN   8.50533        1.01382        43.3692        31.9464     
  1146.25        2500.00                 NaN            NaN            NaN            NaN   15.1670                 NaN            NaN            NaN            NaN   8.50761        1.01302        43.3656        31.9467     
  1145.02        2500.00                 NaN            NaN            NaN            NaN   15.1692                 NaN            NaN            NaN            NaN   8.51009        1.01216        43.3616        31.9470     
  1143.80        2500.00                 NaN            NaN            NaN            NaN   15.1713                 NaN            NaN            NaN            NaN   8.51270        1.01124        43.3573        31.9474     
  1142.57        2500.00                 NaN            NaN            NaN            NaN   15.1736                 NaN            NaN            NaN            NaN   8.51535        1.01029        43.3530        31.9477     
  1141.34        2500.00                 NaN            NaN            NaN            NaN   15.1760                 NaN            NaN            NaN            NaN   8.51818        1.00928        43.3484        31.9481     
  1140.11        2500.00                 NaN            NaN            NaN            NaN   15.1787                 NaN            NaN            NaN            NaN   8.52115        1.00819        43.3435        31.9485     
  1138.88        2500.00                 NaN            NaN            NaN            NaN   15.1812                 NaN            NaN            NaN            NaN   8.52416        1.00710        43.3385        31.9490     
  1137.65        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992857        43.2625        31.9594     
  1136.42        2500.00                 NaN            NaN            NaN            NaN   7.40366        7.82109                 NaN            NaN            NaN   8.56046       0.992857        43.2625        31.9594     
  1135.19        2500.00                 NaN            NaN            NaN            NaN   7.40366        7.82109                 NaN            NaN            NaN   8.56046       0.992857        43.2625        31.9594     
  1133.96        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992857        43.2625        31.9594     
  1132.73        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992857        43.2625        31.9594     
  1131.51        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1130.28        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1126.59        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1125.36        2500.00                 NaN            NaN            NaN            NaN   7.40364        7.82111                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1124.13        2500.00                 NaN            NaN            NaN            NaN   7.40538        7.81938                 NaN            NaN            NaN   8.56047       0.992854        43.2625        31.9594     
  1122.90        2500.00                 NaN            NaN            NaN            NaN   7.40354        7.82121                 NaN            NaN            NaN   8.56046       0.992856        43.2625        31.9594     
  1121.67        2500.00                 NaN            NaN            NaN            NaN   15.2528                 NaN            NaN            NaN            NaN   8.59369       0.980041        43.2113        31.9622     
  1120.44        2500.00                 NaN            NaN            NaN            NaN   15.2318                 NaN            NaN            NaN            NaN   8.58353       0.987370        43.2391        31.9582     
  1119.22        2500.00                 NaN            NaN            NaN            NaN   15.2380       0.567609E-005            NaN            NaN            NaN   8.58801       0.985317        43.2291        31.9595     
  1117.99        2500.00                 NaN            NaN            NaN            NaN   15.2436       0.717628E-005            NaN            NaN            NaN   8.59200       0.983475        43.2202        31.9608     
  1116.76        2500.00                 NaN            NaN            NaN            NaN   15.2487       0.709291E-005            NaN            NaN            NaN   8.59556       0.981813        43.2120        31.9619     
  1115.53        2500.00                 NaN            NaN            NaN            NaN   15.2546       0.642653E-005            NaN            NaN            NaN   8.59894       0.980091        43.2028        31.9636     
  1114.30        2500.00                 NaN            NaN            NaN            NaN   15.2571                 NaN            NaN            NaN            NaN   8.60078       0.979192        43.1988        31.9641     
  1113.07        2500.00                 NaN            NaN            NaN            NaN   15.2576       0.138420E-004            NaN            NaN            NaN   8.60274       0.978635        43.1973        31.9637     
  1111.84        2500.00                 NaN            NaN            NaN            NaN   15.2591                 NaN            NaN            NaN            NaN   8.60452       0.977936        43.1945        31.9639     
  1110.61        2500.00                 NaN            NaN            NaN            NaN   15.2607       0.138314E-004            NaN            NaN            NaN   8.60636       0.977214        43.1915        31.9641     
  1109.38        2500.00                 NaN            NaN            NaN            NaN   15.2624                 NaN            NaN            NaN            NaN   8.60826       0.976473        43.1886        31.9643     
  1108.15        2500.00                 NaN            NaN            NaN            NaN   15.2640       0.139032E-004            NaN            NaN            NaN   8.61021       0.975709        43.1855        31.9645     
  1106.92        2500.00                 NaN            NaN            NaN            NaN   15.2657                 NaN            NaN            NaN            NaN   8.61224       0.974919        43.1824        31.9647     
  1105.70        2500.00                 NaN            NaN            NaN            NaN   15.2675                 NaN            NaN            NaN            NaN   8.61433       0.974102        43.1791        31.9649     
  1104.47        2500.00                 NaN            NaN            NaN            NaN   15.2693                 NaN            NaN            NaN            NaN   8.61651       0.973255        43.1758        31.9652     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   15.2711                 NaN            NaN            NaN            NaN   8.61878       0.972373        43.1724        31.9654     
  1102.01        2500.00                 NaN            NaN            NaN            NaN   15.2730                 NaN            NaN            NaN            NaN   8.62115       0.971455        43.1688        31.9656     
  1100.78        2500.00                 NaN            NaN            NaN            NaN   15.2750                 NaN            NaN            NaN            NaN   8.62363       0.970494        43.1651        31.9658     
  1099.55        2500.00                 NaN            NaN            NaN            NaN   15.2771                 NaN            NaN            NaN            NaN   8.62623       0.969488        43.1612        31.9660     
  1098.32        2500.00                 NaN            NaN            NaN            NaN   15.2792                 NaN            NaN            NaN            NaN   8.62897       0.968429        43.1571        31.9662     
  1097.09        2500.00                 NaN            NaN            NaN            NaN   15.2815       0.631378E-005            NaN            NaN            NaN   8.63188       0.967314        43.1529        31.9664     
  1095.86        2500.00                 NaN            NaN            NaN            NaN   5.14871        10.1639                 NaN            NaN            NaN   8.63774       0.960860        43.1135        31.9752     
  1094.63        2500.00                 NaN            NaN            NaN            NaN   15.2863       0.623391E-005            NaN            NaN            NaN   8.63824       0.964879        43.1437        31.9669     
  1093.41        2500.00                 NaN            NaN            NaN            NaN   15.2889                 NaN            NaN            NaN            NaN   8.64174       0.963541        43.1387        31.9671     
  1092.18        2500.00                 NaN            NaN            NaN            NaN   15.3131                 NaN            NaN            NaN            NaN   8.65353       0.955227        43.1063        31.9719     
  1090.95        2500.00                 NaN            NaN            NaN            NaN   15.3166                 NaN            NaN            NaN            NaN   8.65752       0.953574        43.1000        31.9723     
  1089.72        2500.00                 NaN            NaN            NaN            NaN   15.3201                 NaN            NaN            NaN            NaN   8.66163       0.951882        43.0937        31.9727     
  1088.49        2500.00                 NaN            NaN            NaN            NaN   15.3238                 NaN            NaN            NaN            NaN   8.66614       0.950034        43.0869        31.9731     
  1087.26        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1086.03        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1084.80        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1083.57        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1082.34        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1081.12        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1079.89        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1078.66        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1074.97        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1073.74        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1072.51        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1071.28        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1070.05        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1068.83        2500.00                 NaN            NaN            NaN            NaN   10.1640        5.14871                 NaN            NaN            NaN   8.63778       0.960842        43.1134        31.9752     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1066.37        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1065.14        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1063.91        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1062.68        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1061.45        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1060.22        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1058.99        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1057.76        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1056.54        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94806                 NaN            NaN            NaN   8.64654       0.956222        43.0940        31.9776     
  1055.31        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1054.08        2500.00                 NaN            NaN            NaN            NaN   10.3776        4.94805                 NaN            NaN            NaN   8.64654       0.956223        43.0940        31.9776     
  1052.85        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1050.39        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1049.16        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1047.93        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1046.70        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1045.47        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1044.24        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1043.02        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1041.79        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1040.56        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1039.33        2500.00                 NaN            NaN            NaN            NaN   9.67873        5.66223                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1038.10        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1036.87        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1035.64        2500.00                 NaN            NaN            NaN            NaN   9.67874        5.66222                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1034.41        2500.00                 NaN            NaN            NaN            NaN   5.66222        9.67874                 NaN            NaN            NaN   8.69812       0.940331        43.0459        31.9747     
  1033.18        2500.00                 NaN            NaN            NaN            NaN   9.98330        5.38507                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1031.95        2500.00                 NaN            NaN            NaN            NaN   9.98330        5.38507                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1030.73        2500.00                 NaN            NaN            NaN            NaN   9.98330        5.38507                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1029.50        2500.00                 NaN            NaN            NaN            NaN   9.98331        5.38506                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1028.27        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
