|6.6.6
Archiving\03_Data\frac/QFM_m4.75/NWA1068/NWA1068_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             q             
  1566.42        2500.00        99.9262                 NaN            NaN            NaN  0.120324E-002  0.725823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5787                 NaN            NaN            NaN  0.687170E-002  0.414381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5793                 NaN            NaN            NaN  0.686119E-002  0.413888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.2615                 NaN            NaN            NaN  0.635366E-005  0.203892       0.534586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8410                 NaN            NaN            NaN            NaN  0.779951E-001   1.08099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.2633                 NaN            NaN            NaN            NaN  0.509068E-001  0.685745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0752                 NaN            NaN            NaN            NaN  0.643780E-001  0.860463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0837                 NaN            NaN            NaN            NaN  0.633753E-001  0.852887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0955                 NaN            NaN            NaN            NaN  0.602721E-001  0.844243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1068                 NaN            NaN            NaN            NaN  0.593318E-001  0.833861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1111                 NaN            NaN            NaN            NaN  0.589173E-001  0.829984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9704                 NaN            NaN            NaN            NaN  0.279144E-001  0.235113       0.766560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9129                 NaN            NaN            NaN            NaN            NaN  0.664988E-001   1.02062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9145                 NaN            NaN            NaN            NaN            NaN  0.583242E-001   1.02717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9181                 NaN            NaN            NaN            NaN            NaN  0.442442E-001   1.03764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9173                 NaN            NaN            NaN            NaN            NaN  0.348067E-001   1.04793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9058                 NaN            NaN            NaN  0.353573E-002            NaN            NaN   1.09067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8924                 NaN            NaN            NaN  0.858172E-002            NaN            NaN   1.09901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8902                 NaN            NaN            NaN  0.844559E-002            NaN            NaN   1.10133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8835                 NaN            NaN            NaN  0.831487E-002            NaN            NaN   1.10821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8757                 NaN            NaN            NaN  0.818087E-002            NaN            NaN   1.11612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8658                 NaN            NaN            NaN  0.804987E-002            NaN            NaN   1.12619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8523                 NaN            NaN            NaN  0.788769E-002            NaN            NaN   1.13983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8270                 NaN            NaN            NaN  0.774435E-002            NaN            NaN   1.16528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7134                 NaN            NaN            NaN  0.708347E-002            NaN            NaN  0.191264        1.08828                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.3228                 NaN            NaN            NaN  0.454681E-002            NaN            NaN  0.569830        1.10278                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.3532                 NaN            NaN            NaN  0.434439E-002            NaN            NaN  0.560640        1.08184                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3775                 NaN            NaN            NaN  0.415602E-002            NaN            NaN  0.555252        1.06308                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.4069                 NaN            NaN            NaN  0.394911E-002            NaN            NaN  0.547266        1.04193                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.4322                 NaN            NaN            NaN  0.376907E-002            NaN            NaN  0.539605        1.02442                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4566                 NaN            NaN            NaN  0.357745E-002            NaN            NaN   1.00634       0.533431                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4803                 NaN            NaN            NaN  0.341187E-002            NaN            NaN  0.989371       0.526913                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.5031                 NaN            NaN            NaN  0.323057E-002            NaN            NaN  0.520334       0.973370                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5276                 NaN            NaN            NaN  0.308447E-002            NaN            NaN  0.513158       0.956167                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5493                 NaN            NaN            NaN  0.291244E-002            NaN            NaN  0.507456       0.940375                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5700                 NaN            NaN            NaN  0.275802E-002            NaN            NaN  0.925819       0.501458                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5909                 NaN            NaN            NaN  0.262098E-002            NaN            NaN  0.495599       0.910845                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6091                 NaN            NaN            NaN  0.246460E-002            NaN            NaN  0.898083       0.490343                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6298                 NaN            NaN            NaN  0.232254E-002            NaN            NaN  0.884041       0.483815                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6477                 NaN            NaN            NaN  0.218786E-002            NaN            NaN  0.478067       0.872014                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6654                 NaN            NaN            NaN  0.206111E-002            NaN            NaN  0.860563       0.471952                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6840                 NaN            NaN            NaN  0.193809E-002            NaN            NaN  0.467502       0.846559                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7008                 NaN            NaN            NaN  0.181141E-002            NaN            NaN  0.835164       0.462231                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7174                 NaN            NaN            NaN  0.170958E-002            NaN            NaN  0.823731       0.457143                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7333                 NaN            NaN            NaN  0.159058E-002            NaN            NaN  0.813765       0.451392                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7485                 NaN            NaN            NaN  0.147526E-002            NaN            NaN  0.447090       0.802963                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7632                 NaN            NaN            NaN  0.137087E-002            NaN            NaN  0.441872       0.793553                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7780                 NaN            NaN            NaN  0.125625E-002            NaN            NaN  0.783670       0.437059                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7907                 NaN            NaN            NaN  0.118705E-002            NaN            NaN  0.432171       0.775921                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8012                 NaN  0.887797E-003            NaN  0.104682E-002            NaN            NaN  0.770625       0.426255                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7903                 NaN  0.125525E-001            NaN  0.420252E-003            NaN            NaN  0.811957       0.384748                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7895                 NaN  0.174452E-001            NaN  0.103831E-003            NaN            NaN  0.826516       0.366413                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8047                 NaN  0.169244E-001            NaN  0.431032E-004            NaN            NaN  0.815046       0.363264                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8204                 NaN  0.162570E-001            NaN  0.520457E-003            NaN            NaN  0.361771       0.801081                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8338                 NaN  0.158618E-001            NaN            NaN            NaN            NaN  0.792843       0.357521                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8476                 NaN  0.153445E-001            NaN  0.252087E-004            NaN            NaN  0.354940       0.782073                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8605                 NaN  0.148259E-001            NaN            NaN            NaN            NaN  0.351868       0.772833                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7222                 NaN  0.187867E-001            NaN            NaN            NaN            NaN  0.394951       0.787248       0.767955E-001            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        96.6337                 NaN  0.805036E-001            NaN            NaN            NaN            NaN   1.10048        1.03085        1.15445                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        96.7826                 NaN  0.760793E-001            NaN            NaN            NaN            NaN  0.986124        1.05218        1.10300                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        96.9206                 NaN  0.718885E-001            NaN            NaN            NaN            NaN   1.00698       0.945566        1.05492                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.0494                 NaN  0.681040E-001            NaN            NaN            NaN            NaN  0.963976       0.908188        1.01034                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.1694                 NaN  0.645687E-001            NaN            NaN            NaN            NaN  0.872361       0.924829       0.968811                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.2797                 NaN  0.613305E-001            NaN            NaN            NaN            NaN  0.888039       0.840587       0.930392                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.3843                 NaN  0.580770E-001            NaN            NaN            NaN            NaN  0.852826       0.811005       0.893839                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        97.4811                 NaN  0.551855E-001            NaN            NaN            NaN            NaN  0.783896       0.819613       0.860236                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.5710                 NaN  0.523940E-001            NaN            NaN            NaN            NaN  0.788828       0.759126       0.828694                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6562                 NaN  0.497934E-001            NaN            NaN            NaN            NaN  0.760152       0.734998       0.798814                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7356                 NaN  0.473239E-001            NaN            NaN            NaN            NaN  0.713416       0.732703       0.770910                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8114                 NaN  0.450470E-001            NaN            NaN            NaN            NaN  0.706333       0.692789       0.744391                 NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        97.8819                 NaN  0.427867E-001            NaN            NaN            NaN            NaN  0.681745       0.674207       0.719408                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9497                 NaN  0.406841E-001            NaN            NaN            NaN            NaN  0.656730       0.657322       0.695614                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0116                 NaN  0.386791E-001            NaN            NaN            NaN            NaN  0.636100       0.639969       0.673696                 NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0711                 NaN  0.366998E-001            NaN            NaN            NaN            NaN  0.626272       0.613486       0.652413                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1272                 NaN  0.348884E-001            NaN            NaN            NaN            NaN  0.594181       0.611175       0.632517                 NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1805                 NaN  0.331760E-001            NaN            NaN            NaN            NaN  0.597681       0.574925       0.613679                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2309                 NaN  0.314520E-001            NaN            NaN            NaN            NaN  0.556179       0.585758       0.595728                 NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2796                 NaN  0.298122E-001            NaN            NaN            NaN            NaN  0.574872       0.537441       0.578261                 NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3246                 NaN  0.283107E-001            NaN            NaN            NaN            NaN  0.520994       0.563906       0.562148                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3686                 NaN  0.267924E-001            NaN            NaN            NaN            NaN  0.554654       0.503393       0.546571                 NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4095                 NaN  0.253488E-001            NaN            NaN            NaN            NaN  0.545545       0.487905       0.531700                 NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4485                 NaN  0.239311E-001            NaN            NaN            NaN            NaN  0.472298       0.537628       0.517662                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4858                 NaN  0.225968E-001            NaN            NaN            NaN            NaN  0.457771       0.529490       0.504304                 NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5210                 NaN  0.212472E-001            NaN            NaN            NaN            NaN  0.523245       0.442912       0.491587                 NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5553                 NaN  0.199991E-001            NaN            NaN            NaN            NaN  0.428418       0.517066       0.479219                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5873                 NaN  0.187747E-001            NaN            NaN            NaN            NaN  0.414604       0.511656       0.467647                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6181                 NaN  0.175756E-001            NaN            NaN            NaN            NaN  0.506920       0.400921       0.456484                 NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6471                 NaN  0.164299E-001            NaN            NaN            NaN            NaN  0.502318       0.388223       0.445916                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6748                 NaN  0.152682E-001            NaN            NaN            NaN            NaN  0.499082       0.375003       0.435853                 NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7014                 NaN  0.142090E-001            NaN            NaN            NaN            NaN  0.495538       0.362735       0.426127                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7265                 NaN  0.131158E-001            NaN            NaN            NaN            NaN  0.350189       0.493226       0.417007                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7500                 NaN  0.119861E-001            NaN            NaN            NaN            NaN  0.337334       0.492401       0.408312                 NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7732                 NaN  0.110794E-001            NaN            NaN            NaN            NaN  0.325222       0.490469       0.400008                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7949                 NaN  0.989496E-002            NaN            NaN            NaN            NaN  0.311702       0.491671       0.391831                 NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8151                 NaN  0.896499E-002            NaN            NaN            NaN            NaN  0.299902       0.491585       0.384441                 NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8348                 NaN  0.796140E-002            NaN            NaN            NaN            NaN  0.286074       0.493892       0.377252                 NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8530                 NaN  0.692961E-002            NaN            NaN            NaN            NaN  0.272311       0.497187       0.370559                 NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8708                 NaN  0.602129E-002            NaN            NaN            NaN            NaN  0.259110       0.500113       0.363961                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8872                 NaN  0.498277E-002            NaN            NaN            NaN            NaN  0.506235       0.243582       0.358037                 NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9032                 NaN  0.412040E-002            NaN            NaN            NaN            NaN  0.228886       0.511634       0.352135                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9173                 NaN  0.317369E-002            NaN            NaN            NaN            NaN  0.211446       0.521218       0.346844                 NaN            NaN            NaN            NaN            NaN
  1313.28        2500.00        98.9310                 NaN  0.221690E-002            NaN            NaN            NaN            NaN  0.532053       0.192928       0.341794                 NaN            NaN            NaN            NaN            NaN
  1310.78        2500.00        98.9433                 NaN  0.124879E-002            NaN            NaN            NaN            NaN  0.171131       0.547143       0.337162                 NaN            NaN            NaN            NaN            NaN
  1308.27        2500.00        98.9531                 NaN  0.269931E-003            NaN            NaN            NaN            NaN  0.142803       0.570328       0.333530                 NaN            NaN            NaN            NaN            NaN
  1305.76        2500.00        94.5341                 NaN  0.485366E-001            NaN            NaN            NaN            NaN  0.733010       0.850305       0.885008        2.94902                 NaN            NaN            NaN            NaN
  1303.26        2500.00        81.5650                 NaN  0.191454                 NaN            NaN            NaN            NaN   2.67879        1.42480        2.49286        11.6471                 NaN            NaN            NaN            NaN
  1300.75        2500.00        83.9619                 NaN  0.165556                 NaN            NaN            NaN            NaN   2.68708       0.901201        2.17686        10.1074                 NaN            NaN            NaN            NaN
  1298.25        2500.00        73.8885                 NaN  0.212870                 NaN            NaN            NaN            NaN   5.15100                 NaN   3.38304        16.7908       0.573744                 NaN            NaN            NaN
  1295.74        2500.00        76.6106                 NaN  0.197406                 NaN            NaN            NaN            NaN   4.49840                 NaN   2.99347        15.1497       0.550451                 NaN            NaN            NaN
  1293.23        2500.00        79.7079                 NaN  0.177865                 NaN            NaN            NaN            NaN   3.84706                 NaN   2.57949        13.2099       0.477807                 NaN            NaN            NaN
  1290.73        2500.00        82.0412                 NaN  0.163501                 NaN            NaN            NaN            NaN   3.35259                 NaN   2.26600        11.7534       0.423283                 NaN            NaN            NaN
  1288.22        2500.00        83.9702                 NaN  0.150558                 NaN            NaN            NaN            NaN   2.95016                 NaN   2.00847        10.5421       0.378504                 NaN            NaN            NaN
  1285.71        2500.00        85.5999                 NaN  0.139395                 NaN            NaN            NaN            NaN   2.61042                 NaN   1.79000        9.51861       0.341623                 NaN            NaN            NaN
  1283.21        2500.00        87.0730                 NaN  0.128134                 NaN            NaN            NaN            NaN   2.31392                 NaN   1.59490        8.58141       0.308596                 NaN            NaN            NaN
  1280.70        2500.00        88.3193                 NaN  0.106999                 NaN            NaN  0.814500E-001            NaN   1.99027                 NaN   1.43474        7.78358       0.283653                 NaN            NaN            NaN
  1278.20        2500.00        89.1373                 NaN  0.589889E-001            NaN            NaN  0.383156                 NaN   1.55206                 NaN   1.34106        7.25241       0.274974                 NaN            NaN            NaN
  1275.69        2500.00        90.1740                 NaN  0.510703E-001            NaN            NaN  0.371925                 NaN   1.36889                 NaN   1.20035        6.58003       0.253724                 NaN            NaN            NaN
  1273.18        2500.00        91.3935                 NaN  0.424196E-001            NaN            NaN  0.343768                 NaN   1.18955                 NaN   1.04631        5.75843       0.225984                 NaN            NaN            NaN
  1270.68        2500.00        87.2800                 NaN  0.869181E-001            NaN            NaN  0.368719                 NaN   1.86193                 NaN   1.56763        8.49082       0.344023                 NaN            NaN            NaN
  1268.17        2500.00        97.6233                 NaN  0.139652E-001            NaN            NaN  0.152778                 NaN  0.290608                 NaN  0.254798        1.62537       0.391490E-001            NaN            NaN            NaN
  1265.66        2500.00        94.1689                 NaN            NaN            NaN            NaN  0.341719                 NaN  0.769560                 NaN  0.699388        3.84941       0.170990                 NaN            NaN            NaN
  1263.16        2500.00        95.8992                 NaN  0.639275E-002            NaN            NaN  0.294271                 NaN  0.729962                 NaN  0.645970        2.27051       0.153726                 NaN            NaN            NaN
  1260.65        2500.00        93.0489                 NaN  0.237791E-001            NaN            NaN  0.250257                 NaN  0.866451                 NaN  0.723729        4.91411       0.172751                 NaN            NaN            NaN
  1258.15        2500.00        94.6795                 NaN  0.136059E-001            NaN            NaN  0.315247                 NaN  0.824623                 NaN  0.712379        3.29065       0.163984                 NaN            NaN            NaN
  1255.64        2500.00       0.802171E-003            NaN  0.205622E-001            NaN            NaN   2.94897                 NaN   14.3747                 NaN   8.25380        50.0813        1.74185        17.0912        5.48677                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
