|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1303.00        2500.00        93.2694                 NaN  0.769281                 NaN   1.07560                 NaN            NaN  0.859491        4.02622                 NaN            NaN            NaN            NaN
  1301.52        2500.00        93.7698                 NaN  0.717345                 NaN   1.00047                 NaN            NaN  0.798485        3.71385                 NaN            NaN            NaN            NaN
  1300.04        2500.00        94.2200                 NaN  0.667901                 NaN  0.935890                 NaN            NaN  0.743409        3.43285                 NaN            NaN            NaN            NaN
  1298.57        2500.00        94.6068                 NaN  0.625862                 NaN  0.880256                 NaN            NaN  0.696101        3.19099                 NaN            NaN            NaN            NaN
  1297.09        2500.00        94.9575                 NaN  0.587482                 NaN  0.830193                 NaN            NaN  0.652923        2.97191                 NaN            NaN            NaN            NaN
  1295.61        2500.00        95.2598                 NaN  0.553221                 NaN  0.789654                 NaN            NaN  0.615876        2.78148                 NaN            NaN            NaN            NaN
  1294.13        2500.00        95.5363                 NaN  0.521454                 NaN  0.751665                 NaN            NaN  0.581728        2.60885                 NaN            NaN            NaN            NaN
  1292.65        2500.00        95.7768                 NaN  0.493769                 NaN  0.720404                 NaN            NaN  0.552154        2.45684                 NaN            NaN            NaN            NaN
  1291.17        2500.00        95.9997                 NaN  0.469666                 NaN  0.689297                 NaN            NaN  0.524487        2.31686                 NaN            NaN            NaN            NaN
  1289.70        2500.00        95.6157                 NaN  0.465601                 NaN  0.750718                 NaN            NaN  0.568998        2.52459       0.744076E-001            NaN            NaN            NaN
  1288.22        2500.00        94.2926                 NaN  0.488650                 NaN  0.945390                 NaN            NaN  0.723416        3.27061       0.279305                 NaN            NaN            NaN
  1286.74        2500.00        94.6995                 NaN  0.458307                 NaN  0.880290                 NaN            NaN  0.671924        3.02987       0.260099                 NaN            NaN            NaN
  1285.26        2500.00        95.0577                 NaN  0.431002                 NaN  0.824069                 NaN            NaN  0.626744        2.81763       0.242815                 NaN            NaN            NaN
  1283.78        2500.00        95.3663                 NaN  0.406639                 NaN  0.776713                 NaN            NaN  0.587678        2.63481       0.227904                 NaN            NaN            NaN
  1282.31        2500.00        95.6429                 NaN  0.384852                 NaN  0.734873                 NaN            NaN  0.552746        2.47041       0.214228                 NaN            NaN            NaN
  1280.83        2500.00        93.7796                 NaN  0.496670                 NaN   1.14093                 NaN            NaN  0.777909        3.49860       0.306245                 NaN            NaN            NaN
  1279.35        2500.00        96.7494                 NaN  0.282407                 NaN  0.574005                 NaN            NaN  0.405778        1.82895       0.159475                 NaN            NaN            NaN
  1277.87        2500.00        90.9599                 NaN  0.288982                 NaN   1.76425                 NaN            NaN   1.27382        5.28780       0.425237                 NaN            NaN            NaN
  1276.39        2500.00        99.4760                 NaN  0.299222                 NaN  0.638364E-001            NaN            NaN            NaN  0.683448E-001  0.110878E-001  0.815507E-001            NaN            NaN
  1274.92        2500.00        97.2280                 NaN  0.982344                 NaN            NaN            NaN            NaN  0.359143        1.31438       0.116154                 NaN            NaN            NaN
  1273.44        2500.00        98.7089                 NaN            NaN            NaN  0.155641                 NaN            NaN  0.135378       0.910480       0.896282E-001            NaN            NaN            NaN
  1271.96        2500.00        98.0111                 NaN            NaN            NaN  0.574497                 NaN            NaN  0.224147        1.07623       0.114048                 NaN            NaN            NaN
  1270.48        2500.00        94.7696                 NaN  0.365877                 NaN  0.943653                 NaN            NaN  0.664905        2.97703       0.278916                 NaN            NaN            NaN
  1269.00        2500.00        96.5942                 NaN  0.242575                 NaN  0.672033                 NaN            NaN  0.366399        1.65726       0.130601       0.336930                 NaN            NaN
  1267.53        2500.00        92.3036                 NaN  0.388635                 NaN   1.63946                 NaN            NaN  0.754790        3.37405       0.254030        1.28547                 NaN            NaN
  1266.05        2500.00        78.3627                 NaN   1.22821                 NaN   4.27109                 NaN            NaN   2.15120        9.72941       0.698858        3.55857                 NaN            NaN
  1264.57        2500.00        99.8061                 NaN  0.894673E-001            NaN  0.104413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.09        2500.00        98.4252                 NaN            NaN            NaN  0.523141                 NaN            NaN  0.153482       0.577019       0.544937E-001  0.266680                 NaN            NaN
  1261.61        2500.00        92.2803                 NaN  0.257601                 NaN   1.74443                 NaN            NaN  0.734213        3.40843       0.254593        1.32040                 NaN            NaN
  1260.14        2500.00        91.3697                 NaN  0.528211                 NaN   1.83662                 NaN            NaN  0.840056        3.77809       0.243607        1.40375                 NaN            NaN
  1258.66        2500.00        90.1057                 NaN  0.521658                 NaN   2.05068                 NaN            NaN  0.949782        4.45033       0.290098        1.63178                 NaN            NaN
  1257.18        2500.00        88.3677                 NaN  0.581400                 NaN   2.35918                 NaN            NaN   1.09300        5.33745       0.307910        1.91064       0.427429E-001            NaN
  1255.70        2500.00        80.8412                 NaN  0.534511                 NaN   3.91599                 NaN            NaN   1.66273        9.16449                 NaN   3.04324       0.837850                 NaN
  1254.22        2500.00                 NaN            NaN   2.69000                 NaN   19.7463                 NaN            NaN   8.34134        44.6849                 NaN   15.5100        3.97189        5.05556     
  1252.75        2500.00                 NaN            NaN   2.75839                 NaN   19.8053                 NaN            NaN   8.28702        44.7375                 NaN   15.4913        3.94349        4.97697     
  1251.27        2500.00                 NaN            NaN   2.75257                 NaN   19.8572                 NaN            NaN   8.30556        44.7286                 NaN   15.5010        3.93032        4.92480     
  1249.79        2500.00                 NaN            NaN   2.76079                 NaN   19.8508                 NaN            NaN   8.31689        44.7535                 NaN   15.5149        3.92703        4.87609     
  1248.31        2500.00                 NaN            NaN   2.76899                 NaN   19.8446                 NaN            NaN   8.32823        44.7785                 NaN   15.5289        3.92371        4.82709     
  1246.83        2500.00                 NaN            NaN   2.77716                 NaN   19.8385                 NaN            NaN   8.33958        44.8037                 NaN   15.5430        3.92038        4.77779     
  1245.36        2500.00                 NaN            NaN   2.78530                 NaN   19.8325                 NaN            NaN   8.35094        44.8289                 NaN   15.5571        3.91703        4.72818     
  1243.88        2500.00                 NaN            NaN   5.10148                 NaN   7.32255        10.3733                 NaN   8.80851        43.8965        2.68745        16.2176       0.240575E-003   5.59225     
  1242.40        2500.00                 NaN            NaN   2.80496                 NaN   19.8279                 NaN            NaN   8.37310        44.8747                 NaN   15.5864        3.90573        4.62723     
  1240.92        2500.00                 NaN            NaN   2.82492                 NaN   19.7105                 NaN            NaN   8.37433        44.9776                 NaN   15.6022        3.93354        4.57698     
  1239.44        2500.00                 NaN            NaN   2.83667                 NaN   19.6884                 NaN            NaN   8.38326        45.0174                 NaN   15.6158        3.93371        4.52475     
  1237.97        2500.00                 NaN            NaN   2.83152                 NaN   19.7872                 NaN            NaN   8.40529        44.9690                 NaN   15.6306        3.90233        4.47401     
  1236.49        2500.00                 NaN            NaN   2.82937                 NaN   19.7554                 NaN            NaN   8.40477        45.0263                 NaN   15.6456        3.91655        4.42201     
  1235.01        2500.00                 NaN            NaN   5.10145                 NaN   7.32260        10.3733                 NaN   8.80850        44.0815        2.68742        16.3069       0.292577E-003   5.31801     
  1233.53        2500.00                 NaN            NaN   5.10145                 NaN   7.32261        10.3733                 NaN   8.80850        44.1130        2.68741        16.3221       0.302988E-003   5.27133     
  1232.05        2500.00                 NaN            NaN   5.10144                 NaN   7.32262        10.3733                 NaN   8.80850        44.1447        2.68741        16.3374       0.313994E-003   5.22431     
  1230.58        2500.00                 NaN            NaN   5.10144                 NaN   7.32263        10.3733                 NaN   8.80850        44.1767        2.68740        16.3528       0.325625E-003   5.17696     
  1229.10        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.447259E-005   8.80854        44.2088        2.68761        16.3683                 NaN   5.12930     
  1227.62        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.456361E-005   8.80854        44.2412        2.68761        16.3840                 NaN   5.08127     
  1226.14        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.465792E-005   8.80854        44.2738        2.68761        16.3997                 NaN   5.03290     
  1224.66        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.475604E-005   8.80854        44.3066        2.68761        16.4156                 NaN   4.98418     
  1223.18        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.485817E-005   8.80854        44.3397        2.68761        16.4315                 NaN   4.93511     
  1221.71        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.496445E-005   8.80854        44.3731        2.68761        16.4476                 NaN   4.88569     
  1220.23        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.507550E-005   8.80854        44.4067        2.68761        16.4638                 NaN   4.83591     
  1218.75        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.519101E-005   8.80854        44.4405        2.68761        16.4801                 NaN   4.78577     
  1217.27        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.531127E-005   8.80854        44.4746        2.68761        16.4966                 NaN   4.73527     
  1215.79        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.543643E-005   8.80854        44.5089        2.68761        16.5131                 NaN   4.68440     
  1214.32        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.556659E-005   8.80854        44.5434        2.68761        16.5298                 NaN   4.63316     
  1212.84        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.570231E-005   8.80854        44.5783        2.68761        16.5466                 NaN   4.58154     
  1211.36        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.584355E-005   8.80854        44.6133        2.68761        16.5635                 NaN   4.52955     
  1209.88        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.599081E-005   8.80854        44.6486        2.68761        16.5806                 NaN   4.47718     
  1208.40        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.614432E-005   8.80854        44.6842        2.68761        16.5977                 NaN   4.42443     
  1206.93        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.630425E-005   8.80854        44.7201        2.68761        16.6150                 NaN   4.37128     
  1205.45        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.647109E-005   8.80854        44.7562        2.68761        16.6325                 NaN   4.31775     
  1203.97        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.664530E-005   8.80854        44.7919        2.68761        16.6497                 NaN   4.26488     
  1202.49        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.682697E-005   8.80854        44.8287        2.68761        16.6674                 NaN   4.21028     
  1201.01        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.701672E-005   8.80854        44.8658        2.68761        16.6853                 NaN   4.15532     
  1199.54        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.721495E-005   8.80854        44.9031        2.68761        16.7033                 NaN   4.10001     
  1198.06        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.742187E-005   8.80854        44.9406        2.68761        16.7214                 NaN   4.04432     
  1196.58        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.763817E-005   8.80854        44.9784        2.68761        16.7397                 NaN   3.98826     
  1195.10        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.786442E-005   8.80854        45.0165        2.68761        16.7581                 NaN   3.93184     
  1193.62        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.810107E-005   8.80854        45.0548        2.68761        16.7765                 NaN   3.87503     
  1192.15        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.834866E-005   8.80854        45.0934        2.68761        16.7951                 NaN   3.81785     
  1190.67        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.860798E-005   8.80854        45.1322        2.68761        16.8139                 NaN   3.76029     
  1189.19        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.887924E-005   8.80854        45.1713        2.68761        16.8327                 NaN   3.70235     
  1187.71        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.916361E-005   8.80854        45.2107        2.68761        16.8517                 NaN   3.64402     
  1186.23        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.946161E-005   8.80854        45.2503        2.68761        16.8708                 NaN   3.58530     
  1184.76        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.977394E-005   8.80854        45.2901        2.68761        16.8901                 NaN   3.52619     
  1183.28        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.101014E-004   8.80854        45.3310        2.68761        16.9098                 NaN   3.46557     
  1181.80        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.104453E-004   8.80854        45.3717        2.68761        16.9294                 NaN   3.40531     
  1180.32        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.108063E-004   8.80854        45.4126        2.68761        16.9492                 NaN   3.34461     
  1178.84        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.111855E-004   8.80854        45.4539        2.68761        16.9691                 NaN   3.28345     
  1177.37        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.115836E-004   8.80854        45.4954        2.68761        16.9891                 NaN   3.22183     
  1175.89        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.120023E-004   8.80854        45.5373        2.68761        17.0093                 NaN   3.15976     
  1174.41        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.124426E-004   8.80854        45.5795        2.68761        17.0297                 NaN   3.09721     
  1172.93        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.129064E-004   8.80854        45.6220        2.68761        17.0502                 NaN   3.03420     
  1171.45        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.133939E-004   8.80854        45.6648        2.68761        17.0708                 NaN   2.97072     
  1169.98        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.139076E-004   8.80854        45.7080        2.68761        17.0917                 NaN   2.90676     
  1168.50        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.144490E-004   8.80854        45.7515        2.68761        17.1126                 NaN   2.84232     
  1167.02        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.150199E-004   8.80854        45.7952        2.68761        17.1338                 NaN   2.77740     
  1165.54        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.156214E-004   8.80854        45.8394        2.68761        17.1550                 NaN   2.71199     
  1164.06        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.162567E-004   8.80854        45.8838        2.68761        17.1765                 NaN   2.64609     
  1162.58        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.169272E-004   8.80854        45.9286        2.68761        17.1981                 NaN   2.57969     
  1161.11        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.176355E-004   8.80854        45.9737        2.68761        17.2199                 NaN   2.51280     
  1159.63        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.183839E-004   8.80854        46.0192        2.68761        17.2418                 NaN   2.44541     
  1158.15        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.191761E-004   8.80854        46.0650        2.68761        17.2639                 NaN   2.37751     
  1156.67        2500.00                 NaN            NaN   5.10161                 NaN   7.32230        10.3735       0.200147E-004   8.80854        46.1111        2.68761        17.2862                 NaN   2.30910     
  1155.19        2500.00                 NaN            NaN   5.03413                 NaN   19.0918                 NaN            NaN   9.26272        45.4254        2.49792        17.1353                 NaN   1.55269     
  1153.72        2500.00                 NaN            NaN   5.02680                 NaN   19.0970                 NaN            NaN   9.26432        45.4681        2.50234        17.1614                 NaN   1.47996     
  1152.24        2500.00                 NaN            NaN   5.04090                 NaN   19.0919                 NaN            NaN   9.27680        45.5142        2.49695        17.1780                 NaN   1.40124     
  1150.76        2500.00                 NaN            NaN   5.02041                 NaN   19.1563                 NaN            NaN   9.30782        45.5396        2.47885        17.2138                 NaN   1.28315     
  1149.28        2500.00                 NaN            NaN   5.13177                 NaN   18.9918                 NaN            NaN   9.28100        45.6826        2.48908        17.2023                 NaN   1.22148     
  1147.80        2500.00                 NaN            NaN   5.05412                 NaN   19.0874                 NaN            NaN   9.29773        45.6535        2.49554        17.2428                 NaN   1.16892     
  1146.33        2500.00                 NaN            NaN   5.05727                 NaN   19.0884                 NaN            NaN   9.30463        45.6991        2.49494        17.2649                 NaN   1.09080     
  1144.85        2500.00                 NaN            NaN   5.06066                 NaN   19.0922                 NaN            NaN   9.30803        45.7473        2.49391        17.2861                 NaN   1.01181     
  1143.37        2500.00                 NaN            NaN   5.06132                 NaN   19.0946                 NaN            NaN   9.31879        45.7888        2.49354        17.3098                 NaN  0.933052     
  1141.89        2500.00                 NaN            NaN   5.06473                 NaN   19.0955                 NaN            NaN   9.32576        45.8358        2.49291        17.3324                 NaN  0.852963     
  1140.41        2500.00                 NaN            NaN   5.06814                 NaN   19.0964                 NaN            NaN   9.33272        45.8832        2.49225        17.3550                 NaN  0.772273     
  1138.94        2500.00                 NaN            NaN   5.07158                 NaN   19.0974                 NaN            NaN   9.33968        45.9309        2.49156        17.3779                 NaN  0.690973     
  1137.46        2500.00                 NaN            NaN   5.07501                 NaN   19.0986                 NaN            NaN   9.34662        45.9790        2.49086        17.4009                 NaN  0.609069     
  1135.98        2500.00                 NaN            NaN   5.07841                 NaN   19.0998                 NaN            NaN   9.35358        46.0274        2.49014        17.4241                 NaN  0.526560     
  1134.50        2500.00                 NaN            NaN   5.08184                 NaN   19.1012                 NaN            NaN   9.36051        46.0762        2.48939        17.4474                 NaN  0.443427     
  1133.02        2500.00                 NaN            NaN   5.05065                 NaN   19.1517                 NaN            NaN   9.37854        46.0951        2.49127        17.4705                 NaN  0.362226     
  1131.55        2500.00                 NaN            NaN   5.05511                 NaN   19.1520                 NaN            NaN   9.38516        46.1455        2.49039        17.4941                 NaN  0.277731     
  1130.07        2500.00                 NaN            NaN   5.05955                 NaN   19.1523                 NaN            NaN   9.39179        46.1963        2.48948        17.5179                 NaN  0.192614     
  1128.59        2500.00                 NaN            NaN   5.06396                 NaN   19.1529                 NaN            NaN   9.39841        46.2474        2.48856        17.5419                 NaN  0.106867     
  1127.11        2500.00                 NaN            NaN   5.06834                 NaN   19.1535                 NaN            NaN   9.40506        46.2989        2.48762        17.5661                 NaN  0.204702E-001
  1125.63        2500.00                 NaN            NaN   5.07246                 NaN   19.1541                 NaN            NaN   9.41176        46.3059        2.48669        17.5690                 NaN            NaN
  1124.16        2500.00                 NaN            NaN   5.07555                 NaN   19.1539                 NaN            NaN   9.41871        46.2994        2.48585        17.5665                 NaN            NaN
  1122.68        2500.00                 NaN            NaN   5.07945                 NaN   19.1544                 NaN            NaN   9.42535        46.2927        2.48489        17.5632                 NaN            NaN
  1121.20        2500.00                 NaN            NaN   5.13535                 NaN   19.0625                 NaN            NaN   9.41590        46.3382        2.48094        17.5671                 NaN            NaN
  1119.72        2500.00                 NaN            NaN   5.41014                 NaN   2.61828        15.4544                 NaN   9.25791        46.9962        2.58344        17.6797                 NaN            NaN
  1118.24        2500.00                 NaN            NaN   5.24678                 NaN   18.9279                 NaN            NaN   9.39465        46.4035        2.47093        17.5562                 NaN            NaN
  1116.77        2500.00                 NaN            NaN   5.16718                 NaN   19.0468                 NaN            NaN   9.42797        46.3282        2.47579        17.5540                 NaN            NaN
  1115.29        2500.00                 NaN            NaN   5.17042                 NaN   19.0493                 NaN            NaN   9.43488        46.3204        2.47481        17.5502                 NaN            NaN
  1113.81        2500.00                 NaN            NaN   5.17357                 NaN   19.0520                 NaN            NaN   9.44181        46.3124        2.47381        17.5464                 NaN            NaN
  1112.33        2500.00                 NaN            NaN   5.17386                 NaN   19.0558                 NaN            NaN   9.44946        46.3036        2.47305        17.5443                 NaN            NaN
  1110.85        2500.00                 NaN            NaN   5.10770                 NaN   19.1606                 NaN            NaN   9.47893        46.2370        2.47658        17.5392                 NaN            NaN
  1109.38        2500.00                 NaN            NaN   5.11139                 NaN   19.1634                 NaN            NaN   9.48589        46.2291        2.47542        17.5348                 NaN            NaN
  1107.90        2500.00                 NaN            NaN   5.16252                 NaN   19.0928                 NaN            NaN   9.47783        46.2632        2.47166        17.5320                 NaN            NaN
  1106.42        2500.00                 NaN            NaN   5.16601                 NaN   19.0960                 NaN            NaN   9.48473        46.2550        2.47049        17.5279                 NaN            NaN
  1104.94        2500.00                 NaN            NaN   5.16533                 NaN   18.9845                 NaN            NaN   9.47099        46.3297        2.49157        17.5580                 NaN            NaN
  1103.46        2500.00                 NaN            NaN   5.24765                 NaN   18.6916                 NaN            NaN   9.41203        46.5122        2.51683        17.6197                 NaN            NaN
  1101.99        2500.00                 NaN            NaN   5.26695                 NaN   18.9907                 NaN            NaN   9.49026        46.2991        2.45959        17.4934                 NaN            NaN
  1100.51        2500.00                 NaN            NaN   5.27268                 NaN   18.9843                 NaN            NaN   9.49694        46.2965        2.45952        17.4901                 NaN            NaN
  1099.03        2500.00                 NaN            NaN   5.29066                 NaN   18.9157                 NaN            NaN   9.49126        46.3382        2.46910        17.4952                 NaN            NaN
  1097.55        2500.00                 NaN            NaN   5.29463                 NaN   18.9532                 NaN            NaN   9.49859        46.2999        2.45759        17.4961                 NaN            NaN
  1096.07        2500.00                 NaN            NaN   5.18796                 NaN   18.9938                 NaN            NaN   9.50883        46.2881        2.48504        17.5362                 NaN            NaN
  1094.59        2500.00                 NaN            NaN   5.28316                 NaN   19.0051                 NaN            NaN   9.52577        46.2581        2.45329        17.4746                 NaN            NaN
  1093.12        2500.00                 NaN            NaN   5.28819                 NaN   19.0040                 NaN            NaN   9.53096        46.2519        2.45179        17.4731                 NaN            NaN
  1091.64        2500.00                 NaN            NaN   5.30827                 NaN   18.9626                 NaN            NaN   9.52581        46.2687        2.45254        17.4822                 NaN            NaN
  1090.16        2500.00                 NaN            NaN   5.31182                 NaN   18.9653                 NaN            NaN   9.53255        46.2606        2.45120        17.4784                 NaN            NaN
  1088.68        2500.00                 NaN            NaN   5.31273                 NaN   18.9724                 NaN            NaN   9.53868        46.2510        2.45042        17.4747                 NaN            NaN
  1087.20        2500.00                 NaN            NaN   5.32076                 NaN   18.9700                 NaN            NaN   9.54793        46.2452        2.44797        17.4681                 NaN            NaN
  1085.73        2500.00                 NaN            NaN  0.718414        4.43110        19.2444                 NaN            NaN   9.60857        46.0835        2.45492        17.4591                 NaN            NaN
  1084.25        2500.00                 NaN            NaN   5.32133                 NaN   18.9836                 NaN            NaN   9.56108        46.2244        2.44586        17.4638                 NaN            NaN
  1082.77        2500.00                 NaN            NaN   5.32417                 NaN   18.9880                 NaN            NaN   9.56809        46.2154        2.44443        17.4599                 NaN            NaN
  1081.29        2500.00                 NaN            NaN   5.32685                 NaN   18.9923                 NaN            NaN   9.57512        46.2065        2.44299        17.4562                 NaN            NaN
  1079.81        2500.00                 NaN            NaN   5.32983                 NaN   18.9966                 NaN            NaN   9.58213        46.1976        2.44152        17.4524                 NaN            NaN
  1078.34        2500.00                 NaN            NaN   5.33147                 NaN   19.0028                 NaN            NaN   9.58933        46.1875        2.44006        17.4488                 NaN            NaN
  1076.86        2500.00                 NaN            NaN  0.804938        4.36310        19.2732                 NaN            NaN   9.65061        46.0289        2.44548        17.4337                 NaN            NaN
  1075.38        2500.00                 NaN            NaN  0.810680        4.36059        19.2791                 NaN            NaN   9.65778        46.0192        2.44378        17.4289                 NaN            NaN
  1073.90        2500.00                 NaN            NaN   5.33998                 NaN   19.0175                 NaN            NaN   9.61051        46.1597        2.43539        17.4369                 NaN            NaN
  1072.42        2500.00                 NaN            NaN  0.816111        4.36042        19.2900                 NaN            NaN   9.67214        46.0004        2.44050        17.4205                 NaN            NaN
  1070.95        2500.00                 NaN            NaN   5.34524                 NaN   19.0289                 NaN            NaN   9.62479        46.1402        2.43213        17.4287                 NaN            NaN
  1069.47        2500.00                 NaN            NaN   5.34791                 NaN   19.0346                 NaN            NaN   9.63193        46.1305        2.43048        17.4247                 NaN            NaN
  1067.99        2500.00                 NaN            NaN   5.34370                 NaN   19.0709                 NaN            NaN   9.65102        46.1042        2.42687        17.4033                 NaN            NaN
  1066.51        2500.00                 NaN            NaN   5.35433                 NaN   19.0433                 NaN            NaN   9.64599        46.1126        2.42711        17.4166                 NaN            NaN
  1065.03        2500.00                 NaN            NaN   5.35364                 NaN   19.0549                 NaN            NaN   9.65371        46.0993        2.42544        17.4130                 NaN            NaN
  1063.56        2500.00                 NaN            NaN   5.35629                 NaN   19.0620                 NaN            NaN   9.66100        46.0886        2.42362        17.4085                 NaN            NaN
  1062.08        2500.00                 NaN            NaN   5.35863                 NaN   19.0682                 NaN            NaN   9.66823        46.0785        2.42186        17.4045                 NaN            NaN
  1060.60        2500.00                 NaN            NaN   5.36156                 NaN   19.0752                 NaN            NaN   9.67553        46.0679        2.41996        17.3998                 NaN            NaN
  1059.12        2500.00                 NaN            NaN   5.36404                 NaN   19.0815                 NaN            NaN   9.68278        46.0578        2.41815        17.3957                 NaN            NaN
  1057.64        2500.00                 NaN            NaN   5.36695                 NaN   19.0887                 NaN            NaN   9.69012        46.0470        2.41619        17.3910                 NaN            NaN
  1056.17        2500.00                 NaN            NaN   5.36933                 NaN   19.0956                 NaN            NaN   9.69744        46.0365        2.41431        17.3868                 NaN            NaN
  1054.69        2500.00                 NaN            NaN   5.31772                 NaN   19.1831                 NaN            NaN   9.71746        45.9805        2.41501        17.3862                 NaN            NaN
  1053.21        2500.00                 NaN            NaN   5.32130                 NaN   19.1892                 NaN            NaN   9.72509        45.9700        2.41297        17.3815                 NaN            NaN
  1051.73        2500.00                 NaN            NaN   5.32529                 NaN   19.1960                 NaN            NaN   9.73137        45.9604        2.41084        17.3762                 NaN            NaN
  1050.25        2500.00                 NaN            NaN   5.32777                 NaN   19.2039                 NaN            NaN   9.73943        45.9487        2.40876        17.3715                 NaN            NaN
  1048.78        2500.00                 NaN            NaN   5.33524                 NaN   19.2050                 NaN            NaN   9.74587        45.9414        2.40639        17.3662                 NaN            NaN
  1047.30        2500.00                 NaN            NaN   5.33695                 NaN   19.2146                 NaN            NaN   9.75363        45.9292        2.40431        17.3614                 NaN            NaN
  1045.82        2500.00                 NaN            NaN   5.33831                 NaN   19.2250                 NaN            NaN   9.76151        45.9165        2.40220        17.3565                 NaN            NaN
  1044.34        2500.00                 NaN            NaN   5.34186                 NaN   19.2329                 NaN            NaN   9.76901        45.9052        2.39988        17.3512                 NaN            NaN
  1042.86        2500.00                 NaN            NaN   5.34446                 NaN   19.2408                 NaN            NaN   9.77647        45.8941        2.39771        17.3465                 NaN            NaN
  1041.39        2500.00                 NaN            NaN   5.41001                 NaN   16.6003        2.03621                 NaN   9.61785        46.3468        2.48825        17.5006                 NaN            NaN
  1039.91        2500.00                 NaN            NaN   5.40064                 NaN   19.1967                 NaN            NaN   9.78865        45.9068        2.38961        17.3176                 NaN            NaN
  1038.43        2500.00                 NaN            NaN   5.31189                 NaN   19.1573                 NaN            NaN   9.74437        45.9833        2.42783        17.3753                 NaN            NaN
  1036.95        2500.00                 NaN            NaN  0.239726        4.99784        19.5071                 NaN            NaN   9.83320        45.7448        2.39013        17.2872                 NaN            NaN
  1035.47        2500.00                 NaN            NaN   5.41647                 NaN   19.1771                 NaN            NaN   9.80183        45.9074        2.39083        17.3063                 NaN            NaN
  1034.00        2500.00                 NaN            NaN   5.41883                 NaN   19.1872                 NaN            NaN   9.80976        45.8948        2.38830        17.3012                 NaN            NaN
