|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        iron           Sp(TH)         an             San(TH)        Opx(TH)        ilm            O(HP)          ne             lc            
  1245.42        2500.00                 NaN   2.72648        13.0292                 NaN            NaN   6.25462        49.3738        4.68224        1.21587                 NaN   16.4976        6.22020     
  1244.20        2500.00                 NaN   2.72653        13.0294                 NaN            NaN   6.25484        49.4036        4.68230        1.21589                 NaN   16.5110        6.17648     
  1242.98        2500.00                 NaN   2.72658        13.0297                 NaN            NaN   6.25507        49.4335        4.68235        1.21592                 NaN   16.5243        6.13253     
  1241.76        2500.00                 NaN   2.72663        13.0300                 NaN            NaN   6.25529        49.4636        4.68241        1.21594                 NaN   16.5378        6.08836     
  1240.54        2500.00                 NaN   2.72668        13.0303                 NaN            NaN   6.25551        49.4939        4.68246        1.21597                 NaN   16.5513        6.04396     
  1239.32        2500.00                 NaN   2.72673        13.0305                 NaN            NaN   6.25574        49.5243        4.68252        1.21599                 NaN   16.5649        5.99933     
  1238.10        2500.00                 NaN   2.72678        13.0308                 NaN            NaN   6.25596        49.5549        4.68257        1.21601                 NaN   16.5785        5.95448     
  1236.87        2500.00                 NaN   2.72683        13.0311                 NaN            NaN   6.25618        49.5856        4.68263        1.21604                 NaN   16.5923        5.90939     
  1235.65        2500.00                 NaN   2.72687        13.0313                 NaN            NaN   6.25641        49.6165        4.68269        1.21606                 NaN   16.6061        5.86399     
  1234.43        2500.00                 NaN   2.72692        13.0316                 NaN            NaN   6.25663        49.6477        4.68274        1.21609                 NaN   16.6201        5.81825     
  1233.21        2500.00                 NaN   2.72697        13.0319                 NaN            NaN   6.25686        49.6790        4.68280        1.21611                 NaN   16.6341        5.77226     
  1231.99        2500.00                 NaN   2.72702        13.0322                 NaN            NaN   6.25708        49.7105        4.68286        1.21614                 NaN   16.6482        5.72603     
  1230.77        2500.00                 NaN   2.72707        13.0325                 NaN            NaN   6.25731        49.7421        4.68291        1.21616                 NaN   16.6624        5.67957     
  1229.55        2500.00                 NaN   2.72712        13.0327                 NaN            NaN   6.25753        49.7739        4.68297        1.21618                 NaN   16.6766        5.63286     
  1228.33        2500.00                 NaN   2.72718        13.0330                 NaN            NaN   6.25776        49.8059        4.68303        1.21621                 NaN   16.6910        5.58591     
  1227.11        2500.00                 NaN   2.72723        13.0333                 NaN            NaN   6.25798        49.8381        4.68309        1.21623                 NaN   16.7054        5.53872     
  1225.89        2500.00                 NaN   4.53373        12.2460                 NaN            NaN   7.05758        49.3048        3.44404        1.34517                 NaN   16.8827        5.18593     
  1224.66        2500.00                 NaN   4.57201        12.2319                 NaN            NaN   7.08994        49.3106        3.40687        1.35019                 NaN   16.9015        5.13706     
  1223.44        2500.00                 NaN   4.47818        12.3403                 NaN            NaN   7.11737        49.3128        3.40361        1.34711                 NaN   16.9156        5.08508     
  1222.22        2500.00                 NaN   4.52564        12.3244                 NaN            NaN   7.15188        49.3165        3.35897        1.35250                 NaN   16.9347        5.03548     
  1221.00        2500.00                 NaN   4.57286        12.3090                 NaN            NaN   7.18662        49.3200        3.31400        1.35791                 NaN   16.9539        4.98564     
  1219.78        2500.00                 NaN   4.51491        12.1134                 NaN            NaN   7.02467        49.4489        3.60246        1.32945                 NaN   16.9400        5.02624     
  1218.56        2500.00                 NaN   4.56939        12.0811                 NaN            NaN   7.04939        49.4614        3.56979        1.33359                 NaN   16.9580        4.97738     
  1217.34        2500.00                 NaN   2.72763        13.0355                 NaN            NaN   6.25980        50.1024        4.68355        1.21643                 NaN   16.8242        5.15051     
  1216.12        2500.00                 NaN   2.72768        13.0358                 NaN            NaN   6.26003        50.1363        4.68361        1.21646                 NaN   16.8394        5.10074     
  1214.90        2500.00                 NaN   2.72774        13.0361                 NaN            NaN   6.26026        50.1704        4.68368        1.21648                 NaN   16.8548        5.05055     
  1213.68        2500.00                 NaN   2.72780        13.0364                 NaN            NaN   6.26049        50.2048        4.68373        1.21651                 NaN   16.8702        5.00007     
  1212.45        2500.00                 NaN   4.79344        12.2326                 NaN            NaN   7.39881        49.3820        3.08086        1.39042                 NaN   17.0899        4.63201     
  1211.23        2500.00                 NaN   4.78871        12.2622                 NaN            NaN   7.43200        49.3864        3.04931        1.39338                 NaN   17.1084        4.57951     
  1210.01        2500.00                 NaN   4.78430        12.2917                 NaN            NaN   7.46527        49.3909        3.01775        1.39633                 NaN   17.1270        4.52675     
  1208.79        2500.00                 NaN   4.84099        12.2749                 NaN            NaN   7.50402        49.3924        2.96363        1.40256                 NaN   17.1473        4.47420     
  1207.57        2500.00                 NaN   4.90527        12.2533                 NaN            NaN   7.54403        49.3930        2.90577        1.40925                 NaN   17.1679        4.42140     
  1206.35        2500.00                 NaN   4.96266        12.2364                 NaN            NaN   7.58304        49.3946        2.85106        1.41555                 NaN   17.1884        4.36843     
  1205.13        2500.00                 NaN   5.03285        12.2148                 NaN            NaN   7.62031        49.3979        2.78768        1.42272                 NaN   17.2089        4.31484     
  1203.91        2500.00                 NaN   5.13396        12.2177                 NaN            NaN   7.68847        49.3655        2.68047        1.42965                 NaN   17.2276        4.25663     
  1202.69        2500.00                 NaN   5.17727        12.2074                 NaN            NaN   7.72385        49.3709        2.63525        1.43491                 NaN   17.2479        4.20248     
  1201.47        2500.00                 NaN   5.22713        12.1926                 NaN            NaN   7.76009        49.3758        2.58713        1.44057                 NaN   17.2685        4.14813     
  1200.24        2500.00                 NaN   5.27158        12.1825                 NaN            NaN   7.79622        49.3808        2.54042        1.44596                 NaN   17.2891        4.09346     
  1199.02        2500.00                 NaN   5.32622        12.1654                 NaN            NaN   7.83400        49.3848        2.48878        1.45206                 NaN   17.3100        4.03870     
  1197.80        2500.00                 NaN   5.36393        12.1591                 NaN            NaN   7.86831        49.3915        2.44655        1.45686                 NaN   17.3304        3.98336     
  1196.58        2500.00                 NaN   5.70286        12.1626                 NaN            NaN   8.18217        49.1524        2.07483        1.49830                 NaN   17.3911        3.83577     
  1195.36        2500.00                 NaN   12.1417        5.45046                 NaN            NaN   7.94081        49.4024        2.35337        1.46749                 NaN   17.3720        3.87178     
  1194.14        2500.00                 NaN   5.62067        12.0437                 NaN            NaN   8.00996        49.3885        2.22063        1.48796                 NaN   17.4041        3.82444     
  1192.92        2500.00                 NaN   5.55044        12.0681                 NaN            NaN   7.99543        49.4390        2.28692        1.48017                 NaN   17.4173        3.76267     
  1191.70        2500.00                 NaN   5.60958        12.0476                 NaN            NaN   8.03266        49.4446        2.23473        1.48626                 NaN   17.4388        3.70581     
  1190.48        2500.00                 NaN   12.0275        5.66835                 NaN            NaN   8.06992        49.4504        2.18257        1.49234                 NaN   17.4603        3.64869     
  1189.26        2500.00                 NaN   12.0078        5.72673                 NaN            NaN   8.10723        49.4562        2.13045        1.49841                 NaN   17.4819        3.59129     
  1188.03        2500.00                 NaN   5.78285        11.9902                 NaN            NaN   8.14461        49.4621        2.07877        1.50438                 NaN   17.5035        3.53358     
  1186.81        2500.00                 NaN   5.82054        11.9900                 NaN            NaN   8.18234        49.4668        2.03103        1.50937                 NaN   17.5247        3.47530     
  1185.59        2500.00                 NaN   11.9898        5.85809                 NaN            NaN   8.22000        49.4719        1.98344        1.51434                 NaN   17.5460        3.41645     
  1184.37        2500.00                 NaN   5.89555        11.9897                 NaN            NaN   8.25771        49.4772        1.93585        1.51931                 NaN   17.5674        3.35732     
  1183.15        2500.00                 NaN   5.93293        11.9898                 NaN            NaN   8.29549        49.4825        1.88826        1.52427                 NaN   17.5888        3.29791     
  1181.93        2500.00                 NaN   11.9900        5.97022                 NaN            NaN   8.33333        49.4880        1.84067        1.52923                 NaN   17.6104        3.23821     
  1180.71        2500.00                 NaN   6.00742        11.9903                 NaN            NaN   8.37122        49.4936        1.79308        1.53418                 NaN   17.6320        3.17824     
  1179.49        2500.00                 NaN   11.9907        6.04454                 NaN            NaN   8.40917        49.4993        1.74550        1.53913                 NaN   17.6537        3.11797     
  1178.27        2500.00                 NaN   11.9913        6.08158                 NaN            NaN   8.44718        49.5051        1.69791        1.54406                 NaN   17.6755        3.05742     
  1177.05        2500.00                 NaN   6.11853        11.9919                 NaN            NaN   8.48524        49.5110        1.65033        1.54899                 NaN   17.6974        2.99657     
  1175.82        2500.00                 NaN   6.15534        11.9927                 NaN            NaN   8.52322        49.5174        1.60291        1.55391                 NaN   17.7195        2.93509     
  1174.60        2500.00                 NaN   6.19206        11.9935                 NaN            NaN   8.56125        49.5239        1.55549        1.55881                 NaN   17.7416        2.87332     
  1173.38        2500.00                 NaN   11.9945        6.22871                 NaN            NaN   8.59935        49.5306        1.50807        1.56371                 NaN   17.7639        2.81125     
  1172.16        2500.00                 NaN   6.30517        11.9817                 NaN            NaN   8.65408        49.5229        1.42334        1.57316                 NaN   17.7888        2.75084     
  1170.94        2500.00                 NaN   12.0281        6.44654                 NaN            NaN   8.83957        49.4131        1.15232        1.60749                 NaN   17.8351        2.67771     
  1169.72        2500.00                 NaN   11.7988        6.69361                 NaN            NaN   8.88623        49.4019        1.12567        1.61088                 NaN   17.8603        2.62257     
  1168.50        2500.00                 NaN   6.35908        12.0196                 NaN            NaN   8.75561        49.5531        1.31842        1.58210                 NaN   17.8527        2.55937     
  1167.28        2500.00                 NaN   6.42808        11.9888                 NaN            NaN   8.78996        49.5659        1.26506        1.58876                 NaN   17.8766        2.49683     
  1166.06        2500.00                 NaN   6.44747        12.0025                 NaN            NaN   8.82879        49.5735        1.22358        1.59292                 NaN   17.8992        2.43211     
  1164.84        2500.00                 NaN   12.0192        6.47204                 NaN            NaN   8.86944        49.5773        1.17643        1.59681                 NaN   17.9212        2.36751     
  1163.61        2500.00                 NaN   6.51967        12.0064                 NaN            NaN   8.90622        49.5887        1.12841        1.60265                 NaN   17.9452        2.30269     
  1162.39        2500.00                 NaN   6.55479        12.0084                 NaN            NaN   8.94416        49.5974        1.08196        1.60743                 NaN   17.9683        2.23765     
  1161.17        2500.00                 NaN   12.0105        6.59056                 NaN            NaN   8.98267        49.6056        1.03475        1.61224                 NaN   17.9915        2.17219     
  1159.95        2500.00                 NaN   6.62628        12.0127                 NaN            NaN   9.02122        49.6141       0.987532        1.61705                 NaN   18.0148        2.10640     
  1158.73        2500.00                 NaN   6.66191        12.0150                 NaN            NaN   9.05979        49.6226       0.940348        1.62184                 NaN   18.0382        2.04029     
  1157.51        2500.00                 NaN   12.0175        6.69748                 NaN            NaN   9.09841        49.6314       0.893174        1.62662                 NaN   18.0616        1.97387     
  1156.29        2500.00                 NaN   7.13036        11.7876                 NaN            NaN   9.28729        49.5307       0.566800        1.67355                 NaN   18.1148        1.90895     
  1155.07        2500.00                 NaN   12.0227        6.76838                 NaN            NaN   9.17574        49.6497       0.798903        1.63615                 NaN   18.1091        1.83932     
  1153.85        2500.00                 NaN   6.80372        12.0254                 NaN            NaN   9.21447        49.6592       0.751787        1.64091                 NaN   18.1329        1.77155     
  1152.63        2500.00                 NaN   12.0283        6.83897                 NaN            NaN   9.25323        49.6688       0.704699        1.64565                 NaN   18.1569        1.70346     
  1151.40        2500.00                 NaN   7.13578        11.7869                 NaN            NaN   9.29071        49.7042       0.562438        1.67430                 NaN   18.1952        1.65040     
  1150.18        2500.00                 NaN   7.13594        11.7872                 NaN            NaN   9.29108        49.7486       0.562439        1.67434                 NaN   18.2155        1.58483     
  1148.96        2500.00                 NaN   7.26524        11.7759                 NaN            NaN   9.41022        49.6838       0.421513        1.68719                 NaN   18.2459        1.51023     
  1147.74        2500.00                 NaN   7.26536        11.7763                 NaN            NaN   9.41057        49.7286       0.421550        1.68722                 NaN   18.2664        1.44405     
  1146.52        2500.00                 NaN   11.8234        7.30093                 NaN            NaN   9.49094        49.7072       0.306514        1.70149                 NaN   18.2982        1.37136     
  1145.30        2500.00                 NaN   11.8237        7.30110                 NaN            NaN   9.49131        49.7526       0.306513        1.70153                 NaN   18.3190        1.30422     
  1144.08        2500.00                 NaN   7.38393        11.8411                 NaN            NaN   9.60282        49.6911       0.192511        1.71031                 NaN   18.3466        1.23166     
  1142.86        2500.00                 NaN   7.38413        11.8414                 NaN            NaN   9.60321        49.7369       0.192495        1.71036                 NaN   18.3676        1.16396     
  1141.64        2500.00                 NaN   7.38429        11.8417                 NaN            NaN   9.60359        49.7829       0.192499        1.71040                 NaN   18.3887        1.09589     
  1140.42        2500.00                 NaN   7.18498        12.0699                 NaN            NaN   9.64573        49.7712       0.232222        1.69235                 NaN   18.4019        1.00169     
  1139.19        2500.00                 NaN   7.22168        12.0747                 NaN            NaN   9.68670        49.7809       0.182000        1.69723                 NaN   18.4271       0.929632     
  1137.97        2500.00                 NaN   7.25591        12.0802                 NaN            NaN   9.72664        49.7918       0.134254        1.70186                 NaN   18.4522       0.857118     
  1136.75        2500.00                 NaN   12.1017        7.24388                 NaN            NaN   9.74586        49.8208       0.129671        1.70102                 NaN   18.4749       0.782208     
  1135.53        2500.00                 NaN   7.13733        12.1569                 NaN            NaN   9.72341        49.8866       0.212120        1.68912                 NaN   18.4929       0.701628     
  1134.31        2500.00                 NaN   7.33828        12.1069                 NaN            NaN   9.83970        49.8319       0.717661E-002   1.71339                 NaN   18.5276       0.635071     
  1133.09        2500.00                 NaN   7.32865        12.1286                 NaN            NaN   9.86048        49.8602                 NaN   1.71274                 NaN   18.5507       0.558622     
  1131.87        2500.00                 NaN   7.30955        12.1538                 NaN            NaN   9.87794        49.8919                 NaN   1.71129                 NaN   18.5738       0.481713     
  1130.65        2500.00                 NaN   7.29707        12.1780                 NaN            NaN   9.89547        49.9221                 NaN   1.70913                 NaN   18.5956       0.402684     
  1129.43        2500.00                 NaN   7.36798        12.0559                 NaN            NaN   9.87384        49.9946                 NaN   1.71815                 NaN   18.6195       0.370042     
  1128.21        2500.00                 NaN   7.10529        12.2802                 NaN            NaN   9.87406        50.0477       0.102147        1.69774                 NaN   18.6434       0.249435     
  1126.98        2500.00                 NaN   7.15536        12.2824                 NaN            NaN   9.92238        50.0533       0.382473E-001   1.70411                 NaN   18.6705       0.173648     
  1125.76        2500.00                 NaN   7.21684        12.2829                 NaN            NaN   9.96725        50.0504                 NaN   1.70307                 NaN   18.6899       0.896127E-001
  1124.54        2500.00                 NaN   12.3230        7.18361                 NaN            NaN   9.99000        50.0747                 NaN   1.70123                 NaN   18.7117       0.156989E-001
  1123.32        2500.00                 NaN   12.3543        7.15859                 NaN            NaN   10.0094        50.0632                 NaN   1.69944                 NaN   18.7150                 NaN
  1122.10        2500.00                 NaN   7.13667        12.3822                 NaN            NaN   10.0278        50.0423                 NaN   1.69768                 NaN   18.7133                 NaN
  1120.88        2500.00                 NaN   7.11744        12.4073                 NaN            NaN   10.0453        50.0224                 NaN   1.69595                 NaN   18.7116                 NaN
  1119.66        2500.00                 NaN   12.4299        7.10049                 NaN            NaN   10.0621        50.0034                 NaN   1.69425                 NaN   18.7099                 NaN
  1118.44        2500.00                 NaN   12.4395        7.09546                 NaN            NaN   10.0775        49.9858                 NaN   1.69304                 NaN   18.7087                 NaN
  1117.22        2500.00                 NaN   12.4662        7.08037                 NaN            NaN   10.0955        49.9612                 NaN   1.69079                 NaN   18.7059                 NaN
  1116.00        2500.00                 NaN   12.4896        7.05440                 NaN            NaN   10.1154        49.9448                 NaN   1.68984                 NaN   18.7060                 NaN
  1114.77        2500.00                 NaN   7.03151        12.5180                 NaN            NaN   10.1341        49.9236                 NaN   1.68812                 NaN   18.7047                 NaN
  1113.55        2500.00                 NaN   12.5405        7.01600                 NaN            NaN   10.1530        49.9019                 NaN   1.68625                 NaN   18.7024                 NaN
  1112.33        2500.00                 NaN   12.5702        6.99418                 NaN            NaN   10.1715        49.8796                 NaN   1.68425                 NaN   18.7004                 NaN
  1111.11        2500.00                 NaN   12.5984        6.97350                 NaN            NaN   10.1900        49.8575                 NaN   1.68221                 NaN   18.6984                 NaN
  1109.89        2500.00                 NaN   12.6253        6.94867                 NaN            NaN   10.2101        49.8373                 NaN   1.68079                 NaN   18.6978                 NaN
  1108.67        2500.00                 NaN   6.86972        12.6953                 NaN            NaN   10.2918        49.7650                 NaN   1.67459                 NaN   18.7036                 NaN
  1107.45        2500.00                 NaN   6.86638        12.6996                 NaN            NaN   10.2962        49.7608                 NaN   1.67414                 NaN   18.7028                 NaN
  1106.23        2500.00                 NaN   6.88741        12.7018                 NaN            NaN   10.2662        49.7758                 NaN   1.67514                 NaN   18.6936                 NaN
  1105.01        2500.00                 NaN   6.82280        12.7394                 NaN            NaN   10.3169        49.7436                 NaN   1.67373                 NaN   18.7036                 NaN
  1103.79        2500.00                 NaN   6.83611        12.7686                 NaN            NaN   10.3080        49.7264                 NaN   1.67120                 NaN   18.6897                 NaN
  1102.56        2500.00                 NaN   6.82279        12.7395                 NaN            NaN   10.3172        49.7445                 NaN   1.67374                 NaN   18.7022                 NaN
  1101.34        2500.00                 NaN   12.8110        6.74355                 NaN            NaN   10.3310        49.7355                 NaN   1.67464                 NaN   18.7043                 NaN
  1100.12        2500.00                 NaN   12.8111        6.74355                 NaN            NaN   10.3311        49.7360                 NaN   1.67464                 NaN   18.7036                 NaN
  1098.90        2500.00                 NaN   6.75200        12.8821                 NaN            NaN   10.3874        49.6345                 NaN   1.66270                 NaN   18.6813                 NaN
  1097.68        2500.00                 NaN   12.9106        6.73018                 NaN            NaN   10.4075        49.6117                 NaN   1.66062                 NaN   18.6794                 NaN
  1096.46        2500.00                 NaN   6.69230        12.9456                 NaN            NaN   10.4199        49.6020                 NaN   1.66036                 NaN   18.6798                 NaN
  1095.24        2500.00                 NaN   12.9830        6.65575                 NaN            NaN   10.4394        49.5821                 NaN   1.65905                 NaN   18.6807                 NaN
  1094.02        2500.00                 NaN   12.9384        6.68154                 NaN            NaN   10.4776        49.5559                 NaN   1.66090                 NaN   18.6856                 NaN
  1092.80        2500.00                 NaN   12.9803        6.64554                 NaN            NaN   10.4851        49.5453                 NaN   1.65916                 NaN   18.6846                 NaN
  1091.58        2500.00                 NaN   13.0002        6.62383                 NaN            NaN   10.5479        49.4861                 NaN   1.65584                 NaN   18.6861                 NaN
  1090.35        2500.00                 NaN   13.0920        6.59435                 NaN            NaN   10.5294        49.4699                 NaN   1.64709                 NaN   18.6673                 NaN
  1089.13        2500.00                 NaN   13.0150        6.64694                 NaN            NaN   10.5754        49.4392                 NaN   1.65011                 NaN   18.6733                 NaN
  1087.91        2500.00                 NaN   6.63055        12.9989                 NaN            NaN   10.5706        49.4631                 NaN   1.65499                 NaN   18.6819                 NaN
  1086.69        2500.00                 NaN   6.62258        13.0159                 NaN            NaN   10.5801        49.4491                 NaN   1.65370                 NaN   18.6787                 NaN
  1085.47        2500.00                 NaN   6.67051        12.9639                 NaN            NaN   10.5752        49.4574                 NaN   1.65479                 NaN   18.6782                 NaN
  1084.25        2500.00                 NaN   6.58655        13.0614                 NaN            NaN   10.5989        49.4265                 NaN   1.65046                 NaN   18.6762                 NaN
  1083.03        2500.00                 NaN   6.44597        13.2746                 NaN            NaN   10.7412        49.2494                 NaN   1.62713                 NaN   18.6617                 NaN
  1081.81        2500.00                 NaN   6.44597        13.2746                 NaN            NaN   10.7414        49.2499                 NaN   1.62714                 NaN   18.6610                 NaN
  1080.59        2500.00                 NaN   6.44597        13.2747                 NaN            NaN   10.7415        49.2503                 NaN   1.62714                 NaN   18.6603                 NaN
  1079.37        2500.00                 NaN   6.44597        13.2748                 NaN            NaN   10.7417        49.2508                 NaN   1.62714                 NaN   18.6596                 NaN
  1078.14        2500.00                 NaN   6.44597        13.2749                 NaN            NaN   10.7419        49.2512                 NaN   1.62714                 NaN   18.6589                 NaN
  1076.92        2500.00                 NaN   13.3376        6.42390                 NaN            NaN   10.7216        49.2506                 NaN   1.62135                 NaN   18.6450                 NaN
  1075.70        2500.00                 NaN   6.36246        13.4006                 NaN            NaN   10.7471        49.2253                 NaN   1.62057                 NaN   18.6439                 NaN
  1074.48        2500.00                 NaN   6.36246        13.4007                 NaN            NaN   10.7473        49.2257                 NaN   1.62058                 NaN   18.6432                 NaN
  1073.26        2500.00                 NaN   13.5634        6.25984                 NaN            NaN   10.8322        49.1054                 NaN   1.60896                 NaN   18.6302                 NaN
  1072.04        2500.00                 NaN   13.5567        6.26258                 NaN            NaN   10.8504        49.0903                 NaN   1.60893                 NaN   18.6311                 NaN
  1070.82        2500.00                 NaN   13.5425        6.27165                 NaN            NaN   10.8614        49.0826                 NaN   1.60960                 NaN   18.6322                 NaN
  1069.60        2500.00                 NaN   13.6605        6.19037                 NaN            NaN   10.8986        49.0274                 NaN   1.60058                 NaN   18.6225                 NaN
  1068.38        2500.00                 NaN   6.16432        13.6963                 NaN            NaN   10.9212        49.0002                 NaN   1.59768                 NaN   18.6202                 NaN
  1067.16        2500.00                 NaN   13.6891        6.16103                 NaN            NaN   10.9333        48.9958                 NaN   1.59839                 NaN   18.6223                 NaN
  1065.93        2500.00                 NaN   13.7643        6.09635                 NaN            NaN   10.9627        48.9621                 NaN   1.59428                 NaN   18.6203                 NaN
  1064.71        2500.00                 NaN   13.8035        6.05844                 NaN            NaN   10.9817        48.9434                 NaN   1.59262                 NaN   18.6204                 NaN
  1063.49        2500.00                 NaN   6.04188        13.8393                 NaN            NaN   11.0074        48.9082                 NaN   1.58826                 NaN   18.6150                 NaN
  1062.27        2500.00                 NaN   6.02875        13.8747                 NaN            NaN   11.0310        48.8726                 NaN   1.58394                 NaN   18.6090                 NaN
  1061.05        2500.00                 NaN   5.99858        13.9251                 NaN            NaN   11.0538        48.8394                 NaN   1.57963                 NaN   18.6035                 NaN
  1059.83        2500.00                 NaN   13.9712        5.95931                 NaN            NaN   11.0782        48.8120                 NaN   1.57682                 NaN   18.6024                 NaN
  1058.61        2500.00                 NaN   14.0127        5.95713                 NaN            NaN   11.1081        48.7610                 NaN   1.56965                 NaN   18.5915                 NaN
  1057.39        2500.00                 NaN   14.0720        5.91242                 NaN            NaN   11.1560        48.7080                 NaN   1.56370                 NaN   18.5878                 NaN
  1056.17        2500.00                 NaN   14.0990        5.88272                 NaN            NaN   11.1842        48.6835                 NaN   1.56163                 NaN   18.5890                 NaN
  1054.95        2500.00                 NaN   5.87938        14.1225                 NaN            NaN   11.1786        48.6767                 NaN   1.55986                 NaN   18.5829                 NaN
  1053.72        2500.00                 NaN   14.1149        5.86122                 NaN            NaN   11.1915        48.6810                 NaN   1.56181                 NaN   18.5895                 NaN
  1052.50        2500.00                 NaN   14.2029        5.82454                 NaN            NaN   11.2268        48.6166                 NaN   1.55269                 NaN   18.5764                 NaN
  1051.28        2500.00                 NaN   14.1268        5.87760                 NaN            NaN   11.2016        48.6553                 NaN   1.55842                 NaN   18.5803                 NaN
  1050.06        2500.00                 NaN   14.1633        5.83847                 NaN            NaN   11.2129        48.6470                 NaN   1.55791                 NaN   18.5804                 NaN
  1048.84        2500.00                 NaN   14.1697        5.85487                 NaN            NaN   11.2188        48.6279                 NaN   1.55478                 NaN   18.5739                 NaN
  1047.62        2500.00                 NaN   14.3584        5.72251                 NaN            NaN   11.3251        48.4947                 NaN   1.53774                 NaN   18.5615                 NaN
  1046.40        2500.00                 NaN   14.4204        5.66517                 NaN            NaN   11.3419        48.4753                 NaN   1.53567                 NaN   18.5615                 NaN
  1045.18        2500.00                 NaN   14.5130        5.60728                 NaN            NaN   11.4126        48.3883                 NaN   1.52543                 NaN   18.5534                 NaN
  1043.96        2500.00                 NaN   14.5513        5.58074                 NaN            NaN   11.4417        48.3545                 NaN   1.52129                 NaN   18.5504                 NaN
  1042.74        2500.00                 NaN   14.5722        5.56715                 NaN            NaN   11.4554        48.3378                 NaN   1.51914                 NaN   18.5483                 NaN
  1041.51        2500.00                 NaN   14.5896        5.57438                 NaN            NaN   11.4753        48.3061                 NaN   1.51456                 NaN   18.5400                 NaN
  1040.29        2500.00                 NaN   14.6100        5.55879                 NaN            NaN   11.4799        48.2989                 NaN   1.51355                 NaN   18.5388                 NaN
  1039.07        2500.00                 NaN   14.6342        5.54334                 NaN            NaN   11.4936        48.2814                 NaN   1.51132                 NaN   18.5362                 NaN
  1037.85        2500.00                 NaN   14.6736        5.50445                 NaN            NaN   11.5120        48.2636                 NaN   1.50904                 NaN   18.5374                 NaN
  1036.63        2500.00                 NaN   14.7167        5.47213                 NaN            NaN   11.5237        48.2462                 NaN   1.50715                 NaN   18.5342                 NaN
  1035.41        2500.00                 NaN   14.7557        5.44762                 NaN            NaN   11.5448        48.2182                 NaN   1.50346                 NaN   18.5303                 NaN
  1034.19        2500.00                 NaN   14.8451        5.40508                 NaN            NaN   11.5994        48.1390                 NaN   1.49245                 NaN   18.5190                 NaN
  1032.97        2500.00                 NaN   5.35396        14.9068                 NaN            NaN   11.6241        48.1095                 NaN   1.48891                 NaN   18.5167                 NaN
  1031.75        2500.00                 NaN   14.9531        5.32488                 NaN            NaN   11.6507        48.0748                 NaN   1.48430                 NaN   18.5122                 NaN
  1030.53        2500.00                 NaN   14.9959        5.31473                 NaN            NaN   11.6854        48.0239                 NaN   1.47706                 NaN   18.5030                 NaN
  1029.30        2500.00                 NaN   15.0416        5.28150                 NaN            NaN   11.7118        47.9922                 NaN   1.47288                 NaN   18.5000                 NaN
  1028.08        2500.00                 NaN   15.0869        5.25278                 NaN            NaN   11.7389        47.9577                 NaN   1.46822                 NaN   18.4955                 NaN
  1026.86        2500.00                 NaN   15.1330        5.22358                 NaN            NaN   11.7661        47.9228                 NaN   1.46351                 NaN   18.4909                 NaN
  1025.64        2500.00                 NaN   15.1990        5.16937                 NaN            NaN   11.7956        47.8884                 NaN   1.45917                 NaN   18.4885                 NaN
  1024.42        2500.00                 NaN   15.2279        5.15164                 NaN            NaN   11.8116        47.8674                 NaN   1.45630                 NaN   18.4852                 NaN
  1023.20        2500.00                 NaN   15.2562        5.13442                 NaN            NaN   11.8269        47.8470                 NaN   1.45350                 NaN   18.4820                 NaN
  1021.98        2500.00                 NaN   15.2652        5.12121                 NaN            NaN   11.8361        47.8423                 NaN   1.45288                 NaN   18.4823                 NaN
  1020.76        2500.00                 NaN   15.2915        5.13141                 NaN            NaN   11.8576        47.8011                 NaN   1.44682                 NaN   18.4715                 NaN
  1019.54        2500.00                 NaN   15.3181        5.11550                 NaN            NaN   11.8719        47.7818                 NaN   1.44416                 NaN   18.4684                 NaN
  1018.32        2500.00                 NaN   15.3672        5.08552                 NaN            NaN   11.8977        47.7466                 NaN   1.43929                 NaN   18.4637                 NaN
  1017.09        2500.00                 NaN   15.5624        4.96437                 NaN            NaN   12.0025        47.6040                 NaN   1.41937                 NaN   18.4473                 NaN
  1015.87        2500.00                 NaN   15.6486        4.87867                 NaN            NaN   12.0410        47.5673                 NaN   1.41623                 NaN   18.4483                 NaN
  1014.65        2500.00                 NaN   15.6400        4.91861                 NaN            NaN   12.0444        47.5470                 NaN   1.41131                 NaN   18.4387                 NaN
  1013.43        2500.00                 NaN   15.7028        4.86009                 NaN            NaN   12.0665        47.5236                 NaN   1.40818                 NaN   18.4388                 NaN
  1012.21        2500.00                 NaN   4.84772        15.7587                 NaN            NaN   12.1046        47.4631                 NaN   1.39922                 NaN   18.4266                 NaN
  1010.99        2500.00                 NaN   15.8149        4.81269                 NaN            NaN   12.1343        47.4233                 NaN   1.39346                 NaN   18.4214                 NaN
  1009.77        2500.00                 NaN   15.8607        4.78453                 NaN            NaN   12.1607        47.3884                 NaN   1.38857                 NaN   18.4171                 NaN
  1008.55        2500.00                 NaN   15.9130        4.75254                 NaN            NaN   12.1891        47.3502                 NaN   1.38309                 NaN   18.4121                 NaN
  1007.33        2500.00                 NaN   15.9821        4.71669                 NaN            NaN   12.2234        47.2997                 NaN   1.37546                 NaN   18.4027                 NaN
