|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1297.62        500.000                 NaN   99.4620                 NaN            NaN            NaN  0.154355       0.227895                 NaN  0.155790                 NaN            NaN            NaN
  1296.09        500.000                 NaN   99.4677                 NaN            NaN            NaN  0.225887       0.152338                 NaN  0.154034                 NaN            NaN            NaN
  1294.56        500.000                 NaN   99.4741                 NaN            NaN            NaN  0.223727       0.149883                 NaN  0.152246                 NaN            NaN            NaN
  1293.04        500.000                 NaN   99.4815                 NaN            NaN            NaN  0.220901       0.147784                 NaN  0.149858                 NaN            NaN            NaN
  1291.51        500.000                 NaN   99.4870                 NaN            NaN            NaN  0.145726       0.218995                 NaN  0.148293                 NaN            NaN            NaN
  1289.99        500.000                 NaN   99.4928                 NaN            NaN            NaN  0.216911       0.143603                 NaN  0.146706                 NaN            NaN            NaN
  1288.46        500.000                 NaN   99.5004                 NaN            NaN            NaN  0.213835       0.141578                 NaN  0.144230                 NaN            NaN            NaN
  1286.93        500.000                 NaN   99.5056                 NaN            NaN            NaN  0.212180       0.139426                 NaN  0.142746                 NaN            NaN            NaN
  1285.41        500.000                 NaN   99.5112                 NaN            NaN            NaN  0.137521       0.210211                 NaN  0.141097                 NaN            NaN            NaN
  1283.88        500.000                 NaN   99.5170                 NaN            NaN            NaN  0.135478       0.208164                 NaN  0.139355                 NaN            NaN            NaN
  1282.35        500.000                 NaN   99.5227                 NaN            NaN            NaN  0.133638       0.206034                 NaN  0.137674                 NaN            NaN            NaN
  1280.83        500.000                 NaN   99.5284                 NaN            NaN            NaN  0.131781       0.203861                 NaN  0.135965                 NaN            NaN            NaN
  1279.30        500.000                 NaN   96.8928                 NaN            NaN            NaN  0.586593       0.366695                 NaN  0.389591        1.76436                 NaN            NaN
  1277.78        500.000                 NaN   95.5015                 NaN            NaN            NaN  0.776231       0.489487                 NaN  0.519412        2.71341                 NaN            NaN
  1276.25        500.000                 NaN   95.7692                 NaN            NaN            NaN  0.723784       0.464305                 NaN  0.488967        2.55377                 NaN            NaN
  1274.72        500.000                 NaN   96.0085                 NaN            NaN            NaN  0.441742       0.676409                 NaN  0.461614        2.41173                 NaN            NaN
  1273.20        500.000                 NaN   96.2219                 NaN            NaN            NaN  0.421857       0.634379                 NaN  0.437147        2.28475                 NaN            NaN
  1271.67        500.000                 NaN   96.4167                 NaN            NaN            NaN  0.596431       0.402682                 NaN  0.414804        2.16943                 NaN            NaN
  1270.14        500.000                 NaN   96.5950                 NaN            NaN            NaN  0.561523       0.385867                 NaN  0.394135        2.06348                 NaN            NaN
  1268.62        500.000                 NaN   96.7559                 NaN            NaN            NaN  0.370304       0.530021                 NaN  0.375489        1.96833                 NaN            NaN
  1267.09        500.000                 NaN   96.9028                 NaN            NaN            NaN  0.356237       0.501343                 NaN  0.358414        1.88120                 NaN            NaN
  1265.57        500.000                 NaN   97.0414                 NaN            NaN            NaN  0.474280       0.342437                 NaN  0.342121        1.79980                 NaN            NaN
  1264.04        500.000                 NaN   97.1655                 NaN            NaN            NaN  0.330514       0.450293                 NaN  0.327633        1.72602                 NaN            NaN
  1262.51        500.000                 NaN   97.2854                 NaN            NaN            NaN  0.426786       0.318163                 NaN  0.313401        1.65621                 NaN            NaN
  1260.99        500.000                 NaN   97.3939                 NaN            NaN            NaN  0.307477       0.406033                 NaN  0.300613        1.59201                 NaN            NaN
  1259.46        500.000                 NaN   97.4957                 NaN            NaN            NaN  0.385906       0.297783                 NaN  0.288478        1.53215                 NaN            NaN
  1257.93        500.000                 NaN   97.5890                 NaN            NaN            NaN  0.368106       0.288475                 NaN  0.277436        1.47701                 NaN            NaN
  1256.41        500.000                 NaN   97.6776                 NaN            NaN            NaN  0.279525       0.351085                 NaN  0.266855        1.42494                 NaN            NaN
  1254.88        500.000                 NaN   97.7614                 NaN            NaN            NaN  0.335075       0.270900                 NaN  0.256805        1.37586                 NaN            NaN
  1253.36        500.000                 NaN   97.8371                 NaN            NaN            NaN  0.320701       0.263700                 NaN  0.247825        1.33065                 NaN            NaN
  1251.83        500.000                 NaN   97.9120                 NaN            NaN            NaN  0.255921       0.306283                 NaN  0.238750        1.28706                 NaN            NaN
  1250.30        500.000                 NaN   97.9808                 NaN            NaN            NaN  0.249143       0.293142                 NaN  0.230440        1.24643                 NaN            NaN
  1248.78        500.000                 NaN   98.0458                 NaN            NaN            NaN  0.242155       0.280929                 NaN  0.222651        1.20845                 NaN            NaN
  1247.25        500.000                 NaN   98.1081                 NaN            NaN            NaN  0.236332       0.269338                 NaN  0.215149        1.17111                 NaN            NaN
  1245.72        500.000                 NaN   98.1662                 NaN            NaN            NaN  0.258063       0.230470                 NaN  0.208031        1.13719                 NaN            NaN
  1244.20        500.000                 NaN   98.2200                 NaN            NaN            NaN  0.247543       0.225551                 NaN  0.201546        1.10537                 NaN            NaN
  1242.67        500.000                 NaN   98.2742                 NaN            NaN            NaN  0.219861       0.237764                 NaN  0.194957        1.07321                 NaN            NaN
  1241.15        500.000                 NaN   98.3241                 NaN            NaN            NaN  0.228569       0.214516                 NaN  0.188900        1.04395                 NaN            NaN
  1239.62        500.000                 NaN   98.3714                 NaN            NaN            NaN  0.219660       0.209770                 NaN  0.183136        1.01606                 NaN            NaN
  1238.09        500.000                 NaN   98.4170                 NaN            NaN            NaN  0.205178       0.211217                 NaN  0.177580       0.989020                 NaN            NaN
  1236.57        500.000                 NaN   98.4593                 NaN            NaN            NaN  0.203178       0.200933                 NaN  0.172443       0.964158                 NaN            NaN
  1235.04        500.000                 NaN   98.5021                 NaN            NaN            NaN  0.197651       0.194617                 NaN  0.167104       0.938540                 NaN            NaN
  1233.51        500.000                 NaN   98.5428                 NaN            NaN            NaN  0.193003       0.186788                 NaN  0.162045       0.915365                 NaN            NaN
  1231.99        500.000                 NaN   98.3547                 NaN            NaN            NaN  0.306232       0.786396E-001            NaN  0.180337        1.02985       0.501973E-001            NaN
  1230.46        500.000                 NaN   98.2911                 NaN            NaN            NaN  0.212193E-001  0.357864                 NaN  0.185564        1.07059       0.736611E-001            NaN
  1228.94        500.000                 NaN   98.3483                 NaN            NaN            NaN  0.346589       0.183571E-001            NaN  0.178426        1.03783       0.704922E-001            NaN
  1227.41        500.000                 NaN   98.4010                 NaN            NaN            NaN  0.158799E-001  0.335460                 NaN  0.171853        1.00828       0.675773E-001            NaN
  1225.88        500.000                 NaN   98.4517                 NaN            NaN            NaN  0.324985       0.136530E-001            NaN  0.165546       0.979349       0.647349E-001            NaN
  1224.36        500.000                 NaN   98.4985                 NaN            NaN            NaN  0.317520       0.100140E-001            NaN  0.159795       0.952164       0.619642E-001            NaN
  1222.83        500.000                 NaN   98.5451                 NaN            NaN            NaN  0.307785       0.814111E-002            NaN  0.153990       0.925614       0.594009E-001            NaN
  1221.30        500.000                 NaN   95.2256                 NaN            NaN            NaN  0.573939                 NaN            NaN  0.395546        2.21636       0.104939        1.48360     
  1219.78        500.000                 NaN   86.9649                 NaN            NaN            NaN   1.23332                 NaN            NaN   1.00030        5.40111       0.212718        5.18760     
  1218.25        500.000                 NaN   87.9581                 NaN            NaN            NaN   1.15802                 NaN            NaN  0.923761        4.97460       0.190751        4.79477     
  1216.73        500.000                 NaN   88.7940                 NaN            NaN            NaN   1.09549                 NaN            NaN  0.860689        4.61479       0.171793        4.46325     
  1215.20        500.000                 NaN   89.4784                 NaN            NaN            NaN   1.04643                 NaN            NaN  0.809214        4.31929       0.155949        4.19071     
  1213.67        500.000                 NaN   90.0516                 NaN            NaN            NaN   1.00543                 NaN            NaN  0.765664        4.07131       0.142699        3.96328     
  1212.15        500.000                 NaN   90.2222                 NaN  0.291397E-001            NaN  0.962899                 NaN            NaN  0.757961        3.97920       0.132043        3.91651     
  1210.62        500.000                 NaN   90.0321                 NaN  0.885760E-001            NaN  0.911133                 NaN            NaN  0.782373        4.02754       0.123648        4.03461     
  1209.09        500.000                 NaN   90.4734                 NaN  0.853297E-001            NaN  0.868719                 NaN            NaN  0.742887        3.85066       0.117470        3.86157     
  1207.57        500.000                 NaN   90.7864                 NaN  0.816040E-001            NaN  0.847216                 NaN            NaN  0.713286        3.72376       0.112601        3.73511     
  1206.04        500.000                 NaN   91.0842                 NaN  0.779168E-001            NaN  0.819838                 NaN            NaN  0.686280        3.60616       0.107786        3.61778     
  1204.52        500.000                 NaN   91.2834                 NaN  0.748097E-001            NaN  0.802816                 NaN            NaN  0.666647        3.52897       0.104032        3.53930     
  1202.99        500.000                 NaN   91.3834                 NaN  0.730932E-001            NaN  0.791158                 NaN            NaN  0.654292        3.49392       0.101456        3.50266     
  1201.46        500.000                 NaN   91.3598                 NaN  0.705825E-001            NaN  0.798327                 NaN            NaN  0.651640        3.50938       0.998206E-001   3.51047     
  1199.94        500.000                 NaN   86.6911                 NaN  0.150417                 NaN  0.923762                 NaN            NaN  0.995590        5.40207       0.145760        5.69134     
  1198.41        500.000                 NaN   93.8514                 NaN  0.860592E-002            NaN  0.873843                 NaN            NaN  0.439471        2.50850       0.718165E-001   2.24631     
  1196.89        500.000                 NaN   88.9761                 NaN  0.929599E-001            NaN  0.957312                 NaN            NaN  0.806335        4.55246       0.118167        4.49667     
  1195.36        500.000                 NaN   88.1610                 NaN  0.990078E-001            NaN  0.998999                 NaN            NaN  0.848414        4.94886       0.124624        4.81913     
  1193.83        500.000                 NaN   77.1545                 NaN  0.192464                 NaN   1.80587                 NaN            NaN   1.59341        9.67712       0.224607        9.35200     
  1192.31        500.000                 NaN            NaN            NaN  0.725019                 NaN   8.10823                 NaN            NaN   6.82372        42.2906       0.879343        41.1731     
  1190.78        500.000                 NaN            NaN            NaN  0.789689                 NaN   7.82542                 NaN            NaN   6.73953        42.4976       0.922966        41.2248     
  1189.25        500.000                 NaN            NaN            NaN  0.766821                 NaN   7.88877                 NaN            NaN   6.74487        42.4802       0.919852        41.1995     
  1187.73        500.000                 NaN            NaN            NaN  0.742558                 NaN   7.95639                 NaN            NaN   6.75044        42.4619       0.916169        41.1726     
  1186.20        500.000                 NaN            NaN            NaN  0.715656                 NaN   8.03136                 NaN            NaN   6.75668        42.4416       0.912043        41.1427     
  1184.68        500.000                 NaN            NaN            NaN  0.683775                 NaN   8.12076                 NaN            NaN   6.76433        42.4168       0.906991        41.1074     
  1183.15        500.000                 NaN            NaN            NaN  0.649291                 NaN   8.21712                 NaN            NaN   6.77254        42.3904       0.901553        41.0691     
  1181.62        500.000                 NaN            NaN            NaN  0.611688                 NaN   8.32195                 NaN            NaN   6.78145        42.3620       0.895633        41.0273     
  1180.10        500.000                 NaN            NaN            NaN  0.570404                 NaN   8.43679                 NaN            NaN   6.79128        42.3311       0.889118        40.9813     
  1178.57        500.000                 NaN            NaN            NaN  0.496258                 NaN   8.63122                 NaN            NaN   6.80126        42.2935       0.881231        40.8966     
  1177.04        500.000                 NaN            NaN            NaN  0.456423                 NaN   8.75476                 NaN            NaN   6.81869        42.2448       0.870806        40.8545     
  1175.52        500.000                 NaN            NaN            NaN  0.411734                 NaN   8.87666                 NaN            NaN   6.82864        42.2146       0.864156        40.8042     
  1173.99        500.000                 NaN            NaN            NaN  0.361091                 NaN   8.92434       0.903530E-001            NaN   6.83976        42.1806       0.856694        40.7472     
  1172.47        500.000                 NaN            NaN            NaN  0.243926                 NaN   9.34013                 NaN            NaN   6.86781        42.0938       0.837773        40.6166     
  1170.94        500.000                 NaN            NaN            NaN  0.136505                 NaN   9.63489                 NaN            NaN   6.89250        42.0190       0.821125        40.4959     
  1169.41        500.000                 NaN            NaN            NaN            NaN            NaN   10.0070                 NaN            NaN   6.92130        41.9278       0.801307        40.3426     
  1167.89        500.000                 NaN            NaN            NaN            NaN            NaN   10.0104                 NaN            NaN   6.92422        41.9218       0.799970        40.3437     
  1166.36        500.000                 NaN            NaN            NaN            NaN            NaN   10.0007                 NaN            NaN   6.91871        41.9356       0.803413        40.3416     
  1164.83        500.000                 NaN            NaN            NaN            NaN            NaN   10.0016                 NaN            NaN   6.91956        41.9340       0.803163        40.3417     
  1163.31        500.000                 NaN            NaN            NaN            NaN            NaN   10.0151                 NaN            NaN   6.92917        41.9131       0.797972        40.3446     
  1161.78        500.000                 NaN            NaN            NaN            NaN            NaN   10.0192                 NaN            NaN   6.93109        41.9084       0.796607        40.3447     
  1160.26        500.000                 NaN            NaN            NaN            NaN            NaN   9.51572       0.477503                 NaN   6.91823        41.9413       0.806477        40.3408     
  1158.73        500.000                 NaN            NaN            NaN            NaN            NaN   10.0166                 NaN            NaN   6.93025        41.9112       0.797705        40.3443     
  1157.20        500.000                 NaN            NaN            NaN            NaN            NaN   5.82315        4.18323                 NaN   6.92505        41.9249       0.801104        40.3425     
  1155.68        500.000                 NaN            NaN            NaN            NaN            NaN   3.12810        4.72110        2.17294        6.94089        41.8962       0.794863        40.3459     
  1154.15        500.000                 NaN            NaN            NaN            NaN            NaN   10.0321                 NaN            NaN   6.94084        41.8882       0.791954        40.3470     
  1152.62        500.000                 NaN            NaN            NaN            NaN            NaN   10.0323                 NaN            NaN   6.94201        41.8867       0.791681        40.3474     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN   5.68268        4.33617                 NaN   6.93395        41.9059       0.796533        40.3448     
  1149.57        500.000                 NaN            NaN            NaN            NaN            NaN   10.0259                 NaN            NaN   6.93834        41.8956       0.794245        40.3459     
  1148.05        500.000                 NaN            NaN            NaN            NaN            NaN   3.97650        6.03046                 NaN   6.92860        41.9215       0.800365        40.3426     
  1146.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.05229        5.95636                 NaN   6.93000        41.9187       0.799756        40.3429     
  1144.99        500.000                 NaN            NaN            NaN            NaN            NaN   4.14319        5.86748                 NaN   6.93160        41.9154       0.799023        40.3433     
  1143.47        500.000                 NaN            NaN            NaN            NaN            NaN   4.23569        5.77701                 NaN   6.93321        41.9122       0.798286        40.3436     
  1141.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.32982        5.68494                 NaN   6.93482        41.9089       0.797545        40.3440     
  1140.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.42560        5.59122                 NaN   6.93644        41.9056       0.796798        40.3444     
  1138.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.72992        5.29301                 NaN   6.94074        41.8954       0.794778        40.3462     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN   10.0542                 NaN            NaN   6.95929        41.8520       0.783559        40.3510     
  1135.84        500.000                 NaN            NaN            NaN            NaN            NaN   10.0480                 NaN            NaN   6.95534        41.8608       0.786009        40.3498     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   10.0601                 NaN            NaN   6.96363        41.8429       0.781352        40.3520     
  1132.78        500.000                 NaN            NaN            NaN            NaN            NaN   10.0601                 NaN            NaN   6.96360        41.8430       0.781459        40.3519     
  1131.26        500.000                 NaN            NaN            NaN            NaN            NaN   10.0592                 NaN            NaN   6.96348        41.8436       0.781815        40.3518     
  1129.73        500.000                 NaN            NaN            NaN            NaN            NaN   10.0586                 NaN            NaN   6.96339        41.8443       0.782065        40.3517     
  1128.20        500.000                 NaN            NaN            NaN            NaN            NaN   10.0596                 NaN            NaN   6.96432        41.8425       0.781685        40.3519     
  1126.68        500.000                 NaN            NaN            NaN            NaN            NaN   10.0609                 NaN            NaN   6.96545        41.8403       0.781226        40.3521     
  1125.15        500.000                 NaN            NaN            NaN            NaN            NaN   10.0621                 NaN            NaN   6.96653        41.8383       0.780800        40.3523     
  1123.63        500.000                 NaN            NaN            NaN            NaN            NaN   10.0636                 NaN            NaN   6.96802        41.8353       0.780241        40.3528     
  1122.10        500.000                 NaN            NaN            NaN            NaN            NaN   10.0648                 NaN            NaN   6.96893        41.8336       0.779790        40.3529     
  1120.57        500.000                 NaN            NaN            NaN            NaN            NaN   10.0663                 NaN            NaN   6.97025        41.8311       0.779253        40.3531     
  1119.05        500.000                 NaN            NaN            NaN            NaN            NaN   10.0678                 NaN            NaN   6.97142        41.8286       0.778724        40.3534     
  1117.52        500.000                 NaN            NaN            NaN            NaN            NaN   10.0629                 NaN            NaN   6.96914        41.8348       0.780458        40.3527     
  1115.99        500.000                 NaN            NaN            NaN            NaN            NaN   10.0648                 NaN            NaN   6.97058        41.8318       0.779800        40.3531     
  1114.47        500.000                 NaN            NaN            NaN            NaN            NaN   10.0897                 NaN            NaN   6.98612        41.7966       0.770439        40.3571     
  1112.94        500.000                 NaN            NaN            NaN            NaN            NaN   10.0685                 NaN            NaN   6.97346        41.8258       0.778485        40.3538     
  1111.42        500.000                 NaN            NaN            NaN            NaN            NaN   10.0703                 NaN            NaN   6.97489        41.8229       0.777831        40.3541     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN   10.0722                 NaN            NaN   6.97632        41.8199       0.777169        40.3545     
  1108.36        500.000                 NaN            NaN            NaN            NaN            NaN   10.0741                 NaN            NaN   6.97776        41.8168       0.776504        40.3548     
  1106.84        500.000                 NaN            NaN            NaN            NaN            NaN   8.36318        1.70789                 NaN   6.97709        41.8197       0.777544        40.3545     
  1105.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.44205        1.63096                 NaN   6.97848        41.8167       0.776860        40.3549     
  1103.78        500.000                 NaN            NaN            NaN            NaN            NaN   8.52348        1.55152                 NaN   6.97991        41.8137       0.776162        40.3553     
  1102.26        500.000                 NaN            NaN            NaN            NaN            NaN   8.60751        1.46952                 NaN   6.98136        41.8105       0.775448        40.3556     
  1100.73        500.000                 NaN            NaN            NaN            NaN            NaN   8.69412        1.38499                 NaN   6.98284        41.8073       0.774718        40.3560     
  1099.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.78334        1.29790                 NaN   6.98435        41.8040       0.773971        40.3564     
  1097.68        500.000                 NaN            NaN            NaN            NaN            NaN   8.87516        1.20828                 NaN   6.98589        41.8007       0.773206        40.3568     
  1096.15        500.000                 NaN            NaN            NaN            NaN            NaN   8.96956        1.11614                 NaN   6.98746        41.7972       0.772422        40.3572     
  1094.63        500.000                 NaN            NaN            NaN            NaN            NaN   9.06648        1.02153                 NaN   6.98908        41.7937       0.771619        40.3576     
  1093.10        500.000                 NaN            NaN            NaN            NaN            NaN   9.16590       0.924495                 NaN   6.99072        41.7900       0.770795        40.3581     
  1091.57        500.000                 NaN            NaN            NaN            NaN            NaN   9.26770       0.825148                 NaN   6.99241        41.7863       0.769950        40.3585     
  1090.05        500.000                 NaN            NaN            NaN            NaN            NaN   9.37180       0.723572                 NaN   6.99414        41.7824       0.769083        40.3590     
  1088.52        500.000                 NaN            NaN            NaN            NaN            NaN   9.47808       0.619900                 NaN   6.99590        41.7785       0.768192        40.3594     
  1087.00        500.000                 NaN            NaN            NaN            NaN            NaN   9.58638       0.514283                 NaN   6.99772        41.7744       0.767276        40.3599     
  1085.47        500.000                 NaN            NaN            NaN            NaN            NaN   9.72218       0.381257                 NaN   6.99962        41.7702       0.766298        40.3604     
  1083.94        500.000                 NaN            NaN            NaN            NaN            NaN   9.86546       0.240801                 NaN   7.00157        41.7660       0.765295        40.3609     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN   10.1118                 NaN            NaN   7.00497        41.7579       0.763424        40.3619     
  1080.89        500.000                 NaN            NaN            NaN            NaN            NaN   10.0953       0.166007E-001            NaN   7.00538        41.7575       0.763314        40.3619     
  1079.36        500.000                 NaN            NaN            NaN            NaN            NaN   9.96314       0.151945                 NaN   7.00768        41.7526       0.762106        40.3625     
  1077.84        500.000                 NaN            NaN            NaN            NaN            NaN   10.1230                 NaN            NaN   7.01312        41.7405       0.759228        40.3641     
  1076.31        500.000                 NaN            NaN            NaN            NaN            NaN   10.0910       0.364132E-001            NaN   7.01647        41.7337       0.757461        40.3649     
  1074.79        500.000                 NaN            NaN            NaN            NaN            NaN   9.85634       0.274340                 NaN   7.01846        41.7290       0.756378        40.3655     
  1073.26        500.000                 NaN            NaN            NaN            NaN            NaN   9.50835       0.618884                 NaN   7.01634        41.7341       0.757557        40.3647     
  1071.73        500.000                 NaN            NaN            NaN            NaN            NaN   9.81667       0.321029                 NaN   7.02310        41.7190       0.753703        40.3665     
  1070.21        500.000                 NaN            NaN            NaN            NaN            NaN   9.29545       0.837870                 NaN   7.02071        41.7249       0.755266        40.3658     
  1068.68        500.000                 NaN            NaN            NaN            NaN            NaN   9.17982       0.956722                 NaN   7.02301        41.7200       0.754030        40.3664     
  1067.15        500.000                 NaN            NaN            NaN            NaN            NaN   9.06274        1.07724                 NaN   7.02553        41.7149       0.752601        40.3670     
  1065.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.99314        1.14943                 NaN   7.02738        41.7108       0.751731        40.3675     
  1064.10        500.000                 NaN            NaN            NaN            NaN            NaN   10.1597                 NaN            NaN   7.03867        41.6861       0.745313        40.3703     
  1062.58        500.000                 NaN            NaN            NaN            NaN            NaN   8.75868        1.39061                 NaN   7.03266        41.7006       0.748870        40.3686     
  1061.05        500.000                 NaN            NaN            NaN            NaN            NaN   10.1683                 NaN            NaN   7.04471        41.6732       0.742028        40.3717     
  1059.52        500.000                 NaN            NaN            NaN            NaN            NaN   8.63188        1.52292                 NaN   7.03626        41.6921       0.747140        40.3697     
  1058.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.56411        1.59352                 NaN   7.03852        41.6875       0.746010        40.3703     
  1056.47        500.000                 NaN            NaN            NaN            NaN            NaN   9.11711        1.03056       0.330766E-005   7.03026        41.7028       0.750272        40.3690     
  1054.94        500.000                 NaN            NaN            NaN            NaN            NaN   9.05808        1.09185       0.323119E-005   7.03186        41.6993       0.749459        40.3695     
  1053.42        500.000                 NaN            NaN            NaN            NaN            NaN   9.00016        1.15203       0.316073E-005   7.03346        41.6958       0.748641        40.3699     
  1051.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.94336        1.21111       0.309648E-005   7.03508        41.6923       0.747819        40.3704     
  1050.37        500.000                 NaN            NaN            NaN            NaN            NaN   8.83426        1.32423       0.200153E-005   7.03825        41.6860       0.746223        40.3711     
  1048.84        500.000                 NaN            NaN            NaN            NaN            NaN   8.75846        1.40302       0.184135E-005   7.04050        41.6813       0.745086        40.3716     
  1047.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.68320        1.48130       0.172914E-005   7.04276        41.6766       0.743936        40.3722     
  1045.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.60869        1.55886                 NaN   7.04505        41.6719       0.742776        40.3728     
  1044.26        500.000                 NaN            NaN            NaN            NaN            NaN   8.53510        1.63552                 NaN   7.04735        41.6671       0.741605        40.3733     
  1042.73        500.000                 NaN            NaN            NaN            NaN            NaN   8.46263        1.71108                 NaN   7.04966        41.6623       0.740428        40.3739     
  1041.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.67166        1.48999                 NaN   7.04090        41.6812       0.744506        40.3718     
  1039.68        500.000                 NaN            NaN            NaN            NaN            NaN   8.62352        1.54044                 NaN   7.04259        41.6775       0.743684        40.3723     
  1038.16        500.000                 NaN            NaN            NaN            NaN            NaN   8.57618        1.59012                 NaN   7.04429        41.6738       0.742855        40.3727     
  1036.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.52964        1.63900                 NaN   7.04601        41.6701       0.742018        40.3732     
  1035.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.80890        1.41026                 NaN   7.08092        41.5960       0.722901        40.3810     
  1033.58        500.000                 NaN            NaN            NaN            NaN            NaN   9.94808       0.304296                 NaN   7.10335        41.5484       0.709982        40.3859     
  1032.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.97566        8.20468                 NaN   7.05746        41.6508       0.736427        40.3750     
  1030.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.02342        8.15868                 NaN   7.05869        41.6481       0.735790        40.3753     
  1029.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.91817        1.32356                 NaN   7.10137        41.5551       0.714075        40.3878     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN   1.33883        8.91053                 NaN   7.10669        41.5433       0.711148        40.3895     
  1025.95        500.000                 NaN            NaN            NaN            NaN            NaN   9.61724       0.652189                 NaN   7.11576        41.5229       0.702532        40.3894     
  1024.42        500.000                 NaN            NaN            NaN            NaN            NaN   9.06161        1.20122                 NaN   7.11117        41.5316       0.706220        40.3882     
  1022.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.91348        1.35325                 NaN   7.11373        41.5256       0.704912        40.3890     
  1021.37        500.000                 NaN            NaN            NaN            NaN            NaN   8.77613        1.49228                 NaN   7.11481        41.5229       0.704400        40.3894     
  1019.84        500.000                 NaN            NaN            NaN            NaN            NaN   7.98392        2.25952                 NaN   7.09958        41.5589       0.713015        40.3851     
  1018.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.69452        1.57460                 NaN   7.11636        41.5214       0.703654        40.3894     
  1016.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.10544        8.15666                 NaN   7.11470        41.5303       0.704992        40.3879     
  1015.26        500.000                 NaN            NaN            NaN            NaN            NaN   8.62204        1.63499                 NaN   7.10715        41.5385       0.709361        40.3880     
  1013.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.14237        8.13056                 NaN   7.11901        41.5146       0.702685        40.3907     
  1012.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.09461        2.17860                 NaN   7.11890        41.5135       0.703204        40.3912     
  1010.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.39168        8.88803                 NaN   7.12280        41.5051       0.700618        40.3918     
  1009.16        500.000                 NaN            NaN            NaN            NaN            NaN   1.53322        8.74246                 NaN   7.11992        41.5106       0.702412        40.3914     
  1007.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.75635        8.51442                 NaN   7.11655        41.5174       0.704508        40.3908     
  1006.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.75405        8.52131                 NaN   7.11974        41.5105       0.702793        40.3916     
  1004.58        500.000                 NaN            NaN            NaN            NaN            NaN   7.98638        2.30656                 NaN   7.13384        41.4822       0.695640        40.3954     
  1003.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.41422        7.87568                 NaN   7.13094        41.4881       0.696777        40.3943     
  1001.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.88875        8.39822                 NaN   7.12785        41.4928       0.698532        40.3938     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.56151        7.73464                 NaN   7.13555        41.4783       0.694489        40.3956     
