|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1194.33        2500.00                 NaN   7.30325        8.54533                 NaN            NaN            NaN   8.67760        43.3435        1.05180        31.0785     
  1193.18        2500.00                 NaN   7.25068        8.59805                 NaN            NaN            NaN   8.67933        43.3419        1.05154        31.0785     
  1192.02        2500.00                 NaN   5.24486        10.5859                 NaN            NaN            NaN   8.68838        43.3516        1.05497        31.0743     
  1190.86        2500.00                 NaN   7.15861        8.69056                 NaN            NaN            NaN   8.68258        43.3388        1.05103        31.0784     
  1189.71        2500.00                 NaN   7.11572        8.73369                 NaN            NaN            NaN   8.68414        43.3373        1.05078        31.0784     
  1188.55        2500.00                 NaN   5.30071        10.5330                 NaN            NaN            NaN   8.69667        43.3421        1.05314        31.0744     
  1187.39        2500.00                 NaN   7.05445        8.79590                 NaN            NaN            NaN   8.68895        43.3325        1.04992        31.0783     
  1186.24        2500.00                 NaN   5.29002        10.5439                 NaN            NaN            NaN   8.69746        43.3412        1.05299        31.0744     
  1185.08        2500.00                 NaN   6.98077        8.87000                 NaN            NaN            NaN   8.69197        43.3296        1.04943        31.0782     
  1183.92        2500.00                 NaN   6.94581        8.90518                 NaN            NaN            NaN   8.69341        43.3282        1.04920        31.0782     
  1182.77        2500.00                 NaN   6.91200        8.93921                 NaN            NaN            NaN   8.69481        43.3268        1.04897        31.0782     
  1181.61        2500.00                 NaN   6.87937        8.97205                 NaN            NaN            NaN   8.69617        43.3255        1.04874        31.0781     
  1180.45        2500.00                 NaN   6.84778        9.00387                 NaN            NaN            NaN   8.69750        43.3242        1.04851        31.0781     
  1179.29        2500.00                 NaN   6.81712        9.03475                 NaN            NaN            NaN   8.69879        43.3230        1.04829        31.0781     
  1178.14        2500.00                 NaN   6.78752        9.06458                 NaN            NaN            NaN   8.70004        43.3217        1.04807        31.0781     
  1176.98        2500.00                 NaN   6.75877        9.09356                 NaN            NaN            NaN   8.70126        43.3205        1.04785        31.0781     
  1175.82        2500.00                 NaN   5.24148        10.5932                 NaN            NaN            NaN   8.70075        43.3378        1.05237        31.0744     
  1174.67        2500.00                 NaN   6.70388        9.14892                 NaN            NaN            NaN   8.70362        43.3181        1.04743        31.0780     
  1173.51        2500.00                 NaN   9.14091        6.71393                 NaN            NaN            NaN   8.70909        43.3117        1.04618        31.0782     
  1172.35        2500.00                 NaN   9.16348        6.69158                 NaN            NaN            NaN   8.71035        43.3105        1.04596        31.0781     
  1171.20        2500.00                 NaN   9.18529        6.66999                 NaN            NaN            NaN   8.71156        43.3093        1.04574        31.0781     
  1170.04        2500.00                 NaN   9.20638        6.64913                 NaN            NaN            NaN   8.71274        43.3081        1.04553        31.0781     
  1168.88        2500.00                 NaN   9.22678        6.62895                 NaN            NaN            NaN   8.71389        43.3070        1.04532        31.0781     
  1167.73        2500.00                 NaN   9.24653        6.60943                 NaN            NaN            NaN   8.71501        43.3059        1.04511        31.0781     
  1166.57        2500.00                 NaN   9.11926        6.74661                 NaN            NaN            NaN   8.73468        43.2793        1.04012        31.0800     
  1165.41        2500.00                 NaN   9.11740        6.74902                 NaN            NaN            NaN   8.73686        43.2769        1.03970        31.0801     
  1164.26        2500.00                 NaN   9.11527        6.75167                 NaN            NaN            NaN   8.73894        43.2747        1.03929        31.0801     
  1163.10        2500.00                 NaN   9.11290        6.75456                 NaN            NaN            NaN   8.74092        43.2726        1.03889        31.0802     
  1161.94        2500.00                 NaN   9.11030        6.75765                 NaN            NaN            NaN   8.74280        43.2705        1.03852        31.0802     
  1160.79        2500.00                 NaN   9.10747        6.76096                 NaN            NaN            NaN   8.74461        43.2685        1.03815        31.0803     
  1159.63        2500.00                 NaN   9.10453        6.76437                 NaN            NaN            NaN   8.74633        43.2667        1.03781        31.0803     
  1158.47        2500.00                 NaN   9.10118        6.76818                 NaN            NaN            NaN   8.74797        43.2648        1.03747        31.0804     
  1157.32        2500.00                 NaN   9.09757        6.77224                 NaN            NaN            NaN   8.74955        43.2631        1.03714        31.0804     
  1156.16        2500.00                 NaN   9.09378        6.77648                 NaN            NaN            NaN   8.75105        43.2614        1.03683        31.0804     
  1155.00        2500.00                 NaN   9.08935        6.78134                 NaN            NaN            NaN   8.75251        43.2598        1.03652        31.0805     
  1153.85        2500.00                 NaN   9.08529        6.78581                 NaN            NaN            NaN   8.75389        43.2582        1.03623        31.0805     
  1152.69        2500.00                 NaN   12.6917        3.17980                 NaN            NaN            NaN   8.75523        43.2567        1.03594        31.0806     
  1151.53        2500.00                 NaN   12.6210        3.25089                 NaN            NaN            NaN   8.75652        43.2553        1.03566        31.0806     
  1150.38        2500.00                 NaN   12.5528        3.31956                 NaN            NaN            NaN   8.75776        43.2539        1.03539        31.0807     
  1149.22        2500.00                 NaN   12.4868        3.38594                 NaN            NaN            NaN   8.75896        43.2525        1.03513        31.0807     
  1148.06        2500.00                 NaN   12.4231        3.45003                 NaN            NaN            NaN   8.76011        43.2512        1.03487        31.0807     
  1146.91        2500.00                 NaN   12.3606        3.51288                 NaN            NaN            NaN   8.76123        43.2499        1.03462        31.0808     
  1145.75        2500.00                 NaN   12.3013        3.57256                 NaN            NaN            NaN   8.76231        43.2486        1.03437        31.0808     
  1144.59        2500.00                 NaN   15.8997       0.894303E-003            NaN            NaN            NaN   8.76186        43.2257        1.02728        31.0846     
  1143.44        2500.00                 NaN   15.9369                 NaN            NaN            NaN            NaN   8.79201        43.1661        1.01414        31.0908     
  1142.28        2500.00                 NaN   15.6447       0.293467                 NaN            NaN            NaN   8.79440        43.1629        1.01352        31.0910     
  1141.12        2500.00                 NaN   15.9408                 NaN            NaN            NaN            NaN   8.79953        43.1561        1.01223        31.0913     
  1139.97        2500.00                 NaN   12.4745        3.46976                 NaN            NaN            NaN   8.80553        43.1479        1.01060        31.0917     
  1138.81        2500.00                 NaN   15.1803       0.755526                 NaN            NaN            NaN   8.79779        43.1634        1.01300        31.0900     
  1137.65        2500.00                 NaN   13.9452        2.00162                 NaN            NaN            NaN   8.80774        43.1451        1.00881        31.0915     
  1136.50        2500.00                 NaN   11.8758        4.00103                 NaN            NaN            NaN   8.76990        43.2395        1.03257        31.0812     
  1135.34        2500.00                 NaN   15.2963       0.639781                 NaN            NaN            NaN   8.79884        43.1620        1.01302        31.0901     
  1134.18        2500.00                 NaN   11.7932        4.08411                 NaN            NaN            NaN   8.77136        43.2376        1.03232        31.0813     
  1133.03        2500.00                 NaN   11.8066        4.06632                 NaN            NaN            NaN   8.77188        43.2412        1.03353        31.0804     
  1131.87        2500.00                 NaN   11.7470        4.12683                 NaN            NaN            NaN   8.77399        43.2391        1.03261        31.0805     
  1130.71        2500.00                 NaN   11.7061        4.17538                 NaN            NaN            NaN   8.77760        43.2294        1.02981        31.0817     
  1129.56        2500.00                 NaN   11.6024        4.27901                 NaN            NaN            NaN   8.77847        43.2288        1.02965        31.0817     
  1128.40        2500.00                 NaN   11.5397        4.33937                 NaN            NaN            NaN   8.77626        43.2322        1.03108        31.0814     
  1127.24        2500.00                 NaN   11.6263        4.24908                 NaN            NaN            NaN   8.77354        43.2376        1.03259        31.0809     
  1126.08        2500.00                 NaN   11.5801        4.29577                 NaN            NaN            NaN   8.77428        43.2365        1.03238        31.0810     
  1124.93        2500.00                 NaN   11.5352        4.34105                 NaN            NaN            NaN   8.77500        43.2356        1.03216        31.0810     
  1123.77        2500.00                 NaN   11.4905        4.38612                 NaN            NaN            NaN   8.77571        43.2346        1.03195        31.0811     
  1122.61        2500.00                 NaN   11.4469        4.43018                 NaN            NaN            NaN   8.77640        43.2336        1.03175        31.0812     
  1121.46        2500.00                 NaN   11.4010        4.47651                 NaN            NaN            NaN   8.77710        43.2326        1.03154        31.0812     
  1120.30        2500.00                 NaN   11.3561        4.52187                 NaN            NaN            NaN   8.77779        43.2317        1.03133        31.0813     
  1119.14        2500.00                 NaN   11.3108        4.56753                 NaN            NaN            NaN   8.77846        43.2307        1.03112        31.0814     
  1117.99        2500.00                 NaN   11.2651        4.61371                 NaN            NaN            NaN   8.77913        43.2297        1.03091        31.0814     
  1116.83        2500.00                 NaN   11.2187        4.66047                 NaN            NaN            NaN   8.77979        43.2288        1.03071        31.0815     
  1115.67        2500.00                 NaN   11.1718        4.70791                 NaN            NaN            NaN   8.78046        43.2278        1.03050        31.0816     
  1114.52        2500.00                 NaN   11.1235        4.75658                 NaN            NaN            NaN   8.78112        43.2268        1.03029        31.0817     
  1113.36        2500.00                 NaN   11.0742        4.80635                 NaN            NaN            NaN   8.78178        43.2258        1.03007        31.0818     
  1112.20        2500.00                 NaN   11.0231        4.85790                 NaN            NaN            NaN   8.78244        43.2248        1.02986        31.0819     
  1111.05        2500.00                 NaN   10.9707        4.91081                 NaN            NaN            NaN   8.78313        43.2237        1.02963        31.0819     
  1109.89        2500.00                 NaN   10.9177        4.96445                 NaN            NaN            NaN   8.78395        43.2224        1.02935        31.0821     
  1108.73        2500.00                 NaN   10.6480        5.24191                 NaN            NaN            NaN   8.79125        43.2091        1.02630        31.0834     
  1107.58        2500.00                 NaN   10.4698        3.03399        2.41964                 NaN            NaN   8.84276        43.1251        1.01236        31.0963     
  1106.42        2500.00                 NaN   10.3379        2.90395        2.68351                 NaN            NaN   8.84513        43.1216        1.01155        31.0963     
  1105.26        2500.00                 NaN   12.8408        3.08281                 NaN            NaN            NaN   8.84329        43.1243        1.01224        31.0965     
  1104.11        2500.00                 NaN   12.8041        3.11960                 NaN            NaN            NaN   8.84349        43.1241        1.01222        31.0965     
  1102.95        2500.00                 NaN   12.7715        3.15226                 NaN            NaN            NaN   8.84376        43.1237        1.01216        31.0966     
  1101.79        2500.00                 NaN   12.8523        3.07538                 NaN            NaN            NaN   8.84598        43.1187        1.01062        31.0970     
  1100.64        2500.00                 NaN   16.0464                 NaN            NaN            NaN            NaN   8.92254        42.9595       0.966021        31.1055     
  1099.48        2500.00                 NaN   14.9859        1.01024                 NaN            NaN            NaN   8.89048        43.0265       0.984960        31.1019     
  1098.32        2500.00                 NaN   14.8695        1.12633                 NaN            NaN            NaN   8.89199        43.0257       0.984698        31.1018     
  1097.17        2500.00                 NaN   14.6839        1.31001                 NaN            NaN            NaN   8.89155        43.0273       0.985328        31.1019     
  1096.01        2500.00                 NaN   14.5155        1.47673                 NaN            NaN            NaN   8.89116        43.0288       0.985904        31.1020     
  1094.85        2500.00                 NaN   14.3622        1.62842                 NaN            NaN            NaN   8.89082        43.0301       0.986431        31.1020     
  1093.70        2500.00                 NaN   14.2221        1.76700                 NaN            NaN            NaN   8.89051        43.0313       0.986913        31.1021     
  1092.54        2500.00                 NaN   14.0939        1.89395                 NaN            NaN            NaN   8.89024        43.0324       0.987354        31.1022     
  1091.38        2500.00                 NaN   13.9593        2.02659                 NaN            NaN            NaN   8.88950        43.0344       0.988031        31.1022     
  1090.23        2500.00                 NaN   12.5336        3.39262                 NaN            NaN            NaN   8.84664        43.1185        1.01104        31.0975     
  1089.07        2500.00                 NaN   12.5155        3.41066                 NaN            NaN            NaN   8.84671        43.1185        1.01106        31.0976     
  1087.91        2500.00                 NaN   12.5002        3.42592                 NaN            NaN            NaN   8.84684        43.1184        1.01105        31.0976     
  1086.76        2500.00                 NaN   12.4848        3.44135                 NaN            NaN            NaN   8.84694        43.1183        1.01105        31.0976     
  1085.60        2500.00                 NaN   12.4700        3.45610                 NaN            NaN            NaN   8.84703        43.1182        1.01106        31.0976     
  1084.44        2500.00                 NaN   12.4558        3.47021                 NaN            NaN            NaN   8.84711        43.1181        1.01106        31.0977     
  1083.29        2500.00                 NaN   12.4423        3.48371                 NaN            NaN            NaN   8.84720        43.1181        1.01107        31.0977     
  1082.13        2500.00                 NaN   12.4293        3.49664                 NaN            NaN            NaN   8.84727        43.1180        1.01108        31.0977     
  1080.97        2500.00                 NaN   12.4168        3.50903                 NaN            NaN            NaN   8.84735        43.1180        1.01109        31.0977     
  1079.82        2500.00                 NaN   12.4049        3.52090                 NaN            NaN            NaN   8.84742        43.1179        1.01109        31.0977     
  1078.66        2500.00                 NaN   12.3935        3.53229                 NaN            NaN            NaN   8.84748        43.1179        1.01110        31.0978     
  1077.50        2500.00                 NaN   12.3825        3.54321                 NaN            NaN            NaN   8.84755        43.1179        1.01111        31.0978     
  1076.34        2500.00                 NaN   12.3719        3.55370                 NaN            NaN            NaN   8.84761        43.1178        1.01112        31.0978     
  1075.19        2500.00                 NaN   4.44303        11.5143                 NaN            NaN            NaN   8.89271        43.0563       0.994741        31.0989     
  1074.03        2500.00                 NaN   4.44540        11.5119                 NaN            NaN            NaN   8.89279        43.0562       0.994719        31.0990     
  1072.87        2500.00                 NaN   4.54414        11.4267                 NaN            NaN            NaN   8.91062        43.0289       0.988502        31.1011     
  1071.72        2500.00                 NaN   4.54683        11.4240                 NaN            NaN            NaN   8.91069        43.0288       0.988486        31.1011     
  1070.56        2500.00                 NaN   4.54944        11.4214                 NaN            NaN            NaN   8.91075        43.0288       0.988470        31.1011     
  1069.40        2500.00                 NaN   4.55198        11.4189                 NaN            NaN            NaN   8.91081        43.0287       0.988456        31.1011     
  1068.25        2500.00                 NaN   4.55444        11.4165                 NaN            NaN            NaN   8.91087        43.0286       0.988442        31.1012     
  1067.09        2500.00                 NaN   4.55684        11.4141                 NaN            NaN            NaN   8.91093        43.0285       0.988429        31.1012     
  1065.93        2500.00                 NaN   4.55917        11.4118                 NaN            NaN            NaN   8.91098        43.0285       0.988417        31.1012     
  1064.78        2500.00                 NaN   4.56143        11.4095                 NaN            NaN            NaN   8.91103        43.0284       0.988405        31.1012     
  1063.62        2500.00                 NaN   4.56363        11.4074                 NaN            NaN            NaN   8.91108        43.0284       0.988394        31.1012     
  1062.46        2500.00                 NaN   4.50967        11.4834                 NaN            NaN            NaN   8.93381        42.9896       0.979106        31.1044     
  1061.31        2500.00                 NaN   4.51754        11.4755                 NaN            NaN            NaN   8.93393        42.9895       0.979091        31.1045     
  1060.15        2500.00                 NaN   4.52515        11.4679                 NaN            NaN            NaN   8.93404        42.9894       0.979078        31.1045     
  1058.99        2500.00                 NaN   4.53251        11.4605                 NaN            NaN            NaN   8.93414        42.9893       0.979066        31.1045     
  1057.84        2500.00                 NaN   4.53963        11.4533                 NaN            NaN            NaN   8.93425        42.9892       0.979055        31.1045     
  1056.68        2500.00                 NaN   4.54840        11.4444                 NaN            NaN            NaN   8.93427        42.9893       0.979086        31.1045     
  1055.52        2500.00                 NaN   4.55500        11.4378                 NaN            NaN            NaN   8.93436        42.9892       0.979077        31.1045     
  1054.37        2500.00                 NaN   4.56138        11.4314                 NaN            NaN            NaN   8.93445        42.9892       0.979070        31.1045     
  1053.21        2500.00                 NaN   4.67646        11.3287                 NaN            NaN            NaN   8.95026        42.9646       0.973410        31.1066     
  1052.05        2500.00                 NaN   4.68253        11.3226                 NaN            NaN            NaN   8.95036        42.9645       0.973397        31.1066     
  1050.90        2500.00                 NaN   4.68842        11.3167                 NaN            NaN            NaN   8.95045        42.9645       0.973386        31.1066     
  1049.74        2500.00                 NaN   4.69411        11.3110                 NaN            NaN            NaN   8.95054        42.9644       0.973376        31.1066     
  1048.58        2500.00                 NaN   4.69961        11.3055                 NaN            NaN            NaN   8.95063        42.9643       0.973367        31.1066     
  1047.43        2500.00                 NaN   4.70494        11.3001                 NaN            NaN            NaN   8.95071        42.9643       0.973358        31.1066     
  1046.27        2500.00                 NaN   13.4938        2.65919                 NaN            NaN            NaN   9.04585        42.7517       0.921506        31.1280     
  1045.11        2500.00                 NaN   2.64097        13.5170                 NaN            NaN            NaN   9.05016        42.7437       0.919490        31.1287     
  1043.96        2500.00                 NaN   2.58222        13.5804                 NaN            NaN            NaN   9.05434        42.7359       0.917647        31.1295     
  1042.80        2500.00                 NaN   4.89947        11.1232                 NaN            NaN            NaN   8.96817        42.9318       0.967052        31.1103     
  1041.64        2500.00                 NaN   4.89003        11.1325                 NaN            NaN            NaN   8.96815        42.9318       0.967105        31.1103     
  1040.49        2500.00                 NaN   4.88122        11.1412                 NaN            NaN            NaN   8.96813        42.9319       0.967156        31.1104     
  1039.33        2500.00                 NaN   4.87255        11.1498                 NaN            NaN            NaN   8.96814        42.9319       0.967193        31.1104     
  1038.17        2500.00                 NaN   4.86411        11.1582                 NaN            NaN            NaN   8.96816        42.9319       0.967221        31.1104     
  1037.02        2500.00                 NaN   4.85311        11.1694                 NaN            NaN            NaN   8.96834        42.9314       0.967176        31.1105     
  1035.86        2500.00                 NaN   4.84446        11.1781                 NaN            NaN            NaN   8.96840        42.9312       0.967181        31.1106     
  1034.70        2500.00                 NaN   4.83614        11.1865                 NaN            NaN            NaN   8.96847        42.9310       0.967185        31.1107     
  1033.55        2500.00                 NaN   4.82814        11.1945                 NaN            NaN            NaN   8.96854        42.9309       0.967189        31.1107     
  1032.39        2500.00                 NaN   4.82043        11.2023                 NaN            NaN            NaN   8.96861        42.9307       0.967193        31.1108     
  1031.23        2500.00                 NaN   12.0209        3.99665                 NaN            NaN            NaN   8.97155        42.9265       0.969908        31.1145     
  1030.08        2500.00                 NaN   12.0278        3.98972                 NaN            NaN            NaN   8.97162        42.9263       0.969911        31.1146     
  1028.92        2500.00                 NaN   12.0343        3.98320                 NaN            NaN            NaN   8.97166        42.9263       0.969928        31.1146     
  1027.76        2500.00                 NaN   4.18493        11.8597                 NaN            NaN            NaN   9.01048        42.8681       0.957242        31.1196     
  1026.61        2500.00                 NaN   4.17802        11.8665                 NaN            NaN            NaN   9.01051        42.8681       0.957271        31.1196     
  1025.45        2500.00                 NaN   4.17135        11.8731                 NaN            NaN            NaN   9.01055        42.8680       0.957300        31.1197     
  1024.29        2500.00                 NaN   4.16491        11.8795                 NaN            NaN            NaN   9.01058        42.8680       0.957329        31.1197     
  1023.13        2500.00                 NaN   4.15869        11.8856                 NaN            NaN            NaN   9.01061        42.8680       0.957358        31.1197     
  1021.98        2500.00                 NaN   4.15268        11.8915                 NaN            NaN            NaN   9.01063        42.8680       0.957387        31.1198     
  1020.82        2500.00                 NaN   4.14688        11.8973                 NaN            NaN            NaN   9.01066        42.8680       0.957415        31.1198     
  1019.66        2500.00                 NaN   4.16186        11.8802                 NaN            NaN            NaN   9.00950        42.8707       0.958223        31.1195     
  1018.51        2500.00                 NaN   4.15610        11.8859                 NaN            NaN            NaN   9.00954        42.8706       0.958238        31.1196     
  1017.35        2500.00                 NaN   4.15052        11.8915                 NaN            NaN            NaN   9.00958        42.8706       0.958254        31.1196     
  1016.19        2500.00                 NaN   11.9669        4.08460                 NaN            NaN            NaN   9.01537        42.8545       0.955997        31.1227     
  1015.04        2500.00                 NaN   11.9723        4.07913                 NaN            NaN            NaN   9.01542        42.8544       0.956005        31.1227     
  1013.88        2500.00                 NaN   11.9776        4.07383                 NaN            NaN            NaN   9.01548        42.8543       0.956014        31.1228     
  1012.72        2500.00                 NaN   11.9827        4.06871                 NaN            NaN            NaN   9.01553        42.8542       0.956023        31.1228     
  1011.57        2500.00                 NaN   11.9877        4.06375                 NaN            NaN            NaN   9.01557        42.8541       0.956032        31.1228     
  1010.41        2500.00                 NaN   12.0119        4.04121                 NaN            NaN            NaN   9.01663        42.8518       0.955370        31.1231     
  1009.25        2500.00                 NaN   11.8463        4.23314                 NaN            NaN            NaN   9.02701        42.8183       0.948252        31.1270     
  1008.10        2500.00                 NaN   12.0040        4.04706                 NaN            NaN            NaN   9.01560        42.8543       0.956132        31.1229     
  1006.94        2500.00                 NaN   12.7159        3.51341                 NaN            NaN            NaN   9.12854        42.6019       0.891928        31.1483     
  1005.78        2500.00                 NaN   12.6966        3.53492                 NaN            NaN            NaN   9.13088        42.5975       0.891107        31.1489     
  1004.63        2500.00                 NaN   11.9104        4.16560                 NaN            NaN            NaN   9.02629        42.8215       0.949264        31.1269     
  1003.47        2500.00                 NaN   11.9238        4.15141                 NaN            NaN            NaN   9.02609        42.8223       0.949494        31.1269     
  1002.31        2500.00                 NaN   11.9312        4.14460                 NaN            NaN            NaN   9.02650        42.8213       0.949359        31.1271     
  1001.16        2500.00                 NaN   12.6280        3.61269                 NaN            NaN            NaN   9.14046        42.5796       0.887704        31.1515     
  1000.00        2500.00                 NaN   12.1088        4.04141                 NaN            NaN            NaN   9.07434        42.7133       0.923267        31.1389     
