|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1195.49        2500.00                 NaN   5.43894        6.34703                 NaN            NaN            NaN   8.54189        46.3045       0.604344        32.7633     
  1194.33        2500.00                 NaN   5.40659        6.37952                 NaN            NaN            NaN   8.54357        46.3022       0.604169        32.7640     
  1193.18        2500.00                 NaN   5.36739        6.41872                 NaN            NaN            NaN   8.54525        46.3000       0.604011        32.7646     
  1192.02        2500.00                 NaN   3.86969        7.90226                 NaN            NaN            NaN   8.55388        46.3084       0.605949        32.7599     
  1190.86        2500.00                 NaN   5.29876        6.48748                 NaN            NaN            NaN   8.54842        46.2957       0.603694        32.7659     
  1189.71        2500.00                 NaN   5.26678        6.51952                 NaN            NaN            NaN   8.54992        46.2936       0.603540        32.7666     
  1188.55        2500.00                 NaN   3.91206        7.86223                 NaN            NaN            NaN   8.56198        46.2967       0.604867        32.7622     
  1187.39        2500.00                 NaN   5.22132        6.56565                 NaN            NaN            NaN   8.55462        46.2874       0.603028        32.7679     
  1186.24        2500.00                 NaN   3.90399        7.86999                 NaN            NaN            NaN   8.56274        46.2949       0.604763        32.7636     
  1185.08        2500.00                 NaN   5.16641        6.62065                 NaN            NaN            NaN   8.55755        46.2834       0.602728        32.7693     
  1183.92        2500.00                 NaN   5.14034        6.64676                 NaN            NaN            NaN   8.55896        46.2814       0.602582        32.7699     
  1182.77        2500.00                 NaN   5.11514        6.67200                 NaN            NaN            NaN   8.56032        46.2795       0.602438        32.7706     
  1181.61        2500.00                 NaN   5.09082        6.69636                 NaN            NaN            NaN   8.56164        46.2776       0.602296        32.7713     
  1180.45        2500.00                 NaN   5.06727        6.71995                 NaN            NaN            NaN   8.56292        46.2757       0.602156        32.7720     
  1179.29        2500.00                 NaN   5.04441        6.74284                 NaN            NaN            NaN   8.56417        46.2739       0.602019        32.7726     
  1178.14        2500.00                 NaN   5.02234        6.76495                 NaN            NaN            NaN   8.56539        46.2721       0.601883        32.7733     
  1176.98        2500.00                 NaN   5.00091        6.78642                 NaN            NaN            NaN   8.56658        46.2703       0.601748        32.7740     
  1175.82        2500.00                 NaN   3.86733        7.90522                 NaN            NaN            NaN   8.56585        46.2872       0.604315        32.7701     
  1174.67        2500.00                 NaN   4.95998        6.82742                 NaN            NaN            NaN   8.56887        46.2668       0.601484        32.7754     
  1173.51        2500.00                 NaN   6.82127        4.96802                 NaN            NaN            NaN   8.57423        46.2595       0.600756        32.7762     
  1172.35        2500.00                 NaN   6.83796        4.95136                 NaN            NaN            NaN   8.57544        46.2577       0.600619        32.7769     
  1171.20        2500.00                 NaN   6.85408        4.93528                 NaN            NaN            NaN   8.57662        46.2560       0.600484        32.7776     
  1170.04        2500.00                 NaN   6.86965        4.91972                 NaN            NaN            NaN   8.57777        46.2542       0.600352        32.7783     
  1168.88        2500.00                 NaN   6.88472        4.90468                 NaN            NaN            NaN   8.57888        46.2525       0.600221        32.7790     
  1167.73        2500.00                 NaN   6.89930        4.89013                 NaN            NaN            NaN   8.57997        46.2509       0.600092        32.7797     
  1166.57        2500.00                 NaN   6.80416        4.99513                 NaN            NaN            NaN   8.59929        46.2218       0.597217        32.7824     
  1165.41        2500.00                 NaN   6.80261        4.99706                 NaN            NaN            NaN   8.60142        46.2188       0.596961        32.7831     
  1164.26        2500.00                 NaN   6.80087        4.99918                 NaN            NaN            NaN   8.60345        46.2159       0.596716        32.7838     
  1163.10        2500.00                 NaN   6.79894        5.00145                 NaN            NaN            NaN   8.60538        46.2132       0.596480        32.7846     
  1161.94        2500.00                 NaN   6.79684        5.00386                 NaN            NaN            NaN   8.60722        46.2105       0.596253        32.7853     
  1160.79        2500.00                 NaN   6.79457        5.00643                 NaN            NaN            NaN   8.60897        46.2079       0.596035        32.7861     
  1159.63        2500.00                 NaN   6.79222        5.00907                 NaN            NaN            NaN   8.61065        46.2054       0.595824        32.7868     
  1158.47        2500.00                 NaN   6.78957        5.01200                 NaN            NaN            NaN   8.61225        46.2030       0.595620        32.7876     
  1157.32        2500.00                 NaN   6.78672        5.01510                 NaN            NaN            NaN   8.61378        46.2007       0.595423        32.7883     
  1156.16        2500.00                 NaN   6.78373        5.01833                 NaN            NaN            NaN   8.61525        46.1984       0.595233        32.7891     
  1155.00        2500.00                 NaN   6.78026        5.02203                 NaN            NaN            NaN   8.61666        46.1962       0.595047        32.7898     
  1153.85        2500.00                 NaN   6.77708        5.02541                 NaN            NaN            NaN   8.61801        46.1941       0.594868        32.7906     
  1152.69        2500.00                 NaN   9.45117        2.35150                 NaN            NaN            NaN   8.61931        46.1920       0.594694        32.7913     
  1151.53        2500.00                 NaN   9.39886        2.40401                 NaN            NaN            NaN   8.62057        46.1900       0.594524        32.7921     
  1150.38        2500.00                 NaN   9.34832        2.45473                 NaN            NaN            NaN   8.62177        46.1880       0.594359        32.7928     
  1149.22        2500.00                 NaN   9.29947        2.50376                 NaN            NaN            NaN   8.62293        46.1860       0.594197        32.7936     
  1148.06        2500.00                 NaN   9.25230        2.55110                 NaN            NaN            NaN   8.62405        46.1842       0.594040        32.7944     
  1146.91        2500.00                 NaN   9.20606        2.59751                 NaN            NaN            NaN   8.62514        46.1823       0.593885        32.7951     
  1145.75        2500.00                 NaN   9.16214        2.64158                 NaN            NaN            NaN   8.62619        46.1805       0.593734        32.7959     
  1144.59        2500.00                 NaN   11.8245       0.669491E-003            NaN            NaN            NaN   8.62605        46.1574       0.589676        32.8017     
  1143.44        2500.00                 NaN   11.8578                 NaN            NaN            NaN            NaN   8.65593        46.0944       0.582135        32.8097     
  1142.28        2500.00                 NaN   11.6390       0.219880                 NaN            NaN            NaN   8.65826        46.0904       0.581773        32.8107     
  1141.12        2500.00                 NaN   11.8612                 NaN            NaN            NaN            NaN   8.66330        46.0827       0.581022        32.8117     
  1139.97        2500.00                 NaN   9.26896        2.59540                 NaN            NaN            NaN   8.66920        46.0735       0.580076        32.8129     
  1138.81        2500.00                 NaN   11.2872       0.568892                 NaN            NaN            NaN   8.66151        46.0893       0.581441        32.8117     
  1137.65        2500.00                 NaN   10.3651        1.50053                 NaN            NaN            NaN   8.67136        46.0697       0.579028        32.8142     
  1136.50        2500.00                 NaN   8.84693        2.95785                 NaN            NaN            NaN   8.63355        46.1671       0.592619        32.8020     
  1135.34        2500.00                 NaN   11.3741       0.481950                 NaN            NaN            NaN   8.66248        46.0863       0.581422        32.8138     
  1134.18        2500.00                 NaN   8.78573        3.01913                 NaN            NaN            NaN   8.63496        46.1642       0.592456        32.8035     
  1133.03        2500.00                 NaN   8.79495        3.00591                 NaN            NaN            NaN   8.63544        46.1674       0.593143        32.8031     
  1131.87        2500.00                 NaN   8.75123        3.05055                 NaN            NaN            NaN   8.63745        46.1644       0.592599        32.8038     
  1130.71        2500.00                 NaN   8.72176        3.08639                 NaN            NaN            NaN   8.64104        46.1539       0.590986        32.8059     
  1129.56        2500.00                 NaN   8.64490        3.16292                 NaN            NaN            NaN   8.64188        46.1528       0.590888        32.8066     
  1128.40        2500.00                 NaN   8.59785        3.20747                 NaN            NaN            NaN   8.63972        46.1561       0.591697        32.8072     
  1127.24        2500.00                 NaN   8.66126        3.14065                 NaN            NaN            NaN   8.63701        46.1613       0.592554        32.8072     
  1126.08        2500.00                 NaN   8.62700        3.17509                 NaN            NaN            NaN   8.63773        46.1597       0.592421        32.8080     
  1124.93        2500.00                 NaN   8.59376        3.20849                 NaN            NaN            NaN   8.63843        46.1582       0.592291        32.8088     
  1123.77        2500.00                 NaN   8.56068        3.24173                 NaN            NaN            NaN   8.63911        46.1567       0.592160        32.8096     
  1122.61        2500.00                 NaN   8.52833        3.27422                 NaN            NaN            NaN   8.63978        46.1553       0.592032        32.8104     
  1121.46        2500.00                 NaN   8.49434        3.30838                 NaN            NaN            NaN   8.64046        46.1537       0.591902        32.8112     
  1120.30        2500.00                 NaN   8.46105        3.34183                 NaN            NaN            NaN   8.64112        46.1523       0.591773        32.8120     
  1119.14        2500.00                 NaN   8.42755        3.37550                 NaN            NaN            NaN   8.64177        46.1508       0.591645        32.8128     
  1117.99        2500.00                 NaN   8.39366        3.40955                 NaN            NaN            NaN   8.64242        46.1493       0.591516        32.8135     
  1116.83        2500.00                 NaN   8.35935        3.44403                 NaN            NaN            NaN   8.64306        46.1478       0.591387        32.8143     
  1115.67        2500.00                 NaN   8.32456        3.47901                 NaN            NaN            NaN   8.64370        46.1463       0.591257        32.8151     
  1114.52        2500.00                 NaN   8.28885        3.51490                 NaN            NaN            NaN   8.64434        46.1448       0.591128        32.8159     
  1113.36        2500.00                 NaN   8.25235        3.55159                 NaN            NaN            NaN   8.64498        46.1433       0.590996        32.8167     
  1112.20        2500.00                 NaN   8.21453        3.58961                 NaN            NaN            NaN   8.64562        46.1418       0.590864        32.8176     
  1111.05        2500.00                 NaN   8.17576        3.62862                 NaN            NaN            NaN   8.64629        46.1402       0.590724        32.8184     
  1109.89        2500.00                 NaN   8.13657        3.66818                 NaN            NaN            NaN   8.64708        46.1384       0.590554        32.8192     
  1108.73        2500.00                 NaN   7.93863        3.87311                 NaN            NaN            NaN   8.65428        46.1238       0.588792        32.8214     
  1107.58        2500.00                 NaN   7.73556        2.30729        1.80396                 NaN            NaN   8.70480        46.0325       0.580774        32.8351     
  1106.42        2500.00                 NaN   7.63794        2.20836        2.00205                 NaN            NaN   8.70713        46.0283       0.580303        32.8359     
  1105.26        2500.00                 NaN   9.50220        2.34432                 NaN            NaN            NaN   8.70531        46.0308       0.580690        32.8367     
  1104.11        2500.00                 NaN   9.47406        2.37224                 NaN            NaN            NaN   8.70549        46.0300       0.580669        32.8375     
  1102.95        2500.00                 NaN   9.44914        2.39703                 NaN            NaN            NaN   8.70575        46.0292       0.580626        32.8383     
  1101.79        2500.00                 NaN   9.51063        2.33852                 NaN            NaN            NaN   8.70795        46.0236       0.579735        32.8395     
  1100.64        2500.00                 NaN   11.9520                 NaN            NaN            NaN            NaN   8.78412        45.8575       0.554193        32.8523     
  1099.48        2500.00                 NaN   11.1401       0.768198                 NaN            NaN            NaN   8.75220        45.9267       0.565026        32.8478     
  1098.32        2500.00                 NaN   11.0513       0.856450                 NaN            NaN            NaN   8.75366        45.9253       0.564865        32.8484     
  1097.17        2500.00                 NaN   10.9099       0.996094                 NaN            NaN            NaN   8.75319        45.9265       0.565216        32.8491     
  1096.01        2500.00                 NaN   10.7816        1.12284                 NaN            NaN            NaN   8.75277        45.9274       0.565537        32.8498     
  1094.85        2500.00                 NaN   10.6648        1.23815                 NaN            NaN            NaN   8.75240        45.9283       0.565828        32.8505     
  1093.70        2500.00                 NaN   10.5581        1.34349                 NaN            NaN            NaN   8.75206        45.9290       0.566094        32.8513     
  1092.54        2500.00                 NaN   10.4603        1.43997                 NaN            NaN            NaN   8.75177        45.9296       0.566337        32.8520     
  1091.38        2500.00                 NaN   10.3577        1.54078                 NaN            NaN            NaN   8.75101        45.9312       0.566716        32.8526     
  1090.23        2500.00                 NaN   9.26667        2.57919                 NaN            NaN            NaN   8.70846        46.0187       0.579880        32.8471     
  1089.07        2500.00                 NaN   9.25269        2.59284                 NaN            NaN            NaN   8.70851        46.0183       0.579884        32.8478     
  1087.91        2500.00                 NaN   9.24091        2.60439                 NaN            NaN            NaN   8.70863        46.0177       0.579867        32.8485     
  1086.76        2500.00                 NaN   9.22896        2.61607                 NaN            NaN            NaN   8.70871        46.0171       0.579860        32.8493     
  1085.60        2500.00                 NaN   9.21753        2.62722                 NaN            NaN            NaN   8.70879        46.0166       0.579853        32.8500     
  1084.44        2500.00                 NaN   9.20659        2.63789                 NaN            NaN            NaN   8.70886        46.0161       0.579847        32.8507     
  1083.29        2500.00                 NaN   9.19610        2.64809                 NaN            NaN            NaN   8.70893        46.0156       0.579842        32.8515     
  1082.13        2500.00                 NaN   9.18604        2.65786                 NaN            NaN            NaN   8.70900        46.0151       0.579837        32.8522     
  1080.97        2500.00                 NaN   9.17640        2.66722                 NaN            NaN            NaN   8.70906        46.0146       0.579832        32.8529     
  1079.82        2500.00                 NaN   9.16715        2.67619                 NaN            NaN            NaN   8.70912        46.0141       0.579828        32.8537     
  1078.66        2500.00                 NaN   9.15826        2.68479                 NaN            NaN            NaN   8.70917        46.0136       0.579824        32.8544     
  1077.50        2500.00                 NaN   9.14973        2.69303                 NaN            NaN            NaN   8.70922        46.0131       0.579820        32.8551     
  1076.34        2500.00                 NaN   9.14152        2.70095                 NaN            NaN            NaN   8.70927        46.0126       0.579817        32.8558     
  1075.19        2500.00                 NaN   3.37675        8.49652                 NaN            NaN            NaN   8.75353        45.9455       0.570405        32.8573     
  1074.03        2500.00                 NaN   3.37847        8.49458                 NaN            NaN            NaN   8.75359        45.9450       0.570383        32.8580     
  1072.87        2500.00                 NaN   3.45343        8.43247                 NaN            NaN            NaN   8.77112        45.9153       0.566808        32.8609     
  1071.72        2500.00                 NaN   3.45540        8.43028                 NaN            NaN            NaN   8.77117        45.9147       0.566790        32.8616     
  1070.56        2500.00                 NaN   3.45731        8.42813                 NaN            NaN            NaN   8.77122        45.9142       0.566772        32.8623     
  1069.40        2500.00                 NaN   3.45917        8.42605                 NaN            NaN            NaN   8.77127        45.9137       0.566755        32.8631     
  1068.25        2500.00                 NaN   3.46097        8.42401                 NaN            NaN            NaN   8.77132        45.9132       0.566738        32.8638     
  1067.09        2500.00                 NaN   3.46272        8.42202                 NaN            NaN            NaN   8.77137        45.9127       0.566722        32.8645     
  1065.93        2500.00                 NaN   3.46441        8.42009                 NaN            NaN            NaN   8.77141        45.9122       0.566706        32.8652     
  1064.78        2500.00                 NaN   3.46606        8.41821                 NaN            NaN            NaN   8.77145        45.9117       0.566690        32.8659     
  1063.62        2500.00                 NaN   3.46765        8.41637                 NaN            NaN            NaN   8.77149        45.9112       0.566675        32.8666     
  1062.46        2500.00                 NaN   3.42659        8.47778                 NaN            NaN            NaN   8.79389        45.8695       0.561343        32.8709     
  1061.31        2500.00                 NaN   3.43250        8.47163                 NaN            NaN            NaN   8.79399        45.8689       0.561326        32.8717     
  1060.15        2500.00                 NaN   3.43820        8.46567                 NaN            NaN            NaN   8.79409        45.8684       0.561309        32.8724     
  1058.99        2500.00                 NaN   3.44372        8.45990                 NaN            NaN            NaN   8.79418        45.8678       0.561294        32.8731     
  1057.84        2500.00                 NaN   3.44906        8.45431                 NaN            NaN            NaN   8.79427        45.8673       0.561279        32.8738     
  1056.68        2500.00                 NaN   3.45565        8.44737                 NaN            NaN            NaN   8.79429        45.8669       0.561287        32.8745     
  1055.52        2500.00                 NaN   3.46058        8.44218                 NaN            NaN            NaN   8.79436        45.8664       0.561274        32.8752     
  1054.37        2500.00                 NaN   3.46536        8.43714                 NaN            NaN            NaN   8.79444        45.8659       0.561260        32.8759     
  1053.21        2500.00                 NaN   3.55270        8.36157                 NaN            NaN            NaN   8.80997        45.8390       0.558006        32.8787     
  1052.05        2500.00                 NaN   3.55724        8.35678                 NaN            NaN            NaN   8.81006        45.8385       0.557990        32.8794     
  1050.90        2500.00                 NaN   3.56163        8.35213                 NaN            NaN            NaN   8.81014        45.8380       0.557974        32.8802     
  1049.74        2500.00                 NaN   3.56588        8.34763                 NaN            NaN            NaN   8.81022        45.8374       0.557960        32.8809     
  1048.58        2500.00                 NaN   3.56998        8.34327                 NaN            NaN            NaN   8.81029        45.8369       0.557946        32.8816     
  1047.43        2500.00                 NaN   3.57395        8.33904                 NaN            NaN            NaN   8.81036        45.8364       0.557932        32.8823     
  1046.27        2500.00                 NaN   10.0166        2.02833                 NaN            NaN            NaN   8.90484        45.6133       0.528251        32.9087     
  1045.11        2500.00                 NaN   2.01436        10.0349                 NaN            NaN            NaN   8.90908        45.6044       0.527089        32.9102     
  1043.96        2500.00                 NaN   1.97034        10.0830                 NaN            NaN            NaN   8.91320        45.5956       0.526024        32.9118     
  1042.80        2500.00                 NaN   3.72538        8.20412                 NaN            NaN            NaN   8.82750        45.7998       0.554282        32.8890     
  1041.64        2500.00                 NaN   3.71834        8.21081                 NaN            NaN            NaN   8.82747        45.7994       0.554304        32.8897     
  1040.49        2500.00                 NaN   3.71177        8.21703                 NaN            NaN            NaN   8.82744        45.7990       0.554324        32.8904     
  1039.33        2500.00                 NaN   3.70532        8.22318                 NaN            NaN            NaN   8.82743        45.7986       0.554336        32.8912     
  1038.17        2500.00                 NaN   3.69903        8.22919                 NaN            NaN            NaN   8.82744        45.7981       0.554344        32.8919     
  1037.02        2500.00                 NaN   3.69092        8.23730                 NaN            NaN            NaN   8.82761        45.7971       0.554309        32.8927     
  1035.86        2500.00                 NaN   3.68450        8.24354                 NaN            NaN            NaN   8.82767        45.7965       0.554304        32.8935     
  1034.70        2500.00                 NaN   3.67834        8.24952                 NaN            NaN            NaN   8.82772        45.7959       0.554297        32.8943     
  1033.55        2500.00                 NaN   3.67240        8.25527                 NaN            NaN            NaN   8.82778        45.7952       0.554291        32.8950     
  1032.39        2500.00                 NaN   3.66667        8.26080                 NaN            NaN            NaN   8.82784        45.7946       0.554284        32.8958     
  1031.23        2500.00                 NaN   8.86403        3.06159                 NaN            NaN            NaN   8.83051        45.7884       0.555819        32.8996     
  1030.08        2500.00                 NaN   8.86898        3.05645                 NaN            NaN            NaN   8.83057        45.7878       0.555811        32.9004     
  1028.92        2500.00                 NaN   8.87357        3.05161                 NaN            NaN            NaN   8.83060        45.7873       0.555812        32.9011     
  1027.76        2500.00                 NaN   3.20642        8.74552                 NaN            NaN            NaN   8.86870        45.7241       0.548528        32.9068     
  1026.61        2500.00                 NaN   3.20127        8.75036                 NaN            NaN            NaN   8.86873        45.7236       0.548536        32.9075     
  1025.45        2500.00                 NaN   3.19631        8.75503                 NaN            NaN            NaN   8.86875        45.7231       0.548545        32.9082     
  1024.29        2500.00                 NaN   3.19151        8.75954                 NaN            NaN            NaN   8.86877        45.7227       0.548553        32.9090     
  1023.13        2500.00                 NaN   3.18688        8.76388                 NaN            NaN            NaN   8.86879        45.7222       0.548561        32.9097     
  1021.98        2500.00                 NaN   3.18239        8.76806                 NaN            NaN            NaN   8.86880        45.7217       0.548568        32.9104     
  1020.82        2500.00                 NaN   3.17806        8.77209                 NaN            NaN            NaN   8.86882        45.7213       0.548576        32.9112     
  1019.66        2500.00                 NaN   3.18879        8.75932                 NaN            NaN            NaN   8.86766        45.7236       0.549030        32.9116     
  1018.51        2500.00                 NaN   3.18449        8.76335                 NaN            NaN            NaN   8.86769        45.7231       0.549030        32.9123     
  1017.35        2500.00                 NaN   3.18034        8.76723                 NaN            NaN            NaN   8.86772        45.7227       0.549031        32.9130     
  1016.19        2500.00                 NaN   8.82266        3.13398                 NaN            NaN            NaN   8.87343        45.7051       0.547730        32.9171     
  1015.04        2500.00                 NaN   8.82650        3.12990                 NaN            NaN            NaN   8.87348        45.7046       0.547727        32.9178     
  1013.88        2500.00                 NaN   8.83020        3.12596                 NaN            NaN            NaN   8.87352        45.7041       0.547723        32.9185     
  1012.72        2500.00                 NaN   8.83377        3.12214                 NaN            NaN            NaN   8.87356        45.7035       0.547720        32.9193     
  1011.57        2500.00                 NaN   8.83722        3.11844                 NaN            NaN            NaN   8.87360        45.7030       0.547717        32.9200     
  1010.41        2500.00                 NaN   8.85490        3.10201                 NaN            NaN            NaN   8.87463        45.7001       0.547329        32.9210     
  1009.25        2500.00                 NaN   8.73282        3.24722                 NaN            NaN            NaN   8.88506        45.6650       0.543256        32.9266     
  1008.10        2500.00                 NaN   8.84870        3.10596                 NaN            NaN            NaN   8.87359        45.7018       0.547749        32.9222     
  1006.94        2500.00                 NaN   9.41865        2.69475                 NaN            NaN            NaN   8.98569        45.4367       0.511013        32.9532     
  1005.78        2500.00                 NaN   9.40376        2.71166                 NaN            NaN            NaN   8.98798        45.4315       0.510534        32.9546     
  1004.63        2500.00                 NaN   8.77927        3.19694                 NaN            NaN            NaN   8.88428        45.6665       0.543800        32.9292     
  1003.47        2500.00                 NaN   8.78896        3.18635                 NaN            NaN            NaN   8.88406        45.6668       0.543923        32.9299     
  1002.31        2500.00                 NaN   8.79422        3.18143                 NaN            NaN            NaN   8.88445        45.6653       0.543837        32.9308     
  1001.16        2500.00                 NaN   9.35079        2.77299                 NaN            NaN            NaN   8.99734        45.4103       0.508552        32.9600     
  1000.00        2500.00                 NaN   8.93963        3.10274                 NaN            NaN            NaN   8.93188        45.5508       0.528895        32.9460     
