|6.6.6
Archiving\03_Data\fracLP/QFM_m5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1461.15        500.000        98.5638                 NaN            NaN            NaN            NaN            NaN  0.798319       0.637929                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.5891                 NaN            NaN            NaN            NaN            NaN  0.786203       0.624663                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.6198                 NaN            NaN            NaN            NaN            NaN  0.610657       0.769557                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.6492                 NaN            NaN            NaN            NaN            NaN  0.754807       0.595961                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.6737                 NaN            NaN            NaN            NaN            NaN  0.583117       0.743204                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.6986                 NaN            NaN            NaN            NaN            NaN  0.571080       0.730361                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.7234                 NaN            NaN            NaN            NaN            NaN  0.718041       0.558599                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.7464                 NaN            NaN            NaN            NaN            NaN  0.547988       0.705586                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.7705                 NaN            NaN            NaN            NaN            NaN  0.535677       0.693843                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.7944                 NaN            NaN            NaN            NaN            NaN  0.681143       0.524443                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.0811                 NaN            NaN            NaN            NaN            NaN  0.795526       0.774556       0.348792                 NaN            NaN            NaN
  1433.58        500.000        96.6634                 NaN            NaN            NaN            NaN            NaN  0.955089        1.33540        1.04608                 NaN            NaN            NaN
  1431.08        500.000        96.8015                 NaN            NaN            NaN            NaN            NaN  0.916527        1.27751        1.00449                 NaN            NaN            NaN
  1428.57        500.000        96.9300                 NaN            NaN            NaN            NaN            NaN  0.880469        1.22384       0.965714                 NaN            NaN            NaN
  1426.07        500.000        97.0522                 NaN            NaN            NaN            NaN            NaN  0.846352        1.17289       0.928577                 NaN            NaN            NaN
  1423.56        500.000        97.1635                 NaN            NaN            NaN            NaN            NaN   1.12623       0.815359       0.894878                 NaN            NaN            NaN
  1421.05        500.000        97.2707                 NaN            NaN            NaN            NaN            NaN  0.784217        1.08246       0.862587                 NaN            NaN            NaN
  1418.55        500.000        97.3703                 NaN            NaN            NaN            NaN            NaN   1.04113       0.756442       0.832126                 NaN            NaN            NaN
  1416.04        500.000        97.4635                 NaN            NaN            NaN            NaN            NaN  0.730117        1.00276       0.803606                 NaN            NaN            NaN
  1413.53        500.000        97.5522                 NaN            NaN            NaN            NaN            NaN  0.966214       0.705159       0.776421                 NaN            NaN            NaN
  1411.03        500.000        97.6361                 NaN            NaN            NaN            NaN            NaN  0.681292       0.931941       0.750643                 NaN            NaN            NaN
  1408.52        500.000        97.7123                 NaN            NaN            NaN            NaN            NaN  0.900355       0.659644       0.727741                 NaN            NaN            NaN
  1406.02        500.000        97.7935                 NaN            NaN            NaN            NaN            NaN  0.868036       0.636097       0.702342                 NaN            NaN            NaN
  1403.51        500.000        97.8622                 NaN            NaN            NaN            NaN            NaN  0.616286       0.840266       0.681273                 NaN            NaN            NaN
  1401.00        500.000        97.9309                 NaN            NaN            NaN            NaN            NaN  0.812544       0.596369       0.660161                 NaN            NaN            NaN
  1398.50        500.000        97.9955                 NaN            NaN            NaN            NaN            NaN  0.577919       0.786564       0.640009                 NaN            NaN            NaN
  1395.99        500.000        98.0560                 NaN            NaN            NaN            NaN            NaN  0.762132       0.560491       0.621407                 NaN            NaN            NaN
  1393.48        500.000        98.1144                 NaN            NaN            NaN            NaN            NaN  0.739057       0.543287       0.603240                 NaN            NaN            NaN
  1390.98        500.000        98.1697                 NaN            NaN            NaN            NaN            NaN  0.716802       0.527390       0.586094                 NaN            NaN            NaN
  1388.47        500.000        98.2248                 NaN            NaN            NaN            NaN            NaN  0.511454       0.695081       0.568626                 NaN            NaN            NaN
  1385.96        500.000        98.2754                 NaN            NaN            NaN            NaN            NaN  0.496446       0.674945       0.553248                 NaN            NaN            NaN
  1383.46        500.000        98.3253                 NaN            NaN            NaN            NaN            NaN  0.655419       0.481794       0.537477                 NaN            NaN            NaN
  1380.95        500.000        98.3709                 NaN            NaN            NaN            NaN            NaN  0.637329       0.468609       0.523114                 NaN            NaN            NaN
  1378.45        500.000        98.4154                 NaN            NaN            NaN            NaN            NaN  0.455044       0.620084       0.509443                 NaN            NaN            NaN
  1375.94        500.000        98.4604                 NaN            NaN            NaN            NaN            NaN  0.442251       0.602442       0.494957                 NaN            NaN            NaN
  1373.43        500.000        98.5005                 NaN            NaN            NaN            NaN            NaN  0.430230       0.586851       0.482463                 NaN            NaN            NaN
  1370.93        500.000        98.5398                 NaN            NaN            NaN            NaN            NaN  0.571356       0.418798       0.470090                 NaN            NaN            NaN
  1368.42        500.000        98.5784                 NaN            NaN            NaN            NaN            NaN  0.556684       0.407020       0.457895                 NaN            NaN            NaN
  1365.91        500.000        98.6138                 NaN            NaN            NaN            NaN            NaN  0.543039       0.396313       0.446805                 NaN            NaN            NaN
  1363.41        500.000        98.6501                 NaN            NaN            NaN            NaN            NaN  0.529396       0.385225       0.435235                 NaN            NaN            NaN
  1360.90        500.000        98.6796                 NaN            NaN            NaN            NaN            NaN  0.376769       0.517560       0.426102                 NaN            NaN            NaN
  1358.40        500.000        98.7212                 NaN            NaN            NaN            NaN            NaN  0.502037       0.364050       0.412669                 NaN            NaN            NaN
  1355.89        500.000        98.7485                 NaN            NaN            NaN            NaN            NaN  0.492033       0.355173       0.404287                 NaN            NaN            NaN
  1353.38        500.000        98.7792                 NaN            NaN            NaN            NaN            NaN  0.479886       0.346542       0.394377                 NaN            NaN            NaN
  1350.88        500.000        98.8076                 NaN            NaN            NaN            NaN            NaN  0.469131       0.337988       0.385269                 NaN            NaN            NaN
  1348.37        500.000        98.8373                 NaN            NaN            NaN            NaN            NaN  0.458289       0.328438       0.375938                 NaN            NaN            NaN
  1345.86        500.000        98.8636                 NaN            NaN            NaN            NaN            NaN  0.448433       0.320377       0.367604                 NaN            NaN            NaN
  1343.36        500.000        98.8883                 NaN            NaN            NaN            NaN            NaN  0.312662       0.439058       0.360003                 NaN            NaN            NaN
  1340.85        500.000        98.9165                 NaN            NaN            NaN            NaN            NaN  0.303689       0.428995       0.350778                 NaN            NaN            NaN
  1338.35        500.000        98.9402                 NaN            NaN            NaN            NaN            NaN  0.420082       0.296298       0.343414                 NaN            NaN            NaN
  1335.84        500.000        98.9639                 NaN            NaN            NaN            NaN            NaN  0.411336       0.289001       0.335725                 NaN            NaN            NaN
  1333.33        500.000        98.9870                 NaN            NaN            NaN            NaN            NaN  0.402977       0.281589       0.328400                 NaN            NaN            NaN
  1330.83        500.000        99.0092                 NaN            NaN            NaN            NaN            NaN  0.274608       0.394858       0.321339                 NaN            NaN            NaN
  1328.32        500.000        99.0309                 NaN            NaN            NaN            NaN            NaN  0.387062       0.267532       0.314493                 NaN            NaN            NaN
  1325.81        500.000        99.0516                 NaN            NaN            NaN            NaN            NaN  0.379532       0.260956       0.307888                 NaN            NaN            NaN
  1323.31        500.000        99.0717                 NaN            NaN            NaN            NaN            NaN  0.254389       0.372386       0.301524                 NaN            NaN            NaN
  1320.80        500.000        99.0906                 NaN            NaN            NaN            NaN            NaN  0.365388       0.248452       0.295607                 NaN            NaN            NaN
  1318.30        500.000        99.1109                 NaN            NaN            NaN            NaN            NaN  0.358371       0.241706       0.289061                 NaN            NaN            NaN
  1315.79        500.000        99.1287                 NaN            NaN            NaN            NaN            NaN  0.352156       0.235724       0.283469                 NaN            NaN            NaN
  1313.28        500.000        99.1466                 NaN            NaN            NaN            NaN            NaN  0.345951       0.229600       0.277823                 NaN            NaN            NaN
  1310.78        500.000        99.1635                 NaN            NaN            NaN            NaN            NaN  0.340102       0.223870       0.272524                 NaN            NaN            NaN
  1308.27        500.000        99.1803                 NaN            NaN            NaN            NaN            NaN  0.334132       0.218355       0.267248                 NaN            NaN            NaN
  1305.76        500.000        99.1967                 NaN            NaN            NaN            NaN            NaN  0.212783       0.328476       0.262055                 NaN            NaN            NaN
  1303.26        500.000        99.2123                 NaN            NaN            NaN            NaN            NaN  0.323377       0.207106       0.257203                 NaN            NaN            NaN
  1300.75        500.000        99.1780                 NaN            NaN            NaN            NaN            NaN  0.197837       0.352008       0.272195                 NaN            NaN            NaN
  1298.25        500.000        99.2945                 NaN            NaN            NaN            NaN            NaN  0.200386       0.277884       0.227274                 NaN            NaN            NaN
  1295.74        500.000        99.2508                 NaN            NaN            NaN            NaN            NaN  0.318439       0.182848       0.247925                 NaN            NaN            NaN
  1293.23        500.000        99.2771                 NaN            NaN            NaN            NaN            NaN  0.294102       0.194456       0.234317                 NaN            NaN            NaN
  1290.73        500.000        99.2845                 NaN            NaN            NaN            NaN            NaN  0.181167       0.299625       0.234758                 NaN            NaN            NaN
  1288.22        500.000        99.2975                 NaN            NaN            NaN            NaN            NaN  0.176370       0.295376       0.230761                 NaN            NaN            NaN
  1285.71        500.000        95.1982                 NaN            NaN            NaN            NaN            NaN  0.461823       0.810560       0.630468        2.89893                 NaN            NaN
  1283.21        500.000        91.3997                 NaN            NaN            NaN            NaN            NaN   1.25723       0.723853       0.989787        5.62938                 NaN            NaN
  1280.70        500.000        87.6657                 NaN            NaN            NaN            NaN            NaN   1.11710        1.68301        1.41659        8.11760                 NaN            NaN
  1278.20        500.000        91.8596                 NaN            NaN            NaN            NaN            NaN  0.765121        1.08121       0.940972        5.35307                 NaN            NaN
  1275.69        500.000        95.4896                 NaN            NaN            NaN            NaN            NaN  0.423312       0.606064       0.526988        2.95403                 NaN            NaN
  1273.18        500.000        96.6808                 NaN            NaN            NaN            NaN            NaN  0.308258       0.453006       0.390800        2.16709                 NaN            NaN
  1270.68        500.000        96.2479                 NaN            NaN            NaN            NaN            NaN  0.339154       0.443999       0.441434        2.45019       0.773560E-001            NaN
  1268.17        500.000        93.5247                 NaN            NaN            NaN            NaN            NaN  0.295247       0.907090       0.759132        4.23468       0.279138                 NaN
  1265.66        500.000        91.1515                 NaN            NaN            NaN            NaN            NaN   1.20668       0.417889        1.03275        5.81708       0.374060                 NaN
  1263.16        500.000        90.7792                 NaN            NaN            NaN            NaN            NaN   1.23769       0.469773        1.06684        6.12551       0.320985                 NaN
  1260.65        500.000        92.0986                 NaN            NaN            NaN            NaN            NaN  0.377094        1.08507       0.915917        5.24751       0.275812                 NaN
  1258.15        500.000        96.2764                 NaN            NaN            NaN            NaN            NaN  0.169470       0.511516       0.428814        2.48524       0.128548                 NaN
  1255.64        500.000        97.3685                 NaN            NaN            NaN            NaN            NaN  0.114279       0.358424       0.299953        1.76878       0.900892E-001            NaN
  1253.13        500.000        98.5026                 NaN            NaN            NaN            NaN            NaN  0.168161       0.511255E-001  0.142407        1.09548       0.402113E-001            NaN
  1250.63        500.000        95.9514                 NaN            NaN            NaN            NaN            NaN  0.167117       0.536046       0.453348        2.75073       0.141362                 NaN
  1248.12        500.000        96.2133                 NaN            NaN            NaN            NaN            NaN  0.499916       0.149249       0.420792        2.58482       0.131896                 NaN
  1245.61        500.000        96.4516                 NaN            NaN            NaN            NaN            NaN  0.133899       0.466047       0.390993        2.43430       0.123190                 NaN
  1243.11        500.000        96.6677                 NaN            NaN            NaN            NaN            NaN  0.119959       0.435691       0.363883        2.29763       0.115104                 NaN
  1240.60        500.000        96.8672                 NaN            NaN            NaN            NaN            NaN  0.407294       0.107726       0.338799        2.17137       0.107585                 NaN
  1238.10        500.000        97.0507                 NaN            NaN            NaN            NaN            NaN  0.972359E-001  0.380781       0.315848        2.05492       0.100544                 NaN
  1235.59        500.000        97.2200                 NaN            NaN            NaN            NaN            NaN  0.356253       0.880463E-001  0.294734        1.94700       0.939218E-001            NaN
  1233.08        500.000        97.3768                 NaN            NaN            NaN            NaN            NaN  0.803085E-001  0.332863       0.275265        1.84689       0.878355E-001            NaN
  1230.58        500.000        97.5212                 NaN            NaN            NaN            NaN            NaN  0.726416E-001  0.312221       0.257208        1.75455       0.821760E-001            NaN
  1228.07        500.000        97.6547                 NaN            NaN            NaN            NaN            NaN  0.662595E-001  0.292698       0.240710        1.66879       0.768879E-001            NaN
  1225.56        500.000        97.7782                 NaN            NaN            NaN            NaN            NaN  0.274330       0.606357E-001  0.225405        1.58940       0.720556E-001            NaN
  1223.06        500.000        87.7103                 NaN            NaN            NaN            NaN            NaN  0.744638       0.907234E-001  0.908518        5.80339       0.182153        4.56028     
  1220.55        500.000        78.9614                 NaN            NaN            NaN            NaN            NaN   1.14175       0.108937        1.49420        9.37641       0.267116        8.65018     
  1218.05        500.000        81.8166                 NaN            NaN            NaN            NaN            NaN  0.901640E-001  0.992656        1.28966        8.10194       0.225374        7.48357     
  1215.54        500.000        83.8168                 NaN            NaN            NaN            NaN            NaN  0.760052E-001  0.887713        1.14554        7.21056       0.195589        6.66782     
  1213.03        500.000        85.2814                 NaN            NaN            NaN            NaN            NaN  0.648615E-001  0.811333        1.03921        6.56001       0.173124        6.07002     
  1210.53        500.000        86.2317                 NaN            NaN            NaN            NaN            NaN  0.762883       0.539536E-001  0.968347        6.14111       0.157215        5.68478     
  1208.02        500.000        86.7723                 NaN            NaN            NaN            NaN            NaN  0.734588       0.444190E-001  0.925066        5.90968       0.146313        5.46764     
  1205.51        500.000        86.7854                 NaN            NaN            NaN            NaN            NaN  0.334199E-001  0.734547       0.916250        5.92154       0.141028        5.46782     
  1203.01        500.000        85.8288                 NaN            NaN            NaN            NaN            NaN  0.789334       0.164875E-001  0.969628        6.38127       0.144384        5.87009     
  1200.50        500.000        81.9043                 NaN            NaN            NaN            NaN            NaN  0.980576                 NaN   1.20846        8.22958       0.173759        7.50335     
  1197.99        500.000        55.3393                 NaN            NaN            NaN            NaN            NaN   2.25303                 NaN   2.86563        20.5747       0.379934        18.5874     
  1195.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.41696                 NaN   6.39065        45.6722       0.696209        41.8239     
  1192.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.41838                 NaN   6.39236        45.6675       0.695780        41.8260     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.41980                 NaN   6.39406        45.6628       0.695350        41.8280     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42128                 NaN   6.39579        45.6580       0.694910        41.8300     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42276                 NaN   6.39751        45.6532       0.694468        41.8320     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42429                 NaN   6.39926        45.6484       0.694017        41.8341     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42580                 NaN   6.40100        45.6435       0.693565        41.8361     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42738                 NaN   6.40276        45.6386       0.693106        41.8381     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.42887                 NaN   6.40447        45.6338       0.692658        41.8402     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43056                 NaN   6.40629        45.6288       0.692173        41.8422     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43218                 NaN   6.40806        45.6238       0.691699        41.8443     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43383                 NaN   6.40985        45.6188       0.691221        41.8463     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43550                 NaN   6.41164        45.6137       0.690736        41.8484     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43720                 NaN   6.41345        45.6086       0.690245        41.8505     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43893                 NaN   6.41526        45.6035       0.689749        41.8525     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44067                 NaN   6.41709        45.5984       0.689248        41.8546     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44243                 NaN   6.41892        45.5932       0.688743        41.8567     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44423                 NaN   6.42076        45.5880       0.688231        41.8588     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44606                 NaN   6.42262        45.5828       0.687711        41.8608     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44782                 NaN   6.42444        45.5776       0.687203        41.8629     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.44978                 NaN   6.42637        45.5722       0.686657        41.8650     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45167                 NaN   6.42825        45.5668       0.686124        41.8671     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45361                 NaN   6.43016        45.5614       0.685579        41.8692     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45556                 NaN   6.43207        45.5560       0.685031        41.8713     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45755                 NaN   6.43400        45.5505       0.684476        41.8735     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45951                 NaN   6.43592        45.5451       0.683922        41.8756     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.46159                 NaN   6.43790        45.5395       0.683349        41.8777     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.46359                 NaN   6.43983        45.5340       0.682787        41.8798     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43141       0.340086E-001   6.44154        45.5289       0.682274        41.8819     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.34682       0.119945        6.44279        45.5247       0.681879        41.8839     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.25952       0.208472        6.44394        45.5207       0.681510        41.8858     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.17354       0.295606        6.44503        45.5169       0.681159        41.8878     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.10632       0.364188        6.44630        45.5127       0.680762        41.8897     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.433251        5.03856        6.44751        45.5086       0.680379        41.8917     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.96989       0.503163        6.44869        45.5046       0.680008        41.8937     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.555521        4.91908        6.45010        45.5000       0.679572        41.8957     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.614960        4.86087        6.45127        45.4960       0.679204        41.8976     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.667402        4.80984        6.45258        45.4918       0.678799        41.8996     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.717010        4.76166        6.45391        45.4874       0.678387        41.9016     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.764292        4.71580        6.45524        45.4831       0.677979        41.9036     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.65998       0.821339        6.45647        45.4791       0.677605        41.9055     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.63094       0.852105        6.45796        45.4742       0.677141        41.9076     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.59262       0.891987        6.45940        45.4697       0.676704        41.9096     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.55180       0.934255        6.46078        45.4653       0.676287        41.9116     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.52011       0.967608        6.46227        45.4605       0.675830        41.9136     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.48724        1.00212        6.46377        45.4558       0.675375        41.9157     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.45265        1.03827        6.46523        45.4512       0.674935        41.9177     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.42392        1.06875        6.46679        45.4463       0.674460        41.9197     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.09885        4.39568        6.46846        45.4412       0.673957        41.9218     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.13139        4.36461        6.46984        45.4368       0.673542        41.9238     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.33799        1.15985        6.47150        45.4318       0.673043        41.9258     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.31069        1.18895        6.47314        45.4268       0.672550        41.9279     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.28608        1.21534        6.47473        45.4218       0.672071        41.9299     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.26167        1.24163        6.47642        45.4167       0.671565        41.9320     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.23834        1.26687        6.47812        45.4115       0.671053        41.9341     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.21606        1.29109        6.47985        45.4063       0.670535        41.9362     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.19429        1.31479        6.48157        45.4011       0.670019        41.9382     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.17405        1.33709        6.48337        45.3957       0.669479        41.9404     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.36199        4.15107        6.48511        45.3905       0.668959        41.9424     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.13150        1.38362        6.48692        45.3850       0.668417        41.9445     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.11147        1.40574        6.48877        45.3796       0.667865        41.9466     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.09509        1.42448        6.49080        45.3736       0.667256        41.9488     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.07686        1.44481        6.49262        45.3681       0.666709        41.9509     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.05561        1.46802        6.49439        45.3628       0.666180        41.9529     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.48359        4.04262        6.49655        45.3565       0.665531        41.9552     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.02361        1.50468        6.49840        45.3511       0.664979        41.9572     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.00699        1.52372        6.50048        45.3450       0.664355        41.9594     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.54160        3.99162        6.50263        45.3388       0.663711        41.9616     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.97248        1.56323        6.50479        45.3327       0.663069        41.9638     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.96034        1.57766        6.50674        45.3269       0.662479        41.9659     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.94467        1.59570        6.50877        45.3209       0.661867        41.9680     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.93069        1.61230        6.51098        45.3146       0.661202        41.9703     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.91333        1.63265        6.51359        45.3075       0.660424        41.9725     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.90260        1.64569        6.51546        45.3017       0.659857        41.9747     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.88905        1.66191        6.51771        45.2953       0.659179        41.9769     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.87616        1.67757        6.52002        45.2887       0.658481        41.9791     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.85296        1.70291        6.52208        45.2830       0.657871        41.9811     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.84996        1.70939        6.52472        45.2753       0.657065        41.9835     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.83753        1.72474        6.52714        45.2685       0.656332        41.9858     
