|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1350.38        2500.00        99.1195                 NaN            NaN  0.147636       0.389296       0.309128E-001            NaN  0.312606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        99.1290                 NaN            NaN  0.146622       0.388193       0.269015E-001            NaN  0.309307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        99.1408                 NaN            NaN  0.143833       0.388244       0.227336E-001            NaN  0.304428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        99.1498                 NaN            NaN  0.141286       0.384475       0.235367E-001            NaN  0.300912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        99.1595                 NaN            NaN  0.138793       0.219898E-001  0.382774                 NaN  0.296952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.1687                 NaN            NaN  0.136204       0.380613       0.212527E-001            NaN  0.293266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.1776                 NaN            NaN  0.133673       0.197614E-001  0.379340                 NaN  0.289613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.1868                 NaN            NaN  0.130804       0.192259E-001  0.377472                 NaN  0.285744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.1949                 NaN            NaN  0.128298       0.177682E-001  0.376578                 NaN  0.282414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.2046                 NaN            NaN  0.125731       0.374442       0.166410E-001            NaN  0.278574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.2132                 NaN            NaN  0.122980       0.163819E-001  0.372414                 NaN  0.275062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.2208                 NaN            NaN  0.119938       0.371487       0.160248E-001            NaN  0.271787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.2290                 NaN            NaN  0.117182       0.149317E-001  0.370527                 NaN  0.268402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.2371                 NaN            NaN  0.114466       0.147248E-001  0.368636                 NaN  0.265078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.2439                 NaN            NaN  0.111666       0.103849E-001  0.371915                 NaN  0.262121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.2483                 NaN            NaN  0.108837       0.913918E-002  0.373721                 NaN  0.260029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.2596                 NaN            NaN  0.103925       0.363909       0.176335E-001            NaN  0.254966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.2647                 NaN            NaN  0.102123       0.367300       0.127042E-001            NaN  0.253169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.2715                 NaN            NaN  0.101827       0.579283E-002  0.370758                 NaN  0.250128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.2776                 NaN            NaN  0.875779E-001  0.325871       0.620489E-001            NaN  0.246886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.2852                 NaN            NaN  0.912171E-001  0.319891       0.597795E-001            NaN  0.243959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.2954                 NaN            NaN  0.930090E-001  0.332516       0.381644E-001            NaN  0.240865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.2791                 NaN            NaN  0.557461E-001  0.139193       0.284477                 NaN  0.241438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.3052                 NaN            NaN  0.861807E-001  0.373116                 NaN            NaN  0.235540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.3133                 NaN            NaN  0.859907E-001  0.367531                 NaN            NaN  0.233206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.3195                 NaN            NaN  0.857408E-001  0.362734                 NaN            NaN  0.232032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.3210                 NaN            NaN  0.727974E-001  0.378850                 NaN            NaN  0.227394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        97.9781                 NaN            NaN  0.128563       0.617195                 NaN            NaN  0.395919       0.880220                 NaN            NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        86.5953                 NaN            NaN  0.642528        2.61956                 NaN            NaN   1.82434        8.31829                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        87.5474                 NaN            NaN  0.622148        2.42506                 NaN            NaN   1.70439        7.70099                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        88.4003                 NaN            NaN  0.576911        2.28714                 NaN            NaN   1.59736        7.13830                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        89.1339                 NaN            NaN  0.542887        2.16131                 NaN            NaN   1.50525        6.65667                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.7780                 NaN            NaN  0.507769        2.05854                 NaN            NaN   1.42453        6.23111                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        82.2512                 NaN            NaN  0.819052        3.28835                 NaN            NaN   2.44124        10.8869       0.313274                 NaN            NaN            NaN            NaN            NaN
  1297.67        2500.00        80.2144                 NaN            NaN  0.952011        3.56559                 NaN            NaN   2.70935        12.1419       0.416702                 NaN            NaN            NaN            NaN            NaN
  1296.12        2500.00        81.5589                 NaN            NaN  0.929336        3.30555                 NaN            NaN   2.52316        11.2997       0.383415                 NaN            NaN            NaN            NaN            NaN
  1294.57        2500.00        81.9362                 NaN            NaN  0.953137        3.20818                 NaN            NaN   2.47146        11.0603       0.370716                 NaN            NaN            NaN            NaN            NaN
  1293.02        2500.00        84.1850                 NaN            NaN  0.831952        2.85151                 NaN            NaN   2.15662        9.65644       0.318518                 NaN            NaN            NaN            NaN            NaN
  1291.47        2500.00        84.5817                 NaN            NaN  0.829682        2.74390                 NaN            NaN   2.09610        9.43948       0.309123                 NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00        83.3646                 NaN            NaN   1.01679        2.80851                 NaN            NaN   2.32118        10.1475       0.341391                 NaN            NaN            NaN            NaN            NaN
  1288.37        2500.00        86.9483                 NaN            NaN  0.678982        2.60167                 NaN            NaN   1.77580        7.74535       0.249887                 NaN            NaN            NaN            NaN            NaN
  1286.81        2500.00        83.1116                 NaN            NaN   1.04220        2.65563                 NaN            NaN   2.28388        10.5749       0.331788                 NaN            NaN            NaN            NaN            NaN
  1285.26        2500.00        86.3181                 NaN            NaN  0.611517        2.74661                 NaN            NaN   1.68798        8.41914       0.216656                 NaN            NaN            NaN            NaN            NaN
  1283.71        2500.00        83.8851                 NaN            NaN  0.882396        2.87717                 NaN            NaN   2.12507        9.93578       0.294495                 NaN            NaN            NaN            NaN            NaN
  1282.16        2500.00        81.7002                 NaN            NaN   1.00186        3.26937                 NaN            NaN   2.38459        11.3162       0.327778                 NaN            NaN            NaN            NaN            NaN
  1280.61        2500.00        76.1183                 NaN            NaN   1.36134        4.07247                 NaN            NaN   3.05115        14.9766       0.420171                 NaN            NaN            NaN            NaN            NaN
  1279.06        2500.00        64.3116                 NaN            NaN   1.43870        6.22121                 NaN            NaN   4.37882        22.6608                 NaN  0.988877                 NaN            NaN            NaN            NaN
  1277.51        2500.00        67.6065                 NaN            NaN   1.31067        5.53078                 NaN            NaN   3.94735        20.6460                 NaN  0.958627                 NaN            NaN            NaN            NaN
  1275.96        2500.00        78.9749                 NaN            NaN  0.902492        3.79191                 NaN            NaN   2.58264        13.1460                 NaN  0.602037                 NaN            NaN            NaN            NaN
  1274.41        2500.00        80.5426                 NaN            NaN  0.907177        3.45026                 NaN            NaN   2.42426        12.1274                 NaN  0.548296                 NaN            NaN            NaN            NaN
  1272.86        2500.00        89.6884                 NaN            NaN  0.508578        1.91418                 NaN            NaN   1.29635        6.30294                 NaN  0.289508                 NaN            NaN            NaN            NaN
  1271.31        2500.00        88.3525                 NaN            NaN  0.555854        2.12606                 NaN            NaN   1.47143        7.15878                 NaN  0.335332                 NaN            NaN            NaN            NaN
  1269.76        2500.00        91.1120                 NaN            NaN  0.444651        1.63083                 NaN            NaN   1.13408        5.42528                 NaN  0.253168                 NaN            NaN            NaN            NaN
  1268.21        2500.00        94.6586                 NaN            NaN  0.285321        1.00880                 NaN            NaN  0.685191        3.21149                 NaN  0.150623                 NaN            NaN            NaN            NaN
  1266.66        2500.00        87.3171                 NaN            NaN  0.597726        2.30492                 NaN            NaN   1.64480        7.76165                 NaN  0.373844                 NaN            NaN            NaN            NaN
  1265.11        2500.00        79.7342                 NaN            NaN  0.864962        4.05833                 NaN            NaN   2.60779        12.1123                 NaN  0.622437                 NaN            NaN            NaN            NaN
  1263.56        2500.00        67.4412                 NaN            NaN   2.60569                 NaN            NaN            NaN   3.01897        22.4439                 NaN  0.725798                 NaN   3.19160       0.572925                 NaN
  1262.01        2500.00        98.8883                 NaN            NaN  0.875462E-001  0.330266                 NaN            NaN  0.122916       0.311737                 NaN            NaN            NaN  0.216548       0.426524E-001            NaN
  1260.46        2500.00        98.4114                 NaN            NaN  0.942118E-001  0.532911                 NaN            NaN  0.174699       0.417255                 NaN            NaN            NaN  0.292636       0.768885E-001            NaN
  1258.91        2500.00        98.4257                 NaN            NaN  0.927111E-001  0.528228                 NaN            NaN  0.173081       0.413966                 NaN            NaN            NaN  0.290271       0.760015E-001            NaN
  1257.36        2500.00        98.4404                 NaN            NaN  0.912414E-001  0.523380                 NaN            NaN  0.171423       0.410635                 NaN            NaN            NaN  0.287838       0.751193E-001            NaN
  1255.81        2500.00        62.9508       0.136702E-005            NaN  0.836942        12.4548                 NaN            NaN   4.11051        10.2238                 NaN  0.200580                 NaN   6.31652        2.90600                 NaN
  1254.26        2500.00        75.0211                 NaN            NaN            NaN   11.4425                 NaN            NaN   3.55621        2.35546                 NaN            NaN            NaN   3.78637        3.83840                 NaN
  1252.71        2500.00        85.7077                 NaN            NaN            NaN   7.66486                 NaN            NaN   1.62116        1.12736                 NaN            NaN            NaN   2.49307        1.38586                 NaN
  1251.16        2500.00        97.6548                 NaN            NaN            NaN   1.70883                 NaN            NaN  0.370115                 NaN            NaN  0.113818                 NaN  0.152407                 NaN            NaN
  1249.61        2500.00        83.3700                 NaN            NaN            NaN   4.12821                 NaN            NaN   1.62634        7.42457                 NaN  0.234912                 NaN   3.21600                 NaN            NaN
  1248.06        2500.00        67.7743                 NaN            NaN   2.35396                 NaN            NaN            NaN   2.32254        20.0660                 NaN  0.419593       0.775789E-001   5.97622        1.00982                 NaN
  1246.51        2500.00        98.9057                 NaN            NaN  0.781730E-001  0.322445                 NaN            NaN  0.126397       0.313873                 NaN  0.313657E-005            NaN  0.212253       0.411844E-001            NaN
  1244.96        2500.00                 NaN            NaN            NaN   1.44771        29.8453                 NaN            NaN   10.3307        31.8474                 NaN   1.33155       0.893300E-001   17.0839        8.02411                 NaN
  1243.41        2500.00        99.0169                 NaN            NaN  0.211498       0.141453E-001            NaN            NaN  0.425289       0.364697E-001            NaN            NaN            NaN  0.177504       0.118197                 NaN
  1241.85        2500.00        97.2757                 NaN            NaN  0.246917E-001   1.08287                 NaN            NaN  0.122897E-003   1.04161                 NaN  0.360055E-002            NaN  0.532568       0.387992E-001            NaN
  1240.30        2500.00        98.9073                 NaN            NaN  0.751130E-001  0.322305                 NaN            NaN  0.126320       0.315645                 NaN  0.278776E-004            NaN  0.212383       0.408901E-001            NaN
  1238.75        2500.00        99.4759                 NaN            NaN  0.103191       0.221958E-001            NaN            NaN  0.210097       0.335176E-001            NaN            NaN            NaN  0.957372E-001  0.593938E-001            NaN
  1237.20        2500.00        99.4842                 NaN            NaN  0.103230       0.173875E-001            NaN            NaN  0.211827       0.291286E-001            NaN            NaN            NaN  0.941029E-001  0.600890E-001            NaN
  1235.65        2500.00        97.2124                 NaN            NaN  0.346320       0.887860E-002            NaN            NaN   1.25277       0.164013                 NaN  0.440472E-001            NaN  0.378337       0.593205                 NaN
  1234.10        2500.00        99.4245                 NaN            NaN  0.619644E-001  0.187653E-001            NaN            NaN  0.405212E-001  0.197881                 NaN            NaN            NaN  0.136468       0.366889E-002  0.116264     
  1232.55        2500.00        99.4184                 NaN            NaN  0.615201E-001  0.194449E-001            NaN            NaN  0.406718E-001  0.210398                 NaN            NaN            NaN  0.133281                 NaN  0.116311     
  1231.00        2500.00        99.4139                 NaN            NaN  0.610729E-001  0.212608E-001            NaN            NaN  0.411079E-001  0.212638                 NaN            NaN            NaN  0.134142                 NaN  0.115894     
  1229.45        2500.00                 NaN            NaN            NaN  0.606922        34.5284                 NaN            NaN   10.4676        29.5675                 NaN  0.633793                 NaN   16.8936        7.30215                 NaN
  1227.90        2500.00                 NaN            NaN            NaN  0.614659        34.6196                 NaN            NaN   10.4925        29.5134                 NaN  0.617636                 NaN   16.8903        7.25193                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   1.64070                 NaN            NaN            NaN   7.15105        38.1147                 NaN   1.51073       0.103877        19.3470        9.57109        22.5609     
  1224.80        2500.00                 NaN            NaN            NaN  0.632703        34.5938                 NaN            NaN   10.5265        29.5802                 NaN  0.615063                 NaN   16.9148        7.13696                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   1.64017                 NaN            NaN            NaN   7.15125        38.1794                 NaN   1.50400       0.111042        19.3751        9.47647        22.5626     
  1221.70        2500.00                 NaN            NaN            NaN   1.64982       0.241150E-001            NaN            NaN   7.16243        38.1923                 NaN   1.60713                 NaN   19.3919        9.43246        22.5398     
  1220.15        2500.00                 NaN            NaN            NaN   1.63962                 NaN            NaN            NaN   7.15142        38.2446                 NaN   1.49694       0.118565        19.4034        9.38125        22.5643     
  1218.60        2500.00                 NaN            NaN            NaN   1.64985       0.296775E-001            NaN            NaN   7.16375        38.2561                 NaN   1.60696                 NaN   19.4204        9.33640        22.5369     
  1217.05        2500.00                 NaN            NaN            NaN  0.675028        34.6661                 NaN            NaN   10.6363        29.6062                 NaN  0.585964                 NaN   16.9538        6.87648                 NaN
  1215.50        2500.00                 NaN            NaN            NaN   1.63868                 NaN            NaN            NaN   7.15160        38.3443                 NaN   1.48489       0.131377        19.4466        9.23570        22.5669     
  1213.95        2500.00                 NaN            NaN            NaN   1.64996       0.328438E-001            NaN            NaN   7.16510        38.3541                 NaN   1.60688                 NaN   19.4641        9.19025        22.5368     
  1212.40        2500.00                 NaN            NaN            NaN   1.19049        30.8795                 NaN            NaN   10.3790        32.2767                 NaN  0.904140                 NaN   17.2863        7.08391                 NaN
  1210.85        2500.00                 NaN            NaN            NaN   1.65001       0.347785E-001            NaN            NaN   7.16603        38.4210                 NaN   1.60681                 NaN   19.4940        9.09080        22.5365     
  1209.30        2500.00                 NaN            NaN            NaN   1.63731                 NaN            NaN            NaN   7.15176        38.4809                 NaN   1.46752       0.149861        19.5058        9.03648        22.5704     
  1207.75        2500.00                 NaN            NaN            NaN   1.65008       0.374146E-001            NaN            NaN   7.16698        38.4884                 NaN   1.60674                 NaN   19.5241        8.99010        22.5362     
  1206.20        2500.00                 NaN            NaN            NaN   1.63846                 NaN            NaN            NaN   7.15335        38.5480                 NaN   1.47859       0.137986        19.5369        8.93555        22.5711     
  1204.65        2500.00                 NaN            NaN            NaN   1.63868                 NaN            NaN            NaN   7.15385        38.5825                 NaN   1.48028       0.136166        19.5525        8.88433        22.5717     
  1203.10        2500.00                 NaN            NaN            NaN   1.63869                 NaN            NaN            NaN   7.15419        38.6170                 NaN   1.47970       0.136763        19.5679        8.83342        22.5724     
  1201.55        2500.00                 NaN            NaN            NaN   1.63852                 NaN            NaN            NaN   7.15437        38.6527                 NaN   1.47715       0.139464        19.5836        8.78100        22.5732     
  1200.00        2500.00                 NaN            NaN            NaN   1.63820                 NaN            NaN            NaN   7.15444        38.6888                 NaN   1.47290       0.143975        19.5994        8.72814        22.5741     
  1198.44        2500.00                 NaN            NaN            NaN   1.65029       0.454002E-001            NaN            NaN   7.16998        38.6972                 NaN   1.60650                 NaN   19.6176        8.67855        22.5346     
  1196.89        2500.00                 NaN            NaN            NaN   1.63720                 NaN            NaN            NaN   7.15428        38.7624                 NaN   1.46051       0.157152        19.6312        8.62117        22.5760     
  1195.34        2500.00                 NaN            NaN            NaN   1.65036       0.484097E-001            NaN            NaN   7.17103        38.7690                 NaN   1.60641                 NaN   19.6498        8.57125        22.5338     
  1193.79        2500.00                 NaN            NaN            NaN   1.63606                 NaN            NaN            NaN   7.15403        38.8372                 NaN   1.44642       0.172134        19.6634        8.51266        22.5781     
  1192.24        2500.00                 NaN            NaN            NaN   1.65043       0.516680E-001            NaN            NaN   7.17211        38.8417                 NaN   1.60631                 NaN   19.6825        8.46248        22.5328     
  1190.69        2500.00                 NaN            NaN            NaN  0.813678        35.2692                 NaN            NaN   10.4666        30.2193                 NaN  0.491890                 NaN   17.0890        5.65031                 NaN
  1189.14        2500.00                 NaN            NaN            NaN   1.65051       0.552375E-001            NaN            NaN   7.17323        38.9154                 NaN   1.60620                 NaN   19.7157        8.35220        22.5316     
  1187.59        2500.00                 NaN            NaN            NaN   1.65054       0.570500E-001            NaN            NaN   7.17380        38.9526                 NaN   1.60614                 NaN   19.7324        8.29650        22.5310     
  1186.04        2500.00                 NaN            NaN            NaN   1.65058       0.589573E-001            NaN            NaN   7.17438        38.9900                 NaN   1.60608                 NaN   19.7493        8.24041        22.5303     
  1184.49        2500.00                 NaN            NaN            NaN   1.45317        30.8888                 NaN            NaN   10.8654        32.3584                 NaN  0.724211                 NaN   17.5172        6.19283                 NaN
  1182.94        2500.00                 NaN            NaN            NaN   1.65066       0.628535E-001            NaN            NaN   7.17556        39.0664                 NaN   1.60596                 NaN   19.7838        8.12599        22.5289     
  1181.39        2500.00                 NaN            NaN            NaN   1.28349        34.2962                 NaN            NaN   11.4457        32.3779                 NaN  0.379734                 NaN   17.6939        2.52306                 NaN
  1179.84        2500.00                 NaN            NaN            NaN   1.39032        30.6640       0.506405                 NaN   10.7675        32.4797                 NaN  0.747777                 NaN   17.5136        5.93065                 NaN
  1178.29        2500.00                 NaN            NaN            NaN  0.890092        35.0868                 NaN            NaN   11.1195        29.8990                 NaN  0.447490                 NaN   17.1823        5.37483                 NaN
  1176.74        2500.00                 NaN            NaN            NaN  0.890524        35.0185                 NaN            NaN   11.1911        29.9291                 NaN  0.455015                 NaN   17.1924        5.32344                 NaN
  1175.19        2500.00                 NaN            NaN            NaN   1.62478                 NaN            NaN            NaN   7.14922        39.3160                 NaN   1.30876       0.318390        19.8662        7.82397        22.5928     
  1173.64        2500.00                 NaN            NaN            NaN   1.65090       0.801339E-001            NaN            NaN   7.17981        39.3002                 NaN   1.60542                 NaN   19.8896        7.77334        22.5206     
  1172.09        2500.00                 NaN            NaN            NaN   1.65103       0.538927E-001            NaN            NaN   7.17708        39.3469                 NaN   1.60620                 NaN   19.9101        7.71464        22.5401     
  1170.54        2500.00                 NaN            NaN            NaN  0.952080        35.6423                 NaN            NaN   10.7852        30.2288                 NaN  0.343275                 NaN   17.2196        4.82868                 NaN
  1168.99        2500.00                 NaN            NaN            NaN  0.792168        35.6644                 NaN            NaN   11.1070        30.1468                 NaN  0.465627                 NaN   17.2400        4.58396                 NaN
  1167.44        2500.00                 NaN            NaN            NaN   1.65108       0.919506E-001            NaN            NaN   7.18273        39.4621                 NaN   1.60504                 NaN   19.9631        7.52905        22.5149     
  1165.89        2500.00                 NaN            NaN            NaN   1.61878                 NaN            NaN            NaN   7.14675        39.5723                 NaN   1.23288       0.398810        19.9753        7.45491        22.6003     
  1164.34        2500.00                 NaN            NaN            NaN   1.65117       0.979217E-001            NaN            NaN   7.18430        39.5456                 NaN   1.60482                 NaN   20.0011        7.40362        22.5114     
  1162.79        2500.00                 NaN            NaN            NaN  0.982220        35.2628                 NaN            NaN   11.3425        30.0333                 NaN  0.387420                 NaN   17.2915        4.70027                 NaN
  1161.24        2500.00                 NaN            NaN            NaN   1.65129       0.107289                 NaN            NaN   7.18620        39.6284                 NaN   1.60452                 NaN   20.0388        7.27695        22.5066     
  1159.69        2500.00                 NaN            NaN            NaN   1.65133       0.110006                 NaN            NaN   7.18701        39.6717                 NaN   1.60440                 NaN   20.0586        7.21225        22.5047     
  1158.14        2500.00                 NaN            NaN            NaN   1.65139       0.114810                 NaN            NaN   7.18789        39.7135                 NaN   1.60428                 NaN   20.0775        7.14794        22.5027     
  1156.59        2500.00                 NaN            NaN            NaN   1.65144       0.117748                 NaN            NaN   7.18874        39.7575                 NaN   1.60414                 NaN   20.0977        7.08221        22.5005     
  1155.04        2500.00                 NaN            NaN            NaN   1.65150       0.122949                 NaN            NaN   7.18967        39.7997                 NaN   1.60401                 NaN   20.1169        7.01690        22.4983     
  1153.48        2500.00                 NaN            NaN            NaN   1.65155       0.126195                 NaN            NaN   7.19041        39.8436                 NaN   1.60392                 NaN   20.1369        6.95065        22.4968     
  1151.93        2500.00                 NaN            NaN            NaN   1.65161       0.130263                 NaN            NaN   7.19143        39.8885                 NaN   1.60374                 NaN   20.1575        6.88326        22.4937     
  1150.38        2500.00                 NaN            NaN            NaN   1.60655                 NaN            NaN            NaN   7.14129        40.0292                 NaN   1.07522       0.565680        20.1688        6.79930        22.6139     
  1148.83        2500.00                 NaN            NaN            NaN   2.43976       0.115794                 NaN            NaN   7.19901        38.8704        1.07273                 NaN            NaN   20.5514        7.21793        22.5330     
  1147.28        2500.00                 NaN            NaN            NaN   2.43957       0.132622                 NaN            NaN   7.20152        38.9118        1.07238                 NaN            NaN   20.5704        7.15039        22.5213     
  1145.73        2500.00                 NaN            NaN            NaN   2.09847                 NaN            NaN            NaN   7.14405        39.4722       0.676685       0.632857                 NaN   20.4505        6.88938        22.6358     
  1144.18        2500.00                 NaN            NaN            NaN   2.10066                 NaN            NaN            NaN   7.14474        39.5151       0.679201       0.628894                 NaN   20.4724        6.82262        22.6364     
  1142.63        2500.00                 NaN            NaN            NaN   1.11527        35.6409                 NaN            NaN   11.5454        30.6033                 NaN  0.341804                 NaN   17.3751        3.37826                 NaN
  1141.08        2500.00                 NaN            NaN            NaN   2.44128       0.445343E-001            NaN            NaN   7.19185        39.1107        1.07443                 NaN            NaN   20.6600        6.88783        22.5894     
  1139.53        2500.00                 NaN            NaN            NaN   2.43969       0.149807                 NaN            NaN   7.20550        39.1358        1.07219                 NaN            NaN   20.6724        6.81089        22.5137     
  1137.98        2500.00                 NaN            NaN            NaN   2.43987       0.143490                 NaN            NaN   7.20509        39.1839        1.07236                 NaN            NaN   20.6942        6.74205        22.5191     
  1136.43        2500.00                 NaN            NaN            NaN   2.43911       0.188564                 NaN            NaN   7.21126        39.2218        1.07142                 NaN            NaN   20.7121        6.66670        22.4890     
  1134.88        2500.00                 NaN            NaN            NaN   2.43199       0.660842                 NaN            NaN   7.27161        39.1739        1.06121                 NaN            NaN   20.6940        6.56136        22.1451     
  1133.33        2500.00                 NaN            NaN            NaN   2.43994       0.153850                 NaN            NaN   7.20760        39.3242        1.07222                 NaN            NaN   20.7582        6.53004        22.5139     
  1131.78        2500.00                 NaN            NaN            NaN   2.44186       0.164311                 NaN            NaN   7.20254        39.3852        1.07184                 NaN            NaN   20.7894        6.45388        22.4909     
  1130.23        2500.00                 NaN            NaN            NaN   2.43998       0.161673                 NaN            NaN   7.20940        39.4193        1.07210                 NaN            NaN   20.8017        6.38591        22.5099     
  1128.68        2500.00                 NaN            NaN            NaN   1.57034        31.1977                 NaN            NaN   11.0516        33.7825                 NaN  0.679370                 NaN   18.0541        3.66430                 NaN
  1127.13        2500.00                 NaN            NaN            NaN   1.59149        31.1889                 NaN            NaN   11.0695        33.8066                 NaN  0.667459                 NaN   18.0762        3.59992                 NaN
  1125.58        2500.00                 NaN            NaN            NaN   1.63432        31.2633                 NaN            NaN   11.1419        33.7630                 NaN  0.628473                 NaN   18.0963        3.47269                 NaN
  1124.03        2500.00                 NaN            NaN            NaN   1.61701        31.3432                 NaN            NaN   11.1564        33.7935                 NaN  0.642745                 NaN   18.0896        3.35747                 NaN
  1122.48        2500.00                 NaN            NaN            NaN   2.43916       0.244938                 NaN            NaN   7.22213        39.6508        1.07042                 NaN            NaN   20.9082        6.01077        22.4536     
  1120.93        2500.00                 NaN            NaN            NaN   2.43970       0.213619                 NaN            NaN   7.21853        39.7079        1.07114                 NaN            NaN   20.9341        5.93784        22.4772     
  1119.38        2500.00                 NaN            NaN            NaN   2.43908       0.259663                 NaN            NaN   7.22511        39.7516        1.07009                 NaN            NaN   20.9547        5.85688        22.4429     
  1117.83        2500.00                 NaN            NaN            NaN   2.43685       0.418712                 NaN            NaN   7.24628        39.7720        1.06658                 NaN            NaN   20.9654        5.76675        22.3275     
  1116.28        2500.00                 NaN            NaN            NaN   2.43900       0.277113                 NaN            NaN   7.22827        39.8517        1.06976                 NaN            NaN   21.0007        5.70164        22.4318     
  1114.73        2500.00                 NaN            NaN            NaN   2.44018       0.202403                 NaN            NaN   7.21896        39.9187        1.07145                 NaN            NaN   21.0307        5.63028        22.4873     
  1113.18        2500.00                 NaN            NaN            NaN   2.44016       0.212467                 NaN            NaN   7.22051        39.9679        1.07130                 NaN            NaN   21.0532        5.55220        22.4822     
  1111.63        2500.00                 NaN            NaN            NaN   2.43887       0.306258                 NaN            NaN   7.23344        40.0042        1.06918                 NaN            NaN   21.0708        5.46412        22.4132     
  1110.07        2500.00                 NaN            NaN            NaN   2.43882       0.317275                 NaN            NaN   7.23534        40.0555        1.06896                 NaN            NaN   21.0945        5.38363        22.4060     
  1108.52        2500.00                 NaN            NaN            NaN   2.43150       0.857393                 NaN            NaN   7.30607        39.9966        1.05704                 NaN            NaN   21.0714        5.26136        22.0186     
  1106.97        2500.00                 NaN            NaN            NaN   1.32793        36.4463                 NaN            NaN   12.1365        30.4107                 NaN  0.144525                 NaN   17.5983        1.93570                 NaN
  1105.42        2500.00                 NaN            NaN            NaN   1.68537        31.4486                 NaN            NaN   11.3175        34.2527                 NaN  0.594358                 NaN   18.3322        2.36928                 NaN
  1103.87        2500.00                 NaN            NaN            NaN   2.44160       0.145691                 NaN            NaN   7.21433        40.3064        1.07296                 NaN            NaN   21.2081        5.07514        22.5357     
  1102.32        2500.00                 NaN            NaN            NaN   1.35873        36.2527                 NaN            NaN   12.2122        30.7452                 NaN  0.122048                 NaN   17.8341        1.47502                 NaN
  1100.77        2500.00                 NaN            NaN            NaN   2.43952       0.314067                 NaN            NaN   7.23737        40.3834        1.06925                 NaN            NaN   21.2448        4.89565        22.4159     
  1099.22        2500.00                 NaN            NaN            NaN   2.43949       0.323528                 NaN            NaN   7.23909        40.4378        1.06907                 NaN            NaN   21.2700        4.81107        22.4100     
  1097.67        2500.00                 NaN            NaN            NaN   2.44157       0.171401                 NaN            NaN   7.21959        40.5272        1.07248                 NaN            NaN   21.3100        4.73827        22.5195     
  1096.12        2500.00                 NaN            NaN            NaN   2.44075       0.243013                 NaN            NaN   7.22935        40.5684        1.07093                 NaN            NaN   21.3294        4.64825        22.4699     
