|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1179.20        500.000                 NaN   4.36447        7.92238       0.327218E-005            NaN   7.38254                 NaN   40.7286       0.579660        39.0224     
  1178.14        500.000                 NaN   4.32495        7.96416       0.105523E-004            NaN   7.38383                 NaN   40.7255       0.578761        39.0228     
  1177.08        500.000                 NaN   8.83893       0.993236E-005            NaN            NaN   7.18984        2.31904        41.2657       0.744002        39.6425     
  1176.02        500.000                 NaN   4.18703        8.10606                 NaN            NaN   7.38865                 NaN   40.7182       0.576979        39.0231     
  1174.96        500.000                 NaN   8.81984       0.838426E-004            NaN            NaN   7.19896        2.33704        41.2459       0.745795        39.6524     
  1173.90        500.000                 NaN   4.07039        8.22613       0.539836E-004            NaN   7.39396                 NaN   40.7104       0.575443        39.0236     
  1172.84        500.000                 NaN   4.00467        8.29401       0.621708E-004            NaN   7.39666                 NaN   40.7062       0.574566        39.0238     
  1171.78        500.000                 NaN   3.97103        8.32926       0.249725E-003            NaN   7.39825                 NaN   40.7033       0.573726        39.0242     
  1170.72        500.000                 NaN   3.86953        8.43790       0.449535E-004            NaN   7.40085                 NaN   40.6960       0.570558        39.0251     
  1169.66        500.000                 NaN   3.84709        8.45836       0.106194E-004            NaN   7.40324                 NaN   40.6948       0.571768        39.0248     
  1168.60        500.000                 NaN   3.78667        8.51978       0.126966E-004            NaN   7.40615                 NaN   40.6916       0.571046        39.0248     
  1167.54        500.000                 NaN   8.64988       0.125271E-001            NaN            NaN   7.18589        2.44312        41.2801       0.750257        39.6783     
  1166.48        500.000                 NaN   8.63771                 NaN            NaN            NaN   7.18511        2.46031        41.2825       0.751209        39.6832     
  1165.41        500.000                 NaN   3.20835        9.11159       0.262710E-005            NaN   7.42166                 NaN   40.6686       0.564097        39.0257     
  1164.35        500.000                 NaN   3.16066        9.16515       0.305325E-005            NaN   7.42219                 NaN   40.6620       0.563046        39.0269     
  1163.29        500.000                 NaN   3.13304        9.19456                 NaN            NaN   7.42154                 NaN   40.6610       0.562574        39.0273     
  1162.23        500.000                 NaN   3.45837        8.86096                 NaN            NaN   7.42067                 NaN   40.6689       0.565252        39.0258     
  1161.17        500.000                 NaN   8.59515       0.639937E-005            NaN            NaN   7.18667        2.49164        41.2781       0.755534        39.6929     
  1160.11        500.000                 NaN   8.57939       0.632279E-005            NaN            NaN   7.18621        2.50307        41.2790       0.755974        39.6963     
  1159.05        500.000                 NaN   7.15863        5.19796                 NaN            NaN   7.44443                 NaN   40.6176       0.552311        39.0291     
  1157.99        500.000                 NaN   9.01326       0.206899E-003            NaN            NaN   7.20337        2.18601        41.2511       0.743883        39.6021     
  1156.93        500.000                 NaN   7.42231        4.93784                 NaN            NaN   7.44928                 NaN   40.6111       0.550202        39.0293     
  1155.87        500.000                 NaN   7.54461        4.81670                 NaN            NaN   7.44942                 NaN   40.6095       0.550101        39.0297     
  1154.81        500.000                 NaN   7.77027        4.59116                 NaN            NaN   7.45277                 NaN   40.6066       0.549533        39.0297     
  1153.75        500.000                 NaN   7.89587        4.46886                 NaN            NaN   7.45387                 NaN   40.6025       0.548642        39.0303     
  1152.69        500.000                 NaN   8.36313                 NaN            NaN            NaN   7.18675        2.65280        41.2978       0.760611        39.7389     
  1151.63        500.000                 NaN   1.45653        10.8651       0.231478E-004            NaN   7.48874                 NaN   40.6121       0.559003        39.0184     
  1150.57        500.000                 NaN   8.23980        4.13009       0.327575E-005            NaN   7.46022                 NaN   40.5928       0.546249        39.0309     
  1149.51        500.000                 NaN   9.18797        3.18731                 NaN            NaN   7.46693                 NaN   40.5832       0.543668        39.0309     
  1148.45        500.000                 NaN  0.952651        11.4235                 NaN            NaN   7.47540                 NaN   40.5764       0.541851        39.0303     
  1147.39        500.000                 NaN   8.69820        3.67870                 NaN            NaN   7.46815                 NaN   40.5802       0.543144        39.0316     
  1146.33        500.000                 NaN   8.73376        3.63742                 NaN            NaN   7.46529                 NaN   40.5868       0.545627        39.0311     
  1145.27        500.000                 NaN   8.90273        3.48456                 NaN            NaN   7.47398                 NaN   40.5671       0.539029        39.0326     
  1144.21        500.000                 NaN   12.3972                 NaN            NaN            NaN   7.48825                 NaN   40.5479       0.534545        39.0321     
  1143.15        500.000                 NaN   12.3992                 NaN            NaN            NaN   7.49018                 NaN   40.5446       0.533677        39.0323     
  1142.09        500.000                 NaN   12.3995                 NaN            NaN            NaN   7.48963                 NaN   40.5450       0.533465        39.0323     
  1141.03        500.000                 NaN   6.24779        6.15291                 NaN            NaN   7.48885                 NaN   40.5446       0.533011        39.0329     
  1139.97        500.000                 NaN   12.4071                 NaN            NaN            NaN   7.49427                 NaN   40.5347       0.530393        39.0335     
  1138.91        500.000                 NaN   10.3967        1.99947       0.146654E-003            NaN   7.48802                 NaN   40.5473       0.534730        39.0336     
  1137.85        500.000                 NaN   12.4116                 NaN            NaN            NaN   7.49889                 NaN   40.5271       0.528426        39.0340     
  1136.79        500.000                 NaN   2.59520        9.79825                 NaN            NaN   7.48844                 NaN   40.5490       0.535574        39.0335     
  1135.72        500.000                 NaN   9.95645        2.43974                 NaN            NaN   7.49107                 NaN   40.5446       0.534398        39.0338     
  1134.66        500.000                 NaN   1.59158       0.668388E-003   10.7976       0.187381E-004   7.49184                 NaN   40.5489       0.535788        39.0336     
  1133.60        500.000                 NaN   1.49022        10.9049                 NaN            NaN   7.49539                 NaN   40.5414       0.533765        39.0343     
  1132.54        500.000                 NaN   1.95851        10.4467                 NaN            NaN   7.49941                 NaN   40.5302       0.530527        39.0347     
  1131.48        500.000                 NaN   10.6401        1.76840                 NaN            NaN   7.50236                 NaN   40.5250       0.529111        39.0350     
  1130.42        500.000                 NaN   1.02720        11.3782       0.169706E-002            NaN   7.50413                 NaN   40.5249       0.528858        39.0350     
  1129.36        500.000                 NaN   1.27719        11.1389                 NaN            NaN   7.50879                 NaN   40.5137       0.525905        39.0356     
  1128.30        500.000                 NaN  0.680184       0.161312E-002   11.7351                 NaN   7.51126                 NaN   40.5111       0.525009        39.0357     
  1127.24        500.000                 NaN  0.390624        12.0331                 NaN            NaN   7.51572                 NaN   40.5021       0.522415        39.0361     
  1126.18        500.000                 NaN   9.77610                 NaN            NaN            NaN   7.32327        1.77291        40.9531       0.661130        39.5135     
  1125.12        500.000                 NaN   9.64487                 NaN            NaN            NaN   7.31465        1.86113        40.9745       0.667468        39.5374     
  1124.06        500.000                 NaN   9.47961                 NaN            NaN            NaN   7.30251        1.97075        41.0034       0.676583        39.5672     
  1123.00        500.000                 NaN   7.98083       0.142002E-005            NaN            NaN   7.17756        2.92601        41.3226       0.773026        39.8199     
  1121.94        500.000                 NaN   7.94825       0.198308E-004            NaN            NaN   7.17439        2.94472        41.3295       0.776851        39.8262     
  1120.88        500.000                 NaN   7.93640       0.442614E-005            NaN            NaN   7.17426        2.95330        41.3300       0.777183        39.8289     
  1119.82        500.000                 NaN   7.92483       0.421407E-005            NaN            NaN   7.17416        2.96170        41.3303       0.777493        39.8315     
  1118.76        500.000                 NaN   7.91354       0.401176E-005            NaN            NaN   7.17408        2.96993        41.3306       0.777779        39.8341     
  1117.70        500.000                 NaN   7.83424       0.431714E-005            NaN            NaN   7.17034        3.03433        41.3318       0.776643        39.8527     
  1116.64        500.000                 NaN   7.82184       0.414343E-005            NaN            NaN   7.17016        3.04320        41.3324       0.777063        39.8554     
  1115.58        500.000                 NaN   7.81194       0.395329E-005            NaN            NaN   7.17078        3.05065        41.3316       0.777223        39.8578     
  1114.52        500.000                 NaN   7.79793       0.500236E-005            NaN            NaN   7.16984        3.06047        41.3333       0.777819        39.8607     
  1113.46        500.000                 NaN   7.78566       0.501477E-005            NaN            NaN   7.16966        3.06922        41.3339       0.778241        39.8633     
  1112.40        500.000                 NaN   7.77353       0.502791E-005            NaN            NaN   7.16950        3.07788        41.3345       0.778657        39.8660     
  1111.34        500.000                 NaN   7.76204                 NaN            NaN            NaN   7.16955        3.08611        41.3349       0.778953        39.8685     
  1110.28        500.000                 NaN   7.74999                 NaN            NaN            NaN   7.16928        3.09476        41.3354       0.779423        39.8711     
  1109.22        500.000                 NaN   7.73866                 NaN            NaN            NaN   7.16909        3.10298        41.3358       0.779797        39.8737     
  1108.16        500.000                 NaN   7.72623                 NaN            NaN            NaN   7.16886        3.11174        41.3366       0.780271        39.8763     
  1107.10        500.000                 NaN   7.71501                 NaN            NaN            NaN   7.16878        3.11974        41.3370       0.780659        39.8788     
  1106.04        500.000                 NaN   8.47499                 NaN            NaN            NaN   7.24140        2.64491        41.1538       0.729605        39.7553     
  1104.97        500.000                 NaN   7.77383                 NaN            NaN            NaN   7.16842        3.07308        41.3380       0.781439        39.8653     
  1103.91        500.000                 NaN   7.76305                 NaN            NaN            NaN   7.16838        3.08082        41.3383       0.781806        39.8676     
  1102.85        500.000                 NaN   7.75163                 NaN            NaN            NaN   7.16825        3.08902        41.3387       0.782186        39.8702     
  1101.79        500.000                 NaN   7.74016                 NaN            NaN            NaN   7.16819        3.09725        41.3391       0.782569        39.8727     
  1100.73        500.000                 NaN   7.72932                 NaN            NaN            NaN   7.16803        3.10509        41.3395       0.782920        39.8751     
  1099.67        500.000                 NaN   7.71796                 NaN            NaN            NaN   7.16789        3.11329        41.3399       0.783277        39.8777     
  1098.61        500.000                 NaN   8.27170                 NaN            NaN            NaN   7.22992        2.78331        41.1803       0.739635        39.7951     
  1097.55        500.000                 NaN   8.21696                 NaN            NaN            NaN   7.22214        2.81556        41.2004       0.742991        39.8020     
  1096.49        500.000                 NaN   8.18357                 NaN            NaN            NaN   7.22330        2.83878        41.2009       0.744622        39.8088     
  1095.43        500.000                 NaN   8.16832                 NaN            NaN            NaN   7.21982        2.84900        41.2058       0.745297        39.8118     
  1094.37        500.000                 NaN   8.14770                 NaN            NaN            NaN   7.21915        2.86377        41.2068       0.746152        39.8164     
  1093.31        500.000                 NaN   8.12879                 NaN            NaN            NaN   7.21843        2.87638        41.2094       0.747066        39.8200     
  1092.25        500.000                 NaN   8.10116                 NaN            NaN            NaN   7.21689        2.89557        41.2123       0.748389        39.8257     
  1091.19        500.000                 NaN   8.07065                 NaN            NaN            NaN   7.21682        2.91565        41.2157       0.750023        39.8311     
  1090.13        500.000                 NaN   8.06133                 NaN            NaN            NaN   7.21717        2.92339        41.2136       0.750473        39.8340     
  1089.07        500.000                 NaN   8.03460                 NaN            NaN            NaN   7.21378        2.94101        41.2201       0.751577        39.8389     
  1088.01        500.000                 NaN   8.01344                 NaN            NaN            NaN   7.21282        2.95548        41.2226       0.752584        39.8431     
  1086.95        500.000                 NaN   7.99275                 NaN            NaN            NaN   7.21189        2.96963        41.2249       0.753563        39.8473     
  1085.89        500.000                 NaN   7.97253                 NaN            NaN            NaN   7.21100        2.98349        41.2271       0.754516        39.8513     
  1084.83        500.000                 NaN   7.95145                 NaN            NaN            NaN   7.21034        2.99777        41.2294       0.755548        39.8554     
  1083.77        500.000                 NaN   7.48326                 NaN            NaN            NaN   7.16699        3.28698        41.3435       0.788286        39.9310     
  1082.71        500.000                 NaN   7.90927                 NaN            NaN            NaN   7.20940        3.02618        41.2339       0.757651        39.8636     
  1081.65        500.000                 NaN   7.89546                 NaN            NaN            NaN   7.20772        3.03631        41.2355       0.758146        39.8668     
  1080.59        500.000                 NaN   7.87731                 NaN            NaN            NaN   7.20701        3.04884        41.2373       0.758962        39.8706     
  1079.53        500.000                 NaN   7.85957                 NaN            NaN            NaN   7.20630        3.06106        41.2391       0.759784        39.8742     
  1078.47        500.000                 NaN   7.84234                 NaN            NaN            NaN   7.20567        3.07301        41.2407       0.760547        39.8778     
  1077.41        500.000                 NaN   7.82520                 NaN            NaN            NaN   7.20501        3.08481        41.2424       0.761335        39.8813     
  1076.35        500.000                 NaN   7.80829                 NaN            NaN            NaN   7.20437        3.09650        41.2440       0.762105        39.8848     
  1075.28        500.000                 NaN   7.40893                 NaN            NaN            NaN   7.16699        3.34117        41.3440       0.790618        39.9483     
  1074.22        500.000                 NaN   7.39954                 NaN            NaN            NaN   7.16696        3.34798        41.3441       0.790930        39.9505     
  1073.16        500.000                 NaN   7.39086                 NaN            NaN            NaN   7.16701        3.35435        41.3441       0.791186        39.9525     
  1072.10        500.000                 NaN   7.38196                 NaN            NaN            NaN   7.16704        3.36087        41.3441       0.791464        39.9546     
  1071.04        500.000                 NaN   7.37317                 NaN            NaN            NaN   7.16705        3.36731        41.3440       0.791734        39.9567     
  1069.98        500.000                 NaN   7.36440                 NaN            NaN            NaN   7.16709        3.37373        41.3440       0.791996        39.9588     
  1068.92        500.000                 NaN   7.35578                 NaN            NaN            NaN   7.16711        3.38007        41.3439       0.792262        39.9608     
  1067.86        500.000                 NaN   7.69137                 NaN            NaN            NaN   7.20182        3.17767        41.2528       0.767108        39.9093     
  1066.80        500.000                 NaN   7.67780                 NaN            NaN            NaN   7.20137        3.18719        41.2538       0.767665        39.9122     
  1065.74        500.000                 NaN   7.65690                 NaN            NaN            NaN   7.19983        3.20148        41.2568       0.768783        39.9162     
  1064.68        500.000                 NaN   7.64458                 NaN            NaN            NaN   7.20000        3.21025        41.2567       0.769254        39.9192     
  1063.62        500.000                 NaN   7.31377                 NaN            NaN            NaN   7.16721        3.41105        41.3435       0.793512        39.9709     
  1062.56        500.000                 NaN   7.30561                 NaN            NaN            NaN   7.16724        3.41708        41.3434       0.793750        39.9729     
  1061.50        500.000                 NaN   7.29658                 NaN            NaN            NaN   7.16759        3.42358        41.3432       0.794052        39.9750     
  1060.44        500.000                 NaN   7.28845                 NaN            NaN            NaN   7.16766        3.42959        41.3430       0.794291        39.9770     
  1059.38        500.000                 NaN   7.28042                 NaN            NaN            NaN   7.16772        3.43553        41.3428       0.794523        39.9790     
  1058.32        500.000                 NaN   7.27226                 NaN            NaN            NaN   7.16785        3.44155        41.3426       0.794766        39.9809     
  1057.26        500.000                 NaN   7.26427                 NaN            NaN            NaN   7.16795        3.44746        41.3424       0.794999        39.9829     
  1056.20        500.000                 NaN   7.25636                 NaN            NaN            NaN   7.16806        3.45331        41.3422       0.795230        39.9848     
  1055.14        500.000                 NaN   7.24849                 NaN            NaN            NaN   7.16817        3.45914        41.3420       0.795456        39.9868     
  1054.08        500.000                 NaN   7.24068                 NaN            NaN            NaN   7.16828        3.46495        41.3417       0.795679        39.9887     
  1053.02        500.000                 NaN   7.23228                 NaN            NaN            NaN   7.16816        3.47078        41.3423       0.795999        39.9905     
  1051.96        500.000                 NaN   7.22459                 NaN            NaN            NaN   7.16828        3.47650        41.3420       0.796217        39.9924     
  1050.90        500.000                 NaN   7.21695                 NaN            NaN            NaN   7.16841        3.48218        41.3417       0.796435        39.9943     
  1049.84        500.000                 NaN   7.20939                 NaN            NaN            NaN   7.16854        3.48781        41.3414       0.796651        39.9962     
  1048.78        500.000                 NaN   7.20186                 NaN            NaN            NaN   7.16868        3.49344        41.3411       0.796854        39.9981     
  1047.72        500.000                 NaN   7.19437                 NaN            NaN            NaN   7.16882        3.49901        41.3408       0.797065        40.0000     
  1046.66        500.000                 NaN   7.18696                 NaN            NaN            NaN   7.16897        3.50455        41.3404       0.797269        40.0018     
  1045.60        500.000                 NaN   7.17960                 NaN            NaN            NaN   7.16912        3.51006        41.3401       0.797471        40.0037     
  1044.53        500.000                 NaN   7.17230                 NaN            NaN            NaN   7.16929        3.51552        41.3397       0.797669        40.0055     
  1043.47        500.000                 NaN   7.16504                 NaN            NaN            NaN   7.16944        3.52096        41.3393       0.797867        40.0074     
  1042.41        500.000                 NaN   7.15783                 NaN            NaN            NaN   7.16961        3.52636        41.3389       0.798061        40.0092     
  1041.35        500.000                 NaN   7.15068                 NaN            NaN            NaN   7.16978        3.53173        41.3385       0.798253        40.0110     
  1040.29        500.000                 NaN   7.14359                 NaN            NaN            NaN   7.16995        3.53706        41.3381       0.798442        40.0129     
  1039.23        500.000                 NaN   7.13654                 NaN            NaN            NaN   7.17013        3.54236        41.3377       0.798628        40.0147     
  1038.17        500.000                 NaN   7.12956                 NaN            NaN            NaN   7.17032        3.54763        41.3372       0.798810        40.0165     
  1037.11        500.000                 NaN   7.12261                 NaN            NaN            NaN   7.17051        3.55286        41.3368       0.798992        40.0183     
  1036.05        500.000                 NaN   7.11571                 NaN            NaN            NaN   7.17070        3.55807        41.3363       0.799171        40.0200     
  1034.99        500.000                 NaN   7.10886                 NaN            NaN            NaN   7.17090        3.56324        41.3358       0.799348        40.0218     
  1033.93        500.000                 NaN   7.10206                 NaN            NaN            NaN   7.17111        3.56838        41.3353       0.799523        40.0236     
  1032.87        500.000                 NaN   7.09531                 NaN            NaN            NaN   7.17131        3.57349        41.3348       0.799695        40.0254     
  1031.81        500.000                 NaN   7.08861                 NaN            NaN            NaN   7.17153        3.57856        41.3343       0.799863        40.0271     
  1030.75        500.000                 NaN   7.08196                 NaN            NaN            NaN   7.17175        3.58361        41.3338       0.800029        40.0289     
  1029.69        500.000                 NaN   7.07537                 NaN            NaN            NaN   7.17197        3.58862        41.3332       0.800194        40.0306     
  1028.63        500.000                 NaN   7.06881                 NaN            NaN            NaN   7.17219        3.59360        41.3327       0.800357        40.0323     
  1027.57        500.000                 NaN   7.06235                 NaN            NaN            NaN   7.17242        3.59852        41.3321       0.800516        40.0341     
  1026.51        500.000                 NaN   7.05588                 NaN            NaN            NaN   7.17267        3.60346        41.3315       0.800670        40.0358     
  1025.45        500.000                 NaN   7.04946                 NaN            NaN            NaN   7.17290        3.60835        41.3310       0.800827        40.0375     
  1024.39        500.000                 NaN   7.04309                 NaN            NaN            NaN   7.17315        3.61322        41.3304       0.800978        40.0392     
  1023.33        500.000                 NaN   7.03676                 NaN            NaN            NaN   7.17340        3.61806        41.3297       0.801128        40.0409     
  1022.27        500.000                 NaN   7.03047                 NaN            NaN            NaN   7.17366        3.62288        41.3291       0.801275        40.0426     
  1021.21        500.000                 NaN   7.02423                 NaN            NaN            NaN   7.17393        3.62766        41.3285       0.801418        40.0443     
  1020.15        500.000                 NaN   7.01804                 NaN            NaN            NaN   7.17419        3.63242        41.3278       0.801562        40.0460     
  1019.09        500.000                 NaN   7.01189                 NaN            NaN            NaN   7.17446        3.63714        41.3271       0.801700        40.0477     
  1018.03        500.000                 NaN   7.00578                 NaN            NaN            NaN   7.17473        3.64184        41.3265       0.801840        40.0493     
  1016.97        500.000                 NaN   6.99972                 NaN            NaN            NaN   7.17501        3.64651        41.3258       0.801976        40.0510     
  1015.91        500.000                 NaN   6.99370                 NaN            NaN            NaN   7.17530        3.65116        41.3251       0.802109        40.0527     
  1014.84        500.000                 NaN   6.98773                 NaN            NaN            NaN   7.17559        3.65578        41.3243       0.802240        40.0543     
  1013.78        500.000                 NaN   6.98176                 NaN            NaN            NaN   7.17589        3.66039        41.3236       0.802369        40.0560     
  1012.72        500.000                 NaN   6.97566                 NaN            NaN            NaN   7.17616        3.66508        41.3229       0.802511        40.0577     
  1011.66        500.000                 NaN   6.96989                 NaN            NaN            NaN   7.17647        3.66957        41.3222       0.802630        40.0593     
  1010.60        500.000                 NaN   6.96416                 NaN            NaN            NaN   7.17679        3.67404        41.3214       0.802744        40.0609     
  1009.54        500.000                 NaN   6.95848                 NaN            NaN            NaN   7.17711        3.67848        41.3206       0.802857        40.0625     
  1008.48        500.000                 NaN   6.95282                 NaN            NaN            NaN   7.17744        3.68290        41.3197       0.802968        40.0641     
  1007.42        500.000                 NaN   6.94721                 NaN            NaN            NaN   7.17777        3.68730        41.3189       0.803076        40.0657     
  1006.36        500.000                 NaN   6.94145                 NaN            NaN            NaN   7.17809        3.69177        41.3181       0.803198        40.0674     
  1005.30        500.000                 NaN   6.93599                 NaN            NaN            NaN   7.17844        3.69607        41.3173       0.803296        40.0690     
  1004.24        500.000                 NaN   6.93058                 NaN            NaN            NaN   7.17879        3.70035        41.3164       0.803391        40.0705     
  1003.18        500.000                 NaN   6.92520                 NaN            NaN            NaN   7.17915        3.70461        41.3155       0.803484        40.0721     
  1002.12        500.000                 NaN   6.91986                 NaN            NaN            NaN   7.17951        3.70883        41.3145       0.803576        40.0737     
  1001.06        500.000                 NaN   6.91455                 NaN            NaN            NaN   7.17988        3.71305        41.3136       0.803665        40.0752     
