|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1182.38        500.000                 NaN   6.66334       0.465812E-004            NaN            NaN   6.96521        1.38212        43.4381       0.417703        41.1334     
  1181.32        500.000                 NaN   6.64785       0.184423E-003            NaN            NaN   6.96464        1.39150        43.4393       0.418131        41.1384     
  1180.26        500.000                 NaN   6.63266       0.151703E-004            NaN            NaN   6.96407        1.40088        43.4404       0.418560        41.1434     
  1179.20        500.000                 NaN   3.25541        5.77933       0.241890E-005            NaN   7.15671                 NaN   42.9249       0.327447        40.5562     
  1178.14        500.000                 NaN   3.22639        5.81018       0.779313E-005            NaN   7.15794                 NaN   42.9213       0.326933        40.5573     
  1177.08        500.000                 NaN   6.58766       0.723471E-005            NaN            NaN   6.96239        1.42839        43.4437       0.419818        41.1580     
  1176.02        500.000                 NaN   3.12437        5.91575                 NaN            NaN   7.16254                 NaN   42.9124       0.325914        40.5590     
  1174.96        500.000                 NaN   6.57640       0.611046E-004            NaN            NaN   6.97120        1.43942        43.4221       0.420817        41.1700     
  1173.90        500.000                 NaN   3.03815        6.00473       0.399307E-004            NaN   7.16764                 NaN   42.9034       0.325036        40.5610     
  1172.84        500.000                 NaN   2.98944        6.05525       0.459958E-004            NaN   7.17023                 NaN   42.8985       0.324535        40.5620     
  1171.78        500.000                 NaN   2.96484        6.08123       0.184675E-003            NaN   7.17174                 NaN   42.8949       0.324054        40.5630     
  1170.72        500.000                 NaN   2.88946        6.16244       0.332519E-004            NaN   7.17424                 NaN   42.8867       0.322260        40.5648     
  1169.66        500.000                 NaN   2.87309        6.17733       0.785667E-005            NaN   7.17652                 NaN   42.8849       0.322937        40.5652     
  1168.60        500.000                 NaN   2.82835        6.22300       0.939602E-005            NaN   7.17930                 NaN   42.8810       0.322523        40.5658     
  1167.54        500.000                 NaN   6.45437       0.913486E-002            NaN            NaN   6.95788        1.50444        43.4517       0.423253        41.1992     
  1166.48        500.000                 NaN   6.44611                 NaN            NaN            NaN   6.95704        1.51498        43.4534       0.423779        41.2047     
  1165.41        500.000                 NaN   2.39738        6.66498       0.194905E-005            NaN   7.19429                 NaN   42.8556       0.318583        40.5692     
  1164.35        500.000                 NaN   2.36208        6.70507       0.226568E-005            NaN   7.19483                 NaN   42.8485       0.317986        40.5715     
  1163.29        500.000                 NaN   2.34175        6.72678                 NaN            NaN   7.19418                 NaN   42.8469       0.317714        40.5727     
  1162.23        500.000                 NaN   2.58463        6.47753                 NaN            NaN   7.19321                 NaN   42.8542       0.319216        40.5712     
  1161.17        500.000                 NaN   6.41573       0.467234E-005            NaN            NaN   6.95846        1.53413        43.4467       0.426184        41.2188     
  1160.11        500.000                 NaN   6.40472       0.461708E-005            NaN            NaN   6.95795        1.54112        43.4470       0.426422        41.2228     
  1159.05        500.000                 NaN   5.23603        3.85836                 NaN            NaN   7.21632                 NaN   42.7996       0.311899        40.5778     
  1157.99        500.000                 NaN   6.70002       0.151056E-003            NaN            NaN   6.97574        1.34609        43.4247       0.419661        41.1337     
  1156.93        500.000                 NaN   5.43032        3.66686                 NaN            NaN   7.22096                 NaN   42.7917       0.310697        40.5794     
  1155.87        500.000                 NaN   5.52028        3.57783                 NaN            NaN   7.22108                 NaN   42.7896       0.310634        40.5805     
  1154.81        500.000                 NaN   5.68668        3.41168                 NaN            NaN   7.22427                 NaN   42.7859       0.310307        40.5811     
  1153.75        500.000                 NaN   5.77954        3.32152                 NaN            NaN   7.22533                 NaN   42.7812       0.309799        40.5826     
  1152.69        500.000                 NaN   6.25390                 NaN            NaN            NaN   6.95757        1.63290        43.4587       0.428941        41.2680     
  1151.63        500.000                 NaN   1.09020        7.97691       0.171751E-004            NaN   7.25876                 NaN   42.7886       0.315625        40.5699     
  1150.57        500.000                 NaN   6.03362        3.07180       0.241999E-005            NaN   7.23139                 NaN   42.7695       0.308431        40.5853     
  1149.51        500.000                 NaN   6.73928        2.37100                 NaN            NaN   7.23786                 NaN   42.7589       0.306968        40.5860     
  1148.45        500.000                 NaN  0.713777        8.39753                 NaN            NaN   7.24600                 NaN   42.7509       0.305935        40.5859     
  1147.39        500.000                 NaN   6.37352        2.73799                 NaN            NaN   7.23898                 NaN   42.7546       0.306661        40.5882     
  1146.33        500.000                 NaN   6.40189        2.70468                 NaN            NaN   7.23616                 NaN   42.7610       0.308057        40.5882     
  1145.27        500.000                 NaN   6.52903        2.59142                 NaN            NaN   7.24458                 NaN   42.7399       0.304328        40.5907     
  1144.21        500.000                 NaN   9.12918                 NaN            NaN            NaN   7.25843                 NaN   42.7195       0.301793        40.5911     
  1143.15        500.000                 NaN   9.13086                 NaN            NaN            NaN   7.26027                 NaN   42.7155       0.301297        40.5921     
  1142.09        500.000                 NaN   9.13092                 NaN            NaN            NaN   7.25971                 NaN   42.7154       0.301172        40.5928     
  1141.03        500.000                 NaN   4.58760        4.54399                 NaN            NaN   7.25893                 NaN   42.7145       0.300910        40.5941     
  1139.97        500.000                 NaN   9.13706                 NaN            NaN            NaN   7.26417                 NaN   42.7037       0.299428        40.5956     
  1138.91        500.000                 NaN   7.63721        1.49062       0.108462E-003            NaN   7.25802                 NaN   42.7162       0.301868        40.5960     
  1137.85        500.000                 NaN   9.14087                 NaN            NaN            NaN   7.26859                 NaN   42.6947       0.298307        40.5975     
  1136.79        500.000                 NaN   1.93390        7.19154                 NaN            NaN   7.25834                 NaN   42.7167       0.302332        40.5972     
  1135.72        500.000                 NaN   7.30935        1.81841                 NaN            NaN   7.26086                 NaN   42.7115       0.301663        40.5982     
  1134.66        500.000                 NaN   1.19401       0.494930E-003   7.92805       0.139791E-004   7.26150                 NaN   42.7152       0.302440        40.5983     
  1133.60        500.000                 NaN   1.11897        8.00814                 NaN            NaN   7.26492                 NaN   42.7069       0.301293        40.5998     
  1132.54        500.000                 NaN   1.46056        7.67485                 NaN            NaN   7.26887                 NaN   42.6949       0.299463        40.6013     
  1131.48        500.000                 NaN   7.81919        1.31903                 NaN            NaN   7.27170                 NaN   42.6891       0.298658        40.6024     
  1130.42        500.000                 NaN  0.770805        8.36494       0.126687E-002            NaN   7.27335                 NaN   42.6882       0.298509        40.6029     
  1129.36        500.000                 NaN  0.953050        8.19159                 NaN            NaN   7.27788                 NaN   42.6762       0.296839        40.6045     
  1128.30        500.000                 NaN  0.510516       0.120478E-002   8.63361                 NaN   7.28023                 NaN   42.6729       0.296327        40.6052     
  1127.24        500.000                 NaN  0.293217        8.85785                 NaN            NaN   7.28455                 NaN   42.6630       0.294859        40.6065     
  1126.18        500.000                 NaN   7.26992                 NaN            NaN            NaN   7.09227        1.09122        43.1030       0.372844        41.0707     
  1125.12        500.000                 NaN   7.17685                 NaN            NaN            NaN   7.08358        1.14545        43.1233       0.376395        41.0944     
  1124.06        500.000                 NaN   7.05923                 NaN            NaN            NaN   7.07144        1.21283        43.1510       0.381509        41.1240     
  1123.00        500.000                 NaN   5.98657       0.105794E-005            NaN            NaN   6.94690        1.79976        43.4646       0.435663        41.3665     
  1121.94        500.000                 NaN   5.96341       0.147751E-004            NaN            NaN   6.94370        1.81120        43.4707       0.437804        41.3731     
  1120.88        500.000                 NaN   5.95515       0.329930E-005            NaN            NaN   6.94351        1.81643        43.4705       0.437982        41.3764     
  1119.82        500.000                 NaN   5.94710       0.314260E-005            NaN            NaN   6.94336        1.82155        43.4701       0.438146        41.3797     
  1118.76        500.000                 NaN   5.93926       0.299295E-005            NaN            NaN   6.94323        1.82657        43.4697       0.438298        41.3829     
  1117.70        500.000                 NaN   5.88492       0.322216E-005            NaN            NaN   6.93945        1.86610        43.4697       0.437642        41.4022     
  1116.64        500.000                 NaN   5.87626       0.309360E-005            NaN            NaN   6.93921        1.87151        43.4696       0.437869        41.4055     
  1115.58        500.000                 NaN   5.86950       0.295261E-005            NaN            NaN   6.93976        1.87604        43.4681       0.437949        41.4086     
  1114.52        500.000                 NaN   5.85960       0.373735E-005            NaN            NaN   6.93879        1.88203        43.4692       0.438276        41.4121     
  1113.46        500.000                 NaN   5.85103       0.374776E-005            NaN            NaN   6.93856        1.88736        43.4691       0.438504        41.4154     
  1112.40        500.000                 NaN   5.84255       0.375867E-005            NaN            NaN   6.93834        1.89265        43.4690       0.438728        41.4187     
  1111.34        500.000                 NaN   5.83454                 NaN            NaN            NaN   6.93833        1.89766        43.4687       0.438885        41.4218     
  1110.28        500.000                 NaN   5.82614                 NaN            NaN            NaN   6.93802        1.90292        43.4686       0.439141        41.4251     
  1109.22        500.000                 NaN   5.81824                 NaN            NaN            NaN   6.93777        1.90793        43.4684       0.439342        41.4283     
  1108.16        500.000                 NaN   5.80955                 NaN            NaN            NaN   6.93749        1.91327        43.4685       0.439599        41.4316     
  1107.10        500.000                 NaN   5.80172                 NaN            NaN            NaN   6.93736        1.91814        43.4683       0.439808        41.4347     
  1106.04        500.000                 NaN   6.34798                 NaN            NaN            NaN   7.00949        1.62660        43.2866       0.411148        41.3182     
  1104.97        500.000                 NaN   5.84172                 NaN            NaN            NaN   6.93705        1.88940        43.4689       0.440238        41.4227     
  1103.91        500.000                 NaN   5.83422                 NaN            NaN            NaN   6.93696        1.89411        43.4685       0.440436        41.4257     
  1102.85        500.000                 NaN   5.82625                 NaN            NaN            NaN   6.93678        1.89911        43.4683       0.440640        41.4289     
  1101.79        500.000                 NaN   5.81826                 NaN            NaN            NaN   6.93666        1.90411        43.4681       0.440846        41.4321     
  1100.73        500.000                 NaN   5.81072                 NaN            NaN            NaN   6.93645        1.90889        43.4678       0.441034        41.4351     
  1099.67        500.000                 NaN   5.80281                 NaN            NaN            NaN   6.93626        1.91388        43.4675       0.441225        41.4383     
  1098.61        500.000                 NaN   6.20451                 NaN            NaN            NaN   6.99769        1.71134        43.3080       0.416720        41.3617     
  1097.55        500.000                 NaN   6.16388                 NaN            NaN            NaN   6.98999        1.73110        43.3277       0.418595        41.3687     
  1096.49        500.000                 NaN   6.14092                 NaN            NaN            NaN   6.99100        1.74532        43.3273       0.419501        41.3760     
  1095.43        500.000                 NaN   6.12968                 NaN            NaN            NaN   6.98757        1.75156        43.3317       0.419872        41.3797     
  1094.37        500.000                 NaN   6.11538                 NaN            NaN            NaN   6.98685        1.76059        43.3319       0.420343        41.3849     
  1093.31        500.000                 NaN   6.10186                 NaN            NaN            NaN   6.98608        1.76829        43.3339       0.420848        41.3890     
  1092.25        500.000                 NaN   6.08259                 NaN            NaN            NaN   6.98449        1.78004        43.3360       0.421582        41.3953     
  1091.19        500.000                 NaN   6.06106                 NaN            NaN            NaN   6.98432        1.79233        43.3386       0.422490        41.4012     
  1090.13        500.000                 NaN   6.05494                 NaN            NaN            NaN   6.98461        1.79704        43.3358       0.422735        41.4049     
  1089.07        500.000                 NaN   6.03570                 NaN            NaN            NaN   6.98123        1.80781        43.3417       0.423345        41.4102     
  1088.01        500.000                 NaN   6.02080                 NaN            NaN            NaN   6.98022        1.81666        43.3435       0.423902        41.4150     
  1086.95        500.000                 NaN   6.00624                 NaN            NaN            NaN   6.97925        1.82530        43.3451       0.424443        41.4197     
  1085.89        500.000                 NaN   5.99201                 NaN            NaN            NaN   6.97831        1.83377        43.3466       0.424969        41.4243     
  1084.83        500.000                 NaN   5.97715                 NaN            NaN            NaN   6.97759        1.84250        43.3482       0.425539        41.4290     
  1083.77        500.000                 NaN   5.64057                 NaN            NaN            NaN   6.93441        2.01986        43.4602       0.443893        41.5011     
  1082.71        500.000                 NaN   5.94744                 NaN            NaN            NaN   6.97651        1.85985        43.3512       0.426702        41.4383     
  1081.65        500.000                 NaN   5.93776                 NaN            NaN            NaN   6.97483        1.86603        43.3522       0.426972        41.4422     
  1080.59        500.000                 NaN   5.92500                 NaN            NaN            NaN   6.97407        1.87368        43.3533       0.427421        41.4465     
  1079.53        500.000                 NaN   5.91254                 NaN            NaN            NaN   6.97331        1.88113        43.3544       0.427874        41.4507     
  1078.47        500.000                 NaN   5.90045                 NaN            NaN            NaN   6.97263        1.88842        43.3553       0.428293        41.4549     
  1077.41        500.000                 NaN   5.88841                 NaN            NaN            NaN   6.97192        1.89563        43.3563       0.428727        41.4590     
  1076.35        500.000                 NaN   5.87654                 NaN            NaN            NaN   6.97123        1.90276        43.3573       0.429150        41.4631     
  1075.28        500.000                 NaN   5.58911                 NaN            NaN            NaN   6.93399        2.05276        43.4554       0.445132        41.5236     
  1074.22        500.000                 NaN   5.58260                 NaN            NaN            NaN   6.93391        2.05689        43.4549       0.445298        41.5264     
  1073.16        500.000                 NaN   5.57661                 NaN            NaN            NaN   6.93391        2.06075        43.4542       0.445433        41.5291     
  1072.10        500.000                 NaN   5.57046                 NaN            NaN            NaN   6.93389        2.06470        43.4535       0.445580        41.5319     
  1071.04        500.000                 NaN   5.56439                 NaN            NaN            NaN   6.93385        2.06861        43.4528       0.445723        41.5346     
  1069.98        500.000                 NaN   5.55833                 NaN            NaN            NaN   6.93383        2.07251        43.4521       0.445861        41.5373     
  1068.92        500.000                 NaN   5.55238                 NaN            NaN            NaN   6.93381        2.07635        43.4514       0.446001        41.5400     
  1067.86        500.000                 NaN   5.79471                 NaN            NaN            NaN   6.96823        1.95222        43.3605       0.431888        41.4924     
  1066.80        500.000                 NaN   5.78522                 NaN            NaN            NaN   6.96774        1.95802        43.3609       0.432191        41.4959     
  1065.74        500.000                 NaN   5.77047                 NaN            NaN            NaN   6.96617        1.96675        43.3633       0.432811        41.5005     
  1064.68        500.000                 NaN   5.76197                 NaN            NaN            NaN   6.96627        1.97208        43.3625       0.433066        41.5041     
  1063.62        500.000                 NaN   5.52342                 NaN            NaN            NaN   6.93365        2.09513        43.4477       0.446658        41.5534     
  1062.56        500.000                 NaN   5.51780                 NaN            NaN            NaN   6.93363        2.09878        43.4470       0.446783        41.5560     
  1061.50        500.000                 NaN   5.51157                 NaN            NaN            NaN   6.93391        2.10272        43.4461       0.446944        41.5588     
  1060.44        500.000                 NaN   5.50598                 NaN            NaN            NaN   6.93393        2.10636        43.4453       0.447069        41.5614     
  1059.38        500.000                 NaN   5.50045                 NaN            NaN            NaN   6.93394        2.10996        43.4444       0.447190        41.5640     
  1058.32        500.000                 NaN   5.49485                 NaN            NaN            NaN   6.93402        2.11360        43.4436       0.447318        41.5667     
  1057.26        500.000                 NaN   5.48936                 NaN            NaN            NaN   6.93406        2.11718        43.4427       0.447439        41.5693     
  1056.20        500.000                 NaN   5.48392                 NaN            NaN            NaN   6.93412        2.12072        43.4418       0.447560        41.5718     
  1055.14        500.000                 NaN   5.47852                 NaN            NaN            NaN   6.93418        2.12425        43.4409       0.447678        41.5744     
  1054.08        500.000                 NaN   5.47316                 NaN            NaN            NaN   6.93423        2.12777        43.4400       0.447794        41.5770     
  1053.02        500.000                 NaN   5.46680                 NaN            NaN            NaN   6.93410        2.13131        43.4402       0.447967        41.5797     
  1051.96        500.000                 NaN   5.46152                 NaN            NaN            NaN   6.93417        2.13477        43.4392       0.448081        41.5822     
  1050.90        500.000                 NaN   5.45629                 NaN            NaN            NaN   6.93424        2.13821        43.4383       0.448194        41.5848     
  1049.84        500.000                 NaN   5.45111                 NaN            NaN            NaN   6.93431        2.14161        43.4373       0.448306        41.5873     
  1048.78        500.000                 NaN   5.44596                 NaN            NaN            NaN   6.93441        2.14501        43.4363       0.448412        41.5899     
  1047.72        500.000                 NaN   5.44083                 NaN            NaN            NaN   6.93449        2.14839        43.4354       0.448521        41.5924     
  1046.66        500.000                 NaN   5.43576                 NaN            NaN            NaN   6.93459        2.15174        43.4344       0.448627        41.5949     
  1045.60        500.000                 NaN   5.43073                 NaN            NaN            NaN   6.93469        2.15506        43.4334       0.448731        41.5974     
  1044.53        500.000                 NaN   5.42575                 NaN            NaN            NaN   6.93480        2.15837        43.4323       0.448833        41.5999     
  1043.47        500.000                 NaN   5.42078                 NaN            NaN            NaN   6.93490        2.16165        43.4313       0.448935        41.6024     
  1042.41        500.000                 NaN   5.41587                 NaN            NaN            NaN   6.93501        2.16492        43.4303       0.449035        41.6049     
  1041.35        500.000                 NaN   5.41099                 NaN            NaN            NaN   6.93513        2.16816        43.4292       0.449134        41.6074     
  1040.29        500.000                 NaN   5.40615                 NaN            NaN            NaN   6.93525        2.17138        43.4281       0.449231        41.6098     
  1039.23        500.000                 NaN   5.40135                 NaN            NaN            NaN   6.93538        2.17459        43.4270       0.449327        41.6123     
  1038.17        500.000                 NaN   5.39659                 NaN            NaN            NaN   6.93551        2.17777        43.4259       0.449420        41.6148     
  1037.11        500.000                 NaN   5.39186                 NaN            NaN            NaN   6.93565        2.18093        43.4248       0.449514        41.6172     
  1036.05        500.000                 NaN   5.38716                 NaN            NaN            NaN   6.93579        2.18407        43.4237       0.449605        41.6197     
  1034.99        500.000                 NaN   5.38251                 NaN            NaN            NaN   6.93593        2.18719        43.4226       0.449696        41.6221     
  1033.93        500.000                 NaN   5.37788                 NaN            NaN            NaN   6.93609        2.19030        43.4214       0.449785        41.6245     
  1032.87        500.000                 NaN   5.37330                 NaN            NaN            NaN   6.93624        2.19338        43.4203       0.449873        41.6269     
  1031.81        500.000                 NaN   5.36875                 NaN            NaN            NaN   6.93640        2.19645        43.4191       0.449958        41.6294     
  1030.75        500.000                 NaN   5.36423                 NaN            NaN            NaN   6.93657        2.19949        43.4179       0.450043        41.6318     
  1029.69        500.000                 NaN   5.35977                 NaN            NaN            NaN   6.93674        2.20251        43.4167       0.450126        41.6342     
  1028.63        500.000                 NaN   5.35532                 NaN            NaN            NaN   6.93690        2.20552        43.4155       0.450209        41.6365     
  1027.57        500.000                 NaN   5.35094                 NaN            NaN            NaN   6.93708        2.20849        43.4143       0.450289        41.6389     
  1026.51        500.000                 NaN   5.34656                 NaN            NaN            NaN   6.93727        2.21146        43.4130       0.450367        41.6413     
  1025.45        500.000                 NaN   5.34221                 NaN            NaN            NaN   6.93745        2.21441        43.4118       0.450446        41.6437     
  1024.39        500.000                 NaN   5.33790                 NaN            NaN            NaN   6.93765        2.21735        43.4105       0.450522        41.6460     
  1023.33        500.000                 NaN   5.33363                 NaN            NaN            NaN   6.93785        2.22027        43.4093       0.450597        41.6484     
  1022.27        500.000                 NaN   5.32938                 NaN            NaN            NaN   6.93805        2.22317        43.4080       0.450671        41.6508     
  1021.21        500.000                 NaN   5.32517                 NaN            NaN            NaN   6.93826        2.22605        43.4067       0.450742        41.6531     
  1020.15        500.000                 NaN   5.32099                 NaN            NaN            NaN   6.93847        2.22892        43.4054       0.450814        41.6554     
  1019.09        500.000                 NaN   5.31685                 NaN            NaN            NaN   6.93869        2.23177        43.4040       0.450883        41.6578     
  1018.03        500.000                 NaN   5.31273                 NaN            NaN            NaN   6.93891        2.23460        43.4027       0.450953        41.6601     
  1016.97        500.000                 NaN   5.30865                 NaN            NaN            NaN   6.93913        2.23741        43.4013       0.451020        41.6624     
  1015.91        500.000                 NaN   5.30461                 NaN            NaN            NaN   6.93936        2.24021        43.4000       0.451086        41.6648     
  1014.84        500.000                 NaN   5.30059                 NaN            NaN            NaN   6.93960        2.24299        43.3986       0.451151        41.6671     
  1013.78        500.000                 NaN   5.29658                 NaN            NaN            NaN   6.93984        2.24577        43.3972       0.451214        41.6694     
  1012.72        500.000                 NaN   5.29247                 NaN            NaN            NaN   6.94006        2.24859        43.3959       0.451285        41.6717     
  1011.66        500.000                 NaN   5.28861                 NaN            NaN            NaN   6.94032        2.25129        43.3944       0.451343        41.6740     
  1010.60        500.000                 NaN   5.28477                 NaN            NaN            NaN   6.94058        2.25398        43.3930       0.451398        41.6763     
  1009.54        500.000                 NaN   5.28097                 NaN            NaN            NaN   6.94085        2.25665        43.3915       0.451453        41.6786     
  1008.48        500.000                 NaN   5.27719                 NaN            NaN            NaN   6.94112        2.25932        43.3900       0.451507        41.6808     
  1007.42        500.000                 NaN   5.27344                 NaN            NaN            NaN   6.94140        2.26196        43.3886       0.451558        41.6831     
  1006.36        500.000                 NaN   5.26958                 NaN            NaN            NaN   6.94166        2.26465        43.3871       0.451618        41.6854     
  1005.30        500.000                 NaN   5.26595                 NaN            NaN            NaN   6.94195        2.26724        43.3856       0.451664        41.6876     
  1004.24        500.000                 NaN   5.26235                 NaN            NaN            NaN   6.94225        2.26981        43.3840       0.451709        41.6899     
  1003.18        500.000                 NaN   5.25877                 NaN            NaN            NaN   6.94256        2.27236        43.3825       0.451752        41.6921     
  1002.12        500.000                 NaN   5.25523                 NaN            NaN            NaN   6.94286        2.27490        43.3809       0.451795        41.6943     
  1001.06        500.000                 NaN   5.25171                 NaN            NaN            NaN   6.94318        2.27744        43.3793       0.451836        41.6966     
