|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1333.33        2500.00        99.0546                 NaN            NaN  0.178645       0.277437E-001  0.462858       0.276112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.0607                 NaN            NaN  0.173493       0.251123E-001  0.467679       0.272972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.0687                 NaN            NaN  0.170053       0.466136       0.249114E-001  0.270203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.0762                 NaN            NaN  0.166288       0.465476       0.246864E-001  0.267387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.0846                 NaN            NaN  0.162507       0.217021E-001  0.466889       0.264319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.0928                 NaN            NaN  0.158228       0.219991E-001  0.465733       0.261237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.0988                 NaN            NaN  0.153284       0.466133       0.230242E-001  0.258771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.1060                 NaN            NaN  0.149733       0.195259E-001  0.468564       0.256148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.1131                 NaN            NaN  0.142878       0.459357       0.314024E-001  0.253305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.1225                 NaN            NaN  0.142589       0.286918E-001  0.455943       0.250276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.1272                 NaN            NaN  0.135580       0.457998       0.311995E-001  0.248012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.1318                 NaN            NaN  0.129504       0.474811       0.179188E-001  0.245935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.1401                 NaN            NaN  0.126476       0.450470       0.398199E-001  0.243163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.1466                 NaN            NaN  0.124037       0.477870       0.107190E-001  0.240749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.1496                 NaN            NaN  0.112374       0.467321       0.318428E-001  0.238866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.1487                 NaN            NaN  0.928409E-001  0.520785                 NaN  0.237713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        99.1669                 NaN            NaN  0.114034       0.485586                 NaN  0.233479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        88.0268                 NaN            NaN  0.825178        2.92971                 NaN   1.60037        6.61790                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        86.7788                 NaN            NaN  0.933035        3.18024                 NaN   1.75188        7.35601                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        87.6694                 NaN            NaN  0.890880        2.97494                 NaN   1.64122        6.82360                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        88.4026                 NaN            NaN  0.826354        2.84266                 NaN   1.55164        6.37674                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.1380                 NaN            NaN  0.795598        2.66924                 NaN   1.45847        5.93869                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        82.5315                 NaN            NaN   1.18894        3.96931                 NaN   2.31014        9.54445       0.455634                 NaN            NaN            NaN            NaN            NaN
  1297.67        2500.00        78.7337                 NaN            NaN   1.48628        4.65301                 NaN   2.78972        11.5992       0.738078                 NaN            NaN            NaN            NaN            NaN
  1296.12        2500.00        80.2117                 NaN            NaN   1.45551        4.29701                 NaN   2.59177        10.7661       0.677912                 NaN            NaN            NaN            NaN            NaN
  1294.57        2500.00        80.4903                 NaN            NaN   1.44988        4.29784                 NaN   2.55131        10.5564       0.654214                 NaN            NaN            NaN            NaN            NaN
  1293.02        2500.00        80.6197                 NaN            NaN   1.33626        4.33982                 NaN   2.54227        10.4974       0.664500                 NaN            NaN            NaN            NaN            NaN
  1291.47        2500.00        86.2514                 NaN            NaN   1.27168        2.82491                 NaN   1.78327        7.44199       0.426731                 NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00        83.3668                 NaN            NaN   1.35312        3.59014                 NaN   2.15890        8.99453       0.536501                 NaN            NaN            NaN            NaN            NaN
  1288.37        2500.00        83.2282                 NaN            NaN   1.28101        3.66461                 NaN   2.16601        9.11542       0.544769                 NaN            NaN            NaN            NaN            NaN
  1286.81        2500.00        85.7382                 NaN            NaN   1.24151        3.10374                 NaN   1.84151        7.64723       0.427848                 NaN            NaN            NaN            NaN            NaN
  1285.26        2500.00        84.6640                 NaN            NaN   1.30609        3.29657                 NaN   1.97592        8.28610       0.471276                 NaN            NaN            NaN            NaN            NaN
  1283.71        2500.00        83.1990                 NaN            NaN   1.33165        3.71360                 NaN   2.12788        9.11502       0.512875                 NaN            NaN            NaN            NaN            NaN
  1282.16        2500.00        80.9698                 NaN            NaN   1.66275        4.03037                 NaN   2.38135        10.4102       0.545483                 NaN            NaN            NaN            NaN            NaN
  1280.61        2500.00        75.1814                 NaN            NaN   2.07050        5.19235                 NaN   3.05774        13.7723       0.725749                 NaN            NaN            NaN            NaN            NaN
  1279.06        2500.00        58.5446                 NaN            NaN   2.52696        8.81102                 NaN   4.91480        23.3418                 NaN   1.86081                 NaN            NaN            NaN            NaN
  1277.51        2500.00        60.3975                 NaN            NaN   2.47009        8.35024                 NaN   4.66119        22.2681                 NaN   1.85283                 NaN            NaN            NaN            NaN
  1275.96        2500.00        73.0615                 NaN            NaN   1.79222        5.70451                 NaN   3.18637        15.0045                 NaN   1.25089                 NaN            NaN            NaN            NaN
  1274.41        2500.00        79.6843                 NaN            NaN   1.39461        4.35627                 NaN   2.42236        11.1999                 NaN  0.942617                 NaN            NaN            NaN            NaN
  1272.86        2500.00        84.1223                 NaN            NaN   1.13129        3.40849                 NaN   1.90974        8.68806                 NaN  0.740102                 NaN            NaN            NaN            NaN
  1271.31        2500.00        93.6888                 NaN            NaN  0.508188        1.37385                 NaN  0.765818        3.37696                 NaN  0.286400                 NaN            NaN            NaN            NaN
  1269.76        2500.00        90.5208                 NaN            NaN  0.709341        2.12902                 NaN   1.15483        5.05451                 NaN  0.431510                 NaN            NaN            NaN            NaN
  1268.21        2500.00        89.9708                 NaN            NaN  0.752247        2.22746                 NaN   1.23192        5.35706                 NaN  0.460548                 NaN            NaN            NaN            NaN
  1266.66        2500.00        93.1754                 NaN            NaN  0.530916        1.57859                 NaN  0.844793        3.56182                 NaN  0.308466                 NaN            NaN            NaN            NaN
  1265.11        2500.00        84.3825                 NaN            NaN  0.879279        3.54709                 NaN   1.93041        8.46926                 NaN  0.791439                 NaN            NaN            NaN            NaN
  1263.56        2500.00        99.1020                 NaN            NaN  0.542562       0.129774                 NaN  0.225640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1262.01        2500.00        98.3985                 NaN            NaN  0.964209E-001  0.604539                 NaN  0.204971       0.636197                 NaN  0.593980E-001            NaN            NaN            NaN            NaN
  1260.46        2500.00        86.4566                 NaN            NaN  0.657020        3.59224                 NaN   1.54140        7.12781                 NaN  0.624911                 NaN            NaN            NaN            NaN
  1258.91        2500.00        99.7665                 NaN            NaN  0.178433                 NaN            NaN  0.550512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.36        2500.00        99.8379                 NaN            NaN  0.162131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.81        2500.00        99.0662                 NaN            NaN  0.265813       0.331897E-001            NaN  0.169876       0.464915                 NaN            NaN            NaN            NaN            NaN            NaN
  1254.26        2500.00        96.2338                 NaN            NaN  0.591279E-001   1.21027                 NaN  0.469106        1.88551                 NaN  0.142172                 NaN            NaN            NaN            NaN
  1252.71        2500.00        53.5092       0.122084E-005            NaN   4.75030        4.67454                 NaN   4.17825        24.0387                 NaN   1.26004                 NaN   6.02558        1.56336                 NaN
  1251.16        2500.00        74.8524                 NaN            NaN            NaN   8.70411        8.28454        3.74102                 NaN            NaN            NaN            NaN   2.96501        1.45288                 NaN
  1249.61        2500.00                 NaN            NaN            NaN   4.72045        26.2489                 NaN   9.88896        34.9037                 NaN   1.51980                 NaN   15.7474        6.97087                 NaN
  1248.06        2500.00                 NaN            NaN            NaN   4.72636        26.2485                 NaN   9.89594        34.9260                 NaN   1.51671                 NaN   15.7587        6.92787                 NaN
  1246.51        2500.00                 NaN            NaN            NaN   4.73229        26.2482                 NaN   9.90292        34.9484                 NaN   1.51360                 NaN   15.7700        6.88458                 NaN
  1244.96        2500.00                 NaN            NaN            NaN   4.73822        26.2479                 NaN   9.90991        34.9710                 NaN   1.51047                 NaN   15.7815        6.84103                 NaN
  1243.41        2500.00                 NaN            NaN            NaN   4.74416        26.2477                 NaN   9.91691        34.9937                 NaN   1.50733                 NaN   15.7930        6.79716                 NaN
  1241.85        2500.00                 NaN            NaN            NaN   4.75010        26.2475                 NaN   9.92393        35.0168                 NaN   1.50416                 NaN   15.8047        6.75285                 NaN
  1240.30        2500.00                 NaN            NaN            NaN   4.75604        26.2474                 NaN   9.93094        35.0399                 NaN   1.50098                 NaN   15.8164        6.70826                 NaN
  1238.75        2500.00                 NaN            NaN            NaN   4.76198        26.2473                 NaN   9.93798        35.0633                 NaN   1.49777                 NaN   15.8283        6.66338                 NaN
  1237.20        2500.00                 NaN            NaN            NaN   3.99114        29.3777                 NaN   9.71552        33.7940                 NaN   1.27244                 NaN   15.5931        6.25616                 NaN
  1235.65        2500.00                 NaN            NaN            NaN   4.00112        29.3818                 NaN   9.72349        33.8148                 NaN   1.26705                 NaN   15.6032        6.20848                 NaN
  1234.10        2500.00                 NaN            NaN            NaN   4.01125        29.3862                 NaN   9.73133        33.8356                 NaN   1.26163                 NaN   15.6133        6.16066                 NaN
  1232.55        2500.00                 NaN            NaN            NaN   4.78582        26.2477                 NaN   9.96622        35.1581                 NaN   1.48476                 NaN   15.8764        6.48097                 NaN
  1231.00        2500.00                 NaN            NaN            NaN   4.79179        26.2479                 NaN   9.97330        35.1823                 NaN   1.48146                 NaN   15.8886        6.43463                 NaN
  1229.45        2500.00                 NaN            NaN            NaN   4.79776        26.2482                 NaN   9.98040        35.2065                 NaN   1.47814                 NaN   15.9010        6.38799                 NaN
  1227.90        2500.00                 NaN            NaN            NaN   4.66954        26.3710                 NaN   9.90805        35.3014                 NaN   1.56057                 NaN   15.9010        6.28838                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   5.35388                 NaN            NaN   7.74190        39.3395                 NaN   2.29420       0.399450E-003   17.4674        7.57045        20.2323     
  1224.80        2500.00                 NaN            NaN            NaN   5.35388                 NaN            NaN   7.74190        39.3706                 NaN   2.29422       0.382056E-003   17.4824        7.52430        20.2323     
  1223.25        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.4014                 NaN   2.29423       0.365969E-003   17.4973        7.47858        20.2323     
  1221.70        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.4325                 NaN   2.29425       0.350292E-003   17.5123        7.43252        20.2323     
  1220.15        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.4638                 NaN   2.29426       0.335176E-003   17.5274        7.38611        20.2323     
  1218.60        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.4954                 NaN   2.29428       0.320736E-003   17.5426        7.33935        20.2323     
  1217.05        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.5271                 NaN   2.29429       0.306883E-003   17.5580        7.29223        20.2323     
  1215.50        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.5592                 NaN   2.29430       0.293609E-003   17.5734        7.24475        20.2323     
  1213.95        2500.00                 NaN            NaN            NaN   5.35389                 NaN            NaN   7.74190        39.5914                 NaN   2.29431       0.280876E-003   17.5890        7.19691        20.2323     
  1212.40        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.6240                 NaN   2.29432       0.268695E-003   17.6047        7.14871        20.2323     
  1210.85        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.6567                 NaN   2.29433       0.257026E-003   17.6205        7.10013        20.2323     
  1209.30        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.6897                 NaN   2.29434       0.245850E-003   17.6364        7.05118        20.2323     
  1207.75        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.7230                 NaN   2.29435       0.235071E-003   17.6525        7.00186        20.2323     
  1206.20        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.7565                 NaN   2.29436       0.224783E-003   17.6687        6.95215        20.2323     
  1204.65        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.7903                 NaN   2.29437       0.214983E-003   17.6850        6.90207        20.2323     
  1203.10        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        39.8238                 NaN   2.29438       0.205513E-003   17.7011        6.85238        20.2323     
  1201.55        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        39.8583                 NaN   2.29439       0.196458E-003   17.7178        6.80128        20.2323     
  1200.00        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        39.8930                 NaN   2.29440       0.187835E-003   17.7345        6.74983        20.2323     
  1198.44        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        39.9280                 NaN   2.29441       0.179552E-003   17.7514        6.69802        20.2323     
  1196.89        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        39.9632                 NaN   2.29441       0.171627E-003   17.7683        6.64585        20.2323     
  1195.34        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        39.9986                 NaN   2.29442       0.164039E-003   17.7854        6.59332        20.2323     
  1193.79        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.0343                 NaN   2.29443       0.156751E-003   17.8026        6.54042        20.2323     
  1192.24        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.0702                 NaN   2.29443       0.157790E-003   17.8200        6.48715        20.2323     
  1190.69        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.1064                 NaN   2.29442       0.160553E-003   17.8374        6.43352        20.2323     
  1189.14        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.1428                 NaN   2.29442       0.163348E-003   17.8550        6.37950        20.2323     
  1187.59        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.1795                 NaN   2.29442       0.166172E-003   17.8727        6.32511        20.2323     
  1186.04        2500.00                 NaN            NaN            NaN   5.35391                 NaN            NaN   7.74191        40.2165                 NaN   2.29441       0.169070E-003   17.8905        6.27034        20.2323     
  1184.49        2500.00                 NaN            NaN            NaN   5.35388                 NaN            NaN   7.74190        40.2537                 NaN   2.29414       0.463412E-003   17.9085        6.21518        20.2323     
  1182.94        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.2919                 NaN   2.29441       0.175109E-003   17.9269        6.15858        20.2323     
  1181.39        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.3298                 NaN   2.29441       0.178131E-003   17.9452        6.10231        20.2323     
  1179.84        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.3681                 NaN   2.29440       0.181271E-003   17.9637        6.04560        20.2323     
  1178.29        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.4066                 NaN   2.29440       0.184473E-003   17.9823        5.98844        20.2323     
  1176.74        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.4455                 NaN   2.29440       0.187739E-003   18.0010        5.93084        20.2323     
  1175.19        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.4846                 NaN   2.29439       0.191072E-003   18.0199        5.87278        20.2323     
  1173.64        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.5241                 NaN   2.29439       0.194483E-003   18.0390        5.81427        20.2323     
  1172.09        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.5639                 NaN   2.29439       0.197954E-003   18.0582        5.75529        20.2323     
  1170.54        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.6040                 NaN   2.29438       0.201468E-003   18.0775        5.69585        20.2323     
  1168.99        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.6444                 NaN   2.29438       0.205077E-003   18.0970        5.63596        20.2323     
  1167.44        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.6851                 NaN   2.29438       0.208771E-003   18.1167        5.57557        20.2323     
  1165.89        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.7262                 NaN   2.29437       0.212522E-003   18.1365        5.51473        20.2323     
  1164.34        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.7675                 NaN   2.29437       0.217867E-003   18.1564        5.45339        20.2323     
  1162.79        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.8092                 NaN   2.29437       0.220268E-003   18.1765        5.39157        20.2323     
  1161.24        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74191        40.8513                 NaN   2.29436       0.224260E-003   18.1968        5.32928        20.2323     
  1159.69        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        40.8936                 NaN   2.29436       0.228329E-003   18.2172        5.26648        20.2323     
  1158.14        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        40.9363                 NaN   2.29436       0.232486E-003   18.2378        5.20320        20.2323     
  1156.59        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        40.9793                 NaN   2.29435       0.236727E-003   18.2586        5.13942        20.2323     
  1155.04        2500.00                 NaN            NaN            NaN   5.35249                 NaN            NaN   7.74132        41.0239                 NaN   2.27932       0.163708E-001   18.2792        5.07467        20.2328     
  1153.48        2500.00                 NaN            NaN            NaN   5.35364       0.347786E-001            NaN   7.74524        41.0607                 NaN   2.29307                 NaN   18.2987        5.00836        20.2055     
  1151.93        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        41.1105                 NaN   2.29434       0.249982E-003   18.3219        4.94504        20.2323     
  1150.38        2500.00                 NaN            NaN            NaN   5.35390                 NaN            NaN   7.74190        41.1548                 NaN   2.29433       0.254583E-003   18.3433        4.87923        20.2323     
  1148.83        2500.00                 NaN            NaN            NaN   6.39955                 NaN            NaN   7.74190        40.2953        1.55700       0.259245E-003            NaN   18.6176        5.15610        20.2323     
  1147.28        2500.00                 NaN            NaN            NaN   6.39955                 NaN            NaN   7.74190        40.3394        1.55699       0.263527E-003            NaN   18.6389        5.09072        20.2323     
  1145.73        2500.00                 NaN            NaN            NaN   6.39968       0.487503E-004            NaN   7.74192        40.3837        1.55716                 NaN            NaN   18.6604        5.02487        20.2322     
  1144.18        2500.00                 NaN            NaN            NaN   6.39968       0.505272E-004            NaN   7.74192        40.4285        1.55716                 NaN            NaN   18.6820        4.95846        20.2322     
  1142.63        2500.00                 NaN            NaN            NaN   6.39968       0.499104E-004            NaN   7.74192        40.4737        1.55716                 NaN            NaN   18.7038        4.89153        20.2322     
  1141.08        2500.00                 NaN            NaN            NaN   6.39951                 NaN            NaN   7.74190        40.5193        1.55694       0.346093E-003            NaN   18.7257        4.82402        20.2323     
  1139.53        2500.00                 NaN            NaN            NaN   6.39968       0.515102E-004            NaN   7.74192        40.5650        1.55716                 NaN            NaN   18.7479        4.75609        20.2322     
  1137.98        2500.00                 NaN            NaN            NaN   6.39968       0.523319E-004            NaN   7.74192        40.6112        1.55716                 NaN            NaN   18.7702        4.68758        20.2322     
  1136.43        2500.00                 NaN            NaN            NaN   6.39968       0.531701E-004            NaN   7.74192        40.6578        1.55716                 NaN            NaN   18.7926        4.61853        20.2322     
  1134.88        2500.00                 NaN            NaN            NaN   6.39968       0.540222E-004            NaN   7.74192        40.7048        1.55716                 NaN            NaN   18.8153        4.54894        20.2322     
  1133.33        2500.00                 NaN            NaN            NaN   6.39968       0.548913E-004            NaN   7.74192        40.7521        1.55716                 NaN            NaN   18.8381        4.47881        20.2322     
  1131.78        2500.00                 NaN            NaN            NaN   6.39968       0.557763E-004            NaN   7.74192        40.7997        1.55716                 NaN            NaN   18.8611        4.40814        20.2322     
  1130.23        2500.00                 NaN            NaN            NaN   6.39968       0.566779E-004            NaN   7.74192        40.8478        1.55716                 NaN            NaN   18.8843        4.33691        20.2322     
  1128.68        2500.00                 NaN            NaN            NaN   6.39968       0.575959E-004            NaN   7.74192        40.8962        1.55716                 NaN            NaN   18.9076        4.26513        20.2322     
  1127.13        2500.00                 NaN            NaN            NaN   6.39968       0.585308E-004            NaN   7.74192        40.9450        1.55716                 NaN            NaN   18.9312        4.19280        20.2322     
  1125.58        2500.00                 NaN            NaN            NaN   6.39968       0.594857E-004            NaN   7.74192        40.9942        1.55716                 NaN            NaN   18.9549        4.11990        20.2322     
  1124.03        2500.00                 NaN            NaN            NaN   6.39968       0.604541E-004            NaN   7.74192        41.0437        1.55716                 NaN            NaN   18.9788        4.04644        20.2322     
  1122.48        2500.00                 NaN            NaN            NaN   6.39968       0.614432E-004            NaN   7.74192        41.0937        1.55716                 NaN            NaN   19.0029        3.97242        20.2322     
  1120.93        2500.00                 NaN            NaN            NaN   6.39968       0.624498E-004            NaN   7.74192        41.1440        1.55716                 NaN            NaN   19.0272        3.89782        20.2322     
  1119.38        2500.00                 NaN            NaN            NaN   6.39968       0.634763E-004            NaN   7.74192        41.1947        1.55716                 NaN            NaN   19.0516        3.82264        20.2322     
  1117.83        2500.00                 NaN            NaN            NaN   6.39968       0.112797E-003            NaN   7.74193        41.2458        1.55715                 NaN            NaN   19.0763        3.74689        20.2322     
  1116.28        2500.00                 NaN            NaN            NaN   6.39968       0.655849E-004            NaN   7.74192        41.2973        1.55716                 NaN            NaN   19.1011        3.67056        20.2322     
  1114.73        2500.00                 NaN            NaN            NaN   6.39968       0.105569E-003            NaN   7.74193        41.3491        1.55716                 NaN            NaN   19.1262        3.59364        20.2322     
  1113.18        2500.00                 NaN            NaN            NaN   6.39968       0.677790E-004            NaN   7.74192        41.4014        1.55716                 NaN            NaN   19.1514        3.51613        20.2322     
  1111.63        2500.00                 NaN            NaN            NaN   6.39968       0.724455E-004            NaN   7.74192        41.4541        1.55716                 NaN            NaN   19.1768        3.43802        20.2322     
  1110.07        2500.00                 NaN            NaN            NaN   6.39968       0.700517E-004            NaN   7.74192        41.5072        1.55716                 NaN            NaN   19.2024        3.35931        20.2322     
  1108.52        2500.00                 NaN            NaN            NaN   6.39968       0.760278E-004            NaN   7.74192        41.5607        1.55716                 NaN            NaN   19.2282        3.28001        20.2322     
  1106.97        2500.00                 NaN            NaN            NaN   6.39968       0.724133E-004            NaN   7.74192        41.6146        1.55716                 NaN            NaN   19.2542        3.20010        20.2322     
  1105.42        2500.00                 NaN            NaN            NaN   6.39968       0.736296E-004            NaN   7.74192        41.6689        1.55716                 NaN            NaN   19.2805        3.11959        20.2322     
  1103.87        2500.00                 NaN            NaN            NaN   6.39968       0.748671E-004            NaN   7.74192        41.7237        1.55716                 NaN            NaN   19.3069        3.03846        20.2322     
  1102.32        2500.00                 NaN            NaN            NaN   6.39968       0.761287E-004            NaN   7.74192        41.7788        1.55716                 NaN            NaN   19.3335        2.95672        20.2322     
  1100.77        2500.00                 NaN            NaN            NaN   6.39932       0.972704E-002            NaN   7.74341        41.8329        1.55676                 NaN            NaN   19.3597        2.87349        20.2247     
  1099.22        2500.00                 NaN            NaN            NaN   6.39968       0.787268E-004            NaN   7.74192        41.8903        1.55716                 NaN            NaN   19.3873        2.79139        20.2322     
  1097.67        2500.00                 NaN            NaN            NaN   6.39968       0.800640E-004            NaN   7.74192        41.9467        1.55716                 NaN            NaN   19.4145        2.70779        20.2322     
  1096.12        2500.00                 NaN            NaN            NaN   6.39968       0.814257E-004            NaN   7.74192        42.0035        1.55716                 NaN            NaN   19.4419        2.62355        20.2322     
  1094.57        2500.00                 NaN            NaN            NaN   6.39968       0.828156E-004            NaN   7.74192        42.0608        1.55716                 NaN            NaN   19.4695        2.53871        20.2322     
  1093.02        2500.00                 NaN            NaN            NaN   6.39968       0.842294E-004            NaN   7.74192        42.1184        1.55716                 NaN            NaN   19.4973        2.45321        20.2322     
  1091.47        2500.00                 NaN            NaN            NaN   6.39968       0.856712E-004            NaN   7.74192        42.1765        1.55716                 NaN            NaN   19.5253        2.36709        20.2322     
  1089.92        2500.00                 NaN            NaN            NaN   4.95891        30.1883                 NaN   11.2694        35.9641                 NaN  0.591771                 NaN   17.0275                 NaN            NaN
  1088.37        2500.00                 NaN            NaN            NaN   6.39968       0.886445E-004            NaN   7.74192        42.2940        1.55716                 NaN            NaN   19.5820        2.19290        20.2322     
  1086.82        2500.00                 NaN            NaN            NaN   6.39968       0.901681E-004            NaN   7.74192        42.3534        1.55716                 NaN            NaN   19.6107        2.10484        20.2322     
  1085.27        2500.00                 NaN            NaN            NaN   6.39968       0.917324E-004            NaN   7.74192        42.4133        1.55716                 NaN            NaN   19.6396        2.01613        20.2322     
  1083.72        2500.00                 NaN            NaN            NaN   6.39968       0.933236E-004            NaN   7.74192        42.4736        1.55716                 NaN            NaN   19.6686        1.92677        20.2322     
  1082.17        2500.00                 NaN            NaN            NaN   6.39968       0.949435E-004            NaN   7.74192        42.5343        1.55716                 NaN            NaN   19.6979        1.83675        20.2322     
  1080.62        2500.00                 NaN            NaN            NaN   6.39968       0.965945E-004            NaN   7.74192        42.5954        1.55716                 NaN            NaN   19.7275        1.74606        20.2322     
  1079.07        2500.00                 NaN            NaN            NaN   6.39968       0.982790E-004            NaN   7.74192        42.6571        1.55716                 NaN            NaN   19.7572        1.65472        20.2322     
  1077.52        2500.00                 NaN            NaN            NaN   6.39968       0.991701E-004            NaN   7.74193        42.7191        1.55716                 NaN            NaN   19.7871        1.56271        20.2322     
  1075.97        2500.00                 NaN            NaN            NaN   6.39968       0.101755E-003            NaN   7.74193        42.7816        1.55716                 NaN            NaN   19.8173        1.47003        20.2322     
  1074.42        2500.00                 NaN            NaN            NaN   6.39968       0.103543E-003            NaN   7.74193        42.8446        1.55716                 NaN            NaN   19.8477        1.37668        20.2322     
  1072.87        2500.00                 NaN            NaN            NaN   6.39968       0.105364E-003            NaN   7.74193        42.9080        1.55716                 NaN            NaN   19.8783        1.28265        20.2322     
  1071.32        2500.00                 NaN            NaN            NaN   6.39968       0.107226E-003            NaN   7.74193        42.9719        1.55716                 NaN            NaN   19.9091        1.18795        20.2322     
  1069.77        2500.00                 NaN            NaN            NaN   6.39968       0.109123E-003            NaN   7.74193        43.0363        1.55716                 NaN            NaN   19.9401        1.09257        20.2322     
  1068.22        2500.00                 NaN            NaN            NaN   6.39968       0.111057E-003            NaN   7.74193        43.1011        1.55716                 NaN            NaN   19.9714       0.996496        20.2322     
  1066.67        2500.00                 NaN            NaN            NaN   6.39968       0.113026E-003            NaN   7.74193        43.1663        1.55716                 NaN            NaN   20.0029       0.899741        20.2322     
