|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         iron           ne             lc            
  1338.65        2500.00        99.2741                 NaN  0.909985E-001            NaN            NaN  0.238071       0.146478       0.250332                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.2790                 NaN  0.692976E-001            NaN            NaN  0.216392       0.190716       0.244620                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.2954                 NaN  0.107407                 NaN            NaN  0.248952       0.102147       0.246129                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.2991                 NaN  0.853085E-001            NaN            NaN  0.146913       0.227993       0.240647                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.3065                 NaN  0.839966E-001            NaN            NaN  0.225464       0.146085       0.237915                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.3148                 NaN  0.813055E-001            NaN            NaN  0.220910       0.148495       0.234487                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.3159                 NaN  0.812818E-001            NaN            NaN  0.221763       0.146656       0.234367                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.3338                 NaN  0.758622E-001            NaN            NaN  0.212423       0.151449       0.226504                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.3363                 NaN  0.758209E-001            NaN            NaN  0.150295       0.211558       0.226062                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.3427                 NaN  0.735567E-001            NaN            NaN  0.152424       0.207865       0.223429                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.3496                 NaN  0.721339E-001            NaN            NaN  0.204736       0.152603       0.220893                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.3556                 NaN  0.691978E-001            NaN            NaN  0.200979       0.156071       0.218119                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.3618                 NaN  0.672308E-001            NaN            NaN  0.158370       0.196786       0.215782                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.3686                 NaN  0.652854E-001            NaN            NaN  0.194135       0.159020       0.212959                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.3750                 NaN  0.633358E-001            NaN            NaN  0.160870       0.190254       0.210496                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.3807                 NaN  0.611491E-001            NaN            NaN  0.163357       0.186682       0.208119                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.3862                 NaN  0.589738E-001            NaN            NaN  0.182647       0.166348       0.205866                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.3925                 NaN  0.574428E-001            NaN            NaN  0.179653       0.166858       0.203498                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.3974                 NaN  0.545806E-001            NaN            NaN  0.172062       0.174680       0.201256                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.4027                 NaN  0.526050E-001            NaN            NaN  0.170513       0.175000       0.199156                 NaN            NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.4079                 NaN  0.504713E-001            NaN            NaN  0.166331       0.178313       0.196971                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.4134                 NaN  0.485840E-001            NaN            NaN  0.181497       0.161667       0.194902                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.4182                 NaN  0.465085E-001            NaN            NaN  0.184692       0.157780       0.192861                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.4232                 NaN  0.442175E-001            NaN            NaN  0.152173       0.189551       0.190819                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.4278                 NaN  0.420569E-001            NaN            NaN  0.146559       0.194599       0.188987                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.4324                 NaN  0.399407E-001            NaN            NaN  0.141355       0.199239       0.187112                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.4373                 NaN  0.381435E-001            NaN            NaN  0.203356       0.136012       0.185207                 NaN            NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        89.8753                 NaN  0.576943                 NaN            NaN   1.61918                 NaN   1.26601        6.66255                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        85.1846                 NaN  0.811392                 NaN            NaN   2.28582                 NaN   1.79550        9.92272                 NaN            NaN            NaN            NaN            NaN
  1292.76        2500.00        84.4812                 NaN  0.853617                 NaN            NaN   2.37014                 NaN   1.87285        10.4222                 NaN            NaN            NaN            NaN            NaN
  1291.18        2500.00        84.7612                 NaN  0.849607                 NaN            NaN   2.30829                 NaN   1.83915        10.2418                 NaN            NaN            NaN            NaN            NaN
  1289.59        2500.00        85.9102                 NaN  0.795376                 NaN            NaN   2.13256                 NaN   1.70773        9.45415                 NaN            NaN            NaN            NaN            NaN
  1288.01        2500.00        87.4470                 NaN  0.722174                 NaN            NaN   1.90234                 NaN   1.53200        8.39647                 NaN            NaN            NaN            NaN            NaN
  1286.43        2500.00        88.9026                 NaN  0.650041                 NaN            NaN   1.68753                 NaN   1.36511        7.39466                 NaN            NaN            NaN            NaN            NaN
  1284.85        2500.00        90.1737                 NaN  0.588512                 NaN            NaN   1.49845                 NaN   1.21868        6.52061                 NaN            NaN            NaN            NaN            NaN
  1283.26        2500.00        78.2161                 NaN   1.09306                 NaN            NaN   2.91877                 NaN   2.61356        14.6542       0.504310                 NaN            NaN            NaN            NaN
  1281.68        2500.00        84.3349                 NaN  0.835272                 NaN            NaN   2.04558                 NaN   1.88602        10.5278       0.370421                 NaN            NaN            NaN            NaN
  1280.10        2500.00        87.6394                 NaN  0.688203                 NaN            NaN   1.62593                 NaN   1.49887        8.25456       0.293019                 NaN            NaN            NaN            NaN
  1278.52        2500.00        89.3703                 NaN  0.574304                 NaN            NaN   1.49585                 NaN   1.28742        7.01875       0.253346                 NaN            NaN            NaN            NaN
  1276.93        2500.00        91.7934                 NaN  0.381125                 NaN            NaN   1.21995                 NaN   1.03654        5.35257       0.216406                 NaN            NaN            NaN            NaN
  1275.35        2500.00        92.7878                 NaN  0.480759                 NaN            NaN  0.965427                 NaN  0.894567        4.70756       0.163908                 NaN            NaN            NaN            NaN
  1273.77        2500.00        93.2438                 NaN  0.485171                 NaN            NaN  0.867329                 NaN  0.816031        4.44614       0.141568                 NaN            NaN            NaN            NaN
  1272.19        2500.00        92.4903                 NaN  0.297502                 NaN            NaN   1.12625                 NaN  0.905700        4.89892                 NaN  0.281335                 NaN            NaN            NaN
  1270.60        2500.00        94.5397                 NaN  0.178141                 NaN            NaN  0.876516                 NaN  0.631254        3.55129                 NaN  0.223112                 NaN            NaN            NaN
  1269.02        2500.00        92.5857                 NaN  0.235454                 NaN            NaN   1.28468                 NaN  0.966175        4.61167                 NaN  0.316352                 NaN            NaN            NaN
  1267.44        2500.00        96.6346                 NaN  0.146055                 NaN            NaN  0.427635                 NaN  0.305381        2.36237                 NaN  0.123940                 NaN            NaN            NaN
  1265.86        2500.00        95.2238                 NaN  0.119917                 NaN            NaN  0.775138                 NaN  0.553945        3.11748                 NaN  0.209683                 NaN            NaN            NaN
  1264.27        2500.00        95.6021                 NaN  0.219539                 NaN            NaN  0.698302                 NaN  0.535677        2.78142                 NaN  0.162945                 NaN            NaN            NaN
  1262.69        2500.00        95.9580                 NaN  0.154461                 NaN            NaN  0.671132                 NaN  0.482893        2.57281                 NaN  0.160653                 NaN            NaN            NaN
  1261.11        2500.00        95.9591                 NaN  0.139985                 NaN            NaN  0.670938                 NaN  0.489574        2.58051                 NaN  0.144870       0.149817E-001            NaN            NaN
  1259.53        2500.00        95.6509                 NaN            NaN            NaN            NaN  0.793155                 NaN  0.525471        2.83432                 NaN  0.135408       0.607296E-001            NaN            NaN
  1257.94        2500.00        94.6218                 NaN  0.469010                 NaN            NaN  0.651214                 NaN  0.724367        3.36683                 NaN  0.166818                 NaN            NaN            NaN
  1256.36        2500.00        98.8274                 NaN  0.746809E-001            NaN            NaN  0.346375                 NaN  0.187670       0.502732                 NaN  0.611560E-001            NaN            NaN            NaN
  1254.78        2500.00        96.0717                 NaN            NaN            NaN            NaN  0.622812                 NaN  0.382599        2.77869                 NaN  0.104964       0.392647E-001            NaN            NaN
  1253.20        2500.00                 NaN            NaN            NaN            NaN            NaN   18.2208                 NaN   8.74990        48.2334                 NaN   1.78878       0.660911        16.6204        5.72577     
  1251.61        2500.00                 NaN            NaN            NaN            NaN            NaN   18.0883                 NaN   8.72237        48.5102                 NaN   1.79462       0.679509        16.6003        5.60471     
  1250.03        2500.00                 NaN            NaN            NaN            NaN            NaN   18.1843                 NaN   8.74398        48.3929                 NaN   1.78988       0.667479        16.6438        5.57765     
  1248.45        2500.00                 NaN            NaN            NaN            NaN            NaN   18.2900                 NaN   8.75190        48.2740                 NaN   1.79309       0.652614        16.6840        5.55434     
  1246.87        2500.00                 NaN            NaN   1.81404                 NaN            NaN   16.7523                 NaN   8.89662        47.8104                 NaN   1.73896       0.322441        16.9922        5.67302     
  1245.28        2500.00                 NaN            NaN   1.81408                 NaN            NaN   16.7527                 NaN   8.89703        47.8476                 NaN   1.73896       0.322442        17.0088        5.61844     
  1243.70        2500.00                 NaN            NaN   1.81411                 NaN            NaN   16.7530                 NaN   8.89744        47.8851                 NaN   1.73895       0.322443        17.0255        5.56350     
  1242.12        2500.00                 NaN            NaN   1.81415       0.218226E-005            NaN   16.7534                 NaN   8.89784        47.9227                 NaN   1.73895       0.322445        17.0423        5.50820     
  1240.54        2500.00                 NaN            NaN   1.81418       0.396067E-005            NaN   16.7538                 NaN   8.89825        47.9607                 NaN   1.73895       0.322446        17.0592        5.45253     
  1238.95        2500.00                 NaN            NaN   1.81421       0.754561E-005            NaN   16.7541                 NaN   8.89866        47.9989                 NaN   1.73895       0.322447        17.0762        5.39649     
  1237.37        2500.00                 NaN            NaN   1.81424       0.150909E-004            NaN   16.7545                 NaN   8.89907        48.0373                 NaN   1.73895       0.322448        17.0934        5.34009     
  1235.79        2500.00                 NaN            NaN  0.598860        2.25297       0.158499E-004   16.7168                 NaN   8.87928        46.5083                 NaN   1.73501                 NaN   17.5440        5.76477     
  1234.21        2500.00                 NaN            NaN  0.598872        2.25301       0.157997E-004   16.7172                 NaN   8.87969        46.5462                 NaN   1.73501                 NaN   17.5609        5.70912     
  1232.62        2500.00                 NaN            NaN  0.598884        2.25306       0.157493E-004   16.7176                 NaN   8.88011        46.5843                 NaN   1.73501                 NaN   17.5780        5.65310     
  1231.04        2500.00                 NaN            NaN  0.598895        2.25310       0.156988E-004   16.7179                 NaN   8.88052        46.6227                 NaN   1.73501                 NaN   17.5951        5.59669     
  1229.46        2500.00                 NaN            NaN  0.598907        2.25315       0.156480E-004   16.7183                 NaN   8.88093        46.6614                 NaN   1.73501                 NaN   17.6124        5.53992     
  1227.88        2500.00                 NaN            NaN  0.598919        2.25320       0.155972E-004   16.7187                 NaN   8.88135        46.7003                 NaN   1.73501                 NaN   17.6298        5.48275     
  1226.29        2500.00                 NaN            NaN  0.598931        2.25324       0.155461E-004   16.7190                 NaN   8.88176        46.7395                 NaN   1.73501                 NaN   17.6473        5.42520     
  1224.71        2500.00                 NaN            NaN  0.598943        2.25329       0.154950E-004   16.7194                 NaN   8.88218        46.7789                 NaN   1.73501                 NaN   17.6650        5.36725     
  1223.13        2500.00                 NaN            NaN  0.598955        2.25334       0.154436E-004   16.7198                 NaN   8.88259        46.8186                 NaN   1.73502                 NaN   17.6828        5.30892     
  1221.55        2500.00                 NaN            NaN  0.598967        2.25338       0.153920E-004   16.7202                 NaN   8.88301        46.8586                 NaN   1.73502                 NaN   17.7007        5.25018     
  1219.96        2500.00                 NaN            NaN  0.598979        2.25343       0.153403E-004   16.7205                 NaN   8.88343        46.8989                 NaN   1.73502                 NaN   17.7187        5.19104     
  1218.38        2500.00                 NaN            NaN  0.598991        2.25348       0.152885E-004   16.7209                 NaN   8.88385        46.9394                 NaN   1.73502                 NaN   17.7369        5.13149     
  1216.80        2500.00                 NaN            NaN  0.599003        2.25353       0.152369E-004   16.7213                 NaN   8.88427        46.9811                 NaN   1.73502                 NaN   17.7556        5.07015     
  1215.22        2500.00                 NaN            NaN  0.599015        2.25357       0.151844E-004   16.7217                 NaN   8.88469        47.0224                 NaN   1.73503                 NaN   17.7742        5.00941     
  1213.63        2500.00                 NaN            NaN  0.599027        2.25362       0.151321E-004   16.7221                 NaN   8.88511        47.0641                 NaN   1.73503                 NaN   17.7929        4.94820     
  1212.05        2500.00                 NaN            NaN  0.599040        2.25367       0.150797E-004   16.7225                 NaN   8.88553        47.1060                 NaN   1.73503                 NaN   17.8117        4.88652     
  1210.47        2500.00                 NaN            NaN  0.599052        2.25372       0.150273E-004   16.7228                 NaN   8.88595        47.1483                 NaN   1.73503                 NaN   17.8307        4.82437     
  1208.89        2500.00                 NaN            NaN  0.599064        2.25377       0.149757E-004   16.7232                 NaN   8.88637        47.1909                 NaN   1.73504                 NaN   17.8499        4.76174     
  1207.31        2500.00                 NaN            NaN  0.599077        2.25382       0.149241E-004   16.7236                 NaN   8.88680        47.2338                 NaN   1.73504                 NaN   17.8692        4.69863     
  1205.72        2500.00                 NaN            NaN  0.599089        2.25386       0.148722E-004   16.7240                 NaN   8.88722        47.2771                 NaN   1.73504                 NaN   17.8886        4.63503     
  1204.14        2500.00                 NaN            NaN  0.599102        2.25391       0.148203E-004   16.7244                 NaN   8.88765        47.3207                 NaN   1.73505                 NaN   17.9083        4.57094     
  1202.56        2500.00                 NaN            NaN  0.599114        2.25396       0.147682E-004   16.7248                 NaN   8.88807        47.3640                 NaN   1.73505                 NaN   17.9278        4.50722     
  1200.98        2500.00                 NaN            NaN  0.599127        2.25401       0.147161E-004   16.7252                 NaN   8.88850        47.4085                 NaN   1.73505                 NaN   17.9478        4.44186     
  1199.39        2500.00                 NaN            NaN  0.599140        2.25406       0.146636E-004   16.7256                 NaN   8.88893        47.4532                 NaN   1.73506                 NaN   17.9680        4.37603     
  1197.81        2500.00                 NaN            NaN  0.599153        2.25411       0.146111E-004   16.7260                 NaN   8.88936        47.4983                 NaN   1.73506                 NaN   17.9883        4.30975     
  1196.23        2500.00                 NaN            NaN  0.599165        2.25416       0.145585E-004   16.7264                 NaN   8.88979        47.5436                 NaN   1.73507                 NaN   18.0088        4.24301     
  1194.65        2500.00                 NaN            NaN  0.599178        2.25421       0.145058E-004   16.7268                 NaN   8.89022        47.5893                 NaN   1.73507                 NaN   18.0294        4.17580     
  1193.06        2500.00                 NaN            NaN  0.599191        2.25426       0.144529E-004   16.7272                 NaN   8.89065        47.6353                 NaN   1.73508                 NaN   18.0502        4.10812     
  1191.48        2500.00                 NaN            NaN  0.599204        2.25431       0.143999E-004   16.7276                 NaN   8.89108        47.6816                 NaN   1.73508                 NaN   18.0711        4.03997     
  1189.90        2500.00                 NaN            NaN  0.599217        2.25436       0.143469E-004   16.7280                 NaN   8.89152        47.7283                 NaN   1.73509                 NaN   18.0922        3.97134     
  1188.32        2500.00                 NaN            NaN  0.599231        2.25442       0.142937E-004   16.7284                 NaN   8.89195        47.7752                 NaN   1.73509                 NaN   18.1134        3.90223     
  1186.73        2500.00                 NaN            NaN  0.599244        2.25447       0.142404E-004   16.7288                 NaN   8.89238        47.8225                 NaN   1.73510                 NaN   18.1348        3.83263     
  1185.15        2500.00                 NaN            NaN  0.599257        2.25452       0.141870E-004   16.7292                 NaN   8.89282        47.8701                 NaN   1.73510                 NaN   18.1564        3.76255     
  1183.57        2500.00                 NaN            NaN  0.599271        2.25457       0.141335E-004   16.7296                 NaN   8.89326        47.9189                 NaN   1.73511                 NaN   18.1785        3.69079     
  1181.99        2500.00                 NaN            NaN  0.599284        2.25462       0.140798E-004   16.7301                 NaN   8.89370        47.9674                 NaN   1.73512                 NaN   18.2005        3.61931     
  1180.40        2500.00                 NaN            NaN  0.599298        2.25468       0.140261E-004   16.7305                 NaN   8.89414        48.0164                 NaN   1.73512                 NaN   18.2227        3.54726     
  1178.82        2500.00                 NaN            NaN   3.66321       0.111073E-004            NaN   16.6357                 NaN   9.01202        46.9665       0.986794       0.196765                 NaN   18.6176        3.92148     
  1177.24        2500.00                 NaN            NaN   3.66330       0.492480E-005            NaN   16.6361                 NaN   9.01246        47.0150       0.986828       0.196758                 NaN   18.6396        3.84994     
  1175.66        2500.00                 NaN            NaN   3.66340                 NaN            NaN   16.6365                 NaN   9.01291        47.0640       0.986858       0.196755                 NaN   18.6618        3.77784     
  1174.07        2500.00                 NaN            NaN   3.66348                 NaN            NaN   16.6369                 NaN   9.01336        47.1133       0.986888       0.196755                 NaN   18.6841        3.70516     
  1172.49        2500.00                 NaN            NaN   3.66357                 NaN            NaN   16.6374                 NaN   9.01381        47.1630       0.986918       0.196755                 NaN   18.7067        3.63191     
  1170.91        2500.00                 NaN            NaN   3.66366                 NaN            NaN   16.6378                 NaN   9.01426        47.2131       0.986947       0.196755                 NaN   18.7294        3.55808     
  1169.33        2500.00                 NaN            NaN   3.66374                 NaN            NaN   16.6382                 NaN   9.01471        47.2636       0.986976       0.196756                 NaN   18.7524        3.48366     
  1167.74        2500.00                 NaN            NaN   3.66383                 NaN            NaN   16.6386                 NaN   9.01516        47.3144       0.987006       0.196757                 NaN   18.7755        3.40866     
  1166.16        2500.00                 NaN            NaN   3.76578                 NaN            NaN   16.6362                 NaN   9.03934        47.2085        1.11264       0.306360E-005            NaN   18.8427        3.39488     
  1164.58        2500.00                 NaN            NaN   3.76588                 NaN            NaN   16.6366                 NaN   9.03979        47.2600        1.11267       0.315291E-005            NaN   18.8662        3.31893     
  1163.00        2500.00                 NaN            NaN   3.76597                 NaN            NaN   16.6370                 NaN   9.04025        47.3119        1.11271                 NaN            NaN   18.8898        3.24237     
  1161.41        2500.00                 NaN            NaN   3.76606                 NaN            NaN   16.6375                 NaN   9.04071        47.3642        1.11274                 NaN            NaN   18.9136        3.16521     
  1159.83        2500.00                 NaN            NaN   3.76615                 NaN            NaN   16.6379                 NaN   9.04117        47.4169        1.11278                 NaN            NaN   18.9376        3.08744     
  1158.25        2500.00                 NaN            NaN   3.76625                 NaN            NaN   16.6384                 NaN   9.04163        47.4701        1.11281                 NaN            NaN   18.9618        3.00905     
  1156.67        2500.00                 NaN            NaN   3.76634                 NaN            NaN   16.6388                 NaN   9.04209        47.5237        1.11285                 NaN            NaN   18.9862        2.93003     
  1155.08        2500.00                 NaN            NaN   3.76644                 NaN            NaN   16.6392                 NaN   9.04256        47.5776        1.11288                 NaN            NaN   19.0108        2.85039     
  1153.50        2500.00                 NaN            NaN   3.76653                 NaN            NaN   16.6397                 NaN   9.04302        47.6321        1.11291                 NaN            NaN   19.0357        2.77012     
  1151.92        2500.00                 NaN            NaN   3.35022                 NaN            NaN   18.2675                 NaN   9.73390        46.1208        1.03847                 NaN            NaN   19.0093        2.47983     
  1150.34        2500.00                 NaN            NaN   3.34857                 NaN            NaN   18.2869                 NaN   9.74209        46.1686        1.03697                 NaN            NaN   19.0330        2.38377     
  1148.75        2500.00                 NaN            NaN   3.37220                 NaN            NaN   18.2188                 NaN   9.75245        46.2634        1.04066                 NaN            NaN   19.0518        2.30063     
  1147.17        2500.00                 NaN            NaN   3.37578                 NaN            NaN   18.2238                 NaN   9.76077        46.3159        1.03991                 NaN            NaN   19.0749        2.20897     
  1145.59        2500.00                 NaN            NaN   3.37936                 NaN            NaN   18.2288                 NaN   9.76910        46.3688        1.03915                 NaN            NaN   19.0982        2.11658     
  1144.01        2500.00                 NaN            NaN   3.38294                 NaN            NaN   18.2339                 NaN   9.77743        46.4221        1.03838                 NaN            NaN   19.1217        2.02348     
  1142.42        2500.00                 NaN            NaN   3.38652                 NaN            NaN   18.2392                 NaN   9.78577        46.4759        1.03760                 NaN            NaN   19.1454        1.92965     
  1140.84        2500.00                 NaN            NaN   3.39008                 NaN            NaN   18.2445                 NaN   9.79411        46.5301        1.03681                 NaN            NaN   19.1693        1.83508     
  1139.26        2500.00                 NaN            NaN   3.39365                 NaN            NaN   18.2500                 NaN   9.80245        46.5847        1.03602                 NaN            NaN   19.1934        1.73978     
  1137.68        2500.00                 NaN            NaN   3.39721                 NaN            NaN   18.2556                 NaN   9.81079        46.6398        1.03521                 NaN            NaN   19.2177        1.64373     
  1136.09        2500.00                 NaN            NaN   3.40077                 NaN            NaN   18.2613                 NaN   9.81915        46.6953        1.03439                 NaN            NaN   19.2422        1.54692     
  1134.51        2500.00                 NaN            NaN   3.76773                 NaN            NaN   16.6453                 NaN   9.04872        48.3193        1.11335                 NaN            NaN   19.3499        1.75574     
  1132.93        2500.00                 NaN            NaN   3.40788                 NaN            NaN   18.2730                 NaN   9.83587        46.8076        1.03272                 NaN            NaN   19.2919        1.35104     
  1131.35        2500.00                 NaN            NaN   3.41143                 NaN            NaN   18.2791                 NaN   9.84423        46.8644        1.03187                 NaN            NaN   19.3170        1.25195     
  1129.76        2500.00                 NaN            NaN   3.41497                 NaN            NaN   18.2853                 NaN   9.85261        46.9217        1.03101                 NaN            NaN   19.3424        1.15209     
  1128.18        2500.00                 NaN            NaN  0.976665        2.44185                 NaN   18.2915                 NaN   9.86099        46.9794        1.03015                 NaN            NaN   19.3679        1.05145     
  1126.60        2500.00                 NaN            NaN   3.42205                 NaN            NaN   18.2980                 NaN   9.86938        47.0376        1.02927                 NaN            NaN   19.3937       0.950021     
  1125.02        2500.00                 NaN            NaN  0.979494        2.44610                 NaN   18.3045                 NaN   9.87778        47.0962        1.02838                 NaN            NaN   19.4197       0.847802     
  1123.43        2500.00                 NaN            NaN   3.42913                 NaN            NaN   18.3111                 NaN   9.88619        47.1553        1.02747                 NaN            NaN   19.4459       0.744783     
  1121.85        2500.00                 NaN            NaN   3.43266                 NaN            NaN   18.3179                 NaN   9.89461        47.2149        1.02656                 NaN            NaN   19.4724       0.640963     
  1120.27        2500.00                 NaN            NaN   3.43619                 NaN            NaN   18.3248                 NaN   9.90304        47.2749        1.02564                 NaN            NaN   19.4990       0.536337     
  1118.69        2500.00                 NaN            NaN   3.43971                 NaN            NaN   18.3318                 NaN   9.91147        47.3355        1.02471                 NaN            NaN   19.5259       0.430891     
  1117.10        2500.00                 NaN            NaN   3.44324                 NaN            NaN   18.3390                 NaN   9.91992        47.3964        1.02376                 NaN            NaN   19.5530       0.324627     
  1115.52        2500.00                 NaN            NaN   3.44676                 NaN            NaN   18.3463                 NaN   9.92838        47.4579        1.02281                 NaN            NaN   19.5804       0.217491     
  1113.94        2500.00                 NaN            NaN   3.45028                 NaN            NaN   18.3537                 NaN   9.93685        47.5198        1.02184                 NaN            NaN   19.6079       0.109618     
  1112.36        2500.00                 NaN            NaN   3.45380                 NaN            NaN   18.3612                 NaN   9.94534        47.5822        1.02087                 NaN            NaN   19.6357       0.860475E-003
  1110.77        2500.00                 NaN            NaN   3.76936                 NaN            NaN   16.6529                 NaN   9.05621        49.2734        1.11393                 NaN            NaN   19.7883       0.345843     
  1109.19        2500.00                 NaN            NaN   3.46059                 NaN            NaN   18.3753                 NaN   9.96163        47.5620        1.01881                 NaN            NaN   19.6216                 NaN
  1107.61        2500.00                 NaN            NaN   3.46398                 NaN            NaN   18.3826                 NaN   9.96980        47.5515        1.01776                 NaN            NaN   19.6144                 NaN
  1106.03        2500.00                 NaN            NaN   3.46736                 NaN            NaN   18.3900                 NaN   9.97797        47.5409        1.01670                 NaN            NaN   19.6071                 NaN
  1104.44        2500.00                 NaN            NaN   3.46955                 NaN            NaN   18.3942                 NaN   9.98619        47.5320        1.01571                 NaN            NaN   19.6024                 NaN
  1102.86        2500.00                 NaN            NaN   3.45736                 NaN            NaN   18.4665                 NaN   9.99754        47.4735        1.00895                 NaN            NaN   19.5962                 NaN
  1101.28        2500.00                 NaN            NaN   3.47661                 NaN            NaN   18.4104                 NaN   10.0026        47.5099        1.01351                 NaN            NaN   19.5870                 NaN
  1099.70        2500.00                 NaN            NaN   3.46238                 NaN            NaN   18.4782                 NaN   10.0146        47.4533        1.00678                 NaN            NaN   19.5848                 NaN
  1098.11        2500.00                 NaN            NaN   3.48095                 NaN            NaN   18.4195                 NaN   10.0190        47.4917        1.01144                 NaN            NaN   19.5774                 NaN
  1096.53        2500.00                 NaN            NaN   3.48399                 NaN            NaN   18.4267                 NaN   10.0273        47.4811        1.01032                 NaN            NaN   19.5706                 NaN
  1094.95        2500.00                 NaN            NaN   3.48703                 NaN            NaN   18.4341                 NaN   10.0355        47.4703        1.00919                 NaN            NaN   19.5638                 NaN
  1093.37        2500.00                 NaN            NaN   3.47333                 NaN            NaN   18.5112                 NaN   10.0492        47.4067        1.00188                 NaN            NaN   19.5577                 NaN
  1091.78        2500.00                 NaN            NaN   3.49309                 NaN            NaN   18.4493                 NaN   10.0521        47.4487        1.00689                 NaN            NaN   19.5500                 NaN
  1090.20        2500.00                 NaN            NaN   3.45420                 NaN            NaN   18.6568                 NaN   10.0886        47.2808       0.988869                 NaN            NaN   19.5308                 NaN
  1088.62        2500.00                 NaN            NaN   3.49913                 NaN            NaN   18.4650                 NaN   10.0687        47.4266        1.00454                 NaN            NaN   19.5360                 NaN
  1087.04        2500.00                 NaN            NaN   3.50806                 NaN            NaN   18.4198                 NaN   10.0605        47.4610        1.00763                 NaN            NaN   19.5429                 NaN
  1085.45        2500.00                 NaN            NaN   3.51104                 NaN            NaN   18.4280                 NaN   10.0688        47.4499        1.00642                 NaN            NaN   19.5359                 NaN
  1083.87        2500.00                 NaN            NaN   3.46394                 NaN            NaN   18.6943                 NaN   10.1252        47.2295       0.983301                 NaN            NaN   19.5037                 NaN
  1082.29        2500.00                 NaN            NaN   3.48486                 NaN            NaN   18.6105                 NaN   10.1172        47.2921       0.989672                 NaN            NaN   19.5057                 NaN
  1080.71        2500.00                 NaN            NaN   3.46870                 NaN            NaN   18.7144                 NaN   10.1431        47.2032       0.980318                 NaN            NaN   19.4903                 NaN
  1079.12        2500.00                 NaN            NaN   3.47136                 NaN            NaN   18.7254                 NaN   10.1530        47.1891       0.978890                 NaN            NaN   19.4823                 NaN
  1077.54        2500.00                 NaN            NaN   3.47384                 NaN            NaN   18.7345                 NaN   10.1622        47.1764       0.977470                 NaN            NaN   19.4756                 NaN
  1075.96        2500.00                 NaN            NaN   3.47633                 NaN            NaN   18.7456                 NaN   10.1715        47.1624       0.975932                 NaN            NaN   19.4682                 NaN
  1074.38        2500.00                 NaN            NaN   3.47862                 NaN            NaN   18.7560                 NaN   10.1809        47.1488       0.974409                 NaN            NaN   19.4612                 NaN
  1072.79        2500.00                 NaN            NaN   3.53251                 NaN            NaN   18.4936                 NaN   10.1363        47.3592       0.996283                 NaN            NaN   19.4821                 NaN
  1071.21        2500.00                 NaN            NaN   3.53513                 NaN            NaN   18.5022                 NaN   10.1448        47.3475       0.994955                 NaN            NaN   19.4754                 NaN
  1069.63        2500.00                 NaN            NaN   3.48572                 NaN            NaN   18.7896                 NaN   10.2093        47.1064       0.969669                 NaN            NaN   19.4393                 NaN
  1068.05        2500.00                 NaN            NaN   3.54036                 NaN            NaN   18.5199                 NaN   10.1619        47.3240       0.992253                 NaN            NaN   19.4616                 NaN
  1066.46        2500.00                 NaN            NaN   3.49019                 NaN            NaN   18.8150                 NaN   10.2287        47.0758       0.966260                 NaN            NaN   19.4241                 NaN
