|6.6.6
Archiving\03_Data\eq/QFM_m5/LAR/LAR_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1285.26        2500.00                 NaN  0.901300                 NaN   1.26793                 NaN   19.4106        41.6083        9.88151        23.0542        3.87616                 NaN
  1282.05        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1278.85        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1275.64        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1272.44        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1269.23        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1266.03        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1262.82        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1259.62        2500.00                 NaN  0.901301                 NaN   1.27767                 NaN   19.4973        41.3210        9.99340        23.1251        3.88431                 NaN
  1256.41        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1253.21        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1250.00        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1246.79        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1243.59        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1240.38        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1237.18        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1233.97        2500.00                 NaN  0.901302                 NaN   1.29647                 NaN   19.6071        40.8272        10.2021        23.2653        3.90067                 NaN
  1230.77        2500.00                 NaN  0.901303                 NaN   1.31501                 NaN   40.4381        19.6521        10.3910        23.3891        3.91342                 NaN
  1227.56        2500.00                 NaN  0.901303                 NaN   1.31501                 NaN   40.4381        19.6521        10.3910        23.3891        3.91342                 NaN
  1224.36        2500.00                 NaN  0.901303                 NaN   1.31968                 NaN   19.6544        40.3479        10.4363        23.4239        3.91648                 NaN
  1221.15        2500.00                 NaN  0.901303                 NaN   1.32185       0.597467E-002   40.3104        19.6516        10.4581        23.4340        3.91682                 NaN
  1217.95        2500.00                 NaN  0.901302                 NaN   1.31698       0.222816        40.0577        19.6943        10.4669        23.4230        3.91703                 NaN
  1214.74        2500.00                 NaN  0.901302                 NaN   1.31698       0.222816        40.0577        19.6943        10.4669        23.4230        3.91703                 NaN
  1211.54        2500.00                 NaN  0.901302                 NaN   1.31698       0.222816        40.0577        19.6943        10.4669        23.4230        3.91703                 NaN
  1208.33        2500.00                 NaN  0.901302                 NaN   1.31698       0.222816        40.0577        19.6943        10.4669        23.4230        3.91703                 NaN
  1205.13        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1201.92        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1198.72        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1195.51        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1192.31        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1189.10        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1185.90        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1182.69        2500.00                 NaN  0.901301                 NaN   1.27460        1.77900        38.1398        19.9702        10.4605        23.5136        3.96102                 NaN
  1179.49        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1176.28        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1173.08        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1169.87        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1166.67        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1163.46        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1160.26        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1157.05        2500.00                 NaN  0.901300                 NaN   1.20688        4.51649        20.3490        34.8680        10.4591        23.6686        4.03055                 NaN
  1153.85        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1150.64        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1147.44        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1144.23        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1141.03        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1137.82        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1134.62        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1131.41        2500.00                 NaN  0.901298                 NaN   1.16483        6.68005        20.5515        32.4217        10.4814        23.7374        4.06182                 NaN
  1128.21        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1125.00        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1121.79        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1118.59        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1115.38        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1112.18        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1108.97        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1105.77        2500.00                 NaN  0.901296                 NaN   1.13281        8.72099        30.1688        20.6778        10.5027        23.8121        4.08353                 NaN
  1102.56        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1099.36        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1096.15        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1092.95        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1089.74        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1086.54        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1083.33        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1080.13        2500.00                 NaN  0.901295                 NaN   1.11233        10.5880        28.1650        20.7413        10.5277        23.8730        4.09133                 NaN
  1076.92        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1073.72        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1070.51        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1067.31        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1064.10        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1060.90        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1057.69        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1054.49        2500.00                 NaN  0.901294                 NaN   1.10311        12.2904        20.7570        26.3951        10.5594        23.9109        4.08269                 NaN
  1051.28        2500.00                 NaN  0.901293                 NaN   1.10345        13.8893        24.7701        20.7411        10.5939        23.9394        4.06140                 NaN
  1048.08        2500.00                 NaN  0.901293                 NaN   1.10345        13.8893        24.7701        20.7411        10.5939        23.9394        4.06140                 NaN
  1044.87        2500.00                 NaN  0.901293                 NaN   1.10497        14.2762        24.3831        20.7313        10.6026        23.9459        4.05452                 NaN
  1041.67        2500.00                 NaN  0.901293                 NaN   1.10577        14.4354        24.2417        20.7279        10.6131        23.9292        4.04561                 NaN
  1038.46        2500.00                 NaN  0.901293                 NaN   1.10719        14.6545        24.0098        20.7211        10.6136        23.9501        3.53348       0.509041     
  1035.26        2500.00                 NaN  0.901293                 NaN   1.10874        14.8221        20.7162        23.8689        10.6297        23.9412       0.751476        3.26037     
  1032.05        2500.00                 NaN  0.901293                 NaN   1.11020        15.0034        20.7112        23.6951        10.6359        23.9397                 NaN   4.00333     
  1028.85        2500.00                 NaN  0.901293                 NaN   1.11020        15.0034        20.7112        23.6951        10.6359        23.9397                 NaN   4.00333     
  1025.64        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1022.44        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1019.23        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1016.03        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1012.82        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1009.62        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1006.41        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1003.21        2500.00                 NaN  0.901292                 NaN   1.11382        15.3712        20.7003        23.3234        10.6400        23.9451                 NaN   4.00476     
  1000.00        2500.00                 NaN  0.901292                 NaN   1.13362        16.7898        21.9060        20.6433        10.6565        23.9607                 NaN   4.00885     
