|6.6.6
Archiving\03_Data\eq/QFM_m5/LAR/LAR_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1285.26        2500.00                 NaN  0.814280                 NaN  0.972276                 NaN   19.3668        40.8716        12.0233        20.8808        5.07095                 NaN
  1282.05        2500.00                 NaN  0.814050                 NaN  0.979036                 NaN   19.4587        40.5760        12.1566        20.9355        5.08011                 NaN
  1278.85        2500.00                 NaN  0.814050                 NaN  0.979055                 NaN   19.4585        40.5757        12.1572        20.9353        5.08017                 NaN
  1275.64        2500.00                 NaN  0.814050                 NaN  0.979074                 NaN   19.4583        40.5754        12.1578        20.9351        5.08023                 NaN
  1272.44        2500.00                 NaN  0.814051                 NaN  0.979093                 NaN   19.4581        40.5751        12.1584        20.9349        5.08029                 NaN
  1269.23        2500.00                 NaN  0.814051                 NaN  0.979112                 NaN   19.4579        40.5748        12.1590        20.9347        5.08035                 NaN
  1266.03        2500.00                 NaN  0.814051                 NaN  0.979130                 NaN   19.4577        40.5745        12.1596        20.9345        5.08041                 NaN
  1262.82        2500.00                 NaN  0.814052                 NaN  0.979149                 NaN   19.4575        40.5743        12.1602        20.9343        5.08047                 NaN
  1259.62        2500.00                 NaN  0.814052                 NaN  0.979168                 NaN   19.4573        40.5740        12.1608        20.9342        5.08053                 NaN
  1256.41        2500.00                 NaN  0.813623                 NaN  0.992237                 NaN   19.5791        40.0695        12.4088        21.0375        5.09917                 NaN
  1253.21        2500.00                 NaN  0.813623                 NaN  0.992256                 NaN   19.5789        40.0692        12.4095        21.0373        5.09923                 NaN
  1250.00        2500.00                 NaN  0.813623                 NaN  0.992274                 NaN   19.5787        40.0689        12.4101        21.0371        5.09929                 NaN
  1246.79        2500.00                 NaN  0.813624                 NaN  0.992293                 NaN   19.5785        40.0686        12.4107        21.0369        5.09935                 NaN
  1243.59        2500.00                 NaN  0.813624                 NaN  0.992312                 NaN   19.5783        40.0684        12.4113        21.0367        5.09940                 NaN
  1240.38        2500.00                 NaN  0.813624                 NaN  0.992330                 NaN   19.5781        40.0681        12.4119        21.0365        5.09946                 NaN
  1237.18        2500.00                 NaN  0.813624                 NaN  0.992349                 NaN   19.5779        40.0678        12.4125        21.0363        5.09952                 NaN
  1233.97        2500.00                 NaN  0.813623                 NaN  0.992368                 NaN   19.5777        40.0675        12.4131        21.0361        5.09958                 NaN
  1230.77        2500.00                 NaN  0.813237                 NaN   1.00535                 NaN   39.6682        19.6350        12.6376        21.1269        5.11379                 NaN
  1227.56        2500.00                 NaN  0.813237                 NaN   1.00537                 NaN   39.6679        19.6348        12.6382        21.1267        5.11385                 NaN
  1224.36        2500.00                 NaN  0.813144                 NaN   1.00872                 NaN   19.6407        39.5789        12.6924        21.1489        5.11722                 NaN
  1221.15        2500.00                 NaN  0.813100                 NaN   1.01022       0.578274E-002   39.5377        19.6389        12.7189        21.1580        5.11743                 NaN
  1217.95        2500.00                 NaN  0.813076                 NaN   1.00618       0.215573        39.2761        19.6786        12.7298        21.1631        5.11759                 NaN
  1214.74        2500.00                 NaN  0.813075                 NaN   1.00620       0.215571        39.2758        19.6784        12.7304        21.1629        5.11765                 NaN
  1211.54        2500.00                 NaN  0.813075                 NaN   1.00622       0.215569        39.2755        19.6782        12.7310        21.1627        5.11771                 NaN
  1208.33        2500.00                 NaN  0.813075                 NaN   1.00624       0.215566        39.2753        19.6780        12.7317        21.1625        5.11776                 NaN
  1205.13        2500.00                 NaN  0.813030                 NaN  0.973849        1.72119        37.4070        19.9664        12.7239        21.2196        5.17497                 NaN
  1201.92        2500.00                 NaN  0.813029                 NaN  0.973867        1.72118        37.4068        19.9662        12.7245        21.2194        5.17503                 NaN
  1198.72        2500.00                 NaN  0.813029                 NaN  0.973885        1.72116        37.4065        19.9660        12.7251        21.2192        5.17508                 NaN
  1195.51        2500.00                 NaN  0.813028                 NaN  0.973902        1.72114        37.4063        19.9658        12.7257        21.2190        5.17514                 NaN
  1192.31        2500.00                 NaN  0.813028                 NaN  0.973920        1.72112        37.4060        19.9656        12.7264        21.2188        5.17520                 NaN
  1189.10        2500.00                 NaN  0.813027                 NaN  0.973937        1.72111        37.4057        19.9654        12.7270        21.2186        5.17525                 NaN
  1185.90        2500.00                 NaN  0.813027                 NaN  0.973955        1.72109        37.4055        19.9651        12.7276        21.2184        5.17531                 NaN
  1182.69        2500.00                 NaN  0.813026                 NaN  0.973972        1.72107        37.4052        19.9649        12.7282        21.2182        5.17537                 NaN
  1179.49        2500.00                 NaN  0.812951                 NaN  0.922134        4.36979        20.3688        34.2202        12.7259        21.3146        5.26568                 NaN
  1176.28        2500.00                 NaN  0.812950                 NaN  0.922151        4.36974        20.3685        34.2199        12.7266        21.3144        5.26573                 NaN
  1173.08        2500.00                 NaN  0.812950                 NaN  0.922167        4.36970        20.3683        34.2197        12.7272        21.3142        5.26579                 NaN
  1169.87        2500.00                 NaN  0.812949                 NaN  0.922183        4.36966        20.3681        34.2195        12.7278        21.3140        5.26585                 NaN
  1166.67        2500.00                 NaN  0.812949                 NaN  0.922200        4.36961        20.3679        34.2193        12.7284        21.3138        5.26590                 NaN
  1163.46        2500.00                 NaN  0.812948                 NaN  0.922216        4.36957        20.3677        34.2191        12.7290        21.3135        5.26596                 NaN
  1160.26        2500.00                 NaN  0.812947                 NaN  0.922232        4.36952        20.3674        34.2188        12.7297        21.3133        5.26602                 NaN
  1157.05        2500.00                 NaN  0.812947                 NaN  0.922249        4.36948        20.3672        34.2186        12.7303        21.3131        5.26608                 NaN
  1153.85        2500.00                 NaN  0.812879                 NaN  0.889706        6.45904        20.5846        31.8171        12.7570        21.3732        5.30644                 NaN
  1150.64        2500.00                 NaN  0.812878                 NaN  0.889722        6.45898        20.5844        31.8170        12.7576        21.3730        5.30650                 NaN
  1147.44        2500.00                 NaN  0.812877                 NaN  0.889737        6.45891        20.5841        31.8168        12.7583        21.3728        5.30656                 NaN
  1144.23        2500.00                 NaN  0.812877                 NaN  0.889753        6.45885        20.5839        31.8166        12.7589        21.3726        5.30661                 NaN
  1141.03        2500.00                 NaN  0.812876                 NaN  0.889768        6.45879        20.5837        31.8164        12.7595        21.3723        5.30667                 NaN
  1137.82        2500.00                 NaN  0.812875                 NaN  0.889784        6.45872        20.5835        31.8162        12.7601        21.3721        5.30673                 NaN
  1134.62        2500.00                 NaN  0.812874                 NaN  0.889799        6.45866        20.5833        31.8160        12.7607        21.3719        5.30678                 NaN
  1131.41        2500.00                 NaN  0.812873                 NaN  0.889815        6.45859        20.5830        31.8158        12.7614        21.3717        5.30684                 NaN
  1128.21        2500.00                 NaN  0.812840                 NaN  0.865247        8.43002        29.6193        20.7289        12.7874        21.4214        5.33487                 NaN
  1125.00        2500.00                 NaN  0.812839                 NaN  0.865262        8.42993        29.6191        20.7287        12.7880        21.4212        5.33493                 NaN
  1121.79        2500.00                 NaN  0.812838                 NaN  0.865276        8.42985        29.6190        20.7285        12.7886        21.4210        5.33499                 NaN
  1118.59        2500.00                 NaN  0.812837                 NaN  0.865291        8.42977        29.6188        20.7282        12.7892        21.4208        5.33504                 NaN
  1115.38        2500.00                 NaN  0.812836                 NaN  0.865306        8.42968        29.6186        20.7280        12.7899        21.4206        5.33510                 NaN
  1112.18        2500.00                 NaN  0.812835                 NaN  0.865321        8.42960        29.6184        20.7278        12.7905        21.4204        5.33515                 NaN
  1108.97        2500.00                 NaN  0.812834                 NaN  0.865336        8.42952        29.6183        20.7276        12.7911        21.4202        5.33521                 NaN
  1105.77        2500.00                 NaN  0.812833                 NaN  0.865351        8.42944        29.6181        20.7273        12.7917        21.4200        5.33527                 NaN
  1102.56        2500.00                 NaN  0.812826                 NaN  0.849769        10.2331        27.6691        20.8117        12.8227        21.4555        5.34533                 NaN
  1099.36        2500.00                 NaN  0.812825                 NaN  0.849783        10.2330        27.6689        20.8114        12.8234        21.4553        5.34539                 NaN
  1096.15        2500.00                 NaN  0.812823                 NaN  0.849798        10.2329        27.6688        20.8112        12.8240        21.4551        5.34544                 NaN
  1092.95        2500.00                 NaN  0.812822                 NaN  0.849812        10.2328        27.6686        20.8110        12.8246        21.4548        5.34550                 NaN
  1089.74        2500.00                 NaN  0.812821                 NaN  0.849827        10.2327        27.6685        20.8108        12.8252        21.4546        5.34556                 NaN
  1086.54        2500.00                 NaN  0.812820                 NaN  0.849841        10.2326        27.6683        20.8105        12.8258        21.4544        5.34561                 NaN
  1083.33        2500.00                 NaN  0.812819                 NaN  0.849855        10.2325        27.6682        20.8103        12.8264        21.4542        5.34567                 NaN
  1080.13        2500.00                 NaN  0.812817                 NaN  0.849870        10.2324        27.6680        20.8101        12.8271        21.4540        5.34572                 NaN
  1076.92        2500.00                 NaN  0.812830                 NaN  0.842949        11.8761        20.8455        25.9474        12.8666        21.4742        5.33441                 NaN
  1073.72        2500.00                 NaN  0.812829                 NaN  0.842964        11.8760        20.8453        25.9473        12.8672        21.4740        5.33446                 NaN
  1070.51        2500.00                 NaN  0.812827                 NaN  0.842978        11.8759        20.8450        25.9472        12.8678        21.4738        5.33451                 NaN
  1067.31        2500.00                 NaN  0.812826                 NaN  0.842992        11.8758        20.8448        25.9470        12.8684        21.4736        5.33457                 NaN
  1064.10        2500.00                 NaN  0.812825                 NaN  0.843006        11.8757        20.8446        25.9469        12.8690        21.4734        5.33462                 NaN
  1060.90        2500.00                 NaN  0.812823                 NaN  0.843020        11.8755        20.8444        25.9468        12.8697        21.4731        5.33468                 NaN
  1057.69        2500.00                 NaN  0.812822                 NaN  0.843034        11.8754        20.8441        25.9467        12.8703        21.4729        5.33473                 NaN
  1054.49        2500.00                 NaN  0.812820                 NaN  0.843048        11.8753        20.8439        25.9465        12.8709        21.4727        5.33479                 NaN
  1051.28        2500.00                 NaN  0.812858                 NaN  0.843621        13.4206        24.3720        20.8490        12.9142        21.4807        5.30707                 NaN
  1048.08        2500.00                 NaN  0.812857                 NaN  0.843635        13.4205        24.3718        20.8488        12.9148        21.4805        5.30712                 NaN
  1044.87        2500.00                 NaN  0.812869                 NaN  0.844914        13.7946        23.9974        20.8450        12.9263        21.4807        5.29822                 NaN
  1041.67        2500.00                 NaN  0.812866                 NaN  0.845378        13.9445        23.8532        20.8399        12.9397        21.4778        5.28662                 NaN
  1038.46        2500.00                 NaN  0.812881                 NaN  0.846763        14.1604        23.6380        20.8405        12.9412        21.4785        4.61755       0.664251     
  1035.26        2500.00                 NaN  0.812885                 NaN  0.848034        14.3223        20.8415        23.5078        12.9616        21.4694       0.982100        4.25440     
  1032.05        2500.00                 NaN  0.812887                 NaN  0.849212        14.4968        20.8399        23.3408        12.9698        21.4669                 NaN   5.22377     
  1028.85        2500.00                 NaN  0.812887                 NaN  0.849227        14.4967        20.8397        23.3407        12.9704        21.4667                 NaN   5.22365     
  1025.64        2500.00                 NaN  0.812892                 NaN  0.852109        14.8521        20.8336        22.9805        12.9762        21.4671                 NaN   5.22542     
  1022.44        2500.00                 NaN  0.812892                 NaN  0.852124        14.8520        20.8335        22.9805        12.9768        21.4669                 NaN   5.22530     
  1019.23        2500.00                 NaN  0.812891                 NaN  0.852140        14.8519        20.8333        22.9804        12.9775        21.4667                 NaN   5.22518     
  1016.03        2500.00                 NaN  0.812891                 NaN  0.852155        14.8518        20.8331        22.9804        12.9781        21.4665                 NaN   5.22507     
  1012.82        2500.00                 NaN  0.812891                 NaN  0.852170        14.8517        20.8329        22.9803        12.9788        21.4664                 NaN   5.22495     
  1009.62        2500.00                 NaN  0.812890                 NaN  0.852185        14.8516        20.8327        22.9803        12.9794        21.4662                 NaN   5.22483     
  1006.41        2500.00                 NaN  0.812890                 NaN  0.852200        14.8515        20.8325        22.9802        12.9800        21.4660                 NaN   5.22472     
  1003.21        2500.00                 NaN  0.812889                 NaN  0.852215        14.8513        20.8323        22.9802        12.9807        21.4658                 NaN   5.22460     
  1000.00        2500.00                 NaN  0.812914                 NaN  0.867813        16.2222        21.6066        20.7958        13.0018        21.4628                 NaN   5.22999     
