|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1305.77        2500.00                 NaN            NaN   89.6525                 NaN   1.33304                 NaN   1.49529                 NaN   1.32046        6.19866                 NaN            NaN            NaN
  1304.30        2500.00                 NaN            NaN   90.5958                 NaN   1.21508                 NaN   1.37093                 NaN   1.20479        5.61336                 NaN            NaN            NaN
  1302.83        2500.00                 NaN            NaN   91.3983                 NaN   1.11586                 NaN   1.26461                 NaN   1.10650        5.11478                 NaN            NaN            NaN
  1301.36        2500.00                 NaN            NaN   92.1052                 NaN   1.02893                 NaN   1.16852                 NaN   1.01948        4.67790                 NaN            NaN            NaN
  1299.89        2500.00                 NaN            NaN   92.7165                 NaN  0.952084                 NaN   1.08864                 NaN  0.944086        4.29873                 NaN            NaN            NaN
  1298.42        2500.00                 NaN            NaN   93.2508                 NaN  0.885376                 NaN   1.01833                 NaN  0.878131        3.96740                 NaN            NaN            NaN
  1296.95        2500.00                 NaN            NaN   93.7219                 NaN  0.827414                 NaN  0.956037                 NaN  0.820044        3.67462                 NaN            NaN            NaN
  1295.48        2500.00                 NaN            NaN   94.1416                 NaN  0.774781                 NaN  0.901079                 NaN  0.767946        3.41461                 NaN            NaN            NaN
  1294.01        2500.00                 NaN            NaN   94.5134                 NaN  0.727366                 NaN  0.853704                 NaN  0.721678        3.18381                 NaN            NaN            NaN
  1292.53        2500.00                 NaN            NaN   94.8473                 NaN  0.685451                 NaN  0.810706                 NaN  0.680237        2.97635                 NaN            NaN            NaN
  1291.06        2500.00                 NaN            NaN   95.1458                 NaN  0.647062                 NaN  0.773478                 NaN  0.642860        2.79082                 NaN            NaN            NaN
  1289.59        2500.00                 NaN            NaN   95.4160                 NaN  0.612880                 NaN  0.739123                 NaN  0.608914        2.62308                 NaN            NaN            NaN
  1288.12        2500.00                 NaN            NaN   92.8374                 NaN  0.771507                 NaN   1.10390                 NaN  0.922390        4.05137       0.313400                 NaN            NaN
  1286.65        2500.00                 NaN            NaN   92.7765                 NaN  0.755910                 NaN   1.10721                 NaN  0.926637        4.06835       0.365347                 NaN            NaN
  1285.18        2500.00       0.716942                 NaN   91.6924                 NaN  0.432230                 NaN   1.48730                 NaN  0.982738        4.68840                 NaN            NaN            NaN
  1283.71        2500.00       0.714248                 NaN   92.0874                 NaN  0.386875                 NaN   1.42794                 NaN  0.927419        4.45617                 NaN            NaN            NaN
  1282.24        2500.00       0.655886                 NaN   92.7716                 NaN  0.353641                 NaN   1.30815                 NaN  0.844097        4.06662                 NaN            NaN            NaN
  1280.77        2500.00       0.605475                 NaN   93.3536                 NaN  0.324857                 NaN   1.20850                 NaN  0.773378        3.73416                 NaN            NaN            NaN
  1279.30        2500.00       0.597925                 NaN   93.4438                 NaN  0.322420                 NaN   1.18776                 NaN  0.765528        3.68258                 NaN            NaN            NaN
  1277.83        2500.00       0.533384                 NaN   94.1959                 NaN  0.277819                 NaN   1.06099                 NaN  0.671293        3.26065                 NaN            NaN            NaN
  1276.36        2500.00       0.445106                 NaN   95.1733                 NaN  0.230313                 NaN  0.907962                 NaN  0.552017        2.69126                 NaN            NaN            NaN
  1274.89        2500.00       0.496252                 NaN   94.6840                 NaN  0.245596                 NaN  0.988659                 NaN  0.607007        2.97847                 NaN            NaN            NaN
  1273.42        2500.00       0.406641                 NaN   95.5745                 NaN  0.215668                 NaN  0.837951                 NaN  0.504070        2.46116                 NaN            NaN            NaN
  1271.95        2500.00       0.414767                 NaN   95.5021                 NaN  0.217283                 NaN  0.851757                 NaN  0.510811        2.50325                 NaN            NaN            NaN
  1270.48        2500.00       0.567870                 NaN   94.9331                 NaN  0.113829                 NaN   1.00380                 NaN  0.549167        2.83220                 NaN            NaN            NaN
  1269.01        2500.00       0.372026                 NaN   94.1137                 NaN  0.391353                 NaN   1.25207                 NaN  0.680434        3.19041                 NaN            NaN            NaN
  1267.54        2500.00       0.277227                 NaN   98.1290                 NaN  0.103928                 NaN  0.218772                 NaN  0.235312        1.03574                 NaN            NaN            NaN
  1266.07        2500.00       0.231301                 NaN   97.1713                 NaN  0.155437                 NaN  0.477036                 NaN  0.301442        1.66347                 NaN            NaN            NaN
  1264.60        2500.00       0.374403                 NaN   95.5684                 NaN  0.165719                 NaN  0.963968                 NaN  0.454468        2.29167                 NaN  0.181327                 NaN
  1263.13        2500.00       0.607299                 NaN   89.7168                 NaN  0.418225                 NaN   2.12951                 NaN  0.945561        4.70694                 NaN   1.47570                 NaN
  1261.66        2500.00       0.692639                 NaN   88.0478                 NaN  0.498593                 NaN   2.43121                 NaN   1.09988        5.51511                 NaN   1.71476                 NaN
  1260.19        2500.00       0.350122                 NaN   93.7094                 NaN  0.301789                 NaN   1.16977                 NaN  0.592780        2.96163                 NaN  0.914458                 NaN
  1258.72        2500.00       0.711309                 NaN   88.2768                 NaN  0.394673                 NaN   2.51376                 NaN   1.03238        5.40916                 NaN   1.66195                 NaN
  1257.25        2500.00       0.612313                 NaN   89.6529                 NaN  0.379711                 NaN   1.98122                 NaN  0.926765        4.95680                 NaN   1.49033                 NaN
  1255.78        2500.00       0.643591                 NaN   88.3943                 NaN  0.479010                 NaN   2.34700                 NaN   1.00839        5.47707                 NaN   1.65065                 NaN
  1254.31        2500.00       0.857441                 NaN   84.8486                 NaN  0.551137                 NaN   2.86664                 NaN   1.27744        7.42019                 NaN   2.17852                 NaN
  1252.84        2500.00        1.71891                 NaN   68.8928                 NaN   1.04304                 NaN   5.63890                 NaN   2.48590        15.6265                 NaN   4.59396                 NaN
  1251.37        2500.00        5.22600                 NaN            NaN            NaN   3.29776                 NaN   17.3465                 NaN   7.76648        47.1030                 NaN   14.0878        5.17244     
  1249.90        2500.00        5.22199                 NaN            NaN            NaN   3.30819                 NaN   17.3331                 NaN   7.78215        47.1282                 NaN   14.1036        5.12288     
  1248.43        2500.00        5.19101                 NaN            NaN            NaN   3.37332                 NaN   17.2877                 NaN   7.79841        47.1388                 NaN   14.1288        5.08190     
  1246.96        2500.00        5.21377                 NaN            NaN            NaN   3.32920                 NaN   17.3067                 NaN   7.81343        47.1786                 NaN   14.1354        5.02291     
  1245.49        2500.00        5.20953                 NaN            NaN            NaN   3.33981                 NaN   17.2937                 NaN   7.82901        47.2040                 NaN   14.1514        4.97249     
  1244.02        2500.00        5.18825                 NaN            NaN            NaN   3.35031                 NaN   17.2278                 NaN   7.85428        47.1221                 NaN   14.1735        5.08386     
  1242.55        2500.00        5.20009                 NaN            NaN            NaN   3.36247                 NaN   17.2683                 NaN   7.85975        47.2544                 NaN   14.1841        4.87096     
  1241.08        2500.00        5.18640                 NaN            NaN            NaN   3.35892                 NaN   17.2166                 NaN   7.86856        47.1805                 NaN   14.2037        4.98527     
  1239.61        2500.00        5.19148                 NaN            NaN            NaN   3.38340                 NaN   17.2435                 NaN   7.89087        47.3060                 NaN   14.2168        4.76791     
  1238.14        2500.00        5.21226                 NaN            NaN            NaN   3.31700                 NaN   17.1978                 NaN   7.77520        47.2403                 NaN   14.1896        5.06781     
  1236.67        2500.00        5.21226                 NaN            NaN            NaN   3.31700                 NaN   17.1978                 NaN   7.77520        47.2732                 NaN   14.2055        5.01895     
  1235.20        2500.00        5.21226                 NaN            NaN            NaN   3.31700                 NaN   17.1978                 NaN   7.77520        47.3073                 NaN   14.2219        4.96849     
  1233.73        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.0127       0.373709        14.3681        5.04398     
  1232.26        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.0463       0.373709        14.3843        4.99419     
  1230.79        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.0801       0.373709        14.4006        4.94404     
  1229.32        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.1142       0.373709        14.4170        4.89355     
  1227.85        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.1485       0.373709        14.4336        4.84269     
  1226.38        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.1830       0.373709        14.4502        4.79147     
  1224.91        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.2178       0.373709        14.4670        4.73989     
  1223.44        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.2529       0.373709        14.4839        4.68794     
  1221.97        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.2882       0.373709        14.5010        4.63561     
  1220.50        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.3237       0.373709        14.5181        4.58291     
  1219.03        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.3595       0.373709        14.5354        4.52983     
  1217.56        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.3956       0.373709        14.5528        4.47637     
  1216.09        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.4319       0.373709        14.5703        4.42252     
  1214.62        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.4685       0.373709        14.5880        4.36829     
  1213.15        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.5053       0.373709        14.6057        4.31366     
  1211.68        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.5425       0.373709        14.6237        4.25863     
  1210.21        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.5798       0.373709        14.6417        4.20320     
  1208.74        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.6175       0.373709        14.6599        4.14737     
  1207.27        2500.00        4.56863                 NaN            NaN            NaN   3.71416                 NaN   16.9876                 NaN   7.93119        47.6554       0.373709        14.6782        4.09114     
  1205.80        2500.00        4.08293                 NaN            NaN            NaN   4.26407                 NaN   16.7921                 NaN   8.37942        47.4648       0.555530        14.8007        3.66050     
  1204.33        2500.00        3.87439                 NaN            NaN            NaN   4.19962                 NaN   16.7657                 NaN   8.09647        47.3576       0.722575        14.8577        4.12594     
  1202.86        2500.00        3.91408                 NaN            NaN            NaN   4.37595                 NaN   16.7336                 NaN   8.43191        47.4622       0.655357        14.8616        3.56529     
  1201.39        2500.00        3.83138                 NaN            NaN            NaN   4.43135                 NaN   16.7046                 NaN   8.45734        47.4635       0.704222        14.8920        3.51566     
  1199.92        2500.00        3.75082                 NaN            NaN            NaN   4.48488                 NaN   16.6773                 NaN   8.48261        47.4649       0.751684        14.9222        3.46565     
  1198.45        2500.00        3.67218                 NaN            NaN            NaN   4.53713                 NaN   16.6510                 NaN   8.50746        47.4671       0.797954        14.9522        3.41496     
  1196.98        2500.00        3.59295                 NaN            NaN            NaN   4.58967                 NaN   16.6250                 NaN   8.53246        47.4691       0.844446        14.9824        3.36404     
  1195.51        2500.00        3.51791                 NaN            NaN            NaN   4.63956                 NaN   16.6005                 NaN   8.55652        47.4731       0.888435        15.0120        3.31205     
  1194.04        2500.00        1.31780        5.15193                 NaN            NaN            NaN            NaN   25.6147                 NaN   2.02269        49.8619        1.38642        13.2850        1.35952     
  1192.57        2500.00        1.17782        5.23306                 NaN            NaN            NaN            NaN   25.7225                 NaN   1.95652        49.8849        1.45456        13.2931        1.27759     
  1191.10        2500.00        5.29636        1.00901                 NaN            NaN            NaN            NaN   25.9469                 NaN   1.87538        49.8439        1.53306        13.2969        1.19848     
  1189.63        2500.00       0.857131        5.41824                 NaN            NaN            NaN            NaN   25.9666                 NaN   1.78635        49.9418        1.61184        13.3058        1.11227     
  1188.16        2500.00       0.701530        5.50814                 NaN            NaN            NaN            NaN   26.0879                 NaN   1.70831        49.9668        1.68719        13.3130        1.02707     
  1186.69        2500.00       0.855675        5.45532                 NaN            NaN            NaN            NaN   25.8594                 NaN   1.75592        50.1206        1.63858        13.3486       0.965883     
  1185.22        2500.00        3.48091                 NaN            NaN            NaN   4.41502                 NaN   16.6839                 NaN   8.15702        47.7025       0.966796        15.1722        3.42167     
  1183.75        2500.00       0.232824        5.77996                 NaN            NaN            NaN            NaN   26.4571                 NaN   1.47329        50.0424        1.91242        13.3352       0.766814     
  1182.28        2500.00       0.719815E-001   5.87380                 NaN            NaN            NaN            NaN   26.5846                 NaN   1.39246        50.0674        1.98894        13.3423       0.678522     
  1180.81        2500.00        5.74898                 NaN            NaN            NaN  0.200686                 NaN   26.3255                 NaN   1.58937        49.9908        2.04627        13.4250       0.673472     
  1179.34        2500.00        3.38404                 NaN            NaN            NaN   4.50380                 NaN   16.6682                 NaN   8.16921        47.8027       0.998231        15.2784        3.19538     
  1177.87        2500.00        1.44716                 NaN            NaN            NaN   6.03017                 NaN   15.0587                 NaN   8.86683        47.3152        2.20891        15.7613        3.31173     
  1176.40        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.3584        2.20891        15.7822        3.24766     
  1174.93        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.4019        2.20891        15.8032        3.18312     
  1173.46        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.4458        2.20891        15.8244        3.11810     
  1171.99        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.4900        2.20891        15.8457        3.05259     
  1170.52        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.5345        2.20891        15.8672        2.98659     
  1169.05        2500.00        1.44716                 NaN            NaN            NaN   6.03018                 NaN   15.0587                 NaN   8.86683        47.5793        2.20891        15.8888        2.92011     
  1167.58        2500.00       0.798750                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.2640        2.53925        16.0312        2.99919     
  1166.11        2500.00       0.798749                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.3091        2.53925        16.0530        2.93221     
  1164.64        2500.00       0.798749                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.3547        2.53925        16.0749        2.86474     
  1163.17        2500.00       0.798748                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.4005        2.53925        16.0971        2.79677     
  1161.70        2500.00       0.798747                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.4467        2.53925        16.1193        2.72828     
  1160.23        2500.00       0.798745                 NaN            NaN            NaN   6.47014                 NaN   14.9295                 NaN   8.96804        47.4932        2.53925        16.1418        2.65929     
  1158.76        2500.00       0.798744                 NaN            NaN            NaN   6.47015                 NaN   14.9295                 NaN   8.96804        47.5401        2.53925        16.1644        2.58978     
  1157.29        2500.00       0.598226                 NaN            NaN            NaN   6.60620                 NaN   14.8895                 NaN   8.99934        47.4751        2.64141        16.2241        2.56605     
  1155.82        2500.00       0.519559                 NaN            NaN            NaN   6.65958                 NaN   14.8738                 NaN   9.01162        47.4785        2.68148        16.2615        2.51390     
  1154.35        2500.00        5.93312                 NaN            NaN            NaN            NaN            NaN   26.9912                 NaN   1.35355        50.2616        2.08220        13.3783                 NaN
  1152.88        2500.00        5.93551                 NaN            NaN            NaN            NaN            NaN   26.9942                 NaN   1.36094        50.2509        2.08418        13.3743                 NaN
  1151.41        2500.00        5.93806                 NaN            NaN            NaN            NaN            NaN   27.0095                 NaN   1.36242        50.2419        2.08695        13.3612                 NaN
  1149.94        2500.00        5.94135                 NaN            NaN            NaN            NaN            NaN   26.9955                 NaN   1.38153        50.2340        2.08709        13.3606                 NaN
  1148.47        2500.00        5.97809                 NaN            NaN            NaN            NaN            NaN   26.9060                 NaN   1.32410        50.3383        2.10856        13.3449                 NaN
  1147.00        2500.00       0.557728E-002            NaN            NaN            NaN   7.09296                 NaN   15.7244                 NaN   9.49570        46.9980        2.73092        16.2810        1.67145     
  1145.53        2500.00        5.94787                 NaN            NaN            NaN            NaN            NaN   27.0423                 NaN   1.38378        50.2004        2.09535        13.3303                 NaN
  1144.06        2500.00        5.96248                 NaN            NaN            NaN            NaN            NaN   26.9783                 NaN   1.42232        50.2038        2.08884        13.3442                 NaN
  1142.59        2500.00        5.95438                 NaN            NaN            NaN            NaN            NaN   27.0531                 NaN   1.39547        50.1799        2.09854        13.3186                 NaN
  1141.12        2500.00        5.96283                 NaN            NaN            NaN            NaN            NaN   27.0251                 NaN   1.41706        50.1749        2.09617        13.3239                 NaN
  1139.65        2500.00        5.96469                 NaN            NaN            NaN            NaN            NaN   27.0650                 NaN   1.39673        50.1651        2.10083        13.3076                 NaN
  1138.18        2500.00        5.96525                 NaN            NaN            NaN            NaN            NaN   27.0782                 NaN   1.40115        50.1574        2.10493        13.2931                 NaN
  1136.71        2500.00        5.96889                 NaN            NaN            NaN            NaN            NaN   27.0872                 NaN   1.41175        50.1391        2.10526        13.2878                 NaN
  1135.24        2500.00        5.96854                 NaN            NaN            NaN            NaN            NaN   27.1105                 NaN   1.41139        50.1240        2.10801        13.2776                 NaN
  1133.77        2500.00        5.97348                 NaN            NaN            NaN            NaN            NaN   27.1027                 NaN   1.36759        50.1623        2.13007        13.2638                 NaN
  1132.30        2500.00        5.96934                 NaN            NaN            NaN            NaN            NaN   27.1570                 NaN   1.40881        50.0957        2.11452        13.2546                 NaN
  1130.83        2500.00        5.97079                 NaN            NaN            NaN            NaN            NaN   27.1746                 NaN   1.41044        50.0826        2.11688        13.2447                 NaN
  1129.36        2500.00        5.99785                 NaN            NaN            NaN            NaN            NaN   27.0906                 NaN   1.40220        50.1456        2.12591        13.2378                 NaN
  1127.89        2500.00        6.00925                 NaN            NaN            NaN            NaN            NaN   27.0755                 NaN   1.39281        50.1608        2.13126        13.2303                 NaN
  1126.42        2500.00        5.98627                 NaN            NaN            NaN            NaN            NaN   27.1736                 NaN   1.43965        50.0546        2.11588        13.2300                 NaN
  1124.95        2500.00        5.99509                 NaN            NaN            NaN            NaN            NaN   27.1853                 NaN   1.43211        50.0629        2.12177        13.2028                 NaN
  1123.48        2500.00        6.00650                 NaN            NaN            NaN            NaN            NaN   27.1706                 NaN   1.42282        50.0779        2.12697        13.1952                 NaN
  1122.01        2500.00        6.01771                 NaN            NaN            NaN            NaN            NaN   27.1564                 NaN   1.41381        50.0924        2.13205        13.1876                 NaN
  1120.54        2500.00        5.99610                 NaN            NaN            NaN            NaN            NaN   27.2109                 NaN   1.46796        50.0091        2.12087        13.1951                 NaN
  1119.07        2500.00        6.03725                 NaN            NaN            NaN            NaN            NaN   27.1362                 NaN   1.40174        50.1114        2.14035        13.1731                 NaN
  1117.60        2500.00        5.99965                 NaN            NaN            NaN            NaN            NaN   27.2506                 NaN   1.46642        49.9860        2.12631        13.1711                 NaN
  1116.13        2500.00        5.81014                 NaN            NaN            NaN            NaN            NaN   27.3859                 NaN   1.63164        49.7734        2.19528        13.2036                 NaN
  1114.66        2500.00       0.378190        5.43863                 NaN            NaN            NaN            NaN   27.3749                 NaN   1.64602        49.7655        2.19238        13.2044                 NaN
  1113.19        2500.00        6.01776                 NaN            NaN            NaN            NaN            NaN   27.2566                 NaN   1.46644        49.9784        2.13283        13.1480                 NaN
  1111.72        2500.00        6.03797                 NaN            NaN            NaN            NaN            NaN   27.1358                 NaN   1.54672        49.9724        2.11372        13.1935                 NaN
  1110.25        2500.00        6.02781                 NaN            NaN            NaN            NaN            NaN   27.2763                 NaN   1.46964        49.9622        2.13529        13.1287                 NaN
  1108.78        2500.00        6.01167                 NaN            NaN            NaN            NaN            NaN   27.3706                 NaN   1.47337        49.8975        2.13508        13.1118                 NaN
  1107.31        2500.00        6.02550                 NaN            NaN            NaN            NaN            NaN   27.3431                 NaN   1.49772        49.8922        2.12739        13.1141                 NaN
  1105.84        2500.00        6.03071                 NaN            NaN            NaN            NaN            NaN   27.3488                 NaN   1.50485        49.8811        2.12682        13.1077                 NaN
  1104.37        2500.00        6.04387                 NaN            NaN            NaN            NaN            NaN   27.3371                 NaN   1.44836        49.9335        2.14722        13.0900                 NaN
  1102.90        2500.00        6.04625                 NaN            NaN            NaN            NaN            NaN   27.3547                 NaN   1.45544        49.9165        2.14674        13.0804                 NaN
  1101.43        2500.00        6.04108                 NaN            NaN            NaN            NaN            NaN   27.3691                 NaN   1.53260        49.8464        2.12686        13.0840                 NaN
  1099.96        2500.00        6.05756                 NaN            NaN            NaN            NaN            NaN   27.3276                 NaN   1.47034        49.9211        2.15079        13.0726                 NaN
  1098.49        2500.00        6.06250                 NaN            NaN            NaN            NaN            NaN   27.3379                 NaN   1.47690        49.9099        2.14956        13.0633                 NaN
  1097.02        2500.00        6.06808                 NaN            NaN            NaN            NaN            NaN   27.3449                 NaN   1.48657        49.8976        2.14742        13.0554                 NaN
  1095.55        2500.00        6.06402                 NaN            NaN            NaN            NaN            NaN   27.3941                 NaN   1.47483        49.8748        2.15360        13.0386                 NaN
  1094.08        2500.00        6.06906                 NaN            NaN            NaN            NaN            NaN   27.3949                 NaN   1.48673        49.8652        2.15253        13.0315                 NaN
  1092.61        2500.00        6.07003                 NaN            NaN            NaN            NaN            NaN   27.4273                 NaN   1.57971        49.7733        2.11794        13.0317                 NaN
  1091.14        2500.00        6.05470                 NaN            NaN            NaN            NaN            NaN   27.5257                 NaN   1.55700        49.7310        2.12962        13.0019                 NaN
  1089.67        2500.00        6.05258                 NaN            NaN            NaN            NaN            NaN   27.5496                 NaN   1.56304        49.7103        2.13227        12.9923                 NaN
  1088.20        2500.00        6.06468                 NaN            NaN            NaN            NaN            NaN   27.5484                 NaN   1.56538        49.7075        2.12850        12.9855                 NaN
  1086.73        2500.00        6.07956                 NaN            NaN            NaN            NaN            NaN   27.5006                 NaN   1.58229        49.7152        2.12404        12.9983                 NaN
  1085.26        2500.00        6.06096                 NaN            NaN            NaN            NaN            NaN   27.6347                 NaN   1.56354        49.6672        2.12912        12.9445                 NaN
  1083.79        2500.00        6.07608                 NaN            NaN            NaN            NaN            NaN   27.5878                 NaN   1.58526        49.6652        2.12638        12.9593                 NaN
  1082.32        2500.00        6.07769                 NaN            NaN            NaN            NaN            NaN   27.6121                 NaN   1.59005        49.6476        2.12620        12.9463                 NaN
  1080.85        2500.00        6.08023                 NaN            NaN            NaN            NaN            NaN   27.6313                 NaN   1.59589        49.6314        2.12591        12.9353                 NaN
  1079.38        2500.00        6.08388                 NaN            NaN            NaN            NaN            NaN   27.6464                 NaN   1.60271        49.6164        2.12496        12.9257                 NaN
  1077.91        2500.00        6.08683                 NaN            NaN            NaN            NaN            NaN   27.6649                 NaN   1.60875        49.6003        2.12428        12.9150                 NaN
  1076.44        2500.00        6.08669                 NaN            NaN            NaN            NaN            NaN   27.6988                 NaN   1.61242        49.5797        2.12462        12.8978                 NaN
  1074.97        2500.00        6.10034                 NaN            NaN            NaN            NaN            NaN   27.6414                 NaN   1.63830        49.5866        2.12052        12.9129                 NaN
  1073.50        2500.00        6.09276                 NaN            NaN            NaN            NaN            NaN   27.7368                 NaN   1.62544        49.5466        2.12270        12.8758                 NaN
  1072.03        2500.00        6.16390                 NaN            NaN            NaN            NaN            NaN   27.7825                 NaN   1.52175        49.6009        2.16067        12.7703                 NaN
  1070.56        2500.00        6.10227                 NaN            NaN            NaN            NaN            NaN   27.7600                 NaN   1.64088        49.5177        2.11945        12.8597                 NaN
  1069.09        2500.00        6.12719                 NaN            NaN            NaN            NaN            NaN   27.6591                 NaN   1.60248        49.6118        2.13914        12.8603                 NaN
  1067.62        2500.00        6.10933                 NaN            NaN            NaN            NaN            NaN   27.7958                 NaN   1.65496        49.4846        2.11669        12.8386                 NaN
  1066.15        2500.00        6.11394                 NaN            NaN            NaN            NaN            NaN   27.8090                 NaN   1.66271        49.4695        2.11492        12.8299                 NaN
  1064.68        2500.00        6.14233                 NaN            NaN            NaN            NaN            NaN   27.7488                 NaN   1.66777        49.4966        2.12206        12.8224                 NaN
  1063.21        2500.00        6.11800                 NaN            NaN            NaN            NaN            NaN   27.8587                 NaN   1.67572        49.4313        2.11279        12.8035                 NaN
  1061.74        2500.00        6.12264                 NaN            NaN            NaN            NaN            NaN   27.8706                 NaN   1.68396        49.4164        2.11091        12.7955                 NaN
  1060.27        2500.00        6.15891                 NaN            NaN            NaN            NaN            NaN   27.6948                 NaN   1.68546        49.5187        2.12076        12.8213                 NaN
  1058.80        2500.00        6.13157                 NaN            NaN            NaN            NaN            NaN   27.9151                 NaN   1.69026        49.3804        2.10724        12.7755                 NaN
  1057.33        2500.00        1.82240                 NaN            NaN            NaN   4.75230                 NaN   18.1045       0.365270E-001   6.49756        49.7705        2.83243        16.1838                 NaN
  1055.86        2500.00        6.13480                 NaN            NaN            NaN            NaN            NaN   27.9469                 NaN   1.70705        49.3481        2.10662        12.7565                 NaN
  1054.39        2500.00        6.16056                 NaN            NaN            NaN            NaN            NaN   27.8957                 NaN   1.65832        49.4233        2.12149        12.7407                 NaN
  1052.92        2500.00        6.14049                 NaN            NaN            NaN            NaN            NaN   27.9983                 NaN   1.72115        49.3084        2.10295        12.7286                 NaN
  1051.45        2500.00        6.14459                 NaN            NaN            NaN            NaN            NaN   28.0155                 NaN   1.73828        49.2891        2.09885        12.7138                 NaN
  1049.98        2500.00        6.15614                 NaN            NaN            NaN            NaN            NaN   28.0126                 NaN   1.72100        49.3004        2.10276        12.7071                 NaN
  1048.51        2500.00        6.16052                 NaN            NaN            NaN            NaN            NaN   28.0333                 NaN   1.73209        49.2812        2.09796        12.6949                 NaN
  1047.04        2500.00        6.15340                 NaN            NaN            NaN            NaN            NaN   28.0960                 NaN   1.76099        49.2251        2.09161        12.6729                 NaN
  1045.57        2500.00        6.17748                 NaN            NaN            NaN            NaN            NaN   27.9035                 NaN   1.82753        49.2851        2.08927        12.7171                 NaN
  1044.10        2500.00        6.16263                 NaN            NaN            NaN            NaN            NaN   28.1507                 NaN   1.77560        49.1847        2.08299        12.6433                 NaN
  1042.63        2500.00        6.18560                 NaN            NaN            NaN            NaN            NaN   27.9624                 NaN   1.84658        49.2371        2.07958        12.6888                 NaN
  1041.16        2500.00        6.16881                 NaN            NaN            NaN            NaN            NaN   28.1803                 NaN   1.79528        49.1480        2.08116        12.6265                 NaN
  1039.69        2500.00        6.18885                 NaN            NaN            NaN            NaN            NaN   28.0241                 NaN   1.72712        49.3015        2.11033        12.6480                 NaN
  1038.22        2500.00        6.18430                 NaN            NaN            NaN            NaN            NaN   28.1313                 NaN   1.75196        49.2182        2.10580        12.6084                 NaN
  1036.75        2500.00        6.18769                 NaN            NaN            NaN            NaN            NaN   28.1491                 NaN   1.76017        49.2060        2.10481        12.5922                 NaN
  1035.28        2500.00        6.18855                 NaN            NaN            NaN            NaN            NaN   28.2047                 NaN   1.77843        49.1541        2.09338        12.5808                 NaN
  1033.81        2500.00        6.18687                 NaN            NaN            NaN            NaN            NaN   28.2976                 NaN   1.84101        49.0434        2.06630        12.5648                 NaN
  1032.34        2500.00        6.20232                 NaN            NaN            NaN            NaN            NaN   28.1762                 NaN   1.81387        49.1505        2.09086        12.5663                 NaN
  1030.87        2500.00        6.19498                 NaN            NaN            NaN            NaN            NaN   28.3411                 NaN   1.86159        49.0013        2.05932        12.5416                 NaN
