|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1340.68        2500.00                 NaN   99.3644                 NaN            NaN            NaN  0.288901E-002  0.151389       0.264050       0.217322                 NaN            NaN            NaN            NaN
  1339.07        2500.00                 NaN   99.3721                 NaN            NaN            NaN  0.261875E-002  0.262593       0.148279       0.214381                 NaN            NaN            NaN            NaN
  1337.45        2500.00                 NaN   99.3808                 NaN            NaN            NaN  0.241046E-002  0.260547       0.145091       0.211183                 NaN            NaN            NaN            NaN
  1335.84        2500.00                 NaN   99.3889                 NaN            NaN            NaN  0.214964E-002  0.142078       0.258754       0.208116                 NaN            NaN            NaN            NaN
  1334.22        2500.00                 NaN   99.3968                 NaN            NaN            NaN  0.196210E-002  0.139142       0.256873       0.205192                 NaN            NaN            NaN            NaN
  1332.61        2500.00                 NaN   99.4051                 NaN            NaN            NaN  0.175297E-002  0.255058       0.136033       0.202104                 NaN            NaN            NaN            NaN
  1331.00        2500.00                 NaN   99.4126                 NaN            NaN            NaN  0.152437E-002  0.253468       0.133142       0.199269                 NaN            NaN            NaN            NaN
  1329.38        2500.00                 NaN   99.4201                 NaN            NaN            NaN  0.130985E-002  0.251767       0.130384       0.196485                 NaN            NaN            NaN            NaN
  1327.77        2500.00                 NaN   99.4272                 NaN            NaN            NaN  0.110679E-002  0.250196       0.127677       0.193804                 NaN            NaN            NaN            NaN
  1326.15        2500.00                 NaN   99.4345                 NaN            NaN            NaN  0.888965E-003  0.124720       0.248816       0.191028                 NaN            NaN            NaN            NaN
  1324.54        2500.00                 NaN   99.4414                 NaN            NaN            NaN  0.674433E-003  0.121908       0.247541       0.188433                 NaN            NaN            NaN            NaN
  1322.92        2500.00                 NaN   99.4481                 NaN            NaN            NaN  0.468750E-003  0.119314       0.246179       0.185910                 NaN            NaN            NaN            NaN
  1321.31        2500.00                 NaN   99.4548                 NaN            NaN            NaN  0.291218E-003  0.244600       0.116876       0.183411                 NaN            NaN            NaN            NaN
  1319.69        2500.00                 NaN   91.5717                 NaN            NaN            NaN  0.378111E-001  0.790338        1.24382        1.12888        5.22742                 NaN            NaN            NaN
  1318.08        2500.00                 NaN   72.2353                 NaN            NaN            NaN  0.122664        2.41687        3.69741        3.42641        18.1014                 NaN            NaN            NaN
  1316.46        2500.00                 NaN   77.4290                 NaN            NaN            NaN  0.932062E-001   3.03136        1.95465        2.78556        14.7063                 NaN            NaN            NaN
  1314.85        2500.00                 NaN   81.0319                 NaN            NaN            NaN  0.728755E-001   1.63070        2.57130        2.34158        12.3516                 NaN            NaN            NaN
  1313.23        2500.00                 NaN   83.6536                 NaN            NaN            NaN  0.579219E-001   1.39143        2.24016        2.01890        10.6380                 NaN            NaN            NaN
  1311.62        2500.00                 NaN   85.6528                 NaN            NaN            NaN  0.464606E-001   1.98787        1.20849        1.77288        9.33149                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   86.8533                 NaN            NaN            NaN  0.398437E-001   1.83014        1.09748        1.62637        8.55283                 NaN            NaN            NaN
  1308.39        2500.00                 NaN   88.9278                 NaN            NaN            NaN  0.286795E-001   1.58093       0.904185        1.36922        7.18913                 NaN            NaN            NaN
  1306.78        2500.00                 NaN   89.4890                 NaN            NaN            NaN  0.244326E-001  0.845711        1.51333        1.30164        6.82585                 NaN            NaN            NaN
  1305.16        2500.00                 NaN   90.3635                 NaN            NaN            NaN  0.196291E-001   1.40604       0.761341        1.19426        6.25524                 NaN            NaN            NaN
  1303.55        2500.00                 NaN   91.0800                 NaN            NaN            NaN  0.154706E-001   1.32190       0.688502        1.10648        5.78766                 NaN            NaN            NaN
  1301.93        2500.00                 NaN   91.7162                 NaN            NaN            NaN  0.118644E-001  0.623569        1.24773        1.02869        5.37190                 NaN            NaN            NaN
  1300.32        2500.00                 NaN   92.2544                 NaN            NaN            NaN  0.860417E-002   1.18961       0.563893       0.962399        5.02109                 NaN            NaN            NaN
  1298.70        2500.00                 NaN   74.6617                 NaN            NaN            NaN  0.578676E-001  0.936309E-001   4.74230        3.38222        17.0623                 NaN            NaN            NaN
  1297.09        2500.00                 NaN   94.1603                 NaN            NaN            NaN            NaN  0.981142       0.136037       0.665586        4.05695                 NaN            NaN            NaN
  1295.47        2500.00                 NaN   2.69448        89.1850                 NaN            NaN  0.209784E-002  0.487671        1.15405        1.03034        5.44632                 NaN            NaN            NaN
  1293.86        2500.00                 NaN   99.9405                 NaN            NaN            NaN            NaN  0.576701E-001            NaN  0.181129E-002            NaN            NaN            NaN            NaN
  1292.24        2500.00                 NaN   99.8084                 NaN            NaN            NaN            NaN  0.495359E-001            NaN  0.196769E-001  0.122346                 NaN            NaN            NaN
  1290.63        2500.00                 NaN   99.7555                 NaN            NaN            NaN            NaN  0.389655E-001            NaN  0.326047E-001  0.172943                 NaN            NaN            NaN
  1289.02        2500.00                 NaN   99.4495                 NaN            NaN            NaN            NaN  0.157210       0.185183E-001  0.301954E-001  0.344564                 NaN            NaN            NaN
  1287.40        2500.00                 NaN   93.3911                 NaN            NaN            NaN            NaN   1.41354       0.567617E-001  0.845746        4.29281                 NaN            NaN            NaN
  1285.79        2500.00                 NaN   97.6109                 NaN            NaN            NaN            NaN  0.447156                 NaN  0.334057        1.60789                 NaN            NaN            NaN
  1284.17        2500.00                 NaN   99.1983                 NaN            NaN            NaN            NaN  0.410378E-002  0.219891       0.758935E-001  0.501777                 NaN            NaN            NaN
  1282.56        2500.00                 NaN   98.4528                 NaN            NaN            NaN            NaN  0.194142       0.156083       0.185245        1.01168                 NaN            NaN            NaN
  1280.94        2500.00                 NaN   98.4813                 NaN            NaN            NaN            NaN  0.134469       0.215183       0.183208       0.985815                 NaN            NaN            NaN
  1279.33        2500.00                 NaN   98.4641                 NaN            NaN            NaN            NaN  0.273584       0.960568E-001  0.177345       0.988936                 NaN            NaN            NaN
  1277.71        2500.00                 NaN   98.2718                 NaN            NaN            NaN            NaN  0.244186       0.205589       0.223252        1.05516                 NaN            NaN            NaN
  1276.10        2500.00                 NaN   98.3125                 NaN            NaN            NaN            NaN  0.398737       0.525797E-002  0.177892        1.10557                 NaN            NaN            NaN
  1274.48        2500.00                 NaN   97.8790                 NaN            NaN            NaN            NaN  0.378122       0.115808       0.254773        1.37234                 NaN            NaN            NaN
  1272.87        2500.00                 NaN   96.5468                 NaN            NaN            NaN            NaN   1.02393                 NaN  0.378726        2.05058                 NaN            NaN            NaN
  1271.25        2500.00                 NaN   66.8263                 NaN            NaN            NaN            NaN   7.34819                 NaN   3.64129        21.2128                 NaN  0.971402                 NaN
  1269.64        2500.00                 NaN   99.1583                 NaN            NaN            NaN            NaN  0.981977E-001  0.462426E-001  0.103473       0.567737                 NaN  0.260469E-001            NaN
  1268.03        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN  0.431827E-004            NaN  0.147920E-004            NaN            NaN  0.283235E-005            NaN
  1266.41        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN            NaN            NaN  0.843577E-005  0.134499E-003            NaN  0.402405E-005            NaN
  1264.80        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN            NaN            NaN  0.591012E-005  0.493933E-004  0.134964E-004  0.522039E-005            NaN
  1263.18        2500.00                 NaN   97.3162                 NaN            NaN            NaN            NaN  0.453141                 NaN  0.293982        1.84269                 NaN  0.939379E-001            NaN
  1261.57        2500.00                 NaN   89.9808                 NaN            NaN            NaN            NaN  0.186711        1.70178        1.15330        6.66621                 NaN  0.311232                 NaN
  1259.95        2500.00                 NaN   97.5542                 NaN            NaN            NaN            NaN  0.401124                 NaN  0.305445        1.63528                 NaN  0.103966                 NaN
  1258.34        2500.00                 NaN   88.6544                 NaN            NaN            NaN            NaN  0.642440        1.03371        1.22325        8.06149                 NaN  0.384662                 NaN
  1256.72        2500.00                 NaN  0.216052        99.7663                 NaN            NaN            NaN  0.469433E-002            NaN  0.915101E-003  0.114429E-001            NaN  0.565446E-003            NaN
  1255.11        2500.00                 NaN   99.9732                 NaN            NaN            NaN            NaN  0.384751E-002            NaN  0.359375E-002  0.174746E-001            NaN  0.185156E-002            NaN
  1253.49        2500.00                 NaN   99.9948       0.217306E-005            NaN            NaN            NaN  0.254001E-002            NaN            NaN  0.269404E-002            NaN  0.721757E-005            NaN
  1251.88        2500.00                 NaN   99.6550                 NaN            NaN            NaN            NaN  0.571092E-001            NaN  0.363364E-001  0.238850                 NaN  0.126799E-001            NaN
  1250.26        2500.00                 NaN   99.9055                 NaN            NaN            NaN            NaN  0.448154E-002            NaN  0.140736E-001  0.759531E-001            NaN            NaN            NaN
  1248.65        2500.00                 NaN   90.9925                 NaN            NaN            NaN            NaN   1.24855                 NaN  0.962035        6.47265                 NaN  0.324318                 NaN
  1247.04        2500.00                 NaN   99.9555                 NaN            NaN            NaN            NaN  0.310454E-001            NaN  0.795406E-003            NaN            NaN  0.126987E-001            NaN
  1245.42        2500.00                 NaN   99.7498                 NaN            NaN            NaN            NaN  0.371690E-001            NaN  0.233826E-001  0.182327                 NaN  0.731909E-002            NaN
  1243.81        2500.00                 NaN   92.3274                 NaN            NaN            NaN            NaN   1.30629                 NaN  0.824972        5.30849                 NaN  0.232862                 NaN
  1242.19        2500.00                 NaN   99.9945                 NaN            NaN            NaN            NaN  0.124831E-002            NaN  0.425499E-002            NaN            NaN            NaN            NaN
  1240.58        2500.00                 NaN   99.9472                 NaN            NaN            NaN            NaN  0.272084E-002            NaN            NaN  0.296562E-001            NaN  0.789390E-003  0.196279E-001
  1238.96        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.35        2500.00                 NaN   27.1028                 NaN            NaN            NaN            NaN   5.43092                 NaN   5.48852        36.9973                 NaN  0.931198        24.0493     
  1235.73        2500.00                 NaN   35.3069                 NaN            NaN            NaN            NaN   4.91003       0.652045E-005   4.80067        32.1410                 NaN  0.723953        22.1175     
  1234.12        2500.00                 NaN   5.33984                 NaN            NaN            NaN  0.226547        7.18382                 NaN   7.14097        46.2135                 NaN  0.898131        32.9972     
  1232.50        2500.00                 NaN  0.137674E-004            NaN            NaN            NaN  0.582613        5.95410                 NaN   7.38858        49.0792                 NaN  0.957224        36.0383     
  1230.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1229.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1224.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1222.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1221.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1219.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1217.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1216.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1214.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1213.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1211.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1209.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1208.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1206.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1205.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1185.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1184.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1182.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1180.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1179.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1177.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1175.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1174.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1172.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1171.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1169.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1166.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1164.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1163.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1161.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1159.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1158.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1156.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1155.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1153.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1151.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1150.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1148.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1146.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1145.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1143.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1142.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1140.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1138.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1137.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1135.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1134.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1132.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1129.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1127.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1125.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1124.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1122.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1121.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1119.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1117.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1116.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1114.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1113.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1111.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1109.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1108.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1106.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1104.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1103.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1098.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1096.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1095.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1093.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1092.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1090.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1088.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1087.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1085.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1083.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1082.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1080.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1079.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1077.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1075.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1074.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1072.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1071.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1069.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1067.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1066.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1064.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1062.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1061.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1059.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1058.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1056.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1054.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1053.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1051.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1050.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1048.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1046.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1045.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1043.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1041.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1040.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1038.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1037.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1035.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1033.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1032.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1030.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1029.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1027.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1025.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1024.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1022.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1020.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1019.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1017.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1016.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1014.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1012.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
