|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           O(HP)          an             San(TH)        ilm            Sp(TH)         q             
  1271.15        2500.00        47.6287        42.6854       0.435787E-001   2.03101                 NaN            NaN            NaN            NaN   1.03518        6.17786       0.398220                 NaN            NaN
  1269.89        2500.00        76.0079                 NaN   5.50037                 NaN            NaN            NaN            NaN            NaN   2.57364        14.9788       0.939257                 NaN            NaN
  1268.63        2500.00        96.6077                 NaN  0.573398                 NaN            NaN            NaN            NaN            NaN  0.390542        2.30646       0.121893                 NaN            NaN
  1267.37        2500.00        97.0252                 NaN  0.468883                 NaN            NaN            NaN            NaN            NaN  0.377776        1.98346       0.144655                 NaN            NaN
  1266.11        2500.00        97.1959                 NaN  0.469664                 NaN            NaN            NaN            NaN            NaN  0.300122        1.92726       0.107082                 NaN            NaN
  1264.85        2500.00        96.7226                 NaN  0.363407                 NaN            NaN            NaN            NaN            NaN  0.282307        2.51953       0.112115                 NaN            NaN
  1263.59        2500.00        97.1749                 NaN  0.471246                 NaN            NaN            NaN            NaN            NaN  0.322155        1.93323       0.984482E-001            NaN            NaN
  1262.33        2500.00        97.6718                 NaN  0.386366                 NaN            NaN            NaN            NaN            NaN  0.242983        1.61209       0.867559E-001            NaN            NaN
  1261.06        2500.00        95.0349                 NaN  0.638857                 NaN            NaN            NaN            NaN            NaN  0.466790        3.85424       0.523231E-002            NaN            NaN
  1259.80        2500.00        99.5389                 NaN  0.148052                 NaN            NaN            NaN            NaN            NaN  0.964100E-001            NaN  0.216685                 NaN            NaN
  1258.54        2500.00        98.1880                 NaN  0.340804                 NaN            NaN            NaN            NaN            NaN  0.251915        1.20340       0.159257E-001            NaN            NaN
  1257.28        2500.00        97.7447                 NaN  0.294305                 NaN            NaN            NaN            NaN            NaN  0.191837        1.62456       0.144594                 NaN            NaN
  1256.02        2500.00        97.7730                 NaN  0.326668                 NaN            NaN            NaN            NaN            NaN  0.239850        1.57478       0.856626E-001            NaN            NaN
  1254.76        2500.00        98.0595                 NaN  0.307144                 NaN            NaN            NaN            NaN            NaN  0.223891        1.33412       0.753799E-001            NaN            NaN
  1253.50        2500.00        98.0072                 NaN  0.336291                 NaN            NaN            NaN            NaN            NaN  0.237914        1.32832       0.902681E-001            NaN            NaN
  1252.24        2500.00        97.9177                 NaN  0.263579                 NaN            NaN            NaN            NaN            NaN  0.179330        1.57969       0.596848E-001            NaN            NaN
  1250.97        2500.00        98.0767                 NaN  0.609680E-002  0.264374                 NaN            NaN            NaN            NaN  0.224926        1.34821       0.797328E-001            NaN            NaN
  1249.71        2500.00        97.9427                 NaN  0.201622       0.117299                 NaN            NaN            NaN            NaN  0.206492        1.46538       0.665104E-001            NaN            NaN
  1248.45        2500.00        98.3474                 NaN  0.786246E-001  0.143447                 NaN            NaN            NaN            NaN  0.188635        1.18485       0.570098E-001            NaN            NaN
  1247.19        2500.00        97.6668                 NaN  0.357009                 NaN            NaN            NaN            NaN            NaN  0.273270        1.59808       0.104884                 NaN            NaN
  1245.93        2500.00        98.9552                 NaN  0.174907                 NaN            NaN            NaN            NaN            NaN  0.855708E-001  0.774923       0.943772E-002            NaN            NaN
  1244.67        2500.00        98.6014                 NaN  0.228137                 NaN            NaN            NaN            NaN            NaN  0.172268       0.935461       0.627261E-001            NaN            NaN
  1243.41        2500.00        98.3711                 NaN  0.212653                 NaN            NaN            NaN            NaN            NaN  0.152129        1.21020       0.539653E-001            NaN            NaN
  1242.15        2500.00        79.1327                 NaN   1.27274                 NaN            NaN            NaN            NaN            NaN   1.47304        10.8912       0.264954                 NaN   6.96538     
  1240.88        2500.00        96.4439                 NaN  0.417849       0.162929                 NaN            NaN            NaN            NaN  0.339559        2.44606       0.189682                 NaN            NaN
  1239.62        2500.00        98.4100                 NaN  0.209429       0.332604E-001            NaN            NaN            NaN            NaN  0.173232        1.12493       0.491833E-001            NaN            NaN
  1238.36        2500.00        20.4702                 NaN   5.20235                 NaN            NaN            NaN            NaN            NaN   5.71446        40.4768        1.12594                 NaN   27.0103     
  1237.10        2500.00        23.2291                 NaN  0.469759        4.94252                 NaN            NaN            NaN            NaN   5.59544        38.5707       0.954292                 NaN   26.2382     
  1235.84        2500.00        38.9482                 NaN   2.27341        2.34060                 NaN            NaN            NaN            NaN   4.47269        30.3347       0.693334                 NaN   20.9370     
  1234.58        2500.00        60.1100                 NaN  0.738114        2.44703                 NaN            NaN            NaN            NaN   2.94422        19.6664       0.417434                 NaN   13.6768     
  1233.32        2500.00                 NaN            NaN   6.74227                 NaN            NaN            NaN  0.488952                 NaN   7.59179        48.7519       0.914338                 NaN   35.5107     
  1232.06        2500.00                 NaN            NaN   6.17846                 NaN            NaN            NaN  0.577537                 NaN   7.52203        49.0121       0.942771                 NaN   35.7671     
  1230.80        2500.00                 NaN            NaN   6.72450       0.323796E-005            NaN            NaN  0.490035                 NaN   7.58532        48.7704       0.916921                 NaN   35.5128     
  1229.53        2500.00                 NaN            NaN   4.76330        1.76563                 NaN            NaN  0.514787                 NaN   7.55562        48.9029       0.926223                 NaN   35.5715     
  1228.27        2500.00                 NaN            NaN   5.37067        1.07984                 NaN            NaN  0.524347                 NaN   7.53327        48.9630       0.932284                 NaN   35.5966     
  1227.01        2500.00                 NaN            NaN   2.64595        4.20540       0.380008E-005            NaN  0.460392                 NaN   7.59413        48.7738       0.911501                 NaN   35.4089     
  1225.75        2500.00                 NaN            NaN   5.49338        1.76077                 NaN            NaN  0.400262                 NaN   7.64504        48.5645       0.891529                 NaN   35.2445     
  1224.49        2500.00                 NaN            NaN   7.03083       0.352822E-005            NaN            NaN  0.437297                 NaN   7.62168        48.6512       0.902815                 NaN   35.3562     
  1223.23        2500.00                 NaN            NaN   6.14544        1.21032       0.562374E-004            NaN  0.381690                 NaN   7.65326        48.5333       0.887924                 NaN   35.1880     
  1221.97        2500.00                 NaN            NaN   6.45025       0.946852       0.311557E-003            NaN  0.374041                 NaN   7.65653        48.5207       0.886550                 NaN   35.1648     
  1220.71        2500.00                 NaN            NaN   8.47698                 NaN            NaN            NaN  0.190059                 NaN   7.77215        48.1205       0.835289                 NaN   34.6051     
  1219.44        2500.00                 NaN            NaN   3.23094        5.12837                 NaN            NaN  0.206770                 NaN   7.75101        48.1891       0.842891                 NaN   34.6509     
  1218.18        2500.00                 NaN            NaN   3.81450        4.71068                 NaN            NaN  0.174136                 NaN   7.76006        48.1559       0.838842                 NaN   34.5458     
  1216.92        2500.00                 NaN            NaN   5.25068        3.24092       0.277149E-004            NaN  0.179590                 NaN   7.75474        48.1712       0.840149                 NaN   34.5627     
  1215.66        2500.00                 NaN            NaN   9.44448                 NaN            NaN            NaN  0.173038E-001            NaN   7.85548        47.8171       0.795493                 NaN   34.0701     
  1214.40        2500.00                 NaN            NaN   3.47226        5.73959                 NaN            NaN  0.515962E-001            NaN   7.81943        47.9394       0.810966                 NaN   34.1667     
  1213.14        2500.00                 NaN            NaN   5.05867        4.09861                 NaN            NaN  0.596669E-001            NaN   7.81166        47.9671       0.814291                 NaN   34.1900     
  1211.88        2500.00                 NaN            NaN   6.40313        2.70557                 NaN            NaN  0.671882E-001            NaN   7.80724        47.9877       0.816950                 NaN   34.2122     
  1210.62        2500.00                 NaN            NaN   8.42824       0.401869                 NaN            NaN  0.115868                 NaN   7.78838        48.0746       0.828604                 NaN   34.3625     
  1209.36        2500.00                 NaN            NaN   8.83217       0.146246                 NaN            NaN  0.895126E-001            NaN   7.80832        48.0209       0.822009                 NaN   34.2808     
  1208.09        2500.00                 NaN            NaN   8.34828       0.887551                 NaN            NaN  0.432784E-001            NaN   7.82987        47.9419       0.811813                 NaN   34.1373     
  1206.83        2500.00                 NaN            NaN   7.80708        1.67388                 NaN            NaN            NaN            NaN   7.85102        47.8625       0.801355                 NaN   34.0042     
  1205.57        2500.00                 NaN            NaN   6.92619        2.55003                 NaN            NaN            NaN            NaN   7.84416        47.8725       0.802687                 NaN   34.0045     
  1204.31        2500.00                 NaN            NaN   4.34518        5.16041                 NaN            NaN            NaN            NaN   7.85816        47.8268       0.796723                 NaN   34.0127     
  1203.05        2500.00                 NaN            NaN   2.75874        6.75567                 NaN            NaN            NaN            NaN   7.86112        47.8114       0.796220                 NaN   34.0169     
  1201.79        2500.00                 NaN            NaN   5.42190        4.04417       0.115368E-005            NaN            NaN            NaN   7.82406        47.9008       0.804270                 NaN   34.0048     
  1200.53        2500.00                 NaN            NaN   4.42362        5.04861                 NaN            NaN            NaN            NaN   7.82521        47.8893       0.804767                 NaN   34.0085     
  1199.27        2500.00                 NaN            NaN   3.93224        5.54026                 NaN            NaN            NaN            NaN   7.82285        47.8888       0.805701                 NaN   34.0102     
  1198.00        2500.00                 NaN            NaN   4.57099        4.88366                 NaN            NaN            NaN            NaN   7.80644        47.9264       0.807324                 NaN   34.0052     
  1196.74        2500.00                 NaN            NaN   4.40044        5.04939                 NaN            NaN            NaN            NaN   7.80211        47.9351       0.808284                 NaN   34.0047     
  1195.48        2500.00                 NaN            NaN   4.05696        5.39629                 NaN            NaN            NaN            NaN   7.80242        47.9278       0.809033                 NaN   34.0075     
  1194.22        2500.00                 NaN            NaN   2.24688        5.27718        1.82472                 NaN            NaN            NaN   7.74158        48.1106       0.822061                 NaN   33.9770     
  1192.96        2500.00                 NaN            NaN   3.57200        5.88972                 NaN            NaN            NaN            NaN   7.80490        47.9122       0.808749                 NaN   34.0125     
  1191.70        2500.00                 NaN            NaN   3.33896        6.12731                 NaN            NaN            NaN            NaN   7.80694        47.9036       0.808348                 NaN   34.0149     
  1190.44        2500.00                 NaN            NaN   3.16873        6.29908                 NaN            NaN            NaN            NaN   7.80781        47.8999       0.808225                 NaN   34.0162     
  1189.18        2500.00                 NaN            NaN   4.46135        5.07312                 NaN            NaN            NaN            NaN   7.87699        47.7657       0.791352                 NaN   34.0315     
  1187.92        2500.00                 NaN            NaN   4.71234        4.81542                 NaN            NaN            NaN            NaN   7.87368        47.7758       0.792492                 NaN   34.0303     
  1186.65        2500.00                 NaN            NaN   2.77261        6.70368       0.497059E-005            NaN            NaN            NaN   7.81408        47.8827       0.806201                 NaN   34.0207     
  1185.39        2500.00                 NaN            NaN   2.74915        6.72894       0.507457E-005            NaN            NaN            NaN   7.81637        47.8780       0.805662                 NaN   34.0218     
  1184.13        2500.00                 NaN            NaN   2.17155        7.32224       0.583476E-005            NaN            NaN            NaN   7.83402        47.8442       0.801948                 NaN   34.0260     
  1182.87        2500.00                 NaN            NaN   2.21471        7.27938                 NaN            NaN            NaN            NaN   7.83496        47.8422       0.801799                 NaN   34.0269     
  1181.61        2500.00                 NaN            NaN   2.76938        6.71227                 NaN            NaN            NaN            NaN   7.82187        47.8669       0.804576                 NaN   34.0250     
  1180.35        2500.00                 NaN            NaN   2.79380        6.68865                 NaN            NaN            NaN            NaN   7.82349        47.8637       0.804313                 NaN   34.0260     
  1179.09        2500.00                 NaN            NaN   2.81291        6.67047                 NaN            NaN            NaN            NaN   7.82509        47.8605       0.804001                 NaN   34.0270     
  1177.83        2500.00                 NaN            NaN   2.82189        6.66274                 NaN            NaN            NaN            NaN   7.82695        47.8567       0.803651                 NaN   34.0281     
  1176.56        2500.00                 NaN            NaN   2.04985        4.37243        2.93624                 NaN            NaN            NaN   7.74730        48.0816       0.820998                 NaN   33.9916     
  1175.30        2500.00                 NaN            NaN   2.87574        6.61025       0.476324E-005            NaN            NaN            NaN   7.83017        47.8506       0.803131                 NaN   34.0301     
  1174.04        2500.00                 NaN            NaN   2.88287        6.60440                 NaN            NaN            NaN            NaN   7.83193        47.8470       0.802787                 NaN   34.0310     
  1172.78        2500.00                 NaN            NaN   2.90041        6.58774       0.473332E-005            NaN            NaN            NaN   7.83382        47.8435       0.802420                 NaN   34.0321     
  1171.52        2500.00                 NaN            NaN   2.91293        6.57630       0.471830E-005            NaN            NaN            NaN   7.83547        47.8400       0.802107                 NaN   34.0332     
  1170.26        2500.00                 NaN            NaN   2.95988        6.52964       0.454963E-005            NaN            NaN            NaN   7.83680        47.8376       0.801997                 NaN   34.0341     
  1169.00        2500.00                 NaN            NaN   2.95771        6.53314       0.456338E-005            NaN            NaN            NaN   7.83871        47.8337       0.801567                 NaN   34.0352     
  1167.74        2500.00                 NaN            NaN   2.97789        6.51402                 NaN            NaN            NaN            NaN   7.84036        47.8302       0.801268                 NaN   34.0362     
  1166.48        2500.00                 NaN            NaN   2.99698        6.49592                 NaN            NaN            NaN            NaN   7.84205        47.8269       0.800960                 NaN   34.0372     
  1165.21        2500.00                 NaN            NaN   3.01613        6.47773                 NaN            NaN            NaN            NaN   7.84374        47.8235       0.800659                 NaN   34.0382     
  1163.95        2500.00                 NaN            NaN   3.03205        6.46292                 NaN            NaN            NaN            NaN   7.84550        47.8199       0.800351                 NaN   34.0393     
  1162.69        2500.00                 NaN            NaN   3.05103        6.44499                 NaN            NaN            NaN            NaN   7.84709        47.8165       0.800012                 NaN   34.0404     
  1161.43        2500.00                 NaN            NaN   3.07301        6.42389                 NaN            NaN            NaN            NaN   7.84875        47.8133       0.799742                 NaN   34.0413     
  1160.17        2500.00                 NaN            NaN   3.09249        6.40540                 NaN            NaN            NaN            NaN   7.85052        47.8098       0.799424                 NaN   34.0424     
  1158.91        2500.00                 NaN            NaN   3.11086        6.38804                 NaN            NaN            NaN            NaN   7.85223        47.8064       0.799101                 NaN   34.0434     
  1157.65        2500.00                 NaN            NaN   3.12947        6.37042                 NaN            NaN            NaN            NaN   7.85388        47.8030       0.798801                 NaN   34.0444     
  1156.39        2500.00                 NaN            NaN   3.14780        6.35315                 NaN            NaN            NaN            NaN   7.85566        47.7995       0.798460                 NaN   34.0454     
  1155.12        2500.00                 NaN            NaN   3.15836        6.34388                 NaN            NaN            NaN            NaN   7.85777        47.7953       0.798151                 NaN   34.0466     
  1153.86        2500.00                 NaN            NaN   3.17456        6.32890                 NaN            NaN            NaN            NaN   7.85941        47.7917       0.797802                 NaN   34.0476     
  1152.60        2500.00                 NaN            NaN   3.19430        6.31017                 NaN            NaN            NaN            NaN   7.86103        47.7883       0.797494                 NaN   34.0487     
  1151.34        2500.00                 NaN            NaN   3.22053        6.28468                 NaN            NaN            NaN            NaN   7.86256        47.7855       0.797179                 NaN   34.0496     
  1150.08        2500.00                 NaN            NaN   3.23133        6.27536                 NaN            NaN            NaN            NaN   7.86455        47.7812       0.796836                 NaN   34.0508     
  1148.82        2500.00                 NaN            NaN   3.25039        6.25722                 NaN            NaN            NaN            NaN   7.86612        47.7780       0.796521                 NaN   34.0518     
  1147.56        2500.00                 NaN            NaN   3.26805        6.24063                 NaN            NaN            NaN            NaN   7.86787        47.7744       0.796193                 NaN   34.0528     
  1146.30        2500.00                 NaN            NaN   3.28815        6.22159                 NaN            NaN            NaN            NaN   7.86955        47.7710       0.795849                 NaN   34.0538     
  1145.04        2500.00                 NaN            NaN   3.30404        6.20692                 NaN            NaN            NaN            NaN   7.87127        47.7673       0.795514                 NaN   34.0549     
  1143.77        2500.00                 NaN            NaN   3.33194        6.17978                 NaN            NaN            NaN            NaN   7.87293        47.7642       0.795250                 NaN   34.0559     
  1142.51        2500.00                 NaN            NaN   3.34633        6.16657                 NaN            NaN            NaN            NaN   7.87467        47.7606       0.794902                 NaN   34.0569     
  1141.25        2500.00                 NaN            NaN   3.36051        6.15364                 NaN            NaN            NaN            NaN   7.87653        47.7568       0.794522                 NaN   34.0580     
  1139.99        2500.00                 NaN            NaN   4.35052       0.634063        4.31485                 NaN            NaN            NaN   7.73550        48.1375       0.827131                 NaN   34.0005     
  1138.73        2500.00                 NaN            NaN   4.34155       0.624584        4.33447                 NaN            NaN            NaN   7.73818        48.1328       0.826778                 NaN   34.0017     
  1137.47        2500.00                 NaN            NaN   4.33887       0.625899        4.33614                 NaN            NaN            NaN   7.73967        48.1305       0.826569                 NaN   34.0023     
  1136.21        2500.00                 NaN            NaN   3.43012        6.08865                 NaN            NaN            NaN            NaN   7.88340        47.7424       0.793152                 NaN   34.0622     
  1134.95        2500.00                 NaN            NaN   3.45658        6.06325                 NaN            NaN            NaN            NaN   7.88520        47.7389       0.792847                 NaN   34.0633     
  1133.68        2500.00                 NaN            NaN   5.32667        4.27083                 NaN            NaN            NaN            NaN   7.96467        47.5855       0.772217                 NaN   34.0801     
  1132.42        2500.00                 NaN            NaN   3.49128        6.03076                 NaN            NaN            NaN            NaN   7.88866        47.7317       0.792229                 NaN   34.0654     
  1131.16        2500.00                 NaN            NaN   3.50428        6.01913                 NaN            NaN            NaN            NaN   7.89034        47.7279       0.791834                 NaN   34.0665     
  1129.90        2500.00                 NaN            NaN  0.153262        2.61650        6.77571                 NaN            NaN            NaN   7.90174        47.6928       0.788078                 NaN   34.0719     
  1128.64        2500.00                 NaN            NaN  0.130821        2.87751        6.52436                 NaN            NaN            NaN   7.90288        47.7095       0.787174                 NaN   34.0677     
  1127.38        2500.00                 NaN            NaN   3.53597        5.99155                 NaN            NaN            NaN            NaN   7.89602        47.7159       0.790693                 NaN   34.0699     
  1126.12        2500.00                 NaN            NaN   3.55104        5.97755                 NaN            NaN            NaN            NaN   7.89772        47.7125       0.790336                 NaN   34.0709     
  1124.86        2500.00                 NaN            NaN   3.56626        5.96371                 NaN            NaN            NaN            NaN   7.89954        47.7085       0.789966                 NaN   34.0720     
  1123.60        2500.00                 NaN            NaN   5.22023        4.39032                 NaN            NaN            NaN            NaN   7.98156        47.5520       0.767704                 NaN   34.0882     
  1122.33        2500.00                 NaN            NaN   5.30906        4.30820                 NaN            NaN            NaN            NaN   7.98621        47.5393       0.766238                 NaN   34.0910     
  1121.07        2500.00                 NaN            NaN   2.69064        6.94467                 NaN            NaN            NaN            NaN   8.01334        47.4950       0.761256                 NaN   34.0950     
  1119.81        2500.00                 NaN            NaN   3.63608        5.89876                 NaN            NaN            NaN            NaN   7.90674        47.6936       0.788542                 NaN   34.0763     
  1118.55        2500.00                 NaN            NaN   3.64798        5.88845                 NaN            NaN            NaN            NaN   7.90860        47.6893       0.788165                 NaN   34.0775     
  1117.29        2500.00                 NaN            NaN   3.67052        5.86704                 NaN            NaN            NaN            NaN   7.91034        47.6857       0.787859                 NaN   34.0786     
  1116.03        2500.00                 NaN            NaN   3.67087        5.86841                 NaN            NaN            NaN            NaN   7.91232        47.6813       0.787388                 NaN   34.0797     
  1114.77        2500.00                 NaN            NaN   3.68697        5.85353                 NaN            NaN            NaN            NaN   7.91410        47.6776       0.786999                 NaN   34.0808     
  1113.51        2500.00                 NaN            NaN   3.70425        5.83755                 NaN            NaN            NaN            NaN   7.91596        47.6737       0.786630                 NaN   34.0819     
  1112.24        2500.00                 NaN            NaN   3.72103        5.82223                 NaN            NaN            NaN            NaN   7.91753        47.6699       0.786283                 NaN   34.0830     
  1110.98        2500.00                 NaN            NaN   3.73468        5.80989                 NaN            NaN            NaN            NaN   7.91951        47.6660       0.785880                 NaN   34.0841     
  1109.72        2500.00                 NaN            NaN   3.74691        5.79915                 NaN            NaN            NaN            NaN   7.92142        47.6618       0.785493                 NaN   34.0852     
  1108.46        2500.00                 NaN            NaN   3.75900        5.78862                 NaN            NaN            NaN            NaN   7.92341        47.6575       0.785080                 NaN   34.0864     
  1107.20        2500.00                 NaN            NaN   3.76430        5.78492                 NaN            NaN            NaN            NaN   7.92526        47.6532       0.784697                 NaN   34.0876     
  1105.94        2500.00                 NaN            NaN   3.78406        5.76630                 NaN            NaN            NaN            NaN   7.92716        47.6495       0.784317                 NaN   34.0887     
  1104.68        2500.00                 NaN            NaN   3.79607        5.75578                 NaN            NaN            NaN            NaN   7.92903        47.6454       0.783907                 NaN   34.0898     
  1103.42        2500.00                 NaN            NaN   3.80609        5.74735                 NaN            NaN            NaN            NaN   7.93083        47.6413       0.783466                 NaN   34.0910     
  1102.16        2500.00                 NaN            NaN   3.82294        5.73191                 NaN            NaN            NaN            NaN   7.93259        47.6374       0.783094                 NaN   34.0921     
  1100.89        2500.00                 NaN            NaN   3.83628        5.71997                 NaN            NaN            NaN            NaN   7.93441        47.6334       0.782712                 NaN   34.0932     
  1099.63        2500.00                 NaN            NaN   3.84052        5.71740                 NaN            NaN            NaN            NaN   7.93635        47.6291       0.782271                 NaN   34.0944     
  1098.37        2500.00                 NaN            NaN   3.85447        5.70477                 NaN            NaN            NaN            NaN   7.93806        47.6253       0.781921                 NaN   34.0955     
  1097.11        2500.00                 NaN            NaN   3.87430        5.68671                 NaN            NaN            NaN            NaN   7.93998        47.6208       0.781470                 NaN   34.0967     
  1095.85        2500.00                 NaN            NaN   3.88797        5.67440                 NaN            NaN            NaN            NaN   7.94171        47.6169       0.781084                 NaN   34.0979     
  1094.59        2500.00                 NaN            NaN   3.89839        5.66546                 NaN            NaN            NaN            NaN   7.94411        47.6124       0.780652                 NaN   34.0990     
  1093.33        2500.00                 NaN            NaN   3.91167        5.65374                 NaN            NaN            NaN            NaN   7.94572        47.6084       0.780281                 NaN   34.1002     
  1092.07        2500.00                 NaN            NaN   3.92392        5.64313                 NaN            NaN            NaN            NaN   7.94765        47.6041       0.779858                 NaN   34.1013     
  1090.80        2500.00                 NaN            NaN   3.93502        5.63335                 NaN            NaN            NaN            NaN   7.94939        47.6003       0.779477                 NaN   34.1024     
  1089.54        2500.00                 NaN            NaN   3.94805        5.62215                 NaN            NaN            NaN            NaN   7.95124        47.5958       0.779045                 NaN   34.1037     
  1088.28        2500.00                 NaN            NaN   3.95516        5.61655                 NaN            NaN            NaN            NaN   7.95336        47.5916       0.778585                 NaN   34.1048     
  1087.02        2500.00                 NaN            NaN   3.97030        5.60287                 NaN            NaN            NaN            NaN   7.95518        47.5876       0.778185                 NaN   34.1059     
  1085.76        2500.00                 NaN            NaN   3.97076        5.60406                 NaN            NaN            NaN            NaN   7.95691        47.5834       0.777745                 NaN   34.1071     
  1084.50        2500.00                 NaN            NaN   3.99015        5.58619                 NaN            NaN            NaN            NaN   7.95870        47.5793       0.777353                 NaN   34.1083     
  1083.24        2500.00                 NaN            NaN   4.00134        5.57672                 NaN            NaN            NaN            NaN   7.96093        47.5747       0.776894                 NaN   34.1094     
  1081.98        2500.00                 NaN            NaN   4.01304        5.56656                 NaN            NaN            NaN            NaN   7.96268        47.5706       0.776480                 NaN   34.1106     
  1080.72        2500.00                 NaN            NaN   4.01746        5.56393                 NaN            NaN            NaN            NaN   7.96451        47.5663       0.776006                 NaN   34.1118     
  1079.45        2500.00                 NaN            NaN   4.02925        5.55372                 NaN            NaN            NaN            NaN   7.96618        47.5623       0.775599                 NaN   34.1130     
  1078.19        2500.00                 NaN            NaN   4.03994        5.54482                 NaN            NaN            NaN            NaN   7.96842        47.5575       0.775171                 NaN   34.1142     
  1076.93        2500.00                 NaN            NaN   4.04860        5.53759                 NaN            NaN            NaN            NaN   7.97011        47.5536       0.774797                 NaN   34.1153     
  1075.67        2500.00                 NaN            NaN   4.06103        5.52702                 NaN            NaN            NaN            NaN   7.97223        47.5489       0.774302                 NaN   34.1165     
  1074.41        2500.00                 NaN            NaN   4.07260        5.51697                 NaN            NaN            NaN            NaN   7.97406        47.5448       0.773895                 NaN   34.1177     
  1073.15        2500.00                 NaN            NaN   4.07894        5.51262                 NaN            NaN            NaN            NaN   7.97613        47.5399       0.773406                 NaN   34.1190     
  1071.89        2500.00                 NaN            NaN   4.09436        5.49872                 NaN            NaN            NaN            NaN   7.97793        47.5358       0.773036                 NaN   34.1201     
  1070.63        2500.00                 NaN            NaN   4.10328        5.49151                 NaN            NaN            NaN            NaN   7.97980        47.5315       0.772604                 NaN   34.1213     
  1069.36        2500.00                 NaN            NaN   1.77272        4.37784        3.34795                 NaN            NaN            NaN   7.93791        47.6870       0.783797                 NaN   34.0928     
  1068.10        2500.00                 NaN            NaN   4.12240        5.47603                 NaN            NaN            NaN            NaN   7.98371        47.5224       0.771682                 NaN   34.1238     
  1066.84        2500.00                 NaN            NaN   4.13081        5.46930                 NaN            NaN            NaN            NaN   7.98562        47.5180       0.771242                 NaN   34.1250     
  1065.58        2500.00                 NaN            NaN   1.75559        4.40250        3.34730                 NaN            NaN            NaN   7.94497        47.6711       0.782077                 NaN   34.0965     
  1064.32        2500.00                 NaN            NaN   4.14704        5.45666                 NaN            NaN            NaN            NaN   7.98941        47.5092       0.770316                 NaN   34.1274     
  1063.06        2500.00                 NaN            NaN   4.16108        5.44435                 NaN            NaN            NaN            NaN   7.99159        47.5045       0.769869                 NaN   34.1286     
  1061.80        2500.00                 NaN            NaN   4.17509        5.43207                 NaN            NaN            NaN            NaN   7.99316        47.5005       0.769401                 NaN   34.1298     
  1060.54        2500.00                 NaN            NaN   1.72524        4.43735        3.35041                 NaN            NaN            NaN   7.95257        47.6521       0.780361                 NaN   34.1020     
  1059.28        2500.00                 NaN            NaN   4.19304        5.41781                 NaN            NaN            NaN            NaN   7.99726        47.4911       0.768489                 NaN   34.1323     
  1058.01        2500.00                 NaN            NaN   4.19576        5.41700                 NaN            NaN            NaN            NaN   7.99927        47.4865       0.767999                 NaN   34.1335     
  1056.75        2500.00                 NaN            NaN   4.20665        5.40824                 NaN            NaN            NaN            NaN   8.00124        47.4815       0.767526                 NaN   34.1349     
  1055.49        2500.00                 NaN            NaN   1.71410        4.45844        3.34966                 NaN            NaN            NaN   7.95855        47.6325       0.779022                 NaN   34.1077     
  1054.23        2500.00                 NaN            NaN   4.21504        5.40339                 NaN            NaN            NaN            NaN   8.00503        47.4727       0.766559                 NaN   34.1373     
  1052.97        2500.00                 NaN            NaN   4.02134        5.60518                 NaN            NaN            NaN            NaN   8.01000        47.4606       0.763932                 NaN   34.1390     
  1051.71        2500.00                 NaN            NaN   4.23295        5.38999                 NaN            NaN            NaN            NaN   8.00923        47.4620       0.765680                 NaN   34.1401     
  1050.45        2500.00                 NaN            NaN   1.68186        4.48595        3.35885                 NaN            NaN            NaN   7.96626        47.6181       0.777190                 NaN   34.1118     
  1049.19        2500.00                 NaN            NaN   4.23991        5.38752                 NaN            NaN            NaN            NaN   8.01332        47.4517       0.764689                 NaN   34.1428     
  1047.92        2500.00                 NaN            NaN   4.24960        5.38001                 NaN            NaN            NaN            NaN   8.01539        47.4465       0.764256                 NaN   34.1443     
  1046.66        2500.00                 NaN            NaN   1.68043        4.51553        3.33596                 NaN            NaN            NaN   7.97301        47.6042       0.775716                 NaN   34.1152     
  1045.40        2500.00                 NaN            NaN   4.25569        5.37801                 NaN            NaN            NaN            NaN   8.01931        47.4369       0.763289                 NaN   34.1468     
  1044.14        2500.00                 NaN            NaN   4.09221        5.54727                 NaN            NaN            NaN            NaN   8.02327        47.4289       0.760738                 NaN   34.1476     
  1042.88        2500.00                 NaN            NaN   4.10679        5.53430                 NaN            NaN            NaN            NaN   8.02494        47.4248       0.760367                 NaN   34.1488     
  1041.62        2500.00                 NaN            NaN   4.29788        5.34124                 NaN            NaN            NaN            NaN   8.02510        47.4233       0.761974                 NaN   34.1505     
  1040.36        2500.00                 NaN            NaN   4.10874        5.53676                 NaN            NaN            NaN            NaN   8.02907        47.4148       0.759250                 NaN   34.1514     
  1039.10        2500.00                 NaN            NaN   4.12682        5.52045                 NaN            NaN            NaN            NaN   8.03102        47.4102       0.758828                 NaN   34.1526     
  1037.84        2500.00                 NaN            NaN   4.09475       0.568933        4.73995                 NaN            NaN            NaN   7.91132        47.8009       0.796283                 NaN   34.0878     
  1036.57        2500.00                 NaN            NaN   4.10697       0.590738        4.71187                 NaN            NaN            NaN   7.91674        47.7889       0.794292                 NaN   34.0905     
