|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1211.43        2500.00                 NaN   8.31448                 NaN            NaN            NaN   6.04543                 NaN   8.32489        44.6108                 NaN   32.7044     
  1210.30        2500.00                 NaN   8.30921                 NaN            NaN            NaN   6.04830                 NaN   8.32678        44.6088                 NaN   32.7069     
  1209.18        2500.00                 NaN   8.30054                 NaN            NaN            NaN   6.05309                 NaN   8.32859        44.6071                 NaN   32.7107     
  1208.05        2500.00                 NaN   8.30029                 NaN            NaN            NaN   6.05283                 NaN   8.33108        44.6051                 NaN   32.7107     
  1206.93        2500.00                 NaN   8.29338                 NaN            NaN            NaN   6.05679                 NaN   8.33261        44.6032                 NaN   32.7140     
  1205.80        2500.00                 NaN   8.28929                 NaN            NaN            NaN   6.05920                 NaN   8.33414        44.6012                 NaN   32.7162     
  1204.68        2500.00                 NaN   8.28432                 NaN            NaN            NaN   6.06187                 NaN   8.33606        44.5992                 NaN   32.7185     
  1203.55        2500.00                 NaN   8.27973                 NaN            NaN            NaN   6.06434                 NaN   8.33800        44.5973                 NaN   32.7206     
  1202.43        2500.00                 NaN   8.27798                 NaN            NaN            NaN   6.06530                 NaN   8.34013        44.5947                 NaN   32.7219     
  1201.31        2500.00                 NaN   8.26690                 NaN            NaN            NaN   6.07155                 NaN   8.34141        44.5935                 NaN   32.7266     
  1200.18        2500.00                 NaN   8.18121       0.134185                 NaN            NaN   6.04294                 NaN   8.34783        44.5855                 NaN   32.7083     
  1199.06        2500.00                 NaN   8.15239       0.181746                 NaN            NaN   6.03321                 NaN   8.35798        44.5700                 NaN   32.7046     
  1197.93        2500.00                 NaN   8.27390                 NaN            NaN            NaN   6.06725                 NaN   8.34833        44.5855                 NaN   32.7250     
  1196.81        2500.00                 NaN   8.26107                 NaN            NaN            NaN   6.07474                 NaN   8.34910        44.5842                 NaN   32.7309     
  1195.68        2500.00                 NaN   8.23999                 NaN            NaN            NaN   6.08602                 NaN   8.35093        44.5836                 NaN   32.7395     
  1194.56        2500.00                 NaN   8.07653       0.275921                 NaN            NaN   6.02064                 NaN   8.36211        44.5682                 NaN   32.6966     
  1193.43        2500.00                 NaN   8.08311       0.256623                 NaN            NaN   6.02764                 NaN   8.36359        44.5672                 NaN   32.7018     
  1192.31        2500.00                 NaN   8.09008       0.238141                 NaN            NaN   6.03408                 NaN   8.36502        44.5660                 NaN   32.7067     
  1191.18        2500.00                 NaN   8.24800                 NaN            NaN            NaN   6.08156                 NaN   8.35911        44.5734                 NaN   32.7379     
  1190.06        2500.00                 NaN   8.23053                 NaN            NaN            NaN   6.09169                 NaN   8.36038        44.5716                 NaN   32.7458     
  1188.93        2500.00                 NaN   8.22494                 NaN            NaN            NaN   6.09479                 NaN   8.36184        44.5700                 NaN   32.7484     
  1187.81        2500.00                 NaN   8.26029                 NaN            NaN            NaN   6.07894                 NaN   8.39633        44.5164                 NaN   32.7480     
  1186.69        2500.00                 NaN   8.26029                 NaN            NaN            NaN   6.07894                 NaN   8.39633        44.5164                 NaN   32.7480     
  1185.56        2500.00                 NaN   8.26368                 NaN            NaN            NaN   6.05980                 NaN   8.39546        44.5161       0.182832E-001   32.7466     
  1184.44        2500.00                 NaN   8.26368                 NaN            NaN            NaN   6.05980                 NaN   8.39546        44.5161       0.182834E-001   32.7466     
  1183.31        2500.00                 NaN   8.26368                 NaN            NaN            NaN   6.05980                 NaN   8.39546        44.5161       0.182834E-001   32.7466     
  1182.19        2500.00                 NaN   8.26368                 NaN            NaN            NaN   6.05980                 NaN   8.39546        44.5161       0.182834E-001   32.7466     
  1181.06        2500.00                 NaN   8.16117       0.128640                 NaN            NaN   6.02601                 NaN   8.37998        44.5458       0.321336E-001   32.7262     
  1179.94        2500.00                 NaN  0.200619        8.12605                 NaN            NaN   5.99039                 NaN   8.38411        44.5391       0.471805E-001   32.7126     
  1178.81        2500.00                 NaN  0.231493        8.11331                 NaN            NaN   5.96799                 NaN   8.38687        44.5346       0.596788E-001   32.7060     
  1177.69        2500.00                 NaN  0.397588        8.02512                 NaN            NaN   5.90306                 NaN   8.39412        44.5231       0.803691E-001   32.6766     
  1176.56        2500.00                 NaN   8.01536       0.425122                 NaN            NaN   5.88095                 NaN   8.39685        44.5187       0.927952E-001   32.6702     
  1175.44        2500.00                 NaN  0.596105        7.92511                 NaN            NaN   5.81450                 NaN   8.40436        44.5069       0.113361        32.6397     
  1174.31        2500.00                 NaN   7.87548       0.695915                 NaN            NaN   5.76976                 NaN   8.40957        44.4986       0.129776        32.6209     
  1173.19        2500.00                 NaN  0.796107        7.82608                 NaN            NaN   5.72472                 NaN   8.41484        44.4903       0.146134        32.6018     
  1172.07        2500.00                 NaN   7.77690       0.896721                 NaN            NaN   5.67937                 NaN   8.42017        44.4819       0.162435        32.5825     
  1170.94        2500.00                 NaN   7.72793       0.997766                 NaN            NaN   5.63370                 NaN   8.42556        44.4734       0.178678        32.5630     
  1169.82        2500.00                 NaN   7.67914        1.09929                 NaN            NaN   5.58770                 NaN   8.43101        44.4648       0.194862        32.5432     
  1168.69        2500.00                 NaN   1.11584        7.67543                 NaN            NaN   5.56982                 NaN   8.43341        44.4611       0.205788        32.5386     
  1167.57        2500.00                 NaN   1.21622        7.62781                 NaN            NaN   5.52404                 NaN   8.43887        44.4526       0.221749        32.5187     
  1166.44        2500.00                 NaN   1.32134        7.57839                 NaN            NaN   5.47630                 NaN   8.44457        44.4436       0.237964        32.4978     
  1165.32        2500.00                 NaN   1.42668        7.52931                 NaN            NaN   5.42830                 NaN   8.45033        44.4346       0.254114        32.4766     
  1164.19        2500.00                 NaN   1.53063        7.48113                 NaN            NaN   5.38082                 NaN   8.45607        44.4257       0.270009        32.4556     
  1163.07        2500.00                 NaN   1.63177        7.43436                 NaN            NaN   5.33453                 NaN   8.46172        44.4170       0.285507        32.4352     
  1161.94        2500.00                 NaN   1.73226        7.38875                 NaN            NaN   5.28802                 NaN   8.46743        44.4081       0.300929        32.4145     
  1160.82        2500.00                 NaN   1.83148        7.34423                 NaN            NaN   5.24180                 NaN   8.47311        44.3993       0.316185        32.3939     
  1159.69        2500.00                 NaN   2.03895        7.24644                 NaN            NaN   5.15775                 NaN   8.48312        44.3837       0.337761        32.3523     
  1158.57        2500.00                 NaN   2.02842        7.25728                 NaN            NaN   5.14927                 NaN   8.48456        44.3816       0.346393        32.3525     
  1157.45        2500.00                 NaN   2.12642        7.21466                 NaN            NaN   5.10296                 NaN   8.49033        44.3727       0.361313        32.3316     
  1156.32        2500.00                 NaN   2.22765        7.17080                 NaN            NaN   5.05547                 NaN   8.49627        44.3635       0.376280        32.3100     
  1155.20        2500.00                 NaN   2.33615        7.12375                 NaN            NaN   5.00529                 NaN   8.50254        44.3538       0.391579        32.2868     
  1154.07        2500.00                 NaN   7.07346        2.45216                 NaN            NaN   4.95233                 NaN   8.50917        44.3437       0.407210        32.2620     
  1152.95        2500.00                 NaN   2.56783        7.02394                 NaN            NaN   4.89922                 NaN   8.51584        44.3334       0.422726        32.2370     
  1151.82        2500.00                 NaN   2.68144        6.97600                 NaN            NaN   4.84665                 NaN   8.52247        44.3233       0.437997        32.2122     
  1150.70        2500.00                 NaN   2.79250        6.92931                 NaN            NaN   4.79518                 NaN   8.52904        44.3132       0.452896        32.1879     
  1149.57        2500.00                 NaN   2.90411        6.88278                 NaN            NaN   4.74336                 NaN   8.53567        44.3031       0.467717        32.1633     
  1148.45        2500.00                 NaN   3.01627        6.83643                 NaN            NaN   4.69120                 NaN   8.54237        44.2929       0.482456        32.1384     
  1147.32        2500.00                 NaN   3.12900        6.79023                 NaN            NaN   4.63870                 NaN   8.54914        44.2826       0.497113        32.1132     
  1146.20        2500.00                 NaN   3.24068        6.74522                 NaN            NaN   4.58628                 NaN   8.55592        44.2723       0.511623        32.0880     
  1145.07        2500.00                 NaN   6.70070        3.35260                 NaN            NaN   4.53358                 NaN   8.56276        44.2619       0.525991        32.0625     
  1143.95        2500.00                 NaN   3.48035        6.64925                 NaN            NaN   4.47504                 NaN   8.57033        44.2504       0.541092        32.0335     
  1142.83        2500.00                 NaN   3.60894        6.59790                 NaN            NaN   4.41604                 NaN   8.57799        44.2388       0.556105        32.0043     
  1141.70        2500.00                 NaN   3.73557        6.54761                 NaN            NaN   4.35788                 NaN   8.58560        44.2272       0.570792        31.9753     
  1140.58        2500.00                 NaN   6.49759        3.86249                 NaN            NaN   4.29951                 NaN   8.59328        44.2157       0.585343        31.9461     
  1139.45        2500.00                 NaN   3.99027        6.44765                 NaN            NaN   4.24069                 NaN   8.60104        44.2040       0.599803        31.9166     
  1138.33        2500.00                 NaN   6.39777        4.11894                 NaN            NaN   4.18140                 NaN   8.60890        44.1922       0.614168        31.8867     
  1137.20        2500.00                 NaN   6.34896        4.24556                 NaN            NaN   4.12300                 NaN   8.61670        44.1805       0.628205        31.8571     
  1136.08        2500.00                 NaN   4.37256        6.30038                 NaN            NaN   4.06437                 NaN   8.62457        44.1687       0.642108        31.8273     
  1134.95        2500.00                 NaN   4.50045        6.25185                 NaN            NaN   4.00529                 NaN   8.63253        44.1568       0.655914        31.7972     
  1133.83        2500.00                 NaN   6.13540        4.79196                 NaN            NaN   3.88336                 NaN   8.64810        44.1328       0.677917        31.7305     
  1132.70        2500.00                 NaN   4.82463        6.12721                 NaN            NaN   3.86071                 NaN   8.65176        44.1280       0.686553        31.7212     
  1131.58        2500.00                 NaN   4.98034        6.06968                 NaN            NaN   3.78990                 NaN   8.66119        44.1137       0.701360        31.6838     
  1130.45        2500.00                 NaN   6.01205        5.13757                 NaN            NaN   3.71836                 NaN   8.67074        44.0993       0.716064        31.6460     
  1129.33        2500.00                 NaN   5.29632        5.95433                 NaN            NaN   3.64611                 NaN   8.68042        44.0847       0.730664        31.6075     
  1128.21        2500.00                 NaN   5.45662        5.89650                 NaN            NaN   3.57311                 NaN   8.69023        44.0699       0.745159        31.5685     
  1127.08        2500.00                 NaN   5.61853        5.83856                 NaN            NaN   3.49937                 NaN   8.70017        44.0549       0.759546        31.5289     
  1125.96        2500.00                 NaN   5.78363        5.77267                 NaN            NaN   3.42904                 NaN   8.70979        44.0406       0.773211        31.4911     
  1124.83        2500.00                 NaN   5.92657        5.72918                 NaN            NaN   3.35879                 NaN   8.71945        44.0261       0.786658        31.4532     
  1123.71        2500.00                 NaN   5.67464        6.07913                 NaN            NaN   3.28987                 NaN   8.72910        44.0118       0.799582        31.4159     
  1122.58        2500.00                 NaN   5.75277        6.01705                 NaN            NaN   3.24454                 NaN   8.73757        44.0111       0.832451        31.4045     
  1121.46        2500.00                 NaN   5.56948        6.38406                 NaN            NaN   3.14972                 NaN   8.74854        43.9829       0.825548        31.3397     
  1120.33        2500.00                 NaN   5.50347        6.57113                 NaN            NaN   3.06634                 NaN   8.75999        43.9658       0.839732        31.2935     
  1119.21        2500.00                 NaN   6.69820        5.46298                 NaN            NaN   3.00544                 NaN   8.76864        43.9531       0.851128        31.2605     
  1118.08        2500.00                 NaN   6.85358        5.41125                 NaN            NaN   2.93373                 NaN   8.77868        43.9382       0.863571        31.2210     
  1116.96        2500.00                 NaN   7.01506        5.35755                 NaN            NaN   2.85957                 NaN   8.78907        43.9228       0.876096        31.1798     
  1115.83        2500.00                 NaN   7.19620        5.29641                 NaN            NaN   2.77778                 NaN   8.80047        43.9059       0.889256        31.1340     
  1114.71        2500.00                 NaN   5.23634        7.37531                 NaN            NaN   2.69686                 NaN   8.81184        43.8891       0.902066        31.0885     
  1113.59        2500.00                 NaN   7.40940        5.26403                 NaN            NaN   2.64020                 NaN   8.83317        43.8746       0.918826        31.0597     
  1112.46        2500.00                 NaN   7.40940        5.26403                 NaN            NaN   2.64020                 NaN   8.83317        43.8746       0.918826        31.0597     
  1111.34        2500.00                 NaN   5.04549        7.95293                 NaN            NaN   2.43664                 NaN   8.84828        43.8349       0.941032        30.9407     
  1110.21        2500.00                 NaN   4.98430        8.14171                 NaN            NaN   2.35126                 NaN   8.86036        43.8171       0.953392        30.8919     
  1109.09        2500.00                 NaN   4.92281        8.33274                 NaN            NaN   2.26491                 NaN   8.87260        43.7990       0.965608        30.8423     
  1107.96        2500.00                 NaN   4.85835        8.53253                 NaN            NaN   2.17506                 NaN   8.88535        43.7802       0.977962        30.7905     
  1106.84        2500.00                 NaN   8.73260        4.79432                 NaN            NaN   2.08510                 NaN   8.89815        43.7613       0.990054        30.7385     
  1105.71        2500.00                 NaN   4.72794        8.94014                 NaN            NaN   1.99216                 NaN   8.91140        43.7418        1.00217        30.6845     
  1104.59        2500.00                 NaN   4.66840        9.13663                 NaN            NaN   1.90210                 NaN   8.92418        43.7229        1.01382        30.6320     
  1103.46        2500.00                 NaN   9.16961        4.66088                 NaN            NaN   1.88086                 NaN   8.92804        43.7210        1.01905        30.6206     
  1102.34        2500.00                 NaN   4.60457        9.37484                 NaN            NaN   1.78561                 NaN   8.94192        43.6973        1.03034        30.5654     
  1101.22        2500.00                 NaN   9.78579        4.46669                 NaN            NaN   1.61039                 NaN   8.96583        43.6614        1.04927        30.4606     
  1100.09        2500.00                 NaN   4.46530        9.82432                 NaN            NaN   1.58419                 NaN   8.97067        43.6550        1.05406        30.4465     
  1098.97        2500.00                 NaN   4.32615        10.2437                 NaN            NaN   1.40535                 NaN   8.99521        43.6181        1.07254        30.3390     
  1097.84        2500.00                 NaN   10.4798        4.25422                 NaN            NaN   1.29979                 NaN   9.01036        43.5958        1.08403        30.2760     
  1096.72        2500.00                 NaN   10.5343        4.24868                 NaN            NaN   1.26671                 NaN   9.01643        43.5875        1.08893        30.2574     
  1095.59        2500.00                 NaN   10.8075        4.16426                 NaN            NaN   1.14622                 NaN   9.03376        43.5620        1.10124        30.1850     
  1094.47        2500.00                 NaN   4.08426        11.0687                 NaN            NaN   1.03072                 NaN   9.05026        43.5378        1.11287        30.1153     
  1093.34        2500.00                 NaN   11.3216        4.00714                 NaN            NaN  0.919258                 NaN   9.06675        43.5136        1.12365        30.0480     
  1092.22        2500.00                 NaN   3.93200        11.5700                 NaN            NaN  0.809288                 NaN   9.08277        43.4903        1.13423        29.9814     
  1091.09        2500.00                 NaN   3.86438        11.8062                 NaN            NaN  0.702711                 NaN   9.09825        43.4675        1.14420        29.9167     
  1089.97        2500.00                 NaN   3.84994        11.8628                 NaN            NaN  0.675862                 NaN   9.10495        43.4588        1.14674        29.9009     
  1088.84        2500.00                 NaN   11.9502        3.82545                 NaN            NaN  0.636140                 NaN   9.11262        43.4478        1.15050        29.8773     
  1087.72        2500.00                 NaN   12.1883        3.78575                 NaN            NaN  0.499561                 NaN   9.12726        43.4388        1.16905        29.7912     
  1086.60        2500.00                 NaN   12.2787        3.76164                 NaN            NaN  0.457812                 NaN   9.13537        43.4277        1.17275        29.7660     
  1085.47        2500.00                 NaN   12.3742        3.73580                 NaN            NaN  0.414206                 NaN   9.14397        43.4159        1.17635        29.7396     
  1084.35        2500.00                 NaN   3.70971        12.4703                 NaN            NaN  0.370457                 NaN   9.15253        43.4041        1.17991        29.7131     
  1083.22        2500.00                 NaN   13.3318        3.44819                 NaN            NaN            NaN            NaN   9.20808        43.3187        1.20749        29.4857     
  1082.10        2500.00                 NaN   13.3250        3.45459                 NaN            NaN            NaN            NaN   9.20984        43.3175        1.20744        29.4857     
  1080.97        2500.00                 NaN   13.3831        3.41347                 NaN            NaN            NaN            NaN   9.21219        43.3036        1.20143        29.4863     
  1079.85        2500.00                 NaN   3.57276        13.1925                 NaN            NaN            NaN            NaN   9.23397        43.3182        1.20546        29.4772     
  1078.72        2500.00                 NaN   3.57384        13.1914                 NaN            NaN            NaN            NaN   9.23428        43.3179        1.20542        29.4772     
  1077.60        2500.00                 NaN   3.57475        13.1905                 NaN            NaN            NaN            NaN   9.23460        43.3177        1.20538        29.4771     
  1076.47        2500.00                 NaN   3.57562        13.1896                 NaN            NaN            NaN            NaN   9.23491        43.3173        1.20533        29.4772     
  1075.35        2500.00                 NaN   3.57627        13.1890                 NaN            NaN            NaN            NaN   9.23519        43.3171        1.20529        29.4772     
  1074.22        2500.00                 NaN   13.2435        3.52768                 NaN            NaN            NaN            NaN   9.24450        43.2976        1.20446        29.4823     
  1073.10        2500.00                 NaN   13.2425        3.52868                 NaN            NaN            NaN            NaN   9.24484        43.2973        1.20441        29.4823     
  1071.98        2500.00                 NaN   13.2416        3.52966                 NaN            NaN            NaN            NaN   9.24518        43.2969        1.20437        29.4823     
  1070.85        2500.00                 NaN   13.2406        3.53063                 NaN            NaN            NaN            NaN   9.24552        43.2966        1.20432        29.4823     
  1069.73        2500.00                 NaN   13.2397        3.53159                 NaN            NaN            NaN            NaN   9.24586        43.2962        1.20427        29.4823     
  1068.60        2500.00                 NaN   13.2388        3.53256                 NaN            NaN            NaN            NaN   9.24620        43.2959        1.20422        29.4823     
  1067.48        2500.00                 NaN   13.2379        3.53349                 NaN            NaN            NaN            NaN   9.24653        43.2956        1.20417        29.4823     
  1066.35        2500.00                 NaN   3.53007        13.2428                 NaN            NaN            NaN            NaN   9.24708        43.2942        1.20350        29.4823     
  1065.23        2500.00                 NaN   13.2355        3.53554                 NaN            NaN            NaN            NaN   9.24678        43.2960        1.20415        29.4821     
  1064.10        2500.00                 NaN   13.2349        3.53628                 NaN            NaN            NaN            NaN   9.24715        43.2955        1.20409        29.4821     
  1062.98        2500.00                 NaN   13.2343        3.53705                 NaN            NaN            NaN            NaN   9.24757        43.2949        1.20403        29.4822     
  1061.85        2500.00                 NaN   13.2335        3.53798                 NaN            NaN            NaN            NaN   9.24806        43.2942        1.20395        29.4823     
  1060.73        2500.00                 NaN   13.3189        3.49219                 NaN            NaN            NaN            NaN   9.27724        43.2265        1.19207        29.4931     
  1059.60        2500.00                 NaN   13.3164        3.49561                 NaN            NaN            NaN            NaN   9.28087        43.2222        1.19152        29.4934     
  1058.48        2500.00                 NaN   13.3081        3.50501                 NaN            NaN            NaN            NaN   9.28523        43.2163        1.19103        29.4944     
  1057.36        2500.00                 NaN   13.2715        3.51126                 NaN            NaN            NaN            NaN   9.25805        43.2730        1.20045        29.4857     
  1056.23        2500.00                 NaN   13.3071        3.50802                 NaN            NaN            NaN            NaN   9.29217        43.2080        1.18983        29.4949     
  1055.11        2500.00                 NaN   13.3050        3.51095                 NaN            NaN            NaN            NaN   9.29549        43.2041        1.18929        29.4952     
  1053.98        2500.00                 NaN   13.3021        3.51478                 NaN            NaN            NaN            NaN   9.29910        43.1996        1.18874        29.4956     
  1052.86        2500.00                 NaN   13.2993        3.51863                 NaN            NaN            NaN            NaN   9.30276        43.1950        1.18818        29.4961     
  1051.73        2500.00                 NaN   3.52234        13.2966                 NaN            NaN            NaN            NaN   9.30627        43.1906        1.18764        29.4966     
  1050.61        2500.00                 NaN   13.2934        3.52648                 NaN            NaN            NaN            NaN   9.30985        43.1862        1.18710        29.4970     
  1049.48        2500.00                 NaN   13.2900        3.53146                 NaN            NaN            NaN            NaN   9.31445        43.1797        1.18640        29.4980     
  1048.36        2500.00                 NaN   3.70919        13.0466                 NaN            NaN            NaN            NaN   9.28851        43.2712        1.20387        29.4806     
  1047.23        2500.00                 NaN   13.2851        3.53789                 NaN            NaN            NaN            NaN   9.32139        43.1716        1.18540        29.4986     
  1046.11        2500.00                 NaN   3.54136        13.2828                 NaN            NaN            NaN            NaN   9.32448        43.1677        1.18480        29.4989     
  1044.98        2500.00                 NaN   13.2810        3.54419                 NaN            NaN            NaN            NaN   9.32788        43.1634        1.18420        29.4993     
  1043.86        2500.00                 NaN   13.1404        3.63458                 NaN            NaN            NaN            NaN   9.30799        43.2299        1.19860        29.4885     
  1042.74        2500.00                 NaN   13.1583        3.62293                 NaN            NaN            NaN            NaN   9.31214        43.2198        1.19676        29.4902     
  1041.61        2500.00                 NaN   13.2362        3.56815                 NaN            NaN            NaN            NaN   9.32750        43.1822        1.19031        29.4956     
  1040.49        2500.00                 NaN   3.55121        13.2788                 NaN            NaN            NaN            NaN   9.34372        43.1436        1.18151        29.5012     
  1039.36        2500.00                 NaN   3.55133        13.2790                 NaN            NaN            NaN            NaN   9.34688        43.1401        1.18120        29.5015     
  1038.24        2500.00                 NaN   3.55292        13.2772                 NaN            NaN            NaN            NaN   9.35000        43.1372        1.18098        29.5017     
  1037.11        2500.00                 NaN   3.58758        13.1853                 NaN            NaN            NaN            NaN   9.32013        43.2091        1.20117        29.4967     
  1035.99        2500.00                 NaN   3.58758        13.1853                 NaN            NaN            NaN            NaN   9.32014        43.2090        1.20117        29.4967     
  1034.86        2500.00                 NaN   3.56974        13.2656                 NaN            NaN            NaN            NaN   9.36089        43.1215        1.17877        29.5035     
  1033.74        2500.00                 NaN   13.2307        3.58395                 NaN            NaN            NaN            NaN   9.35162        43.1484        1.18510        29.5002     
  1032.61        2500.00                 NaN   13.1621        3.61623                 NaN            NaN            NaN            NaN   9.31748        43.2142        1.19788        29.4921     
  1031.49        2500.00                 NaN   13.1589        3.61616                 NaN            NaN            NaN            NaN   9.31500        43.2192        1.19907        29.4916     
  1030.36        2500.00                 NaN   13.1583        3.61471                 NaN            NaN            NaN            NaN   9.31339        43.2223        1.19986        29.4914     
  1029.24        2500.00                 NaN   13.2443        3.59698                 NaN            NaN            NaN            NaN   9.37956        43.0963        1.17604        29.5069     
  1028.12        2500.00                 NaN   13.2443        3.59815                 NaN            NaN            NaN            NaN   9.38260        43.0923        1.17550        29.5071     
  1026.99        2500.00                 NaN   13.2389        3.60260                 NaN            NaN            NaN            NaN   9.38563        43.0898        1.17570        29.5073     
  1025.87        2500.00                 NaN   13.2395        3.60593                 NaN            NaN            NaN            NaN   9.39104        43.0814        1.17377        29.5084     
  1024.74        2500.00                 NaN   13.1735        3.59961                 NaN            NaN            NaN            NaN   9.31473        43.2186        1.20041        29.4932     
  1023.62        2500.00                 NaN   13.1251        3.65216                 NaN            NaN            NaN            NaN   9.33772        43.1806        1.20121        29.5032     
  1022.49        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1021.37        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1020.24        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1019.12        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1017.99        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1016.87        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1015.74        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1014.62        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1013.50        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1012.37        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1011.25        2500.00                 NaN   13.1246        3.65259                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1010.12        2500.00                 NaN   13.1246        3.65260                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1009.00        2500.00                 NaN   13.1246        3.65260                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1007.87        2500.00                 NaN   13.1246        3.65260                 NaN            NaN            NaN            NaN   9.33775        43.1806        1.20122        29.5032     
  1006.75        2500.00                 NaN   13.1246        3.65261                 NaN            NaN            NaN            NaN   9.33776        43.1806        1.20122        29.5032     
  1005.62        2500.00                 NaN   12.9830        3.80585                 NaN            NaN            NaN            NaN   9.34973        43.1432        1.20260        29.5156     
  1004.50        2500.00                 NaN   12.9830        3.80586                 NaN            NaN            NaN            NaN   9.34973        43.1432        1.20260        29.5156     
  1003.37        2500.00                 NaN   13.1821        3.68256                 NaN            NaN            NaN            NaN   9.46060        42.9911        1.16419        29.5194     
  1002.25        2500.00                 NaN   3.60890        13.2442                 NaN            NaN            NaN            NaN   9.44627        43.0243        1.16555        29.5108     
  1001.12        2500.00                 NaN   13.1724        3.69279                 NaN            NaN            NaN            NaN   9.46731        42.9832        1.16376        29.5205     
  1000.00        2500.00                 NaN   13.1676        3.69795                 NaN            NaN            NaN            NaN   9.47068        42.9792        1.16351        29.5211     
