|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          19
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.00        500.000        99.4141                 NaN            NaN            NaN            NaN            NaN            NaN  0.577675       0.820843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4595                 NaN            NaN            NaN            NaN            NaN            NaN  0.532259       0.819167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4313                 NaN            NaN            NaN            NaN            NaN            NaN  0.560502       0.821172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4356                 NaN            NaN            NaN            NaN            NaN            NaN  0.556274       0.817246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4401                 NaN            NaN            NaN            NaN            NaN            NaN  0.551799       0.812935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4440                 NaN            NaN            NaN            NaN            NaN            NaN  0.547914       0.808614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4494                 NaN            NaN            NaN            NaN            NaN            NaN  0.542557       0.804751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.9437                 NaN            NaN            NaN            NaN            NaN            NaN  0.216522                 NaN  0.839794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.0438                 NaN            NaN            NaN            NaN            NaN            NaN  0.125212                 NaN  0.831027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8856                 NaN            NaN            NaN            NaN            NaN            NaN  0.670087E-001            NaN   1.04735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9021                 NaN            NaN            NaN            NaN            NaN            NaN  0.630311E-001            NaN   1.03488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9228                 NaN            NaN            NaN            NaN            NaN            NaN  0.611096E-001            NaN   1.01604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9373                 NaN            NaN            NaN            NaN            NaN            NaN  0.584583E-001            NaN   1.00420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9605                 NaN            NaN            NaN            NaN            NaN            NaN  0.585471E-001            NaN  0.980997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9701                 NaN            NaN            NaN            NaN            NaN            NaN  0.570033E-001            NaN  0.972892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9962                 NaN            NaN            NaN            NaN            NaN            NaN  0.519502E-001            NaN  0.951891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0060                 NaN            NaN            NaN            NaN            NaN            NaN  0.505846E-001            NaN  0.943375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0194                 NaN            NaN            NaN            NaN            NaN            NaN  0.460097E-001            NaN  0.934602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0350                 NaN            NaN            NaN            NaN            NaN            NaN  0.431939E-001            NaN  0.921845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0509                 NaN            NaN            NaN            NaN            NaN            NaN  0.450754E-001            NaN  0.904051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.2870                 NaN            NaN            NaN            NaN            NaN            NaN  0.563638E-001            NaN   1.65667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.6525                 NaN            NaN            NaN            NaN            NaN            NaN  0.218437E-001            NaN  0.325646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3075                 NaN            NaN            NaN            NaN            NaN            NaN  0.301609E-001            NaN  0.662345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1056                 NaN            NaN            NaN            NaN            NaN            NaN  0.363972E-001            NaN  0.857975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1241                 NaN            NaN            NaN            NaN            NaN            NaN  0.384941E-001            NaN  0.837366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1337                 NaN            NaN            NaN            NaN            NaN            NaN  0.361397E-001            NaN  0.830170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1472                 NaN            NaN            NaN            NaN            NaN            NaN  0.344605E-001            NaN  0.818335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1584                 NaN            NaN            NaN            NaN            NaN            NaN  0.301144E-001            NaN  0.811476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1687                 NaN            NaN            NaN            NaN            NaN            NaN  0.285338E-001            NaN  0.802763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1787                 NaN            NaN            NaN            NaN            NaN            NaN  0.272553E-001            NaN  0.794015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1898                 NaN            NaN            NaN            NaN            NaN            NaN  0.905210E-002            NaN  0.801163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.2044                 NaN            NaN            NaN            NaN            NaN            NaN  0.406044E-001            NaN  0.754986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2112                 NaN            NaN            NaN            NaN            NaN            NaN  0.197633E-001            NaN  0.769065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2221                 NaN            NaN            NaN            NaN            NaN            NaN  0.192569E-001            NaN  0.758631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2316                 NaN            NaN            NaN            NaN            NaN            NaN  0.179019E-001            NaN  0.750482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2395                 NaN            NaN            NaN            NaN            NaN            NaN  0.580909E-002            NaN  0.754665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2517                 NaN            NaN            NaN            NaN            NaN            NaN  0.238628E-001            NaN  0.724445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2606                 NaN            NaN            NaN            NaN            NaN            NaN  0.137956E-001            NaN  0.725588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2683                 NaN            NaN            NaN            NaN            NaN            NaN  0.106647E-001            NaN  0.721049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2799                 NaN            NaN            NaN            NaN            NaN            NaN  0.157872E-001            NaN  0.704335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2873                 NaN            NaN            NaN            NaN            NaN            NaN  0.770582E-002            NaN  0.704964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2922                 NaN            NaN            NaN            NaN            NaN            NaN  0.395207E-002            NaN  0.703847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3005                 NaN            NaN            NaN            NaN            NaN            NaN  0.416571E-002            NaN  0.695369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3113                 NaN            NaN            NaN            NaN            NaN            NaN  0.656830E-002            NaN  0.682098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3246                 NaN            NaN            NaN            NaN            NaN            NaN  0.263923E-002            NaN  0.672801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3318                 NaN            NaN            NaN            NaN            NaN            NaN  0.263948E-002            NaN  0.665513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3332                 NaN            NaN            NaN            NaN            NaN            NaN  0.226176E-001            NaN  0.579012       0.651319E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.435153E-001  0.729837                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.366286E-001  0.731282                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2387                 NaN            NaN            NaN            NaN            NaN            NaN  0.815714E-004            NaN  0.305961E-001  0.730658                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.212543E-001  0.734868                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.162900E-001  0.734547                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.808997E-002  0.738008                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.191791E-002  0.739084                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.942635E-003  0.736651                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.877489E-001  0.641414                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.728995                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951337E-001  0.626195                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.598631E-001  0.660146                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719951                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719134                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.718521                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719330                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.718595                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.720835                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.724444                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732553                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.740034                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.2464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.753598                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.418265       0.583312                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.304316       0.759494                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.746676       0.301542                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.297226       0.735794                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725962       0.292817                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.716185       0.288753                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.1468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.660468       0.755590                 NaN  0.437186                 NaN            NaN            NaN
  1406.02        500.000        97.1589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.793510        1.09484                 NaN  0.952742                 NaN            NaN            NaN
  1403.51        500.000        97.2506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05858       0.768357                 NaN  0.922479                 NaN            NaN            NaN
  1401.00        500.000        97.3381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02535       0.743037                 NaN  0.893522                 NaN            NaN            NaN
  1398.50        500.000        97.4211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.720103       0.992660                 NaN  0.866124                 NaN            NaN            NaN
  1395.99        500.000        97.4983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.963541       0.697768                 NaN  0.840402                 NaN            NaN            NaN
  1393.48        500.000        97.5727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935010       0.676662                 NaN  0.815625                 NaN            NaN            NaN
  1390.98        500.000        97.6432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.656541       0.908290                 NaN  0.791999                 NaN            NaN            NaN
  1388.47        500.000        97.7106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.638492       0.881387                 NaN  0.769480                 NaN            NaN            NaN
  1385.96        500.000        97.7763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.617600       0.858679                 NaN  0.747382                 NaN            NaN            NaN
  1383.46        500.000        97.8380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.834749       0.600588                 NaN  0.726639                 NaN            NaN            NaN
  1380.95        500.000        97.8965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812701       0.583828                 NaN  0.706923                 NaN            NaN            NaN
  1378.45        500.000        97.9537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.567546       0.791059                 NaN  0.687723                 NaN            NaN            NaN
  1375.94        500.000        98.0061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772172       0.551827                 NaN  0.669867                 NaN            NaN            NaN
  1373.43        500.000        98.0587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.536885       0.752341                 NaN  0.652060                 NaN            NaN            NaN
  1370.93        500.000        98.1094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.733943       0.521839                 NaN  0.634789                 NaN            NaN            NaN
  1368.42        500.000        98.1548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.717370       0.508549                 NaN  0.619302                 NaN            NaN            NaN
  1365.91        500.000        98.2033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.699603       0.494574                 NaN  0.602495                 NaN            NaN            NaN
  1363.41        500.000        98.2452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.481929       0.684758                 NaN  0.588125                 NaN            NaN            NaN
  1360.90        500.000        98.2886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.468110       0.669819                 NaN  0.573482                 NaN            NaN            NaN
  1358.40        500.000        98.3291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.654952       0.456559                 NaN  0.559395                 NaN            NaN            NaN
  1355.89        500.000        98.3683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641402       0.444361                 NaN  0.545953                 NaN            NaN            NaN
  1353.38        500.000        98.4058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.627984       0.433295                 NaN  0.532920                 NaN            NaN            NaN
  1350.88        500.000        98.4423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.422530       0.614953                 NaN  0.520253                 NaN            NaN            NaN
  1348.37        500.000        98.4776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.411539       0.602844                 NaN  0.508022                 NaN            NaN            NaN
  1345.86        500.000        98.5120                 NaN            NaN            NaN            NaN            NaN            NaN  0.942427E-006            NaN            NaN  0.590778       0.401019                 NaN  0.496173                 NaN            NaN            NaN
  1343.36        500.000        98.5529                 NaN            NaN            NaN            NaN            NaN            NaN  0.494890E-001            NaN            NaN  0.466526       0.440693                 NaN  0.490365                 NaN            NaN            NaN
  1340.85        500.000        98.6119                 NaN            NaN            NaN            NaN            NaN            NaN  0.233131                 NaN            NaN  0.597760       0.553128E-001            NaN  0.501918                 NaN            NaN            NaN
  1338.35        500.000        98.6560                 NaN            NaN            NaN            NaN            NaN            NaN  0.243402                 NaN            NaN  0.612940                 NaN            NaN  0.487682                 NaN            NaN            NaN
  1335.84        500.000        98.6875                 NaN            NaN            NaN            NaN            NaN            NaN  0.236911                 NaN            NaN  0.599893                 NaN            NaN  0.475702                 NaN            NaN            NaN
  1333.33        500.000        98.7193                 NaN            NaN            NaN            NaN            NaN            NaN  0.234404                 NaN            NaN  0.582207                 NaN            NaN  0.464064                 NaN            NaN            NaN
  1330.83        500.000        98.7469                 NaN            NaN            NaN            NaN            NaN            NaN  0.222291                 NaN            NaN  0.578535                 NaN            NaN  0.452296                 NaN            NaN            NaN
  1328.32        500.000        98.7762                 NaN            NaN            NaN            NaN            NaN            NaN  0.224715                 NaN            NaN  0.556824                 NaN            NaN  0.442256                 NaN            NaN            NaN
  1325.81        500.000        98.8090                 NaN            NaN            NaN            NaN            NaN            NaN  0.217133                 NaN            NaN  0.544448                 NaN            NaN  0.429384                 NaN            NaN            NaN
  1323.31        500.000        98.8344                 NaN            NaN            NaN            NaN            NaN            NaN  0.209425                 NaN            NaN  0.537032                 NaN            NaN  0.419192                 NaN            NaN            NaN
  1320.80        500.000        98.8617                 NaN            NaN            NaN            NaN            NaN            NaN  0.205490                 NaN            NaN  0.524090                 NaN            NaN  0.408741                 NaN            NaN            NaN
  1318.30        500.000        98.8879                 NaN            NaN            NaN            NaN            NaN            NaN  0.200835                 NaN            NaN  0.512592                 NaN            NaN  0.398704                 NaN            NaN            NaN
  1315.79        500.000        98.9140                 NaN            NaN            NaN            NaN            NaN            NaN  0.195705                 NaN            NaN  0.501637                 NaN            NaN  0.388698                 NaN            NaN            NaN
  1313.28        500.000        98.9397                 NaN            NaN            NaN            NaN            NaN            NaN  0.190957                 NaN            NaN  0.490862                 NaN            NaN  0.378486                 NaN            NaN            NaN
  1310.78        500.000        98.7922                 NaN            NaN            NaN            NaN            NaN            NaN  0.219765                 NaN            NaN  0.544030                 NaN            NaN  0.444007                 NaN            NaN            NaN
  1308.27        500.000        99.1441                 NaN            NaN            NaN            NaN            NaN            NaN  0.149239                 NaN            NaN  0.418663                 NaN            NaN  0.288011                 NaN            NaN            NaN
  1305.76        500.000        99.0103                 NaN            NaN            NaN            NaN            NaN            NaN  0.176201                 NaN            NaN  0.462276                 NaN            NaN  0.351187                 NaN            NaN            NaN
  1303.26        500.000        99.0330                 NaN            NaN            NaN            NaN            NaN            NaN  0.171808                 NaN            NaN  0.453004                 NaN            NaN  0.342190                 NaN            NaN            NaN
  1300.75        500.000        99.0544                 NaN            NaN            NaN            NaN            NaN            NaN  0.167249                 NaN            NaN  0.444644                 NaN            NaN  0.333677                 NaN            NaN            NaN
  1298.25        500.000        99.0755                 NaN            NaN            NaN            NaN            NaN            NaN  0.162676                 NaN            NaN  0.436244                 NaN            NaN  0.325561                 NaN            NaN            NaN
  1295.74        500.000        99.0950                 NaN            NaN            NaN            NaN            NaN            NaN  0.165480                 NaN            NaN  0.416840                 NaN            NaN  0.322690                 NaN            NaN            NaN
  1293.23        500.000        99.1174                 NaN            NaN            NaN            NaN            NaN            NaN  0.153426                 NaN            NaN  0.423625                 NaN            NaN  0.305535                 NaN            NaN            NaN
  1290.73        500.000        99.1375                 NaN            NaN            NaN            NaN            NaN            NaN  0.145398                 NaN            NaN  0.416573                 NaN            NaN  0.300521                 NaN            NaN            NaN
  1288.22        500.000        99.1535                 NaN            NaN            NaN            NaN            NaN            NaN  0.144282                 NaN            NaN  0.407670                 NaN            NaN  0.294537                 NaN            NaN            NaN
  1285.71        500.000        99.1700                 NaN            NaN            NaN            NaN            NaN            NaN  0.141454                 NaN            NaN  0.399712                 NaN            NaN  0.288798                 NaN            NaN            NaN
  1283.21        500.000        99.1933                 NaN            NaN            NaN            NaN            NaN            NaN  0.134378                 NaN            NaN  0.393970                 NaN            NaN  0.278316                 NaN            NaN            NaN
  1280.70        500.000        97.1231                 NaN            NaN            NaN            NaN            NaN            NaN  0.189611                 NaN            NaN  0.753666                 NaN            NaN  0.491995        1.44158                 NaN            NaN
  1278.20        500.000        90.2061                 NaN            NaN            NaN            NaN            NaN            NaN  0.691725E-002            NaN            NaN   1.09864        1.35566                 NaN   1.21575        6.11696                 NaN            NaN
  1275.69        500.000        91.0823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757063        1.50167                 NaN   1.12711        5.53188                 NaN            NaN
  1273.18        500.000        91.9720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.581060        1.46239                 NaN   1.02208        4.96248                 NaN            NaN
  1270.68        500.000        92.7157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86172                 NaN            NaN  0.932700        4.48993                 NaN            NaN
  1268.17        500.000        93.3558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.70355                 NaN            NaN  0.854031        4.08657                 NaN            NaN
  1265.66        500.000        93.8922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.57094                 NaN            NaN  0.788038        3.74883                 NaN            NaN
  1263.16        500.000        94.3546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.45653                 NaN            NaN  0.730453        3.45837                 NaN            NaN
  1260.65        500.000        94.7516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35821                 NaN            NaN  0.681177        3.20901                 NaN            NaN
  1258.15        500.000        95.1112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26889                 NaN            NaN  0.633820        2.98605                 NaN            NaN
  1255.64        500.000        95.4186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19158                 NaN            NaN  0.596927        2.79292                 NaN            NaN
  1253.13        500.000        95.6948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12413                 NaN            NaN  0.559378        2.62167                 NaN            NaN
  1250.63        500.000        95.9479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06014                 NaN            NaN  0.526156        2.46581                 NaN            NaN
  1248.12        500.000        96.1724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00236                 NaN            NaN  0.499791        2.32541                 NaN            NaN
  1245.61        500.000        96.3644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.957783                 NaN            NaN  0.471841        2.20600                 NaN            NaN
  1243.11        500.000        96.5545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.909529                 NaN            NaN  0.445953        2.09003                 NaN            NaN
  1240.60        500.000        96.7282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.865330                 NaN            NaN  0.422353        1.98415                 NaN            NaN
  1238.10        500.000        96.8778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.828373                 NaN            NaN  0.402858        1.89093                 NaN            NaN
  1235.59        500.000        97.0177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.793225                 NaN            NaN  0.385277        1.80379                 NaN            NaN
  1233.08        500.000        97.1502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.760343                 NaN            NaN  0.366438        1.72304                 NaN            NaN
  1230.58        500.000        97.2729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.729673                 NaN            NaN  0.349425        1.64796                 NaN            NaN
  1228.07        500.000        97.3975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.696666                 NaN            NaN  0.329828        1.57599                 NaN            NaN
  1225.56        500.000        97.5000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.670798                 NaN            NaN  0.318676        1.51055                 NaN            NaN
  1223.06        500.000        97.6020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.644425                 NaN            NaN  0.304330        1.44929                 NaN            NaN
  1220.55        500.000        97.5503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.620872                 NaN            NaN  0.306832        1.49717       0.248329E-001            NaN
  1218.05        500.000        97.6456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.578574                 NaN            NaN  0.294481        1.45153       0.298306E-001            NaN
  1215.54        500.000        97.7303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.566658                 NaN            NaN  0.281513        1.39404       0.274654E-001            NaN
  1213.03        500.000        97.7782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.541202                 NaN            NaN  0.269050        1.35759       0.261240E-001  0.278513E-001
  1210.53        500.000        78.9001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32889                 NaN            NaN   1.71447        8.38340       0.927061E-001   8.58041     
  1208.02        500.000        80.1615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23204                 NaN            NaN   1.61185        7.84427       0.812688E-001   8.06906     
  1205.51        500.000        81.6849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07865                 NaN            NaN   1.48813        7.23206       0.704774E-001   7.44578     
  1203.01        500.000        81.8917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.932968        1.07323                 NaN   1.41167        7.18381       0.758447E-001   7.43080     
  1200.50        500.000        80.3583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74285       0.445814                 NaN   1.61193        7.69524       0.626069E-001   8.08325     
  1197.99        500.000        86.6783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.52866                 NaN            NaN   1.07586        5.48264       0.443344E-001   5.19018     
