|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1305.38        2500.00        99.0444                 NaN  0.157452                 NaN  0.535524                 NaN            NaN  0.262582                 NaN            NaN            NaN            NaN
  1303.79        2500.00        99.0511                 NaN  0.152292                 NaN  0.536590                 NaN            NaN  0.260025                 NaN            NaN            NaN            NaN
  1302.20        2500.00        99.0585                 NaN  0.148711                 NaN  0.535383                 NaN            NaN  0.257442                 NaN            NaN            NaN            NaN
  1300.61        2500.00        92.5408                 NaN  0.523535                 NaN   2.09215                 NaN            NaN   1.05957        3.78394                 NaN            NaN            NaN
  1299.02        2500.00        88.6217                 NaN  0.684810                 NaN   3.12595                 NaN            NaN   1.54169        6.02586                 NaN            NaN            NaN
  1297.43        2500.00        89.1805                 NaN  0.582861                 NaN   3.09456                 NaN            NaN   1.47217        5.66993                 NaN            NaN            NaN
  1295.84        2500.00        86.1044                 NaN  0.663136                 NaN   3.85259                 NaN            NaN   1.87999        7.24543       0.254440                 NaN            NaN
  1294.25        2500.00        83.1720                 NaN  0.823453                 NaN   4.47538                 NaN            NaN   2.26523        8.74543       0.518477                 NaN            NaN
  1292.66        2500.00        84.6851                 NaN  0.762567                 NaN   4.11213                 NaN            NaN   2.06564        7.90938       0.465153                 NaN            NaN
  1291.07        2500.00        86.0397                 NaN  0.694113                 NaN   3.79560                 NaN            NaN   1.88678        7.16610       0.417678                 NaN            NaN
  1289.48        2500.00        82.7219                 NaN  0.849187                 NaN   4.51757                 NaN            NaN   2.37967        9.00302       0.528643                 NaN            NaN
  1287.89        2500.00        91.9620                 NaN  0.423571                 NaN   2.35438                 NaN            NaN   1.05940        3.96947       0.231182                 NaN            NaN
  1286.29        2500.00        91.1595                 NaN  0.409441                 NaN   2.60229                 NaN            NaN   1.19310        4.39176       0.243945                 NaN            NaN
  1284.70        2500.00        89.8835                 NaN  0.404210                 NaN   2.97647                 NaN            NaN   1.37914        5.07460       0.282057                 NaN            NaN
  1283.11        2500.00        89.0902                 NaN  0.507998                 NaN   3.00185                 NaN            NaN   1.51805        5.57881       0.303085                 NaN            NaN
  1281.52        2500.00        92.8669                 NaN            NaN            NaN   2.48973                 NaN            NaN  0.874339        3.54983       0.219249                 NaN            NaN
  1279.93        2500.00        88.8458                 NaN   1.12899                 NaN   2.62499                 NaN            NaN   1.67961        5.42139       0.299187                 NaN            NaN
  1278.34        2500.00        94.3856                 NaN            NaN            NaN   2.09677                 NaN            NaN  0.689693        2.70616       0.121770                 NaN            NaN
  1276.75        2500.00        92.7804                 NaN            NaN            NaN   2.54128                 NaN            NaN  0.971390        3.52315       0.183770                 NaN            NaN
  1275.16        2500.00        89.2210                 NaN  0.141090                 NaN   2.99389                 NaN            NaN   1.54111        5.79017       0.312696                 NaN            NaN
  1273.57        2500.00        87.8677                 NaN  0.813078                 NaN   2.10987                 NaN            NaN   1.79944        6.98676       0.423137                 NaN            NaN
  1271.98        2500.00        94.8560                 NaN            NaN            NaN   1.54209                 NaN            NaN  0.713988        2.75591       0.131978                 NaN            NaN
  1270.39        2500.00        96.1226                 NaN            NaN            NaN   1.18308                 NaN            NaN  0.589189        2.01422       0.909007E-001            NaN            NaN
  1268.80        2500.00        98.5731                 NaN            NaN            NaN  0.953894E-002            NaN            NaN  0.388436       0.998205       0.307681E-001            NaN            NaN
  1267.21        2500.00        96.7618                 NaN            NaN            NaN   1.81521                 NaN            NaN  0.258941        1.11239       0.516402E-001            NaN            NaN
  1265.62        2500.00        97.6655                 NaN            NaN            NaN  0.523506                 NaN            NaN  0.461352        1.31048       0.391705E-001            NaN            NaN
  1264.03        2500.00        98.1090                 NaN            NaN            NaN   1.03373                 NaN            NaN  0.176941       0.644097       0.362399E-001            NaN            NaN
  1262.44        2500.00        97.1958                 NaN            NaN            NaN   1.30923                 NaN            NaN  0.370084        1.07741       0.474566E-001            NaN            NaN
  1260.85        2500.00        97.6143                 NaN            NaN            NaN  0.808197                 NaN            NaN  0.333823        1.18180       0.618654E-001            NaN            NaN
  1259.26        2500.00        92.3672                 NaN            NaN            NaN   3.01601       0.244859                 NaN  0.890044        3.28966       0.192200                 NaN            NaN
  1257.67        2500.00        92.5255                 NaN            NaN            NaN  0.359792        4.15811                 NaN  0.788085        2.10588       0.626228E-001            NaN            NaN
  1256.07        2500.00        93.6249                 NaN            NaN            NaN   1.98222       0.789889                 NaN  0.787831        2.75623       0.588962E-001            NaN            NaN
  1254.48        2500.00        96.4094                 NaN            NaN            NaN  0.669147       0.654336                 NaN  0.449467        1.72218       0.955101E-001            NaN            NaN
  1252.89        2500.00        96.0873                 NaN            NaN            NaN   1.38574                 NaN            NaN  0.514205        1.92266       0.900619E-001            NaN            NaN
  1251.30        2500.00        95.8652                 NaN            NaN            NaN   1.37305                 NaN            NaN  0.525320        2.12792       0.108518                 NaN            NaN
  1249.71        2500.00        91.7228                 NaN            NaN            NaN   1.89894       0.538337E-005            NaN   1.15954        4.89706       0.321651                 NaN            NaN
  1248.12        2500.00        98.7117                 NaN            NaN            NaN   1.17288                 NaN            NaN  0.115419                 NaN            NaN            NaN            NaN
  1246.53        2500.00        98.5963                 NaN            NaN            NaN  0.629639                 NaN            NaN  0.138577       0.617033       0.184316E-001            NaN            NaN
  1244.94        2500.00        97.3066                 NaN            NaN            NaN  0.854150       0.849794E-001            NaN  0.407098        1.34722                 NaN            NaN            NaN
  1243.35        2500.00        97.3851                 NaN            NaN            NaN   1.05104                 NaN            NaN  0.364276        1.17837       0.212145E-001            NaN            NaN
  1241.76        2500.00        97.4113                 NaN            NaN            NaN  0.836971                 NaN            NaN  0.302116        1.40627       0.433533E-001            NaN            NaN
  1240.17        2500.00        90.1251                 NaN            NaN            NaN   2.57466                 NaN            NaN   1.14218        5.84360       0.314507                 NaN            NaN
  1238.58        2500.00        99.0143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.681012       0.354932E-001  0.269192                 NaN
  1236.99        2500.00        98.9700                 NaN            NaN            NaN  0.883982                 NaN            NaN  0.146043                 NaN            NaN            NaN            NaN
  1235.40        2500.00        98.2318                 NaN            NaN            NaN  0.578657                 NaN            NaN  0.174201       0.960421       0.549182E-001            NaN            NaN
  1233.81        2500.00        97.0855                 NaN            NaN            NaN  0.608696       0.305867                 NaN  0.537380        1.46252                 NaN            NaN            NaN
  1232.22        2500.00        64.8645                 NaN   2.16263                 NaN  0.252689E-005            NaN            NaN   2.35910        16.7207       0.505115        13.3880                 NaN
  1230.63        2500.00        85.5120                 NaN            NaN            NaN   5.31406        1.84151                 NaN   2.43787        3.73301                 NaN   1.16152                 NaN
  1229.04        2500.00                 NaN            NaN            NaN            NaN   4.71716        10.1867       0.219437E-002   8.12526        44.0469        1.18747        31.7343                 NaN
  1227.45        2500.00                 NaN            NaN   4.33169                 NaN   8.34626       0.229532E-002            NaN   7.89871        45.1042        1.47756        32.8392                 NaN
  1225.85        2500.00                 NaN            NaN   4.34203                 NaN   8.33065       0.221631E-002            NaN   7.89861        45.1074        1.47768        32.8414                 NaN
  1224.26        2500.00                 NaN            NaN   4.34407                 NaN   8.33125       0.211887E-002            NaN   7.89634        45.1050        1.47766        32.8435                 NaN
  1222.67        2500.00                 NaN            NaN            NaN            NaN   6.51672        8.61000                 NaN   8.30368        43.6876        1.11805        31.7639                 NaN
  1221.08        2500.00                 NaN            NaN   4.24493                 NaN   8.50389                 NaN            NaN   7.91515        45.0491        1.46610        32.8208                 NaN
  1219.49        2500.00                 NaN            NaN            NaN            NaN   8.24394        6.81238                 NaN   8.21019        43.8110        1.16198        31.7606                 NaN
  1217.90        2500.00                 NaN            NaN            NaN            NaN   8.79304        6.28074                 NaN   8.20764        43.7928        1.16118        31.7646                 NaN
  1216.31        2500.00                 NaN            NaN            NaN            NaN   8.41205        6.64357                 NaN   8.22383        43.7991        1.16148        31.7600                 NaN
  1214.72        2500.00                 NaN            NaN            NaN            NaN   8.31789        6.74347                 NaN   8.22536        43.7920        1.16027        31.7610                 NaN
  1213.13        2500.00                 NaN            NaN            NaN            NaN   8.47710        6.58600                 NaN   8.22860        43.7878        1.15914        31.7613                 NaN
  1211.54        2500.00                 NaN            NaN   5.52002                 NaN  0.512611E-001            NaN            NaN   7.43936        46.6180        1.64381        32.8848        5.84268     
  1209.95        2500.00                 NaN            NaN   5.51936                 NaN  0.563852E-001            NaN            NaN   7.43965        46.6170        1.64371        32.8849        5.83902     
  1208.36        2500.00                 NaN            NaN            NaN            NaN   8.36112        6.71288                 NaN   8.23711        43.7705        1.15528        31.7631                 NaN
  1206.77        2500.00                 NaN            NaN            NaN            NaN   8.81696        6.27492                 NaN   8.25013        43.7487        1.14476        31.7645                 NaN
  1205.18        2500.00                 NaN            NaN            NaN            NaN   8.90850        6.19041                 NaN   8.25225        43.7398        1.14285        31.7662                 NaN
  1203.59        2500.00                 NaN            NaN            NaN            NaN   9.00772        6.09987                 NaN   8.25328        43.7311        1.14026        31.7678                 NaN
  1202.00        2500.00                 NaN            NaN   4.39854                 NaN   8.25723       0.340697E-004            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1200.41        2500.00                 NaN            NaN            NaN            NaN   9.00878        6.09430                 NaN   8.25480        43.7268        1.14612        31.7692                 NaN
  1198.82        2500.00                 NaN            NaN            NaN            NaN   8.87224        6.22622                 NaN   8.25449        43.7341        1.14600        31.7669                 NaN
  1197.23        2500.00                 NaN            NaN            NaN            NaN   8.91297        6.19092                 NaN   8.25152        43.7327        1.14430        31.7676                 NaN
  1195.63        2500.00                 NaN            NaN            NaN            NaN   8.94998        6.15819                 NaN   8.25520        43.7264        1.14223        31.7680                 NaN
  1194.04        2500.00                 NaN            NaN            NaN            NaN   8.99646        6.11113                 NaN   8.25056        43.7278        1.14525        31.7688                 NaN
  1192.45        2500.00                 NaN            NaN            NaN            NaN   9.16991        5.95372                 NaN   8.26403        43.6968        1.14185        31.7737                 NaN
  1190.86        2500.00                 NaN            NaN            NaN            NaN   9.19687        5.91790                 NaN   8.26227        43.7150        1.13883        31.7691                 NaN
  1189.27        2500.00                 NaN            NaN            NaN            NaN   8.87469        6.24756                 NaN   8.27895        43.6959        1.13302        31.7699                 NaN
  1187.68        2500.00                 NaN            NaN            NaN            NaN   9.10957        6.00995                 NaN   8.26734        43.7039        1.13876        31.7705                 NaN
  1186.09        2500.00                 NaN            NaN            NaN            NaN   9.12879        5.99362                 NaN   8.26954        43.6993        1.13774        31.7711                 NaN
  1184.50        2500.00                 NaN            NaN            NaN            NaN   9.14850        5.97658                 NaN   8.27173        43.6949        1.13675        31.7715                 NaN
  1182.91        2500.00                 NaN            NaN            NaN            NaN   9.18772        5.94064                 NaN   8.27382        43.6898        1.13571        31.7723                 NaN
  1181.32        2500.00                 NaN            NaN            NaN            NaN   9.20607        5.92552                 NaN   8.27532        43.6863        1.13421        31.7726                 NaN
  1179.73        2500.00                 NaN            NaN   5.51500                 NaN  0.910041E-001            NaN            NaN   7.44165        46.6106        1.64301        32.8849        5.81389     
  1178.14        2500.00                 NaN            NaN            NaN            NaN   9.22865        5.90790                 NaN   8.28152        43.6776        1.13120        31.7732                 NaN
  1176.55        2500.00                 NaN            NaN            NaN            NaN   9.89315        5.23447                 NaN   8.34919        43.6223        1.13002        31.7708                 NaN
  1174.96        2500.00                 NaN            NaN            NaN            NaN   9.94370        5.18645                 NaN   8.35461        43.6152        1.12899        31.7711                 NaN
  1173.37        2500.00                 NaN            NaN            NaN            NaN   10.0705        5.06065                 NaN   8.34953        43.6160        1.13133        31.7719                 NaN
  1171.78        2500.00                 NaN            NaN            NaN            NaN   10.0552        5.07391                 NaN   8.35843        43.6163        1.12695        31.7692                 NaN
  1170.19        2500.00                 NaN            NaN   5.52000                 NaN  0.515017E-001            NaN            NaN   7.43938        46.6180        1.64381        32.8849        5.84248     
  1168.60        2500.00                 NaN            NaN            NaN            NaN   9.86481        5.27778                 NaN   8.36897        43.5954        1.12208        31.7710                 NaN
  1167.01        2500.00                 NaN            NaN            NaN            NaN   10.2089        4.95296                 NaN   8.35861        43.5804        1.12299        31.7761                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   10.2896        4.88364                 NaN   8.36009        43.5696        1.11890        31.7782                 NaN
  1163.82        2500.00                 NaN            NaN            NaN            NaN   9.85674        5.29111                 NaN   8.36839        43.5887        1.12254        31.7725                 NaN
  1162.23        2500.00                 NaN            NaN            NaN            NaN   9.99901        5.15379                 NaN   8.37074        43.5822        1.12079        31.7735                 NaN
  1160.64        2500.00                 NaN            NaN            NaN            NaN   9.93230        5.21971                 NaN   8.37742        43.5782        1.11860        31.7738                 NaN
  1159.05        2500.00                 NaN            NaN   5.51977                 NaN  0.534833E-001            NaN            NaN   7.43949        46.6176        1.64377        32.8849        5.84103     
  1157.46        2500.00                 NaN            NaN            NaN            NaN   3.12709        11.9421                 NaN   8.31585        43.7080        1.14560        31.7613                 NaN
  1155.87        2500.00                 NaN            NaN            NaN            NaN   10.2088        4.95451                 NaN   8.36927        43.5743        1.11737        31.7757                 NaN
  1154.28        2500.00                 NaN            NaN            NaN            NaN   10.2563        4.90578                 NaN   8.36943        43.5777        1.11576        31.7751                 NaN
  1152.69        2500.00                 NaN            NaN            NaN            NaN   10.0292        5.13747                 NaN   8.38775        43.5573        1.11267        31.7757                 NaN
  1151.10        2500.00                 NaN            NaN            NaN            NaN   10.0494        5.12185                 NaN   8.38484        43.5546        1.11288        31.7765                 NaN
  1149.51        2500.00                 NaN            NaN            NaN            NaN   10.2046        4.96468                 NaN   8.37757        43.5631        1.11332        31.7767                 NaN
  1147.92        2500.00                 NaN            NaN            NaN            NaN   10.4131        4.78286                 NaN   8.38502        43.5359        1.10518        31.7780                 NaN
  1146.33        2500.00                 NaN            NaN            NaN            NaN   10.3186        4.86575                 NaN   8.38692        43.5417        1.10784        31.7792                 NaN
  1144.74        2500.00                 NaN            NaN            NaN            NaN   10.4359        4.75520                 NaN   8.39035        43.5335        1.10543        31.7796                 NaN
  1143.15        2500.00                 NaN            NaN            NaN            NaN   10.4556        4.74185                 NaN   8.39243        43.5263        1.10350        31.7804                 NaN
  1141.56        2500.00                 NaN            NaN            NaN            NaN   10.4588        4.74750                 NaN   8.39682        43.5116        1.10176        31.7835                 NaN
  1139.97        2500.00                 NaN            NaN            NaN            NaN   10.5454        4.67060                 NaN   8.40298        43.4943        1.09984        31.7868                 NaN
  1138.38        2500.00                 NaN            NaN            NaN            NaN   10.2843        4.91465                 NaN   8.39266        43.5262        1.10244        31.7798                 NaN
  1136.79        2500.00                 NaN            NaN            NaN            NaN   10.4307        4.78349                 NaN   8.40643        43.4989        1.09658        31.7840                 NaN
  1135.19        2500.00                 NaN            NaN            NaN            NaN   10.4170        4.78121                 NaN   8.40649        43.5119        1.10153        31.7819                 NaN
  1133.60        2500.00                 NaN            NaN            NaN            NaN   10.6740        4.55103                 NaN   8.41043        43.4856        1.09328        31.7857                 NaN
  1132.01        2500.00                 NaN            NaN            NaN            NaN   10.6096        4.62588                 NaN   8.42023        43.4661        1.08976        31.7885                 NaN
  1130.42        2500.00                 NaN            NaN            NaN            NaN   10.4345        4.78821                 NaN   8.41358        43.4840        1.09356        31.7861                 NaN
  1128.83        2500.00                 NaN            NaN            NaN            NaN   10.4881        4.74298                 NaN   8.41325        43.4732        1.09385        31.7887                 NaN
  1127.24        2500.00                 NaN            NaN            NaN            NaN   10.5391        4.70161                 NaN   8.42506        43.4540        1.08957        31.7906                 NaN
  1125.65        2500.00                 NaN            NaN            NaN            NaN   10.5871        4.64954                 NaN   8.42350        43.4631        1.08895        31.7878                 NaN
  1124.06        2500.00                 NaN            NaN            NaN            NaN   10.5011        4.73196                 NaN   8.42485        43.4665        1.08875        31.7869                 NaN
  1122.47        2500.00                 NaN            NaN            NaN            NaN   10.6451        4.59404                 NaN   8.42794        43.4558        1.08777        31.7894                 NaN
  1120.88        2500.00                 NaN            NaN            NaN            NaN   3.22232        11.9163                 NaN   8.37957        43.5940        1.11407        31.7737                 NaN
  1119.29        2500.00                 NaN            NaN            NaN            NaN   10.3458        4.91088                 NaN   8.43462        43.4346        1.08244        31.7917                 NaN
  1117.70        2500.00                 NaN            NaN            NaN            NaN   10.7082        4.54378                 NaN   8.43286        43.4423        1.08239        31.7904                 NaN
  1116.11        2500.00                 NaN            NaN            NaN            NaN   10.7958        4.48124                 NaN   8.45086        43.4017        1.07385        31.7966                 NaN
  1114.52        2500.00                 NaN            NaN            NaN            NaN   10.7263        4.52952                 NaN   8.43999        43.4308        1.08150        31.7919                 NaN
  1112.93        2500.00                 NaN            NaN            NaN            NaN   10.5484        4.73711                 NaN   8.43770        43.4006        1.07790        31.7982                 NaN
  1111.34        2500.00                 NaN            NaN   4.65134                 NaN   7.93648                 NaN            NaN   7.91307        45.0766        1.48005        32.9424                 NaN
  1109.75        2500.00                 NaN            NaN            NaN            NaN   10.3800        4.89109                 NaN   8.45006        43.4071        1.07671        31.7950                 NaN
  1108.16        2500.00                 NaN            NaN            NaN            NaN   10.5950        4.69270                 NaN   8.45397        43.3866        1.07280        31.7990                 NaN
  1106.57        2500.00                 NaN            NaN            NaN            NaN   10.6690        4.60804                 NaN   8.45493        43.3982        1.07336        31.7965                 NaN
  1104.97        2500.00                 NaN            NaN            NaN            NaN   10.5564        4.72677                 NaN   8.44637        43.3970        1.07482        31.7987                 NaN
  1103.38        2500.00                 NaN            NaN            NaN            NaN   10.8051        4.49283                 NaN   8.47082        43.3708        1.06251        31.7979                 NaN
  1101.79        2500.00                 NaN            NaN            NaN            NaN   3.50733        11.7802       0.254606E-001   8.45854        43.3802        1.05185        31.7965                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN   10.3834        4.92412                 NaN   8.46815        43.3548        1.06615        31.8034                 NaN
  1098.61        2500.00                 NaN            NaN            NaN            NaN   9.73977        5.52818                 NaN   8.50443        43.3757        1.05947        31.7925                 NaN
  1097.02        2500.00                 NaN            NaN            NaN            NaN   7.59661        7.75889                 NaN   8.52189        43.2947        1.03474        31.7932                 NaN
  1095.43        2500.00                 NaN            NaN            NaN            NaN   6.27847        9.03750                 NaN   8.55861        43.3131        1.03310        31.7792                 NaN
  1093.84        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252535E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1092.25        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1090.66        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252527E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1089.07        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252527E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1087.48        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252531E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1085.89        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252530E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1084.30        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252528E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1082.71        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252529E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1081.12        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252530E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1079.53        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252536E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1077.94        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1076.35        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252529E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1074.75        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252530E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1073.16        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1071.57        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252517E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1069.98        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252532E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1068.39        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252532E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1066.80        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252518E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1065.21        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252529E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1063.62        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1062.03        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1060.44        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252525E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1058.85        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1057.26        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1055.67        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252532E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1054.08        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1052.49        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252529E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1050.90        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252541E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1049.31        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1047.72        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1046.13        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252533E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1044.53        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252532E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1042.94        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252530E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1041.35        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1039.76        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252523E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1038.17        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1036.58        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252518E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1034.99        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1033.40        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252527E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1031.81        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1030.22        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252528E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1028.63        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252525E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1027.04        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252528E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1025.45        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252525E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1023.86        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252525E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1022.27        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252529E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1020.68        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252539E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1019.09        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1017.50        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252526E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1015.91        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252521E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1014.31        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252535E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1012.72        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252521E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1011.13        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252524E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1009.54        2500.00                 NaN            NaN   4.39856                 NaN   8.25724       0.252522E-005            NaN   7.89534        45.1125        1.47823        32.8581                 NaN
  1007.95        2500.00                 NaN            NaN            NaN            NaN   10.0985        5.33552                 NaN   8.74162        43.0110       0.988704        31.8247                 NaN
  1006.36        2500.00                 NaN            NaN            NaN            NaN   9.83874        5.59901                 NaN   8.71046        43.0350       0.989040        31.8277                 NaN
  1004.77        2500.00                 NaN            NaN            NaN            NaN   10.2444        5.20377                 NaN   8.75929        42.9890       0.978474        31.8251                 NaN
  1003.18        2500.00                 NaN            NaN            NaN            NaN   9.96887        5.46781                 NaN   8.75207        42.9992       0.986228        31.8258                 NaN
  1001.59        2500.00                 NaN            NaN            NaN            NaN   9.97122        5.46894                 NaN   8.75548        42.9933       0.984598        31.8265                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   10.0444        5.40022                 NaN   8.75933        42.9898       0.979993        31.8262                 NaN
