|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1262.82        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1259.62        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1256.41        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1253.21        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1250.00        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1246.79        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1243.59        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1240.38        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1237.18        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1233.97        500.000                 NaN  0.964255       0.229690E-002            NaN  0.440751        16.1046        26.3106        28.5740        17.3995        10.2040     
  1230.77        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1227.56        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1224.36        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1221.15        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1217.95        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1214.74        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1211.54        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1208.33        500.000                 NaN  0.964255       0.205364E-002            NaN  0.433134        16.1750        27.7565        17.5966        26.7807        10.2917     
  1205.13        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1201.92        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1198.72        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1195.51        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1192.31        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1189.10        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1185.90        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1182.69        500.000                 NaN  0.964255       0.181044E-002            NaN  0.434342        16.2371        29.0567        17.7255        25.2030        10.3773     
  1179.49        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1176.28        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1173.08        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1169.87        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1166.67        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1163.46        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1160.26        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1157.05        500.000                 NaN  0.964255       0.156769E-002            NaN  0.442254        16.2904        30.2463        23.7772        17.8197        10.4583     
  1153.85        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1150.64        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1147.44        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1144.23        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1141.03        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1137.82        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1134.62        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1131.41        500.000                 NaN  0.964255       0.132621E-002            NaN  0.456871        16.3350        31.3430        22.4807        17.8836        10.5353     
  1128.21        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1125.00        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1121.79        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1118.59        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1115.38        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1112.18        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1108.97        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1105.77        500.000                 NaN  0.964255       0.108158E-002            NaN  0.477986        16.3742        32.3555        17.9137        21.3006        10.6127     
  1102.56        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1099.36        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1096.15        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1092.95        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1089.74        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1086.54        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1083.33        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1080.13        500.000                 NaN  0.964255       0.835489E-003            NaN  0.504575        16.4069        33.3068        20.2041        17.9256        10.6869     
  1076.92        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1073.72        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1070.51        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1067.31        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1064.10        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1060.90        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1057.69        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1054.49        500.000                 NaN  0.964255       0.588115E-003            NaN  0.536697        16.4334        34.2050        17.9191        19.1812        10.7597     
  1051.28        500.000                 NaN  0.964255       0.340554E-003            NaN  0.573966        16.4530        35.0621        17.9009        18.2155        10.8299     
  1048.08        500.000                 NaN  0.964255       0.340554E-003            NaN  0.573966        16.4530        35.0621        17.9009        18.2155        10.8299     
  1044.87        500.000                 NaN  0.964255       0.340554E-003            NaN  0.573966        16.4530        35.0621        17.9009        18.2155        10.8299     
  1041.67        500.000                 NaN  0.964255       0.340554E-003            NaN  0.573966        16.4530        35.0621        17.9009        18.2155        10.8299     
  1038.46        500.000                 NaN  0.964255       0.212813E-003            NaN  0.594863        16.4632        35.4754        17.8835        17.7528        10.8657     
  1035.26        500.000                 NaN  0.964255       0.212813E-003            NaN  0.594863        16.4632        35.4754        17.8835        17.7528        10.8657     
  1032.05        500.000                 NaN  0.964255       0.152299E-003            NaN  0.604994        16.4655        35.6776        17.8802        17.5266        10.8807     
  1028.85        500.000                 NaN  0.964255       0.117506E-003            NaN  0.611478        16.4694        35.7726        17.8649        17.4233        10.8939     
  1025.64        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1022.44        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1019.23        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1016.03        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1012.82        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1009.62        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1006.41        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1003.21        500.000                 NaN  0.964256                 NaN            NaN  0.616497        16.4700        35.8761        17.8667        17.3067        10.8998     
  1000.00        500.000                 NaN  0.964256                 NaN            NaN  0.664639        16.4797        36.6580        17.8188        16.4453        10.9694     
