|6.6.6
Archiving\03_Data\frac/QFM_m4.5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1531.33        2500.00        98.8266                 NaN            NaN            NaN            NaN  0.605442E-001   1.11284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8329                 NaN            NaN  0.362765E-003            NaN  0.530193E-001   1.11374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8350                 NaN            NaN            NaN            NaN  0.456136E-001   1.11938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8403                 NaN            NaN            NaN            NaN  0.380546E-001   1.12162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8398                 NaN            NaN            NaN            NaN  0.284664E-001   1.13177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8450                 NaN            NaN            NaN            NaN  0.214123E-001   1.13359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8462                 NaN            NaN            NaN            NaN  0.126958E-001   1.14111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8481                 NaN            NaN            NaN            NaN  0.138863E-001   1.13801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8293                 NaN            NaN            NaN  0.101913E-001            NaN   1.16055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8231                 NaN            NaN            NaN  0.115873E-001            NaN   1.16528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8223                 NaN            NaN            NaN  0.114061E-001            NaN   1.16629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8203                 NaN            NaN            NaN  0.112195E-001            NaN   1.16843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8154                 NaN            NaN            NaN  0.110004E-001            NaN   1.17359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8101                 NaN            NaN            NaN  0.107803E-001            NaN   1.17911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7997                 NaN            NaN            NaN  0.105900E-001            NaN   1.18971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.7833                 NaN            NaN            NaN  0.103696E-001            NaN   1.20632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7697                 NaN            NaN            NaN  0.101967E-001            NaN   1.22009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.7414                 NaN            NaN            NaN  0.980617E-002            NaN   1.24876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.6903                 NaN            NaN            NaN  0.942622E-002            NaN   1.30023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3136                 NaN            NaN            NaN  0.536851E-002            NaN  0.656212        1.02481                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2484                 NaN            NaN            NaN  0.417754E-002            NaN  0.494139        1.25327                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2720                 NaN            NaN            NaN  0.392005E-002            NaN  0.489269        1.23480                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2948                 NaN            NaN            NaN  0.366286E-002            NaN   1.21546       0.486069                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3169                 NaN            NaN            NaN  0.339368E-002            NaN  0.482678        1.19698                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3384                 NaN            NaN            NaN  0.321303E-002            NaN  0.477070        1.18133                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3605                 NaN            NaN            NaN  0.293325E-002            NaN  0.475306        1.16127                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3788                 NaN            NaN            NaN  0.271097E-002            NaN   1.14726       0.471185                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4003                 NaN            NaN            NaN  0.252135E-002            NaN   1.13016       0.466994                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4177                 NaN            NaN            NaN  0.230496E-002            NaN   1.11618       0.463818                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4342                 NaN            NaN            NaN  0.211273E-002            NaN   1.10371       0.460001                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4526                 NaN            NaN            NaN  0.192844E-002            NaN  0.456654        1.08879                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4697                 NaN            NaN            NaN  0.172824E-002            NaN   1.07646       0.452138                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4851                 NaN            NaN            NaN  0.153995E-002            NaN   1.06397       0.449374                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4997                 NaN            NaN            NaN  0.136695E-002            NaN   1.05383       0.445137                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5152                 NaN            NaN            NaN  0.119107E-002            NaN  0.441613        1.04201                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5294                 NaN            NaN            NaN  0.102802E-002            NaN   1.03115       0.438473                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5422                 NaN            NaN            NaN  0.879375E-003            NaN  0.434323        1.02255                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5555                 NaN            NaN            NaN  0.742774E-003            NaN  0.430796        1.01293                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5672                 NaN            NaN            NaN  0.579627E-003            NaN  0.428125        1.00412                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5791                 NaN            NaN            NaN  0.469522E-003            NaN  0.424433       0.996047                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5900                 NaN            NaN            NaN  0.333022E-003            NaN  0.989248       0.420441                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6012                 NaN            NaN            NaN  0.199143E-003            NaN  0.981088       0.417470                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6107                 NaN            NaN            NaN  0.834804E-004            NaN  0.413542       0.975713                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6215                 NaN            NaN            NaN            NaN            NaN  0.968679       0.409798                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2905                 NaN            NaN            NaN  0.497831E-002            NaN   1.08959       0.978496                 NaN            NaN  0.636404                 NaN            NaN            NaN
  1418.55        2500.00        96.8209                 NaN            NaN            NaN            NaN            NaN   1.32231       0.980723                 NaN            NaN  0.876088                 NaN            NaN            NaN
  1416.04        2500.00        96.8885                 NaN            NaN            NaN            NaN            NaN  0.960679        1.29549                 NaN            NaN  0.855288                 NaN            NaN            NaN
  1413.53        2500.00        96.9586                 NaN            NaN            NaN            NaN            NaN  0.938058        1.26962                 NaN            NaN  0.833739                 NaN            NaN            NaN
  1411.03        2500.00        96.9784                 NaN            NaN  0.212263                 NaN            NaN   1.05428       0.893003                 NaN            NaN  0.862074                 NaN            NaN            NaN
  1408.52        2500.00        96.9589                 NaN            NaN  0.567178                 NaN            NaN   1.28109       0.268477                 NaN            NaN  0.924334                 NaN            NaN            NaN
  1406.02        2500.00        97.0319                 NaN            NaN  0.564893                 NaN            NaN   1.26587       0.234898                 NaN            NaN  0.902469                 NaN            NaN            NaN
  1403.51        2500.00        97.0932                 NaN            NaN  0.562376                 NaN            NaN   1.26490       0.196486                 NaN            NaN  0.883031                 NaN            NaN            NaN
  1401.00        2500.00        97.1553                 NaN            NaN  0.560583                 NaN            NaN  0.158203        1.26150                 NaN            NaN  0.864458                 NaN            NaN            NaN
  1398.50        2500.00        97.2176                 NaN            NaN  0.556728                 NaN            NaN   1.25271       0.128823                 NaN            NaN  0.844090                 NaN            NaN            NaN
  1395.99        2500.00        97.2721                 NaN            NaN  0.554337                 NaN            NaN   1.25147       0.950757E-001            NaN            NaN  0.827004                 NaN            NaN            NaN
  1393.48        2500.00        97.3280                 NaN            NaN  0.550592                 NaN            NaN   1.24857       0.635862E-001            NaN            NaN  0.809282                 NaN            NaN            NaN
  1390.98        2500.00        97.3836                 NaN            NaN  0.547861                 NaN            NaN  0.326124E-001   1.24378                 NaN            NaN  0.792153                 NaN            NaN            NaN
  1388.47        2500.00        97.4338                 NaN            NaN  0.542767                 NaN            NaN   1.24373       0.420857E-002            NaN            NaN  0.775454                 NaN            NaN            NaN
  1385.96        2500.00        97.4796                 NaN            NaN  0.531550                 NaN            NaN   1.22946                 NaN            NaN            NaN  0.759391                 NaN            NaN            NaN
  1383.46        2500.00        97.4076                 NaN            NaN  0.623181                 NaN            NaN   1.17507                 NaN            NaN            NaN  0.794186                 NaN            NaN            NaN
  1380.95        2500.00        97.6216                 NaN            NaN  0.414426                 NaN            NaN  0.811682E-001   1.18117                 NaN            NaN  0.701621                 NaN            NaN            NaN
  1378.45        2500.00        97.6574                 NaN            NaN  0.483519                 NaN            NaN   1.16681                 NaN            NaN            NaN  0.692285                 NaN            NaN            NaN
  1375.94        2500.00        97.6493                 NaN            NaN  0.483458                 NaN            NaN   1.16833                 NaN            NaN            NaN  0.698914                 NaN            NaN            NaN
  1373.43        2500.00        97.6913                 NaN            NaN  0.478908                 NaN            NaN   1.14476                 NaN            NaN            NaN  0.685024                 NaN            NaN            NaN
  1370.93        2500.00        97.7315                 NaN            NaN  0.469745                 NaN            NaN   1.12748                 NaN            NaN            NaN  0.671284                 NaN            NaN            NaN
  1368.42        2500.00        97.7694                 NaN            NaN  0.461617                 NaN            NaN   1.11079                 NaN            NaN            NaN  0.658195                 NaN            NaN            NaN
  1365.91        2500.00        97.7902                 NaN            NaN  0.418743                 NaN            NaN   1.14574                 NaN            NaN            NaN  0.645270                 NaN            NaN            NaN
  1363.41        2500.00        97.8441                 NaN            NaN  0.440572                 NaN            NaN   1.08380                 NaN            NaN            NaN  0.631492                 NaN            NaN            NaN
  1360.90        2500.00        97.5107                 NaN            NaN  0.563282                 NaN            NaN   1.15075                 NaN            NaN            NaN  0.775231                 NaN            NaN            NaN
  1358.40        2500.00        98.3024                 NaN            NaN  0.271285                 NaN            NaN  0.979389                 NaN            NaN            NaN  0.446916                 NaN            NaN            NaN
  1355.89        2500.00        97.9374                 NaN            NaN  0.415010                 NaN            NaN   1.04978                 NaN            NaN            NaN  0.597780                 NaN            NaN            NaN
  1353.38        2500.00        97.9687                 NaN            NaN  0.405702                 NaN            NaN   1.03877                 NaN            NaN            NaN  0.586782                 NaN            NaN            NaN
  1350.88        2500.00        97.9988                 NaN            NaN  0.396512                 NaN            NaN   1.02861                 NaN            NaN            NaN  0.576083                 NaN            NaN            NaN
  1348.37        2500.00        98.0256                 NaN            NaN  0.388399                 NaN            NaN   1.01987                 NaN            NaN            NaN  0.566164                 NaN            NaN            NaN
  1345.86        2500.00        98.0534                 NaN            NaN  0.374339                 NaN            NaN   1.01561                 NaN            NaN            NaN  0.556661                 NaN            NaN            NaN
  1343.36        2500.00        98.0839                 NaN            NaN  0.369705                 NaN            NaN   1.00176                 NaN            NaN            NaN  0.544595                 NaN            NaN            NaN
  1340.85        2500.00        98.1067                 NaN            NaN  0.357847                 NaN            NaN  0.999136                 NaN            NaN            NaN  0.536308                 NaN            NaN            NaN
  1338.35        2500.00        98.1317                 NaN            NaN  0.347773                 NaN            NaN  0.993166                 NaN            NaN            NaN  0.527406                 NaN            NaN            NaN
  1335.84        2500.00        98.1561                 NaN            NaN  0.336859                 NaN            NaN  0.988835                 NaN            NaN            NaN  0.518228                 NaN            NaN            NaN
  1333.33        2500.00        98.1780                 NaN            NaN  0.327038                 NaN            NaN  0.985171                 NaN            NaN            NaN  0.509766                 NaN            NaN            NaN
  1330.83        2500.00        98.0390                 NaN            NaN  0.301673                 NaN            NaN   1.03437                 NaN            NaN            NaN  0.535690       0.892900E-001            NaN            NaN
  1328.32        2500.00        98.0305                 NaN            NaN  0.288962                 NaN            NaN   1.03415                 NaN            NaN            NaN  0.535561       0.110851                 NaN            NaN
  1325.81        2500.00        98.0662                 NaN            NaN  0.279918                 NaN            NaN   1.02486                 NaN            NaN            NaN  0.522133       0.106926                 NaN            NaN
  1323.31        2500.00        98.1058                 NaN            NaN  0.277648                 NaN            NaN   1.00025                 NaN            NaN            NaN  0.512677       0.103617                 NaN            NaN
  1320.80        2500.00        98.1036                 NaN            NaN  0.301073                 NaN            NaN  0.973827                 NaN            NaN            NaN  0.516169       0.105327                 NaN            NaN
  1318.30        2500.00        98.2200                 NaN            NaN  0.261248                 NaN            NaN  0.946148                 NaN            NaN            NaN  0.478965       0.935893E-001            NaN            NaN
  1315.79        2500.00        98.2052                 NaN            NaN  0.247864                 NaN            NaN  0.970542                 NaN            NaN            NaN  0.483550       0.928730E-001            NaN            NaN
  1313.28        2500.00        98.2452                 NaN            NaN  0.248614                 NaN            NaN  0.944820                 NaN            NaN            NaN  0.471737       0.896654E-001            NaN            NaN
  1310.78        2500.00        98.2877                 NaN            NaN  0.259992                 NaN            NaN  0.900314                 NaN            NaN            NaN  0.463928       0.880950E-001            NaN            NaN
  1308.27        2500.00        98.3056                 NaN            NaN  0.228509                 NaN            NaN  0.930017                 NaN            NaN            NaN  0.452721       0.831076E-001            NaN            NaN
  1305.76        2500.00        98.3345                 NaN            NaN  0.233903                 NaN            NaN  0.904070                 NaN            NaN            NaN  0.446523       0.809926E-001            NaN            NaN
  1303.26        2500.00        98.3702                 NaN            NaN  0.215540                 NaN            NaN  0.901773                 NaN            NaN            NaN  0.435509       0.769756E-001            NaN            NaN
  1300.75        2500.00        61.6445                 NaN            NaN   2.55162                 NaN            NaN   8.93363                 NaN            NaN            NaN   5.09553        1.28186        20.4928                 NaN
  1298.25        2500.00        58.5610                 NaN            NaN   2.93185                 NaN            NaN   9.69730                 NaN            NaN            NaN   5.46342        1.32866        22.0178                 NaN
  1295.74        2500.00        66.9216                 NaN            NaN   2.31435                 NaN            NaN   7.93010                 NaN            NaN            NaN   4.36342        1.02445        17.4461                 NaN
  1293.23        2500.00        70.3013                 NaN            NaN   2.06924                 NaN            NaN   7.29019                 NaN            NaN            NaN   3.91927       0.888326        15.5317                 NaN
  1290.73        2500.00        73.8036                 NaN            NaN   1.79084                 NaN            NaN   6.58325                 NaN            NaN            NaN   3.45629       0.759245        13.6068                 NaN
  1288.22        2500.00        77.0766                 NaN            NaN   1.63777                 NaN            NaN   5.72421                 NaN            NaN            NaN   3.03090       0.648800        11.8817                 NaN
  1285.71        2500.00        77.5563                 NaN            NaN   1.30733                 NaN            NaN   6.11848                 NaN            NaN            NaN   2.94086       0.608670        11.4684                 NaN
  1283.21        2500.00        80.6779                 NaN            NaN   1.14222                 NaN            NaN   5.19689                 NaN            NaN            NaN   2.54088       0.519209        9.92289                 NaN
  1280.70        2500.00        83.5998                 NaN            NaN   1.21118                 NaN            NaN   3.88955                 NaN            NaN            NaN   2.19055       0.458766        8.65018                 NaN
  1278.20        2500.00        81.9115                 NaN            NaN  0.665448                 NaN            NaN   5.69369                 NaN            NaN            NaN   2.31013       0.440706        8.97850                 NaN
  1275.69        2500.00        85.0341                 NaN            NaN  0.676534                 NaN            NaN   4.30296                 NaN            NaN            NaN   1.94881       0.377091        7.66048                 NaN
  1273.18        2500.00        85.7978                 NaN            NaN  0.506469                 NaN            NaN   4.18148                 NaN            NaN            NaN   1.84929       0.353962        7.31103                 NaN
  1270.68        2500.00        86.1266                 NaN            NaN  0.316016                 NaN            NaN   4.37546                 NaN            NaN            NaN   1.78811       0.326042        7.06780                 NaN
  1268.17        2500.00        86.8527                 NaN            NaN  0.106124                 NaN            NaN   4.33689                 NaN            NaN            NaN   1.69157       0.298856        6.71383                 NaN
  1265.66        2500.00        87.4845                 NaN            NaN  0.212483E-001            NaN            NaN   4.20976                 NaN            NaN            NaN   1.61501       0.271946        6.39752                 NaN
  1263.16        2500.00        88.9059                 NaN            NaN            NaN            NaN            NaN   3.76392                 NaN            NaN            NaN   1.43457       0.237069        5.65855                 NaN
  1260.65        2500.00        90.3151                 NaN            NaN            NaN            NaN            NaN   3.01642                 NaN            NaN            NaN   1.15860       0.256346        5.25358                 NaN
  1258.15        2500.00        89.5993                 NaN            NaN            NaN            NaN            NaN   3.14032                 NaN            NaN            NaN   1.56210       0.280461        5.41777                 NaN
  1255.64        2500.00        93.0905                 NaN            NaN  0.376577E-001            NaN            NaN   2.05972       0.137292E-004            NaN            NaN  0.822861       0.135108        3.85418                 NaN
  1253.13        2500.00        92.1799                 NaN            NaN            NaN            NaN            NaN   2.47515                 NaN            NaN            NaN  0.952718       0.152582        4.23962                 NaN
  1250.63        2500.00        95.1064                 NaN            NaN            NaN            NaN            NaN   2.25719                 NaN            NaN            NaN  0.639620       0.231042E-001   1.97369                 NaN
  1248.12        2500.00        91.3908                 NaN            NaN            NaN            NaN            NaN  0.994839        1.56577       0.750460E-005            NaN  0.959714       0.245636        4.84320                 NaN
  1245.61        2500.00        95.6980                 NaN            NaN            NaN            NaN            NaN  0.110579        1.39625                 NaN            NaN  0.638961       0.135970        2.02022                 NaN
  1243.11        2500.00        97.6120                 NaN            NaN            NaN            NaN            NaN  0.292075       0.824435       0.176812E-004            NaN  0.378845       0.230710E-002  0.890344                 NaN
  1240.60        2500.00        75.8904                 NaN            NaN   2.10384                 NaN            NaN            NaN            NaN            NaN            NaN   1.77716       0.589656        14.4437        5.19515     
  1238.10        2500.00        97.8374                 NaN            NaN            NaN            NaN            NaN  0.677490       0.290309                 NaN            NaN  0.285966       0.313976E-001  0.877454                 NaN
  1235.59        2500.00        98.5736                 NaN            NaN            NaN            NaN            NaN  0.306250       0.362945                 NaN            NaN  0.184454       0.201583E-001  0.552591                 NaN
  1233.08        2500.00        98.8023                 NaN            NaN            NaN            NaN            NaN  0.159151       0.431487                 NaN            NaN  0.212822       0.192144E-001  0.375027                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.3396       0.937938                 NaN            NaN   9.26251       0.962584        41.5194        28.9780     
  1228.07        2500.00                 NaN            NaN            NaN   4.76091                 NaN            NaN   11.8420       0.358513E-005            NaN            NaN   8.79875        1.33137        43.1277        30.1393     
  1225.56        2500.00                 NaN            NaN            NaN   4.76659                 NaN            NaN   11.8123                 NaN            NaN            NaN   8.80659        1.32167        43.1621        30.1308     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.57610        11.4606       0.146335E-003            NaN   9.09444        1.00405        41.9345        28.9302     
  1220.55        2500.00                 NaN            NaN            NaN   4.82477                 NaN            NaN   11.7331       0.136336E-002            NaN            NaN   8.80970        1.32108        43.1617        30.1483     
  1218.05        2500.00                 NaN            NaN            NaN   4.90585                 NaN            NaN   11.6254                 NaN            NaN            NaN   8.80327        1.32407        43.1704        30.1709     
  1215.54        2500.00                 NaN            NaN            NaN   4.83799                 NaN            NaN   11.7091                 NaN            NaN            NaN   8.80167        1.32616        43.1739        30.1512     
  1213.03        2500.00                 NaN            NaN            NaN   4.85051                 NaN            NaN   11.6934                 NaN            NaN            NaN   8.80249        1.32584        43.1729        30.1549     
  1210.53        2500.00                 NaN            NaN            NaN   4.84987                 NaN            NaN   11.7021                 NaN            NaN            NaN   8.80628        1.32289        43.1632        30.1557     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.16478        11.8347                 NaN            NaN   9.14823       0.993342        41.9437        28.9153     
  1205.51        2500.00                 NaN            NaN            NaN   4.97418                 NaN            NaN   11.5345                 NaN            NaN            NaN   8.80268        1.32533        43.1720        30.1914     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14165        12.1378       0.431724E-005            NaN   9.30320       0.928367        41.5180        28.9710     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.23903        12.0441       0.429484E-005            NaN   9.30939       0.926740        41.5091        28.9717     
  1197.99        2500.00                 NaN            NaN            NaN   4.92195                 NaN            NaN   11.6048                 NaN            NaN            NaN   8.80499        1.32498        43.1657        30.1776     
  1195.49        2500.00                 NaN            NaN            NaN   4.93916                 NaN            NaN   11.5781                 NaN            NaN            NaN   8.80375        1.32620        43.1710        30.1817     
  1192.98        2500.00                 NaN            NaN            NaN   4.95010                 NaN            NaN   11.5648                 NaN            NaN            NaN   8.80321        1.32612        43.1704        30.1853     
  1190.48        2500.00                 NaN            NaN            NaN   4.96282                 NaN            NaN   11.5460       0.183794E-002            NaN            NaN   8.80398        1.32638        43.1699        30.1891     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.68789        11.6153       0.385214E-005            NaN   9.34087       0.918151        41.4627        28.9751     
  1185.46        2500.00                 NaN            NaN            NaN   4.99123                 NaN            NaN   11.5074       0.179109E-002            NaN            NaN   8.80282        1.32730        43.1720        30.1974     
  1182.96        2500.00                 NaN            NaN            NaN   5.00331                 NaN            NaN   11.4939                 NaN            NaN            NaN   8.80317        1.32731        43.1710        30.2013     
  1180.45        2500.00                 NaN            NaN            NaN   5.01101                 NaN            NaN   11.4846       0.155149E-002            NaN            NaN   8.80848        1.32511        43.1651        30.2042     
  1177.94        2500.00                 NaN            NaN            NaN   5.02316                 NaN            NaN   11.4690       0.146232E-002            NaN            NaN   8.80850        1.32526        43.1647        30.2079     
  1175.44        2500.00                 NaN            NaN            NaN   5.03520                 NaN            NaN   11.4534       0.140663E-002            NaN            NaN   8.80852        1.32540        43.1644        30.2116     
  1172.93        2500.00                 NaN            NaN            NaN   5.05030                 NaN            NaN   11.4323       0.134183E-002            NaN            NaN   8.80366        1.32770        43.1688        30.2159     
  1170.43        2500.00                 NaN            NaN            NaN   5.05910                 NaN            NaN   11.4227       0.128146E-002            NaN            NaN   8.80860        1.32568        43.1636        30.2190     
  1167.92        2500.00                 NaN            NaN            NaN   5.07144                 NaN            NaN   11.4080                 NaN            NaN            NaN   8.80861        1.32584        43.1633        30.2228     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.90597        10.4311       0.406676E-003            NaN   9.39718       0.902602        41.3819        28.9809     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.98380        10.3582       0.405203E-003            NaN   9.40368       0.900550        41.3717        28.9817     
  1160.40        2500.00                 NaN            NaN            NaN   5.11034                 NaN            NaN   11.3555                 NaN            NaN            NaN   8.80344        1.32864        43.1676        30.2344     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.12829        10.2239       0.402608E-003            NaN   9.41701       0.896407        41.3505        28.9835     
  1155.39        2500.00                 NaN            NaN            NaN   5.22368                 NaN            NaN   11.2119                 NaN            NaN            NaN   8.80430        1.32789        43.1641        30.2681     
  1152.88        2500.00                 NaN            NaN            NaN   5.14527                 NaN            NaN   11.3102                 NaN            NaN            NaN   8.80337        1.32918        43.1668        30.2452     
  1150.38        2500.00                 NaN            NaN            NaN   5.15679                 NaN            NaN   11.2953                 NaN            NaN            NaN   8.80334        1.32936        43.1665        30.2488     
  1147.87        2500.00                 NaN            NaN            NaN   4.79705                 NaN            NaN   11.3061       0.596050                 NaN            NaN   8.81984        1.31700        42.9840        30.1800     
  1145.36        2500.00                 NaN            NaN            NaN   5.17275                 NaN            NaN   11.2798       0.832981E-003            NaN            NaN   8.80693        1.32794        43.1565        30.2552     
  1142.86        2500.00                 NaN            NaN            NaN   5.18750                 NaN            NaN   11.2601                 NaN            NaN            NaN   8.80562        1.32924        43.1579        30.2596     
  1140.35        2500.00                 NaN            NaN            NaN   5.19509                 NaN            NaN   11.2514       0.769692E-003            NaN            NaN   8.80711        1.32820        43.1551        30.2623     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.56205        10.8299       0.175777E-005            NaN   9.46213       0.882546        41.2743        28.9890     
  1135.34        2500.00                 NaN            NaN            NaN   5.21971                 NaN            NaN   11.2168                 NaN            NaN            NaN   8.80725        1.32941        43.1568        30.2701     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   19.5645                 NaN            NaN            NaN   9.60146       0.821309        40.9938        29.0190     
  1130.33        2500.00                 NaN            NaN            NaN   5.24197                 NaN            NaN   11.1879                 NaN            NaN            NaN   8.80704        1.32983        43.1563        30.2770     
  1127.82        2500.00                 NaN            NaN            NaN   5.25315                 NaN            NaN   11.1732                 NaN            NaN            NaN   8.80683        1.33008        43.1563        30.2804     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.69759        12.5107                 NaN            NaN   9.36243       0.941278        41.5238        28.9642     
  1122.81        2500.00                 NaN            NaN            NaN   5.27417                 NaN            NaN   11.1461                 NaN            NaN            NaN   8.80742        1.33011        43.1553        30.2869     
  1120.30        2500.00                 NaN            NaN            NaN   5.28495                 NaN            NaN   11.1350                 NaN            NaN            NaN   8.80877        1.32949        43.1519        30.2899     
  1117.79        2500.00                 NaN            NaN            NaN   5.29669                 NaN            NaN   11.1158                 NaN            NaN            NaN   8.80652        1.33088        43.1565        30.2936     
  1115.29        2500.00                 NaN            NaN            NaN   5.30654                 NaN            NaN   11.1039                 NaN            NaN            NaN   8.80708        1.33077        43.1548        30.2969     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18486        13.0600                 NaN            NaN   9.43369       0.909542        41.4479        28.9640     
  1110.28        2500.00                 NaN            NaN            NaN   5.32600                 NaN            NaN   11.0814                 NaN            NaN            NaN   8.80838        1.33051        43.1499        30.3037     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.57774       0.753476E-001   13.6996                 NaN   9.38777       0.908151        41.3594        28.9920     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.14757        13.1150                 NaN            NaN   9.45340       0.902926        41.4139        28.9672     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.85074        9.61898       0.172013E-005            NaN   9.55933       0.851212        41.1144        29.0054     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.21723        13.0570                 NaN            NaN   9.46832       0.896923        41.3915        28.9690     
  1097.74        2500.00                 NaN            NaN            NaN   5.37745                 NaN            NaN   11.0195                 NaN            NaN            NaN   8.81018        1.33010        43.1429        30.3199     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18776        13.1077                 NaN            NaN   9.48272       0.891310        41.3573        28.9732     
  1092.73        2500.00                 NaN            NaN            NaN   5.39690                 NaN            NaN   10.9946                 NaN            NaN            NaN   8.81041        1.33070        43.1409        30.3265     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.13167        13.1295                 NaN            NaN   9.49843       0.885868        41.3921        28.9625     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7312        7.89185                 NaN            NaN   9.56935       0.817153        40.9496        29.0409     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06266        13.2480                 NaN            NaN   9.51000       0.881825        41.3221        28.9754     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.69870        13.7145                 NaN            NaN   9.44037       0.881664        41.2617        29.0031     
