|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/ALH/ALH_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1252.46        500.000        96.1748                 NaN            NaN  0.390040       0.490049                 NaN  0.509184       0.168255                 NaN   2.26769                 NaN            NaN
  1251.16        500.000        96.3616                 NaN            NaN  0.366051       0.469073                 NaN  0.485162       0.161026                 NaN   2.15714                 NaN            NaN
  1249.86        500.000        96.5340                 NaN            NaN  0.343312       0.449690                 NaN  0.462810       0.154369                 NaN   2.05578                 NaN            NaN
  1248.55        500.000        96.6862                 NaN            NaN  0.431789       0.324611                 NaN  0.442903       0.148099                 NaN   1.96642                 NaN            NaN
  1247.25        500.000        96.8298                 NaN            NaN  0.305743       0.415720                 NaN  0.424200       0.142509                 NaN   1.88204                 NaN            NaN
  1245.95        500.000        96.9630                 NaN            NaN  0.288710       0.399831                 NaN  0.406499       0.137102                 NaN   1.80490                 NaN            NaN
  1244.65        500.000        94.2501                 NaN            NaN  0.265440       0.858015                 NaN  0.780904       0.298873                 NaN   3.54662                 NaN            NaN
  1243.35        500.000        97.5704                 NaN            NaN  0.252724       0.323715                 NaN  0.325104       0.104684                 NaN   1.42339                 NaN            NaN
  1242.05        500.000        97.6555                 NaN            NaN  0.239351       0.312953                 NaN  0.313519       0.101823                 NaN   1.37689                 NaN            NaN
  1240.75        500.000        98.3744                 NaN            NaN  0.259387       0.169405                 NaN  0.200713       0.477490E-002            NaN  0.961808       0.294619E-001            NaN
  1239.44        500.000        97.1583                 NaN            NaN  0.254549       0.388669                 NaN  0.391088       0.134029                 NaN   1.67336                 NaN            NaN
  1238.14        500.000        97.5981                 NaN            NaN  0.286793       0.257282                 NaN  0.297846                 NaN            NaN   1.50475       0.552057E-001            NaN
  1236.84        500.000        97.8159                 NaN            NaN  0.254334       0.264331                 NaN  0.288608       0.604466E-001            NaN   1.29776       0.186533E-001            NaN
  1235.54        500.000        98.2010                 NaN            NaN  0.245112       0.231095                 NaN  0.252050       0.775384E-001            NaN  0.993203                 NaN            NaN
  1234.24        500.000        98.1693                 NaN            NaN  0.199944       0.244708                 NaN  0.229745       0.169607E-001            NaN   1.10970       0.296282E-001            NaN
  1232.94        500.000        97.9418                 NaN            NaN  0.737992E-001  0.339329                 NaN  0.273232       0.128256                 NaN   1.24355                 NaN            NaN
  1231.64        500.000        98.0273                 NaN            NaN  0.258419       0.217688                 NaN  0.260243       0.478493E-001            NaN   1.17896       0.951267E-002            NaN
  1230.34        500.000        97.7691                 NaN            NaN  0.104885       0.439681                 NaN  0.286053       0.954596E-001            NaN   1.30486                 NaN            NaN
  1229.03        500.000        98.5262                 NaN            NaN  0.227620       0.521971E-001            NaN  0.203094       0.579627E-001            NaN  0.929844       0.308398E-002            NaN
  1227.73        500.000        98.0851                 NaN            NaN  0.238782       0.195091                 NaN  0.252407       0.580784E-001            NaN   1.15652       0.139843E-001            NaN
  1226.43        500.000        97.7706                 NaN            NaN  0.210599       0.333784                 NaN  0.288705                 NaN            NaN   1.34826       0.480442E-001            NaN
  1225.13        500.000        98.5533                 NaN            NaN  0.217954       0.953455E-001            NaN  0.189470       0.670954E-001            NaN  0.876857                 NaN            NaN
  1223.83        500.000        98.3050                 NaN            NaN  0.155421       0.216269                 NaN  0.222861       0.723639E-001            NaN   1.02806                 NaN            NaN
  1222.53        500.000        96.5870                 NaN            NaN  0.373397       0.422927                 NaN  0.485164       0.143461                 NaN   1.97825       0.984681E-002            NaN
  1221.23        500.000        99.2382                 NaN            NaN  0.110877       0.251606E-001            NaN  0.587583E-001  0.164461E-001            NaN  0.550532                 NaN            NaN
  1219.92        500.000        99.4512                 NaN            NaN  0.680791E-001  0.614531E-001            NaN  0.883748E-001  0.316079E-001            NaN  0.299327                 NaN            NaN
  1218.62        500.000        98.4866                 NaN            NaN  0.185189       0.166074                 NaN  0.175902       0.141563E-001            NaN  0.955274       0.168533E-001            NaN
  1217.32        500.000        96.0819                 NaN            NaN  0.549472       0.395392                 NaN  0.500539       0.256540E-001            NaN   2.38358       0.634454E-001            NaN
  1216.02        500.000        99.8544                 NaN            NaN  0.578067E-002  0.148422E-001  0.129086E-001  0.186731E-001            NaN            NaN  0.904475E-001  0.292303E-002            NaN
  1214.72        500.000        99.9513                 NaN            NaN  0.174512E-001            NaN            NaN  0.537142E-002  0.259579E-002            NaN  0.232683E-001            NaN            NaN
  1213.42        500.000        99.8769                 NaN            NaN  0.125609E-001  0.267485E-001            NaN  0.163069E-001            NaN            NaN  0.666196E-001  0.889810E-003            NaN
  1212.12        500.000        97.2127                 NaN            NaN  0.284054       0.325314                 NaN  0.356362       0.951526E-001            NaN   1.71826       0.816258E-002            NaN
  1210.82        500.000        98.5864                 NaN            NaN  0.147156       0.181683                 NaN  0.177678                 NaN            NaN  0.873240       0.338222E-001            NaN
  1209.51        500.000        98.7833                 NaN            NaN  0.140978       0.140728                 NaN  0.154426       0.405489E-001            NaN  0.739979                 NaN            NaN
  1208.21        500.000        98.7947                 NaN            NaN  0.125396       0.159060                 NaN  0.152215       0.269331E-001            NaN  0.737103       0.461161E-002            NaN
  1206.91        500.000        96.6772                 NaN            NaN  0.387663       0.338311                 NaN  0.415316       0.913864E-001            NaN   2.07160       0.185705E-001            NaN
  1205.61        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1204.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.01        500.000        90.2515                 NaN  0.819954E-002  0.572591       0.246854                 NaN  0.827305       0.178152                 NaN   3.96191                 NaN   3.95345     
  1201.71        500.000        89.2774                 NaN            NaN  0.305903       0.735062                 NaN  0.872001       0.223281                 NaN   4.29124                 NaN   4.29516     
  1200.40        500.000        84.5748                 NaN            NaN   1.06691       0.161596                 NaN   1.25713       0.155741       0.213696        6.23581                 NaN   6.33433     
  1199.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.50        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.20        500.000        75.0384                 NaN            NaN  0.994711        1.37596                 NaN   2.07190       0.422080                 NaN   10.0557                 NaN   10.0413     
  1193.90        500.000        92.3711                 NaN            NaN  0.467628       0.204649                 NaN  0.622773       0.143521                 NaN   3.09068                 NaN   3.09964     
  1192.60        500.000        92.7797                 NaN  0.805600E-001  0.458401                 NaN            NaN  0.582631       0.145390                 NaN   2.95925                 NaN   2.99409     
  1191.30        500.000        77.6639                 NaN  0.585086        1.29032                 NaN            NaN   1.82930       0.323046                 NaN   9.08991                 NaN   9.21847     
  1189.99        500.000        99.8958                 NaN  0.330691E-004            NaN            NaN            NaN  0.551846E-002  0.449576E-001            NaN  0.536635E-001            NaN            NaN
  1188.69        500.000        98.9546                 NaN            NaN  0.677408E-001            NaN            NaN  0.886559E-001            NaN            NaN  0.408563                 NaN  0.480424     
  1187.39        500.000        91.7331                 NaN            NaN  0.676189                 NaN            NaN  0.615790       0.540575E-001  0.105922        3.47443                 NaN   3.34056     
  1186.09        500.000        79.9461                 NaN  0.237919        1.15123       0.137368E-004            NaN   1.50836       0.329874                 NaN   8.53232                 NaN   8.29418     
  1184.79        500.000        83.6411                 NaN  0.226757       0.857836                 NaN            NaN   1.20432       0.260002                 NaN   7.10199                 NaN   6.70797     
  1183.49        500.000                 NaN            NaN   1.21155        5.00311                 NaN            NaN   7.10541        1.53487                 NaN   43.6376                 NaN   41.5074     
  1182.19        500.000                 NaN            NaN   1.22349        4.99432                 NaN            NaN   7.10740        1.53046                 NaN   43.6364                 NaN   41.5080     
  1180.88        500.000                 NaN            NaN   1.23188        4.99977                 NaN            NaN   7.10994        1.52218                 NaN   43.6345                 NaN   41.5017     
  1179.58        500.000                 NaN            NaN   1.17190        5.01110                 NaN            NaN   7.10558        1.56081                 NaN   43.6213                 NaN   41.5293     
  1178.28        500.000                 NaN            NaN   1.25605        4.99371                 NaN            NaN   7.11412        1.50829                 NaN   43.6315                 NaN   41.4964     
  1176.98        500.000                 NaN            NaN   1.26799        4.98524                 NaN            NaN   7.11613        1.50375                 NaN   43.6301                 NaN   41.4968     
  1175.68        500.000                 NaN            NaN   1.29417        4.97468                 NaN            NaN   7.12036        1.49129                 NaN   43.6269                 NaN   41.4926     
  1174.38        500.000                 NaN            NaN   1.30660        4.96296                 NaN            NaN   7.12120        1.48749                 NaN   43.6283                 NaN   41.4935     
  1173.08        500.000                 NaN            NaN   1.30090        4.95081                 NaN            NaN   7.12149        1.49636                 NaN   43.6257                 NaN   41.5047     
  1171.78        500.000                 NaN            NaN   1.31516        4.92924                 NaN            NaN   7.12309        1.49550                 NaN   43.6257                 NaN   41.5113     
  1170.47        500.000                 NaN            NaN   1.32701        4.94129                 NaN            NaN   7.12587        1.48280                 NaN   43.6225                 NaN   41.5005     
  1169.17        500.000                 NaN            NaN   1.30872        4.93789                 NaN            NaN   7.12945        1.49437                 NaN   43.6196                 NaN   41.5099     
  1167.87        500.000                 NaN            NaN   1.35832        4.93145                 NaN            NaN   7.13098        1.46527                 NaN   43.6205                 NaN   41.4935     
  1166.57        500.000                 NaN            NaN   1.37010        4.92288                 NaN            NaN   7.13286        1.46065                 NaN   43.6197                 NaN   41.4938     
  1165.27        500.000                 NaN            NaN   1.36931        4.91455                 NaN            NaN   7.13369        1.46482                 NaN   43.6171                 NaN   41.5005     
  1163.97        500.000                 NaN            NaN   1.37993        4.90721                 NaN            NaN   7.13560        1.46072                 NaN   43.6156                 NaN   41.5010     
  1162.67        500.000                 NaN            NaN   1.39104        4.89968                 NaN            NaN   7.13751        1.45630                 NaN   43.6142                 NaN   41.5012     
  1161.36        500.000                 NaN            NaN   1.41154        4.89353                 NaN            NaN   7.14034        1.44496                 NaN   43.6134                 NaN   41.4962     
  1160.06        500.000                 NaN            NaN   1.41669        4.86486                 NaN            NaN   7.14094        1.45375                 NaN   43.6121                 NaN   41.5116     
  1158.76        500.000                 NaN            NaN   1.42792        4.85844                 NaN            NaN   7.14302        1.44878                 NaN   43.6106                 NaN   41.5112     
  1157.46        500.000                 NaN            NaN   1.43456        4.85246                 NaN            NaN   7.14457        1.44683                 NaN   43.6086                 NaN   41.5129     
  1156.16        500.000                 NaN            NaN   1.44509        4.84597                 NaN            NaN   7.14651        1.44244                 NaN   43.6070                 NaN   41.5130     
  1154.86        500.000                 NaN            NaN   1.45556        4.83957                 NaN            NaN   7.14845        1.43805                 NaN   43.6052                 NaN   41.5131     
  1153.56        500.000                 NaN            NaN   1.46586        4.83274                 NaN            NaN   7.15040        1.43401                 NaN   43.6034                 NaN   41.5136     
  1152.26        500.000                 NaN            NaN   1.47911        4.82537                 NaN            NaN   7.15287        1.42796                 NaN   43.6021                 NaN   41.5126     
  1150.95        500.000                 NaN            NaN   1.49723        4.83958                 NaN            NaN   7.15763        1.40989                 NaN   43.5983                 NaN   41.4974     
  1149.65        500.000                 NaN            NaN   1.50899        4.82848                 NaN            NaN   7.15750        1.40659                 NaN   43.5991                 NaN   41.4993     
  1148.35        500.000                 NaN            NaN   1.50850        4.82252                 NaN            NaN   7.15854        1.40948                 NaN   43.5963                 NaN   41.5046     
  1147.05        500.000                 NaN            NaN   1.51202        4.80994                 NaN            NaN   7.16581        1.40932                 NaN   43.5949                 NaN   41.5080     
  1145.75        500.000                 NaN            NaN   1.53873        4.81023                 NaN            NaN   7.16307        1.39411                 NaN   43.5940                 NaN   41.4999     
  1144.45        500.000                 NaN            NaN   1.53811        4.80450                 NaN            NaN   7.16419        1.39698                 NaN   43.5911                 NaN   41.5051     
  1143.15        500.000                 NaN            NaN   1.54463        4.79613                 NaN            NaN   7.16581        1.39617                 NaN   43.5888                 NaN   41.5085     
  1141.84        500.000                 NaN            NaN   2.99023        4.65910                 NaN            NaN   7.28081                 NaN            NaN   43.7153       0.464919        40.8897     
  1140.54        500.000                 NaN            NaN   2.99414        4.65248                 NaN            NaN   7.28088                 NaN            NaN   43.7139       0.465331        40.8933     
  1139.24        500.000                 NaN            NaN   2.99589        4.64997                 NaN            NaN   7.28163                 NaN            NaN   43.7119       0.465326        40.8953     
  1137.94        500.000                 NaN            NaN   3.01427        4.60876                 NaN            NaN   7.27666                 NaN            NaN   43.7309       0.467280        40.9022     
  1136.64        500.000                 NaN            NaN   3.00980        4.62701                 NaN            NaN   7.28235                 NaN            NaN   43.7106       0.466001        40.9042     
  1135.34        500.000                 NaN            NaN   3.01192        4.62386                 NaN            NaN   7.28263                 NaN            NaN   43.7095       0.465976        40.9061     
  1134.04        500.000                 NaN            NaN   3.01283        4.62261                 NaN            NaN   7.28370                 NaN            NaN   43.7067       0.466063        40.9081     
  1132.74        500.000                 NaN            NaN   3.01685        4.61613                 NaN            NaN   7.28422                 NaN            NaN   43.7053       0.466239        40.9112     
  1131.43        500.000                 NaN            NaN   3.02083        4.60975                 NaN            NaN   7.28475                 NaN            NaN   43.7039       0.466412        40.9143     
  1130.13        500.000                 NaN            NaN   3.02475        4.60346                 NaN            NaN   7.28528                 NaN            NaN   43.7025       0.466581        40.9174     
  1128.83        500.000                 NaN            NaN   3.02862        4.59726                 NaN            NaN   7.28581                 NaN            NaN   43.7011       0.466747        40.9205     
  1127.53        500.000                 NaN            NaN   3.03244        4.59115                 NaN            NaN   7.28635                 NaN            NaN   43.6997       0.466909        40.9235     
  1126.23        500.000                 NaN            NaN   3.02641        4.60262                 NaN            NaN   7.28689                 NaN            NaN   43.6965       0.466227        40.9214     
  1124.93        500.000                 NaN            NaN   3.04473        4.56890                 NaN            NaN   7.28914                 NaN            NaN   43.6984       0.467727        40.9311     
  1123.63        500.000                 NaN            NaN   3.04937        4.56457                 NaN            NaN   7.28990                 NaN            NaN   43.6942       0.467242        40.9348     
  1122.32        500.000                 NaN            NaN   3.05231        4.55725                 NaN            NaN   7.28892                 NaN            NaN   43.6967       0.467892        40.9369     
  1121.02        500.000                 NaN            NaN   3.05599        4.55354                 NaN            NaN   7.28882                 NaN            NaN   43.6932       0.467882        40.9405     
  1119.72        500.000                 NaN            NaN   3.05857        4.54809                 NaN            NaN   7.28945                 NaN            NaN   43.6934       0.467995        40.9425     
  1118.42        500.000                 NaN            NaN   3.06322        4.53984                 NaN            NaN   7.29097                 NaN            NaN   43.6911       0.468570        40.9463     
  1117.12        500.000                 NaN            NaN   3.06309        4.54345                 NaN            NaN   7.29072                 NaN            NaN   43.6869       0.467923        40.9480     
  1115.82        500.000                 NaN            NaN   3.06622        4.53924                 NaN            NaN   7.29069                 NaN            NaN   43.6846       0.468234        40.9510     
  1114.52        500.000                 NaN            NaN   3.07387        4.52742                 NaN            NaN   7.28973                 NaN            NaN   43.6853       0.468499        40.9552     
  1113.22        500.000                 NaN            NaN   3.07167        4.52896                 NaN            NaN   7.29251                 NaN            NaN   43.6825       0.468519        40.9558     
  1111.91        500.000                 NaN            NaN   3.07492        4.52389                 NaN            NaN   7.29310                 NaN            NaN   43.6808       0.468642        40.9586     
  1110.61        500.000                 NaN            NaN   3.07814        4.51888                 NaN            NaN   7.29370                 NaN            NaN   43.6791       0.468763        40.9615     
  1109.31        500.000                 NaN            NaN   3.08133        4.51394                 NaN            NaN   7.29431                 NaN            NaN   43.6773       0.468882        40.9642     
  1108.01        500.000                 NaN            NaN   3.08933        4.49977                 NaN            NaN   7.29365                 NaN            NaN   43.6800       0.469189        40.9681     
  1106.71        500.000                 NaN            NaN   3.09223        4.49531                 NaN            NaN   7.29421                 NaN            NaN   43.6782       0.469310        40.9708     
  1105.41        500.000                 NaN            NaN   3.09325        4.49438                 NaN            NaN   7.29587                 NaN            NaN   43.6735       0.469450        40.9736     
  1104.11        500.000                 NaN            NaN   3.09816        4.48523                 NaN            NaN   7.29526                 NaN            NaN   43.6743       0.469999        40.9771     
  1102.80        500.000                 NaN            NaN   3.09933        4.48481                 NaN            NaN   7.29551                 NaN            NaN   43.6720       0.469726        40.9786     
  1101.50        500.000                 NaN            NaN   3.10377        4.47786                 NaN            NaN   7.29677                 NaN            NaN   43.6698       0.469861        40.9820     
  1100.20        500.000                 NaN            NaN   3.10394        4.48095                 NaN            NaN   7.30193                 NaN            NaN   43.6557       0.470107        40.9874     
  1098.90        500.000                 NaN            NaN   3.11321        4.46249                 NaN            NaN   7.29908                 NaN            NaN   43.6665       0.470034        40.9887     
  1097.60        500.000                 NaN            NaN   3.11027        4.46921                 NaN            NaN   7.29923                 NaN            NaN   43.6623       0.469836        40.9891     
  1096.30        500.000                 NaN            NaN   3.11504        4.46116                 NaN            NaN   7.29891                 NaN            NaN   43.6619       0.470153        40.9928     
  1095.00        500.000                 NaN            NaN   3.11741        4.45752                 NaN            NaN   7.29985                 NaN            NaN   43.6599       0.470211        40.9951     
  1093.70        500.000                 NaN            NaN   3.12305        4.44832                 NaN            NaN   7.30191                 NaN            NaN   43.6568       0.470517        40.9994     
  1092.39        500.000                 NaN            NaN   3.12338        4.44859                 NaN            NaN   7.30105                 NaN            NaN   43.6564       0.470279        41.0003     
  1091.09        500.000                 NaN            NaN   3.12592        4.44363                 NaN            NaN   7.30209                 NaN            NaN   43.6550       0.470508        41.0029     
  1089.79        500.000                 NaN            NaN   3.12526        4.44689                 NaN            NaN   7.30386                 NaN            NaN   43.6488       0.470406        41.0048     
  1088.49        500.000                 NaN            NaN   3.12793        4.44292                 NaN            NaN   7.30454                 NaN            NaN   43.6467       0.470489        41.0074     
  1087.19        500.000                 NaN            NaN   3.13301        4.43396                 NaN            NaN   7.30342                 NaN            NaN   43.6483       0.470729        41.0106     
  1085.89        500.000                 NaN            NaN   3.13607        4.42933                 NaN            NaN   7.30371                 NaN            NaN   43.6470       0.470865        41.0130     
  1084.59        500.000                 NaN            NaN   3.13912        4.42645                 NaN            NaN   7.30702                 NaN            NaN   43.6395       0.470739        41.0172     
  1083.29        500.000                 NaN            NaN   3.14193        4.42085                 NaN            NaN   7.30576                 NaN            NaN   43.6417       0.470972        41.0188     
  1081.98        500.000                 NaN            NaN   3.14319        4.41987                 NaN            NaN   7.30724                 NaN            NaN   43.6371       0.471004        41.0215     
  1080.68        500.000                 NaN            NaN   3.14886        4.40971                 NaN            NaN   7.30794                 NaN            NaN   43.6370       0.471388        41.0251     
  1079.38        500.000                 NaN            NaN   3.14867        4.41119                 NaN            NaN   7.30769                 NaN            NaN   43.6343       0.471445        41.0267     
  1078.08        500.000                 NaN            NaN   3.15074        4.40991                 NaN            NaN   7.31075                 NaN            NaN   43.6278       0.471031        41.0298     
  1076.78        500.000                 NaN            NaN   3.15228        4.40675                 NaN            NaN   7.31013                 NaN            NaN   43.6290       0.471126        41.0307     
  1075.48        500.000                 NaN            NaN   3.15729        4.39856                 NaN            NaN   7.30949                 NaN            NaN   43.6303       0.471127        41.0333     
  1074.18        500.000                 NaN            NaN   3.16148        4.39154                 NaN            NaN   7.31167                 NaN            NaN   43.6243       0.471821        41.0392     
  1072.87        500.000                 NaN            NaN   3.15302        4.40771                 NaN            NaN   7.31251                 NaN            NaN   43.6208       0.470893        41.0351     
  1071.57        500.000                 NaN            NaN   3.15546        4.40416                 NaN            NaN   7.31323                 NaN            NaN   43.6186       0.470962        41.0376     
  1070.27        500.000                 NaN            NaN   3.15789        4.40065                 NaN            NaN   7.31396                 NaN            NaN   43.6163       0.471030        41.0401     
  1068.97        500.000                 NaN            NaN   3.16029        4.39718                 NaN            NaN   7.31470                 NaN            NaN   43.6141       0.471096        41.0427     
  1067.67        500.000                 NaN            NaN   3.16268        4.39374                 NaN            NaN   7.31544                 NaN            NaN   43.6118       0.471162        41.0452     
  1066.37        500.000                 NaN            NaN   3.16505        4.39034                 NaN            NaN   7.31618                 NaN            NaN   43.6095       0.471226        41.0477     
  1065.07        500.000                 NaN            NaN   3.16739        4.38698                 NaN            NaN   7.31693                 NaN            NaN   43.6072       0.471288        41.0503     
  1063.77        500.000                 NaN            NaN   3.16972        4.38366                 NaN            NaN   7.31768                 NaN            NaN   43.6048       0.471350        41.0528     
  1062.46        500.000                 NaN            NaN   3.17202        4.38037                 NaN            NaN   7.31843                 NaN            NaN   43.6025       0.471409        41.0553     
  1061.16        500.000                 NaN            NaN   3.17432        4.37707                 NaN            NaN   7.31918                 NaN            NaN   43.6002       0.471470        41.0578     
  1059.86        500.000                 NaN            NaN   3.17658        4.37391                 NaN            NaN   7.31996                 NaN            NaN   43.5978       0.471526        41.0603     
  1058.56        500.000                 NaN            NaN   3.17905        4.37025                 NaN            NaN   7.32068                 NaN            NaN   43.5956       0.471608        41.0628     
  1057.26        500.000                 NaN            NaN   3.18120        4.36728                 NaN            NaN   7.32147                 NaN            NaN   43.5931       0.471654        41.0653     
  1055.96        500.000                 NaN            NaN   3.18334        4.36434                 NaN            NaN   7.32227                 NaN            NaN   43.5906       0.471699        41.0677     
  1054.66        500.000                 NaN            NaN   3.18546        4.36143                 NaN            NaN   7.32307                 NaN            NaN   43.5881       0.471743        41.0702     
  1053.35        500.000                 NaN            NaN   3.18757        4.35856                 NaN            NaN   7.32388                 NaN            NaN   43.5856       0.471785        41.0726     
  1052.05        500.000                 NaN            NaN   3.18966        4.35571                 NaN            NaN   7.32469                 NaN            NaN   43.5831       0.471827        41.0751     
  1050.75        500.000                 NaN            NaN   3.19175        4.35275                 NaN            NaN   7.32548                 NaN            NaN   43.5807       0.471873        41.0775     
  1049.45        500.000                 NaN            NaN   3.19379        4.35012                 NaN            NaN   7.32633                 NaN            NaN   43.5779       0.471906        41.0799     
  1048.15        500.000                 NaN            NaN   3.19933        4.34134                 NaN            NaN   7.32791                 NaN            NaN   43.5744       0.472267        41.0848     
  1046.85        500.000                 NaN            NaN   3.20130        4.33873                 NaN            NaN   7.32875                 NaN            NaN   43.5717       0.472299        41.0872     
  1045.55        500.000                 NaN            NaN   3.20325        4.33616                 NaN            NaN   7.32960                 NaN            NaN   43.5691       0.472329        41.0896     
  1044.25        500.000                 NaN            NaN   3.20519        4.33361                 NaN            NaN   7.33045                 NaN            NaN   43.5664       0.472359        41.0920     
  1042.94        500.000                 NaN            NaN   3.20711        4.33110                 NaN            NaN   7.33131                 NaN            NaN   43.5637       0.472387        41.0944     
  1041.64        500.000                 NaN            NaN   3.20902        4.32862                 NaN            NaN   7.33217                 NaN            NaN   43.5610       0.472414        41.0967     
  1040.34        500.000                 NaN            NaN   3.21091        4.32618                 NaN            NaN   7.33304                 NaN            NaN   43.5583       0.472440        41.0991     
  1039.04        500.000                 NaN            NaN   3.21278        4.32377                 NaN            NaN   7.33392                 NaN            NaN   43.5556       0.472464        41.1015     
  1037.74        500.000                 NaN            NaN   3.21465        4.32137                 NaN            NaN   7.33480                 NaN            NaN   43.5528       0.472489        41.1039     
  1036.44        500.000                 NaN            NaN   3.21805        4.31682                 NaN            NaN   7.33559                 NaN            NaN   43.5497       0.472560        41.1073     
  1035.14        500.000                 NaN            NaN   3.21834        4.31668                 NaN            NaN   7.33666                 NaN            NaN   43.5472       0.472532        41.1086     
  1033.83        500.000                 NaN            NaN   3.22015        4.31439                 NaN            NaN   7.33755                 NaN            NaN   43.5444       0.472555        41.1110     
  1032.53        500.000                 NaN            NaN   3.22330        4.31025                 NaN            NaN   7.33846                 NaN            NaN   43.5413       0.472573        41.1141     
  1031.23        500.000                 NaN            NaN   3.22457        4.30880                 NaN            NaN   7.33887                 NaN            NaN   43.5395       0.472505        41.1158     
  1029.93        500.000                 NaN            NaN   3.22269        4.31271                 NaN            NaN   7.33876                 NaN            NaN   43.5373       0.472370        41.1162     
  1028.63        500.000                 NaN            NaN   3.22415        4.31106                 NaN            NaN   7.33967                 NaN            NaN   43.5344       0.472348        41.1184     
  1027.33        500.000                 NaN            NaN   3.22612        4.30915                 NaN            NaN   7.34069                 NaN            NaN   43.5309       0.472137        41.1210     
  1026.03        500.000                 NaN            NaN   3.23065        4.30155                 NaN            NaN   7.34285                 NaN            NaN   43.5271       0.472637        41.1252     
  1024.73        500.000                 NaN            NaN   3.23239        4.29940                 NaN            NaN   7.34377                 NaN            NaN   43.5243       0.472649        41.1275     
  1023.42        500.000                 NaN            NaN   3.23519        4.29604                 NaN            NaN   7.34477                 NaN            NaN   43.5209       0.472640        41.1305     
  1022.12        500.000                 NaN            NaN   3.23590        4.29454                 NaN            NaN   7.34569                 NaN            NaN   43.5190       0.472709        41.1321     
  1020.82        500.000                 NaN            NaN   3.23732        4.29441                 NaN            NaN   7.34597                 NaN            NaN   43.5155       0.472532        41.1342     
  1019.52        500.000                 NaN            NaN   3.24015        4.29010                 NaN            NaN   7.34792                 NaN            NaN   43.5117       0.472657        41.1374     
  1018.22        500.000                 NaN            NaN   3.24165        4.28844                 NaN            NaN   7.34874                 NaN            NaN   43.5090       0.472629        41.1395     
  1016.92        500.000                 NaN            NaN   3.24335        4.28650                 NaN            NaN   7.34991                 NaN            NaN   43.5055       0.472657        41.1421     
  1015.62        500.000                 NaN            NaN   3.24411        4.28538                 NaN            NaN   7.35068                 NaN            NaN   43.5033       0.472721        41.1438     
  1014.31        500.000                 NaN            NaN   3.24650        4.28293                 NaN            NaN   7.35190                 NaN            NaN   43.4993       0.472656        41.1467     
  1013.01        500.000                 NaN            NaN   3.24806        4.28116                 NaN            NaN   7.35290                 NaN            NaN   43.4962       0.472655        41.1490     
  1011.71        500.000                 NaN            NaN   3.24960        4.27951                 NaN            NaN   7.35393                 NaN            NaN   43.4930       0.472648        41.1513     
  1010.41        500.000                 NaN            NaN   3.25113        4.27785                 NaN            NaN   7.35495                 NaN            NaN   43.4898       0.472643        41.1536     
  1009.11        500.000                 NaN            NaN   3.25265        4.27622                 NaN            NaN   7.35599                 NaN            NaN   43.4866       0.472636        41.1559     
  1007.81        500.000                 NaN            NaN   3.25415        4.27461                 NaN            NaN   7.35703                 NaN            NaN   43.4833       0.472628        41.1582     
  1006.51        500.000                 NaN            NaN   3.25565        4.27303                 NaN            NaN   7.35807                 NaN            NaN   43.4801       0.472619        41.1605     
  1005.21        500.000                 NaN            NaN   3.25527        4.27294                 NaN            NaN   7.35754                 NaN            NaN   43.4810       0.472629        41.1607     
  1003.90        500.000                 NaN            NaN   3.25860        4.26996                 NaN            NaN   7.36019                 NaN            NaN   43.4735       0.472597        41.1652     
  1002.60        500.000                 NaN            NaN   3.25968        4.26818                 NaN            NaN   7.36091                 NaN            NaN   43.4715       0.472704        41.1670     
  1001.30        500.000                 NaN            NaN   3.26150        4.26700                 NaN            NaN   7.36233                 NaN            NaN   43.4668       0.472571        41.1698     
  1000.00        500.000                 NaN            NaN   3.26293        4.26556                 NaN            NaN   7.36341                 NaN            NaN   43.4635       0.472556        41.1721     
