|6.6.6
Archiving\03_Data\frac/QFM_m5/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1629.07        2500.00        98.2798                 NaN            NaN            NaN            NaN  0.105877E-001            NaN            NaN   1.70960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3087                 NaN            NaN            NaN            NaN  0.104400E-001            NaN            NaN   1.68081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3350                 NaN            NaN            NaN            NaN  0.102297E-001            NaN            NaN   1.65474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3642                 NaN            NaN            NaN            NaN  0.100074E-001            NaN            NaN   1.62577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3901                 NaN            NaN            NaN            NaN  0.990755E-002            NaN            NaN   1.59995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2494                 NaN            NaN            NaN            NaN  0.101182E-001            NaN            NaN   1.74052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6062                 NaN            NaN            NaN            NaN  0.826340E-002            NaN            NaN   1.38549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4625                 NaN            NaN            NaN            NaN  0.919704E-002            NaN            NaN   1.52833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4903                 NaN            NaN            NaN            NaN  0.897438E-002            NaN            NaN   1.50073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3437                 NaN            NaN            NaN            NaN  0.967005E-002            NaN            NaN   1.64660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6981                 NaN            NaN            NaN            NaN  0.760359E-002            NaN            NaN   1.29429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5566                 NaN            NaN            NaN            NaN  0.850209E-002            NaN            NaN   1.43487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5754                 NaN            NaN            NaN            NaN  0.827944E-002            NaN            NaN   1.41631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.3230                 NaN            NaN            NaN            NaN  0.104595E-001            NaN            NaN   1.65515       0.113440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8721                 NaN            NaN            NaN            NaN  0.627677E-002            NaN            NaN   1.12159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6385                 NaN            NaN            NaN            NaN  0.783095E-002            NaN            NaN   1.35368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6569                 NaN            NaN            NaN            NaN  0.766937E-002            NaN            NaN   1.33542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6753                 NaN            NaN            NaN            NaN  0.733113E-002            NaN            NaN   1.31742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6898                 NaN            NaN            NaN            NaN  0.735859E-002            NaN            NaN   1.30286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7108                 NaN            NaN            NaN            NaN  0.705913E-002            NaN            NaN   1.28210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7281                 NaN            NaN            NaN            NaN  0.698583E-002            NaN            NaN   1.26487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7445                 NaN            NaN            NaN            NaN  0.676267E-002            NaN            NaN   1.24871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7598                 NaN            NaN            NaN            NaN  0.666763E-002            NaN            NaN   1.23348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7751                 NaN            NaN            NaN            NaN  0.663261E-002            NaN            NaN   1.21822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        93.0820       0.287371       0.262893       0.150451E-001            NaN  0.186779E-001            NaN            NaN   5.85944       0.466497E-001  0.427931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.9987                 NaN            NaN            NaN            NaN  0.130207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.9983                 NaN            NaN            NaN            NaN  0.169056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.2216                 NaN            NaN            NaN            NaN  0.344283E-002            NaN            NaN  0.774987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8916                 NaN            NaN            NaN            NaN  0.554718E-002            NaN            NaN   1.10289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8726                 NaN            NaN            NaN            NaN  0.511850E-002            NaN            NaN  0.980821                 NaN  0.141474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.6138                 NaN            NaN            NaN            NaN  0.424515E-002            NaN            NaN            NaN            NaN   1.38198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.6177                 NaN            NaN            NaN            NaN  0.407936E-002            NaN            NaN            NaN            NaN   1.37823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.6210                 NaN            NaN            NaN            NaN  0.440404E-002            NaN            NaN            NaN            NaN   1.37458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.6213                 NaN            NaN            NaN            NaN  0.432477E-002            NaN            NaN            NaN            NaN   1.37440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6197                 NaN            NaN            NaN            NaN  0.446013E-002            NaN            NaN            NaN            NaN   1.37587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6147                 NaN            NaN            NaN            NaN  0.473309E-002            NaN            NaN            NaN            NaN   1.38052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6095                 NaN            NaN            NaN            NaN  0.508356E-002            NaN            NaN            NaN            NaN   1.38543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.5993                 NaN            NaN            NaN            NaN  0.528785E-002            NaN            NaN            NaN            NaN   1.39537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.5857                 NaN            NaN            NaN            NaN  0.577565E-002            NaN            NaN            NaN            NaN   1.40849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.5647                 NaN            NaN            NaN            NaN  0.635752E-002            NaN            NaN            NaN            NaN   1.42892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.5355                 NaN            NaN            NaN            NaN  0.712254E-002            NaN            NaN            NaN            NaN   1.45735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.9987                 NaN            NaN            NaN            NaN  0.400260E-001            NaN            NaN            NaN            NaN  0.788525        1.17270                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.4540                 NaN            NaN            NaN            NaN  0.756765E-001            NaN            NaN            NaN            NaN  0.804531        1.66584                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.5025                 NaN            NaN            NaN            NaN  0.733651E-001            NaN            NaN            NaN            NaN   1.63054       0.793643                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.5532                 NaN            NaN            NaN            NaN  0.711589E-001            NaN            NaN            NaN            NaN   1.59276       0.782906                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.5971                 NaN            NaN            NaN            NaN  0.692250E-001            NaN            NaN            NaN            NaN   1.56113       0.772553                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.6455                 NaN            NaN            NaN            NaN  0.668688E-001            NaN            NaN            NaN            NaN   1.52605       0.761571                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.6918                 NaN            NaN            NaN            NaN  0.649112E-001            NaN            NaN            NaN            NaN  0.749823        1.49345                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.7306                 NaN            NaN            NaN            NaN  0.630804E-001            NaN            NaN            NaN            NaN   1.46374       0.742550                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.7728                 NaN            NaN            NaN            NaN  0.608957E-001            NaN            NaN            NaN            NaN  0.729562        1.43675                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.8127                 NaN            NaN            NaN            NaN  0.592403E-001            NaN            NaN            NaN            NaN   1.40871       0.719372                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.8485                 NaN            NaN            NaN            NaN  0.574500E-001            NaN            NaN            NaN            NaN   1.38455       0.709469                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.8882                 NaN            NaN            NaN            NaN  0.555964E-001            NaN            NaN            NaN            NaN  0.698389        1.35783                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9241                 NaN            NaN            NaN            NaN  0.539343E-001            NaN            NaN            NaN            NaN  0.689486        1.33244                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        97.9577                 NaN            NaN            NaN            NaN  0.523084E-001            NaN            NaN            NaN            NaN  0.676952        1.31308                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        97.9919                 NaN            NaN            NaN            NaN  0.505417E-001            NaN            NaN            NaN            NaN   1.28973       0.667865                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0250                 NaN            NaN            NaN            NaN  0.488782E-001            NaN            NaN            NaN            NaN   1.26676       0.659412                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0552                 NaN            NaN            NaN            NaN  0.474268E-001            NaN            NaN            NaN            NaN  0.649020        1.24831                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.0862                 NaN            NaN            NaN            NaN  0.458620E-001            NaN            NaN            NaN            NaN   1.22791       0.640037                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1152                 NaN            NaN            NaN            NaN  0.444849E-001            NaN            NaN            NaN            NaN  0.630499        1.20986                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        93.6130                 NaN            NaN            NaN            NaN  0.272774                 NaN            NaN            NaN            NaN   3.20398        1.46272                 NaN            NaN   1.44750                 NaN            NaN            NaN
  1466.17        2500.00        92.1033                 NaN            NaN            NaN            NaN  0.341078                 NaN            NaN            NaN            NaN   2.69377        2.51299                 NaN            NaN   2.34882                 NaN            NaN            NaN
  1463.66        2500.00        92.7403                 NaN            NaN            NaN            NaN  0.310391                 NaN            NaN            NaN            NaN   2.31546        2.47150                 NaN            NaN   2.16239                 NaN            NaN            NaN
  1461.15        2500.00        93.2794                 NaN            NaN            NaN            NaN  0.284347                 NaN            NaN            NaN            NaN   2.28532        2.14710                 NaN            NaN   2.00381                 NaN            NaN            NaN
  1458.65        2500.00        93.7491                 NaN            NaN            NaN            NaN  0.261767                 NaN            NaN            NaN            NaN   2.12336        2.00003                 NaN            NaN   1.86577                 NaN            NaN            NaN
  1456.14        2500.00        94.1564                 NaN            NaN            NaN            NaN  0.242099                 NaN            NaN            NaN            NaN   1.98165        1.87471                 NaN            NaN   1.74519                 NaN            NaN            NaN
  1453.63        2500.00        94.5293                 NaN            NaN            NaN            NaN  0.224071                 NaN            NaN            NaN            NaN   1.85587        1.75545                 NaN            NaN   1.63527                 NaN            NaN            NaN
  1451.13        2500.00        94.8516                 NaN            NaN            NaN            NaN  0.208549                 NaN            NaN            NaN            NaN   1.74567        1.65385                 NaN            NaN   1.54030                 NaN            NaN            NaN
  1448.62        2500.00        95.1407                 NaN            NaN            NaN            NaN  0.194581                 NaN            NaN            NaN            NaN   1.64696        1.56334                 NaN            NaN   1.45437                 NaN            NaN            NaN
  1446.12        2500.00        95.4060                 NaN            NaN            NaN            NaN  0.181927                 NaN            NaN            NaN            NaN   1.47819        1.55802                 NaN            NaN   1.37586                 NaN            NaN            NaN
  1443.61        2500.00        95.6411                 NaN            NaN            NaN            NaN  0.170466                 NaN            NaN            NaN            NaN   1.40419        1.47797                 NaN            NaN   1.30630                 NaN            NaN            NaN
  1441.10        2500.00        95.8587                 NaN            NaN            NaN            NaN  0.160180                 NaN            NaN            NaN            NaN   1.33484        1.40469                 NaN            NaN   1.24160                 NaN            NaN            NaN
  1438.60        2500.00        96.0566                 NaN            NaN            NaN            NaN  0.150606                 NaN            NaN            NaN            NaN   1.27137        1.33875                 NaN            NaN   1.18265                 NaN            NaN            NaN
  1436.09        2500.00        96.2354                 NaN            NaN            NaN            NaN  0.142100                 NaN            NaN            NaN            NaN   1.21506        1.27798                 NaN            NaN   1.12947                 NaN            NaN            NaN
  1433.58        2500.00        96.4053                 NaN            NaN            NaN            NaN  0.133845                 NaN            NaN            NaN            NaN   1.15942        1.22292                 NaN            NaN   1.07851                 NaN            NaN            NaN
  1431.08        2500.00        96.5571                 NaN            NaN            NaN            NaN  0.126426                 NaN            NaN            NaN            NaN   1.11055        1.17242                 NaN            NaN   1.03352                 NaN            NaN            NaN
  1428.57        2500.00        96.7004                 NaN            NaN            NaN            NaN  0.119317                 NaN            NaN            NaN            NaN   1.12583        1.06432                 NaN            NaN  0.990136                 NaN            NaN            NaN
  1426.07        2500.00        96.8323                 NaN            NaN            NaN            NaN  0.113063                 NaN            NaN            NaN            NaN   1.08274        1.02123                 NaN            NaN  0.950661                 NaN            NaN            NaN
  1423.56        2500.00        96.9559                 NaN            NaN            NaN            NaN  0.106800                 NaN            NaN            NaN            NaN  0.980443        1.04331                 NaN            NaN  0.913543                 NaN            NaN            NaN
  1421.05        2500.00        97.0707                 NaN            NaN            NaN            NaN  0.101214                 NaN            NaN            NaN            NaN   1.00581       0.943286                 NaN            NaN  0.878994                 NaN            NaN            NaN
  1418.55        2500.00        97.1746                 NaN            NaN            NaN            NaN  0.961230E-001            NaN            NaN            NaN            NaN  0.972433       0.908799                 NaN            NaN  0.848010                 NaN            NaN            NaN
  1416.04        2500.00        97.2827                 NaN            NaN            NaN            NaN  0.906052E-001            NaN            NaN            NaN            NaN  0.873031       0.938740                 NaN            NaN  0.814914                 NaN            NaN            NaN
  1413.53        2500.00        97.3725                 NaN            NaN            NaN            NaN  0.860874E-001            NaN            NaN            NaN            NaN  0.843780       0.909743                 NaN            NaN  0.787869                 NaN            NaN            NaN
  1411.03        2500.00        97.4631                 NaN            NaN            NaN            NaN  0.816852E-001            NaN            NaN            NaN            NaN  0.881297       0.813531                 NaN            NaN  0.760369                 NaN            NaN            NaN
  1408.52        2500.00        97.5458                 NaN            NaN            NaN            NaN  0.774722E-001            NaN            NaN            NaN            NaN  0.855543       0.785913                 NaN            NaN  0.735312                 NaN            NaN            NaN
  1406.02        2500.00        97.6256                 NaN            NaN            NaN            NaN  0.734554E-001            NaN            NaN            NaN            NaN  0.758808       0.831079                 NaN            NaN  0.711060                 NaN            NaN            NaN
  1403.51        2500.00        97.6998                 NaN            NaN            NaN            NaN  0.696684E-001            NaN            NaN            NaN            NaN  0.808022       0.733957                 NaN            NaN  0.688517                 NaN            NaN            NaN
  1401.00        2500.00        97.7711                 NaN            NaN            NaN            NaN  0.659453E-001            NaN            NaN            NaN            NaN  0.709395       0.786805                 NaN            NaN  0.666737                 NaN            NaN            NaN
  1398.50        2500.00        97.8381                 NaN            NaN            NaN            NaN  0.625458E-001            NaN            NaN            NaN            NaN  0.766475       0.686397                 NaN            NaN  0.646512                 NaN            NaN            NaN
  1395.99        2500.00        97.9013                 NaN            NaN            NaN            NaN  0.590404E-001            NaN            NaN            NaN            NaN  0.665080       0.747705                 NaN            NaN  0.626924                 NaN            NaN            NaN
  1393.48        2500.00        97.9622                 NaN            NaN            NaN            NaN  0.558555E-001            NaN            NaN            NaN            NaN  0.730184       0.643469                 NaN            NaN  0.608258                 NaN            NaN            NaN
  1390.98        2500.00        98.0167                 NaN            NaN            NaN            NaN  0.531599E-001            NaN            NaN            NaN            NaN  0.713357       0.625005                 NaN            NaN  0.591751                 NaN            NaN            NaN
  1388.47        2500.00        98.0768                 NaN            NaN            NaN            NaN  0.496598E-001            NaN            NaN            NaN            NaN  0.603353       0.697330                 NaN            NaN  0.572854                 NaN            NaN            NaN
  1385.96        2500.00        98.1260                 NaN            NaN            NaN            NaN  0.471243E-001            NaN            NaN            NaN            NaN  0.586248       0.682604                 NaN            NaN  0.558018                 NaN            NaN            NaN
  1383.46        2500.00        98.1761                 NaN            NaN            NaN            NaN  0.442328E-001            NaN            NaN            NaN            NaN  0.568292       0.668829                 NaN            NaN  0.542521                 NaN            NaN            NaN
  1380.95        2500.00        98.2224                 NaN            NaN            NaN            NaN  0.414616E-001            NaN            NaN            NaN            NaN  0.656314       0.551632                 NaN            NaN  0.528221                 NaN            NaN            NaN
  1378.45        2500.00        98.2683                 NaN            NaN            NaN            NaN  0.389078E-001            NaN            NaN            NaN            NaN  0.534718       0.644133                 NaN            NaN  0.513983                 NaN            NaN            NaN
  1375.94        2500.00        98.3116                 NaN            NaN            NaN            NaN  0.364268E-001            NaN            NaN            NaN            NaN  0.632384       0.519092                 NaN            NaN  0.500484                 NaN            NaN            NaN
  1373.43        2500.00        98.3519                 NaN            NaN            NaN            NaN  0.340198E-001            NaN            NaN            NaN            NaN  0.621857       0.504267                 NaN            NaN  0.487910                 NaN            NaN            NaN
  1370.93        2500.00        98.3913                 NaN            NaN            NaN            NaN  0.316556E-001            NaN            NaN            NaN            NaN  0.611996       0.489271                 NaN            NaN  0.475793                 NaN            NaN            NaN
  1368.42        2500.00        98.4303                 NaN            NaN            NaN            NaN  0.291735E-001            NaN            NaN            NaN            NaN  0.602799       0.474118                 NaN            NaN  0.463575                 NaN            NaN            NaN
  1365.91        2500.00        98.4666                 NaN            NaN            NaN            NaN  0.271235E-001            NaN            NaN            NaN            NaN  0.593498       0.460499                 NaN            NaN  0.452321                 NaN            NaN            NaN
  1363.41        2500.00        98.5008                 NaN            NaN            NaN            NaN  0.249183E-001            NaN            NaN            NaN            NaN  0.447261       0.585316                 NaN            NaN  0.441748                 NaN            NaN            NaN
  1360.90        2500.00        98.5342                 NaN            NaN            NaN            NaN  0.228451E-001            NaN            NaN            NaN            NaN  0.577775       0.433792                 NaN            NaN  0.431348                 NaN            NaN            NaN
  1358.40        2500.00        98.5660                 NaN            NaN            NaN            NaN  0.208280E-001            NaN            NaN            NaN            NaN  0.570469       0.421302                 NaN            NaN  0.421435                 NaN            NaN            NaN
  1355.89        2500.00        98.5963                 NaN            NaN            NaN            NaN  0.187081E-001            NaN            NaN            NaN            NaN  0.408823       0.564218                 NaN            NaN  0.411943                 NaN            NaN            NaN
  1353.38        2500.00        98.6253                 NaN            NaN            NaN            NaN  0.164923E-001            NaN            NaN            NaN            NaN  0.558950       0.396563                 NaN            NaN  0.402689                 NaN            NaN            NaN
  1350.88        2500.00        98.6534                 NaN            NaN            NaN            NaN  0.146325E-001            NaN            NaN            NaN            NaN  0.384565       0.553405                 NaN            NaN  0.393949                 NaN            NaN            NaN
  1348.37        2500.00        98.6796                 NaN            NaN            NaN            NaN  0.124816E-001            NaN            NaN            NaN            NaN  0.373181       0.549128                 NaN            NaN  0.385619                 NaN            NaN            NaN
  1345.86        2500.00        98.7061                 NaN            NaN            NaN            NaN  0.108034E-001            NaN            NaN            NaN            NaN  0.544208       0.361425                 NaN            NaN  0.377441                 NaN            NaN            NaN
  1343.36        2500.00        98.7309                 NaN            NaN            NaN            NaN  0.876651E-002            NaN            NaN            NaN            NaN  0.349878       0.540843                 NaN            NaN  0.369595                 NaN            NaN            NaN
  1340.85        2500.00        98.7540                 NaN            NaN            NaN            NaN  0.694928E-002            NaN            NaN            NaN            NaN  0.338895       0.537825                 NaN            NaN  0.362350                 NaN            NaN            NaN
  1338.35        2500.00        98.7774                 NaN            NaN            NaN            NaN  0.510389E-002            NaN            NaN            NaN            NaN  0.327538       0.534882                 NaN            NaN  0.355044                 NaN            NaN            NaN
  1335.84        2500.00        98.7986                 NaN            NaN            NaN            NaN  0.309839E-002            NaN            NaN            NaN            NaN  0.316467       0.533549                 NaN            NaN  0.348313                 NaN            NaN            NaN
  1333.33        2500.00        98.8162                 NaN            NaN            NaN            NaN  0.186105E-002            NaN            NaN            NaN            NaN  0.531426       0.307326                 NaN            NaN  0.343172                 NaN            NaN            NaN
  1330.83        2500.00        98.8423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.295173       0.528014                 NaN            NaN  0.334487                 NaN            NaN            NaN
  1328.32        2500.00        98.8576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.524540       0.287369                 NaN            NaN  0.330539                 NaN            NaN            NaN
  1325.81        2500.00        98.8754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.279965       0.519105                 NaN            NaN  0.325481                 NaN            NaN            NaN
  1323.31        2500.00        98.8916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.272068       0.515466                 NaN            NaN  0.320878                 NaN            NaN            NaN
  1320.80        2500.00        98.9087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.264025       0.511182                 NaN            NaN  0.316089                 NaN            NaN            NaN
  1318.30        2500.00        98.9247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.507670       0.255887                 NaN            NaN  0.311782                 NaN            NaN            NaN
  1315.79        2500.00        98.9398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.248052       0.504668                 NaN            NaN  0.307459                 NaN            NaN            NaN
  1313.28        2500.00        85.6731                 NaN            NaN            NaN            NaN  0.385200E-001            NaN            NaN            NaN            NaN   1.44171        2.76375                 NaN            NaN   1.80820        8.27470                 NaN            NaN
  1310.78        2500.00        84.9987                 NaN            NaN            NaN            NaN  0.633775E-001            NaN            NaN            NaN            NaN   1.54303        2.74971                 NaN            NaN   1.87695        8.76818                 NaN            NaN
  1308.27        2500.00        87.3345                 NaN            NaN            NaN            NaN  0.326214E-001            NaN            NaN            NaN            NaN   1.26754        2.39709                 NaN            NaN   1.59266        7.37563                 NaN            NaN
  1305.76        2500.00        66.1446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.14003                 NaN            NaN            NaN   4.47645        20.5888       0.650067                 NaN
  1303.26        2500.00        87.0509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25852        1.63702                 NaN            NaN   1.64884        7.72645       0.678264                 NaN
  1300.75        2500.00        94.7039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.505429       0.697171                 NaN            NaN  0.667210        3.12958       0.296668                 NaN
  1298.25        2500.00        96.6540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.238984       0.527954                 NaN            NaN  0.418073        1.96288       0.198084                 NaN
  1295.74        2500.00        97.4979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.117516       0.462527                 NaN            NaN  0.309665        1.45698       0.155456                 NaN
  1293.23        2500.00        97.9223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447204       0.415846E-001            NaN            NaN  0.253994        1.19989       0.135052                 NaN
  1290.73        2500.00        98.1179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.452379                 NaN            NaN            NaN  0.226692        1.07583       0.127238                 NaN
  1288.22        2500.00        98.1435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.462673                 NaN            NaN            NaN  0.222675        1.04495       0.126229                 NaN
  1285.71        2500.00        97.9716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.529916                 NaN            NaN            NaN  0.241236        1.11914       0.138142                 NaN
  1283.21        2500.00        75.1338        22.3086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.702395                 NaN            NaN            NaN  0.299343        1.38043       0.175454                 NaN
  1280.70        2500.00        69.0716        26.6027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26379                 NaN            NaN            NaN  0.497574        2.26887       0.295444                 NaN
  1278.20        2500.00        68.7429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.91166                 NaN            NaN            NaN   3.51990        15.7521        2.07344                 NaN
  1275.69        2500.00        94.1416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.454904       0.708954                 NaN            NaN  0.719684        3.57133       0.403492                 NaN
  1273.18        2500.00        95.5593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.984492                 NaN            NaN            NaN  0.498117        2.68077       0.277293                 NaN
  1270.68        2500.00        95.7532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.980218                 NaN            NaN            NaN  0.499707        2.49608       0.270784                 NaN
  1268.17        2500.00        95.7142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888799                 NaN            NaN            NaN  0.494839        2.61776       0.284430                 NaN
  1265.66        2500.00        54.8616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.03187       0.394397                 NaN            NaN   4.33227        22.4797        1.71370        10.1864     
  1263.16        2500.00        99.7091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.218092                 NaN            NaN            NaN  0.137276E-001            NaN  0.536354E-001  0.544354E-002
  1260.65        2500.00        99.9980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.200298E-002
  1258.15        2500.00        99.7346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.880655E-001  0.155691E-001  0.161781     
