|6.6.6
Archiving\03_Data\frac/QFM_m4/NWA1068/NWA1068_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1037.59        2500.00                 NaN            NaN            NaN            NaN   3.33610        6.12399       0.167334E-005            NaN   8.15928       0.796430        47.5865        33.9977                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   3.33595        6.12367       0.167326E-005            NaN   8.15926       0.796402        47.5855        33.9992                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.33581        6.12336       0.167321E-005            NaN   8.15923       0.796375        47.5844        34.0008                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80014        9.34050       0.326536E-004   8.96477       0.518919        45.6993        32.6763                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   3.33552        6.12274       0.167298E-005            NaN   8.15917       0.796319        47.5824        34.0039                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   3.33538        6.12242       0.167298E-005            NaN   8.15915       0.796292        47.5814        34.0054                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   3.33523        6.12211       0.167288E-005            NaN   8.15912       0.796264        47.5803        34.0069                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   3.33509        6.12180       0.167273E-005            NaN   8.15909       0.796236        47.5793        34.0085                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   3.33494        6.12149       0.167261E-005            NaN   8.15907       0.796209        47.5783        34.0100                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   3.33480        6.12118       0.167253E-005            NaN   8.15904       0.796181        47.5773        34.0115                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   3.33466        6.12087       0.167253E-005            NaN   8.15902       0.796154        47.5762        34.0131                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   3.33451        6.12055       0.167243E-005            NaN   8.15899       0.796126        47.5752        34.0146                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   9.67862        2.76952                 NaN   9.20060       0.460007        45.1279        32.7633                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   9.92424        2.53965       0.285321E-003   9.24174       0.447228        45.0819        32.7650                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23893        10.0511       0.848724E-006   9.15797       0.473328        45.3603        32.7184                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.33394        6.11931       0.167203E-005            NaN   8.15889       0.796017        47.5711        34.0207                 NaN
