|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        San(TH)        ilm            q             
  1196.89        2500.00                 NaN            NaN   16.8487                 NaN            NaN            NaN   8.86194        43.1140                 NaN   1.07586        30.0995     
  1195.85        2500.00                 NaN            NaN   16.8615                 NaN            NaN            NaN   8.86162        43.1041                 NaN   1.07171        30.1011     
  1194.81        2500.00                 NaN            NaN   16.8701                 NaN            NaN            NaN   8.86579        43.0933                 NaN   1.06862        30.1022     
  1193.78        2500.00                 NaN            NaN   16.8491                 NaN            NaN            NaN   8.86630        43.1101                 NaN   1.07526        30.0993     
  1192.74        2500.00                 NaN            NaN   16.8722                 NaN            NaN            NaN   8.87518        43.0835                 NaN   1.06705        30.1021     
  1191.70        2500.00                 NaN            NaN   16.8715                 NaN            NaN            NaN   8.87697        43.0829                 NaN   1.06700        30.1016     
  1190.67        2500.00                 NaN            NaN   16.8647                 NaN            NaN            NaN   8.87755        43.0881                 NaN   1.06910        30.1005     
  1189.63        2500.00                 NaN            NaN   16.8644                 NaN            NaN            NaN   8.87932        43.0870                 NaN   1.06899        30.1003     
  1188.60        2500.00                 NaN            NaN   11.3477        5.50293                 NaN            NaN   8.87850        43.0989                 NaN   1.07342        30.0986     
  1187.56        2500.00                 NaN            NaN   16.8657                 NaN            NaN            NaN   8.88542        43.0809                 NaN   1.06791        30.1001     
  1186.52        2500.00                 NaN            NaN   16.8664                 NaN            NaN            NaN   8.88851        43.0778                 NaN   1.06734        30.0999     
  1185.49        2500.00                 NaN            NaN   16.8672                 NaN            NaN            NaN   8.89162        43.0746                 NaN   1.06677        30.0998     
  1184.45        2500.00                 NaN            NaN   16.8679                 NaN            NaN            NaN   8.89478        43.0714                 NaN   1.06618        30.0997     
  1183.41        2500.00                 NaN            NaN   11.5399        5.31243                 NaN            NaN   8.89045        43.0877                 NaN   1.07158        30.0980     
  1182.38        2500.00                 NaN            NaN   16.8696                 NaN            NaN            NaN   8.90130        43.0646                 NaN   1.06492        30.0995     
  1181.34        2500.00                 NaN            NaN   16.8713                 NaN            NaN            NaN   8.90546        43.0599                 NaN   1.06396        30.0994     
  1180.31        2500.00                 NaN            NaN   16.8730                 NaN            NaN            NaN   8.90987        43.0548                 NaN   1.06291        30.0994     
  1179.27        2500.00                 NaN            NaN   16.8750                 NaN            NaN            NaN   8.91458        43.0493                 NaN   1.06178        30.0993     
  1178.23        2500.00                 NaN            NaN   16.8771                 NaN            NaN            NaN   8.91962        43.0434                 NaN   1.06054        30.0993     
  1177.20        2500.00                 NaN            NaN   16.8796                 NaN            NaN            NaN   8.92508        43.0369                 NaN   1.05917        30.0993     
  1176.16        2500.00                 NaN            NaN   16.8823                 NaN            NaN            NaN   8.93102        43.0298                 NaN   1.05766        30.0993     
  1175.12        2500.00                 NaN            NaN   16.8862                 NaN            NaN            NaN   8.94065        43.0186                 NaN   1.05540        30.0992     
  1174.09        2500.00                 NaN            NaN   16.8891                 NaN            NaN            NaN   8.94516        43.0125                 NaN   1.05396        30.0993     
  1173.05        2500.00                 NaN            NaN   16.8799                 NaN            NaN            NaN   8.94776        43.0183                 NaN   1.05662        30.0974     
  1172.02        2500.00                 NaN            NaN   16.8584                 NaN            NaN            NaN   8.91111        43.0659                 NaN   1.06729        30.0973     
  1170.98        2500.00                 NaN            NaN   16.8830                 NaN            NaN            NaN   8.95469        43.0099                 NaN   1.05488        30.0976     
  1169.94        2500.00                 NaN            NaN   16.8602                 NaN            NaN            NaN   8.91605        43.0604                 NaN   1.06615        30.0972     
  1168.91        2500.00                 NaN            NaN   16.8612                 NaN            NaN            NaN   8.91871        43.0574                 NaN   1.06553        30.0972     
  1167.87        2500.00                 NaN            NaN   16.8965                 NaN            NaN            NaN   8.96791        42.9874                 NaN   1.04923        30.0990     
  1166.83        2500.00                 NaN            NaN   16.8981                 NaN            NaN            NaN   8.97275        42.9822                 NaN   1.04813        30.0988     
  1165.80        2500.00                 NaN            NaN   16.8914                 NaN            NaN            NaN   8.97367        42.9870                 NaN   1.05010        30.0978     
  1164.76        2500.00                 NaN            NaN   16.0838       0.793978                 NaN            NaN   8.96116        43.0044                 NaN   1.05615        30.1005     
  1163.73        2500.00                 NaN            NaN   15.8632        1.02040                 NaN            NaN   8.96379        42.9964                 NaN   1.05416        30.1021     
  1162.69        2500.00                 NaN            NaN   15.8871       0.997866                 NaN            NaN   8.96834        42.9915                 NaN   1.05317        30.1019     
  1161.65        2500.00                 NaN            NaN   15.9000       0.986464                 NaN            NaN   8.97286        42.9867                 NaN   1.05218        30.1018     
  1160.62        2500.00                 NaN            NaN   15.9447       0.943674                 NaN            NaN   8.97782        42.9812                 NaN   1.05100        30.1016     
  1159.58        2500.00                 NaN            NaN   15.8362        1.05134                 NaN            NaN   8.97954        42.9805                 NaN   1.05111        30.1012     
  1158.54        2500.00                 NaN            NaN   16.0806       0.812246                 NaN            NaN   8.98848        42.9693                 NaN   1.04828        30.1010     
  1157.51        2500.00                 NaN            NaN   16.1662       0.729224                 NaN            NaN   8.99412        42.9630                 NaN   1.04677        30.1007     
  1156.47        2500.00                 NaN            NaN   16.2629       0.635359                 NaN            NaN   8.99995        42.9563                 NaN   1.04514        30.1003     
  1155.44        2500.00                 NaN            NaN   16.3707       0.530703                 NaN            NaN   9.00596        42.9494                 NaN   1.04342        30.0999     
  1154.40        2500.00                 NaN            NaN   16.4898       0.414873                 NaN            NaN   9.01217        42.9421                 NaN   1.04158        30.0995     
  1153.36        2500.00                 NaN            NaN   16.5657       0.341710                 NaN            NaN   9.01750        42.9359                 NaN   1.04008        30.0992     
  1152.33        2500.00                 NaN            NaN   16.2696       0.610535                 NaN            NaN   9.01182        42.9623                 NaN   1.04961        30.0961     
  1151.29        2500.00                 NaN            NaN   16.4053       0.501871                 NaN            NaN   9.02190        42.9313                 NaN   1.03981        30.0997     
  1150.25        2500.00                 NaN            NaN   16.3313       0.575843                 NaN            NaN   9.02409        42.9291                 NaN   1.03967        30.1000     
  1149.22        2500.00                 NaN            NaN   16.5639       0.351488                 NaN            NaN   9.04454        42.9028                 NaN   1.03662        30.1006     
  1148.18        2500.00                 NaN            NaN   16.1821       0.725474                 NaN            NaN   9.02773        42.9246                 NaN   1.03959        30.1005     
  1147.15        2500.00                 NaN            NaN   16.3906       0.514764                 NaN            NaN   9.03783        42.9196                 NaN   1.03828        30.0989     
  1146.11        2500.00                 NaN            NaN   16.0681       0.840879                 NaN            NaN   9.03267        42.9186                 NaN   1.03880        30.1010     
  1145.07        2500.00                 NaN            NaN   16.1293       0.785498                 NaN            NaN   9.03376        42.9118                 NaN   1.03756        30.1021     
  1144.04        2500.00                 NaN            NaN   15.9350       0.972495                 NaN            NaN   9.03642        42.9156                 NaN   1.03899        30.1016     
  1143.00        2500.00                 NaN            NaN   1.00788        15.9006                 NaN            NaN   9.03984        42.9116                 NaN   1.03831        30.1017     
  1141.96        2500.00                 NaN            NaN   15.8971        1.01287                 NaN            NaN   9.04326        42.9072                 NaN   1.03756        30.1020     
  1140.93        2500.00                 NaN            NaN   1.05483        15.8554                 NaN            NaN   9.04585        42.9045                 NaN   1.03725        30.1022     
  1139.89        2500.00                 NaN            NaN   15.8173        1.09330                 NaN            NaN   9.04855        42.9016                 NaN   1.03688        30.1024     
  1138.86        2500.00                 NaN            NaN   15.7404        1.16934                 NaN            NaN   9.05021        42.9004                 NaN   1.03703        30.1026     
  1137.82        2500.00                 NaN            NaN   1.20460        15.7056                 NaN            NaN   9.05295        42.8974                 NaN   1.03663        30.1028     
  1136.78        2500.00                 NaN            NaN   15.6707        1.23992                 NaN            NaN   9.05567        42.8943                 NaN   1.03627        30.1031     
  1135.75        2500.00                 NaN            NaN   15.6380        1.27326                 NaN            NaN   9.05840        42.8913                 NaN   1.03584        30.1033     
  1134.71        2500.00                 NaN            NaN   15.6051        1.30662                 NaN            NaN   9.06112        42.8882                 NaN   1.03545        30.1035     
  1133.68        2500.00                 NaN            NaN   1.33943        15.5728                 NaN            NaN   9.06384        42.8852                 NaN   1.03505        30.1037     
  1132.64        2500.00                 NaN            NaN   15.5410        1.37170                 NaN            NaN   9.06655        42.8822                 NaN   1.03466        30.1040     
  1131.60        2500.00                 NaN            NaN   15.5097        1.40344                 NaN            NaN   9.06926        42.8791                 NaN   1.03426        30.1042     
  1130.57        2500.00                 NaN            NaN   15.4790        1.43467                 NaN            NaN   9.07196        42.8761                 NaN   1.03387        30.1044     
  1129.53        2500.00                 NaN            NaN   1.46541        15.4488                 NaN            NaN   9.07466        42.8730                 NaN   1.03347        30.1047     
  1128.49        2500.00                 NaN            NaN   15.4190        1.49568                 NaN            NaN   9.07735        42.8700                 NaN   1.03308        30.1049     
  1127.46        2500.00                 NaN            NaN   1.52549        15.3897                 NaN            NaN   9.08004        42.8669                 NaN   1.03269        30.1052     
  1126.42        2500.00                 NaN            NaN   15.3608        1.55487                 NaN            NaN   9.08272        42.8639                 NaN   1.03230        30.1054     
  1125.39        2500.00                 NaN            NaN   15.3316        1.58449                 NaN            NaN   9.08541        42.8608                 NaN   1.03193        30.1057     
  1124.35        2500.00                 NaN            NaN   15.3036        1.61303                 NaN            NaN   9.08809        42.8578                 NaN   1.03154        30.1060     
  1123.31        2500.00                 NaN            NaN   1.63165        15.2859                 NaN            NaN   9.09108        42.8542                 NaN   1.03097        30.1062     
  1122.28        2500.00                 NaN            NaN   1.66000        15.2581                 NaN            NaN   9.09374        42.8511                 NaN   1.03059        30.1065     
  1121.24        2500.00                 NaN            NaN   1.71074        15.2177                 NaN            NaN   9.09655        42.8333                 NaN   1.03084        30.1108     
  1120.20        2500.00                 NaN            NaN   15.2183        1.70201                 NaN            NaN   9.09813        42.8447                 NaN   1.02954        30.1073     
  1119.17        2500.00                 NaN            NaN   15.1933        1.72648                 NaN            NaN   9.10217        42.8417                 NaN   1.02928        30.1071     
  1118.13        2500.00                 NaN            NaN   1.74777        15.1687                 NaN            NaN   9.10442        42.8433                 NaN   1.02935        30.1064     
  1117.10        2500.00                 NaN            NaN   15.2133        1.70803                 NaN            NaN   9.12165        42.8229                 NaN   1.02576        30.1084     
  1116.06        2500.00                 NaN            NaN   15.1139        1.80702                 NaN            NaN   9.10885        42.8338                 NaN   1.02839        30.1080     
  1115.02        2500.00                 NaN            NaN   15.0447        1.86682                 NaN            NaN   9.09080        42.8579                 NaN   1.03320        30.1066     
  1113.99        2500.00                 NaN            NaN   15.0942        1.82185                 NaN            NaN   9.10390        42.8421                 NaN   1.03047        30.1074     
  1112.95        2500.00                 NaN            NaN   15.0840        1.83369                 NaN            NaN   9.10490        42.8391                 NaN   1.03002        30.1082     
  1111.91        2500.00                 NaN            NaN   15.0050        1.91826                 NaN            NaN   9.12012        42.8206                 NaN   1.02671        30.1092     
  1110.88        2500.00                 NaN            NaN   15.0152        1.91043                 NaN            NaN   9.12345        42.8164                 NaN   1.02520        30.1093     
  1109.84        2500.00                 NaN            NaN   15.0371        1.89002                 NaN            NaN   9.12777        42.8109                 NaN   1.02477        30.1095     
  1108.81        2500.00                 NaN            NaN   14.9976        1.93092                 NaN            NaN   9.13135        42.8059                 NaN   1.02397        30.1103     
  1107.77        2500.00                 NaN            NaN   14.9599        1.96745                 NaN            NaN   9.13176        42.8072                 NaN   1.02372        30.1100     
  1106.73        2500.00                 NaN            NaN   14.9113        2.01554                 NaN            NaN   9.13399        42.8041                 NaN   1.02437        30.1107     
  1105.70        2500.00                 NaN            NaN   14.9228        2.00525                 NaN            NaN   9.13706        42.8011                 NaN   1.02339        30.1104     
  1104.66        2500.00                 NaN            NaN   2.04506        14.8826                 NaN            NaN   9.14125        42.7964                 NaN   1.02363        30.1111     
  1103.62        2500.00                 NaN            NaN   2.07129        14.8561                 NaN            NaN   9.14257        42.7955                 NaN   1.02337        30.1112     
  1102.59        2500.00                 NaN            NaN   2.09418        14.8349                 NaN            NaN   9.14573        42.7905                 NaN   1.02281        30.1119     
  1101.55        2500.00                 NaN            NaN   14.9290        1.98099                 NaN  0.353705E-004   9.11707        42.8321                 NaN   1.03179        30.1090     
  1100.52        2500.00                 NaN            NaN   14.9972        1.92533                 NaN  0.358327E-004   9.12218        42.8175                 NaN   1.02719        30.1106     
  1099.48        2500.00                 NaN            NaN   14.9906        1.93236                 NaN            NaN   9.12366        42.8156                 NaN   1.02694        30.1108     
  1098.44        2500.00                 NaN            NaN   14.9840        1.93937                 NaN            NaN   9.12514        42.8138                 NaN   1.02670        30.1110     
  1097.41        2500.00                 NaN            NaN   14.7215        2.21062                 NaN            NaN   9.15755        42.7760                 NaN   1.02087        30.1135     
  1096.37        2500.00                 NaN            NaN   14.7050        2.22787                 NaN  0.226218E-004   9.16020        42.7727                 NaN   1.02036        30.1139     
  1095.33        2500.00                 NaN            NaN   14.6947        2.23888                 NaN  0.245690E-004   9.16313        42.7696                 NaN   1.01971        30.1140     
  1094.30        2500.00                 NaN            NaN   14.8177        2.09436                 NaN            NaN   9.12659        42.8196                 NaN   1.03079        30.1109     
  1093.26        2500.00                 NaN            NaN   14.9524        1.97326                 NaN            NaN   9.13262        42.8042                 NaN   1.02544        30.1121     
  1092.23        2500.00                 NaN            NaN   14.9463        1.97987                 NaN            NaN   9.13413        42.8023                 NaN   1.02519        30.1123     
  1091.19        2500.00                 NaN            NaN   14.9402        1.98643                 NaN            NaN   9.13565        42.8003                 NaN   1.02493        30.1125     
  1090.15        2500.00                 NaN            NaN   14.6069        2.33037                 NaN            NaN   9.17649        42.7527                 NaN   1.01770        30.1158     
  1089.12        2500.00                 NaN            NaN   14.8527        2.06280                 NaN            NaN   9.13531        42.8088                 NaN   1.02875        30.1116     
  1088.08        2500.00                 NaN            NaN   14.8468        2.06921                 NaN            NaN   9.13687        42.8068                 NaN   1.02849        30.1118     
  1087.04        2500.00                 NaN            NaN   14.9164        2.01212                 NaN            NaN   9.14175        42.7925                 NaN   1.02388        30.1134     
  1086.01        2500.00                 NaN            NaN   14.9102        2.01886                 NaN            NaN   9.14341        42.7903                 NaN   1.02359        30.1136     
  1084.97        2500.00                 NaN            NaN   14.5385        2.40326                 NaN  0.330630E-004   9.18932        42.7361                 NaN   1.01517        30.1176     
  1083.94        2500.00                 NaN            NaN   14.5411        2.40264                 NaN            NaN   9.19361        42.7305                 NaN   1.01424        30.1180     
  1082.90        2500.00                 NaN            NaN   2.43610        14.5079                 NaN            NaN   9.19553        42.7279                 NaN   1.01409        30.1185     
  1081.86        2500.00                 NaN            NaN   14.5093        2.43760                 NaN            NaN   9.19992        42.7201                 NaN   1.01376        30.1194     
  1080.83        2500.00                 NaN            NaN   14.4773        2.46709                 NaN            NaN   9.20164        42.7215                 NaN   1.01351        30.1190     
  1079.79        2500.00                 NaN            NaN   14.8769        2.05496                 NaN            NaN   9.15269        42.7785                 NaN   1.02196        30.1150     
  1078.75        2500.00                 NaN            NaN   14.8714        2.06092                 NaN            NaN   9.15426        42.7764                 NaN   1.02168        30.1153     
  1077.72        2500.00                 NaN            NaN   14.8660        2.06685                 NaN            NaN   9.15585        42.7743                 NaN   1.02140        30.1155     
  1076.68        2500.00                 NaN            NaN   14.8607        2.07274                 NaN            NaN   9.15744        42.7722                 NaN   1.02111        30.1158     
  1075.65        2500.00                 NaN            NaN   14.8554        2.07861                 NaN            NaN   9.15903        42.7701                 NaN   1.02083        30.1160     
  1074.61        2500.00                 NaN            NaN   14.8500        2.08449                 NaN            NaN   9.16064        42.7680                 NaN   1.02054        30.1163     
  1073.57        2500.00                 NaN            NaN   14.3882        2.56042                 NaN            NaN   9.21903        42.7004                 NaN   1.01056        30.1214     
  1072.54        2500.00                 NaN            NaN   14.3771        2.57232                 NaN            NaN   9.22142        42.6972                 NaN   1.01021        30.1217     
  1071.50        2500.00                 NaN            NaN   14.3483        2.60320                 NaN            NaN   9.22598        42.6915                 NaN   1.00900        30.1219     
  1070.46        2500.00                 NaN            NaN   14.3592        2.59457                 NaN            NaN   9.22840        42.6867                 NaN   1.00831        30.1228     
  1069.43        2500.00                 NaN            NaN   14.3050        2.64936                 NaN            NaN   9.23059        42.6833                 NaN   1.00806        30.1236     
  1068.39        2500.00                 NaN            NaN   14.3368        2.61889                 NaN            NaN   9.23392        42.6796                 NaN   1.00728        30.1235     
  1067.36        2500.00                 NaN            NaN   14.3187        2.63939                 NaN            NaN   9.23623        42.6747                 NaN   1.00658        30.1244     
  1066.32        2500.00                 NaN            NaN   14.3151        2.64254                 NaN            NaN   9.23940        42.6724                 NaN   1.00623        30.1243     
  1065.28        2500.00                 NaN            NaN   14.2999        2.65955                 NaN            NaN   9.24183        42.6681                 NaN   1.00562        30.1250     
  1064.25        2500.00                 NaN            NaN   14.2925        2.66643                 NaN            NaN   9.24400        42.6663                 NaN   1.00548        30.1252     
  1063.21        2500.00                 NaN            NaN   14.2754        2.68678                 NaN            NaN   9.24715        42.6601                 NaN   1.00446        30.1261     
  1062.17        2500.00                 NaN            NaN   14.2708        2.69158                 NaN            NaN   9.25151        42.6561                 NaN   1.00396        30.1261     
  1061.14        2500.00                 NaN            NaN   14.2546        2.70972                 NaN            NaN   9.25266        42.6527                 NaN   1.00337        30.1269     
  1060.10        2500.00                 NaN            NaN   14.2545        2.70926                 NaN            NaN   9.25607        42.6504                 NaN   1.00301        30.1268     
  1059.07        2500.00                 NaN            NaN   14.2452        2.71959                 NaN            NaN   9.25879        42.6468                 NaN   1.00247        30.1272     
  1058.03        2500.00                 NaN            NaN   14.2268        2.73783                 NaN            NaN   9.26186        42.6442                 NaN   1.00207        30.1272     
  1056.99        2500.00                 NaN            NaN   14.2194        2.74305                 NaN            NaN   9.26316        42.6445                 NaN   1.00253        30.1273     
  1055.96        2500.00                 NaN            NaN   14.3435        2.62279                 NaN            NaN   9.27167        42.6359                 NaN   1.00058        30.1255     
  1054.92        2500.00                 NaN            NaN   14.2143        2.75278                 NaN            NaN   9.26923        42.6350                 NaN   1.00046        30.1283     
  1053.88        2500.00                 NaN            NaN   14.2186        2.75457                 NaN            NaN   9.27234        42.6254                 NaN  0.999116        30.1300     
  1052.85        2500.00                 NaN            NaN   13.9758        2.98183                 NaN            NaN   9.22103        42.6797                 NaN   1.00909        30.1326     
  1051.81        2500.00                 NaN            NaN   14.2246        2.72965                 NaN            NaN   9.26213        42.6569                 NaN   1.00219        30.1245     
  1050.78        2500.00                 NaN            NaN   14.1017        2.85732                 NaN            NaN   9.26773        42.6398                 NaN   1.00317        30.1303     
  1049.74        2500.00                 NaN            NaN   14.1490        2.82789                 NaN            NaN   9.28273        42.6112                 NaN  0.997263        30.1319     
  1048.70        2500.00                 NaN            NaN   2.85218        14.1269                 NaN            NaN   9.28248        42.6087                 NaN  0.996726        30.1330     
  1047.67        2500.00                 NaN            NaN   14.1350        2.84458                 NaN            NaN   9.28872        42.6029                 NaN  0.995977        30.1328     
  1046.63        2500.00                 NaN            NaN   14.1267        2.85405                 NaN            NaN   9.29148        42.5991                 NaN  0.995395        30.1333     
  1045.59        2500.00                 NaN            NaN   14.1132        2.87473                 NaN            NaN   9.29979        42.5830                 NaN  0.993795        30.1355     
  1044.56        2500.00                 NaN            NaN   13.8542        3.10157                 NaN            NaN   9.27268        42.6348                 NaN   1.00347        30.1333     
  1043.52        2500.00                 NaN            NaN   13.8557        3.10973                 NaN            NaN   9.27538        42.6201                 NaN   1.00275        30.1363     
  1042.49        2500.00                 NaN            NaN   2.89465        14.0910                 NaN            NaN   9.30258        42.5834                 NaN  0.993103        30.1352     
  1041.45        2500.00                 NaN            NaN   13.8335        3.13780                 NaN            NaN   9.28567        42.6057                 NaN   1.00033        30.1369     
  1040.41        2500.00                 NaN            NaN   13.8159        3.15768                 NaN            NaN   9.28894        42.5998                 NaN  0.999976        30.1378     
  1039.38        2500.00                 NaN            NaN   13.8217        3.14026                 NaN            NaN   9.28937        42.6108                 NaN   1.00152        30.1363     
  1038.34        2500.00                 NaN            NaN   3.14615        13.8050                 NaN            NaN   9.28480        42.6206                 NaN   1.00844        30.1350     
  1037.30        2500.00                 NaN            NaN   2.93744        14.0549                 NaN            NaN   9.31670        42.5633                 NaN  0.989985        30.1377     
  1036.27        2500.00                 NaN            NaN   3.03239        13.9793                 NaN            NaN   9.32703        42.5270                 NaN  0.988244        30.1460     
  1035.23        2500.00                 NaN            NaN   3.10864        13.8482                 NaN            NaN   9.30509        42.6024                 NaN   1.00183        30.1339     
  1034.20        2500.00                 NaN            NaN   3.12041        13.8416                 NaN            NaN   9.31079        42.5918                 NaN   1.00006        30.1353     
  1033.16        2500.00                 NaN            NaN   13.9867        3.00301                 NaN            NaN   9.32466        42.5567                 NaN  0.990099        30.1388     
  1032.12        2500.00                 NaN            NaN   13.9588        3.03791                 NaN            NaN   9.32653        42.5480                 NaN  0.987964        30.1408     
  1031.09        2500.00                 NaN            NaN   13.9639        3.02764                 NaN            NaN   9.32957        42.5497                 NaN  0.989256        30.1399     
  1030.05        2500.00                 NaN            NaN   13.9525        3.03999                 NaN            NaN   9.33201        42.5463                 NaN  0.988841        30.1404     
  1029.01        2500.00                 NaN            NaN   13.9404        3.05292                 NaN            NaN   9.33439        42.5428                 NaN  0.988454        30.1410     
  1027.98        2500.00                 NaN            NaN   13.9285        3.06569                 NaN            NaN   9.33677        42.5394                 NaN  0.988065        30.1415     
  1026.94        2500.00                 NaN            NaN   13.9168        3.07830                 NaN            NaN   9.33916        42.5360                 NaN  0.987673        30.1421     
  1025.91        2500.00                 NaN            NaN   13.9053        3.09075                 NaN            NaN   9.34155        42.5326                 NaN  0.987278        30.1426     
  1024.87        2500.00                 NaN            NaN   3.03745        13.9746                 NaN            NaN   9.35217        42.5085                 NaN  0.982164        30.1451     
  1023.83        2500.00                 NaN            NaN   3.04696        13.9643                 NaN            NaN   9.35400        42.5085                 NaN  0.981627        30.1446     
  1022.80        2500.00                 NaN            NaN   13.9612        3.05079                 NaN            NaN   9.35610        42.5057                 NaN  0.981124        30.1450     
  1021.76        2500.00                 NaN            NaN   13.9557        3.06666                 NaN            NaN   9.35893        42.4902                 NaN  0.980324        30.1481     
  1020.72        2500.00                 NaN            NaN   13.9434        3.05324                 NaN            NaN   9.35303        42.5172                 NaN  0.988241        30.1449     
  1019.69        2500.00                 NaN            NaN   13.9436        3.07343                 NaN            NaN   9.36571        42.4917                 NaN  0.978900        30.1467     
  1018.65        2500.00                 NaN            NaN   13.9275        3.09027                 NaN            NaN   9.36718        42.4894                 NaN  0.978538        30.1471     
  1017.62        2500.00                 NaN            NaN   3.10974        13.9120                 NaN            NaN   9.36887        42.4826                 NaN  0.978123        30.1486     
  1016.58        2500.00                 NaN            NaN   13.7478        3.25250                 NaN            NaN   9.36016        42.5076                 NaN  0.985168        30.1468     
  1015.54        2500.00                 NaN            NaN   13.8048        3.20137                 NaN            NaN   9.36591        42.4976                 NaN  0.982648        30.1477     
  1014.51        2500.00                 NaN            NaN   3.17920        13.8337                 NaN            NaN   9.37189        42.4867                 NaN  0.979978        30.1485     
  1013.47        2500.00                 NaN            NaN   3.12343        13.9010                 NaN            NaN   9.39104        42.4640                 NaN  0.972119        30.1484     
  1012.43        2500.00                 NaN            NaN   3.14507        13.8794                 NaN            NaN   9.38470        42.4658                 NaN  0.974948        30.1500     
  1011.40        2500.00                 NaN            NaN   3.12498        13.9064                 NaN            NaN   9.39138        42.4541                 NaN  0.972054        30.1511     
  1010.36        2500.00                 NaN            NaN   3.10732        13.9271                 NaN            NaN   9.40295        42.4427                 NaN  0.968590        30.1513     
  1009.33        2500.00                 NaN            NaN   3.14540        13.8865                 NaN            NaN   9.39239        42.4508                 NaN  0.972653        30.1522     
  1008.29        2500.00                 NaN            NaN   3.11743        13.9176                 NaN            NaN   9.39920        42.4429                 NaN  0.970524        30.1523     
  1007.25        2500.00                 NaN            NaN   3.14302        13.8959                 NaN            NaN   9.40821        42.4314                 NaN  0.967889        30.1535     
  1006.22        2500.00                 NaN            NaN   13.7193        3.29717                 NaN            NaN   9.38824        42.4640                 NaN  0.978426        30.1529     
  1005.18        2500.00                 NaN            NaN   3.27123        13.7526                 NaN            NaN   9.39471        42.4523                 NaN  0.975470        30.1537     
  1004.14        2500.00                 NaN            NaN   3.22100        13.8174                 NaN            NaN   9.40443        42.4317                 NaN  0.969947        30.1556     
  1003.11        2500.00                 NaN            NaN   3.22454        13.8178                 NaN            NaN   9.40869        42.4236                 NaN  0.968613        30.1567     
  1002.07        2500.00                 NaN            NaN   3.23673        13.8048                 NaN            NaN   9.41060        42.4222                 NaN  0.968536        30.1572     
  1001.04        2500.00                 NaN            NaN   3.12971        13.9182                 NaN            NaN   9.41687        42.4139                 NaN  0.964711        30.1566     
  1000.00        2500.00                 NaN            NaN   13.8540        3.19451                 NaN            NaN   9.41943        42.4096                 NaN  0.965110        30.1574     
