|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1230.19        2500.00                 NaN            NaN   5.56701        9.28747       0.680728                 NaN            NaN            NaN   8.53131        43.9722        1.10178        30.8595     
  1229.03        2500.00                 NaN            NaN   15.6377                 NaN            NaN            NaN            NaN            NaN   8.56738        43.8434        1.07258        30.8789     
  1227.88        2500.00                 NaN            NaN   15.6249                 NaN            NaN            NaN            NaN            NaN   8.56612        43.8557        1.07691        30.8763     
  1226.72        2500.00                 NaN            NaN   11.2354        4.40403                 NaN            NaN            NaN            NaN   8.56830        43.8408        1.07220        30.8793     
  1225.56        2500.00                 NaN            NaN   15.6449                 NaN            NaN            NaN            NaN            NaN   8.58237        43.8235        1.06911        30.8802     
  1224.41        2500.00                 NaN            NaN   10.6082        5.02631                 NaN            NaN            NaN            NaN   8.57294        43.8412        1.07317        30.8781     
  1223.25        2500.00                 NaN            NaN   15.6434                 NaN            NaN            NaN            NaN            NaN   8.58303        43.8246        1.06953        30.8795     
  1222.09        2500.00                 NaN            NaN   5.63944        9.99923                 NaN            NaN            NaN            NaN   8.55974        43.8387        1.08052        30.8824     
  1220.94        2500.00                 NaN            NaN   15.0460       0.603819                 NaN            NaN            NaN            NaN   8.59019        43.8125        1.06684        30.8806     
  1219.78        2500.00                 NaN            NaN   15.6503                 NaN            NaN            NaN            NaN            NaN   8.59669        43.8065        1.06611        30.8804     
  1218.62        2500.00                 NaN            NaN   3.69399        11.9510                 NaN            NaN            NaN            NaN   8.58867        43.8183        1.06821        30.8798     
  1217.47        2500.00                 NaN            NaN   3.65169        11.9947                 NaN            NaN            NaN            NaN   8.59180        43.8143        1.06748        30.8800     
  1216.31        2500.00                 NaN            NaN   3.60672        12.0411                 NaN            NaN            NaN            NaN   8.59494        43.8103        1.06674        30.8802     
  1215.15        2500.00                 NaN            NaN   3.56017        12.0891                 NaN            NaN            NaN            NaN   8.59809        43.8062        1.06599        30.8804     
  1214.00        2500.00                 NaN            NaN   10.0781        5.57209                 NaN            NaN            NaN            NaN   8.59910        43.8064        1.06478        30.8796     
  1212.84        2500.00                 NaN            NaN   9.94331        5.70709                 NaN            NaN            NaN            NaN   8.60472        43.8009        1.06399        30.8800     
  1211.68        2500.00                 NaN            NaN   10.3716        5.28427                 NaN            NaN            NaN            NaN   8.60745        43.7922        1.06324        30.8813     
  1210.53        2500.00                 NaN            NaN   15.6641                 NaN            NaN            NaN            NaN            NaN   8.62017        43.7738        1.05968        30.8823     
  1209.37        2500.00                 NaN            NaN   6.50952        9.13590                 NaN            NaN            NaN            NaN   8.57593        43.8168        1.07830        30.8836     
  1208.21        2500.00                 NaN            NaN   15.6670                 NaN            NaN            NaN            NaN            NaN   8.62627        43.7659        1.05819        30.8827     
  1207.06        2500.00                 NaN            NaN   15.6684                 NaN            NaN            NaN            NaN            NaN   8.62929        43.7620        1.05743        30.8828     
  1205.90        2500.00                 NaN            NaN   14.1206        1.54900                 NaN            NaN            NaN            NaN   8.62391        43.7618        1.06045        30.8843     
  1204.74        2500.00                 NaN            NaN   14.2776        1.39276                 NaN            NaN            NaN            NaN   8.62747        43.7579        1.05986        30.8844     
  1203.59        2500.00                 NaN            NaN   14.3439        1.32864                 NaN            NaN            NaN            NaN   8.62975        43.7539        1.05902        30.8847     
  1202.43        2500.00                 NaN            NaN   14.5698        1.10201                 NaN            NaN            NaN            NaN   8.63453        43.7510        1.05846        30.8842     
  1201.27        2500.00                 NaN            NaN   15.6770                 NaN            NaN            NaN            NaN            NaN   8.64577        43.7401        1.05329        30.8839     
  1200.12        2500.00                 NaN            NaN   15.6750                 NaN            NaN            NaN            NaN            NaN   8.64833        43.7400        1.05334        30.8834     
  1198.96        2500.00                 NaN            NaN   15.6838                 NaN            NaN            NaN            NaN            NaN   8.64142        43.7411        1.05040        30.8834     
  1197.80        2500.00                 NaN            NaN   9.22034        6.45314                 NaN            NaN            NaN            NaN   8.64223        43.7462        1.05455        30.8835     
  1196.65        2500.00                 NaN            NaN   7.07046        8.59973                 NaN            NaN            NaN            NaN   8.63990        43.7524        1.05509        30.8824     
  1195.49        2500.00                 NaN            NaN   15.6709                 NaN            NaN            NaN            NaN            NaN   8.65866        43.7349        1.05347        30.8820     
  1194.33        2500.00                 NaN            NaN   15.6740                 NaN            NaN            NaN            NaN            NaN   8.66058        43.7298        1.05280        30.8829     
  1193.18        2500.00                 NaN            NaN   15.6774                 NaN            NaN            NaN            NaN            NaN   8.66419        43.7236        1.05140        30.8834     
  1192.02        2500.00                 NaN            NaN   15.6807                 NaN            NaN            NaN            NaN            NaN   8.66780        43.7176        1.05002        30.8839     
  1190.86        2500.00                 NaN            NaN   15.6839                 NaN            NaN            NaN            NaN            NaN   8.67135        43.7117        1.04869        30.8844     
  1189.71        2500.00                 NaN            NaN   15.6874                 NaN            NaN            NaN            NaN            NaN   8.67501        43.7054        1.04725        30.8850     
  1188.55        2500.00                 NaN            NaN   15.6908                 NaN            NaN            NaN            NaN            NaN   8.67866        43.6992        1.04582        30.8855     
  1187.39        2500.00                 NaN            NaN   15.6939                 NaN            NaN            NaN            NaN            NaN   8.68221        43.6933        1.04450        30.8860     
  1186.24        2500.00                 NaN            NaN   15.6904                 NaN            NaN            NaN            NaN            NaN   8.68360        43.6952        1.04548        30.8853     
  1185.08        2500.00                 NaN            NaN   15.6973                 NaN            NaN            NaN            NaN            NaN   8.68828        43.6851        1.04289        30.8865     
  1183.92        2500.00                 NaN            NaN   15.6979                 NaN            NaN            NaN            NaN            NaN   8.69108        43.6821        1.04243        30.8865     
  1182.77        2500.00                 NaN            NaN   15.7013                 NaN            NaN            NaN            NaN            NaN   8.69475        43.6759        1.04099        30.8870     
  1181.61        2500.00                 NaN            NaN   15.6822                 NaN            NaN            NaN            NaN            NaN   8.69010        43.6967        1.04750        30.8835     
  1180.45        2500.00                 NaN            NaN   15.6841                 NaN            NaN            NaN            NaN            NaN   8.69330        43.6923        1.04660        30.8838     
  1179.29        2500.00                 NaN            NaN   15.7090                 NaN            NaN            NaN            NaN            NaN   8.70475        43.6604        1.03764        30.8882     
  1178.14        2500.00                 NaN            NaN   15.6878                 NaN            NaN            NaN            NaN            NaN   8.69934        43.6837        1.04486        30.8843     
  1176.98        2500.00                 NaN            NaN   15.6897                 NaN            NaN            NaN            NaN            NaN   8.70235        43.6794        1.04399        30.8846     
  1175.82        2500.00                 NaN            NaN   11.6501        4.05941                 NaN            NaN            NaN            NaN   8.70767        43.6577        1.03677        30.8883     
  1174.67        2500.00                 NaN            NaN   7.55716        8.13144                 NaN            NaN            NaN            NaN   8.67319        43.7060        1.04681        30.8854     
  1173.51        2500.00                 NaN            NaN   11.4703        4.22959                 NaN            NaN            NaN            NaN   8.70680        43.6666        1.04038        30.8864     
  1172.35        2500.00                 NaN            NaN   7.54378        8.14446                 NaN            NaN            NaN            NaN   8.50066        43.8192        1.08720        30.9047     
  1171.20        2500.00                 NaN            NaN   15.7209                 NaN            NaN            NaN            NaN            NaN   8.72499        43.6323        1.03204        30.8898     
  1170.04        2500.00                 NaN            NaN   11.8348        3.86440                 NaN            NaN            NaN            NaN   8.71383        43.6609        1.04009        30.8860     
  1168.88        2500.00                 NaN            NaN   15.7043                 NaN            NaN            NaN            NaN            NaN   8.72296        43.6486        1.03736        30.8867     
  1167.73        2500.00                 NaN            NaN   11.2977        4.40597                 NaN            NaN            NaN            NaN   8.70575        43.6590        1.04284        30.8887     
  1166.57        2500.00                 NaN            NaN   15.7148                 NaN            NaN            NaN            NaN            NaN   8.73044        43.6328        1.03336        30.8886     
  1165.41        2500.00                 NaN            NaN  0.238959        13.7706        1.71364                 NaN            NaN            NaN   8.73688        43.6204        1.02970        30.8898     
  1164.26        2500.00                 NaN            NaN  0.317602        13.7752        1.63200                 NaN            NaN            NaN   8.73974        43.6165        1.02888        30.8900     
  1163.10        2500.00                 NaN            NaN   1.37500        14.3511                 NaN            NaN            NaN            NaN   8.72904        43.6204        1.03270        30.8918     
  1161.94        2500.00                 NaN            NaN   1.20942        14.5194                 NaN            NaN            NaN            NaN   8.73420        43.6140        1.03095        30.8920     
  1160.79        2500.00                 NaN            NaN   1.03145        14.7002                 NaN            NaN            NaN            NaN   8.73959        43.6074        1.02912        30.8922     
  1159.63        2500.00                 NaN            NaN   15.7310                 NaN            NaN            NaN            NaN            NaN   8.75118        43.6008        1.02609        30.8909     
  1158.47        2500.00                 NaN            NaN   15.7352                 NaN            NaN            NaN            NaN            NaN   8.75546        43.5934        1.02431        30.8916     
  1157.32        2500.00                 NaN            NaN   1.80168        13.9393       0.202805E-003            NaN            NaN            NaN   8.75707        43.5858        1.02308        30.8929     
  1156.16        2500.00                 NaN            NaN   1.84987        13.8945       0.197737E-003            NaN            NaN            NaN   8.76323        43.5781        1.02094        30.8932     
  1155.00        2500.00                 NaN            NaN  0.118810E-001   15.7360                 NaN            NaN            NaN            NaN   8.76941        43.5705        1.01879        30.8934     
  1153.85        2500.00                 NaN            NaN   15.7473                 NaN            NaN            NaN            NaN            NaN   8.77126        43.5694        1.01887        30.8932     
  1152.69        2500.00                 NaN            NaN   15.7489                 NaN            NaN            NaN            NaN            NaN   8.77293        43.5664        1.01824        30.8936     
  1151.53        2500.00                 NaN            NaN   15.7535                 NaN            NaN            NaN            NaN            NaN   8.77643        43.5592        1.01647        30.8944     
  1150.38        2500.00                 NaN            NaN   15.7558                 NaN            NaN            NaN            NaN            NaN   8.77927        43.5548        1.01550        30.8947     
  1149.22        2500.00                 NaN            NaN   15.3451       0.413661                 NaN            NaN            NaN            NaN   8.78207        43.5496        1.01433        30.8953     
  1148.06        2500.00                 NaN            NaN   15.7610                 NaN            NaN            NaN            NaN            NaN   8.78601        43.5441        1.01342        30.8955     
  1146.91        2500.00                 NaN            NaN   15.7628                 NaN            NaN            NaN            NaN            NaN   8.78916        43.5401        1.01223        30.8957     
  1145.75        2500.00                 NaN            NaN   4.03869        11.7230                 NaN            NaN            NaN            NaN   8.78101        43.5471        1.01451        30.8957     
  1144.59        2500.00                 NaN            NaN   15.7716                 NaN            NaN            NaN            NaN            NaN   8.79820        43.5246        1.00879        30.8968     
  1143.44        2500.00                 NaN            NaN   15.7694                 NaN            NaN            NaN            NaN            NaN   8.79808        43.5263        1.00938        30.8968     
  1142.28        2500.00                 NaN            NaN   15.7721                 NaN            NaN            NaN            NaN            NaN   8.80074        43.5217        1.00826        30.8972     
  1141.12        2500.00                 NaN            NaN   15.7812                 NaN            NaN            NaN            NaN            NaN   8.80839        43.5067        1.00502        30.8987     
  1139.97        2500.00                 NaN            NaN   6.69902        9.07398                 NaN            NaN            NaN            NaN   8.80160        43.5197        1.00812        30.8976     
  1138.81        2500.00                 NaN            NaN   15.7648                 NaN            NaN            NaN            NaN            NaN   8.80454        43.5243        1.01060        30.8958     
  1137.65        2500.00                 NaN            NaN   15.7825                 NaN            NaN            NaN            NaN            NaN   8.81533        43.5001        1.00343        30.8986     
  1136.50        2500.00                 NaN            NaN   2.50211        13.2674                 NaN            NaN            NaN            NaN   8.80829        43.5183        1.00749        30.8963     
  1135.34        2500.00                 NaN            NaN   15.7253       0.100143E-003            NaN            NaN            NaN            NaN   8.78385        43.5808        1.02181        30.8881     
  1134.18        2500.00                 NaN            NaN   15.7897                 NaN            NaN            NaN            NaN            NaN   8.82399        43.4862        1.00034        30.8998     
  1133.03        2500.00                 NaN            NaN   1.65447        14.1331                 NaN            NaN            NaN            NaN   8.82470        43.4876        1.00089        30.8993     
  1131.87        2500.00                 NaN            NaN   3.11177        12.6633                 NaN            NaN            NaN            NaN   8.81434        43.5092        1.00435        30.8970     
  1130.71        2500.00                 NaN            NaN   7.44814        8.32819                 NaN            NaN            NaN            NaN   8.79398        43.5229        1.00763        30.8991     
  1129.56        2500.00                 NaN            NaN   12.9471        2.85017                 NaN            NaN            NaN            NaN   8.83098        43.4734       0.997182        30.9012     
  1128.40        2500.00                 NaN            NaN   13.4896        2.30902                 NaN            NaN            NaN            NaN   8.83357        43.4696       0.996766        30.9014     
  1127.24        2500.00                 NaN            NaN   7.82338        7.95675                 NaN            NaN            NaN            NaN   8.79944        43.5149        1.00556        30.9000     
  1126.08        2500.00                 NaN            NaN   3.23530        12.5585                 NaN            NaN            NaN            NaN   8.83683        43.4711       0.998025        30.9002     
  1124.93        2500.00                 NaN            NaN   8.33947        7.44276                 NaN            NaN            NaN            NaN   8.80270        43.5100        1.00459        30.9005     
  1123.77        2500.00                 NaN            NaN   4.37936        11.4064                 NaN            NaN            NaN            NaN   8.82569        43.4910       0.999030        30.8986     
  1122.61        2500.00                 NaN            NaN   5.15937        10.6250                 NaN            NaN            NaN            NaN   8.82379        43.4933       0.999363        30.8992     
  1121.46        2500.00                 NaN            NaN   6.25566        9.52448                 NaN            NaN            NaN            NaN   8.81640        43.5056        1.00027        30.8975     
  1120.30        2500.00                 NaN            NaN   8.89243        6.88197                 NaN            NaN            NaN            NaN   8.81014        43.5174        1.00129        30.8968     
  1119.14        2500.00                 NaN            NaN   8.92820        6.85695                 NaN            NaN            NaN            NaN   8.81376        43.5040       0.998068        30.8990     
  1117.99        2500.00                 NaN            NaN   6.03872        9.74915                 NaN            NaN            NaN            NaN   8.82900        43.4863       0.997208        30.8996     
  1116.83        2500.00                 NaN            NaN   5.95045        9.84134                 NaN            NaN            NaN            NaN   8.83130        43.4809       0.995760        30.9002     
  1115.67        2500.00                 NaN            NaN   5.18912        10.6058                 NaN            NaN            NaN            NaN   8.83235        43.4766       0.995770        30.9003     
  1114.52        2500.00                 NaN            NaN   5.39905        10.3971                 NaN            NaN            NaN            NaN   8.83326        43.4749       0.995197        30.9005     
  1113.36        2500.00                 NaN            NaN   5.62566        10.1716                 NaN            NaN            NaN            NaN   8.83411        43.4733       0.994620        30.9007     
  1112.20        2500.00                 NaN            NaN   5.86248        9.93586                 NaN            NaN            NaN            NaN   8.83501        43.4717       0.994025        30.9009     
  1111.05        2500.00                 NaN            NaN   10.7653        5.02985       0.855654E-003            NaN            NaN            NaN   8.83172        43.4712       0.997653        30.9034     
  1109.89        2500.00                 NaN            NaN   6.70601        9.09536                 NaN            NaN            NaN            NaN   8.83959        43.4664       0.991350        30.9013     
  1108.73        2500.00                 NaN            NaN   9.58038        6.22947                 NaN            NaN            NaN            NaN   8.86592        43.4277       0.990275        30.9062     
  1107.58        2500.00                 NaN            NaN   7.10308        8.70031                 NaN            NaN            NaN            NaN   8.84111        43.4634       0.990352        30.9017     
  1106.42        2500.00                 NaN            NaN   7.76518        8.03599                 NaN            NaN            NaN            NaN   8.83972        43.4656       0.991109        30.9024     
  1105.26        2500.00                 NaN            NaN   8.03165        7.77018                 NaN            NaN            NaN            NaN   8.83966        43.4647       0.990848        30.9030     
  1104.11        2500.00                 NaN            NaN   7.67144        8.13077                 NaN            NaN            NaN            NaN   8.83973        43.4649       0.991275        30.9019     
  1102.95        2500.00                 NaN            NaN   7.86441        7.94138                 NaN            NaN            NaN            NaN   8.84262        43.4600       0.989260        30.9024     
  1101.79        2500.00                 NaN            NaN   8.05405        7.75366                 NaN            NaN            NaN            NaN   8.84425        43.4571       0.988219        30.9027     
  1100.64        2500.00                 NaN            NaN   9.64840        6.14906                 NaN            NaN            NaN            NaN   8.83248        43.4778       0.991280        30.9010     
  1099.48        2500.00                 NaN            NaN   8.46506        7.34499                 NaN            NaN            NaN            NaN   8.84596        43.4537       0.987029        30.9033     
  1098.32        2500.00                 NaN            NaN   8.56440        7.24563                 NaN            NaN            NaN            NaN   8.84615        43.4534       0.987080        30.9034     
  1097.17        2500.00                 NaN            NaN   9.11765        6.69011                 NaN            NaN            NaN            NaN   8.84628        43.4537       0.987865        30.9043     
  1096.01        2500.00                 NaN            NaN   9.30310        6.50544                 NaN            NaN            NaN            NaN   8.84774        43.4514       0.987486        30.9048     
  1094.85        2500.00                 NaN            NaN   8.99866        6.80961                 NaN            NaN            NaN            NaN   8.84488        43.4550       0.988297        30.9035     
  1093.70        2500.00                 NaN            NaN   9.69987        6.11286                 NaN            NaN            NaN            NaN   8.84804        43.4495       0.985443        30.9043     
  1092.54        2500.00                 NaN            NaN   11.4938        4.35153                 NaN            NaN            NaN            NaN   8.90126        43.3694       0.974433        30.9096     
  1091.38        2500.00                 NaN            NaN   15.8993                 NaN            NaN            NaN            NaN            NaN   8.93615        43.2905       0.956398        30.9177     
  1090.23        2500.00                 NaN            NaN   11.4160        4.42965                 NaN            NaN            NaN            NaN   8.90245        43.3677       0.974486        30.9097     
  1089.07        2500.00                 NaN            NaN   11.6357        4.21301                 NaN            NaN            NaN            NaN   8.90510        43.3624       0.973527        30.9103     
  1087.91        2500.00                 NaN            NaN   1.08027        14.8158                 NaN            NaN            NaN            NaN   8.94368        43.2882       0.955018        30.9170     
  1086.76        2500.00                 NaN            NaN  0.624548        15.2772                 NaN            NaN            NaN            NaN   8.94921        43.2787       0.952653        30.9178     
  1085.60        2500.00                 NaN            NaN   12.9752        2.93066                 NaN            NaN            NaN            NaN   8.95217        43.2721       0.951298        30.9185     
  1084.44        2500.00                 NaN            NaN   12.2864        3.56988                 NaN            NaN            NaN            NaN   8.91865        43.3440       0.969591        30.9115     
  1083.29        2500.00                 NaN            NaN   13.3958        2.47786                 NaN            NaN            NaN            NaN   8.94018        43.3119       0.961787        30.9125     
  1082.13        2500.00                 NaN            NaN   12.2159        3.64679                 NaN            NaN            NaN            NaN   8.92222        43.3353       0.967040        30.9127     
  1080.97        2500.00                 NaN            NaN  0.363904        15.5549                 NaN            NaN            NaN            NaN   8.96665        43.2487       0.945407        30.9205     
  1079.82        2500.00                 NaN            NaN   15.9216                 NaN            NaN            NaN            NaN            NaN   8.97168        43.2419       0.944262        30.9206     
  1078.66        2500.00                 NaN            NaN  0.137319        15.7896                 NaN            NaN            NaN            NaN   8.97427        43.2351       0.942094        30.9217     
  1077.50        2500.00                 NaN            NaN   15.9290                 NaN            NaN            NaN            NaN            NaN   8.97881        43.2294       0.941008        30.9218     
  1076.34        2500.00                 NaN            NaN   2.15766        13.7534       0.131487E-002            NaN            NaN            NaN   8.96930        43.2507       0.946494        30.9211     
  1075.19        2500.00                 NaN            NaN   1.66891        14.2364       0.221525E-002            NaN            NaN            NaN   8.95735        43.2621       0.952312        30.9208     
  1074.03        2500.00                 NaN            NaN   1.66807        14.2360       0.430178E-002            NaN            NaN            NaN   8.95807        43.2606       0.952120        30.9209     
  1072.87        2500.00                 NaN            NaN   3.54271        1.88123        10.4647                 NaN            NaN            NaN   8.95512        43.2855       0.954420        30.9163     
  1071.72        2500.00                 NaN            NaN   3.53345        2.02040        10.3391                 NaN            NaN            NaN   8.95577        43.2803       0.953652        30.9174     
  1070.56        2500.00                 NaN            NaN   3.56676        1.97931        10.3470                 NaN            NaN            NaN   8.95982        43.2773       0.952645        30.9172     
  1069.40        2500.00                 NaN            NaN   3.72095        2.06298        10.1137                 NaN            NaN            NaN   8.96095        43.2715       0.951660        30.9183     
  1068.25        2500.00                 NaN            NaN   3.65653        2.10019        10.1399                 NaN            NaN            NaN   8.96360        43.2708       0.951180        30.9179     
  1067.09        2500.00                 NaN            NaN   3.79076        2.17001        9.94074                 NaN            NaN            NaN   8.96531        43.2641       0.950018        30.9190     
  1065.93        2500.00                 NaN            NaN   3.70518        2.20230        9.99313                 NaN            NaN            NaN   8.96797        43.2632       0.949565        30.9187     
  1064.78        2500.00                 NaN            NaN   3.75012        2.25901        9.89325                 NaN            NaN            NaN   8.96987        43.2598       0.948848        30.9191     
  1063.62        2500.00                 NaN            NaN   3.91654        2.33161        9.65893                 NaN            NaN            NaN   8.97161        43.2535       0.947666        30.9202     
  1062.46        2500.00                 NaN            NaN   3.84175        2.37220        9.69183                 NaN            NaN            NaN   8.97361        43.2533       0.947461        30.9198     
  1061.31        2500.00                 NaN            NaN   3.87247        2.42014        9.61516                 NaN            NaN            NaN   8.97576        43.2495       0.946696        30.9202     
  1060.15        2500.00                 NaN            NaN   3.94773        2.48413        9.47729                 NaN            NaN            NaN   8.97721        43.2469       0.946140        30.9206     
  1058.99        2500.00                 NaN            NaN   4.00236        2.53909        9.36936                 NaN            NaN            NaN   8.97899        43.2437       0.945491        30.9210     
  1057.84        2500.00                 NaN            NaN   4.14420        2.69077        9.07843                 NaN            NaN            NaN   8.97961        43.2403       0.944941        30.9218     
  1056.68        2500.00                 NaN            NaN   4.14990        2.65764        9.10598       0.101098E-004            NaN            NaN   8.98210        43.2384       0.944371        30.9216     
  1055.52        2500.00                 NaN            NaN   4.03614        2.74646        9.13444                 NaN            NaN            NaN   8.98648        43.2321       0.942271        30.9221     
  1054.37        2500.00                 NaN            NaN   4.16147        2.79013        8.96798       0.988783E-005            NaN            NaN   8.98956        43.2269       0.941269        30.9227     
  1053.21        2500.00                 NaN            NaN   4.25293        2.84246        8.82545       0.943965E-005            NaN            NaN   8.99116        43.2242       0.940744        30.9230     
  1052.05        2500.00                 NaN            NaN   4.34366        2.89397        8.68438       0.862750E-005            NaN            NaN   8.99285        43.2215       0.940278        30.9234     
  1050.90        2500.00                 NaN            NaN   4.41499        2.93729        8.56874       0.770400E-005            NaN            NaN   8.99415        43.2217       0.940071        30.9230     
  1049.74        2500.00                 NaN            NaN   13.0140        2.93288                 NaN            NaN            NaN            NaN   9.01340        43.1789       0.931319        30.9295     
  1048.58        2500.00                 NaN            NaN   2.10743        10.1668        3.69841                 NaN            NaN            NaN   9.02793        43.1471       0.922517        30.9299     
  1047.43        2500.00                 NaN            NaN   2.18549        10.1487        3.63978                 NaN            NaN            NaN   9.02930        43.1445       0.922036        30.9302     
  1046.27        2500.00                 NaN            NaN   2.24825        10.1318        3.59539                 NaN            NaN            NaN   9.03085        43.1416       0.921462        30.9306     
  1045.11        2500.00                 NaN            NaN   2.30029        10.1120        3.56475                 NaN            NaN            NaN   9.03253        43.1385       0.920829        30.9310     
  1043.96        2500.00                 NaN            NaN   12.9246        3.05231                 NaN            NaN            NaN            NaN   9.03370        43.1375       0.920710        30.9312     
  1042.80        2500.00                 NaN            NaN   2.43250        10.0252        3.52269                 NaN            NaN            NaN   9.03589        43.1323       0.919563        30.9318     
  1041.64        2500.00                 NaN            NaN   12.6403        3.34362                 NaN            NaN            NaN            NaN   9.03629        43.1275       0.919348        30.9330     
  1040.49        2500.00                 NaN            NaN   12.6433        3.34274                 NaN            NaN            NaN            NaN   9.03818        43.1237       0.918595        30.9335     
  1039.33        2500.00                 NaN            NaN   12.8941        3.09053                 NaN            NaN            NaN            NaN   9.04293        43.1225       0.917344        30.9326     
  1038.17        2500.00                 NaN            NaN   12.5089        3.48001                 NaN            NaN            NaN            NaN   9.04423        43.1169       0.916213        30.9337     
  1037.02        2500.00                 NaN            NaN   12.4809        3.51076                 NaN            NaN            NaN            NaN   9.04668        43.1122       0.915157        30.9343     
  1035.86        2500.00                 NaN            NaN   12.4553        3.53905                 NaN            NaN            NaN            NaN   9.04916        43.1075       0.914093        30.9348     
  1034.70        2500.00                 NaN            NaN   1.86768        14.1667                 NaN            NaN            NaN            NaN   9.08172        43.0467       0.896720        30.9405     
  1033.55        2500.00                 NaN            NaN   13.3931        2.61820                 NaN            NaN            NaN            NaN   9.06507        43.0806       0.906060        30.9370     
  1032.39        2500.00                 NaN            NaN   2.47450        13.5609                 NaN            NaN            NaN            NaN   9.08177        43.0456       0.896574        30.9407     
  1031.23        2500.00                 NaN            NaN   12.7535        3.24667                 NaN            NaN            NaN            NaN   9.05758        43.0962       0.909988        30.9360     
  1030.08        2500.00                 NaN            NaN   13.4922        2.54343                 NaN            NaN            NaN            NaN   9.08097        43.0448       0.897298        30.9413     
  1028.92        2500.00                 NaN            NaN   13.0310        2.97058                 NaN            NaN            NaN            NaN   9.06549        43.0905       0.907237        30.9352     
  1027.76        2500.00                 NaN            NaN   15.8045       0.300046                 NaN            NaN            NaN            NaN   9.13247        42.9427       0.869939        30.9504     
  1026.61        2500.00                 NaN            NaN   1.34343        14.7534                 NaN            NaN            NaN            NaN   9.12876        42.9518       0.872562        30.9501     
  1025.45        2500.00                 NaN            NaN   13.1842        2.90036                 NaN            NaN            NaN            NaN   9.11835        42.9688       0.878972        30.9494     
  1024.29        2500.00                 NaN            NaN   14.3371        1.75788                 NaN            NaN            NaN            NaN   9.12740        42.9546       0.873064        30.9499     
  1023.13        2500.00                 NaN            NaN   14.8754        1.23511                 NaN            NaN            NaN            NaN   9.13917        42.9302       0.867485        30.9526     
  1021.98        2500.00                 NaN            NaN   13.1289        2.95269                 NaN            NaN            NaN            NaN   9.11689        42.9720       0.879863        30.9497     
  1020.82        2500.00                 NaN            NaN   3.07521        12.9907                 NaN            NaN            NaN            NaN   9.10964        42.9947       0.884223        30.9455     
  1019.66        2500.00                 NaN            NaN   12.6035        3.38352                 NaN            NaN            NaN            NaN   9.05643        43.1053       0.914471        30.9369     
  1018.51        2500.00                 NaN            NaN   13.9385        2.16669                 NaN            NaN            NaN            NaN   9.13667        42.9354       0.869865        30.9529     
  1017.35        2500.00                 NaN            NaN   13.8710        2.23692                 NaN            NaN            NaN            NaN   9.13909        42.9307       0.868812        30.9535     
  1016.19        2500.00                 NaN            NaN   13.8058        2.30483                 NaN            NaN            NaN            NaN   9.14148        42.9260       0.867771        30.9541     
  1015.04        2500.00                 NaN            NaN   13.7467        2.36677                 NaN            NaN            NaN            NaN   9.14392        42.9213       0.866707        30.9547     
  1013.88        2500.00                 NaN            NaN   13.6906        2.42560                 NaN            NaN            NaN            NaN   9.14636        42.9165       0.865641        30.9552     
  1012.72        2500.00                 NaN            NaN   13.6387        2.48032                 NaN            NaN            NaN            NaN   9.14882        42.9117       0.864561        30.9558     
  1011.57        2500.00                 NaN            NaN   13.5894        2.53249                 NaN            NaN            NaN            NaN   9.15128        42.9069       0.863478        30.9564     
  1010.41        2500.00                 NaN            NaN   13.5434        2.58136                 NaN            NaN            NaN            NaN   9.15377        42.9020       0.862382        30.9571     
  1009.25        2500.00                 NaN            NaN   13.4994        2.62832                 NaN            NaN            NaN            NaN   9.15626        42.8971       0.861286        30.9577     
  1008.10        2500.00                 NaN            NaN   11.6520        4.40584                 NaN            NaN            NaN            NaN   9.10594        43.0013       0.888590        30.9463     
  1006.94        2500.00                 NaN            NaN   13.4181        2.71540                 NaN            NaN            NaN            NaN   9.16128        42.8873       0.859070        30.9589     
  1005.78        2500.00                 NaN            NaN   13.3801        2.75637                 NaN            NaN            NaN            NaN   9.16379        42.8823       0.857956        30.9595     
  1004.63        2500.00                 NaN            NaN   13.3446        2.79487                 NaN            NaN            NaN            NaN   9.16633        42.8773       0.856830        30.9601     
  1003.47        2500.00                 NaN            NaN   13.3104        2.83198                 NaN            NaN            NaN            NaN   9.16888        42.8723       0.855700        30.9608     
  1002.31        2500.00                 NaN            NaN   13.2776        2.86783                 NaN            NaN            NaN            NaN   9.17143        42.8672       0.854565        30.9614     
  1001.16        2500.00                 NaN            NaN   13.0019        3.14494                 NaN            NaN            NaN            NaN   9.17203        42.8648       0.854411        30.9619     
  1000.00        2500.00                 NaN            NaN   12.9656        3.18423                 NaN            NaN            NaN            NaN   9.17452        42.8598       0.853299        30.9625     
