|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1563.91        2500.00        99.0919                 NaN            NaN            NaN  0.764193E-001            NaN            NaN            NaN  0.831653                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1005                 NaN            NaN            NaN  0.723958E-001            NaN            NaN            NaN  0.827147                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1148                 NaN            NaN            NaN  0.683390E-001            NaN            NaN            NaN  0.816902                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1329                 NaN            NaN            NaN  0.689696E-001            NaN            NaN            NaN  0.798143                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1382                 NaN            NaN            NaN  0.661530E-001            NaN            NaN            NaN  0.795669                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1506                 NaN            NaN            NaN  0.646694E-001            NaN            NaN            NaN  0.784735                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1614                 NaN            NaN            NaN  0.609388E-001            NaN            NaN            NaN  0.777627                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1142                 NaN            NaN            NaN  0.666375E-001            NaN            NaN            NaN  0.819174                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2483                 NaN            NaN            NaN  0.586942E-001            NaN            NaN            NaN  0.693052                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1792                 NaN            NaN            NaN  0.536325E-001            NaN            NaN            NaN  0.767167                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2094                 NaN            NaN            NaN  0.506765E-001            NaN            NaN            NaN  0.739969                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2116                 NaN            NaN            NaN  0.511811E-001            NaN            NaN            NaN  0.737207                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2194                 NaN            NaN            NaN  0.478640E-001            NaN            NaN            NaN  0.732768                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2293                 NaN            NaN            NaN  0.469847E-001            NaN            NaN            NaN  0.723674                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2384                 NaN            NaN            NaN  0.453346E-001            NaN            NaN            NaN  0.716247                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2422                 NaN            NaN            NaN  0.438042E-001            NaN            NaN            NaN  0.713984                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2600                 NaN            NaN            NaN  0.395887E-001            NaN            NaN            NaN  0.700380                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2666                 NaN            NaN            NaN  0.478830E-001            NaN            NaN            NaN  0.685525                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.317341       0.500551                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1259                 NaN            NaN            NaN  0.454771E-002            NaN            NaN            NaN  0.113539E-001  0.858196                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.513316E-002  0.864763                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1370                 NaN            NaN            NaN  0.455446E-003            NaN            NaN            NaN  0.642793E-002  0.856149                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1411                 NaN            NaN            NaN  0.321405E-003            NaN            NaN            NaN            NaN  0.858594                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854395                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.850497                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.847075                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.842972                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.842775                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.841749                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.839625                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837244                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840177                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.847655                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.853076                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.859006                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.866905                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.639357       0.448404                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.829165       0.423854                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.819820       0.415773                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806023       0.410082                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795310       0.403078                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.785464       0.397653                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773850       0.392555                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.763637       0.387216                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.754689       0.382245                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.375491       0.745271                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.738457       0.369148                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.364176       0.727086                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719333       0.359952                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.354140       0.712331                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.705563       0.349126                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.700030       0.403982                 NaN  0.692904E-001            NaN            NaN
  1433.58        2500.00        97.1565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.723960        1.16101                 NaN  0.958538                 NaN            NaN
  1431.08        2500.00        97.1172                 NaN            NaN            NaN  0.154742                 NaN            NaN            NaN            NaN  0.796920       0.922395                 NaN   1.00871                 NaN            NaN
  1428.57        2500.00        97.4537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646474        1.04579                 NaN  0.854051                 NaN            NaN
  1426.07        2500.00        97.4137                 NaN            NaN            NaN  0.587931E-003            NaN            NaN            NaN            NaN   1.05906       0.654511                 NaN  0.872178                 NaN            NaN
  1423.56        2500.00        97.4626                 NaN            NaN            NaN  0.201326                 NaN            NaN            NaN            NaN  0.721436       0.720428                 NaN  0.894219                 NaN            NaN
  1421.05        2500.00        97.5313                 NaN            NaN            NaN  0.268096                 NaN            NaN            NaN            NaN  0.732835       0.583832                 NaN  0.883908                 NaN            NaN
  1418.55        2500.00        97.6066                 NaN            NaN            NaN  0.264516                 NaN            NaN            NaN            NaN  0.714217       0.556834                 NaN  0.857882                 NaN            NaN
  1416.04        2500.00        97.6539                 NaN            NaN            NaN  0.261084                 NaN            NaN            NaN            NaN  0.695955       0.543250                 NaN  0.845787                 NaN            NaN
  1413.53        2500.00        97.7783                 NaN            NaN            NaN  0.254496                 NaN            NaN            NaN            NaN  0.672413       0.498418                 NaN  0.796358                 NaN            NaN
  1411.03        2500.00        97.8114                 NaN            NaN            NaN  0.253901                 NaN            NaN            NaN            NaN  0.661737       0.486336                 NaN  0.786639                 NaN            NaN
  1408.52        2500.00        97.8725                 NaN            NaN            NaN  0.251555                 NaN            NaN            NaN            NaN  0.646432       0.463613                 NaN  0.765852                 NaN            NaN
  1406.02        2500.00        97.9326                 NaN            NaN            NaN  0.248054                 NaN            NaN            NaN            NaN  0.630986       0.443979                 NaN  0.744334                 NaN            NaN
  1403.51        2500.00        97.9884                 NaN            NaN            NaN  0.244979                 NaN            NaN            NaN            NaN  0.616573       0.425232                 NaN  0.724851                 NaN            NaN
  1401.00        2500.00        98.0391                 NaN            NaN            NaN  0.244115                 NaN            NaN            NaN            NaN  0.401989       0.607366                 NaN  0.707425                 NaN            NaN
  1398.50        2500.00        98.0987                 NaN            NaN            NaN  0.237385                 NaN            NaN            NaN            NaN  0.588466       0.389889                 NaN  0.685601                 NaN            NaN
  1395.99        2500.00        98.1447                 NaN            NaN            NaN  0.235905                 NaN            NaN            NaN            NaN  0.577670       0.371917                 NaN  0.669841                 NaN            NaN
  1393.48        2500.00        98.1913                 NaN            NaN            NaN  0.232731                 NaN            NaN            NaN            NaN  0.566040       0.356466                 NaN  0.653484                 NaN            NaN
  1390.98        2500.00        98.2393                 NaN            NaN            NaN  0.229899                 NaN            NaN            NaN            NaN  0.553898       0.340679                 NaN  0.636221                 NaN            NaN
  1388.47        2500.00        98.2826                 NaN            NaN            NaN  0.227208                 NaN            NaN            NaN            NaN  0.327966       0.541087                 NaN  0.621110                 NaN            NaN
  1385.96        2500.00        98.3275                 NaN            NaN            NaN  0.225951                 NaN            NaN            NaN            NaN  0.312849       0.527648                 NaN  0.606029                 NaN            NaN
  1383.46        2500.00        98.3724                 NaN            NaN            NaN  0.218789                 NaN            NaN            NaN            NaN  0.302976       0.517893                 NaN  0.587909                 NaN            NaN
  1380.95        2500.00        98.4078                 NaN            NaN            NaN  0.217998                 NaN            NaN            NaN            NaN  0.511571       0.286764                 NaN  0.575842                 NaN            NaN
  1378.45        2500.00        98.4472                 NaN            NaN            NaN  0.215277                 NaN            NaN            NaN            NaN  0.502134       0.273399                 NaN  0.561953                 NaN            NaN
  1375.94        2500.00        98.4837                 NaN            NaN            NaN  0.211577                 NaN            NaN            NaN            NaN  0.491271       0.265143                 NaN  0.548302                 NaN            NaN
  1373.43        2500.00        98.5197                 NaN            NaN            NaN  0.208657                 NaN            NaN            NaN            NaN  0.253872       0.482444                 NaN  0.535377                 NaN            NaN
  1370.93        2500.00        97.7787                 NaN            NaN            NaN  0.315649                 NaN            NaN            NaN            NaN  0.373539       0.719888                 NaN  0.812183                 NaN            NaN
  1368.42        2500.00        99.3725                 NaN            NaN            NaN  0.927098E-001            NaN            NaN            NaN            NaN  0.101024       0.216713                 NaN  0.217097                 NaN            NaN
  1365.91        2500.00        98.6191                 NaN            NaN            NaN  0.196367                 NaN            NaN            NaN            NaN  0.232200       0.453799                 NaN  0.498521                 NaN            NaN
  1363.41        2500.00        98.6503                 NaN            NaN            NaN  0.198376                 NaN            NaN            NaN            NaN  0.449752       0.213316                 NaN  0.488229                 NaN            NaN
  1360.90        2500.00        98.6816                 NaN            NaN            NaN  0.191521                 NaN            NaN            NaN            NaN  0.440630       0.210903                 NaN  0.475378                 NaN            NaN
  1358.40        2500.00        98.7101                 NaN            NaN            NaN  0.188788                 NaN            NaN            NaN            NaN  0.431371       0.204495                 NaN  0.465273                 NaN            NaN
  1355.89        2500.00        98.7375                 NaN            NaN            NaN  0.185422                 NaN            NaN            NaN            NaN  0.196410       0.425888                 NaN  0.454750                 NaN            NaN
  1353.38        2500.00        98.7658                 NaN            NaN            NaN  0.181668                 NaN            NaN            NaN            NaN  0.416044       0.192217                 NaN  0.444248                 NaN            NaN
  1350.88        2500.00        98.7799                 NaN            NaN            NaN  0.181497                 NaN            NaN            NaN            NaN  0.188641       0.409289                 NaN  0.440692                 NaN            NaN
  1348.37        2500.00        98.8263                 NaN            NaN            NaN  0.170055                 NaN            NaN            NaN            NaN  0.399422       0.184673                 NaN  0.419549                 NaN            NaN
  1345.86        2500.00        98.8421                 NaN            NaN            NaN  0.170797                 NaN            NaN            NaN            NaN  0.395336       0.176417                 NaN  0.415313                 NaN            NaN
  1343.36        2500.00        98.8666                 NaN            NaN            NaN  0.166582                 NaN            NaN            NaN            NaN  0.175029       0.385720                 NaN  0.406113                 NaN            NaN
  1340.85        2500.00        98.8897                 NaN            NaN            NaN  0.162448                 NaN            NaN            NaN            NaN  0.171166       0.379592                 NaN  0.397138                 NaN            NaN
  1338.35        2500.00        98.9125                 NaN            NaN            NaN  0.158790                 NaN            NaN            NaN            NaN  0.167702       0.372581                 NaN  0.388382                 NaN            NaN
  1335.84        2500.00        98.9339                 NaN            NaN            NaN  0.154496                 NaN            NaN            NaN            NaN  0.165634       0.365939                 NaN  0.380059                 NaN            NaN
  1333.33        2500.00        98.9546                 NaN            NaN            NaN  0.150416                 NaN            NaN            NaN            NaN  0.359593       0.163509                 NaN  0.371929                 NaN            NaN
  1330.83        2500.00        98.9755                 NaN            NaN            NaN  0.146253                 NaN            NaN            NaN            NaN  0.352171       0.162232                 NaN  0.363846                 NaN            NaN
  1328.32        2500.00        98.9953                 NaN            NaN            NaN  0.142059                 NaN            NaN            NaN            NaN  0.345374       0.161189                 NaN  0.356097                 NaN            NaN
  1325.81        2500.00        99.0147                 NaN            NaN            NaN  0.137702                 NaN            NaN            NaN            NaN  0.338304       0.160817                 NaN  0.348518                 NaN            NaN
  1323.31        2500.00        99.0335                 NaN            NaN            NaN  0.133465                 NaN            NaN            NaN            NaN  0.160756       0.331153                 NaN  0.341111                 NaN            NaN
  1320.80        2500.00        99.0513                 NaN            NaN            NaN  0.129195                 NaN            NaN            NaN            NaN  0.160500       0.324975                 NaN  0.334048                 NaN            NaN
  1318.30        2500.00        99.0686                 NaN            NaN            NaN  0.124729                 NaN            NaN            NaN            NaN  0.161415       0.318145                 NaN  0.327115                 NaN            NaN
  1315.79        2500.00        84.7232                 NaN            NaN            NaN  0.916829                 NaN            NaN            NaN            NaN  0.490918        2.24221                 NaN   2.08400        9.54285                 NaN
  1313.28        2500.00        64.8749                 NaN  0.153903                 NaN  0.864694                 NaN            NaN            NaN            NaN   4.50505        2.54688                 NaN   4.56835        22.4862                 NaN
  1310.78        2500.00        63.0012                 NaN  0.369869                 NaN            NaN            NaN            NaN            NaN            NaN   3.48565        4.66083                 NaN   4.91662        23.5658                 NaN
  1308.27        2500.00        70.4237                 NaN  0.286856                 NaN            NaN            NaN            NaN            NaN            NaN   2.76461        3.77415                 NaN   3.93144        18.8192                 NaN
  1305.76        2500.00        75.1304                 NaN  0.233481                 NaN            NaN            NaN            NaN            NaN            NaN   2.30244        3.21528                 NaN   3.30704        15.8113                 NaN
  1303.26        2500.00        78.2731                 NaN  0.197023                 NaN            NaN            NaN            NaN            NaN            NaN   2.88309        1.95354                 NaN   2.89020        13.8030                 NaN
  1300.75        2500.00        80.4885                 NaN  0.170331                 NaN            NaN            NaN            NaN            NaN            NaN   2.80201        1.55397                 NaN   2.59619        12.3890                 NaN
  1298.25        2500.00        82.0618                 NaN  0.151362                 NaN            NaN            NaN            NaN            NaN            NaN   4.00864                 NaN            NaN   2.38564        11.3925                 NaN
  1295.74        2500.00        82.8753                 NaN  0.140693                 NaN            NaN            NaN            NaN            NaN            NaN   2.82051       0.994129                 NaN   2.27549        10.8939                 NaN
  1293.23        2500.00        84.1804                 NaN  0.126157                 NaN            NaN            NaN            NaN            NaN            NaN   2.13942        1.37969                 NaN   2.08522        10.0891                 NaN
  1290.73        2500.00        74.1016                 NaN  0.147198                 NaN            NaN            NaN            NaN            NaN            NaN   1.20150        4.05537                 NaN   3.33887        16.7229       0.432592     
  1288.22        2500.00                 NaN            NaN  0.657704                 NaN            NaN            NaN            NaN            NaN            NaN   8.28326        9.33124                 NaN   11.7568        67.7953        2.17563     
  1285.71        2500.00                 NaN            NaN  0.674966                 NaN            NaN            NaN            NaN            NaN            NaN   7.07837        2.48602        7.73973        11.6280        68.1700        2.22295     
  1283.21        2500.00                 NaN            NaN  0.669328                 NaN            NaN            NaN            NaN            NaN            NaN   10.6805        6.73362                 NaN   11.7167        68.0035        2.19633     
  1280.70        2500.00                 NaN            NaN  0.653599                 NaN            NaN            NaN            NaN            NaN            NaN   3.36415        14.2971                 NaN   11.7689        67.7295        2.18674     
  1278.20        2500.00                 NaN            NaN  0.668346                 NaN            NaN            NaN            NaN            NaN            NaN   14.0550        3.35456                 NaN   11.6705        68.0417        2.20990     
  1275.69        2500.00                 NaN            NaN  0.643166                 NaN            NaN            NaN            NaN            NaN            NaN   17.8391                 NaN            NaN   11.8029        67.5534        2.16139     
  1273.18        2500.00                 NaN            NaN  0.646595                 NaN            NaN            NaN            NaN            NaN            NaN   1.12517        16.6632                 NaN   11.8023        67.5990        2.16380     
  1270.68        2500.00                 NaN            NaN  0.645496                 NaN            NaN            NaN            NaN            NaN            NaN   14.1584        3.63370                 NaN   11.8169        67.5751        2.17046     
  1268.17        2500.00                 NaN            NaN  0.642721                 NaN            NaN            NaN            NaN            NaN            NaN  0.504970        17.3239                 NaN   11.8334        67.5238        2.17122     
  1265.66        2500.00                 NaN            NaN  0.636009                 NaN            NaN            NaN            NaN            NaN            NaN   2.46035        15.4833                 NaN   11.8227        67.4459        2.15173     
  1263.16        2500.00                 NaN            NaN  0.628254                 NaN            NaN            NaN            NaN            NaN            NaN   18.0776                 NaN            NaN   11.8629        67.2965        2.13479     
  1260.65        2500.00                 NaN            NaN  0.630139                 NaN            NaN            NaN            NaN            NaN            NaN   1.58711        16.4521                 NaN   11.8669        67.3219        2.14182     
  1258.15        2500.00                 NaN            NaN  0.626303                 NaN            NaN            NaN            NaN            NaN            NaN   12.6985        5.40548                 NaN   11.8915        67.2454        2.13282     
  1255.64        2500.00                 NaN            NaN  0.531092                 NaN  0.684588                 NaN            NaN            NaN            NaN   17.3490                 NaN            NaN   11.8249        67.4269        2.18353     
  1253.13        2500.00                 NaN            NaN  0.407518                 NaN   1.56909                 NaN            NaN            NaN            NaN   16.3903                 NaN            NaN   11.7392        67.6512        2.24273     
  1250.63        2500.00                 NaN            NaN  0.337314                 NaN   2.05304                 NaN            NaN            NaN            NaN   15.9077                 NaN            NaN   11.7007        67.7315        2.26978     
  1248.12        2500.00                 NaN            NaN  0.315818                 NaN   2.20440                 NaN            NaN            NaN            NaN   15.7497                 NaN            NaN   11.7056        67.7472        2.27722     
  1245.61        2500.00                 NaN            NaN  0.247364                 NaN   2.67101                 NaN            NaN            NaN            NaN   15.2904                 NaN            NaN   11.6626        67.8239        2.30466     
  1243.11        2500.00                 NaN            NaN  0.200815                 NaN   2.98773                 NaN            NaN            NaN            NaN   14.9802                 NaN            NaN   11.6387        67.8701        2.32244     
  1240.60        2500.00                 NaN            NaN  0.164971                 NaN   1.04403        2.17090                 NaN            NaN            NaN   14.7979                 NaN            NaN   11.6272        67.8644        2.33056     
  1238.10        2500.00                 NaN            NaN  0.139696                 NaN   1.35261        2.02431                 NaN            NaN            NaN   14.6593                 NaN            NaN   11.6230        67.8631        2.33792     
  1235.59        2500.00                 NaN            NaN  0.117618                 NaN   3.51600                 NaN            NaN            NaN            NaN   14.5451                 NaN            NaN   11.6213        67.8560        2.34398     
  1233.08        2500.00                 NaN            NaN  0.762499E-001            NaN   3.78063                 NaN            NaN            NaN            NaN   14.3377                 NaN            NaN   11.6246        67.8327        2.34811     
  1230.58        2500.00                 NaN            NaN  0.116686                 NaN   3.52606                 NaN            NaN            NaN            NaN   14.5312                 NaN            NaN   11.6399        67.8428        2.34336     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   1.20093        3.28356                 NaN            NaN            NaN   4.37441        8.79475                 NaN   11.5710        68.3378        2.43757     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   1.22112        3.26174                 NaN            NaN            NaN   4.35860        8.81447                 NaN   11.5708        68.3356        2.43769     
  1223.06        2500.00                 NaN            NaN  0.549845E-001            NaN   2.57359        1.46537                 NaN            NaN            NaN   13.8572                 NaN            NaN   11.5823        68.0819        2.38465     
  1220.55        2500.00                 NaN            NaN  0.600558E-001            NaN   3.80532                 NaN            NaN            NaN            NaN   14.5053                 NaN            NaN   11.6675        67.6172        2.34457     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   1.27588        3.19973                 NaN            NaN            NaN   4.29817        8.89882                 NaN   11.5816        68.3110        2.43475     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.25052                 NaN            NaN            NaN            NaN   13.9723                 NaN            NaN   11.6416        67.7665        2.36901     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   1.04971        3.17477                 NaN            NaN            NaN   14.0671                 NaN            NaN   11.6448        67.7006        2.36307     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.25740                 NaN            NaN            NaN            NaN   13.9564                 NaN            NaN   11.6528        67.7647        2.36872     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.26112                 NaN            NaN            NaN            NaN   13.9551                 NaN            NaN   11.6614        67.7571        2.36541     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.27580                 NaN            NaN            NaN            NaN   13.8932                 NaN            NaN   11.6441        67.8129        2.37402     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   4.26724                 NaN            NaN            NaN            NaN   13.9392                 NaN            NaN   11.6619        67.7653        2.36634     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.27026                 NaN            NaN            NaN            NaN   13.9308                 NaN            NaN   11.6676        67.7646        2.36668     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.29101                 NaN            NaN            NaN            NaN   10.2949        3.55207                 NaN   11.6617        67.8225        2.37781     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.27257                 NaN            NaN            NaN            NaN   13.9124                 NaN            NaN   11.6841        67.7592        2.37175     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.27439                 NaN            NaN            NaN            NaN   13.9075                 NaN            NaN   11.6897        67.7565        2.37193     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.30343                 NaN            NaN            NaN            NaN   10.5722        3.25271                 NaN   11.6718        67.8231        2.37681     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.27827                 NaN            NaN            NaN            NaN   13.8972                 NaN            NaN   11.7011        67.7511        2.37226     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.23070                 NaN            NaN            NaN            NaN   14.0740                 NaN            NaN   11.7150        67.6191        2.36116     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.28806                 NaN            NaN            NaN            NaN   13.8916                 NaN            NaN   11.7187        67.7374        2.36416     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.28129                 NaN            NaN            NaN            NaN   13.9088                 NaN            NaN   11.7160        67.7291        2.36480     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.28397                 NaN            NaN            NaN            NaN   13.9004                 NaN            NaN   11.7209        67.7295        2.36526     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.33858                 NaN            NaN            NaN            NaN   13.7210                 NaN            NaN   11.6998        67.8608        2.37988     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.30150                 NaN            NaN            NaN            NaN   13.8389                 NaN            NaN   11.7186        67.7724        2.36862     
  1170.43        2500.00                 NaN            NaN            NaN            NaN  0.234300        3.83474       0.226205                 NaN            NaN   13.8067                 NaN            NaN   11.7387        67.7779        2.38139     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.28445                 NaN            NaN            NaN            NaN   13.8954                 NaN            NaN   11.7365        67.7118        2.37182     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.29184                 NaN            NaN            NaN            NaN   13.8753                 NaN            NaN   11.7519        67.7128        2.36806     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   1.00973        3.27814                 NaN            NaN            NaN   13.9021                 NaN            NaN   11.7549        67.6917        2.36347     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.30118                 NaN            NaN            NaN            NaN   13.8441                 NaN            NaN   11.7449        67.7359        2.37390     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.30729                 NaN            NaN            NaN            NaN   13.8382                 NaN            NaN   11.7613        67.7286        2.36464     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.32167                 NaN            NaN            NaN            NaN   13.7929                 NaN            NaN   11.7537        67.7628        2.36897     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.29303                 NaN            NaN            NaN            NaN   13.8686                 NaN            NaN   11.7684        67.7010        2.36892     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   2.44127        1.90859                 NaN            NaN            NaN   2.54947        11.0449                 NaN   11.6912        67.9691        2.39557     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.30435                 NaN            NaN            NaN            NaN   13.8416                 NaN            NaN   11.7814        67.7033        2.36935     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   4.29562                 NaN            NaN            NaN            NaN   13.8635                 NaN            NaN   11.7864        67.6858        2.36869     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.31617                 NaN            NaN            NaN            NaN   13.8127                 NaN            NaN   11.7836        67.7190        2.36855     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   2.49796        1.84750                 NaN            NaN            NaN   11.1001        2.50594                 NaN   11.6954        67.9585        2.39461     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.31235                 NaN            NaN            NaN            NaN   13.8399                 NaN            NaN   11.8142        67.6718        2.36170     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.32334                 NaN            NaN            NaN            NaN   13.7955                 NaN            NaN   11.7965        67.7165        2.36821     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   4.32529                 NaN            NaN            NaN            NaN   13.7910                 NaN            NaN   11.8007        67.7150        2.36801     
