|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        iron           ilm            ne             lc            
  1282.16        2500.00        92.6110                 NaN  0.547422                 NaN   1.21321                 NaN   1.03821        4.09953       0.941702E-001  0.396435                 NaN            NaN
  1280.70        2500.00        98.3307                 NaN  0.102750                 NaN  0.202421                 NaN  0.106767        1.24612                 NaN  0.112828E-001            NaN            NaN
  1279.24        2500.00        95.6390                 NaN  0.245837                 NaN  0.812636                 NaN  0.551056        2.49601       0.434878E-001  0.212012                 NaN            NaN
  1277.78        2500.00        95.7217                 NaN  0.260228                 NaN  0.732062                 NaN  0.521559        2.51937       0.526110E-001  0.192492                 NaN            NaN
  1276.31        2500.00        95.9173                 NaN  0.248647                 NaN  0.721345                 NaN  0.508278        2.36577       0.507760E-001  0.187854                 NaN            NaN
  1274.85        2500.00        96.1032                 NaN  0.240543                 NaN  0.688642                 NaN  0.484301        2.25606       0.471875E-001  0.180115                 NaN            NaN
  1273.39        2500.00        96.3041                 NaN  0.230864                 NaN  0.654560                 NaN  0.458620        2.13676       0.434752E-001  0.171580                 NaN            NaN
  1271.93        2500.00        96.4567                 NaN  0.224670                 NaN  0.627906                 NaN  0.438556        2.04700       0.401844E-001  0.164951                 NaN            NaN
  1270.47        2500.00        96.6070                 NaN  0.216870                 NaN  0.602738                 NaN  0.419151        1.95831       0.374740E-001  0.158492                 NaN            NaN
  1269.00        2500.00        94.6360                 NaN  0.314352                 NaN   1.12814                 NaN  0.646914        3.00249       0.367561E-001  0.235357                 NaN            NaN
  1267.54        2500.00        98.8917                 NaN  0.117435                 NaN            NaN            NaN  0.159307       0.728996       0.302628E-001  0.722633E-001            NaN            NaN
  1266.08        2500.00        97.1659                 NaN  0.178066                 NaN  0.523978                 NaN  0.340573        1.63168       0.289284E-001  0.130840                 NaN            NaN
  1264.62        2500.00        92.7733                 NaN  0.474763                 NaN   1.28735                 NaN  0.874851        4.18433       0.697154E-001  0.335725                 NaN            NaN
  1263.16        2500.00        99.9999                 NaN  0.180295E-005            NaN  0.128961E-004            NaN  0.735415E-005  0.359810E-004  0.126886E-005  0.287638E-005            NaN            NaN
  1261.69        2500.00        84.4641                 NaN  0.718363                 NaN   3.10864                 NaN   1.50611        7.28559       0.423771E-001  0.525694        2.34911                 NaN
  1260.23        2500.00        99.9999                 NaN            NaN            NaN  0.136058E-004            NaN  0.355994E-005  0.712904E-004  0.399907E-005            NaN            NaN            NaN
  1258.77        2500.00        99.9999                 NaN  0.168366E-005            NaN  0.159266E-004            NaN  0.104292E-004            NaN            NaN  0.361145E-005  0.218334E-004  0.758935E-005
  1257.31        2500.00       100.0000                 NaN            NaN            NaN  0.358244E-005            NaN  0.184061E-005  0.776221E-005            NaN            NaN  0.305461E-005            NaN
  1255.85        2500.00        49.8637                 NaN   2.01098                 NaN   9.17871                 NaN   4.38166        24.4961       0.128983        1.55023        8.38963                 NaN
  1254.38        2500.00                 NaN            NaN   3.99898                 NaN   17.5832                 NaN   8.35247        44.9500       0.842360E-001   3.02612        15.6683        6.33679     
  1252.92        2500.00                 NaN            NaN   4.03500                 NaN   17.5822                 NaN   8.35199        44.9471       0.643608E-001   3.02595        15.6911        6.30230     
  1251.46        2500.00                 NaN            NaN   4.05615                 NaN   17.5816                 NaN   8.35171        44.9577       0.526925E-001   3.02585        15.7104        6.26392     
  1250.00        2500.00                 NaN            NaN   4.11067                 NaN   17.5801                 NaN   8.35100        44.9386       0.226161E-001   3.02559        15.7379        6.23359     
  1248.54        2500.00                 NaN            NaN   4.16921                 NaN   17.5452                 NaN   8.37005        44.9425                 NaN   3.03018        15.7577        6.18512     
  1247.07        2500.00                 NaN            NaN   4.16921                 NaN   17.5452                 NaN   8.37005        44.9725                 NaN   3.03018        15.7721        6.14073     
  1245.61        2500.00                 NaN            NaN   4.19333                 NaN   17.4990                 NaN   8.39699        45.0176                 NaN   3.03676        15.7806        6.07580     
  1244.15        2500.00                 NaN            NaN   4.19333                 NaN   17.4990                 NaN   8.39699        45.0480                 NaN   3.03676        15.7953        6.03067     
  1242.69        2500.00                 NaN            NaN   4.19333                 NaN   17.4990                 NaN   8.39699        45.0787                 NaN   3.03676        15.8100        5.98524     
  1241.23        2500.00                 NaN            NaN   4.19519                 NaN   17.4954                 NaN   8.39907        45.1107                 NaN   3.03727        15.8244        5.93798     
  1239.76        2500.00                 NaN            NaN   4.19333                 NaN   17.4990                 NaN   8.39699        45.1405                 NaN   3.03676        15.8399        5.89355     
  1238.30        2500.00                 NaN            NaN   4.20443                 NaN   17.4776                 NaN   8.40939        45.1786                 NaN   3.03979        15.8521        5.83798     
  1236.84        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.2195                 NaN   3.04395        15.8634        5.77868     
  1235.38        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.2511                 NaN   3.04395        15.8787        5.73174     
  1233.92        2500.00                 NaN            NaN   4.22517                 NaN   17.4379                 NaN   8.43255        45.2866                 NaN   3.04545        15.8927        5.67968     
  1232.45        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.3153                 NaN   3.04395        15.9097        5.63659     
  1230.99        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.3477                 NaN   3.04395        15.9253        5.58855     
  1229.53        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.3803                 NaN   3.04395        15.9410        5.54021     
  1228.07        2500.00                 NaN            NaN   4.21964                 NaN   17.4485                 NaN   8.42638        45.4132                 NaN   3.04395        15.9569        5.49156     
  1226.61        2500.00                 NaN            NaN   4.22688                 NaN   17.4346                 NaN   8.43446        45.4507                 NaN   3.04592        15.9710        5.43651     
  1225.14        2500.00                 NaN            NaN   4.22688                 NaN   17.4346                 NaN   8.43446        45.4839                 NaN   3.04592        15.9870        5.38722     
  1223.68        2500.00                 NaN            NaN   4.22688                 NaN   17.4346                 NaN   8.43446        45.5174                 NaN   3.04592        16.0032        5.33760     
  1222.22        2500.00                 NaN            NaN   4.24506                 NaN   17.3775                 NaN   8.45342        45.5659                 NaN   3.05497        16.0237        5.27948     
  1220.76        2500.00                 NaN            NaN   1.32449        3.02546        17.0478                 NaN   8.56282        45.6848                 NaN   3.10718        16.0643        5.18307     
  1219.30        2500.00                 NaN            NaN   4.24506                 NaN   17.3775                 NaN   8.45342        45.6343                 NaN   3.05497        16.0567        5.17809     
  1217.84        2500.00                 NaN            NaN   4.29615                 NaN   17.2169                 NaN   8.50671        45.7102                 NaN   3.08040        16.0851        5.10447     
  1216.37        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.7886                 NaN   3.10718        16.1144        5.02923     
  1214.91        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.8236                 NaN   3.10718        16.1313        4.97729     
  1213.45        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.8589                 NaN   3.10718        16.1483        4.92500     
  1211.99        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.8944                 NaN   3.10718        16.1654        4.87236     
  1210.53        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.9303                 NaN   3.10718        16.1828        4.81909     
  1209.06        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        45.9665                 NaN   3.10718        16.2002        4.76548     
  1207.60        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        46.0029                 NaN   3.10718        16.2178        4.71150     
  1206.14        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        46.0396                 NaN   3.10718        16.2355        4.65718     
  1204.68        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        46.0764                 NaN   3.10718        16.2532        4.60250     
  1203.22        2500.00                 NaN            NaN   4.36853                 NaN   17.0630                 NaN   8.61625        46.0819                 NaN   3.10212        16.2608        4.50745     
  1201.75        2500.00                 NaN            NaN   4.36853                 NaN   17.0630                 NaN   8.61625        46.1193                 NaN   3.10212        16.2788        4.45209     
  1200.29        2500.00                 NaN            NaN   4.34995                 NaN   17.0478                 NaN   8.56282        46.1885                 NaN   3.10718        16.3073        4.43631     
  1198.83        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.1683                 NaN   3.09787        16.3065        4.30652     
  1197.37        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.2066                 NaN   3.09787        16.3250        4.24976     
  1195.91        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.2452                 NaN   3.09787        16.3436        4.19262     
  1194.44        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.2840                 NaN   3.09787        16.3623        4.13512     
  1192.98        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.3230                 NaN   3.09787        16.3811        4.07723     
  1191.52        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.3623                 NaN   3.09787        16.4001        4.01896     
  1190.06        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.4020                 NaN   3.09787        16.4193        3.96013     
  1188.60        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.4419                 NaN   3.09787        16.4385        3.90091     
  1187.13        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.4822                 NaN   3.09787        16.4579        3.84129     
  1185.67        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.5226                 NaN   3.09787        16.4775        3.78128     
  1184.21        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.5634                 NaN   3.09787        16.4971        3.72087     
  1182.75        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.6044                 NaN   3.09787        16.5169        3.66007     
  1181.29        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.6457                 NaN   3.09787        16.5368        3.59887     
  1179.82        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.6872                 NaN   3.09787        16.5569        3.53726     
  1178.36        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.7298                 NaN   3.09787        16.5774        3.47411     
  1176.90        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.7722                 NaN   3.09787        16.5979        3.41132     
  1175.44        2500.00                 NaN            NaN   4.38410                 NaN   17.0756                 NaN   8.66101        46.8149                 NaN   3.09787        16.6185        3.34806     
  1173.98        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        46.9819                 NaN   3.10118        16.5893        3.18591     
  1172.51        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.0254                 NaN   3.10118        16.6102        3.12154     
  1171.05        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.0691                 NaN   3.10118        16.6313        3.05670     
  1169.59        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.1132                 NaN   3.10118        16.6526        2.99138     
  1168.13        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.1576                 NaN   3.10118        16.6740        2.92557     
  1166.67        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.2023                 NaN   3.10118        16.6956        2.85927     
  1165.20        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.2473                 NaN   3.10118        16.7173        2.79248     
  1163.74        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.2927                 NaN   3.10118        16.7392        2.72520     
  1162.28        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.3384                 NaN   3.10118        16.7613        2.65742     
  1160.82        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.3845                 NaN   3.10118        16.7835        2.58913     
  1159.36        2500.00                 NaN            NaN   4.61179                 NaN   16.7476                 NaN   8.78572        47.4287                 NaN   3.10071        16.8055        2.52005     
  1157.89        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.4776                 NaN   3.10118        16.8284        2.45104     
  1156.43        2500.00                 NaN            NaN   4.61039                 NaN   16.7527                 NaN   8.78662        47.5195                 NaN   3.10005        16.8502        2.38054     
  1154.97        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.5722                 NaN   3.10118        16.8740        2.31089     
  1153.51        2500.00                 NaN            NaN   4.60898                 NaN   16.7580                 NaN   8.78753        47.6116                 NaN   3.09939        16.8955        2.23898     
  1152.05        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.6681                 NaN   3.10118        16.9203        2.16865     
  1150.58        2500.00                 NaN            NaN   4.60755                 NaN   16.7633                 NaN   8.78845        47.7051                 NaN   3.09872        16.9416        2.09533     
  1149.12        2500.00                 NaN            NaN   4.60691                 NaN   16.8386                 NaN   8.78640        47.7656                 NaN   3.08470        16.9720        1.94581     
  1147.66        2500.00                 NaN            NaN   4.60611                 NaN   16.7686                 NaN   8.78938        47.8000                 NaN   3.09803        16.9883        1.94954     
  1146.20        2500.00                 NaN            NaN   4.61747                 NaN   16.8275                 NaN   8.79820        47.8672                 NaN   3.08476        17.0185        1.78643     
  1144.74        2500.00                 NaN            NaN   4.62197                 NaN   16.8224                 NaN   8.80305        47.9194                 NaN   3.08522        17.0413        1.70661     
  1143.27        2500.00                 NaN            NaN   4.61279                 NaN   16.7438                 NaN   8.78508        47.9646                 NaN   3.10118        17.0634        1.72914     
  1141.81        2500.00                 NaN            NaN   4.63264                 NaN   16.8104                 NaN   8.81377        48.0243                 NaN   3.08546        17.0888        1.54462     
  1140.35        2500.00                 NaN            NaN   4.59057                 NaN   16.8336                 NaN   8.80173        48.0149                 NaN   3.08944        17.1028        1.56708     
  1138.89        2500.00                 NaN            NaN   4.59079                 NaN   16.8333                 NaN   8.80197        48.0663                 NaN   3.08944        17.1275        1.49066     
  1137.43        2500.00                 NaN            NaN   4.59102                 NaN   16.8331                 NaN   8.80221        48.1181                 NaN   3.08945        17.1525        1.41365     
  1135.96        2500.00                 NaN            NaN   4.65145                 NaN   16.7749                 NaN   8.83305        48.2531                 NaN   3.09155        17.1847        1.21118     
  1134.50        2500.00                 NaN            NaN   4.65832                 NaN   16.7834                 NaN   8.84047        48.2925                 NaN   3.08590        17.2105        1.12892     
  1133.04        2500.00                 NaN            NaN   4.66307                 NaN   16.7790                 NaN   8.84587        48.3470                 NaN   3.08596        17.2352        1.04383     
  1131.58        2500.00                 NaN            NaN   4.66793                 NaN   16.7745                 NaN   8.85123        48.4019                 NaN   3.08596        17.2602       0.958182     
  1130.12        2500.00                 NaN            NaN   4.67277                 NaN   16.7702                 NaN   8.85657        48.4572                 NaN   3.08595        17.2854       0.871920     
  1128.65        2500.00                 NaN            NaN   4.67759                 NaN   16.7659                 NaN   8.86190        48.5129                 NaN   3.08593        17.3108       0.785026     
  1127.19        2500.00                 NaN            NaN   4.68240                 NaN   16.7617                 NaN   8.86722        48.5689                 NaN   3.08589        17.3364       0.697500     
  1125.73        2500.00                 NaN            NaN   4.68719                 NaN   16.7576                 NaN   8.87253        48.6254                 NaN   3.08583        17.3621       0.609340     
  1124.27        2500.00                 NaN            NaN   4.69196                 NaN   16.7536                 NaN   8.87783        48.6822                 NaN   3.08576        17.3881       0.520540     
  1122.81        2500.00                 NaN            NaN   4.69672                 NaN   16.7497                 NaN   8.88311        48.7394                 NaN   3.08568        17.4142       0.431089     
  1121.34        2500.00                 NaN            NaN   4.70146                 NaN   16.7459                 NaN   8.88841        48.7970                 NaN   3.08558        17.4406       0.340997     
  1119.88        2500.00                 NaN            NaN   4.70620                 NaN   16.7422                 NaN   8.89368        48.8551                 NaN   3.08547        17.4671       0.250259     
  1118.42        2500.00                 NaN            NaN   4.70834                 NaN   16.7458                 NaN   8.89981        48.9100                 NaN   3.08485        17.4930       0.158232     
  1116.96        2500.00                 NaN            NaN   4.71546                 NaN   16.7356                 NaN   8.90425        48.9720                 NaN   3.08513        17.5208       0.667837E-001
  1115.50        2500.00                 NaN            NaN   4.71668                 NaN   16.7406                 NaN   8.91069        49.0092                 NaN   3.08458        17.5382                 NaN
  1114.03        2500.00                 NaN            NaN   4.72173                 NaN   16.7355                 NaN   8.91595        49.0058                 NaN   3.08389        17.5372                 NaN
  1112.57        2500.00                 NaN            NaN   4.72765                 NaN   16.7288                 NaN   8.92091        49.0034                 NaN   3.08333        17.5360                 NaN
  1111.11        2500.00                 NaN            NaN   4.73073                 NaN   16.7253                 NaN   8.92653        49.0009                 NaN   3.08405        17.5324                 NaN
  1109.65        2500.00                 NaN            NaN   4.74680                 NaN   16.6670                 NaN   8.92427        49.0326                 NaN   3.09157        17.5378                 NaN
  1108.19        2500.00                 NaN            NaN   4.73641                 NaN   16.7249                 NaN   8.93838        48.9898                 NaN   3.08285        17.5277                 NaN
  1106.72        2500.00                 NaN            NaN   4.73740                 NaN   16.7261                 NaN   8.94460        48.9863                 NaN   3.08428        17.5214                 NaN
  1105.26        2500.00                 NaN            NaN   4.74562                 NaN   16.7167                 NaN   8.94874        48.9841                 NaN   3.08271        17.5221                 NaN
  1103.80        2500.00                 NaN            NaN   4.75022                 NaN   16.7121                 NaN   8.95403        48.9800                 NaN   3.08169        17.5220                 NaN
  1102.34        2500.00                 NaN            NaN   4.75054                 NaN   16.7163                 NaN   8.96077        48.9728                 NaN   3.08149        17.5181                 NaN
  1100.88        2500.00                 NaN            NaN   4.75379                 NaN   16.7150                 NaN   8.96643        48.9684                 NaN   3.08125        17.5151                 NaN
  1099.41        2500.00                 NaN            NaN   4.75715                 NaN   16.7135                 NaN   8.97204        48.9635                 NaN   3.08054        17.5133                 NaN
  1097.95        2500.00                 NaN            NaN   4.76425                 NaN   16.7051                 NaN   8.97643        48.9620                 NaN   3.07992        17.5123                 NaN
  1096.49        2500.00                 NaN            NaN   4.76484                 NaN   16.7076                 NaN   8.98301        48.9562                 NaN   3.08000        17.5084                 NaN
  1095.03        2500.00                 NaN            NaN   4.76679                 NaN   16.7111                 NaN   8.98872        48.9508                 NaN   3.08048        17.5021                 NaN
  1093.57        2500.00                 NaN            NaN   4.77140                 NaN   16.7075                 NaN   8.99411        48.9455                 NaN   3.07878        17.5028                 NaN
  1092.10        2500.00                 NaN            NaN   4.78509                 NaN   16.6895                 NaN   9.05990        48.8972                 NaN   3.07653        17.4918                 NaN
  1090.64        2500.00                 NaN            NaN   4.78509                 NaN   16.6895                 NaN   9.05990        48.8972                 NaN   3.07653        17.4918                 NaN
  1089.18        2500.00                 NaN            NaN   4.78550                 NaN   16.6898                 NaN   9.05994        48.8970                 NaN   3.07645        17.4913                 NaN
  1087.72        2500.00                 NaN            NaN   4.78509                 NaN   16.6895                 NaN   9.05990        48.8972                 NaN   3.07653        17.4918                 NaN
  1086.26        2500.00                 NaN            NaN   4.78559                 NaN   16.6897                 NaN   9.06024        48.8967                 NaN   3.07643        17.4913                 NaN
  1084.79        2500.00                 NaN            NaN   4.78756                 NaN   16.7104                 NaN   9.02858        48.9135                 NaN   3.07613        17.4838                 NaN
  1083.33        2500.00                 NaN            NaN   4.79088                 NaN   16.7056                 NaN   9.03485        48.9104                 NaN   3.07606        17.4822                 NaN
  1081.87        2500.00                 NaN            NaN   4.78606                 NaN   16.6896                 NaN   9.06139        48.8957                 NaN   3.07631        17.4909                 NaN
  1080.41        2500.00                 NaN            NaN   4.80274                 NaN   16.6965                 NaN   9.04278        48.9045                 NaN   3.07409        17.4794                 NaN
  1078.95        2500.00                 NaN            NaN   4.80397                 NaN   16.7037                 NaN   9.04980        48.8942                 NaN   3.07250        17.4758                 NaN
  1077.48        2500.00                 NaN            NaN   4.80740                 NaN   16.7039                 NaN   9.05531        48.8887                 NaN   3.07171        17.4729                 NaN
  1076.02        2500.00                 NaN            NaN   4.81153                 NaN   16.7025                 NaN   9.06044        48.8846                 NaN   3.07128        17.4696                 NaN
  1074.56        2500.00                 NaN            NaN   4.81367                 NaN   16.7052                 NaN   9.06650        48.8774                 NaN   3.07011        17.4671                 NaN
  1073.10        2500.00                 NaN            NaN   4.81545                 NaN   16.6827                 NaN   9.10067        48.8576                 NaN   3.06969        17.4740                 NaN
  1071.64        2500.00                 NaN            NaN   4.81979                 NaN   16.7071                 NaN   9.07774        48.8657                 NaN   3.06842        17.4613                 NaN
  1070.18        2500.00                 NaN            NaN   4.82384                 NaN   16.7064                 NaN   9.08291        48.8611                 NaN   3.06786        17.4578                 NaN
  1068.71        2500.00                 NaN            NaN   4.82725                 NaN   16.7076                 NaN   9.08845        48.8552                 NaN   3.06692        17.4547                 NaN
  1067.25        2500.00                 NaN            NaN   4.82798                 NaN   16.7108                 NaN   9.09483        48.8476                 NaN   3.06579        17.4530                 NaN
  1065.79        2500.00                 NaN            NaN   4.83332                 NaN   16.7103                 NaN   9.09974        48.8430                 NaN   3.06506        17.4486                 NaN
  1064.33        2500.00                 NaN            NaN   4.83542                 NaN   16.7126                 NaN   9.10580        48.8356                 NaN   3.06363        17.4470                 NaN
  1062.87        2500.00                 NaN            NaN   4.83854                 NaN   16.7145                 NaN   9.11127        48.8299                 NaN   3.06305        17.4427                 NaN
  1061.40        2500.00                 NaN            NaN   4.84141                 NaN   16.7168                 NaN   9.11700        48.8232                 NaN   3.06197        17.4395                 NaN
  1059.94        2500.00                 NaN            NaN   4.84427                 NaN   16.7193                 NaN   9.12275        48.8165                 NaN   3.06087        17.4364                 NaN
  1058.48        2500.00                 NaN            NaN   4.84711                 NaN   16.7218                 NaN   9.12852        48.8097                 NaN   3.05975        17.4331                 NaN
  1057.02        2500.00                 NaN            NaN   4.84994                 NaN   16.7245                 NaN   9.13429        48.8028                 NaN   3.05860        17.4299                 NaN
  1055.56        2500.00                 NaN            NaN   4.85275                 NaN   16.7273                 NaN   9.14009        48.7958                 NaN   3.05743        17.4266                 NaN
  1054.09        2500.00                 NaN            NaN   4.85555                 NaN   16.7303                 NaN   9.14589        48.7887                 NaN   3.05624        17.4233                 NaN
  1052.63        2500.00                 NaN            NaN   4.85286                 NaN   16.7127                 NaN   9.16784        48.7779                 NaN   3.05613        17.4326                 NaN
  1051.17        2500.00                 NaN            NaN   4.86109                 NaN   16.7367                 NaN   9.15756        48.7743                 NaN   3.05377        17.4166                 NaN
  1049.71        2500.00                 NaN            NaN   4.86386                 NaN   16.7400                 NaN   9.16340        48.7670                 NaN   3.05250        17.4132                 NaN
  1048.25        2500.00                 NaN            NaN   4.86654                 NaN   16.7438                 NaN   9.16933        48.7594                 NaN   3.05116        17.4098                 NaN
  1046.78        2500.00                 NaN            NaN   4.87528                 NaN   16.7470                 NaN   9.21479        48.7154                 NaN   3.04460        17.4029                 NaN
  1045.32        2500.00                 NaN            NaN   4.87528                 NaN   16.7470                 NaN   9.21479        48.7154                 NaN   3.04460        17.4029                 NaN
  1043.86        2500.00                 NaN            NaN   4.87528                 NaN   16.7470                 NaN   9.21479        48.7154                 NaN   3.04460        17.4029                 NaN
  1042.40        2500.00                 NaN            NaN   4.87528                 NaN   16.7470                 NaN   9.21479        48.7154                 NaN   3.04460        17.4029                 NaN
  1040.94        2500.00                 NaN            NaN   4.87809                 NaN   16.7636                 NaN   9.19934        48.7208                 NaN   3.04426        17.3939                 NaN
  1039.47        2500.00                 NaN            NaN   4.88068                 NaN   16.7683                 NaN   9.20540        48.7126                 NaN   3.04275        17.3903                 NaN
  1038.01        2500.00                 NaN            NaN   4.88325                 NaN   16.7732                 NaN   9.21148        48.7043                 NaN   3.04121        17.3866                 NaN
  1036.55        2500.00                 NaN            NaN   4.88512                 NaN   16.7799                 NaN   9.21790        48.6951                 NaN   3.03967        17.3823                 NaN
  1035.09        2500.00                 NaN            NaN   4.88862                 NaN   16.7800                 NaN   9.22273        48.6904                 NaN   3.03888        17.3793                 NaN
  1033.63        2500.00                 NaN            NaN   4.89374                 NaN   16.7822                 NaN   9.22881        48.6815                 NaN   3.03618        17.3776                 NaN
  1032.16        2500.00                 NaN            NaN   4.89301                 NaN   16.7962                 NaN   9.23647        48.6687                 NaN   3.03454        17.3710                 NaN
  1030.70        2500.00                 NaN            NaN   4.89603                 NaN   16.8023                 NaN   9.24269        48.6595                 NaN   3.03272        17.3668                 NaN
  1029.24        2500.00                 NaN            NaN   4.89727                 NaN   16.8065                 NaN   9.26109        48.6412                 NaN   3.02955        17.3644                 NaN
  1027.78        2500.00                 NaN            NaN   4.89859                 NaN   16.8093                 NaN   9.26212        48.6385                 NaN   3.02895        17.3625                 NaN
  1026.32        2500.00                 NaN            NaN   4.90644                 NaN   16.8113                 NaN   9.26022        48.6363                 NaN   3.02727        17.3585                 NaN
  1024.85        2500.00                 NaN            NaN   4.90567                 NaN   16.8255                 NaN   9.26797        48.6232                 NaN   3.02551        17.3521                 NaN
  1023.39        2500.00                 NaN            NaN   4.90756                 NaN   16.8336                 NaN   9.27468        48.6129                 NaN   3.02357        17.3477                 NaN
  1021.93        2500.00                 NaN            NaN   4.90958                 NaN   16.8416                 NaN   9.28138        48.6026                 NaN   3.02157        17.3433                 NaN
  1020.47        2500.00                 NaN            NaN   4.91293                 NaN   16.8466                 NaN   9.28761        48.5934                 NaN   3.01945        17.3400                 NaN
  1019.01        2500.00                 NaN            NaN   4.91530                 NaN   16.8538                 NaN   9.29425        48.5833                 NaN   3.01738        17.3360                 NaN
  1017.54        2500.00                 NaN            NaN   4.91766                 NaN   16.8613                 NaN   9.30090        48.5730                 NaN   3.01525        17.3319                 NaN
  1016.08        2500.00                 NaN            NaN   4.92002                 NaN   16.8690                 NaN   9.30762        48.5626                 NaN   3.01309        17.3277                 NaN
  1014.62        2500.00                 NaN            NaN   4.92235                 NaN   16.8769                 NaN   9.31440        48.5519                 NaN   3.01088        17.3235                 NaN
  1013.16        2500.00                 NaN            NaN   4.92556                 NaN   16.8842                 NaN   9.32104        48.5414                 NaN   3.00856        17.3192                 NaN
  1011.70        2500.00                 NaN            NaN   4.94306                 NaN   16.8100                 NaN   9.30589        48.5927                 NaN   3.01909        17.3292                 NaN
  1010.23        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1008.77        2500.00                 NaN            NaN   4.93036                 NaN   16.9133                 NaN   9.34257        48.5064                 NaN   3.00150        17.3059                 NaN
  1007.31        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1005.85        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1004.39        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1002.92        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1001.46        2500.00                 NaN            NaN   4.93253                 NaN   16.9404                 NaN   9.37606        48.4624                 NaN   2.99324        17.2954                 NaN
  1000.00        2500.00                 NaN            NaN   4.94495                 NaN   16.9676                 NaN   9.38560        48.4359                 NaN   2.98583        17.2801                 NaN
