|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             ilm            San(TH)        ne             lc            
  1292.40        2500.00        83.2287       0.779580                 NaN            NaN   2.82945                 NaN  0.682779                 NaN   2.24602                 NaN   10.2334                 NaN            NaN
  1290.99        2500.00        85.4945       0.691101                 NaN            NaN   2.45285                 NaN  0.586740                 NaN   1.94600                 NaN   8.82878                 NaN            NaN
  1289.59        2500.00        86.8462       0.638303                 NaN            NaN   2.24003                 NaN  0.528122                 NaN   1.77100                 NaN   7.97632                 NaN            NaN
  1288.18        2500.00        88.3112       0.551692                 NaN            NaN   2.04280                 NaN  0.470164                 NaN   1.57328                 NaN   7.05087                 NaN            NaN
  1286.78        2500.00        90.6925       0.504192                 NaN            NaN   1.50508                 NaN  0.374658                 NaN   1.25401                 NaN   5.66957                 NaN            NaN
  1285.37        2500.00        89.2839       0.538193                 NaN            NaN   1.78776                 NaN  0.434147                 NaN   1.45563                 NaN   6.50038                 NaN            NaN
  1283.96        2500.00        93.7726       0.350917                 NaN            NaN   1.15672                 NaN  0.233177                 NaN  0.840669                 NaN   3.64594                 NaN            NaN
  1282.56        2500.00        92.5291       0.392367                 NaN            NaN   1.31602                 NaN  0.294880                 NaN   1.01634                 NaN   4.45124                 NaN            NaN
  1281.15        2500.00        93.0576       0.361406                 NaN            NaN   1.23465                 NaN  0.274140                 NaN  0.944968                 NaN   4.12722                 NaN            NaN
  1279.75        2500.00        88.9250       0.599753                 NaN            NaN   1.96523                 NaN  0.462976                 NaN   1.57275                 NaN   6.47431                 NaN            NaN
  1278.34        2500.00        99.0510       0.575314E-001            NaN            NaN  0.191498                 NaN            NaN            NaN  0.744793E-001            NaN  0.625488                 NaN            NaN
  1276.94        2500.00        94.4864       0.300152                 NaN            NaN   1.01092                 NaN  0.215239                 NaN  0.757867                 NaN   3.22948                 NaN            NaN
  1275.53        2500.00        93.8982       0.329341                 NaN            NaN   1.18294                 NaN  0.228297                 NaN  0.845793                 NaN   3.51543                 NaN            NaN
  1274.12        2500.00        96.0923       0.218348                 NaN            NaN  0.678633                 NaN  0.164707                 NaN  0.534961                 NaN   2.31105                 NaN            NaN
  1272.72        2500.00        94.8898       0.262570                 NaN            NaN  0.991514                 NaN  0.202948                 NaN  0.711448                 NaN   2.94175                 NaN            NaN
  1271.31        2500.00        95.8646       0.222679                 NaN            NaN  0.765170                 NaN  0.168680                 NaN  0.567608                 NaN   2.41123                 NaN            NaN
  1269.91        2500.00        96.6576       0.195332                 NaN            NaN  0.678512                 NaN  0.126703                 NaN  0.460735                 NaN   1.88114                 NaN            NaN
  1268.50        2500.00        94.5920       0.305449                 NaN            NaN  0.956404                 NaN  0.230392                 NaN  0.794867                 NaN   3.12089                 NaN            NaN
  1267.10        2500.00        96.9067                 NaN            NaN            NaN  0.758118                 NaN  0.140695                 NaN  0.353035                 NaN   1.84148                 NaN            NaN
  1265.69        2500.00        96.5923       0.330795                 NaN            NaN  0.640995                 NaN  0.978516E-001            NaN  0.505440                 NaN   1.83265                 NaN            NaN
  1264.28        2500.00        97.4426       0.144583                 NaN            NaN  0.548488                 NaN  0.986741E-001            NaN  0.346603                 NaN   1.41901                 NaN            NaN
  1262.88        2500.00        96.7352       0.172279                 NaN            NaN  0.674168                 NaN  0.130814                 NaN  0.446684                 NaN   1.84090                 NaN            NaN
  1261.47        2500.00        96.8266       0.147104                 NaN            NaN  0.673461                 NaN  0.131849                 NaN  0.430162                 NaN   1.79086                 NaN            NaN
  1260.07        2500.00        82.4988       0.838246                 NaN            NaN   3.73887                 NaN  0.549180                 NaN   2.26222                 NaN   8.50585        1.60682                 NaN
  1258.66        2500.00        99.8979                 NaN            NaN            NaN  0.341595E-001            NaN  0.412073E-001            NaN  0.267215E-001            NaN            NaN            NaN            NaN
  1257.25        2500.00        99.3549                 NaN            NaN            NaN  0.283014                 NaN            NaN            NaN            NaN            NaN  0.211552       0.150525                 NaN
  1255.85        2500.00        95.7277       0.202418                 NaN            NaN  0.840870                 NaN  0.404677E-001            NaN  0.505572                 NaN   2.01104       0.671950                 NaN
  1254.44        2500.00        95.9329       0.140022                 NaN            NaN  0.889953                 NaN  0.103265                 NaN  0.438558                 NaN   1.81848       0.676810                 NaN
  1253.04        2500.00        86.0469       0.548883                 NaN            NaN   2.86415                 NaN  0.301057                 NaN   1.47391                 NaN   6.40309        2.36197                 NaN
  1251.63        2500.00        83.9326       0.589121                 NaN            NaN   3.14958                 NaN  0.345959                 NaN   1.62268                 NaN   7.62817        2.73191                 NaN
  1250.23        2500.00        33.0354        2.36506                 NaN            NaN   12.5470                 NaN   1.30932                 NaN   6.45178                 NaN   30.3089        11.1402        2.84237     
  1248.82        2500.00                 NaN   3.48537                 NaN            NaN   19.3536                 NaN   1.88876                 NaN   9.60617                 NaN   42.7766        16.1354        6.75411     
  1247.41        2500.00                 NaN   3.52542                 NaN            NaN   19.3853                 NaN   1.86161                 NaN   9.63984                 NaN   42.7286        16.1433        6.71592     
  1246.01        2500.00                 NaN   3.57406                 NaN            NaN   19.3183                 NaN   1.83303                 NaN   9.69385                 NaN   42.7117        16.1793        6.68980     
  1244.60        2500.00                 NaN   3.58334                 NaN            NaN   19.3156                 NaN   1.82782                 NaN   9.71131                 NaN   42.7271        16.1938        6.64107     
  1243.20        2500.00                 NaN   3.59325                 NaN            NaN   19.3130                 NaN   1.82206                 NaN   9.72919                 NaN   42.7415        16.2087        6.59225     
  1241.79        2500.00                 NaN   3.60323                 NaN            NaN   19.3106                 NaN   1.81623                 NaN   9.74715                 NaN   42.7559        16.2237        6.54321     
  1240.39        2500.00                 NaN   3.61276                 NaN            NaN   19.3084                 NaN   1.81075                 NaN   9.76473                 NaN   42.7712        16.2386        6.49367     
  1238.98        2500.00                 NaN   3.62256                 NaN            NaN   19.3063                 NaN   1.80501                 NaN   9.78253                 NaN   42.7860        16.2536        6.44398     
  1237.57        2500.00                 NaN   4.43799       0.749966E-005            NaN   12.4254        3.66903        1.62853                 NaN   10.1212                 NaN   43.4799        17.0554        7.18247     
  1236.17        2500.00                 NaN   3.61587                 NaN            NaN   19.3167                 NaN   1.81335                 NaN   9.79760                 NaN   42.8550        16.2720        6.32955     
  1234.76        2500.00                 NaN   3.61987                 NaN            NaN   19.3149                 NaN   1.81241                 NaN   9.81080                 NaN   42.8810        16.2849        6.27615     
  1233.36        2500.00                 NaN   3.63521                 NaN            NaN   19.3131                 NaN   1.80200                 NaN   9.83298                 NaN   42.8866        16.3027        6.22744     
  1231.95        2500.00                 NaN   3.88751                 NaN            NaN   19.0056                 NaN   1.57722       0.678583E-004   10.1326                 NaN   42.4083        16.5513        6.43737     
  1230.55        2500.00                 NaN   3.66447                 NaN            NaN   19.3021                 NaN   1.78349                 NaN   9.87592                 NaN   42.9062        16.3385        6.12924     
  1229.14        2500.00                 NaN   3.89954                 NaN            NaN   18.9939                 NaN   1.57318       0.621457E-004   10.1637                 NaN   42.4388        16.5892        6.34158     
  1227.73        2500.00                 NaN   3.84494                 NaN            NaN   19.0152                 NaN   1.61642       0.582789E-005   10.1578                 NaN   42.5557        16.5718        6.23813     
  1226.33        2500.00                 NaN   3.16218                 NaN            NaN   19.0472                 NaN   2.17388       0.140697E-005   9.77743                 NaN   43.8400        16.2202        5.77910     
  1224.92        2500.00                 NaN   3.70368                 NaN            NaN   19.2990                 NaN   1.75980                 NaN   9.94688                 NaN   42.9705        16.4016        5.91854     
  1223.52        2500.00                 NaN   3.71032                 NaN            NaN   19.2995                 NaN   1.75634                 NaN   9.96214                 NaN   42.9921        16.4161        5.86347     
  1222.11        2500.00                 NaN   3.71037                 NaN            NaN   19.3044                 NaN   1.75770                 NaN   9.97237                 NaN   43.0229        16.4277        5.80460     
  1220.71        2500.00                 NaN   3.65148                 NaN            NaN   19.2985                 NaN   1.80942                 NaN   9.93824                 NaN   43.1674        16.4156        5.71934     
  1219.30        2500.00                 NaN   3.64314                 NaN            NaN   19.2581                 NaN   1.82578                 NaN   9.94949                 NaN   43.2465        16.4225        5.65440     
  1217.89        2500.00                 NaN   3.65202                 NaN            NaN   19.2575                 NaN   1.82060                 NaN   9.96621                 NaN   43.2659        16.4385        5.59925     
  1216.49        2500.00                 NaN   3.66356                 NaN            NaN   19.2551                 NaN   1.81352                 NaN   9.98374                 NaN   43.2825        16.4565        5.54511     
  1215.08        2500.00                 NaN   3.67325                 NaN            NaN   19.2540                 NaN   1.80774                 NaN   10.0011                 NaN   43.3014        16.4731        5.48941     
  1213.68        2500.00                 NaN   3.99776                 NaN            NaN   18.7691                 NaN   1.54992       0.271400E-004   10.2537                 NaN   42.8609        16.7889        5.77964     
  1212.27        2500.00                 NaN   3.70234                 NaN            NaN   19.3033                 NaN   1.77910                 NaN   10.0380                 NaN   43.2847        16.5111        5.38149     
  1210.86        2500.00                 NaN   3.70439                 NaN            NaN   19.2513                 NaN   1.78865                 NaN   10.0521                 NaN   43.3559        16.5257        5.32201     
  1209.46        2500.00                 NaN   3.71247                 NaN            NaN   19.2517                 NaN   1.78398                 NaN   10.0694                 NaN   43.3775        16.5414        5.26355     
  1208.05        2500.00                 NaN   3.72332                 NaN            NaN   19.2505                 NaN   1.77729                 NaN   10.0865                 NaN   43.3959        16.5596        5.20700     
  1206.65        2500.00                 NaN   3.33343                 NaN            NaN   18.9720                 NaN   2.07310                 NaN   9.99161                 NaN   44.1554        16.4796        4.99484     
  1205.24        2500.00                 NaN   3.75957                 NaN            NaN   19.2984                 NaN   1.74249                 NaN   10.1337                 NaN   43.3670        16.6005        5.09831     
  1203.84        2500.00                 NaN   4.45383       0.750299E-005            NaN   12.4345        3.67842        1.62039                 NaN   10.1650                 NaN   44.2701        17.4159        5.96184     
  1202.43        2500.00                 NaN   3.80098                 NaN            NaN   19.2928                 NaN   1.71332                 NaN   10.1818                 NaN   43.3723        16.6451        4.99371     
  1201.02        2500.00                 NaN   4.03180                 NaN            NaN   18.9665                 NaN   1.53902       0.131348E-003   10.4506                 NaN   43.0381        16.8355        5.13838     
  1199.62        2500.00                 NaN   3.86826                 NaN            NaN   19.2925                 NaN   1.66332                 NaN   10.2434                 NaN   43.3311        16.7026        4.89888     
  1198.21        2500.00                 NaN   3.79291                 NaN            NaN   19.2573                 NaN   1.73330                 NaN   10.2068                 NaN   43.5316        16.6834        4.79475     
  1196.81        2500.00                 NaN   3.86116                 NaN            NaN   19.3456                 NaN   1.66562                 NaN   10.2624                 NaN   43.3872        16.7202        4.75772     
  1195.40        2500.00                 NaN   3.82610                 NaN            NaN   19.3125                 NaN   1.70017                 NaN   10.2555                 NaN   43.5065        16.7221        4.67706     
  1194.00        2500.00                 NaN   3.99433                 NaN            NaN   19.2373                 NaN   1.57337                 NaN   10.3670                 NaN   43.2893        16.8221        4.71654     
  1192.59        2500.00                 NaN   3.38004                 NaN            NaN   19.0057                 NaN   2.05718       0.112202E-005   10.1588                 NaN   44.4145        16.6362        4.34759     
  1191.18        2500.00                 NaN   3.92696                 NaN            NaN   19.3183                 NaN   1.62352                 NaN   10.3533                 NaN   43.4419        16.8073        4.52867     
  1189.78        2500.00                 NaN   3.93470                 NaN            NaN   19.3213                 NaN   1.61877                 NaN   10.3698                 NaN   43.4659        16.8246        4.46492     
  1188.37        2500.00                 NaN   4.08192                 NaN            NaN   19.0966                 NaN   1.50216       0.943602E-004   10.5711                 NaN   43.1900        16.9561        4.60208     
  1186.97        2500.00                 NaN   3.91083                 NaN            NaN   19.3693                 NaN   1.63344                 NaN   10.3741                 NaN   43.5571        16.8411        4.31416     
  1185.56        2500.00                 NaN   3.96213                 NaN            NaN   19.3283                 NaN   1.60162                 NaN   10.4197                 NaN   43.5346        16.8794        4.27426     
  1184.16        2500.00                 NaN   4.11056                 NaN            NaN   19.1140                 NaN   1.48257                 NaN   10.6156                 NaN   43.2671        17.0130        4.39718     
  1182.75        2500.00                 NaN   3.93853                 NaN            NaN   19.3427                 NaN   1.61767                 NaN   10.4425                 NaN   43.6392        16.8982        4.12124     
  1181.34        2500.00                 NaN   3.90461                 NaN            NaN   19.2893                 NaN   1.66172                 NaN   10.4124                 NaN   43.7965        16.9011        4.03438     
  1179.94        2500.00                 NaN   3.91455                 NaN            NaN   19.2938                 NaN   1.65494                 NaN   10.4304                 NaN   43.8180        16.9201        3.96824     
  1178.53        2500.00                 NaN   3.98672                 NaN            NaN   19.3329                 NaN   1.57646                 NaN   10.5351                 NaN   43.6417        16.9890        3.93819     
  1177.13        2500.00                 NaN   3.97916                 NaN            NaN   19.3513                 NaN   1.59179                 NaN   10.5104                 NaN   43.7317        16.9763        3.85937     
  1175.72        2500.00                 NaN   3.93642                 NaN            NaN   19.3974                 NaN   1.62664                 NaN   10.4810                 NaN   43.8317        16.9685        3.75833     
  1174.31        2500.00                 NaN   3.95503                 NaN            NaN   19.3158                 NaN   1.62673                 NaN   10.5017                 NaN   43.9031        16.9977        3.70005     
  1172.91        2500.00                 NaN   3.96420                 NaN            NaN   19.3199                 NaN   1.62072                 NaN   10.5192                 NaN   43.9275        17.0168        3.63160     
  1171.50        2500.00                 NaN   4.15619                 NaN            NaN   19.1837                 NaN   1.44448       0.804551E-005   10.7660                 NaN   43.4814        17.1738        3.79440     
  1170.10        2500.00                 NaN   3.98005                 NaN            NaN   19.3272                 NaN   1.61098                 NaN   10.5515                 NaN   43.9839        17.0547        3.49167     
  1168.69        2500.00                 NaN   4.06227                 NaN            NaN   19.3541                 NaN   1.53842                 NaN   10.6287                 NaN   43.8517        17.1034        3.46147     
  1167.29        2500.00                 NaN   4.00352                 NaN            NaN   19.3430                 NaN   1.59350                 NaN   10.5903                 NaN   44.0202        17.0957        3.35374     
  1165.88        2500.00                 NaN   4.01430                 NaN            NaN   19.3496                 NaN   1.58579                 NaN   10.6094                 NaN   44.0422        17.1163        3.28238     
  1164.47        2500.00                 NaN   4.09142                 NaN            NaN   19.3659                 NaN   1.51902                 NaN   10.6789                 NaN   43.9273        17.1654        3.25203     
  1163.07        2500.00                 NaN   4.07390                 NaN            NaN   19.4092                 NaN   1.53277                 NaN   10.6660                 NaN   43.9860        17.1708        3.16123     
  1161.66        2500.00                 NaN   4.03272                 NaN            NaN   19.3565                 NaN   1.57655                 NaN   10.6515                 NaN   44.1461        17.1734        3.06315     
  1160.26        2500.00                 NaN   4.10372                 NaN            NaN   19.3858                 NaN   1.50705                 NaN   10.7314                 NaN   44.0093        17.2264        3.03639     
  1158.85        2500.00                 NaN   4.10768                 NaN            NaN   19.3945                 NaN   1.50313                 NaN   10.7489                 NaN   44.0366        17.2467        2.96248     
  1157.45        2500.00                 NaN   4.06987                 NaN            NaN   19.3881                 NaN   1.54754                 NaN   10.7133                 NaN   44.1970        17.2372        2.84700     
  1156.04        2500.00                 NaN   3.85198                 NaN            NaN   19.4906                 NaN   1.65449       0.404249E-004   10.8203                 NaN   44.3355        17.1658        2.68122     
  1154.63        2500.00                 NaN   4.08485                 NaN            NaN   19.4797                 NaN   1.52524                 NaN   10.7472                 NaN   44.1988        17.2722        2.69199     
  1153.23        2500.00                 NaN   4.09672                 NaN            NaN   19.4170                 NaN   1.52723                 NaN   10.7678                 NaN   44.2723        17.2982        2.62072     
  1151.82        2500.00                 NaN   4.13841                 NaN            NaN   19.4591                 NaN   1.49023                 NaN   10.7960                 NaN   44.2216        17.3312        2.56348     
  1150.42        2500.00                 NaN   4.14203                 NaN            NaN   19.4778                 NaN   1.48766                 NaN   10.8168                 NaN   44.2514        17.3457        2.47865     
  1149.01        2500.00                 NaN   4.10645                 NaN            NaN   19.3593                 NaN   1.53605                 NaN   10.7979                 NaN   44.4535        17.3599        2.38683     
  1147.61        2500.00                 NaN   4.16573                 NaN            NaN   19.4885                 NaN   1.47132                 NaN   10.8500                 NaN   44.3025        17.3926        2.32927     
  1146.20        2500.00                 NaN   4.17798                 NaN            NaN   19.4879                 NaN   1.46412                 NaN   10.8739                 NaN   44.3316        17.4136        2.25100     
  1144.79        2500.00                 NaN   4.13885                 NaN            NaN   19.4429                 NaN   1.50335                 NaN   10.8565                 NaN   44.4857        17.4226        2.15004     
  1143.39        2500.00                 NaN   4.18061                 NaN            NaN   19.5157                 NaN   1.46135                 NaN   10.8952                 NaN   44.4096        17.4519        2.08556     
  1141.98        2500.00                 NaN   4.19010                 NaN            NaN   19.5165                 NaN   1.45558                 NaN   10.9130                 NaN   44.4441        17.4743        2.00638     
  1140.58        2500.00                 NaN   4.20725                 NaN            NaN   19.5205                 NaN   1.44360                 NaN   10.9357                 NaN   44.4622        17.4997        1.93098     
  1139.17        2500.00                 NaN   4.21360                 NaN            NaN   19.5285                 NaN   1.43943                 NaN   10.9523                 NaN   44.4972        17.5206        1.84832     
  1137.76        2500.00                 NaN   3.91316                 NaN            NaN   19.6488                 NaN   1.58392       0.175484E-004   10.9934                 NaN   44.7467        17.4731        1.64098     
  1136.36        2500.00                 NaN   4.19292                 NaN            NaN   19.4243                 NaN   1.47648                 NaN   10.9564                 NaN   44.7247        17.5621        1.66308     
  1134.95        2500.00                 NaN   4.23830                 NaN            NaN   19.5541                 NaN   1.42249                 NaN   11.0039                 NaN   44.5958        17.5858        1.59961     
  1133.55        2500.00                 NaN   3.95408                 NaN            NaN   19.6944                 NaN   1.55596                 NaN   11.0474                 NaN   44.7578        17.5493        1.44095     
  1132.14        2500.00                 NaN   4.25305                 NaN            NaN   19.5763                 NaN   1.41211                 NaN   11.0350                 NaN   44.6638        17.6295        1.43021     
  1130.74        2500.00                 NaN   3.95747                 NaN            NaN   19.6808                 NaN   1.55570       0.500548E-004   11.0636                 NaN   44.8779        17.5917        1.27274     
  1129.33        2500.00                 NaN   4.27238                 NaN            NaN   19.5890                 NaN   1.39910                 NaN   11.0735                 NaN   44.7299        17.6752        1.26086     
  1127.92        2500.00                 NaN   4.28037                 NaN            NaN   19.6039                 NaN   1.39284                 NaN   11.0853                 NaN   44.7621        17.6993        1.17618     
  1126.52        2500.00                 NaN   3.99613                 NaN            NaN   19.7034                 NaN   1.53100       0.317762E-004   11.1197                 NaN   44.9681        17.6587        1.02302     
  1125.11        2500.00                 NaN   4.25840                 NaN            NaN   19.5028                 NaN   1.42730                 NaN   11.0895                 NaN   44.9793        17.7446       0.998190     
  1123.71        2500.00                 NaN   4.00568                 NaN            NaN   19.7029                 NaN   1.52055       0.391634E-004   11.1596                 NaN   45.0432        17.7128       0.855167     
  1122.30        2500.00                 NaN   4.29608                 NaN            NaN   19.6384                 NaN   1.38111                 NaN   11.1316                 NaN   44.9306        17.7956       0.826600     
  1120.90        2500.00                 NaN   4.31721                 NaN            NaN   19.6560                 NaN   1.36691                 NaN   11.1695                 NaN   44.9448        17.8127       0.732828     
  1119.49        2500.00                 NaN   4.31373                 NaN            NaN   19.6596                 NaN   1.36912                 NaN   11.1712                 NaN   45.0015        17.8401       0.644909     
  1118.08        2500.00                 NaN   4.30715                 NaN            NaN   19.6575                 NaN   1.37965                 NaN   11.1930                 NaN   45.0819        17.8480       0.532848     
  1116.68        2500.00                 NaN   4.33462                 NaN            NaN   19.6756                 NaN   1.35452                 NaN   11.2098                 NaN   45.0694        17.8896       0.466545     
  1115.27        2500.00                 NaN   4.31419                 NaN            NaN   19.6541                 NaN   1.37919                 NaN   11.2103                 NaN   45.1947        17.8983       0.349182     
  1113.87        2500.00                 NaN   4.36029                 NaN            NaN   19.7083                 NaN   1.33610                 NaN   11.2557                 NaN   45.1264        17.9337       0.279516     
  1112.46        2500.00                 NaN   4.34395                 NaN            NaN   19.7088                 NaN   1.35180                 NaN   11.2676                 NaN   45.2178        17.9445       0.165570     
  1111.06        2500.00                 NaN   4.39401                 NaN            NaN   19.7163                 NaN   1.31148                 NaN   11.3000                 NaN   45.1742        17.9923       0.111698     
  1109.65        2500.00                 NaN   4.36806                 NaN            NaN   19.6380                 NaN   1.34624                 NaN   11.2912                 NaN   45.3485        18.0081                 NaN
  1108.24        2500.00                 NaN   4.40383                 NaN            NaN   19.7422                 NaN   1.30408                 NaN   11.3302                 NaN   45.2070        18.0127                 NaN
  1106.84        2500.00                 NaN   4.40435                 NaN            NaN   19.7572                 NaN   1.30342                 NaN   11.3451                 NaN   45.1889        18.0010                 NaN
  1105.43        2500.00                 NaN   4.43328                 NaN            NaN   19.7535                 NaN   1.28267                 NaN   11.3685                 NaN   45.1481        18.0139                 NaN
  1104.03        2500.00                 NaN   4.62219                 NaN            NaN   4.82555        11.7490        1.51374                 NaN   10.8319                 NaN   47.3350        18.7293       0.393228     
  1102.62        2500.00                 NaN   4.43884                 NaN            NaN   19.7718                 NaN   1.27812                 NaN   11.4166                 NaN   45.1067        17.9880                 NaN
  1101.22        2500.00                 NaN   4.45547                 NaN            NaN   19.7841                 NaN   1.26557                 NaN   11.4269                 NaN   45.0737        17.9943                 NaN
  1099.81        2500.00                 NaN   4.47223                 NaN            NaN   19.7887                 NaN   1.25314                 NaN   11.4473                 NaN   45.0418        17.9968                 NaN
  1098.40        2500.00                 NaN   4.48389                 NaN            NaN   19.7953                 NaN   1.24427                 NaN   11.4662                 NaN   45.0148        17.9955                 NaN
  1097.00        2500.00                 NaN   4.50197                 NaN            NaN   19.8043                 NaN   1.23089                 NaN   11.4944                 NaN   44.9757        17.9928                 NaN
  1095.59        2500.00                 NaN   4.51266                 NaN            NaN   19.8118                 NaN   1.22298                 NaN   11.5131                 NaN   44.9494        17.9901                 NaN
  1094.19        2500.00                 NaN   4.51211                 NaN            NaN   19.8256                 NaN   1.22243                 NaN   11.5249                 NaN   44.9335        17.9814                 NaN
  1092.78        2500.00                 NaN   4.53162                 NaN            NaN   19.8297                 NaN   1.20796                 NaN   11.5453                 NaN   44.8991        17.9863                 NaN
  1091.37        2500.00                 NaN   4.54589                 NaN            NaN   19.8310                 NaN   1.19845                 NaN   11.5704                 NaN   44.8713        17.9829                 NaN
  1089.97        2500.00                 NaN   4.55658                 NaN            NaN   19.8472                 NaN   1.18894                 NaN   11.5855                 NaN   44.8396        17.9822                 NaN
  1088.56        2500.00                 NaN   4.58740                 NaN            NaN   19.8376                 NaN   1.16946                 NaN   11.6138                 NaN   44.8021        17.9897                 NaN
  1087.16        2500.00                 NaN   4.57962                 NaN            NaN   19.8660                 NaN   1.17123                 NaN   11.6255                 NaN   44.7815        17.9762                 NaN
  1085.75        2500.00                 NaN   4.59006                 NaN            NaN   19.8698                 NaN   1.16347                 NaN   11.6433                 NaN   44.7584        17.9749                 NaN
  1084.35        2500.00                 NaN   4.60106                 NaN            NaN   19.8869                 NaN   1.15459                 NaN   11.6665                 NaN   44.7233        17.9676                 NaN
  1082.94        2500.00                 NaN   4.62104                 NaN            NaN   19.8917                 NaN   1.14017                 NaN   11.6906                 NaN   44.6869        17.9697                 NaN
  1081.53        2500.00                 NaN   4.62220                 NaN            NaN   19.9071                 NaN   1.13810                 NaN   11.7052                 NaN   44.6670        17.9604                 NaN
  1080.13        2500.00                 NaN   4.63496                 NaN            NaN   19.9134                 NaN   1.12772                 NaN   11.7289                 NaN   44.6361        17.9590                 NaN
  1078.72        2500.00                 NaN   4.57534                 NaN            NaN   19.8898                 NaN   1.14558                 NaN   11.7638                 NaN   44.6422        17.9834                 NaN
  1077.32        2500.00                 NaN   4.65988                 NaN            NaN   19.9340                 NaN   1.10835                 NaN   11.7586                 NaN   44.5794        17.9597                 NaN
  1075.91        2500.00                 NaN   4.67114                 NaN            NaN   19.9503                 NaN   1.09999                 NaN   11.7863                 NaN   44.5436        17.9487                 NaN
  1074.51        2500.00                 NaN   4.68606                 NaN            NaN   19.9423                 NaN   1.09191                 NaN   11.8046                 NaN   44.5245        17.9507                 NaN
  1073.10        2500.00                 NaN   4.69843                 NaN            NaN   19.9722                 NaN   1.07847                 NaN   11.8269                 NaN   44.4781        17.9459                 NaN
  1071.69        2500.00                 NaN   4.70158                 NaN            NaN   19.9811                 NaN   1.07602                 NaN   11.8418                 NaN   44.4611        17.9384                 NaN
  1070.29        2500.00                 NaN   4.74578                 NaN            NaN   20.0002                 NaN   1.04014                 NaN   11.8883                 NaN   44.3776        17.9479                 NaN
  1068.88        2500.00                 NaN   4.75953                 NaN            NaN   20.0066                 NaN   1.03090                 NaN   11.9066                 NaN   44.3496        17.9468                 NaN
  1067.48        2500.00                 NaN   4.74801                 NaN            NaN   20.0144                 NaN   1.03939                 NaN   11.9107                 NaN   44.3530        17.9345                 NaN
  1066.07        2500.00                 NaN   4.75774                 NaN            NaN   20.0338                 NaN   1.03139                 NaN   11.9298                 NaN   44.3201        17.9272                 NaN
  1064.67        2500.00                 NaN   4.76886                 NaN            NaN   20.0462                 NaN   1.02244                 NaN   11.9511                 NaN   44.2889        17.9225                 NaN
  1063.26        2500.00                 NaN   4.78112                 NaN            NaN   20.0568                 NaN   1.01295                 NaN   11.9732                 NaN   44.2575        17.9185                 NaN
  1061.85        2500.00                 NaN  0.771319E-001            NaN            NaN   30.3656                 NaN  0.143201        4.43309        4.96213                 NaN   46.1476        13.8712                 NaN
  1060.45        2500.00                 NaN   4.80438                 NaN            NaN   20.0873                 NaN  0.993607                 NaN   12.0112                 NaN   44.1917        17.9118                 NaN
  1059.04        2500.00                 NaN   4.82125                 NaN            NaN   20.1012                 NaN  0.981253                 NaN   12.0336                 NaN   44.1541        17.9086                 NaN
  1057.64        2500.00                 NaN   4.82779                 NaN            NaN   20.1158                 NaN  0.974512                 NaN   12.0528                 NaN   44.1260        17.9032                 NaN
  1056.23        2500.00                 NaN   4.84057                 NaN            NaN   20.1298                 NaN  0.964162                 NaN   12.0735                 NaN   44.0920        17.8999                 NaN
  1054.82        2500.00                 NaN   4.84334                 NaN            NaN   20.1421                 NaN  0.960927                 NaN   12.0937                 NaN   44.0696        17.8903                 NaN
  1053.42        2500.00                 NaN            NaN            NaN            NaN   30.9042                 NaN  0.487619E-001   4.57827        4.88258                 NaN   45.9088        13.6774                 NaN
  1052.01        2500.00                 NaN   4.86944                 NaN            NaN   20.0685                 NaN  0.952027                 NaN   12.1185                 NaN   44.0869        17.9046                 NaN
  1050.61        2500.00                 NaN   4.91141                 NaN            NaN   20.1554                 NaN  0.909833                 NaN   12.1659                 NaN   43.9515        17.9060                 NaN
  1049.20        2500.00                 NaN   4.89916                 NaN            NaN   20.2043                 NaN  0.916027                 NaN   12.1792                 NaN   43.9247        17.8767                 NaN
  1047.80        2500.00                 NaN   4.83133                 NaN            NaN   20.1840                 NaN  0.947895                 NaN   12.1582                 NaN   43.9804        17.8983                 NaN
  1046.39        2500.00                 NaN   4.84392                 NaN            NaN   20.1941                 NaN  0.939256                 NaN   12.1812                 NaN   43.9487        17.8929                 NaN
  1044.98        2500.00                 NaN   3.76870        1.17001                 NaN   19.7831                 NaN  0.865632                 NaN   12.1041                 NaN   44.0855        18.2230                 NaN
  1043.58        2500.00                 NaN   4.86640                 NaN            NaN   20.2372                 NaN  0.920794                 NaN   12.2218                 NaN   43.8766        17.8772                 NaN
  1042.17        2500.00                 NaN   4.95742                 NaN            NaN   20.2890                 NaN  0.867072                 NaN   12.2861                 NaN   43.7499        17.8505                 NaN
  1040.77        2500.00                 NaN   4.97469                 NaN            NaN   20.3006                 NaN  0.853228                 NaN   12.3076                 NaN   43.7120        17.8519                 NaN
  1039.36        2500.00                 NaN   4.98564                 NaN            NaN   20.3187                 NaN  0.843883                 NaN   12.3293                 NaN   43.6769        17.8455                 NaN
  1037.96        2500.00                 NaN   4.98979                 NaN            NaN   20.3425                 NaN  0.839453                 NaN   12.3514                 NaN   43.6458        17.8310                 NaN
