|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             ilm            San(TH)        ne             lc            
  1036.55        2500.00                 NaN   7.56297                 NaN            NaN   24.0487                 NaN   1.37954                 NaN   12.0321                 NaN   39.0784        15.8983                 NaN
  1035.14        2500.00                 NaN   7.60104                 NaN            NaN   24.0362                 NaN   1.35106                 NaN   12.0600                 NaN   39.0476        15.9042                 NaN
  1033.74        2500.00                 NaN   7.60874                 NaN            NaN   24.0403                 NaN   1.34549                 NaN   12.0719                 NaN   39.0328        15.9008                 NaN
  1032.33        2500.00                 NaN   7.61393                 NaN            NaN   24.1027                 NaN   1.32993                 NaN   12.0960                 NaN   38.9751        15.8823                 NaN
  1030.93        2500.00                 NaN   7.63880                 NaN            NaN   24.0993                 NaN   1.31239                 NaN   12.1044                 NaN   38.9524        15.8927                 NaN
  1029.52        2500.00                 NaN   7.65123                 NaN            NaN   24.1371                 NaN   1.29505                 NaN   12.1366                 NaN   38.9064        15.8736                 NaN
  1028.12        2500.00                 NaN   7.66470                 NaN            NaN   24.1575                 NaN   1.28093                 NaN   12.1575                 NaN   38.8725        15.8669                 NaN
  1026.71        2500.00                 NaN   7.65277                 NaN            NaN   24.0201                 NaN   1.33122                 NaN   12.1317                 NaN   38.9919        15.8723                 NaN
  1025.30        2500.00                 NaN   7.70339                 NaN            NaN   24.1831                 NaN   1.24528                 NaN   12.2031                 NaN   38.8069        15.8583                 NaN
  1023.90        2500.00                 NaN   7.70346                 NaN            NaN   24.2184                 NaN   1.23826                 NaN   12.2278                 NaN   38.7717        15.8405                 NaN
  1022.49        2500.00                 NaN   7.74309                 NaN            NaN   24.2392                 NaN   1.20011                 NaN   12.2403                 NaN   38.7269        15.8504                 NaN
  1021.09        2500.00                 NaN   7.56374                 NaN            NaN   24.0397                 NaN   1.34697                 NaN   12.2170                 NaN   38.9548        15.8777                 NaN
  1019.68        2500.00                 NaN   7.57354                 NaN            NaN   24.0644                 NaN   1.33169                 NaN   12.2402                 NaN   38.9185        15.8716                 NaN
  1018.27        2500.00                 NaN   7.79530                 NaN            NaN   24.2941                 NaN   1.15384                 NaN   12.3120                 NaN   38.6156        15.8291                 NaN
  1016.87        2500.00                 NaN   7.81255                 NaN            NaN   24.2865                 NaN   1.14238                 NaN   12.3248                 NaN   38.6015        15.8323                 NaN
  1015.46        2500.00                 NaN   7.84341                 NaN            NaN   24.3083                 NaN   1.11323                 NaN   12.3542                 NaN   38.5524        15.8285                 NaN
  1014.06        2500.00                 NaN            NaN            NaN            NaN   37.3222                 NaN   6.88791                 NaN   4.77660                 NaN   39.5564        11.4569                 NaN
  1012.65        2500.00                 NaN   7.84509                 NaN            NaN   24.3435                 NaN   1.10500                 NaN   12.3891                 NaN   38.5096        15.8078                 NaN
  1011.25        2500.00                 NaN   7.88634                 NaN            NaN   24.4006                 NaN   1.06286       0.118433E-004   12.4258                 NaN   38.4259        15.7985                 NaN
  1009.84        2500.00                 NaN   7.87784                 NaN            NaN   24.3942                 NaN   1.07138                 NaN   12.4332                 NaN   38.4318        15.7915                 NaN
  1008.43        2500.00                 NaN            NaN            NaN            NaN   37.3642                 NaN   6.91012                 NaN   4.80101                 NaN   39.5178        11.4069                 NaN
  1007.03        2500.00                 NaN   7.91935                 NaN            NaN   24.4522                 NaN   1.02771                 NaN   12.4854                 NaN   38.3395        15.7758                 NaN
  1005.62        2500.00                 NaN            NaN            NaN            NaN   37.5514                 NaN   6.89091                 NaN   4.81423                 NaN   39.3960        11.3475                 NaN
  1004.22        2500.00                 NaN            NaN            NaN            NaN   37.5755                 NaN   6.88815                 NaN   4.83162                 NaN   39.3677        11.3370                 NaN
  1002.81        2500.00                 NaN   8.01687                 NaN            NaN   24.4794                 NaN  0.945437                 NaN   12.5451                 NaN   38.2189        15.7943                 NaN
  1001.41        2500.00                 NaN            NaN            NaN            NaN   37.6915                 NaN   6.85857                 NaN   4.86181                 NaN   39.2787        11.3094                 NaN
  1000.00        2500.00                 NaN   7.92888                 NaN            NaN   24.4817                 NaN  0.992556                 NaN   12.5608                 NaN   38.2496        15.7864                 NaN
