|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1194.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1193.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1192.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1190.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1189.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1188.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1187.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1186.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1185.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1183.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1182.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1181.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1178.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1176.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1175.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1174.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1173.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1172.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1171.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1170.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1168.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1167.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1166.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1164.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1163.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1161.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1160.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1159.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1158.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1157.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1156.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1155.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1153.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1152.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1151.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1149.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1148.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1146.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1144.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1143.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1142.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1141.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1139.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1138.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1137.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1136.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1134.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1133.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1131.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1130.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1129.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1128.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1127.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1126.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1124.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1123.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1122.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1119.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1117.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1116.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1115.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1114.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1113.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1112.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1111.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1109.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1108.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1106.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1104.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1102.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1101.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1100.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1099.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1098.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1097.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1096.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1094.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1093.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1092.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1091.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1089.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1087.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1086.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1085.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1084.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1083.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1082.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1080.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1079.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1078.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1077.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1076.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1074.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1071.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1070.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1069.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1068.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1067.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1065.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1064.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1063.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1062.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1061.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1058.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1057.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1056.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1055.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1054.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1053.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1052.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1050.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1049.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1047.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1046.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1043.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1042.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1041.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1040.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1039.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1038.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1037.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1034.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1033.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1032.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1031.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1028.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1027.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1026.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1025.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1023.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1021.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1020.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1019.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1018.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1017.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1016.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1013.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1012.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1011.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1010.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1009.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1008.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1006.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1005.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1004.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1003.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1002.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1001.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   100.000     
