|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1260.07        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.58        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.09        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.61        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1254.12        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.64        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1251.15        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1249.66        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1248.18        500.000                 NaN   96.3726                 NaN            NaN            NaN  0.382972       0.369598       0.403953        2.47083                 NaN            NaN
  1246.69        500.000                 NaN   91.6775                 NaN            NaN            NaN   1.49522       0.454220       0.969279        5.26465       0.139108                 NaN
  1245.20        500.000       0.161640E-001   99.7758                 NaN  0.540842E-002  0.207944E-002  0.200427E-001            NaN  0.404346E-001  0.140103                 NaN            NaN
  1243.72        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.23        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.75        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.26        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.77        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.29        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1234.80        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.101822E-005            NaN            NaN            NaN            NaN            NaN
  1233.32        500.000                 NaN   99.9999                 NaN  0.153783E-005            NaN  0.186544E-004  0.313729E-005  0.131589E-004  0.757039E-004  0.932422E-006            NaN
  1231.83        500.000                 NaN   53.9210                 NaN            NaN            NaN   9.34534        1.09652        5.50076        29.8048       0.331591                 NaN
  1230.34        500.000                 NaN   96.9522                 NaN            NaN            NaN  0.251778       0.369173       0.356674        2.00644       0.636845E-001            NaN
  1228.86        500.000                 NaN   97.0989                 NaN            NaN            NaN  0.351558       0.238721       0.339092        1.91168       0.600534E-001            NaN
  1227.37        500.000                 NaN   97.2331                 NaN            NaN            NaN  0.336409       0.226155       0.323010        1.82472       0.566371E-001            NaN
  1225.89        500.000                 NaN   97.3597                 NaN            NaN            NaN  0.322318       0.214056       0.307840        1.74264       0.534778E-001            NaN
  1224.40        500.000                 NaN   97.4758                 NaN            NaN            NaN  0.308453       0.203585       0.293744        1.66791       0.505571E-001            NaN
  1222.91        500.000                 NaN   97.5872                 NaN            NaN            NaN  0.198525       0.289168       0.279896        1.59726       0.479217E-001            NaN
  1221.43        500.000                 NaN   97.6857                 NaN            NaN            NaN  0.182497       0.285805       0.268270        1.53249       0.452246E-001            NaN
  1219.94        500.000                 NaN   97.7764                 NaN            NaN            NaN  0.173271       0.276153       0.257096        1.47422       0.428764E-001            NaN
  1218.46        500.000                 NaN   97.8663                 NaN            NaN            NaN  0.168604       0.262133       0.246026        1.41626       0.406308E-001            NaN
  1216.97        500.000                 NaN   97.9497                 NaN            NaN            NaN  0.160305       0.253129       0.235701        1.36259       0.385572E-001            NaN
  1215.48        500.000                 NaN   98.0224                 NaN            NaN            NaN  0.254976       0.143926       0.227136        1.31513       0.364558E-001            NaN
  1214.00        500.000                 NaN   98.0977                 NaN            NaN            NaN  0.243224       0.139592       0.217630        1.26719       0.346758E-001            NaN
  1212.51        500.000                 NaN   98.1654                 NaN            NaN            NaN  0.236055       0.133071       0.209243        1.22328       0.329195E-001            NaN
  1211.02        500.000                 NaN   98.2300                 NaN            NaN            NaN  0.127036       0.228457       0.201153        1.18202       0.312863E-001            NaN
  1209.54        500.000                 NaN   98.2910                 NaN            NaN            NaN  0.224058       0.118896       0.193653        1.14267       0.297142E-001            NaN
  1208.05        500.000                 NaN   98.3477                 NaN            NaN            NaN  0.112966       0.218172       0.186527        1.10640       0.282813E-001            NaN
  1206.57        500.000                 NaN   98.4059                 NaN            NaN            NaN  0.114448       0.204032       0.179045        1.06961       0.269733E-001            NaN
  1205.08        500.000                 NaN   98.4533                 NaN            NaN            NaN  0.211083       0.985524E-001  0.173524        1.03794       0.255519E-001            NaN
  1203.59        500.000                 NaN   98.5039                 NaN            NaN            NaN  0.953886E-001  0.203641       0.167053        1.00569       0.243555E-001            NaN
  1202.11        500.000                 NaN   98.5543                 NaN            NaN            NaN  0.188755       0.981723E-001  0.160687       0.974834       0.232542E-001            NaN
  1200.62        500.000                 NaN   98.5866                 NaN            NaN            NaN  0.874852E-001  0.196901       0.156730       0.950254       0.220406E-001            NaN
  1199.14        500.000                 NaN   98.6346                 NaN            NaN            NaN  0.194636       0.779681E-001  0.150799       0.920950       0.210131E-001            NaN
  1197.65        500.000                 NaN   98.6755                 NaN            NaN            NaN  0.755458E-001  0.188323       0.145619       0.894970       0.200768E-001            NaN
  1196.16        500.000                 NaN   98.7129                 NaN            NaN            NaN  0.713528E-001  0.184968       0.140806       0.870831       0.191431E-001            NaN
  1194.68        500.000                 NaN   98.7500                 NaN            NaN            NaN  0.180743       0.677385E-001  0.136179       0.847076       0.182731E-001            NaN
  1193.19        500.000                 NaN   99.1519                 NaN            NaN            NaN  0.115717                 NaN  0.944325E-001  0.622564       0.153809E-001            NaN
  1191.71        500.000                 NaN   98.4491                 NaN            NaN            NaN  0.997295E-001  0.247495       0.164157        1.02034       0.191758E-001            NaN
  1190.22        500.000                 NaN   88.9351                 NaN            NaN            NaN  0.591602       0.877077E-001  0.736918        4.90114       0.621584E-001   4.68538     
  1188.73        500.000                 NaN   98.0527                 NaN            NaN            NaN  0.678264E-001  0.800603E-001  0.135969       0.841944       0.932781E-002  0.812165     
  1187.25        500.000                 NaN            NaN            NaN            NaN            NaN   8.58622       0.196008        7.27880        43.8979       0.400324        39.6407     
  1185.76        500.000                 NaN            NaN            NaN            NaN            NaN   8.79553       0.864068E-006   7.28686        43.8767       0.396828        39.6441     
  1184.28        500.000                 NaN            NaN            NaN            NaN            NaN   8.20967       0.574335        7.28285        43.8902       0.399675        39.6433     
  1182.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.01198       0.772932        7.28488        43.8862       0.399344        39.6446     
  1181.30        500.000                 NaN            NaN            NaN            NaN            NaN   7.82332       0.962485        7.28684        43.8823       0.399020        39.6460     
  1179.82        500.000                 NaN            NaN            NaN            NaN            NaN   7.65088        1.13577        7.28871        43.8786       0.398712        39.6474     
  1178.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.322325        8.48024        7.30019        43.8525       0.394031        39.6507     
  1176.84        500.000                 NaN            NaN            NaN            NaN            NaN   7.41097        1.37722        7.29234        43.8713       0.398137        39.6500     
  1175.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.309879        8.49592        7.30565        43.8426       0.392955        39.6530     
  1173.87        500.000                 NaN            NaN            NaN            NaN            NaN   7.81189       0.994833        7.30564        43.8399       0.393449        39.6543     
  1172.39        500.000                 NaN            NaN            NaN            NaN            NaN   7.06099        1.73526        7.29833        43.8551       0.396736        39.6536     
  1170.90        500.000                 NaN            NaN            NaN            NaN            NaN   1.09489        7.71061        7.30941        43.8350       0.392970        39.6571     
  1169.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.36150        7.44382        7.31059        43.8328       0.392905        39.6584     
  1167.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.43290        1.37192        7.31039        43.8333       0.394353        39.6571     
  1166.44        500.000                 NaN            NaN            NaN            NaN            NaN   1.76050        7.04050        7.31026        43.8344       0.394271        39.6601     
  1164.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.03943        7.77490        7.32327        43.8091       0.390385        39.6629     
  1163.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.38411        2.41291        7.32580        43.8199       0.394098        39.6631     
  1161.98        500.000                 NaN            NaN            NaN            NaN            NaN   1.46020        7.35367        7.32567        43.8040       0.390506        39.6660     
  1160.50        500.000                 NaN            NaN            NaN            NaN            NaN   6.94179        1.86602        7.32068        43.8134       0.391885        39.6663     
  1159.01        500.000                 NaN            NaN            NaN            NaN            NaN   6.54415        2.24862        7.31684        43.8310       0.394833        39.6646     
  1157.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.75880        7.05188        7.32684        43.8017       0.391113        39.6697     
  1156.04        500.000                 NaN            NaN            NaN            NaN            NaN   1.90109        6.90934        7.32733        43.8009       0.391009        39.6704     
  1154.55        500.000                 NaN            NaN            NaN            NaN            NaN   1.89061        6.92432        7.33295        43.7902       0.389861        39.6721     
  1153.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.03012        6.78385        7.32588        43.7956       0.390375        39.6742     
  1151.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.29760        6.51292        7.32072        43.8011       0.391043        39.6766     
  1150.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.53591        2.27632        7.32840        43.7915       0.390598        39.6773     
  1148.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.65867        2.15407        7.33555        43.7849       0.390077        39.6768     
  1147.12        500.000                 NaN            NaN            NaN            NaN            NaN   6.58926        2.22383        7.33511        43.7835       0.389995        39.6783     
  1145.64        500.000                 NaN            NaN            NaN            NaN            NaN   6.33262        2.48006        7.34453        43.7733       0.389786        39.6797     
  1144.15        500.000                 NaN            NaN            NaN            NaN            NaN   6.54659        2.26786        7.34072        43.7746       0.389483        39.6807     
  1142.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.30406        6.51086        7.34247        43.7712       0.389344        39.6820     
  1141.18        500.000                 NaN            NaN            NaN            NaN            NaN   6.47007        2.34084        7.33948        43.7760       0.390262        39.6833     
  1139.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.33017        6.49133        7.35053        43.7542       0.387894        39.6859     
  1138.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.38031        6.43679        7.34839        43.7598       0.388585        39.6861     
  1136.72        500.000                 NaN            NaN            NaN            NaN            NaN   6.42374        2.39481        7.35000        43.7558       0.388331        39.6873     
  1135.23        500.000                 NaN            NaN            NaN            NaN            NaN   6.40118        2.41733        7.35168        43.7529       0.388152        39.6888     
  1133.75        500.000                 NaN            NaN            NaN            NaN            NaN   6.38320        2.43605        7.35358        43.7491       0.387909        39.6901     
  1132.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.45812        6.36161        7.35550        43.7456       0.387743        39.6914     
  1130.78        500.000                 NaN            NaN            NaN            NaN            NaN   6.32852        2.49039        7.35584        43.7447       0.387845        39.6927     
  1129.29        500.000                 NaN            NaN            NaN            NaN            NaN   6.33385        2.48771        7.35932        43.7377       0.387171        39.6942     
  1127.80        500.000                 NaN            NaN            NaN            NaN            NaN   6.31652        2.50561        7.36115        43.7342       0.386966        39.6956     
  1126.32        500.000                 NaN            NaN            NaN            NaN            NaN   2.52698        6.29634        7.36323        43.7298       0.386662        39.6970     
  1124.83        500.000                 NaN            NaN            NaN            NaN            NaN   6.34413        2.47609        7.35975        43.7350       0.387325        39.6977     
  1123.35        500.000                 NaN            NaN            NaN            NaN            NaN   6.35368        2.47097        7.36159        43.7282       0.386910        39.6987     
  1121.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.55399        6.27156        7.36986        43.7179       0.385814        39.7008     
  1120.37        500.000                 NaN            NaN            NaN            NaN            NaN   6.24618        2.58033        7.37133        43.7141       0.385603        39.7025     
  1118.89        500.000                 NaN            NaN            NaN            NaN            NaN   6.23362        2.59278        7.37214        43.7120       0.385560        39.7039     
  1117.40        500.000                 NaN            NaN            NaN            NaN            NaN   6.22546        2.60243        7.37445        43.7073       0.385195        39.7051     
  1115.92        500.000                 NaN            NaN            NaN            NaN            NaN   6.20954        2.62062        7.37571        43.7027       0.385004        39.7064     
  1114.43        500.000                 NaN            NaN            NaN            NaN            NaN   6.21389        2.62088        7.38007        43.6933       0.384198        39.7077     
  1112.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.12501        2.70136        7.37607        43.7037       0.386720        39.7071     
  1111.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.65177        6.17939        7.38219        43.6917       0.384172        39.7108     
  1109.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.66608        6.16570        7.38398        43.6881       0.383966        39.7122     
  1108.48        500.000                 NaN            NaN            NaN            NaN            NaN   6.15990        2.67316        7.38621        43.6835       0.383625        39.7136     
  1107.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.68482        6.14915        7.38814        43.6795       0.383366        39.7150     
  1105.51        500.000                 NaN            NaN            NaN            NaN            NaN   6.14058        2.69430        7.39016        43.6754       0.383088        39.7165     
  1104.03        500.000                 NaN            NaN            NaN  0.365103E-005            NaN   6.13262        2.70319        7.39208        43.6714       0.382818        39.7179     
  1102.54        500.000                 NaN            NaN            NaN  0.613616E-001            NaN   5.93284        2.79820        7.38406        43.6910       0.386928        39.7457     
  1101.05        500.000                 NaN            NaN            NaN  0.290483                 NaN   5.21293        3.12460        7.34848        43.7749       0.403021        39.8455     
  1099.57        500.000                 NaN            NaN            NaN  0.428438                 NaN   4.78558        3.31712        7.32814        43.8221       0.412482        39.9062     
  1098.08        500.000                 NaN            NaN            NaN  0.644621                 NaN   4.16415        3.56604        7.29585        43.9009       0.427334        40.0011     
  1096.60        500.000                 NaN            NaN            NaN  0.644620                 NaN   4.16397        3.56596        7.29581        43.9002       0.427325        40.0021     
  1095.11        500.000                 NaN            NaN            NaN  0.645745                 NaN   4.16016        3.56755        7.29559        43.9000       0.427399        40.0036     
  1093.62        500.000                 NaN            NaN            NaN   1.08839                 NaN   2.77609        4.18876        7.22377        44.0681       0.459301        40.1956     
  1092.14        500.000                 NaN            NaN            NaN   1.24379                 NaN   2.31311        4.38432        7.19889        44.1258       0.470347        40.2637     
  1090.65        500.000                 NaN            NaN            NaN   1.28113                 NaN   4.41421        2.21954        7.19406        44.1370       0.472838        40.2812     
  1089.17        500.000                 NaN            NaN            NaN   1.36612                 NaN   1.97880        4.50881        7.18090        44.1674       0.478828        40.3192     
  1087.68        500.000                 NaN            NaN            NaN   1.44495                 NaN   1.75129        4.60263        7.16909        44.1934       0.484248        40.3544     
  1086.19        500.000                 NaN            NaN            NaN   1.54254                 NaN   1.47085        4.71517        7.15353        44.2290       0.491181        40.3978     
  1084.71        500.000                 NaN            NaN            NaN   1.58859                 NaN   1.34325        4.76759        7.14768        44.2399       0.494091        40.4189     
  1083.22        500.000                 NaN            NaN            NaN   1.65688                 NaN   1.16266        4.82529        7.13567        44.2704       0.499308        40.4498     
  1081.73        500.000                 NaN            NaN            NaN   1.70936                 NaN   4.87478        1.02337        7.12776        44.2879       0.502965        40.4738     
  1080.25        500.000                 NaN            NaN            NaN   1.76376                 NaN  0.882734        4.92185        7.11935        44.3069       0.506817        40.4986     
  1078.76        500.000                 NaN            NaN            NaN   1.79426                 NaN  0.808488        4.94561        7.11552        44.3142       0.508786        40.5132     
  1077.28        500.000                 NaN            NaN            NaN   1.85577                 NaN   5.00404       0.642578        7.10531        44.3380       0.513260        40.5411     
  1075.79        500.000                 NaN            NaN            NaN   1.89773                 NaN   5.03772       0.536976        7.09895        44.3519       0.516197        40.5605     
  1074.30        500.000                 NaN            NaN            NaN   1.91551                 NaN  0.506421        5.03975        7.09730        44.3541       0.517281        40.5696     
  1072.82        500.000                 NaN            NaN            NaN   2.09737                 NaN   5.23199                 NaN   7.06598        44.4246       0.530660        40.6494     
  1071.33        500.000                 NaN            NaN            NaN   2.10257                 NaN   5.22369                 NaN   7.06594        44.4239       0.530878        40.6530     
  1069.85        500.000                 NaN            NaN            NaN   2.10860                 NaN   5.21389                 NaN   7.06584        44.4234       0.531186        40.6571     
  1068.36        500.000                 NaN            NaN            NaN   2.07439                 NaN  0.110676        5.16158        7.07245        44.4086       0.528543        40.6437     
  1066.87        500.000                 NaN            NaN            NaN   2.10270                 NaN   5.17757       0.464002E-001   7.06834        44.4171       0.530504        40.6573     
  1065.39        500.000                 NaN            NaN            NaN   2.14169                 NaN   5.15764                 NaN   7.06441        44.4263       0.533217        40.6767     
  1063.90        500.000                 NaN            NaN            NaN   2.13590                 NaN   5.16763                 NaN   7.06468        44.4239       0.532863        40.6751     
  1062.42        500.000                 NaN            NaN            NaN   2.13462                 NaN   5.16901                 NaN   7.06462        44.4240       0.532662        40.6751     
  1060.93        500.000                 NaN            NaN            NaN   2.14402                 NaN   5.15483                 NaN   7.06484        44.4220       0.533105        40.6812     
  1059.44        500.000                 NaN            NaN            NaN   2.19294                 NaN   5.07652                 NaN   7.06440        44.4226       0.535925        40.7076     
  1057.96        500.000                 NaN            NaN            NaN   2.17072                 NaN   5.11032                 NaN   7.06420        44.4223       0.535020        40.6974     
  1056.47        500.000                 NaN            NaN            NaN   2.17565                 NaN   5.10204                 NaN   7.06428        44.4215       0.535349        40.7012     
  1054.99        500.000                 NaN            NaN            NaN   2.17559                 NaN   5.10189                 NaN   7.06424        44.4208       0.535336        40.7022     
  1053.50        500.000                 NaN            NaN            NaN   2.17553                 NaN   5.10174                 NaN   7.06420        44.4201       0.535323        40.7031     
  1052.01        500.000                 NaN            NaN            NaN   2.19262                 NaN   5.07576                 NaN   7.06422        44.4190       0.535860        40.7126     
  1050.53        500.000                 NaN            NaN            NaN   2.17540                 NaN   5.10143                 NaN   7.06413        44.4186       0.535297        40.7051     
  1049.04        500.000                 NaN            NaN            NaN   2.19507                 NaN   5.07170                 NaN   7.06423        44.4171       0.535946        40.7159     
  1047.55        500.000                 NaN            NaN            NaN   2.19535                 NaN   5.07193                 NaN   7.06466        44.4150       0.535843        40.7173     
  1046.07        500.000                 NaN            NaN            NaN   2.19710                 NaN   5.06829                 NaN   7.06427        44.4153       0.536018        40.7190     
  1044.58        500.000                 NaN            NaN            NaN   2.19789                 NaN   5.06677                 NaN   7.06424        44.4146       0.536053        40.7205     
  1043.10        500.000                 NaN            NaN            NaN   2.19856                 NaN   5.06547                 NaN   7.06422        44.4138       0.536080        40.7218     
  1041.61        500.000                 NaN            NaN            NaN   2.20241                 NaN   5.05928                 NaN   7.06434        44.4127       0.536258        40.7250     
  1040.12        500.000                 NaN            NaN            NaN   2.19866                 NaN   5.06464                 NaN   7.06409        44.4126       0.536082        40.7239     
  1038.64        500.000                 NaN            NaN            NaN   2.23316                 NaN   5.01114                 NaN   7.06542        44.4077       0.538139        40.7444     
  1037.15        500.000                 NaN            NaN            NaN   2.24719                 NaN   4.99166                 NaN   7.06682        44.4034       0.538282        40.7527     
  1035.67        500.000                 NaN            NaN            NaN   2.24951                 NaN   4.98798                 NaN   7.06694        44.4022       0.538375        40.7550     
  1034.18        500.000                 NaN            NaN            NaN   2.24996                 NaN   4.98622                 NaN   7.06691        44.4025       0.538350        40.7560     
  1032.69        500.000                 NaN            NaN            NaN   2.25425                 NaN   4.97971                 NaN   7.06695        44.4008       0.538626        40.7596     
  1031.21        500.000                 NaN            NaN            NaN   2.25669                 NaN   4.97568                 NaN   7.06701        44.3998       0.538739        40.7620     
  1029.72        500.000                 NaN            NaN            NaN   2.25928                 NaN   4.97164                 NaN   7.06721        44.3985       0.538841        40.7645     
  1028.24        500.000                 NaN            NaN            NaN   2.26186                 NaN   4.96755                 NaN   7.06738        44.3973       0.538943        40.7670     
  1026.75        500.000                 NaN            NaN            NaN   2.27860                 NaN   4.94102                 NaN   7.06799        44.3951       0.539911        40.7773     
  1025.26        500.000                 NaN            NaN            NaN   2.27855                 NaN   4.94085                 NaN   7.06796        44.3944       0.539899        40.7783     
  1023.78        500.000                 NaN            NaN            NaN   2.27849                 NaN   4.94069                 NaN   7.06792        44.3937       0.539887        40.7793     
  1022.29        500.000                 NaN            NaN            NaN   2.27843                 NaN   4.94054                 NaN   7.06789        44.3930       0.539874        40.7803     
  1020.81        500.000                 NaN            NaN            NaN   2.27836                 NaN   4.94040                 NaN   7.06785        44.3923       0.539861        40.7812     
  1019.32        500.000                 NaN            NaN            NaN   2.27830                 NaN   4.94025                 NaN   7.06781        44.3916       0.539848        40.7822     
  1017.83        500.000                 NaN            NaN            NaN   2.27823                 NaN   4.94011                 NaN   7.06778        44.3908       0.539835        40.7832     
  1016.35        500.000                 NaN            NaN            NaN   2.27816                 NaN   4.93996                 NaN   7.06774        44.3901       0.539822        40.7842     
  1014.86        500.000                 NaN            NaN            NaN   2.27810                 NaN   4.93982                 NaN   7.06771        44.3894       0.539809        40.7851     
  1013.37        500.000                 NaN            NaN            NaN   2.27803                 NaN   4.93967                 NaN   7.06767        44.3887       0.539797        40.7861     
  1011.89        500.000                 NaN            NaN            NaN   2.27797                 NaN   4.93953                 NaN   7.06764        44.3880       0.539784        40.7871     
  1010.40        500.000                 NaN            NaN            NaN   2.27790                 NaN   4.93938                 NaN   7.06760        44.3873       0.539771        40.7881     
  1008.92        500.000                 NaN            NaN            NaN   2.27783                 NaN   4.93924                 NaN   7.06756        44.3866       0.539758        40.7890     
  1007.43        500.000                 NaN            NaN            NaN   2.27777                 NaN   4.93909                 NaN   7.06753        44.3858       0.539745        40.7900     
  1005.94        500.000                 NaN            NaN            NaN   2.27770                 NaN   4.93895                 NaN   7.06749        44.3851       0.539732        40.7910     
  1004.46        500.000                 NaN            NaN            NaN   2.27764                 NaN   4.93881                 NaN   7.06746        44.3844       0.539719        40.7920     
  1002.97        500.000                 NaN            NaN            NaN   2.27757                 NaN   4.93866                 NaN   7.06742        44.3837       0.539707        40.7929     
  1001.49        500.000                 NaN            NaN            NaN   2.27750                 NaN   4.93852                 NaN   7.06739        44.3830       0.539694        40.7939     
  1000.00        500.000                 NaN            NaN            NaN   2.27744                 NaN   4.93837                 NaN   7.06735        44.3823       0.539681        40.7949     
