|6.6.6
Archiving\03_Data\frac/QFM_m4/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1536.34        2500.00        99.1054                 NaN            NaN            NaN  0.814293E-001            NaN  0.813136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8813                 NaN            NaN            NaN            NaN            NaN            NaN   1.11870                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8714                 NaN            NaN            NaN            NaN            NaN            NaN   1.12863                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8740                 NaN            NaN            NaN            NaN            NaN            NaN   1.12595                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8751                 NaN            NaN            NaN  0.102464E-002            NaN            NaN   1.12387                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8735                 NaN            NaN            NaN            NaN            NaN            NaN   1.12654                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8730                 NaN            NaN            NaN  0.325264E-004            NaN            NaN   1.12700                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8701                 NaN            NaN            NaN  0.196264E-005            NaN            NaN   1.12993                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8667                 NaN            NaN            NaN            NaN            NaN            NaN   1.13330                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8597                 NaN            NaN            NaN            NaN            NaN            NaN   1.14026                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8475                 NaN            NaN            NaN            NaN            NaN            NaN   1.15250                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8364                 NaN            NaN            NaN            NaN            NaN            NaN   1.16355                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8130                 NaN            NaN            NaN            NaN            NaN            NaN   1.18700                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7827                 NaN            NaN            NaN            NaN            NaN            NaN   1.21726                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7403                 NaN            NaN            NaN            NaN            NaN            NaN   1.25973                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3148                 NaN            NaN            NaN            NaN            NaN            NaN  0.755634       0.929603                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1530                 NaN            NaN            NaN            NaN            NaN            NaN  0.502557        1.34441                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1800                 NaN            NaN            NaN            NaN            NaN            NaN  0.494493        1.32552                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2073                 NaN            NaN            NaN            NaN            NaN            NaN   1.30540       0.487280                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2343                 NaN            NaN            NaN            NaN            NaN            NaN  0.490611        1.27506                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2617                 NaN            NaN            NaN            NaN            NaN            NaN   1.25745       0.480858                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2820                 NaN            NaN            NaN            NaN            NaN            NaN   1.24731       0.470725                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3039                 NaN            NaN            NaN            NaN            NaN            NaN  0.472796        1.22330                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3304                 NaN            NaN            NaN            NaN            NaN            NaN   1.20504       0.464546                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3501                 NaN            NaN            NaN            NaN            NaN            NaN  0.459131        1.19075                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3704                 NaN            NaN            NaN            NaN            NaN            NaN   1.17746       0.452164                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3909                 NaN            NaN            NaN            NaN            NaN            NaN   1.15897       0.450088                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4098                 NaN            NaN            NaN            NaN            NaN            NaN   1.14551       0.444660                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4282                 NaN            NaN            NaN            NaN            NaN            NaN   1.13204       0.439729                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4445                 NaN            NaN            NaN            NaN            NaN            NaN   1.11971       0.435783                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4608                 NaN            NaN            NaN            NaN            NaN            NaN   1.10739       0.431851                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4777                 NaN            NaN            NaN            NaN            NaN            NaN   1.09734       0.424932                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4932                 NaN            NaN            NaN  0.199091E-003            NaN            NaN   1.08574       0.420821                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5068                 NaN            NaN            NaN            NaN            NaN            NaN   1.07729       0.415892                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5207                 NaN            NaN            NaN            NaN            NaN            NaN   1.06850       0.410834                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5405                 NaN            NaN            NaN  0.339320E-001            NaN            NaN   1.07742       0.348163                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5307                 NaN            NaN            NaN  0.980172E-002            NaN            NaN  0.392555        1.05668                 NaN  0.102700E-001            NaN            NaN            NaN
  1443.61        2500.00        95.5625                 NaN            NaN            NaN  0.541708                 NaN            NaN  0.767558        1.56765                 NaN   1.56060                 NaN            NaN            NaN
  1441.10        2500.00        95.6936                 NaN            NaN            NaN  0.559829                 NaN            NaN  0.671856        1.55303                 NaN   1.52171                 NaN            NaN            NaN
  1438.60        2500.00        95.8232                 NaN            NaN            NaN  0.557481                 NaN            NaN   1.53128       0.609654                 NaN   1.47843                 NaN            NaN            NaN
  1436.09        2500.00        95.9517                 NaN            NaN            NaN  0.554477                 NaN            NaN   1.50801       0.550048                 NaN   1.43578                 NaN            NaN            NaN
  1433.58        2500.00        96.0705                 NaN            NaN            NaN  0.552105                 NaN            NaN   1.48903       0.492794                 NaN   1.39561                 NaN            NaN            NaN
  1431.08        2500.00        96.1848                 NaN            NaN            NaN  0.549602                 NaN            NaN   1.47214       0.436269                 NaN   1.35719                 NaN            NaN            NaN
  1428.57        2500.00        96.2937                 NaN            NaN            NaN  0.546993                 NaN            NaN   1.45484       0.383497                 NaN   1.32097                 NaN            NaN            NaN
  1426.07        2500.00        96.3946                 NaN            NaN            NaN  0.545165                 NaN            NaN  0.329427        1.44429                 NaN   1.28649                 NaN            NaN            NaN
  1423.56        2500.00        96.4919                 NaN            NaN            NaN  0.542879                 NaN            NaN  0.279119        1.43214                 NaN   1.25394                 NaN            NaN            NaN
  1421.05        2500.00        96.5799                 NaN            NaN            NaN  0.540817                 NaN            NaN  0.228576        1.42716                 NaN   1.22353                 NaN            NaN            NaN
  1418.55        2500.00        96.6697                 NaN            NaN            NaN  0.538530                 NaN            NaN   1.41866       0.180227                 NaN   1.19292                 NaN            NaN            NaN
  1416.04        2500.00        96.7574                 NaN            NaN            NaN  0.535852                 NaN            NaN  0.131845        1.41181                 NaN   1.16310                 NaN            NaN            NaN
  1413.53        2500.00        96.8398                 NaN            NaN            NaN  0.533286                 NaN            NaN   1.40666       0.853488E-001            NaN   1.13495                 NaN            NaN            NaN
  1411.03        2500.00        96.8661                 NaN            NaN            NaN  0.537945                 NaN            NaN  0.103450E-001   1.45954                 NaN   1.12602                 NaN            NaN            NaN
  1408.52        2500.00        97.0116                 NaN            NaN            NaN  0.527536                 NaN            NaN   1.38637                 NaN            NaN   1.07454                 NaN            NaN            NaN
  1406.02        2500.00        97.0548                 NaN            NaN            NaN  0.508441                 NaN            NaN   1.38084                 NaN            NaN   1.05596                 NaN            NaN            NaN
  1403.51        2500.00        97.1182                 NaN            NaN            NaN  0.532601                 NaN            NaN   1.30863                 NaN            NaN   1.04057                 NaN            NaN            NaN
  1401.00        2500.00        97.1833                 NaN            NaN            NaN  0.483775                 NaN            NaN   1.32631                 NaN            NaN   1.00662                 NaN            NaN            NaN
  1398.50        2500.00        97.2442                 NaN            NaN            NaN  0.489623                 NaN            NaN   1.27869                 NaN            NaN  0.987486                 NaN            NaN            NaN
  1395.99        2500.00        97.3038                 NaN            NaN            NaN  0.474844                 NaN            NaN   1.25767                 NaN            NaN  0.963693                 NaN            NaN            NaN
  1393.48        2500.00        97.3594                 NaN            NaN            NaN  0.469236                 NaN            NaN   1.22808                 NaN            NaN  0.943261                 NaN            NaN            NaN
  1390.98        2500.00        97.4109                 NaN            NaN            NaN  0.473484                 NaN            NaN   1.18832                 NaN            NaN  0.927276                 NaN            NaN            NaN
  1388.47        2500.00        97.4838                 NaN            NaN            NaN  0.447518                 NaN            NaN   1.17342                 NaN            NaN  0.895284                 NaN            NaN            NaN
  1385.96        2500.00        97.5125                 NaN            NaN            NaN  0.440608                 NaN            NaN   1.16225                 NaN            NaN  0.884626                 NaN            NaN            NaN
  1383.46        2500.00        97.5714                 NaN            NaN            NaN  0.431731                 NaN            NaN   1.13642                 NaN            NaN  0.860417                 NaN            NaN            NaN
  1380.95        2500.00        97.6140                 NaN            NaN            NaN  0.422187                 NaN            NaN   1.11978                 NaN            NaN  0.844033                 NaN            NaN            NaN
  1378.45        2500.00        97.6390                 NaN            NaN            NaN  0.423598                 NaN            NaN   1.10222                 NaN            NaN  0.835232                 NaN            NaN            NaN
  1375.94        2500.00        97.7248                 NaN            NaN            NaN  0.409667                 NaN            NaN   1.06293                 NaN            NaN  0.802608                 NaN            NaN            NaN
  1373.43        2500.00        97.7473                 NaN            NaN            NaN  0.397616                 NaN            NaN   1.06360                 NaN            NaN  0.791441                 NaN            NaN            NaN
  1370.93        2500.00        97.7910                 NaN            NaN            NaN  0.400208                 NaN            NaN   1.03201                 NaN            NaN  0.776807                 NaN            NaN            NaN
  1368.42        2500.00        97.8282                 NaN            NaN            NaN  0.384966                 NaN            NaN   1.02729                 NaN            NaN  0.759510                 NaN            NaN            NaN
  1365.91        2500.00        97.8668                 NaN            NaN            NaN  0.381511                 NaN            NaN   1.00685                 NaN            NaN  0.744796                 NaN            NaN            NaN
  1363.41        2500.00        97.9050                 NaN            NaN            NaN  0.373850                 NaN            NaN  0.991507                 NaN            NaN  0.729662                 NaN            NaN            NaN
  1360.90        2500.00        97.9416                 NaN            NaN            NaN  0.377269                 NaN            NaN  0.963700                 NaN            NaN  0.717466                 NaN            NaN            NaN
  1358.40        2500.00        97.9774                 NaN            NaN            NaN  0.355925                 NaN            NaN  0.967495                 NaN            NaN  0.699162                 NaN            NaN            NaN
  1355.89        2500.00        98.0088                 NaN            NaN            NaN  0.348298                 NaN            NaN  0.956056                 NaN            NaN  0.686868                 NaN            NaN            NaN
  1353.38        2500.00        98.0448                 NaN            NaN            NaN  0.339358                 NaN            NaN  0.943163                 NaN            NaN  0.672722                 NaN            NaN            NaN
  1350.88        2500.00        97.8164                 NaN            NaN            NaN  0.327056                 NaN            NaN   1.04130                 NaN            NaN  0.733066       0.821253E-001            NaN            NaN
  1348.37        2500.00        97.8236                 NaN            NaN            NaN  0.318133                 NaN            NaN   1.03860                 NaN            NaN  0.727566       0.921547E-001            NaN            NaN
  1345.86        2500.00        97.8799                 NaN            NaN            NaN  0.311630                 NaN            NaN   1.01124                 NaN            NaN  0.708498       0.887631E-001            NaN            NaN
  1343.36        2500.00        97.9294                 NaN            NaN            NaN  0.308316                 NaN            NaN  0.984327                 NaN            NaN  0.692174       0.857829E-001            NaN            NaN
  1340.85        2500.00        97.9782                 NaN            NaN            NaN  0.299558                 NaN            NaN  0.964635                 NaN            NaN  0.674943       0.826308E-001            NaN            NaN
  1338.35        2500.00        98.0261                 NaN            NaN            NaN  0.292776                 NaN            NaN  0.942953                 NaN            NaN  0.658509       0.796449E-001            NaN            NaN
  1335.84        2500.00        98.0684                 NaN            NaN            NaN  0.285690                 NaN            NaN  0.925704                 NaN            NaN  0.643405       0.767927E-001            NaN            NaN
  1333.33        2500.00        98.1168                 NaN            NaN            NaN  0.278152                 NaN            NaN  0.904287                 NaN            NaN  0.626810       0.739718E-001            NaN            NaN
  1330.83        2500.00        98.1587                 NaN            NaN            NaN  0.270003                 NaN            NaN  0.888098                 NaN            NaN  0.611934       0.712306E-001            NaN            NaN
  1328.32        2500.00        98.2007                 NaN            NaN            NaN  0.263330                 NaN            NaN  0.870031                 NaN            NaN  0.597263       0.686676E-001            NaN            NaN
  1325.81        2500.00        98.2420                 NaN            NaN            NaN  0.255296                 NaN            NaN  0.853977                 NaN            NaN  0.582680       0.660614E-001            NaN            NaN
  1323.31        2500.00        98.2811                 NaN            NaN            NaN  0.247315                 NaN            NaN  0.839197                 NaN            NaN  0.568791       0.635847E-001            NaN            NaN
  1320.80        2500.00        98.3192                 NaN            NaN            NaN  0.239740                 NaN            NaN  0.824380                 NaN            NaN  0.555455       0.612245E-001            NaN            NaN
  1318.30        2500.00        98.3596                 NaN            NaN            NaN  0.230844                 NaN            NaN  0.809760                 NaN            NaN  0.541021       0.587341E-001            NaN            NaN
  1315.79        2500.00        98.3941                 NaN            NaN            NaN  0.225444                 NaN            NaN  0.795010                 NaN            NaN  0.528842       0.566410E-001            NaN            NaN
  1313.28        2500.00        98.4297                 NaN            NaN            NaN  0.216315                 NaN            NaN  0.783536                 NaN            NaN  0.516084       0.543357E-001            NaN            NaN
  1310.78        2500.00        98.4641                 NaN            NaN            NaN  0.209271                 NaN            NaN  0.770430                 NaN            NaN  0.503946       0.522289E-001            NaN            NaN
  1308.27        2500.00        98.4992                 NaN            NaN            NaN  0.200925                 NaN            NaN  0.758046                 NaN            NaN  0.491716       0.501050E-001            NaN            NaN
  1305.76        2500.00        98.5305                 NaN            NaN            NaN  0.193814                 NaN            NaN  0.747392                 NaN            NaN  0.480247       0.480761E-001            NaN            NaN
  1303.26        2500.00        98.5659                 NaN            NaN            NaN  0.190486                 NaN            NaN  0.728353                 NaN            NaN  0.468997       0.463128E-001            NaN            NaN
  1300.75        2500.00        98.5928                 NaN            NaN            NaN  0.178789                 NaN            NaN  0.726455                 NaN            NaN  0.457776       0.441330E-001            NaN            NaN
  1298.25        2500.00        70.1229                 NaN            NaN            NaN   1.37412                 NaN            NaN   6.22932                 NaN            NaN   4.28120       0.575439        17.4170                 NaN
  1295.74        2500.00        69.3808                 NaN            NaN            NaN   1.31892                 NaN            NaN   6.55845                 NaN            NaN   4.35882       0.565224        17.8177                 NaN
  1293.23        2500.00        75.6681                 NaN            NaN            NaN  0.975308                 NaN            NaN   5.44202                 NaN            NaN   3.49195       0.435932        13.9867                 NaN
  1290.73        2500.00        80.1103                 NaN            NaN            NaN  0.717048                 NaN            NaN   4.64792                 NaN            NaN   2.87508       0.346522        11.3031                 NaN
  1288.22        2500.00        83.1945                 NaN            NaN            NaN  0.515455                 NaN            NaN   4.12044                 NaN            NaN   2.44463       0.284060        9.44095                 NaN
  1285.71        2500.00        85.5464                 NaN            NaN            NaN  0.342074                 NaN            NaN   3.73359                 NaN            NaN   2.11279       0.235940        8.02925                 NaN
  1283.21        2500.00        87.3730                 NaN            NaN            NaN  0.297929                 NaN            NaN   3.25070                 NaN            NaN   1.87578       0.200567        7.00200                 NaN
  1280.70        2500.00        88.5891                 NaN            NaN            NaN            NaN            NaN            NaN   3.41224                 NaN            NaN   1.65342       0.172701        6.17250                 NaN
  1278.20        2500.00        81.8306                 NaN            NaN            NaN            NaN            NaN            NaN   2.67769        2.50467                 NaN   2.66068       0.301933        10.0245                 NaN
  1275.69        2500.00        95.4108                 NaN            NaN            NaN  0.576192                 NaN            NaN  0.235445                 NaN            NaN  0.719689       0.797648E-001   2.97807                 NaN
  1273.18        2500.00        77.5891                 NaN            NaN            NaN            NaN            NaN            NaN   6.07072       0.942053                 NaN   3.39877       0.300333        11.6990                 NaN
  1270.68        2500.00        99.9854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.146432E-001            NaN            NaN            NaN
  1268.17        2500.00        99.9139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.860580E-001            NaN            NaN            NaN
  1265.66        2500.00        98.5314                 NaN            NaN            NaN            NaN            NaN            NaN  0.585038                 NaN            NaN  0.629272E-001  0.165046E-001  0.804110                 NaN
  1263.16        2500.00        94.8491                 NaN            NaN            NaN            NaN            NaN            NaN   1.67379                 NaN            NaN  0.797453       0.466352E-001   2.63303                 NaN
  1260.65        2500.00        94.7946                 NaN            NaN            NaN            NaN            NaN            NaN   1.55172                 NaN            NaN  0.782208       0.676335E-001   2.80385                 NaN
  1258.15        2500.00        95.2853                 NaN            NaN            NaN            NaN            NaN            NaN   1.37974                 NaN            NaN  0.716052       0.592069E-001   2.55968                 NaN
  1255.64        2500.00        95.7570                 NaN            NaN            NaN            NaN            NaN            NaN   1.19533                 NaN            NaN  0.634212       0.588223E-001   2.35463                 NaN
  1253.13        2500.00        90.3073                 NaN            NaN            NaN  0.879871E-002            NaN            NaN   2.49625                 NaN            NaN   1.52343       0.148704        5.51547                 NaN
  1250.63        2500.00        95.6981                 NaN            NaN            NaN  0.395642       0.874243E-003            NaN   1.01096                 NaN            NaN  0.275160       0.232074E-001   2.59606                 NaN
  1248.12        2500.00        98.7530                 NaN            NaN            NaN  0.166234E-001            NaN            NaN  0.251693       0.408942E-005            NaN  0.154886E-002  0.911837E-002  0.562022       0.405976     
  1245.61        2500.00        98.8021                 NaN            NaN            NaN            NaN            NaN            NaN  0.203661                 NaN            NaN  0.670208       0.228075E-001  0.301203                 NaN
  1243.11        2500.00        83.0414                 NaN            NaN            NaN            NaN            NaN            NaN  0.167121        2.43285                 NaN   1.62541       0.123093        7.24771        5.36244     
  1240.60        2500.00        79.7090                 NaN            NaN            NaN            NaN            NaN            NaN   3.03335                 NaN            NaN   1.95042       0.134197        8.63355        6.53948     
  1238.10        2500.00        77.2586                 NaN            NaN            NaN            NaN            NaN            NaN  0.800398        2.44986                 NaN   2.02538       0.126912        10.0039        7.33497     
  1235.59        2500.00        85.0352                 NaN            NaN            NaN            NaN            NaN            NaN  0.933290                 NaN            NaN   1.32283       0.189979        7.00278        5.51588     
  1233.08        2500.00        83.2847                 NaN            NaN            NaN            NaN            NaN            NaN  0.417628        2.27627                 NaN   1.49530       0.118132        7.16240        5.24561     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8535                 NaN            NaN   8.67711       0.523892        45.4016        32.5439     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.11510        4.63413       0.129779E-005   8.59437       0.545768        45.5900        32.5206     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18243        4.56868       0.132095E-005   8.60217       0.544905        45.5794        32.5224     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.21941        4.53409       0.131524E-005   8.60969       0.544010        45.5685        32.5243     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.28145        4.47422       0.131017E-005   8.61706       0.543187        45.5579        32.5262     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.33311        4.42488       0.129802E-005   8.62467       0.542291        45.5470        32.5281     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37899        4.38126       0.132343E-005   8.63190       0.541375        45.5365        32.5299     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.39926        4.36388       0.132375E-005   8.63941       0.540443        45.5250        32.5320     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.48280        4.28251       0.131968E-005   8.64719       0.539538        45.5141        32.5338     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58292        4.18435       0.132581E-005   8.65473       0.538641        45.5038        32.5355     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.62975        4.14012       0.133690E-005   8.66222       0.537693        45.4927        32.5375     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64972        4.12309       0.134944E-005   8.66942       0.536702        45.4815        32.5396     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71302        4.06242       0.134610E-005   8.67644       0.535720        45.4709        32.5415     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71563        4.06295       0.136827E-005   8.68414       0.534713        45.4589        32.5437     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.81955        3.96096                 NaN   8.69184       0.533715        45.4483        32.5456     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.86918        3.91410                 NaN   8.69965       0.532728        45.4367        32.5476     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.90486        3.88142                 NaN   8.70719       0.531713        45.4251        32.5497     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99188        3.79725                 NaN   8.71515       0.530611        45.4135        32.5516     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97522        3.81753                 NaN   8.72192       0.529541        45.4019        32.5539     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.07612        3.71947                 NaN   8.73027       0.528482        45.3898        32.5559     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.11661        3.68284                 NaN   8.73736       0.527303        45.3778        32.5581     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.17104        3.63099                 NaN   8.74528       0.526235        45.3664        32.5600     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.18718        3.61849                 NaN   8.75258       0.525096        45.3544        32.5623     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19393        10.5382       0.784632E-005   8.70893       0.537184        45.4744        32.5473     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18730        10.5478                 NaN   8.71612       0.536150        45.4633        32.5494     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17087        10.5672                 NaN   8.72410       0.534957        45.4517        32.5512     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.14212        10.6015                 NaN   8.73398       0.533112        45.4360        32.5532     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.12063        10.6270                 NaN   8.74226       0.531706        45.4231        32.5553     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10937        10.6404       0.703690E-005   8.74950       0.531299        45.4115        32.5580     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09828        10.6549       0.676815E-005   8.75710       0.529656        45.4006        32.5594     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08037        10.6771                 NaN   8.76538       0.528343        45.3870        32.5618     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04965        10.7154                 NaN   8.77565       0.526337        45.3681        32.5649     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03787        10.7306                 NaN   8.78221       0.525396        45.3567        32.5671     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99900        10.7753                 NaN   8.79125       0.523984        45.3405        32.5699     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.98724        10.7910                 NaN   8.80264       0.522136        45.3246        32.5723     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95809        10.8250                 NaN   8.80931       0.520753        45.3123        32.5745     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93569        10.8517       0.624080E-005   8.81816       0.519440        45.2982        32.5769     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95038        10.8421       0.583340E-005   8.82523       0.518018        45.2845        32.5798     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92131        10.8743       0.578803E-005   8.83323       0.516663        45.2733        32.5812     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91155        10.8886       0.560730E-005   8.84089       0.515287        45.2600        32.5837     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91480        10.8902       0.534960E-005   8.84755       0.513999        45.2471        32.5863     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92720        10.8867       0.509352E-005   8.85376       0.512893        45.2320        32.5874     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92278        10.8958       0.492488E-005   8.86071       0.511498        45.2192        32.5900     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91449        10.9089                 NaN   8.86845       0.510071        45.2054        32.5926     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90755        10.9207                 NaN   8.87614       0.508646        45.1917        32.5952     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90520        10.9277                 NaN   8.88353       0.507233        45.1786        32.5977     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88088        10.9508       0.427832E-005   8.89317       0.504998        45.1701        32.6001     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88808        10.9470       0.403997E-005   8.89899       0.503958        45.1598        32.6022     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.87893        10.9633       0.398760E-005   8.90707       0.502808        45.1418        32.6061     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85043        11.0009       0.398408E-005   8.91517       0.500416        45.1247        32.6084     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83474        11.0186       0.388977E-005   8.92414       0.499262        45.1124        32.6109     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84030        11.0169       0.369702E-005   8.93078       0.498008        45.1007        32.6133     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85744        11.0040                 NaN   8.93669       0.496783        45.0892        32.6158     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.88799        10.9821       0.451171E-005   8.94224       0.495537        45.0752        32.6169     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1520        2.79947       0.391757E-005   8.98985       0.481202        44.9372        32.6402     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1732        2.78374       0.390870E-005   8.99726       0.479628        44.9232        32.6429     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84900        11.0323                 NaN   8.96506       0.490471        45.0382        32.6250     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85175        11.0344                 NaN   8.97195       0.489063        45.0254        32.6275     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85379        11.0374                 NaN   8.97885       0.487524        45.0124        32.6300     
