|6.6.6
Archiving\03_Data\eq/QFM_m4.75/NWA1068/NWA1068_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1358.97        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1355.77        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1352.56        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1349.36        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1346.15        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1342.95        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1339.74        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1336.54        2500.00        11.6866       0.779357                 NaN  0.727468E-002   1.28091        30.3779        23.9939        26.1729        5.70116                 NaN            NaN            NaN
  1333.33        2500.00        7.77689       0.779359                 NaN  0.674145E-002   1.29604        30.6729        26.2122        25.8069        7.44890                 NaN            NaN            NaN
  1330.13        2500.00        7.77689       0.779359                 NaN  0.674145E-002   1.29604        30.6729        26.2122        25.8069        7.44890                 NaN            NaN            NaN
  1326.92        2500.00        7.77689       0.779359                 NaN  0.674145E-002   1.29604        30.6729        26.2122        25.8069        7.44890                 NaN            NaN            NaN
  1323.72        2500.00        7.77689       0.779359                 NaN  0.674145E-002   1.29604        30.6729        26.2122        25.8069        7.44890                 NaN            NaN            NaN
  1320.51        2500.00        6.21883       0.779359                 NaN  0.650479E-002   1.30210        30.7497        26.6362        26.1044        8.20298                 NaN            NaN            NaN
  1317.31        2500.00        5.85969       0.779359                 NaN  0.646376E-002   1.30338        30.7619        26.8350        26.0736        8.38064                 NaN            NaN            NaN
  1314.10        2500.00        3.47046       0.779360                 NaN  0.608556E-002   1.30574        31.0647        26.9327        26.3592        8.78889        1.29281                 NaN            NaN
  1310.90        2500.00                 NaN  0.779362                 NaN  0.547076E-002   1.30987        31.5653        26.8516        26.8212        9.26109        3.40608                 NaN            NaN
  1307.69        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1304.49        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1301.28        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1298.08        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1294.87        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1291.67        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1288.46        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1285.26        2500.00                 NaN  0.779362                 NaN  0.540249E-002   1.31244        31.5825        26.8696        26.7552        9.28950        3.40595                 NaN            NaN
  1282.05        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1278.85        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1275.64        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1272.44        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1269.23        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1266.03        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1262.82        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1259.62        2500.00                 NaN  0.779362                 NaN  0.472709E-002   1.33313        31.7159        26.2408        27.0170        9.50603        3.40304                 NaN            NaN
  1256.41        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1253.21        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1250.00        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1246.79        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1243.59        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1240.38        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1237.18        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1233.97        2500.00                 NaN  0.779362                 NaN  0.397838E-002   1.35324        31.8367        27.1425        25.7834        9.70513        3.39581                 NaN            NaN
  1230.77        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1227.56        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1224.36        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1221.15        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1217.95        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1214.74        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1211.54        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1208.33        2500.00                 NaN  0.779361                 NaN  0.324658E-002   1.37295        31.9446        27.2524        25.3749        9.88863        3.38400                 NaN            NaN
  1205.13        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1201.92        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1198.72        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1195.51        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1192.31        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1189.10        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1185.90        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1182.69        2500.00                 NaN  0.779360                 NaN  0.252161E-002   1.39354        32.0406        27.3641        24.9947        10.0570        3.36823                 NaN            NaN
  1179.49        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1176.28        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1173.08        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1169.87        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1166.67        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1163.46        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1160.26        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1157.05        2500.00                 NaN  0.779359                 NaN  0.173154E-002   1.41365        32.1268        24.6493        27.4675        10.2120        3.34962                 NaN            NaN
  1153.85        2500.00                 NaN  0.779358                 NaN  0.944708E-003   1.43472        32.2018        27.5749        24.3267        10.3558        3.32574                 NaN            NaN
  1150.64        2500.00                 NaN  0.779358                 NaN  0.944708E-003   1.43472        32.2018        27.5749        24.3267        10.3558        3.32574                 NaN            NaN
  1147.44        2500.00                 NaN  0.779358                 NaN  0.944708E-003   1.43472        32.2018        27.5749        24.3267        10.3558        3.32574                 NaN            NaN
  1144.23        2500.00                 NaN  0.779358                 NaN  0.944708E-003   1.43472        32.2018        27.5749        24.3267        10.3558        3.32574                 NaN            NaN
  1141.03        2500.00                 NaN  0.779357                 NaN  0.498384E-003   1.44518        32.2372        24.1721        27.6282        10.4249        3.31243                 NaN            NaN
  1137.82        2500.00                 NaN  0.779357                 NaN  0.498384E-003   1.44518        32.2372        24.1721        27.6282        10.4249        3.31243                 NaN            NaN
  1134.62        2500.00                 NaN  0.779357                 NaN  0.283771E-003   1.45067        32.2532        27.6571        24.0961        10.4584        3.30496                 NaN            NaN
  1131.41        2500.00                 NaN  0.779357                 NaN  0.175431E-003   1.45342        32.2614        27.6707        24.0590        10.4744        3.30156                 NaN            NaN
  1128.21        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1125.00        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1121.79        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1118.59        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1115.38        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1112.18        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1108.97        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1105.77        2500.00                 NaN  0.779357                 NaN            NaN   1.45608        32.2706        27.6851        24.0196        10.4913        3.29796                 NaN            NaN
  1102.56        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1099.36        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1096.15        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1092.95        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1089.74        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1086.54        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1083.33        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1080.13        2500.00                 NaN  0.779357                 NaN            NaN   1.47928        32.3227        27.7996        23.7382        10.6152        3.26557                 NaN            NaN
  1076.92        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1073.72        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1070.51        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1067.31        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1064.10        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1060.90        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1057.69        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1054.49        2500.00                 NaN  0.779357                 NaN            NaN   1.50253        32.3711        23.4639        27.9193        10.7352        3.22862                 NaN            NaN
  1051.28        2500.00                 NaN  0.779357                 NaN            NaN   1.52804        32.4084        23.2099        28.0411        10.8454        3.18770                 NaN            NaN
  1048.08        2500.00                 NaN  0.779357                 NaN            NaN   1.52804        32.4084        23.2099        28.0411        10.8454        3.18770                 NaN            NaN
  1044.87        2500.00                 NaN  0.779357                 NaN            NaN   1.53421        32.4171        23.1494        28.0699        10.8719        3.17800                 NaN            NaN
  1041.67        2500.00                 NaN  0.779357                 NaN            NaN   1.53798        32.4215        28.0878        23.1161        10.8850        3.17225                 NaN            NaN
  1038.46        2500.00                 NaN  0.779357                 NaN            NaN   1.53864        32.4247        27.9772        23.0982        10.8909        3.16748       0.123481                 NaN
  1035.26        2500.00                 NaN  0.779357                 NaN            NaN   1.53864        32.4247        27.9772        23.0982        10.8909        3.16748       0.123481                 NaN
  1032.05        2500.00                 NaN  0.779357                 NaN            NaN   1.53644        32.4252        23.0818        27.5740        10.8950        3.15542       0.552826                 NaN
  1028.85        2500.00                 NaN  0.779357                 NaN            NaN   1.53554        32.4260        23.0731        27.3719        10.8962        3.14949       0.768421                 NaN
  1025.64        2500.00                 NaN  0.779357                 NaN            NaN   1.53468        32.4222        27.1908        23.0643        10.9044        1.84036       0.975472        1.28843     
  1022.44        2500.00                 NaN  0.779356                 NaN            NaN   1.53426        32.4132        27.0296        23.0550        10.9153                 NaN   1.17151        3.10175     
  1019.23        2500.00                 NaN  0.779356                 NaN            NaN   1.53382        32.4168        26.8244        23.0459        10.9131                 NaN   1.38407        3.10245     
  1016.03        2500.00                 NaN  0.779356                 NaN            NaN   1.53382        32.4168        26.8244        23.0459        10.9131                 NaN   1.38407        3.10245     
  1012.82        2500.00                 NaN  0.779356                 NaN            NaN   1.53375        32.4200        23.0294        26.4245        10.9094                 NaN   1.80098        3.10264     
  1009.62        2500.00                 NaN  0.779356                 NaN            NaN   1.53375        32.4200        23.0294        26.4245        10.9094                 NaN   1.80098        3.10264     
  1006.41        2500.00                 NaN  0.779356                 NaN            NaN   1.53375        32.4200        23.0294        26.4245        10.9094                 NaN   1.80098        3.10264     
  1003.21        2500.00                 NaN  0.779356                 NaN            NaN   1.53375        32.4200        23.0294        26.4245        10.9094                 NaN   1.80098        3.10264     
  1000.00        2500.00                 NaN  0.779355                 NaN            NaN   1.53513        32.4262        25.6483        22.9882        10.9018                 NaN   2.61751        3.10348     
