|6.6.6
Archiving\03_Data\eq/QFM_m4.75/NWA1068/NWA1068_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1358.97        2500.00        14.4731       0.699856                 NaN  0.282393E-002  0.978694        27.5294        23.4566        25.9723        6.88728                 NaN            NaN            NaN
  1355.77        2500.00        14.4726       0.699864                 NaN  0.282377E-002  0.978723        27.5294        23.4566        25.9723        6.88769                 NaN            NaN            NaN
  1352.56        2500.00        14.4721       0.699871                 NaN  0.282361E-002  0.978752        27.5294        23.4567        25.9722        6.88809                 NaN            NaN            NaN
  1349.36        2500.00        14.4716       0.699878                 NaN  0.282345E-002  0.978781        27.5294        23.4568        25.9722        6.88849                 NaN            NaN            NaN
  1346.15        2500.00        14.4711       0.699885                 NaN  0.282328E-002  0.978809        27.5294        23.4568        25.9722        6.88890                 NaN            NaN            NaN
  1342.95        2500.00        14.4707       0.699892                 NaN  0.282312E-002  0.978838        27.5294        23.4569        25.9722        6.88930                 NaN            NaN            NaN
  1339.74        2500.00        14.4702       0.699900                 NaN  0.282296E-002  0.978867        27.5294        23.4570        25.9722        6.88971                 NaN            NaN            NaN
  1336.54        2500.00        14.4697       0.699907                 NaN  0.282280E-002  0.978895        27.5294        23.4570        25.9721        6.89011                 NaN            NaN            NaN
  1333.33        2500.00        9.85275       0.702825                 NaN  0.262661E-002  0.996018        27.8848        26.1457        25.3750        9.04029                 NaN            NaN            NaN
  1330.13        2500.00        9.85246       0.702829                 NaN  0.262645E-002  0.996044        27.8847        26.1456        25.3750        9.04078                 NaN            NaN            NaN
  1326.92        2500.00        9.85217       0.702834                 NaN  0.262629E-002  0.996069        27.8845        26.1455        25.3750        9.04128                 NaN            NaN            NaN
  1323.72        2500.00        9.85188       0.702838                 NaN  0.262613E-002  0.996094        27.8844        26.1454        25.3749        9.04177                 NaN            NaN            NaN
  1320.51        2500.00        7.95811       0.704120                 NaN  0.253840E-002   1.00341        27.9970        26.2612        26.0978        9.97576                 NaN            NaN            NaN
  1317.31        2500.00        7.51627       0.704432                 NaN  0.252334E-002   1.00508        28.0189        26.4750        26.0809        10.1968                 NaN            NaN            NaN
  1314.10        2500.00        4.46807       0.705768                 NaN  0.238004E-002   1.00920        28.3445        26.6346        26.4257        10.7143        1.69549                 NaN            NaN
  1310.90        2500.00                 NaN  0.707519                 NaN  0.214475E-002   1.01522        28.8672        26.6373        26.9730        11.3185        4.47917                 NaN            NaN
  1307.69        2500.00                 NaN  0.707474                 NaN  0.211771E-002   1.01706        28.8795        26.6536        26.9084        11.3531        4.47877                 NaN            NaN
  1304.49        2500.00                 NaN  0.707475                 NaN  0.211757E-002   1.01708        28.8792        26.6535        26.9081        11.3536        4.47883                 NaN            NaN
  1301.28        2500.00                 NaN  0.707475                 NaN  0.211743E-002   1.01710        28.8790        26.6534        26.9079        11.3542        4.47888                 NaN            NaN
  1298.08        2500.00                 NaN  0.707476                 NaN  0.211729E-002   1.01712        28.8787        26.6532        26.9077        11.3547        4.47894                 NaN            NaN
  1294.87        2500.00                 NaN  0.707476                 NaN  0.211716E-002   1.01714        28.8784        26.6531        26.9074        11.3553        4.47899                 NaN            NaN
  1291.67        2500.00                 NaN  0.707477                 NaN  0.211702E-002   1.01716        28.8782        26.6530        26.9072        11.3559        4.47905                 NaN            NaN
  1288.46        2500.00                 NaN  0.707477                 NaN  0.211688E-002   1.01718        28.8779        26.6528        26.9070        11.3564        4.47911                 NaN            NaN
  1285.26        2500.00                 NaN  0.707478                 NaN  0.211674E-002   1.01720        28.8776        26.6527        26.9067        11.3570        4.47916                 NaN            NaN
  1282.05        2500.00                 NaN  0.707128                 NaN  0.185108E-002   1.03188        28.9724        26.4059        26.7914        11.6165        4.47297                 NaN            NaN
  1278.85        2500.00                 NaN  0.707128                 NaN  0.185096E-002   1.03190        28.9721        26.4056        26.7913        11.6171        4.47303                 NaN            NaN
  1275.64        2500.00                 NaN  0.707129                 NaN  0.185084E-002   1.03192        28.9718        26.4054        26.7911        11.6177        4.47308                 NaN            NaN
  1272.44        2500.00                 NaN  0.707129                 NaN  0.185072E-002   1.03194        28.9715        26.4051        26.7910        11.6183        4.47314                 NaN            NaN
  1269.23        2500.00                 NaN  0.707129                 NaN  0.185060E-002   1.03196        28.9713        26.4049        26.7909        11.6188        4.47319                 NaN            NaN
  1266.03        2500.00                 NaN  0.707129                 NaN  0.185048E-002   1.03198        28.9710        26.4047        26.7907        11.6194        4.47325                 NaN            NaN
  1262.82        2500.00                 NaN  0.707130                 NaN  0.185036E-002   1.03200        28.9707        26.4044        26.7906        11.6200        4.47330                 NaN            NaN
  1259.62        2500.00                 NaN  0.707130                 NaN  0.185024E-002   1.03202        28.9704        26.4042        26.7905        11.6205        4.47335                 NaN            NaN
  1256.41        2500.00                 NaN  0.706814                 NaN  0.155639E-002   1.04631        29.0546        26.9098        25.9601        11.8592        4.46169                 NaN            NaN
  1253.21        2500.00                 NaN  0.706814                 NaN  0.155629E-002   1.04633        29.0543        26.9096        25.9598        11.8598        4.46175                 NaN            NaN
  1250.00        2500.00                 NaN  0.706814                 NaN  0.155619E-002   1.04635        29.0540        26.9095        25.9596        11.8604        4.46180                 NaN            NaN
  1246.79        2500.00                 NaN  0.706814                 NaN  0.155609E-002   1.04637        29.0537        26.9094        25.9594        11.8610        4.46185                 NaN            NaN
  1243.59        2500.00                 NaN  0.706814                 NaN  0.155599E-002   1.04639        29.0534        26.9092        25.9591        11.8615        4.46191                 NaN            NaN
  1240.38        2500.00                 NaN  0.706814                 NaN  0.155589E-002   1.04641        29.0532        26.9091        25.9589        11.8621        4.46196                 NaN            NaN
  1237.18        2500.00                 NaN  0.706814                 NaN  0.155579E-002   1.04643        29.0529        26.9090        25.9586        11.8627        4.46201                 NaN            NaN
  1233.97        2500.00                 NaN  0.706814                 NaN  0.155568E-002   1.04645        29.0526        26.9088        25.9584        11.8633        4.46207                 NaN            NaN
  1230.77        2500.00                 NaN  0.706530                 NaN  0.126894E-002   1.06051        29.1264        27.0150        25.5624        12.0833        4.44459                 NaN            NaN
  1227.56        2500.00                 NaN  0.706530                 NaN  0.126885E-002   1.06053        29.1261        27.0148        25.5622        12.0839        4.44465                 NaN            NaN
  1224.36        2500.00                 NaN  0.706529                 NaN  0.126877E-002   1.06055        29.1258        27.0147        25.5619        12.0845        4.44470                 NaN            NaN
  1221.15        2500.00                 NaN  0.706529                 NaN  0.126869E-002   1.06057        29.1255        27.0146        25.5617        12.0851        4.44475                 NaN            NaN
  1217.95        2500.00                 NaN  0.706529                 NaN  0.126861E-002   1.06059        29.1252        27.0145        25.5614        12.0857        4.44480                 NaN            NaN
  1214.74        2500.00                 NaN  0.706529                 NaN  0.126853E-002   1.06061        29.1249        27.0143        25.5612        12.0863        4.44485                 NaN            NaN
  1211.54        2500.00                 NaN  0.706529                 NaN  0.126845E-002   1.06063        29.1247        27.0142        25.5609        12.0869        4.44491                 NaN            NaN
  1208.33        2500.00                 NaN  0.706528                 NaN  0.126837E-002   1.06065        29.1244        27.0141        25.5607        12.0875        4.44496                 NaN            NaN
  1205.13        2500.00                 NaN  0.706273                 NaN  0.984716E-003   1.07551        29.1876        27.1245        25.1932        12.2895        4.42245                 NaN            NaN
  1201.92        2500.00                 NaN  0.706273                 NaN  0.984653E-003   1.07553        29.1873        27.1244        25.1929        12.2901        4.42250                 NaN            NaN
  1198.72        2500.00                 NaN  0.706272                 NaN  0.984590E-003   1.07555        29.1870        27.1242        25.1927        12.2907        4.42255                 NaN            NaN
  1195.51        2500.00                 NaN  0.706272                 NaN  0.984527E-003   1.07557        29.1867        27.1241        25.1925        12.2913        4.42260                 NaN            NaN
  1192.31        2500.00                 NaN  0.706271                 NaN  0.984464E-003   1.07559        29.1864        27.1240        25.1922        12.2919        4.42265                 NaN            NaN
  1189.10        2500.00                 NaN  0.706271                 NaN  0.984401E-003   1.07561        29.1862        27.1239        25.1920        12.2925        4.42270                 NaN            NaN
  1185.90        2500.00                 NaN  0.706270                 NaN  0.984339E-003   1.07563        29.1859        27.1237        25.1917        12.2931        4.42275                 NaN            NaN
  1182.69        2500.00                 NaN  0.706270                 NaN  0.984276E-003   1.07565        29.1856        27.1236        25.1915        12.2937        4.42280                 NaN            NaN
  1179.49        2500.00                 NaN  0.706040                 NaN  0.675624E-003   1.09018        29.2410        24.8582        27.2274        12.4797        4.39681                 NaN            NaN
  1176.28        2500.00                 NaN  0.706040                 NaN  0.675581E-003   1.09020        29.2407        24.8580        27.2272        12.4803        4.39686                 NaN            NaN
  1173.08        2500.00                 NaN  0.706039                 NaN  0.675538E-003   1.09022        29.2404        24.8577        27.2271        12.4810        4.39691                 NaN            NaN
  1169.87        2500.00                 NaN  0.706039                 NaN  0.675495E-003   1.09024        29.2401        24.8575        27.2270        12.4816        4.39696                 NaN            NaN
  1166.67        2500.00                 NaN  0.706038                 NaN  0.675452E-003   1.09025        29.2398        24.8572        27.2269        12.4822        4.39701                 NaN            NaN
  1163.46        2500.00                 NaN  0.706037                 NaN  0.675410E-003   1.09027        29.2395        24.8570        27.2267        12.4828        4.39706                 NaN            NaN
  1160.26        2500.00                 NaN  0.706037                 NaN  0.675367E-003   1.09029        29.2392        24.8567        27.2266        12.4834        4.39710                 NaN            NaN
  1157.05        2500.00                 NaN  0.706036                 NaN  0.675324E-003   1.09031        29.2389        24.8565        27.2265        12.4840        4.39715                 NaN            NaN
  1153.85        2500.00                 NaN  0.705831                 NaN  0.368319E-003   1.10568        29.2848        27.3358        24.5465        12.6567        4.36434                 NaN            NaN
  1150.64        2500.00                 NaN  0.705831                 NaN  0.368296E-003   1.10570        29.2845        27.3357        24.5462        12.6573        4.36439                 NaN            NaN
  1147.44        2500.00                 NaN  0.705830                 NaN  0.368273E-003   1.10572        29.2842        27.3356        24.5460        12.6579        4.36444                 NaN            NaN
  1144.23        2500.00                 NaN  0.705829                 NaN  0.368249E-003   1.10574        29.2839        27.3354        24.5457        12.6585        4.36448                 NaN            NaN
  1141.03        2500.00                 NaN  0.705733                 NaN  0.194233E-003   1.11339        29.3048        24.3973        27.3903        12.7419        4.34639                 NaN            NaN
  1137.82        2500.00                 NaN  0.705732                 NaN  0.194221E-003   1.11341        29.3045        24.3970        27.3902        12.7426        4.34643                 NaN            NaN
  1134.62        2500.00                 NaN  0.705687                 NaN  0.110572E-003   1.11746        29.3135        27.4198        24.3238        12.7833        4.33635                 NaN            NaN
  1131.41        2500.00                 NaN  0.705664                 NaN  0.683508E-004   1.11951        29.3177        27.4339        24.2883        12.8031        4.33178                 NaN            NaN
  1128.21        2500.00                 NaN  0.705640                 NaN            NaN   1.12147        29.3226        27.4491        24.2504        12.8239        4.32692                 NaN            NaN
  1125.00        2500.00                 NaN  0.705639                 NaN            NaN   1.12149        29.3223        27.4490        24.2501        12.8245        4.32696                 NaN            NaN
  1121.79        2500.00                 NaN  0.705638                 NaN            NaN   1.12151        29.3220        27.4489        24.2499        12.8251        4.32701                 NaN            NaN
  1118.59        2500.00                 NaN  0.705637                 NaN            NaN   1.12153        29.3217        27.4488        24.2496        12.8258        4.32705                 NaN            NaN
  1115.38        2500.00                 NaN  0.705636                 NaN            NaN   1.12155        29.3213        27.4486        24.2494        12.8264        4.32710                 NaN            NaN
  1112.18        2500.00                 NaN  0.705635                 NaN            NaN   1.12157        29.3210        27.4485        24.2491        12.8270        4.32714                 NaN            NaN
  1108.97        2500.00                 NaN  0.705634                 NaN            NaN   1.12159        29.3207        27.4484        24.2489        12.8276        4.32719                 NaN            NaN
  1105.77        2500.00                 NaN  0.705633                 NaN            NaN   1.12161        29.3204        27.4483        24.2486        12.8282        4.32724                 NaN            NaN
  1102.56        2500.00                 NaN  0.705476                 NaN            NaN   1.13883        29.3477        27.5672        23.9797        12.9775        4.28365                 NaN            NaN
  1099.36        2500.00                 NaN  0.705475                 NaN            NaN   1.13885        29.3474        27.5670        23.9794        12.9781        4.28369                 NaN            NaN
  1096.15        2500.00                 NaN  0.705473                 NaN            NaN   1.13887        29.3470        27.5669        23.9792        12.9788        4.28374                 NaN            NaN
  1092.95        2500.00                 NaN  0.705472                 NaN            NaN   1.13889        29.3467        27.5668        23.9789        12.9794        4.28378                 NaN            NaN
  1089.74        2500.00                 NaN  0.705471                 NaN            NaN   1.13891        29.3464        27.5667        23.9787        12.9800        4.28383                 NaN            NaN
  1086.54        2500.00                 NaN  0.705470                 NaN            NaN   1.13893        29.3461        27.5666        23.9784        12.9806        4.28387                 NaN            NaN
  1083.33        2500.00                 NaN  0.705468                 NaN            NaN   1.13894        29.3458        27.5665        23.9782        12.9812        4.28391                 NaN            NaN
  1080.13        2500.00                 NaN  0.705467                 NaN            NaN   1.13896        29.3455        27.5663        23.9779        12.9819        4.28396                 NaN            NaN
  1076.92        2500.00                 NaN  0.705322                 NaN            NaN   1.15621        29.3686        23.7164        27.6925        13.1266        4.23440                 NaN            NaN
  1073.72        2500.00                 NaN  0.705321                 NaN            NaN   1.15623        29.3683        23.7162        27.6924        13.1272        4.23444                 NaN            NaN
  1070.51        2500.00                 NaN  0.705320                 NaN            NaN   1.15625        29.3679        23.7159        27.6923        13.1278        4.23448                 NaN            NaN
  1067.31        2500.00                 NaN  0.705318                 NaN            NaN   1.15627        29.3676        23.7156        27.6922        13.1285        4.23452                 NaN            NaN
  1064.10        2500.00                 NaN  0.705317                 NaN            NaN   1.15628        29.3673        23.7154        27.6920        13.1291        4.23457                 NaN            NaN
  1060.90        2500.00                 NaN  0.705315                 NaN            NaN   1.15630        29.3670        23.7151        27.6919        13.1297        4.23461                 NaN            NaN
  1057.69        2500.00                 NaN  0.705314                 NaN            NaN   1.15632        29.3667        23.7149        27.6918        13.1303        4.23465                 NaN            NaN
  1054.49        2500.00                 NaN  0.705312                 NaN            NaN   1.15634        29.3663        23.7146        27.6917        13.1310        4.23469                 NaN            NaN
  1051.28        2500.00                 NaN  0.705190                 NaN            NaN   1.17548        29.3803        23.4739        27.8208        13.2642        4.18011                 NaN            NaN
  1048.08        2500.00                 NaN  0.705189                 NaN            NaN   1.17550        29.3800        23.4737        27.8207        13.2648        4.18015                 NaN            NaN
  1044.87        2500.00                 NaN  0.705157                 NaN            NaN   1.18017        29.3830        23.4151        27.8521        13.2972        4.16724                 NaN            NaN
  1041.67        2500.00                 NaN  0.705143                 NaN            NaN   1.18302        29.3835        27.8706        23.3844        13.3136        4.15963                 NaN            NaN
  1038.46        2500.00                 NaN  0.705143                 NaN            NaN   1.18361        29.3834        27.7637        23.3690        13.3216        4.15343       0.120103                 NaN
  1035.26        2500.00                 NaN  0.705141                 NaN            NaN   1.18362        29.3831        27.7636        23.3688        13.3222        4.15347       0.120102                 NaN
  1032.05        2500.00                 NaN  0.705165                 NaN            NaN   1.18212        29.3804        23.3575        27.3712        13.3283        4.13776       0.537711                 NaN
  1028.85        2500.00                 NaN  0.705177                 NaN            NaN   1.18155        29.3785        23.3520        27.1746        13.3306        4.13008       0.747421                 NaN
  1025.64        2500.00                 NaN  0.705187                 NaN            NaN   1.18104        29.3724        27.0029        23.3480        13.3416        2.41348       0.948834        1.68658     
  1022.44        2500.00                 NaN  0.705193                 NaN            NaN   1.18085        29.3637        26.8507        23.3442        13.3557                 NaN   1.13947        4.06020     
  1019.23        2500.00                 NaN  0.705200                 NaN            NaN   1.18062        29.3636        26.6513        23.3382        13.3538                 NaN   1.34623        4.06106     
  1016.03        2500.00                 NaN  0.705199                 NaN            NaN   1.18064        29.3633        26.6512        23.3380        13.3545                 NaN   1.34622        4.06097     
  1012.82        2500.00                 NaN  0.705216                 NaN            NaN   1.18079        29.3617        23.3268        26.2617        13.3509                 NaN   1.75177        4.06122     
  1009.62        2500.00                 NaN  0.705215                 NaN            NaN   1.18081        29.3614        23.3265        26.2616        13.3515                 NaN   1.75176        4.06113     
  1006.41        2500.00                 NaN  0.705214                 NaN            NaN   1.18083        29.3611        23.3263        26.2616        13.3522                 NaN   1.75175        4.06104     
  1003.21        2500.00                 NaN  0.705213                 NaN            NaN   1.18085        29.3608        23.3261        26.2615        13.3528                 NaN   1.75173        4.06094     
  1000.00        2500.00                 NaN  0.705246                 NaN            NaN   1.18229        29.3573        25.5049        23.2973        13.3448                 NaN   2.54597        4.06215     
