|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           Sp(TH)         an             San(TH)        ilm            q             
  1199.92        500.000        78.3126        2.14647                 NaN            NaN            NaN            NaN            NaN   1.56869        8.60997       0.259305        9.10296     
  1198.83        500.000        98.5679       0.242248                 NaN            NaN            NaN  0.288296E-001            NaN  0.144181       0.880259       0.136603                 NaN
  1197.74        500.000        98.7241       0.205095                 NaN            NaN            NaN            NaN            NaN  0.771507E-001  0.675772                 NaN  0.317913     
  1196.65        500.000        89.5082        1.03829                 NaN            NaN            NaN            NaN            NaN  0.699598        4.22792                 NaN   4.52599     
  1195.55        500.000        96.0426       0.408348                 NaN            NaN            NaN  0.107322E-001            NaN  0.274725        1.79033       0.416935E-001   1.43158     
  1194.46        500.000        90.4571       0.868965                 NaN            NaN            NaN  0.692448E-001            NaN  0.667867        4.01794       0.981960E-001   3.82072     
  1193.37        500.000        75.6244        1.89782                 NaN            NaN            NaN  0.207622                 NaN   1.68213        10.3266       0.234793        10.0267     
  1192.28        500.000                 NaN   7.77753                 NaN            NaN            NaN  0.803189                 NaN   6.70785        42.5157       0.922437        41.2733     
  1191.18        500.000                 NaN   7.82241                 NaN            NaN            NaN  0.786974                 NaN   6.71138        42.5038       0.920071        41.2553     
  1190.09        500.000                 NaN   7.87152                 NaN            NaN            NaN  0.769423                 NaN   6.71551        42.4903       0.917387        41.2359     
  1189.00        500.000                 NaN   7.88265                 NaN            NaN            NaN  0.765043                 NaN   6.71602        42.4885       0.917003        41.2308     
  1187.91        500.000                 NaN   7.96546                 NaN            NaN            NaN  0.735962                 NaN   6.72328        42.4642       0.912231        41.1989     
  1186.81        500.000                 NaN   8.01959                 NaN            NaN            NaN  0.716664                 NaN   6.72783        42.4491       0.909226        41.1775     
  1185.72        500.000                 NaN   8.13955                 NaN            NaN            NaN  0.677723                 NaN   6.74819        42.3996       0.898601        41.1363     
  1184.63        500.000                 NaN   8.15491                 NaN            NaN            NaN  0.672716                 NaN   6.75077        42.3934       0.897254        41.1310     
  1183.54        500.000                 NaN   8.17336                 NaN            NaN            NaN  0.664888                 NaN   6.74910        42.3935       0.897465        41.1217     
  1182.44        500.000                 NaN   8.18450                 NaN            NaN            NaN  0.661610                 NaN   6.75203        42.3874       0.896084        41.1184     
  1181.35        500.000                 NaN   8.24441                 NaN            NaN            NaN  0.638846                 NaN   6.75365        42.3766       0.894046        41.0925     
  1180.26        500.000                 NaN   8.41438                 NaN            NaN            NaN  0.575143                 NaN   6.76112        42.3419       0.887160        41.0203     
  1179.17        500.000                 NaN   8.50181                 NaN            NaN            NaN  0.543785                 NaN   6.76858        42.3182       0.882192        40.9854     
  1178.07        500.000                 NaN   8.59616                 NaN            NaN            NaN  0.509670                 NaN   6.77683        42.2931       0.876910        40.9473     
  1176.98        500.000                 NaN   8.64442                 NaN            NaN            NaN  0.491690                 NaN   6.78245        42.2802       0.874384        40.9269     
  1175.89        500.000                 NaN   8.69602                 NaN            NaN            NaN  0.473119                 NaN   6.78682        42.2664       0.871426        40.9062     
  1174.80        500.000                 NaN   8.75625                 NaN            NaN            NaN  0.451406                 NaN   6.79193        42.2505       0.867982        40.8820     
  1173.70        500.000                 NaN   9.07898                 NaN            NaN            NaN  0.335576                 NaN   6.81760        42.1655       0.849402        40.7530     
  1172.61        500.000                 NaN   9.24474                 NaN            NaN            NaN  0.275565                 NaN   6.83161        42.1223       0.839975        40.6858     
  1171.52        500.000                 NaN   9.43396                 NaN            NaN            NaN  0.206839                 NaN   6.84744        42.0736       0.829280        40.6089     
  1170.43        500.000                 NaN   9.61836                 NaN            NaN            NaN  0.137625                 NaN   6.86107        42.0321       0.820547        40.5303     
  1169.33        500.000                 NaN   9.91699                 NaN            NaN            NaN  0.308724E-001            NaN   6.88735        41.9512       0.802168        40.4114     
  1168.24        500.000                 NaN   10.0017                 NaN            NaN            NaN            NaN            NaN   6.89469        41.9295       0.797327        40.3768     
  1167.15        500.000                 NaN   9.99439                 NaN            NaN            NaN            NaN            NaN   6.89108        41.9391       0.799850        40.3755     
  1166.06        500.000                 NaN   9.99969                 NaN            NaN            NaN            NaN            NaN   6.89488        41.9317       0.797498        40.3763     
  1164.96        500.000                 NaN   4.74491        5.24188                 NaN            NaN            NaN            NaN   6.88882        41.9502       0.800913        40.3733     
  1163.87        500.000                 NaN   10.0058                 NaN            NaN            NaN            NaN            NaN   6.89861        41.9226       0.795603        40.3774     
  1162.78        500.000                 NaN   10.0034                 NaN            NaN            NaN            NaN            NaN   6.89792        41.9256       0.796093        40.3769     
  1161.69        500.000                 NaN   10.0113                 NaN            NaN            NaN            NaN            NaN   6.90220        41.9142       0.793824        40.3785     
  1160.59        500.000                 NaN   10.0123                 NaN            NaN            NaN            NaN            NaN   6.90318        41.9124       0.793385        40.3787     
  1159.50        500.000                 NaN   10.0040                 NaN            NaN            NaN            NaN            NaN   6.89703        41.9263       0.796094        40.3766     
  1158.41        500.000                 NaN   10.0113                 NaN            NaN            NaN            NaN            NaN   6.90266        41.9130       0.793789        40.3792     
  1157.32        500.000                 NaN   10.0048                 NaN            NaN            NaN            NaN            NaN   6.90037        41.9225       0.795187        40.3771     
  1156.22        500.000                 NaN   7.19430        1.88701       0.890772                 NaN            NaN            NaN   6.88642        41.9680       0.803143        40.3703     
  1155.13        500.000                 NaN   7.19717        1.88136       0.893690                 NaN            NaN            NaN   6.88654        41.9678       0.803088        40.3704     
  1154.04        500.000                 NaN   7.20016        1.87557       0.896644                 NaN            NaN            NaN   6.88667        41.9675       0.803032        40.3704     
  1152.95        500.000                 NaN   7.20324        1.86966       0.899627                 NaN            NaN            NaN   6.88680        41.9673       0.802977        40.3704     
  1151.85        500.000                 NaN   7.20641        1.86360       0.902651                 NaN            NaN            NaN   6.88693        41.9670       0.802921        40.3704     
  1150.76        500.000                 NaN   7.20972        1.85738       0.905716                 NaN            NaN            NaN   6.88707        41.9668       0.802864        40.3705     
  1149.67        500.000                 NaN   7.21313        1.85102       0.908822                 NaN            NaN            NaN   6.88720        41.9665       0.802807        40.3705     
  1148.58        500.000                 NaN   7.21666        1.84449       0.911969                 NaN            NaN            NaN   6.88733        41.9663       0.802750        40.3705     
  1147.48        500.000                 NaN   7.22031        1.83781       0.915156                 NaN            NaN            NaN   6.88746        41.9660       0.802692        40.3705     
  1146.39        500.000                 NaN   7.22408        1.83096       0.918387                 NaN            NaN            NaN   6.88760        41.9658       0.802633        40.3706     
  1145.30        500.000                 NaN   7.22800        1.82393       0.921658                 NaN            NaN            NaN   6.88773        41.9655       0.802575        40.3706     
  1144.21        500.000                 NaN   7.23203        1.81674       0.924972                 NaN            NaN            NaN   6.88787        41.9652       0.802515        40.3706     
  1143.12        500.000                 NaN   7.23619        1.80938       0.928330                 NaN            NaN            NaN   6.88800        41.9650       0.802456        40.3707     
  1142.02        500.000                 NaN   7.24051        1.80182       0.931733                 NaN            NaN            NaN   6.88814        41.9647       0.802396        40.3707     
  1140.93        500.000                 NaN   7.24497        1.79407       0.935181                 NaN            NaN            NaN   6.88828        41.9644       0.802335        40.3707     
  1139.84        500.000                 NaN   7.24959        1.78611       0.938692                 NaN            NaN            NaN   6.88841        41.9642       0.802274        40.3707     
  1138.75        500.000                 NaN   7.25434        1.77800       0.942217                 NaN            NaN            NaN   6.88855        41.9639       0.802213        40.3708     
  1137.65        500.000                 NaN   7.25926        1.76966       0.945806                 NaN            NaN            NaN   6.88869        41.9636       0.802151        40.3708     
  1136.56        500.000                 NaN   10.0427                 NaN            NaN            NaN            NaN            NaN   6.92781        41.8637       0.781916        40.3839     
  1135.47        500.000                 NaN   10.0448                 NaN            NaN            NaN            NaN            NaN   6.92938        41.8603       0.781148        40.3843     
  1134.38        500.000                 NaN   10.0470                 NaN            NaN            NaN            NaN            NaN   6.93101        41.8569       0.780358        40.3847     
  1133.28        500.000                 NaN   10.0493                 NaN            NaN            NaN            NaN            NaN   6.93264        41.8534       0.779558        40.3851     
  1132.19        500.000                 NaN   10.0517                 NaN            NaN            NaN            NaN            NaN   6.93438        41.8497       0.778715        40.3856     
  1131.10        500.000                 NaN   10.0540                 NaN            NaN            NaN            NaN            NaN   6.93604        41.8461       0.777894        40.3860     
  1130.01        500.000                 NaN   10.0561                 NaN            NaN            NaN            NaN            NaN   6.93768        41.8427       0.777140        40.3864     
  1128.91        500.000                 NaN   10.0568                 NaN            NaN            NaN            NaN            NaN   6.93825        41.8416       0.776913        40.3865     
  1127.82        500.000                 NaN   10.0574                 NaN            NaN            NaN            NaN            NaN   6.93892        41.8404       0.776692        40.3866     
  1126.73        500.000                 NaN   10.0553                 NaN            NaN            NaN            NaN            NaN   6.93780        41.8436       0.777130        40.3862     
  1125.64        500.000                 NaN   10.0584                 NaN            NaN            NaN            NaN            NaN   6.94002        41.8388       0.776020        40.3867     
  1124.54        500.000                 NaN   10.0571                 NaN            NaN            NaN            NaN            NaN   6.93920        41.8401       0.776937        40.3866     
  1123.45        500.000                 NaN   10.0642                 NaN            NaN            NaN            NaN            NaN   6.94494        41.8283       0.774137        40.3884     
  1122.36        500.000                 NaN   10.0646                 NaN            NaN            NaN            NaN            NaN   6.94542        41.8273       0.774070        40.3887     
  1121.27        500.000                 NaN   10.0690                 NaN            NaN            NaN            NaN            NaN   6.94758        41.8207       0.772826        40.3899     
  1120.17        500.000                 NaN   10.0709                 NaN            NaN            NaN            NaN            NaN   6.94978        41.8178       0.771756        40.3897     
  1119.08        500.000                 NaN   10.0736                 NaN            NaN            NaN            NaN            NaN   6.95113        41.8150       0.770640        40.3896     
  1117.99        500.000                 NaN   10.0747                 NaN            NaN            NaN            NaN            NaN   6.95254        41.8121       0.770329        40.3904     
  1116.90        500.000                 NaN   10.0777                 NaN            NaN            NaN            NaN            NaN   6.95400        41.8077       0.769553        40.3910     
  1115.80        500.000                 NaN   10.0790                 NaN            NaN            NaN            NaN            NaN   6.95489        41.8070       0.768665        40.3904     
  1114.71        500.000                 NaN   10.0770                 NaN            NaN            NaN            NaN            NaN   6.95379        41.8096       0.769456        40.3901     
  1113.62        500.000                 NaN   10.0829                 NaN            NaN            NaN            NaN            NaN   6.95775        41.8009       0.767246        40.3911     
  1112.53        500.000                 NaN   10.0844                 NaN            NaN            NaN            NaN            NaN   6.95893        41.7986       0.766661        40.3914     
  1111.43        500.000                 NaN   10.0864                 NaN            NaN            NaN            NaN            NaN   6.96025        41.7956       0.766027        40.3918     
  1110.34        500.000                 NaN   10.0720                 NaN            NaN            NaN            NaN            NaN   6.95124        41.8159       0.771508        40.3894     
  1109.25        500.000                 NaN   6.90699        3.10576                 NaN            NaN            NaN            NaN   6.91188        41.9057       0.791283        40.3784     
  1108.16        500.000                 NaN   6.90430        3.10898                 NaN            NaN            NaN            NaN   6.91226        41.9049       0.791090        40.3785     
  1107.06        500.000                 NaN   9.73635       0.338571                 NaN            NaN            NaN            NaN   6.95364        41.8110       0.770453        40.3899     
  1105.97        500.000                 NaN   9.68499       0.392098                 NaN            NaN            NaN            NaN   6.95521        41.8077       0.769643        40.3903     
  1104.88        500.000                 NaN   9.63299       0.446278                 NaN            NaN            NaN            NaN   6.95679        41.8044       0.768825        40.3907     
  1103.79        500.000                 NaN   10.0778       0.399355E-004            NaN            NaN            NaN            NaN   6.95578        41.8065       0.769432        40.3905     
  1102.69        500.000                 NaN  0.253482        9.82869       0.392086E-004            NaN            NaN            NaN   6.95887        41.7998       0.767812        40.3913     
  1101.60        500.000                 NaN  0.277122        9.80712       0.383349E-004            NaN            NaN            NaN   6.96037        41.7967       0.767045        40.3917     
  1100.51        500.000                 NaN  0.300675        9.78566       0.372941E-004            NaN            NaN            NaN   6.96187        41.7935       0.766273        40.3920     
  1099.42        500.000                 NaN  0.324134        9.76429       0.361217E-004            NaN            NaN            NaN   6.96338        41.7903       0.765496        40.3924     
  1098.32        500.000                 NaN  0.347506        9.74303       0.348345E-004            NaN            NaN            NaN   6.96490        41.7870       0.764715        40.3928     
  1097.23        500.000                 NaN  0.370788        9.72187       0.323303E-004            NaN            NaN            NaN   6.96642        41.7838       0.763930        40.3932     
  1096.14        500.000                 NaN  0.393967        9.70082       0.307824E-004            NaN            NaN            NaN   6.96795        41.7806       0.763141        40.3935     
  1095.05        500.000                 NaN  0.417052        9.67988       0.291509E-004            NaN            NaN            NaN   6.96949        41.7773       0.762347        40.3939     
  1093.95        500.000                 NaN  0.440040        9.65904       0.281329E-004            NaN            NaN            NaN   6.97103        41.7740       0.761550        40.3943     
  1092.86        500.000                 NaN  0.462925        9.63831       0.288853E-004            NaN            NaN            NaN   6.97258        41.7707       0.760750        40.3947     
  1091.77        500.000                 NaN  0.485716        9.61768       0.296502E-004            NaN            NaN            NaN   6.97414        41.7674       0.759946        40.3951     
  1090.68        500.000                 NaN  0.508426        9.59718                 NaN            NaN            NaN            NaN   6.97570        41.7641       0.759139        40.3955     
  1089.58        500.000                 NaN   8.77205        1.33971                 NaN            NaN            NaN            NaN   6.98024        41.7550       0.756630        40.3964     
  1088.49        500.000                 NaN   8.69276        1.42147                 NaN            NaN            NaN            NaN   6.98201        41.7512       0.755701        40.3968     
  1087.40        500.000                 NaN   8.60933        1.50740                 NaN            NaN            NaN            NaN   6.98380        41.7474       0.754764        40.3973     
  1086.31        500.000                 NaN   8.52125        1.59800                 NaN            NaN            NaN            NaN   6.98560        41.7436       0.753818        40.3977     
  1085.21        500.000                 NaN  0.620306        9.49550       0.776128E-003            NaN            NaN            NaN   6.98356        41.7474       0.755066        40.3974     
  1084.12        500.000                 NaN   8.32829        1.79607                 NaN            NaN            NaN            NaN   6.98925        41.7359       0.751899        40.3986     
  1083.03        500.000                 NaN   8.21803        1.90895                 NaN            NaN            NaN            NaN   6.99111        41.7319       0.750919        40.3991     
  1081.94        500.000                 NaN   10.1352                 NaN            NaN            NaN            NaN            NaN   6.99692        41.7202       0.747513        40.4002     
  1080.84        500.000                 NaN   10.1364                 NaN            NaN            NaN            NaN            NaN   6.99800        41.7183       0.746971        40.4004     
  1079.75        500.000                 NaN   10.1401                 NaN            NaN            NaN            NaN            NaN   7.00032        41.7127       0.745758        40.4011     
  1078.66        500.000                 NaN   10.1499                 NaN            NaN            NaN            NaN            NaN   7.00667        41.6980       0.742465        40.4030     
  1077.57        500.000                 NaN   10.1496                 NaN            NaN            NaN            NaN            NaN   7.00658        41.6982       0.742660        40.4030     
  1076.47        500.000                 NaN   10.1519                 NaN            NaN            NaN            NaN            NaN   7.00827        41.6948       0.741639        40.4033     
  1075.38        500.000                 NaN   10.1480                 NaN            NaN            NaN            NaN            NaN   7.00562        41.7002       0.743385        40.4028     
  1074.29        500.000                 NaN   9.82988       0.314559                 NaN            NaN            NaN            NaN   7.00349        41.7050       0.744805        40.4023     
  1073.20        500.000                 NaN   9.58431       0.561655                 NaN            NaN            NaN            NaN   7.00462        41.7026       0.744224        40.4026     
  1072.10        500.000                 NaN   9.41711       0.743211                 NaN            NaN            NaN            NaN   7.01422        41.6820       0.738594        40.4049     
  1071.01        500.000                 NaN   9.47741       0.671389                 NaN            NaN            NaN            NaN   7.00662        41.6983       0.743195        40.4031     
  1069.92        500.000                 NaN   8.43027        1.73517                 NaN            NaN            NaN            NaN   7.01809        41.6750       0.736213        40.4053     
  1068.83        500.000                 NaN   8.32719        1.84373                 NaN            NaN            NaN            NaN   7.02228        41.6656       0.734460        40.4068     
  1067.73        500.000                 NaN   8.48014        1.69190                 NaN            NaN            NaN            NaN   7.02308        41.6639       0.734045        40.4070     
  1066.64        500.000                 NaN   8.64117        1.53197                 NaN            NaN            NaN            NaN   7.02385        41.6622       0.733643        40.4072     
  1065.55        500.000                 NaN   8.79276        1.38141                 NaN            NaN            NaN            NaN   7.02457        41.6607       0.733267        40.4073     
  1064.46        500.000                 NaN   8.96885        1.20637                 NaN            NaN            NaN            NaN   7.02530        41.6591       0.732887        40.4075     
  1063.36        500.000                 NaN   9.12147        1.05472                 NaN            NaN            NaN            NaN   7.02597        41.6576       0.732535        40.4077     
  1062.27        500.000                 NaN   9.26002       0.917106                 NaN            NaN            NaN            NaN   7.02661        41.6562       0.732198        40.4079     
  1061.18        500.000                 NaN   9.38358       0.794453                 NaN            NaN            NaN            NaN   7.02723        41.6548       0.731872        40.4080     
  1060.09        500.000                 NaN   9.49345       0.685461                 NaN            NaN            NaN            NaN   7.02784        41.6535       0.731553        40.4082     
  1058.99        500.000                 NaN   10.1797                 NaN            NaN            NaN            NaN            NaN   7.02823        41.6524       0.731363        40.4083     
  1057.90        500.000                 NaN   10.1804                 NaN            NaN            NaN            NaN            NaN   7.02871        41.6513       0.731125        40.4084     
  1056.81        500.000                 NaN   10.1812                 NaN            NaN            NaN            NaN            NaN   7.02929        41.6501       0.730837        40.4086     
  1055.72        500.000                 NaN   10.1821                 NaN            NaN            NaN            NaN            NaN   7.02990        41.6487       0.730535        40.4088     
  1054.62        500.000                 NaN   10.1831       0.113735E-005            NaN            NaN            NaN            NaN   7.03060        41.6472       0.730174        40.4090     
  1053.53        500.000                 NaN   10.1397       0.368239E-001  0.169629E-005            NaN            NaN            NaN   7.02589        41.6562       0.733248        40.4081     
  1052.44        500.000                 NaN   10.1851                 NaN            NaN            NaN            NaN            NaN   7.03195        41.6440       0.729557        40.4094     
  1051.35        500.000                 NaN   10.1473       0.384216E-001  0.404335E-003            NaN            NaN            NaN   7.03269        41.6428       0.728977        40.4094     
  1050.25        500.000                 NaN   10.1857                 NaN            NaN            NaN            NaN            NaN   7.03244        41.6428       0.729547        40.4096     
  1049.16        500.000                 NaN   10.1896       0.188690E-005            NaN            NaN            NaN            NaN   7.03516        41.6371       0.727884        40.4102     
  1048.07        500.000                 NaN   10.1912       0.280825E-005            NaN            NaN            NaN            NaN   7.03635        41.6346       0.727308        40.4105     
  1046.98        500.000                 NaN   10.2114                 NaN            NaN            NaN            NaN            NaN   7.05020        41.6046       0.719788        40.4140     
  1045.88        500.000                 NaN  0.733832        9.45324                 NaN            NaN            NaN            NaN   7.03313        41.6397       0.729745        40.4104     
  1044.79        500.000                 NaN  0.672667        9.51658                 NaN            NaN            NaN            NaN   7.03450        41.6364       0.729025        40.4108     
  1043.70        500.000                 NaN   10.2145                 NaN            NaN            NaN            NaN            NaN   7.05247        41.5997       0.718753        40.4146     
  1042.61        500.000                 NaN  0.653422        9.53885                 NaN            NaN            NaN            NaN   7.03697        41.6318       0.727695        40.4112     
  1041.51        500.000                 NaN   10.2214                 NaN            NaN            NaN            NaN            NaN   7.05729        41.5894       0.716140        40.4158     
  1040.42        500.000                 NaN  0.450409        9.75085                 NaN            NaN            NaN            NaN   7.04322        41.6186       0.724265        40.4127     
  1039.33        500.000                 NaN   10.2121                 NaN            NaN            NaN            NaN            NaN   7.05142        41.6033       0.719155        40.4140     
  1038.24        500.000                 NaN   1.77734        8.45701                 NaN            NaN            NaN            NaN   7.06598        41.5683       0.712130        40.4192     
  1037.14        500.000                 NaN  0.111209        10.1089                 NaN            NaN            NaN            NaN   7.05631        41.5908       0.717000        40.4158     
  1036.05        500.000                 NaN   9.87532       0.359194                 NaN            NaN            NaN            NaN   7.06647        41.5696       0.711266        40.4182     
  1034.96        500.000                 NaN   10.2148                 NaN            NaN            NaN            NaN            NaN   7.05267        41.5995       0.718433        40.4145     
  1033.87        500.000                 NaN   1.68642        8.54928       0.417264E-003            NaN            NaN            NaN   7.06737        41.5656       0.711435        40.4195     
  1032.77        500.000                 NaN   1.33325        8.87698                 NaN            NaN            NaN            NaN   7.05189        41.6046       0.719390        40.4139     
  1031.68        500.000                 NaN   1.60276        8.63411                 NaN            NaN            NaN            NaN   7.06781        41.5640       0.711515        40.4198     
  1030.59        500.000                 NaN   9.33799       0.896949                 NaN            NaN            NaN            NaN   7.06879        41.5633       0.712149        40.4208     
  1029.50        500.000                 NaN   1.70788        8.52792                 NaN            NaN            NaN            NaN   7.06751        41.5655       0.711614        40.4195     
  1028.40        500.000                 NaN   1.51993        8.69243                 NaN            NaN            NaN            NaN   7.05446        41.5979       0.718942        40.4164     
  1027.31        500.000                 NaN   9.38428       0.865186                 NaN            NaN            NaN            NaN   7.07694        41.5467       0.705883        40.4210     
  1026.22        500.000                 NaN   8.50633        1.74863                 NaN            NaN            NaN            NaN   7.08112        41.5346       0.705126        40.4242     
  1025.13        500.000                 NaN   9.06438        1.18646                 NaN            NaN            NaN            NaN   7.08264        41.5408       0.703478        40.4223     
  1024.03        500.000                 NaN   9.00661        1.24839                 NaN            NaN            NaN            NaN   7.08110        41.5379       0.703783        40.4222     
  1022.94        500.000                 NaN   8.78214        1.47534                 NaN            NaN            NaN            NaN   7.08092        41.5335       0.704413        40.4237     
  1021.85        500.000                 NaN   1.29385        8.95609                 NaN            NaN            NaN            NaN   7.07604        41.5457       0.706576        40.4217     
  1020.76        500.000                 NaN   8.59689        1.64405                 NaN            NaN            NaN            NaN   7.07253        41.5537       0.710840        40.4220     
  1019.66        500.000                 NaN   8.45508        1.82146                 NaN            NaN            NaN            NaN   7.09524        41.5043       0.696855        40.4271     
  1018.57        500.000                 NaN   8.60458        1.66874                 NaN            NaN            NaN            NaN   7.09310        41.5093       0.697919        40.4264     
  1017.48        500.000                 NaN   8.43871        1.83867                 NaN            NaN            NaN            NaN   7.09587        41.5030       0.696522        40.4273     
  1016.39        500.000                 NaN   8.46267        1.81573                 NaN            NaN            NaN            NaN   7.09666        41.5013       0.696151        40.4275     
  1015.29        500.000                 NaN   8.64173        1.63238                 NaN            NaN            NaN            NaN   7.09380        41.5080       0.697571        40.4265     
  1014.20        500.000                 NaN   8.46454        1.81515                 NaN            NaN            NaN            NaN   7.09764        41.4993       0.695665        40.4277     
  1013.11        500.000                 NaN   8.46460        1.81574                 NaN            NaN            NaN            NaN   7.09815        41.4983       0.695417        40.4278     
  1012.02        500.000                 NaN   8.36765        1.90095                 NaN            NaN            NaN            NaN   7.08643        41.5174       0.701376        40.4262     
  1010.92        500.000                 NaN   8.46312        1.81859                 NaN            NaN            NaN            NaN   7.09919        41.4961       0.694901        40.4281     
  1009.83        500.000                 NaN   8.46085        1.82156                 NaN            NaN            NaN            NaN   7.09970        41.4950       0.694645        40.4282     
  1008.74        500.000                 NaN   8.45790        1.82524                 NaN            NaN            NaN            NaN   7.10025        41.4939       0.694374        40.4284     
  1007.65        500.000                 NaN   8.28993        1.98688                 NaN            NaN            NaN            NaN   7.09234        41.5046       0.698425        40.4278     
  1006.55        500.000                 NaN   8.44994        1.83470                 NaN            NaN            NaN            NaN   7.10138        41.4915       0.693820        40.4287     
  1005.46        500.000                 NaN   8.44505        1.84037                 NaN            NaN            NaN            NaN   7.10196        41.4902       0.693531        40.4288     
  1004.37        500.000                 NaN   8.43970        1.84653                 NaN            NaN            NaN            NaN   7.10257        41.4890       0.693232        40.4290     
  1003.28        500.000                 NaN   8.39450        1.89413                 NaN            NaN            NaN            NaN   7.10525        41.4855       0.691670        40.4290     
  1002.18        500.000                 NaN   1.43897        8.82944                 NaN            NaN            NaN            NaN   7.08862        41.5159       0.700810        40.4263     
  1001.09        500.000                 NaN   2.09520        8.19702                 NaN            NaN            NaN            NaN   7.10727        41.4797       0.690791        40.4300     
  1000.00        500.000                 NaN   8.19851        2.09521                 NaN            NaN            NaN            NaN   7.10849        41.4774       0.690146        40.4302     
