|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1210.67        500.000        97.1780                 NaN  0.566956                 NaN            NaN  0.181959       0.341699                 NaN   1.63892       0.924798E-001            NaN
  1209.54        500.000        96.9049                 NaN  0.377019                 NaN            NaN  0.104074       0.278346                 NaN   1.30035       0.497369E-001  0.985573     
  1208.40        500.000        95.8994                 NaN  0.274825       0.100524                 NaN            NaN  0.340026                 NaN   1.57649       0.423882E-001   1.76635     
  1207.27        500.000        91.5465                 NaN  0.890481                 NaN            NaN  0.458150       0.735036                 NaN   3.16363       0.945319E-001   3.11168     
  1206.14        500.000        77.3931                 NaN   2.62355                 NaN            NaN   1.41661        1.99485                 NaN   8.32949       0.241776        8.00066     
  1205.01        500.000        90.8982                 NaN  0.860151                 NaN            NaN  0.471148       0.781483                 NaN   3.41837       0.101622        3.46906     
  1203.87        500.000        84.9957                 NaN   1.58183                 NaN            NaN  0.809419        1.30171                 NaN   5.52110       0.153513        5.63670     
  1202.74        500.000        86.7185                 NaN   1.33588                 NaN            NaN  0.721147        1.14884                 NaN   4.93824       0.140111        4.99731     
  1201.61        500.000        85.1484                 NaN   1.41047                 NaN            NaN  0.774019        1.26666                 NaN   5.58422       0.164978        5.65123     
  1200.48        500.000        99.9995                 NaN  0.519521E-004  0.255524E-004            NaN            NaN  0.446383E-004            NaN  0.200520E-003  0.511581E-005  0.196968E-003
  1199.34        500.000        99.9996                 NaN  0.398220E-004            NaN            NaN  0.214863E-004  0.344278E-004            NaN  0.148372E-003  0.402067E-005  0.150860E-003
  1198.21        500.000        77.6002                 NaN   2.21135                 NaN            NaN   1.22720        1.92655                 NaN   8.33973       0.226970        8.46797     
  1197.08        500.000        86.6569                 NaN   1.31740                 NaN            NaN  0.708505        1.14010                 NaN   4.99771       0.136349        5.04307     
  1195.95        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.68        500.000        72.0743                 NaN   2.65762                 NaN            NaN   1.40981        2.35276                 NaN   10.5794       0.283190        10.6429     
  1192.55        500.000       100.0000                 NaN  0.385290E-005            NaN            NaN  0.603387E-005            NaN            NaN            NaN            NaN            NaN
  1191.41        500.000        99.9996       0.207619E-003  0.565686E-005            NaN            NaN  0.760070E-005  0.186420E-004            NaN  0.866364E-004  0.221262E-005  0.941944E-004
  1190.28        500.000       100.0000                 NaN  0.830147E-005            NaN            NaN  0.257354E-005  0.188100E-005            NaN  0.756475E-005            NaN            NaN
  1189.15        500.000        81.4103                 NaN   1.70346                 NaN            NaN  0.903323        1.53248                 NaN   7.16093       0.179218        7.11027     
  1188.02        500.000        92.5012                 NaN  0.680849                 NaN            NaN  0.359675       0.610912                 NaN   2.93042       0.723686E-001   2.84460     
  1186.88        500.000        89.9137                 NaN  0.745132                 NaN            NaN  0.504483       0.814810                 NaN   3.94549       0.963298E-001   3.98005     
  1185.75        500.000        79.1896                 NaN   1.33004                 NaN            NaN  0.957412        1.62058                 NaN   8.44665       0.188425        8.26730     
  1184.62        500.000        39.5469                 NaN   4.82994                 NaN            NaN   2.40436        4.53054                 NaN   24.9119       0.544205        23.2321     
  1183.49        500.000                 NaN            NaN   6.56295                 NaN            NaN   4.24493        7.36500                 NaN   41.5439       0.910292        39.3729     
  1182.35        500.000                 NaN            NaN   6.85604                 NaN            NaN   4.06144        7.40233                 NaN   41.4728       0.889524        39.3179     
  1181.22        500.000                 NaN            NaN   6.83495                 NaN            NaN   4.07570        7.40225                 NaN   41.4745       0.890414        39.3222     
  1180.09        500.000                 NaN            NaN   6.81986                 NaN            NaN   4.08643        7.40333                 NaN   41.4743       0.890847        39.3253     
  1178.96        500.000                 NaN            NaN   6.80113                 NaN            NaN   4.09924        7.40178                 NaN   41.4765       0.891997        39.3294     
  1177.82        500.000                 NaN            NaN   6.77188                 NaN            NaN   4.11833        7.40236                 NaN   41.4792       0.893281        39.3349     
  1176.69        500.000                 NaN            NaN   6.75214                 NaN            NaN   4.13170        7.40242                 NaN   41.4806       0.894155        39.3390     
  1175.56        500.000                 NaN            NaN   6.73387                 NaN            NaN   4.14423        7.40266                 NaN   41.4815       0.894872        39.3428     
  1174.43        500.000                 NaN            NaN   6.48270                 NaN            NaN   4.27601        7.37316                 NaN   41.5802       0.917042        39.3709     
  1173.29        500.000                 NaN            NaN   6.69672                 NaN            NaN   4.16943        7.40254                 NaN   41.4843       0.896569        39.3504     
  1172.16        500.000                 NaN            NaN   6.67888                 NaN            NaN   4.18162        7.40270                 NaN   41.4853       0.897343        39.3541     
  1171.03        500.000                 NaN            NaN   6.66121                 NaN            NaN   4.19360        7.40262                 NaN   41.4866       0.898110        39.3578     
  1169.89        500.000                 NaN            NaN   6.64277                 NaN            NaN   4.20594        7.40305                 NaN   41.4878       0.898956        39.3615     
  1168.76        500.000                 NaN            NaN   6.62608                 NaN            NaN   4.21736        7.40318                 NaN   41.4887       0.899659        39.3650     
  1167.63        500.000                 NaN            NaN   6.48347                 NaN            NaN   4.27589        7.37348                 NaN   41.5793       0.916893        39.3710     
  1166.50        500.000                 NaN            NaN   6.48351                 NaN            NaN   4.27596        7.37356                 NaN   41.5791       0.916862        39.3710     
  1165.36        500.000                 NaN            NaN   6.57823                 NaN            NaN   4.25005        7.40374                 NaN   41.4911       0.901730        39.3751     
  1164.23        500.000                 NaN            NaN   6.48258                 NaN            NaN   4.27642        7.37346                 NaN   41.5795       0.916941        39.3711     
  1163.10        500.000                 NaN            NaN   6.54778                 NaN            NaN   4.27050        7.40377                 NaN   41.4932       0.903165        39.3816     
  1161.97        500.000                 NaN            NaN   6.53621                 NaN            NaN   4.27869        7.40365                 NaN   41.4938       0.903583        39.3840     
  1160.83        500.000                 NaN            NaN   6.48149                 NaN            NaN   4.27662        7.37300                 NaN   41.5807       0.917154        39.3710     
  1159.70        500.000                 NaN            NaN   6.48264                 NaN            NaN   4.27799        7.37473                 NaN   41.5760       0.916488        39.3721     
  1158.57        500.000                 NaN            NaN   6.49416                 NaN            NaN   4.30770        7.40492                 NaN   41.4948       0.905178        39.3932     
  1157.44        500.000                 NaN            NaN   6.48149                 NaN            NaN   4.27662        7.37300                 NaN   41.5807       0.917154        39.3710     
  1156.30        500.000                 NaN            NaN   6.46074                 NaN            NaN   4.33089        7.40409                 NaN   41.4965       0.907101        39.4006     
  1155.17        500.000                 NaN            NaN   6.44765                 NaN            NaN   4.33922        7.40545                 NaN   41.4976       0.907257        39.4029     
  1154.04        500.000                 NaN            NaN   6.43443                 NaN            NaN   4.34830        7.40569                 NaN   41.4981       0.907808        39.4057     
  1152.91        500.000                 NaN            NaN   6.42142                 NaN            NaN   4.35723        7.40594                 NaN   41.4985       0.908349        39.4085     
  1151.77        500.000                 NaN            NaN   6.40863                 NaN            NaN   4.36602        7.40619                 NaN   41.4990       0.908880        39.4113     
  1150.64        500.000                 NaN            NaN   6.39604                 NaN            NaN   4.37468        7.40645                 NaN   41.4994       0.909401        39.4141     
  1149.51        500.000                 NaN            NaN   6.38364                 NaN            NaN   4.38321        7.40671                 NaN   41.4997       0.909911        39.4168     
  1148.37        500.000                 NaN            NaN   6.37138                 NaN            NaN   4.39169        7.40700                 NaN   41.5000       0.910414        39.4195     
  1147.24        500.000                 NaN            NaN   6.35943                 NaN            NaN   4.39989        7.40725                 NaN   41.5004       0.910906        39.4221     
  1146.11        500.000                 NaN            NaN   6.34759                 NaN            NaN   4.40805        7.40754                 NaN   41.5007       0.911390        39.4247     
  1144.98        500.000                 NaN            NaN   6.33593                 NaN            NaN   4.41609        7.40782                 NaN   41.5010       0.911865        39.4273     
  1143.84        500.000                 NaN            NaN   6.32445                 NaN            NaN   4.42403        7.40811                 NaN   41.5012       0.912332        39.4299     
  1142.71        500.000                 NaN            NaN   6.31313                 NaN            NaN   4.43185        7.40841                 NaN   41.5014       0.912791        39.4324     
  1141.58        500.000                 NaN            NaN   6.30197                 NaN            NaN   4.43957        7.40871                 NaN   41.5016       0.913242        39.4349     
  1140.45        500.000                 NaN            NaN   6.29097                 NaN            NaN   4.44718        7.40902                 NaN   41.5018       0.913685        39.4374     
  1139.31        500.000                 NaN            NaN   6.28013                 NaN            NaN   4.45469        7.40933                 NaN   41.5019       0.914121        39.4398     
  1138.18        500.000                 NaN            NaN   6.26943                 NaN            NaN   4.46210        7.40964                 NaN   41.5020       0.914550        39.4422     
  1137.05        500.000                 NaN            NaN   6.25888                 NaN            NaN   4.46942        7.40996                 NaN   41.5021       0.914971        39.4446     
  1135.92        500.000                 NaN            NaN   6.24848                 NaN            NaN   4.47664        7.41029                 NaN   41.5022       0.915386        39.4470     
  1134.78        500.000                 NaN            NaN   6.23821                 NaN            NaN   4.48377        7.41062                 NaN   41.5023       0.915794        39.4493     
  1133.65        500.000                 NaN            NaN   6.22809                 NaN            NaN   4.49081        7.41095                 NaN   41.5023       0.916195        39.4516     
  1132.52        500.000                 NaN            NaN   6.21809                 NaN            NaN   4.49776        7.41129                 NaN   41.5023       0.916589        39.4539     
  1131.39        500.000                 NaN            NaN   6.20823                 NaN            NaN   4.50463        7.41164                 NaN   41.5023       0.916978        39.4562     
  1130.25        500.000                 NaN            NaN   6.19849                 NaN            NaN   4.51141        7.41198                 NaN   41.5023       0.917361        39.4585     
  1129.12        500.000                 NaN            NaN   6.18888                 NaN            NaN   4.51811        7.41234                 NaN   41.5022       0.917737        39.4607     
  1127.99        500.000                 NaN            NaN   6.17938                 NaN            NaN   4.52474        7.41269                 NaN   41.5022       0.918108        39.4629     
  1126.85        500.000                 NaN            NaN   6.17001                 NaN            NaN   4.53128        7.41305                 NaN   41.5021       0.918472        39.4651     
  1125.72        500.000                 NaN            NaN   6.16076                 NaN            NaN   4.53775        7.41342                 NaN   41.5020       0.918831        39.4673     
  1124.59        500.000                 NaN            NaN   6.15162                 NaN            NaN   4.54414        7.41379                 NaN   41.5019       0.919185        39.4694     
  1123.46        500.000                 NaN            NaN   6.14258                 NaN            NaN   4.55046        7.41416                 NaN   41.5017       0.919534        39.4715     
  1122.32        500.000                 NaN            NaN   6.13367                 NaN            NaN   4.55670        7.41454                 NaN   41.5016       0.919876        39.4737     
  1121.19        500.000                 NaN            NaN   6.12485                 NaN            NaN   4.56289        7.41492                 NaN   41.5014       0.920215        39.4758     
  1120.06        500.000                 NaN            NaN   6.11616                 NaN            NaN   4.56898        7.41532                 NaN   41.5012       0.920553        39.4778     
  1118.93        500.000                 NaN            NaN   6.10755                 NaN            NaN   4.57503        7.41569                 NaN   41.5010       0.920874        39.4799     
  1117.79        500.000                 NaN            NaN   6.10519                 NaN            NaN   4.57672        7.42154                 NaN   41.4942       0.921686        39.4807     
  1116.66        500.000                 NaN            NaN   6.09073                 NaN            NaN   4.58692        7.41660                 NaN   41.5003       0.921502        39.4840     
  1115.53        500.000                 NaN            NaN   6.48149                 NaN            NaN   4.27662        7.37300                 NaN   41.5807       0.917154        39.3710     
  1114.40        500.000                 NaN            NaN   6.07427                 NaN            NaN   4.59847        7.41734                 NaN   41.4999       0.922106        39.4879     
  1113.26        500.000                 NaN            NaN   6.06609                 NaN            NaN   4.60426        7.41777                 NaN   41.4995       0.922437        39.4900     
  1112.13        500.000                 NaN            NaN   6.05837                 NaN            NaN   4.60970        7.41842                 NaN   41.4988       0.922729        39.4919     
  1111.00        500.000                 NaN            NaN   6.05165                 NaN            NaN   4.61466        7.41836                 NaN   41.4991       0.922874        39.4934     
  1109.87        500.000                 NaN            NaN   6.04218                 NaN            NaN   4.62115        7.41897                 NaN   41.4986       0.923329        39.4958     
  1108.73        500.000                 NaN            NaN   6.03442                 NaN            NaN   4.62661        7.41938                 NaN   41.4983       0.923619        39.4977     
  1107.60        500.000                 NaN            NaN   6.02678                 NaN            NaN   4.63203        7.41981                 NaN   41.4979       0.923899        39.4996     
  1106.47        500.000                 NaN            NaN   6.01916                 NaN            NaN   4.63745        7.42025                 NaN   41.4974       0.924180        39.5015     
  1105.33        500.000                 NaN            NaN   6.01164                 NaN            NaN   4.64276        7.42067                 NaN   41.4971       0.924458        39.5034     
  1104.20        500.000                 NaN            NaN   6.00423                 NaN            NaN   4.64802        7.42111                 NaN   41.4967       0.924728        39.5052     
  1103.07        500.000                 NaN            NaN   5.99689                 NaN            NaN   4.65324        7.42155                 NaN   41.4962       0.924996        39.5071     
  1101.94        500.000                 NaN            NaN   5.98961                 NaN            NaN   4.65844        7.42201                 NaN   41.4957       0.925259        39.5089     
  1100.80        500.000                 NaN            NaN   5.98243                 NaN            NaN   4.66355        7.42246                 NaN   41.4953       0.925519        39.5108     
  1099.67        500.000                 NaN            NaN   5.97532                 NaN            NaN   4.66860        7.42290                 NaN   41.4948       0.925777        39.5126     
  1098.54        500.000                 NaN            NaN   5.96828                 NaN            NaN   4.67364        7.42337                 NaN   41.4943       0.926028        39.5144     
  1097.41        500.000                 NaN            NaN   5.96132                 NaN            NaN   4.67861        7.42383                 NaN   41.4938       0.926278        39.5162     
  1096.27        500.000                 NaN            NaN   5.95441                 NaN            NaN   4.68353        7.42428                 NaN   41.4933       0.926526        39.5179     
  1095.14        500.000                 NaN            NaN   5.94760                 NaN            NaN   4.68840        7.42475                 NaN   41.4928       0.926768        39.5197     
  1094.01        500.000                 NaN            NaN   5.94084                 NaN            NaN   4.69324        7.42522                 NaN   41.4922       0.927008        39.5215     
  1092.88        500.000                 NaN            NaN   5.93417                 NaN            NaN   4.69802        7.42570                 NaN   41.4917       0.927243        39.5232     
  1091.74        500.000                 NaN            NaN   5.92755                 NaN            NaN   4.70277        7.42618                 NaN   41.4911       0.927477        39.5249     
  1090.61        500.000                 NaN            NaN   5.92102                 NaN            NaN   4.70747        7.42666                 NaN   41.4905       0.927704        39.5267     
  1089.48        500.000                 NaN            NaN   5.91454                 NaN            NaN   4.71214        7.42716                 NaN   41.4898       0.927929        39.5284     
  1088.35        500.000                 NaN            NaN   5.90813                 NaN            NaN   4.71674        7.42764                 NaN   41.4893       0.928154        39.5301     
  1087.21        500.000                 NaN            NaN   5.90179                 NaN            NaN   4.72132        7.42815                 NaN   41.4886       0.928371        39.5318     
  1086.08        500.000                 NaN            NaN   5.89551                 NaN            NaN   4.72586        7.42864                 NaN   41.4880       0.928588        39.5334     
  1084.95        500.000                 NaN            NaN   5.88922                 NaN            NaN   4.73039        7.42914                 NaN   41.4873       0.928807        39.5351     
  1083.81        500.000                 NaN            NaN   5.88305                 NaN            NaN   4.73483        7.42963                 NaN   41.4867       0.929019        39.5368     
  1082.68        500.000                 NaN            NaN   5.87692                 NaN            NaN   4.73925        7.43014                 NaN   41.4860       0.929230        39.5384     
  1081.55        500.000                 NaN            NaN   5.87091                 NaN            NaN   4.74363        7.43067                 NaN   41.4853       0.929431        39.5401     
  1080.42        500.000                 NaN            NaN   5.86492                 NaN            NaN   4.74795        7.43117                 NaN   41.4846       0.929636        39.5417     
  1079.28        500.000                 NaN            NaN   5.85897                 NaN            NaN   4.75229        7.43170                 NaN   41.4838       0.929836        39.5434     
  1078.15        500.000                 NaN            NaN   5.85313                 NaN            NaN   4.75654        7.43223                 NaN   41.4831       0.930029        39.5450     
  1077.02        500.000                 NaN            NaN   5.84731                 NaN            NaN   4.76075        7.43274                 NaN   41.4824       0.930227        39.5466     
  1075.89        500.000                 NaN            NaN   5.84155                 NaN            NaN   4.76494        7.43326                 NaN   41.4817       0.930419        39.5482     
  1074.75        500.000                 NaN            NaN   5.83586                 NaN            NaN   4.76912        7.43381                 NaN   41.4808       0.930606        39.5498     
  1073.62        500.000                 NaN            NaN   5.83020                 NaN            NaN   4.77324        7.43435                 NaN   41.4801       0.930792        39.5514     
  1072.49        500.000                 NaN            NaN   5.82456                 NaN            NaN   4.77733        7.43487                 NaN   41.4793       0.930981        39.5529     
  1071.36        500.000                 NaN            NaN   5.81906                 NaN            NaN   4.78136        7.43542                 NaN   41.4785       0.931160        39.5545     
  1070.22        500.000                 NaN            NaN   5.81358                 NaN            NaN   4.78538        7.43597                 NaN   41.4777       0.931338        39.5560     
  1069.09        500.000                 NaN            NaN   5.80810                 NaN            NaN   4.78941        7.43653                 NaN   41.4768       0.931515        39.5576     
  1067.96        500.000                 NaN            NaN   5.80272                 NaN            NaN   4.79334        7.43707                 NaN   41.4760       0.931691        39.5591     
  1066.83        500.000                 NaN            NaN   5.79740                 NaN            NaN   4.79727        7.43765                 NaN   41.4751       0.931859        39.5607     
  1065.69        500.000                 NaN            NaN   5.79209                 NaN            NaN   4.80117        7.43821                 NaN   41.4743       0.932030        39.5622     
  1064.56        500.000                 NaN            NaN   5.78685                 NaN            NaN   4.80503        7.43877                 NaN   41.4734       0.932197        39.5638     
  1063.43        500.000                 NaN            NaN   5.78169                 NaN            NaN   4.80884        7.43935                 NaN   41.4725       0.932359        39.5653     
  1062.29        500.000                 NaN            NaN   5.77655                 NaN            NaN   4.81262        7.43991                 NaN   41.4716       0.932522        39.5668     
  1061.16        500.000                 NaN            NaN   5.77148                 NaN            NaN   4.81640        7.44050                 NaN   41.4707       0.932679        39.5683     
  1060.03        500.000                 NaN            NaN   5.76645                 NaN            NaN   4.82012        7.44108                 NaN   41.4697       0.932835        39.5698     
  1058.90        500.000                 NaN            NaN   5.76145                 NaN            NaN   4.82381        7.44166                 NaN   41.4688       0.932992        39.5712     
  1057.76        500.000                 NaN            NaN   5.75644                 NaN            NaN   4.82754        7.44225                 NaN   41.4679       0.933147        39.5728     
  1056.63        500.000                 NaN            NaN   5.75153                 NaN            NaN   4.83119        7.44285                 NaN   41.4669       0.933298        39.5742     
  1055.50        500.000                 NaN            NaN   5.81188                 NaN            NaN   4.79899        7.44899                 NaN   41.4438       0.928639        39.5677     
  1054.37        500.000                 NaN            NaN   5.80799                 NaN            NaN   4.80212        7.44968                 NaN   41.4425       0.928688        39.5690     
  1053.23        500.000                 NaN            NaN   5.80366                 NaN            NaN   4.80553        7.45039                 NaN   41.4411       0.928809        39.5705     
  1052.10        500.000                 NaN            NaN   5.79901                 NaN            NaN   4.80907        7.45102                 NaN   41.4400       0.928936        39.5720     
  1050.97        500.000                 NaN            NaN   5.79482                 NaN            NaN   4.81237        7.45172                 NaN   41.4387       0.929028        39.5734     
  1049.84        500.000                 NaN            NaN   5.79066                 NaN            NaN   4.81565        7.45241                 NaN   41.4373       0.929118        39.5749     
  1048.70        500.000                 NaN            NaN   5.78658                 NaN            NaN   4.81890        7.45312                 NaN   41.4359       0.929204        39.5763     
  1047.57        500.000                 NaN            NaN   5.78250                 NaN            NaN   4.82212        7.45382                 NaN   41.4346       0.929291        39.5777     
  1046.44        500.000                 NaN            NaN   5.77846                 NaN            NaN   4.82534        7.45453                 NaN   41.4332       0.929375        39.5791     
  1045.31        500.000                 NaN            NaN   5.70659                 NaN            NaN   4.86519        7.44927                 NaN   41.4559       0.934555        39.5885     
  1044.17        500.000                 NaN            NaN   5.77055                 NaN            NaN   4.83167        7.45597                 NaN   41.4304       0.929534        39.5819     
  1043.04        500.000                 NaN            NaN   5.76661                 NaN            NaN   4.83481        7.45668                 NaN   41.4290       0.929614        39.5833     
  1041.91        500.000                 NaN            NaN   5.76267                 NaN            NaN   4.83793        7.45739                 NaN   41.4276       0.929696        39.5847     
  1040.77        500.000                 NaN            NaN   5.75884                 NaN            NaN   4.84101        7.45812                 NaN   41.4261       0.929769        39.5861     
  1039.64        500.000                 NaN            NaN   5.75505                 NaN            NaN   4.84408        7.45886                 NaN   41.4247       0.929840        39.5875     
  1038.51        500.000                 NaN            NaN   5.75138                 NaN            NaN   4.84710        7.45963                 NaN   41.4231       0.929900        39.5889     
  1037.38        500.000                 NaN            NaN   5.68031                 NaN            NaN   4.88598        7.45411                 NaN   41.4466       0.935108        39.5979     
  1036.24        500.000                 NaN            NaN   5.74394                 NaN            NaN   4.85313        7.46112                 NaN   41.4201       0.930035        39.5917     
  1035.11        500.000                 NaN            NaN   5.66675                 NaN            NaN   4.89511        7.45476                 NaN   41.4464       0.935743        39.6012     
  1033.98        500.000                 NaN            NaN   5.73819                 NaN            NaN   4.85841        7.46305                 NaN   41.4159       0.930043        39.5944     
  1032.85        500.000                 NaN            NaN   5.73256                 NaN            NaN   4.86223        7.46331                 NaN   41.4158       0.930265        39.5958     
  1031.71        500.000                 NaN            NaN   5.72615                 NaN            NaN   4.86175        7.46499                 NaN   41.4205       0.931103        39.5955     
  1030.58        500.000                 NaN            NaN   5.71107                 NaN            NaN   4.86132        7.45722                 NaN   41.4414       0.936079        39.5929     
  1029.45        500.000                 NaN            NaN   5.70752                 NaN            NaN   4.86396        7.45862                 NaN   41.4393       0.936207        39.5944     
  1028.32        500.000                 NaN            NaN   5.70356                 NaN            NaN   4.86702        7.45931                 NaN   41.4380       0.936309        39.5958     
  1027.18        500.000                 NaN            NaN   5.91260                 NaN            NaN   4.73799        7.42851                 NaN   41.4352       0.934390        39.5513     
  1026.05        500.000                 NaN            NaN   5.69576                 NaN            NaN   4.87305        7.46070                 NaN   41.4355       0.936507        39.5985     
  1024.92        500.000                 NaN            NaN   5.69191                 NaN            NaN   4.87604        7.46140                 NaN   41.4342       0.936604        39.5998     
  1023.79        500.000                 NaN            NaN   5.68810                 NaN            NaN   4.87901        7.46211                 NaN   41.4329       0.936699        39.6012     
  1022.65        500.000                 NaN            NaN   5.68432                 NaN            NaN   4.88195        7.46282                 NaN   41.4316       0.936792        39.6025     
  1021.52        500.000                 NaN            NaN   5.68057                 NaN            NaN   4.88487        7.46353                 NaN   41.4303       0.936883        39.6038     
  1020.39        500.000                 NaN            NaN   5.67686                 NaN            NaN   4.88777        7.46425                 NaN   41.4290       0.936972        39.6051     
  1019.25        500.000                 NaN            NaN   5.67318                 NaN            NaN   4.89065        7.46497                 NaN   41.4277       0.937060        39.6065     
  1018.12        500.000                 NaN            NaN   5.66954                 NaN            NaN   4.89351        7.46570                 NaN   41.4263       0.937146        39.6078     
  1016.99        500.000                 NaN            NaN   5.66592                 NaN            NaN   4.89635        7.46643                 NaN   41.4249       0.937231        39.6091     
  1015.86        500.000                 NaN            NaN   5.66234                 NaN            NaN   4.89917        7.46717                 NaN   41.4236       0.937314        39.6104     
  1014.72        500.000                 NaN            NaN   5.65880                 NaN            NaN   4.90197        7.46791                 NaN   41.4222       0.937395        39.6117     
  1013.59        500.000                 NaN            NaN   5.65528                 NaN            NaN   4.90475        7.46865                 NaN   41.4208       0.937474        39.6130     
  1012.46        500.000                 NaN            NaN   5.65180                 NaN            NaN   4.90752        7.46940                 NaN   41.4194       0.937552        39.6143     
  1011.33        500.000                 NaN            NaN   5.64834                 NaN            NaN   4.91026        7.47015                 NaN   41.4180       0.937628        39.6157     
  1010.19        500.000                 NaN            NaN   5.64492                 NaN            NaN   4.91298        7.47091                 NaN   41.4165       0.937703        39.6169     
  1009.06        500.000                 NaN            NaN   5.64153                 NaN            NaN   4.91568        7.47167                 NaN   41.4151       0.937776        39.6182     
  1007.93        500.000                 NaN            NaN   5.63817                 NaN            NaN   4.91837        7.47244                 NaN   41.4136       0.937847        39.6195     
  1006.80        500.000                 NaN            NaN   5.63485                 NaN            NaN   4.92103        7.47321                 NaN   41.4122       0.937917        39.6208     
  1005.66        500.000                 NaN            NaN   5.63155                 NaN            NaN   4.92368        7.47399                 NaN   41.4107       0.937985        39.6221     
  1004.53        500.000                 NaN            NaN   5.62828                 NaN            NaN   4.92631        7.47476                 NaN   41.4092       0.938051        39.6234     
  1003.40        500.000                 NaN            NaN   5.62504                 NaN            NaN   4.92892        7.47555                 NaN   41.4077       0.938116        39.6247     
  1002.27        500.000                 NaN            NaN   5.62184                 NaN            NaN   4.93151        7.47634                 NaN   41.4062       0.938180        39.6259     
  1001.13        500.000                 NaN            NaN   5.61866                 NaN            NaN   4.93409        7.47713                 NaN   41.4047       0.938242        39.6272     
  1000.00        500.000                 NaN            NaN   5.61551                 NaN            NaN   4.93664        7.47793                 NaN   41.4031       0.938302        39.6285     
