|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1214.07        500.000        99.6050                 NaN  0.752124E-001            NaN            NaN            NaN  0.507318E-001            NaN  0.209526       0.984476E-002  0.496783E-001
  1212.93        500.000        99.4288                 NaN  0.117044       0.316994E-001            NaN            NaN  0.644276E-001            NaN  0.353713       0.435687E-002            NaN
  1211.80        500.000        98.8254                 NaN  0.197462                 NaN            NaN  0.134943       0.165607                 NaN  0.659678       0.168597E-001            NaN
  1210.67        500.000        97.5459                 NaN  0.391944                 NaN            NaN  0.105670       0.309627                 NaN   1.59798       0.488519E-001            NaN
  1209.54        500.000        97.1789                 NaN  0.260345                 NaN            NaN  0.603718E-001  0.251942                 NaN   1.26639       0.262438E-001  0.955797     
  1208.40        500.000        96.1635                 NaN  0.184465       0.695129E-001            NaN            NaN  0.308077                 NaN   1.53729       0.223882E-001   1.71473     
  1207.27        500.000        92.2612                 NaN  0.618419                 NaN            NaN  0.266114       0.669138                 NaN   3.09979       0.501656E-001   3.03518     
  1206.14        500.000        79.1914                 NaN   1.84566                 NaN            NaN  0.832890        1.83824                 NaN   8.26224       0.129873        7.89971     
  1205.01        500.000        91.6509                 NaN  0.597236                 NaN            NaN  0.272705       0.709488                 NaN   3.34114       0.537799E-001   3.37474     
  1203.87        500.000        86.2153                 NaN   1.10923                 NaN            NaN  0.469983        1.18778                 NaN   5.42466       0.816522E-001   5.51138     
  1202.74        500.000        87.8164                 NaN  0.930303                 NaN            NaN  0.418398        1.04567                 NaN   4.84075       0.743365E-001   4.87409     
  1201.61        500.000        86.3295                 NaN  0.986589                 NaN            NaN  0.449584        1.15355                 NaN   5.47812       0.875772E-001   5.51511     
  1200.48        500.000        99.9995                 NaN  0.348646E-004  0.176530E-004            NaN            NaN  0.400965E-004            NaN  0.194071E-003  0.267852E-005  0.189600E-003
  1199.34        500.000        99.9996                 NaN  0.275833E-004            NaN            NaN  0.122806E-004  0.309251E-004            NaN  0.143629E-003  0.210511E-005  0.145222E-003
  1198.21        500.000        79.2912                 NaN   1.55681                 NaN            NaN  0.715901        1.76508                 NaN   8.23545       0.121205        8.31433     
  1197.08        500.000        87.7751                 NaN  0.918346                 NaN            NaN  0.409039        1.03430                 NaN   4.88800       0.720971E-001   4.90313     
  1195.95        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.68        500.000        74.0408                 NaN   1.87436                 NaN            NaN  0.823915        2.15967                 NaN   10.4791       0.151506        10.4707     
  1192.55        500.000       100.0000                 NaN  0.266264E-005            NaN            NaN  0.342967E-005            NaN            NaN            NaN            NaN            NaN
  1191.41        500.000        99.9996       0.206999E-003  0.397625E-005            NaN            NaN  0.432095E-005  0.166578E-004            NaN  0.837232E-004  0.115229E-005  0.902146E-004
  1190.28        500.000       100.0000                 NaN  0.576360E-005            NaN            NaN  0.146303E-005  0.168081E-005            NaN  0.730652E-005            NaN            NaN
  1189.15        500.000        82.8465                 NaN   1.19527                 NaN            NaN  0.521843        1.39158                 NaN   7.02936       0.948445E-001   6.92062     
  1188.02        500.000        93.1500                 NaN  0.472774                 NaN            NaN  0.205489       0.548632                 NaN   2.84693       0.378760E-001   2.73830     
  1186.88        500.000        90.7263                 NaN  0.520738                 NaN            NaN  0.288681       0.732924                 NaN   3.84332       0.504972E-001   3.83759     
  1185.75        500.000        80.5880                 NaN  0.937449                 NaN            NaN  0.552958        1.47041                 NaN   8.31058       0.996332E-001   8.04096     
  1184.62        500.000        41.7075                 NaN   3.51976                 NaN            NaN   1.43578        4.25289                 NaN   25.4083       0.297706        23.3781     
  1183.49        500.000                 NaN            NaN   4.95368                 NaN            NaN   2.61961        7.14486                 NaN   43.8209       0.514619        40.9463     
  1182.35        500.000                 NaN            NaN   5.17006                 NaN            NaN   2.50645        7.18140                 NaN   43.7472       0.502894        40.8920     
  1181.22        500.000                 NaN            NaN   5.15510                 NaN            NaN   2.51517        7.18124                 NaN   43.7482       0.503384        40.8970     
  1180.09        500.000                 NaN            NaN   5.14465                 NaN            NaN   2.52172        7.18222                 NaN   43.7471       0.503616        40.9007     
  1178.96        500.000                 NaN            NaN   5.13152                 NaN            NaN   2.52955        7.18063                 NaN   43.7486       0.504253        40.9054     
  1177.82        500.000                 NaN            NaN   5.11063                 NaN            NaN   2.54125        7.18109                 NaN   43.7505       0.504964        40.9116     
  1176.69        500.000                 NaN            NaN   5.09673                 NaN            NaN   2.54942        7.18105                 NaN   43.7511       0.505444        40.9162     
  1175.56        500.000                 NaN            NaN   5.08405                 NaN            NaN   2.55707        7.18120                 NaN   43.7512       0.505836        40.9206     
  1174.43        500.000                 NaN            NaN   4.88492                 NaN            NaN   2.63831        7.15253                 NaN   43.8554       0.518356        40.9505     
  1173.29        500.000                 NaN            NaN   5.05788                 NaN            NaN   2.57247        7.18092                 NaN   43.7524       0.506768        40.9295     
  1172.16        500.000                 NaN            NaN   5.04535                 NaN            NaN   2.57991        7.18099                 NaN   43.7527       0.507193        40.9339     
  1171.03        500.000                 NaN            NaN   5.03290                 NaN            NaN   2.58723        7.18084                 NaN   43.7532       0.507613        40.9382     
  1169.89        500.000                 NaN            NaN   5.01989                 NaN            NaN   2.59476        7.18117                 NaN   43.7536       0.508077        40.9425     
  1168.76        500.000                 NaN            NaN   5.00818                 NaN            NaN   2.60173        7.18121                 NaN   43.7537       0.508461        40.9467     
  1167.63        500.000                 NaN            NaN   4.88500                 NaN            NaN   2.63787        7.15263                 NaN   43.8512       0.518210        40.9551     
  1166.50        500.000                 NaN            NaN   4.88497                 NaN            NaN   2.63786        7.15267                 NaN   43.8504       0.518183        40.9559     
  1165.36        500.000                 NaN            NaN   4.97463                 NaN            NaN   2.62167        7.18152                 NaN   43.7538       0.509593        40.9587     
  1164.23        500.000                 NaN            NaN   4.88399                 NaN            NaN   2.63802        7.15251                 NaN   43.8497       0.518207        40.9575     
  1163.10        500.000                 NaN            NaN   4.95308                 NaN            NaN   2.63414        7.18141                 NaN   43.7545       0.510379        40.9665     
  1161.97        500.000                 NaN            NaN   4.94503                 NaN            NaN   2.63912        7.18122                 NaN   43.7544       0.510602        40.9696     
  1160.83        500.000                 NaN            NaN   4.88254                 NaN            NaN   2.63797        7.15197                 NaN   43.8495       0.518298        40.9598     
  1159.70        500.000                 NaN            NaN   4.88455                 NaN            NaN   2.63874        7.15358                 NaN   43.8437       0.517909        40.9615     
  1158.57        500.000                 NaN            NaN   4.91573                 NaN            NaN   2.65679        7.18223                 NaN   43.7530       0.511465        40.9808     
  1157.44        500.000                 NaN            NaN   4.88219                 NaN            NaN   2.63779        7.15187                 NaN   43.8478       0.518268        40.9620     
  1156.30        500.000                 NaN            NaN   4.89214                 NaN            NaN   2.67094        7.18131                 NaN   43.7534       0.512528        40.9897     
  1155.17        500.000                 NaN            NaN   4.88285                 NaN            NaN   2.67600        7.18253                 NaN   43.7536       0.512602        40.9924     
  1154.04        500.000                 NaN            NaN   4.87359                 NaN            NaN   2.68152        7.18269                 NaN   43.7533       0.512900        40.9959     
  1152.91        500.000                 NaN            NaN   4.86449                 NaN            NaN   2.68695        7.18286                 NaN   43.7531       0.513194        40.9994     
  1151.77        500.000                 NaN            NaN   4.85554                 NaN            NaN   2.69230        7.18304                 NaN   43.7528       0.513481        41.0029     
  1150.64        500.000                 NaN            NaN   4.84673                 NaN            NaN   2.69756        7.18322                 NaN   43.7524       0.513763        41.0063     
  1149.51        500.000                 NaN            NaN   4.83806                 NaN            NaN   2.70275        7.18341                 NaN   43.7521       0.514039        41.0097     
  1148.37        500.000                 NaN            NaN   4.82960                 NaN            NaN   2.70790        7.18361                 NaN   43.7515       0.514310        41.0130     
  1147.24        500.000                 NaN            NaN   4.82113                 NaN            NaN   2.71289        7.18380                 NaN   43.7513       0.514576        41.0164     
  1146.11        500.000                 NaN            NaN   4.81286                 NaN            NaN   2.71784        7.18401                 NaN   43.7508       0.514837        41.0196     
  1144.98        500.000                 NaN            NaN   4.80471                 NaN            NaN   2.72273        7.18422                 NaN   43.7503       0.515093        41.0229     
  1143.84        500.000                 NaN            NaN   4.79669                 NaN            NaN   2.72754        7.18443                 NaN   43.7499       0.515344        41.0261     
  1142.71        500.000                 NaN            NaN   4.78879                 NaN            NaN   2.73229        7.18465                 NaN   43.7493       0.515591        41.0293     
  1141.58        500.000                 NaN            NaN   4.78100                 NaN            NaN   2.73698        7.18488                 NaN   43.7488       0.515834        41.0325     
  1140.45        500.000                 NaN            NaN   4.77333                 NaN            NaN   2.74159        7.18511                 NaN   43.7482       0.516072        41.0357     
  1139.31        500.000                 NaN            NaN   4.76576                 NaN            NaN   2.74615        7.18535                 NaN   43.7477       0.516306        41.0388     
  1138.18        500.000                 NaN            NaN   4.75831                 NaN            NaN   2.75064        7.18559                 NaN   43.7470       0.516536        41.0419     
  1137.05        500.000                 NaN            NaN   4.75096                 NaN            NaN   2.75508        7.18584                 NaN   43.7464       0.516761        41.0449     
  1135.92        500.000                 NaN            NaN   4.74371                 NaN            NaN   2.75946        7.18609                 NaN   43.7458       0.516983        41.0480     
  1134.78        500.000                 NaN            NaN   4.73656                 NaN            NaN   2.76378        7.18635                 NaN   43.7451       0.517202        41.0510     
  1133.65        500.000                 NaN            NaN   4.72951                 NaN            NaN   2.76804        7.18661                 NaN   43.7444       0.517416        41.0540     
  1132.52        500.000                 NaN            NaN   4.72255                 NaN            NaN   2.77225        7.18688                 NaN   43.7437       0.517627        41.0570     
  1131.39        500.000                 NaN            NaN   4.71569                 NaN            NaN   2.77641        7.18715                 NaN   43.7430       0.517834        41.0600     
  1130.25        500.000                 NaN            NaN   4.70892                 NaN            NaN   2.78052        7.18743                 NaN   43.7422       0.518038        41.0629     
  1129.12        500.000                 NaN            NaN   4.70224                 NaN            NaN   2.78458        7.18771                 NaN   43.7414       0.518239        41.0658     
  1127.99        500.000                 NaN            NaN   4.69564                 NaN            NaN   2.78858        7.18799                 NaN   43.7407       0.518436        41.0687     
  1126.85        500.000                 NaN            NaN   4.68913                 NaN            NaN   2.79254        7.18828                 NaN   43.7398       0.518630        41.0716     
  1125.72        500.000                 NaN            NaN   4.68271                 NaN            NaN   2.79645        7.18857                 NaN   43.7390       0.518821        41.0744     
  1124.59        500.000                 NaN            NaN   4.67636                 NaN            NaN   2.80032        7.18887                 NaN   43.7382       0.519009        41.0773     
  1123.46        500.000                 NaN            NaN   4.67010                 NaN            NaN   2.80414        7.18917                 NaN   43.7373       0.519193        41.0801     
  1122.32        500.000                 NaN            NaN   4.66392                 NaN            NaN   2.80791        7.18948                 NaN   43.7364       0.519375        41.0829     
  1121.19        500.000                 NaN            NaN   4.65780                 NaN            NaN   2.81165        7.18979                 NaN   43.7355       0.519554        41.0857     
  1120.06        500.000                 NaN            NaN   4.65178                 NaN            NaN   2.81533        7.19012                 NaN   43.7346       0.519733        41.0884     
  1118.93        500.000                 NaN            NaN   4.64582                 NaN            NaN   2.81898        7.19042                 NaN   43.7337       0.519903        41.0912     
  1117.79        500.000                 NaN            NaN   4.64501                 NaN            NaN   2.81996        7.19605                 NaN   43.7259       0.520350        41.0927     
  1116.66        500.000                 NaN            NaN   4.63428                 NaN            NaN   2.82616        7.19118                 NaN   43.7315       0.520233        41.0966     
  1115.53        500.000                 NaN            NaN   4.87786                 NaN            NaN   2.63558        7.15067                 NaN   43.8279       0.517899        40.9901     
  1114.40        500.000                 NaN            NaN   4.62285                 NaN            NaN   2.83313        7.19178                 NaN   43.7298       0.520551        41.1019     
  1113.26        500.000                 NaN            NaN   4.61721                 NaN            NaN   2.83662        7.19215                 NaN   43.7286       0.520726        41.1047     
  1112.13        500.000                 NaN            NaN   4.61176                 NaN            NaN   2.83990        7.19273                 NaN   43.7273       0.520880        41.1074     
  1111.00        500.000                 NaN            NaN   4.60728                 NaN            NaN   2.84288        7.19260                 NaN   43.7268       0.520949        41.1095     
  1109.87        500.000                 NaN            NaN   4.60075                 NaN            NaN   2.84680        7.19313                 NaN   43.7255       0.521194        41.1126     
  1108.73        500.000                 NaN            NaN   4.59534                 NaN            NaN   2.85009        7.19347                 NaN   43.7245       0.521346        41.1152     
  1107.60        500.000                 NaN            NaN   4.59008                 NaN            NaN   2.85336        7.19384                 NaN   43.7234       0.521492        41.1178     
  1106.47        500.000                 NaN            NaN   4.58488                 NaN            NaN   2.85662        7.19420                 NaN   43.7223       0.521639        41.1204     
  1105.33        500.000                 NaN            NaN   4.57964                 NaN            NaN   2.85982        7.19456                 NaN   43.7212       0.521785        41.1230     
  1104.20        500.000                 NaN            NaN   4.57454                 NaN            NaN   2.86299        7.19493                 NaN   43.7201       0.521926        41.1255     
  1103.07        500.000                 NaN            NaN   4.56949                 NaN            NaN   2.86613        7.19530                 NaN   43.7190       0.522065        41.1281     
  1101.94        500.000                 NaN            NaN   4.56454                 NaN            NaN   2.86925        7.19569                 NaN   43.7177       0.522202        41.1306     
  1100.80        500.000                 NaN            NaN   4.55961                 NaN            NaN   2.87233        7.19607                 NaN   43.7165       0.522336        41.1331     
  1099.67        500.000                 NaN            NaN   4.55467                 NaN            NaN   2.87536        7.19645                 NaN   43.7154       0.522471        41.1356     
  1098.54        500.000                 NaN            NaN   4.54989                 NaN            NaN   2.87839        7.19684                 NaN   43.7142       0.522601        41.1381     
  1097.41        500.000                 NaN            NaN   4.54511                 NaN            NaN   2.88138        7.19724                 NaN   43.7129       0.522730        41.1406     
  1096.27        500.000                 NaN            NaN   4.54032                 NaN            NaN   2.88433        7.19762                 NaN   43.7118       0.522859        41.1431     
  1095.14        500.000                 NaN            NaN   4.53566                 NaN            NaN   2.88726        7.19802                 NaN   43.7105       0.522984        41.1455     
  1094.01        500.000                 NaN            NaN   4.53102                 NaN            NaN   2.89017        7.19842                 NaN   43.7093       0.523108        41.1480     
  1092.88        500.000                 NaN            NaN   4.52646                 NaN            NaN   2.89304        7.19883                 NaN   43.7080       0.523229        41.1504     
  1091.74        500.000                 NaN            NaN   4.52193                 NaN            NaN   2.89589        7.19924                 NaN   43.7067       0.523349        41.1529     
  1090.61        500.000                 NaN            NaN   4.51746                 NaN            NaN   2.89871        7.19966                 NaN   43.7054       0.523466        41.1553     
  1089.48        500.000                 NaN            NaN   4.51309                 NaN            NaN   2.90151        7.20009                 NaN   43.7040       0.523581        41.1577     
  1088.35        500.000                 NaN            NaN   4.50866                 NaN            NaN   2.90427        7.20050                 NaN   43.7028       0.523696        41.1601     
  1087.21        500.000                 NaN            NaN   4.50439                 NaN            NaN   2.90702        7.20094                 NaN   43.7014       0.523808        41.1625     
  1086.08        500.000                 NaN            NaN   4.50010                 NaN            NaN   2.90973        7.20137                 NaN   43.7000       0.523918        41.1649     
  1084.95        500.000                 NaN            NaN   4.49581                 NaN            NaN   2.91245        7.20179                 NaN   43.6987       0.524030        41.1672     
  1083.81        500.000                 NaN            NaN   4.49156                 NaN            NaN   2.91511        7.20222                 NaN   43.6974       0.524139        41.1696     
  1082.68        500.000                 NaN            NaN   4.48738                 NaN            NaN   2.91776        7.20266                 NaN   43.6960       0.524246        41.1720     
  1081.55        500.000                 NaN            NaN   4.48335                 NaN            NaN   2.92038        7.20312                 NaN   43.6945       0.524348        41.1743     
  1080.42        500.000                 NaN            NaN   4.47922                 NaN            NaN   2.92297        7.20355                 NaN   43.6932       0.524453        41.1766     
  1079.28        500.000                 NaN            NaN   4.47523                 NaN            NaN   2.92556        7.20401                 NaN   43.6917       0.524554        41.1790     
  1078.15        500.000                 NaN            NaN   4.47127                 NaN            NaN   2.92810        7.20447                 NaN   43.6902       0.524652        41.1813     
  1077.02        500.000                 NaN            NaN   4.46727                 NaN            NaN   2.93062        7.20492                 NaN   43.6889       0.524752        41.1836     
  1075.89        500.000                 NaN            NaN   4.46336                 NaN            NaN   2.93313        7.20538                 NaN   43.6874       0.524849        41.1859     
  1074.75        500.000                 NaN            NaN   4.45956                 NaN            NaN   2.93562        7.20585                 NaN   43.6859       0.524943        41.1882     
  1073.62        500.000                 NaN            NaN   4.45573                 NaN            NaN   2.93808        7.20632                 NaN   43.6844       0.525036        41.1905     
  1072.49        500.000                 NaN            NaN   4.45186                 NaN            NaN   2.94053        7.20678                 NaN   43.6830       0.525132        41.1927     
  1071.36        500.000                 NaN            NaN   4.44815                 NaN            NaN   2.94294        7.20726                 NaN   43.6814       0.525221        41.1950     
  1070.22        500.000                 NaN            NaN   4.44444                 NaN            NaN   2.94534        7.20774                 NaN   43.6799       0.525310        41.1973     
  1069.09        500.000                 NaN            NaN   4.44079                 NaN            NaN   2.94774        7.20824                 NaN   43.6783       0.525399        41.1995     
  1067.96        500.000                 NaN            NaN   4.43711                 NaN            NaN   2.95009        7.20871                 NaN   43.6768       0.525487        41.2018     
  1066.83        500.000                 NaN            NaN   4.43358                 NaN            NaN   2.95243        7.20922                 NaN   43.6752       0.525570        41.2040     
  1065.69        500.000                 NaN            NaN   4.43000                 NaN            NaN   2.95476        7.20971                 NaN   43.6736       0.525655        41.2062     
  1064.56        500.000                 NaN            NaN   4.42648                 NaN            NaN   2.95706        7.21021                 NaN   43.6721       0.525738        41.2085     
  1063.43        500.000                 NaN            NaN   4.42301                 NaN            NaN   2.95933        7.21072                 NaN   43.6704       0.525818        41.2107     
  1062.29        500.000                 NaN            NaN   4.41951                 NaN            NaN   2.96158        7.21121                 NaN   43.6689       0.525899        41.2129     
  1061.16        500.000                 NaN            NaN   4.41615                 NaN            NaN   2.96383        7.21173                 NaN   43.6672       0.525976        41.2151     
  1060.03        500.000                 NaN            NaN   4.41279                 NaN            NaN   2.96605        7.21225                 NaN   43.6656       0.526053        41.2173     
  1058.90        500.000                 NaN            NaN   4.40939                 NaN            NaN   2.96824        7.21275                 NaN   43.6640       0.526130        41.2195     
  1057.76        500.000                 NaN            NaN   4.40608                 NaN            NaN   2.97046        7.21328                 NaN   43.6623       0.526207        41.2217     
  1056.63        500.000                 NaN            NaN   4.40280                 NaN            NaN   2.97263        7.21381                 NaN   43.6606       0.526280        41.2239     
  1055.50        500.000                 NaN            NaN   4.44744                 NaN            NaN   2.95284        7.21995                 NaN   43.6371       0.523659        41.2190     
  1054.37        500.000                 NaN            NaN   4.44490                 NaN            NaN   2.95470        7.22057                 NaN   43.6351       0.523676        41.2211     
  1053.23        500.000                 NaN            NaN   4.44212                 NaN            NaN   2.95672        7.22121                 NaN   43.6330       0.523733        41.2233     
  1052.10        500.000                 NaN            NaN   4.43901                 NaN            NaN   2.95883        7.22178                 NaN   43.6311       0.523794        41.2255     
  1050.97        500.000                 NaN            NaN   4.43628                 NaN            NaN   2.96079        7.22240                 NaN   43.6291       0.523835        41.2276     
  1049.84        500.000                 NaN            NaN   4.43357                 NaN            NaN   2.96273        7.22303                 NaN   43.6270       0.523874        41.2298     
  1048.70        500.000                 NaN            NaN   4.43095                 NaN            NaN   2.96466        7.22367                 NaN   43.6249       0.523912        41.2319     
  1047.57        500.000                 NaN            NaN   4.42828                 NaN            NaN   2.96657        7.22430                 NaN   43.6229       0.523950        41.2340     
  1046.44        500.000                 NaN            NaN   4.42566                 NaN            NaN   2.96847        7.22494                 NaN   43.6208       0.523987        41.2362     
  1045.31        500.000                 NaN            NaN   4.37304                 NaN            NaN   2.99281        7.21955                 NaN   43.6426       0.526878        41.2451     
  1044.17        500.000                 NaN            NaN   4.42057                 NaN            NaN   2.97222        7.22624                 NaN   43.6165       0.524054        41.2404     
  1043.04        500.000                 NaN            NaN   4.41801                 NaN            NaN   2.97408        7.22689                 NaN   43.6144       0.524088        41.2425     
  1041.91        500.000                 NaN            NaN   4.41543                 NaN            NaN   2.97593        7.22753                 NaN   43.6123       0.524124        41.2446     
  1040.77        500.000                 NaN            NaN   4.41297                 NaN            NaN   2.97775        7.22819                 NaN   43.6102       0.524154        41.2468     
  1039.64        500.000                 NaN            NaN   4.41054                 NaN            NaN   2.97956        7.22886                 NaN   43.6080       0.524183        41.2489     
  1038.51        500.000                 NaN            NaN   4.40827                 NaN            NaN   2.98135        7.22956                 NaN   43.6057       0.524206        41.2510     
  1037.38        500.000                 NaN            NaN   4.35606                 NaN            NaN   3.00508        7.22392                 NaN   43.6283       0.527113        41.2595     
  1036.24        500.000                 NaN            NaN   4.40349                 NaN            NaN   2.98491        7.23092                 NaN   43.6013       0.524261        41.2551     
  1035.11        500.000                 NaN            NaN   4.34663                 NaN            NaN   3.01054        7.22443                 NaN   43.6268       0.527448        41.2642     
  1033.98        500.000                 NaN            NaN   4.39999                 NaN            NaN   2.98802        7.23270                 NaN   43.5956       0.524244        41.2594     
  1032.85        500.000                 NaN            NaN   4.39608                 NaN            NaN   2.99029        7.23290                 NaN   43.5949       0.524358        41.2615     
  1031.71        500.000                 NaN            NaN   4.39057                 NaN            NaN   2.98990        7.23442                 NaN   43.5989       0.524815        41.2614     
  1030.58        500.000                 NaN            NaN   4.37754                 NaN            NaN   2.98952        7.22676                 NaN   43.6196       0.527603        41.2589     
  1029.45        500.000                 NaN            NaN   4.37569                 NaN            NaN   2.99106        7.22804                 NaN   43.6166       0.527662        41.2609     
  1028.32        500.000                 NaN            NaN   4.37312                 NaN            NaN   2.99287        7.22867                 NaN   43.6146       0.527708        41.2630     
  1027.18        500.000                 NaN            NaN   4.51677                 NaN            NaN   2.91393        7.19996                 NaN   43.6185       0.526703        41.2241     
  1026.05        500.000                 NaN            NaN   4.36804                 NaN            NaN   2.99643        7.22992                 NaN   43.6107       0.527798        41.2671     
  1024.92        500.000                 NaN            NaN   4.36554                 NaN            NaN   2.99819        7.23055                 NaN   43.6087       0.527841        41.2692     
  1023.79        500.000                 NaN            NaN   4.36307                 NaN            NaN   2.99994        7.23119                 NaN   43.6067       0.527883        41.2712     
  1022.65        500.000                 NaN            NaN   4.36063                 NaN            NaN   3.00168        7.23183                 NaN   43.6047       0.527925        41.2732     
  1021.52        500.000                 NaN            NaN   4.35821                 NaN            NaN   3.00340        7.23248                 NaN   43.6027       0.527965        41.2753     
  1020.39        500.000                 NaN            NaN   4.35581                 NaN            NaN   3.00511        7.23313                 NaN   43.6006       0.528005        41.2773     
  1019.25        500.000                 NaN            NaN   4.35344                 NaN            NaN   3.00681        7.23378                 NaN   43.5986       0.528043        41.2793     
  1018.12        500.000                 NaN            NaN   4.35110                 NaN            NaN   3.00849        7.23444                 NaN   43.5965       0.528081        41.2814     
  1016.99        500.000                 NaN            NaN   4.34877                 NaN            NaN   3.01017        7.23510                 NaN   43.5944       0.528117        41.2834     
  1015.86        500.000                 NaN            NaN   4.34648                 NaN            NaN   3.01183        7.23577                 NaN   43.5924       0.528153        41.2854     
  1014.72        500.000                 NaN            NaN   4.34421                 NaN            NaN   3.01347        7.23644                 NaN   43.5903       0.528188        41.2874     
  1013.59        500.000                 NaN            NaN   4.34196                 NaN            NaN   3.01511        7.23712                 NaN   43.5882       0.528222        41.2894     
  1012.46        500.000                 NaN            NaN   4.33974                 NaN            NaN   3.01673        7.23780                 NaN   43.5860       0.528255        41.2914     
  1011.33        500.000                 NaN            NaN   4.33754                 NaN            NaN   3.01834        7.23848                 NaN   43.5839       0.528287        41.2934     
  1010.19        500.000                 NaN            NaN   4.33536                 NaN            NaN   3.01994        7.23917                 NaN   43.5818       0.528318        41.2954     
  1009.06        500.000                 NaN            NaN   4.33321                 NaN            NaN   3.02153        7.23986                 NaN   43.5796       0.528348        41.2974     
  1007.93        500.000                 NaN            NaN   4.33108                 NaN            NaN   3.02311        7.24056                 NaN   43.5774       0.528377        41.2994     
  1006.80        500.000                 NaN            NaN   4.32898                 NaN            NaN   3.02467        7.24126                 NaN   43.5753       0.528406        41.3014     
  1005.66        500.000                 NaN            NaN   4.32689                 NaN            NaN   3.02622        7.24196                 NaN   43.5731       0.528433        41.3034     
  1004.53        500.000                 NaN            NaN   4.32484                 NaN            NaN   3.02776        7.24267                 NaN   43.5709       0.528460        41.3054     
  1003.40        500.000                 NaN            NaN   4.32280                 NaN            NaN   3.02930        7.24339                 NaN   43.5687       0.528486        41.3074     
  1002.27        500.000                 NaN            NaN   4.32079                 NaN            NaN   3.03081        7.24411                 NaN   43.5664       0.528510        41.3094     
  1001.13        500.000                 NaN            NaN   4.31879                 NaN            NaN   3.03232        7.24483                 NaN   43.5642       0.528534        41.3113     
  1000.00        500.000                 NaN            NaN   4.31683                 NaN            NaN   3.03382        7.24556                 NaN   43.5619       0.528557        41.3133     
