|6.6.6
Archiving\03_Data\eq/QFM_m5/TIS/TIS_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1362.18        2500.00        7.58269       0.918709        2.61330       0.281467E-002  0.497733        13.2706        8.31589        36.2420        23.7881        6.76819                 NaN            NaN
  1358.97        2500.00        3.74639       0.914867        1.85706       0.669206E-003  0.763673        6.20134        13.0667        41.3571        23.0578        9.03444                 NaN            NaN
  1355.77        2500.00        3.31187       0.914193        1.74154       0.343816E-003  0.800858        5.15789        13.7769        22.9052        42.0799        9.31137                 NaN            NaN
  1352.56        2500.00        2.88405       0.913468        1.62039                 NaN  0.839200        4.06891        14.5189        22.7371        42.8300        9.58800                 NaN            NaN
  1349.36        2500.00        2.88398       0.913473        1.62034                 NaN  0.839220        4.06888        14.5188        22.7370        42.8298        9.58852                 NaN            NaN
  1346.15        2500.00        2.03863       0.911938        1.36650                 NaN  0.914843        1.90217        16.0634        22.3714        44.2917        10.1394                 NaN            NaN
  1342.95        2500.00        1.63331       0.911050        1.22683                 NaN  0.960724       0.558298        16.9042        22.1426        45.2506        10.4124                 NaN            NaN
  1339.74        2500.00        1.26833       0.910292        1.09972                 NaN  0.981540                 NaN   17.6789        45.3291        22.0966        10.6355                 NaN            NaN
  1336.54        2500.00        1.26830       0.910296        1.09968                 NaN  0.981562                 NaN   17.6788        45.3289        22.0964        10.6361                 NaN            NaN
  1333.33        2500.00       0.628542       0.908913       0.858088                 NaN  0.988247                 NaN   19.1605        22.3117        44.1569        10.9871                 NaN            NaN
  1330.13        2500.00       0.628528       0.908916       0.858058                 NaN  0.988269                 NaN   19.1603        22.3116        44.1567        10.9877                 NaN            NaN
  1326.92        2500.00       0.183465E-001  0.907376       0.597854                 NaN  0.994534                 NaN   20.7521        22.5532        42.8538        11.3227                 NaN            NaN
  1323.72        2500.00                 NaN  0.906170       0.453337                 NaN  0.997788                 NaN   21.6418        22.7745        41.8704        11.3560                 NaN            NaN
  1320.51        2500.00                 NaN  0.904917       0.308689                 NaN   1.00199                 NaN   22.5386        22.9151        40.9352        11.3955                 NaN            NaN
  1317.31        2500.00                 NaN  0.904920       0.308678                 NaN   1.00201                 NaN   22.5385        22.9149        40.9350        11.3961                 NaN            NaN
  1314.10        2500.00                 NaN  0.902169       0.537422E-003            NaN   1.01554                 NaN   24.4673        23.2609        38.8242        11.5294                 NaN            NaN
  1310.90        2500.00                 NaN  0.902166                 NaN            NaN   1.01569                 NaN   24.4705        23.2733        38.8080        11.5304                 NaN            NaN
  1307.69        2500.00                 NaN  0.902159                 NaN            NaN   1.01366                 NaN   24.4751        23.2664        38.8058        11.5369                 NaN            NaN
  1304.49        2500.00                 NaN  0.902161                 NaN            NaN   1.01368                 NaN   24.4749        23.2662        38.8055        11.5375                 NaN            NaN
  1301.28        2500.00                 NaN  0.902164                 NaN            NaN   1.01370                 NaN   24.4747        23.2660        38.8053        11.5381                 NaN            NaN
  1298.08        2500.00                 NaN  0.902166                 NaN            NaN   1.01372                 NaN   24.4745        23.2658        38.8051        11.5387                 NaN            NaN
  1294.87        2500.00                 NaN  0.902168                 NaN            NaN   1.01375                 NaN   24.4744        23.2656        38.8048        11.5393                 NaN            NaN
  1291.67        2500.00                 NaN  0.902171                 NaN            NaN   1.01377                 NaN   24.4742        23.2654        38.8046        11.5398                 NaN            NaN
  1288.46        2500.00                 NaN  0.902173                 NaN            NaN   1.01379                 NaN   24.4740        23.2652        38.8044        11.5404                 NaN            NaN
  1285.26        2500.00                 NaN  0.902175                 NaN            NaN   1.01381                 NaN   24.4738        23.2650        38.8042        11.5410                 NaN            NaN
  1282.05        2500.00                 NaN  0.901689                 NaN            NaN   1.02907                 NaN   24.5788        38.4667        23.2000        11.8238                 NaN            NaN
  1278.85        2500.00                 NaN  0.901691                 NaN            NaN   1.02909                 NaN   24.5786        38.4665        23.1998        11.8244                 NaN            NaN
  1275.64        2500.00                 NaN  0.901693                 NaN            NaN   1.02911                 NaN   24.5784        38.4663        23.1995        11.8250                 NaN            NaN
  1272.44        2500.00                 NaN  0.901695                 NaN            NaN   1.02913                 NaN   24.5782        38.4660        23.1993        11.8256                 NaN            NaN
  1269.23        2500.00                 NaN  0.901697                 NaN            NaN   1.02915                 NaN   24.5780        38.4658        23.1991        11.8262                 NaN            NaN
  1266.03        2500.00                 NaN  0.901699                 NaN            NaN   1.02918                 NaN   24.5778        38.4656        23.1989        11.8268                 NaN            NaN
  1262.82        2500.00                 NaN  0.901701                 NaN            NaN   1.02920                 NaN   24.5776        38.4654        23.1987        11.8274                 NaN            NaN
  1259.62        2500.00                 NaN  0.901703                 NaN            NaN   1.02922                 NaN   24.5774        38.4651        23.1985        11.8280                 NaN            NaN
  1256.41        2500.00                 NaN  0.901261                 NaN            NaN   1.04502                 NaN   24.6700        23.1044        38.1961        12.0832                 NaN            NaN
  1253.21        2500.00                 NaN  0.901255                 NaN            NaN   1.03685       0.364771        24.6829        37.7537        23.1669        12.0921       0.158036E-002            NaN
  1250.00        2500.00                 NaN  0.901232                 NaN            NaN   1.02898       0.722515        24.6978        37.3070        23.2314        12.0951       0.159682E-001            NaN
  1246.79        2500.00                 NaN  0.901234                 NaN            NaN   1.02900       0.722509        24.6976        37.3068        23.2311        12.0957       0.159684E-001            NaN
  1243.59        2500.00                 NaN  0.901189                 NaN            NaN   1.01381        1.42736        24.7273        23.3394        36.4454        12.1005       0.450177E-001            NaN
  1240.38        2500.00                 NaN  0.901190                 NaN            NaN   1.01383        1.42735        24.7272        23.3392        36.4451        12.1011       0.450182E-001            NaN
  1237.18        2500.00                 NaN  0.901192                 NaN            NaN   1.01385        1.42734        24.7270        23.3390        36.4449        12.1017       0.450188E-001            NaN
  1233.97        2500.00                 NaN  0.901194                 NaN            NaN   1.01387        1.42732        24.7268        23.3388        36.4447        12.1023       0.450193E-001            NaN
  1230.77        2500.00                 NaN  0.901111                 NaN            NaN  0.986485        2.76044        24.7816        34.8416        23.5188        12.1125       0.974241E-001            NaN
  1227.56        2500.00                 NaN  0.901112                 NaN            NaN  0.986505        2.76042        24.7814        34.8414        23.5185        12.1132       0.974253E-001            NaN
  1224.36        2500.00                 NaN  0.901114                 NaN            NaN  0.986525        2.76040        24.7812        34.8412        23.5183        12.1138       0.974265E-001            NaN
  1221.15        2500.00                 NaN  0.901115                 NaN            NaN  0.986545        2.76037        24.7810        34.8410        23.5181        12.1144       0.974277E-001            NaN
  1217.95        2500.00                 NaN  0.901117                 NaN            NaN  0.986565        2.76035        24.7808        34.8408        23.5179        12.1150       0.974289E-001            NaN
  1214.74        2500.00                 NaN  0.901118                 NaN            NaN  0.986585        2.76033        24.7806        34.8407        23.5177        12.1156       0.974301E-001            NaN
  1211.54        2500.00                 NaN  0.901120                 NaN            NaN  0.986605        2.76031        24.7804        34.8405        23.5174        12.1162       0.974313E-001            NaN
  1208.33        2500.00                 NaN  0.901121                 NaN            NaN  0.986624        2.76028        24.7802        34.8403        23.5172        12.1168       0.974325E-001            NaN
  1205.13        2500.00                 NaN  0.900982                 NaN            NaN  0.942387        5.16171        24.8737        23.7592        32.0373        12.1422       0.182500                 NaN
  1201.92        2500.00                 NaN  0.900983                 NaN            NaN  0.942406        5.16167        24.8735        23.7590        32.0372        12.1428       0.182502                 NaN
  1198.72        2500.00                 NaN  0.900985                 NaN            NaN  0.942425        5.16162        24.8733        23.7588        32.0370        12.1434       0.182504                 NaN
  1195.51        2500.00                 NaN  0.900986                 NaN            NaN  0.942444        5.16158        24.8731        23.7585        32.0368        12.1440       0.182506                 NaN
  1192.31        2500.00                 NaN  0.900987                 NaN            NaN  0.942462        5.16154        24.8729        23.7583        32.0367        12.1446       0.182508                 NaN
  1189.10        2500.00                 NaN  0.900988                 NaN            NaN  0.942481        5.16150        24.8727        23.7581        32.0365        12.1453       0.182511                 NaN
  1185.90        2500.00                 NaN  0.900989                 NaN            NaN  0.942500        5.16146        24.8725        23.7579        32.0363        12.1459       0.182513                 NaN
  1182.69        2500.00                 NaN  0.900991                 NaN            NaN  0.942518        5.16142        24.8723        23.7576        32.0362        12.1465       0.182515                 NaN
  1179.49        2500.00                 NaN  0.900887                 NaN            NaN  0.910834        7.26800        24.9454        23.8797        29.6741        12.1765       0.244556                 NaN
  1176.28        2500.00                 NaN  0.900888                 NaN            NaN  0.910852        7.26795        24.9452        23.8795        29.6740        12.1771       0.244559                 NaN
  1173.08        2500.00                 NaN  0.900889                 NaN            NaN  0.910870        7.26789        24.9450        23.8793        29.6738        12.1777       0.244562                 NaN
  1169.87        2500.00                 NaN  0.900890                 NaN            NaN  0.910888        7.26783        24.9448        23.8790        29.6737        12.1783       0.244565                 NaN
  1166.67        2500.00                 NaN  0.900891                 NaN            NaN  0.910905        7.26777        24.9446        23.8788        29.6736        12.1789       0.244568                 NaN
  1163.46        2500.00                 NaN  0.900892                 NaN            NaN  0.910923        7.26772        24.9444        23.8786        29.6734        12.1795       0.244571                 NaN
  1160.26        2500.00                 NaN  0.900893                 NaN            NaN  0.910941        7.26766        24.9442        23.8783        29.6733        12.1802       0.244574                 NaN
  1157.05        2500.00                 NaN  0.900894                 NaN            NaN  0.910959        7.26760        24.9440        23.8781        29.6731        12.1808       0.244577                 NaN
  1153.85        2500.00                 NaN  0.900822                 NaN            NaN  0.889907        9.14088        24.9995        27.6467        23.9211        12.2148       0.286284                 NaN
  1150.64        2500.00                 NaN  0.900823                 NaN            NaN  0.889924        9.14081        24.9993        27.6466        23.9208        12.2154       0.286288                 NaN
  1147.44        2500.00                 NaN  0.900824                 NaN            NaN  0.889942        9.14074        24.9991        27.6465        23.9206        12.2161       0.286291                 NaN
  1144.23        2500.00                 NaN  0.900825                 NaN            NaN  0.889959        9.14067        24.9989        27.6463        23.9204        12.2167       0.286295                 NaN
  1141.03        2500.00                 NaN  0.900825                 NaN            NaN  0.889976        9.14060        24.9987        27.6462        23.9201        12.2173       0.286298                 NaN
  1137.82        2500.00                 NaN  0.900826                 NaN            NaN  0.889993        9.14052        24.9985        27.6461        23.9199        12.2179       0.286301                 NaN
  1134.62        2500.00                 NaN  0.900827                 NaN            NaN  0.890010        9.14045        24.9983        27.6460        23.9197        12.2185       0.286305                 NaN
  1131.41        2500.00                 NaN  0.900828                 NaN            NaN  0.890027        9.14038        24.9980        27.6458        23.9194        12.2191       0.286308                 NaN
  1128.21        2500.00                 NaN  0.900784                 NaN            NaN  0.877976        10.8309        25.0380        25.8721        23.9141        12.2575       0.308748                 NaN
  1125.00        2500.00                 NaN  0.900785                 NaN            NaN  0.877993        10.8308        25.0378        25.8720        23.9139        12.2581       0.308752                 NaN
  1121.79        2500.00                 NaN  0.900786                 NaN            NaN  0.878010        10.8307        25.0376        25.8718        23.9136        12.2587       0.308756                 NaN
  1118.59        2500.00                 NaN  0.900786                 NaN            NaN  0.878026        10.8306        25.0374        25.8717        23.9134        12.2593       0.308759                 NaN
  1115.38        2500.00                 NaN  0.900775                 NaN            NaN  0.874891        11.6232        25.0524        23.8967        25.0581        12.2801       0.313849                 NaN
  1112.18        2500.00                 NaN  0.900775                 NaN            NaN  0.874908        11.6232        25.0521        23.8964        25.0580        12.2807       0.313853                 NaN
  1108.97        2500.00                 NaN  0.900773                 NaN            NaN  0.874220        12.0051        25.0580        24.6718        23.8837        12.2916       0.314765                 NaN
  1105.77        2500.00                 NaN  0.900772                 NaN            NaN  0.874023        12.1940        25.0604        23.8791        24.4798        12.2976                 NaN  0.314275     
  1102.56        2500.00                 NaN  0.900769                 NaN            NaN  0.873992        12.3806        25.0632        24.2913        23.8714        12.3027                 NaN  0.316087     
  1099.36        2500.00                 NaN  0.900770                 NaN            NaN  0.874009        12.3805        25.0630        24.2912        23.8712        12.3033                 NaN  0.316086     
  1096.15        2500.00                 NaN  0.900770                 NaN            NaN  0.874025        12.3804        25.0627        24.2912        23.8709        12.3039                 NaN  0.316083     
  1092.95        2500.00                 NaN  0.900771                 NaN            NaN  0.874042        12.3803        25.0625        24.2911        23.8707        12.3045                 NaN  0.316080     
  1089.74        2500.00                 NaN  0.900771                 NaN            NaN  0.874058        12.3802        25.0623        24.2910        23.8705        12.3051                 NaN  0.316077     
  1086.54        2500.00                 NaN  0.900771                 NaN            NaN  0.874074        12.3801        25.0621        24.2909        23.8702        12.3058                 NaN  0.316074     
  1083.33        2500.00                 NaN  0.900772                 NaN            NaN  0.874091        12.3800        25.0619        24.2908        23.8700        12.3064                 NaN  0.316070     
  1080.13        2500.00                 NaN  0.900772                 NaN            NaN  0.874107        12.3799        25.0617        24.2907        23.8698        12.3070                 NaN  0.316065     
  1076.92        2500.00                 NaN  0.900762                 NaN            NaN  0.877579        13.8173        25.0787        22.8506        23.8082        12.3420                 NaN  0.324945     
  1073.72        2500.00                 NaN  0.900762                 NaN            NaN  0.877596        13.8172        25.0785        22.8505        23.8080        12.3426                 NaN  0.324939     
  1070.51        2500.00                 NaN  0.900763                 NaN            NaN  0.877612        13.8170        25.0783        22.8504        23.8077        12.3432                 NaN  0.324934     
  1067.31        2500.00                 NaN  0.900763                 NaN            NaN  0.877628        13.8169        25.0781        22.8503        23.8075        12.3439                 NaN  0.324927     
  1064.10        2500.00                 NaN  0.900763                 NaN            NaN  0.877644        13.8168        25.0778        22.8503        23.8072        12.3445                 NaN  0.324921     
  1060.90        2500.00                 NaN  0.900763                 NaN            NaN  0.877661        13.8167        25.0776        22.8502        23.8070        12.3451                 NaN  0.324914     
  1057.69        2500.00                 NaN  0.900763                 NaN            NaN  0.877677        13.8166        25.0774        22.8501        23.8068        12.3457                 NaN  0.324907     
  1054.49        2500.00                 NaN  0.900764                 NaN            NaN  0.877693        13.8165        25.0772        22.8500        23.8065        12.3463                 NaN  0.324900     
  1051.28        2500.00                 NaN  0.900766                 NaN            NaN  0.888240        15.1599        25.0843        23.7252        21.5325        12.3802                 NaN  0.328791     
  1048.08        2500.00                 NaN  0.900766                 NaN            NaN  0.888257        15.1598        25.0841        23.7250        21.5325        12.3808                 NaN  0.328783     
  1044.87        2500.00                 NaN  0.900766                 NaN            NaN  0.888273        15.1597        25.0839        23.7248        21.5324        12.3814                 NaN  0.328776     
  1041.67        2500.00                 NaN  0.900766                 NaN            NaN  0.888289        15.1596        25.0837        23.7245        21.5323        12.3820                 NaN  0.328768     
  1038.46        2500.00                 NaN  0.900766                 NaN            NaN  0.888305        15.1595        25.0835        23.7243        21.5323        12.3826                 NaN  0.328761     
  1035.26        2500.00                 NaN  0.900766                 NaN            NaN  0.888322        15.1594        25.0833        23.7240        21.5322        12.3832                 NaN  0.328753     
  1032.05        2500.00                 NaN  0.900766                 NaN            NaN  0.888338        15.1593        25.0831        23.7238        21.5321        12.3839                 NaN  0.328746     
  1028.85        2500.00                 NaN  0.900766                 NaN            NaN  0.888354        15.1592        25.0828        23.7236        21.5321        12.3845                 NaN  0.328738     
  1025.64        2500.00                 NaN  0.900778                 NaN            NaN  0.905887        16.4230        25.0804        20.3142        23.6299        12.4168                 NaN  0.328982     
  1022.44        2500.00                 NaN  0.900778                 NaN            NaN  0.905904        16.4228        25.0802        20.3142        23.6297        12.4174                 NaN  0.328975     
  1019.23        2500.00                 NaN  0.900778                 NaN            NaN  0.905920        16.4227        25.0800        20.3141        23.6295        12.4180                 NaN  0.328967     
  1016.03        2500.00                 NaN  0.900778                 NaN            NaN  0.905936        16.4226        25.0798        20.3141        23.6292        12.4186                 NaN  0.328960     
  1012.82        2500.00                 NaN  0.900778                 NaN            NaN  0.905953        16.4225        25.0796        20.3140        23.6290        12.4193                 NaN  0.328952     
  1009.62        2500.00                 NaN  0.900777                 NaN            NaN  0.905969        16.4224        25.0793        20.3140        23.6287        12.4199                 NaN  0.328945     
  1006.41        2500.00                 NaN  0.900777                 NaN            NaN  0.905985        16.4222        25.0791        20.3139        23.6285        12.4205                 NaN  0.328938     
  1003.21        2500.00                 NaN  0.900777                 NaN            NaN  0.906001        16.4221        25.0789        20.3139        23.6283        12.4211                 NaN  0.328931     
  1000.00        2500.00                 NaN  0.900800                 NaN            NaN  0.930433        17.6229        25.0675        19.1757        23.5251        12.4507                 NaN  0.326833     
