|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1332.49        2500.00                 NaN   99.3799                 NaN            NaN  0.102948       0.272733       0.242440E-001            NaN  0.220141                 NaN            NaN            NaN            NaN            NaN
  1330.97        2500.00                 NaN   99.2462                 NaN            NaN  0.151598       0.322007                 NaN            NaN  0.279755       0.444046E-003            NaN            NaN            NaN            NaN
  1329.45        2500.00                 NaN   99.5027                 NaN            NaN  0.582390E-001  0.186908       0.843128E-001            NaN  0.167816                 NaN            NaN            NaN            NaN            NaN
  1327.94        2500.00                 NaN   99.3766                 NaN            NaN  0.893034E-001  0.224294       0.893826E-001            NaN  0.220408                 NaN            NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.3837                 NaN            NaN  0.876171E-001  0.221459       0.896067E-001            NaN  0.217593                 NaN            NaN            NaN            NaN            NaN
  1324.90        2500.00                 NaN   99.3911                 NaN            NaN  0.865259E-001  0.218754       0.886105E-001            NaN  0.214988                 NaN            NaN            NaN            NaN            NaN
  1323.38        2500.00                 NaN   99.3971                 NaN            NaN  0.831724E-001  0.215241       0.924514E-001            NaN  0.212069                 NaN            NaN            NaN            NaN            NaN
  1321.86        2500.00                 NaN   99.4044                 NaN            NaN  0.821098E-001  0.213693       0.905423E-001            NaN  0.209233                 NaN            NaN            NaN            NaN            NaN
  1320.34        2500.00                 NaN   99.4106                 NaN            NaN  0.803986E-001  0.211008       0.911924E-001            NaN  0.206833                 NaN            NaN            NaN            NaN            NaN
  1318.83        2500.00                 NaN   99.4169                 NaN            NaN  0.785145E-001  0.208445       0.918325E-001            NaN  0.204259                 NaN            NaN            NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.4225                 NaN            NaN  0.765597E-001  0.205913       0.930768E-001            NaN  0.201996                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4297                 NaN            NaN  0.747287E-001  0.941990E-001  0.202282                 NaN  0.199111                 NaN            NaN            NaN            NaN            NaN
  1314.27        2500.00                 NaN   77.1326                 NaN            NaN  0.443344E-001   2.58526        2.55551                 NaN   3.00809       0.170525        14.5037                 NaN            NaN            NaN
  1312.75        2500.00                 NaN   72.6049                 NaN            NaN            NaN   3.43550        2.59337                 NaN   3.64356       0.275862        17.4469                 NaN            NaN            NaN
  1311.24        2500.00                 NaN   77.1453                 NaN            NaN            NaN   2.15084        2.89588                 NaN   3.04049       0.225430        14.5420                 NaN            NaN            NaN
  1309.72        2500.00                 NaN   80.3160                 NaN            NaN            NaN   1.84451        2.51765                 NaN   2.61997       0.189618        12.5123                 NaN            NaN            NaN
  1308.20        2500.00                 NaN   82.6881                 NaN            NaN            NaN   1.61990        2.23104                 NaN   2.30574       0.162343        10.9929                 NaN            NaN            NaN
  1306.68        2500.00                 NaN   84.4747                 NaN            NaN            NaN   1.43596        2.02932                 NaN   2.06902       0.141914        9.84914                 NaN            NaN            NaN
  1305.16        2500.00                 NaN   85.8681                 NaN            NaN            NaN   1.87688        1.28830                 NaN   1.88464       0.125492        8.95660                 NaN            NaN            NaN
  1303.64        2500.00                 NaN   86.9929                 NaN            NaN            NaN   1.78025        1.14179                 NaN   1.73599       0.112359        8.23675                 NaN            NaN            NaN
  1302.13        2500.00                 NaN   87.9072                 NaN            NaN            NaN  0.846079        1.87873                 NaN   1.61506       0.101374        7.65158                 NaN            NaN            NaN
  1300.61        2500.00                 NaN   88.6567                 NaN            NaN            NaN   2.56307                 NaN            NaN   1.51585       0.920306E-001   7.17240                 NaN            NaN            NaN
  1299.09        2500.00                 NaN   89.2895                 NaN            NaN            NaN   2.42468                 NaN            NaN   1.43089       0.843485E-001   6.77058                 NaN            NaN            NaN
  1297.57        2500.00                 NaN   89.2446                 NaN            NaN            NaN   1.64683       0.799756                 NaN   1.45922       0.721359E-001   6.77748                 NaN            NaN            NaN
  1296.05        2500.00                 NaN   90.6569                 NaN            NaN            NaN   2.10471                 NaN            NaN   1.21996       0.786717E-001   5.93974                 NaN            NaN            NaN
  1294.53        2500.00                 NaN   89.3845                 NaN            NaN            NaN   1.88239       0.243507E-001            NaN   1.39629       0.143915        7.16854                 NaN            NaN            NaN
  1293.02        2500.00                 NaN   86.3044                 NaN            NaN            NaN   2.77238       0.782630                 NaN   1.94199       0.287578E-002   8.06768       0.128019                 NaN            NaN
  1291.50        2500.00                 NaN   87.6230                 NaN            NaN            NaN   2.52106                 NaN            NaN   1.46357       0.394493E-001   8.08432       0.268627                 NaN            NaN
  1289.98        2500.00                 NaN   67.6277                 NaN            NaN            NaN   5.81087                 NaN            NaN   4.10108       0.276988        21.4152       0.768201                 NaN            NaN
  1288.46        2500.00                 NaN   43.8278                 NaN            NaN            NaN   9.86593                 NaN            NaN   5.93923       0.395288        38.7285        1.24319                 NaN            NaN
  1286.94        2500.00                 NaN   84.2679                 NaN            NaN            NaN   2.06174                 NaN            NaN   2.58581       0.412280E-001   10.7102       0.333212                 NaN            NaN
  1285.43        2500.00                 NaN   85.4206                 NaN            NaN            NaN   2.71955                 NaN            NaN   1.97639                 NaN   9.63257       0.250871                 NaN            NaN
  1283.91        2500.00                 NaN   84.9166                 NaN            NaN            NaN   3.43590                 NaN            NaN   2.16462       0.440783        8.89186       0.150207                 NaN            NaN
  1282.39        2500.00                 NaN   90.7276                 NaN            NaN            NaN            NaN            NaN            NaN  0.907849                 NaN   8.00502       0.359569                 NaN            NaN
  1280.87        2500.00                 NaN   97.8166                 NaN            NaN            NaN            NaN            NaN            NaN  0.356125                 NaN   1.74666       0.806605E-001            NaN            NaN
  1279.35        2500.00                 NaN   92.2295                 NaN            NaN            NaN   2.07101       0.261956                 NaN  0.569757                 NaN   4.68047       0.187271                 NaN            NaN
  1277.83        2500.00                 NaN   74.0843                 NaN            NaN            NaN   2.78891        2.78422                 NaN   3.19066                 NaN   16.5791       0.572771                 NaN            NaN
  1276.32        2500.00                 NaN   98.5381                 NaN            NaN            NaN   1.33199                 NaN            NaN  0.125429                 NaN            NaN  0.446034E-002            NaN            NaN
  1274.80        2500.00                 NaN   94.1527                 NaN            NaN            NaN  0.297011                 NaN            NaN  0.738554                 NaN   4.71762       0.941524E-001            NaN            NaN
  1273.28        2500.00                 NaN   99.1618                 NaN            NaN            NaN  0.555583                 NaN            NaN  0.165995                 NaN            NaN  0.116646                 NaN            NaN
  1271.76        2500.00                 NaN   99.0834                 NaN            NaN            NaN  0.842422                 NaN            NaN  0.442876E-001            NaN            NaN  0.298570E-001            NaN            NaN
  1270.24        2500.00                 NaN   93.6206                 NaN            NaN            NaN  0.874652                 NaN            NaN  0.592304                 NaN   4.91244                 NaN            NaN            NaN
  1268.73        2500.00                 NaN   96.3711                 NaN            NaN            NaN  0.194600                 NaN            NaN  0.430545                 NaN   2.61562       0.388100                 NaN            NaN
  1267.21        2500.00                 NaN   98.4268                 NaN            NaN            NaN   1.15181                 NaN            NaN  0.294440                 NaN  0.126936                 NaN            NaN            NaN
  1265.69        2500.00                 NaN   1.68212        66.2328                 NaN            NaN   2.49692       0.231119E-002  0.295009        3.61786                 NaN   24.6698        1.00325                 NaN            NaN
  1264.17        2500.00                 NaN   98.5865                 NaN            NaN            NaN   1.41352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1262.65        2500.00                 NaN   98.4431                 NaN            NaN            NaN   1.55692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.13        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1259.62        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.10        2500.00                 NaN   99.9999       0.680282E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1256.58        2500.00                 NaN   98.3664                 NaN            NaN            NaN  0.166408        1.03171                 NaN  0.435453                 NaN            NaN            NaN            NaN            NaN
  1255.06        2500.00                 NaN   99.6239                 NaN            NaN            NaN  0.376102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1253.54        2500.00                 NaN   99.8809                 NaN            NaN            NaN  0.119127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.02        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1250.51        2500.00                 NaN   99.2719                 NaN            NaN            NaN            NaN            NaN            NaN  0.909085E-001            NaN  0.637159                 NaN            NaN            NaN
  1248.99        2500.00                 NaN   99.1116                 NaN            NaN            NaN  0.840367                 NaN            NaN  0.480682E-001            NaN            NaN            NaN            NaN            NaN
  1247.47        2500.00                 NaN   99.7633                 NaN            NaN            NaN  0.236659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.95        2500.00                 NaN   98.7945                 NaN            NaN            NaN   1.04014       0.162634E-001            NaN  0.143856                 NaN            NaN  0.528744E-002            NaN            NaN
  1244.43        2500.00                 NaN   99.3820                 NaN            NaN            NaN  0.237899                 NaN            NaN  0.107869                 NaN  0.248800       0.233932E-001            NaN            NaN
  1242.92        2500.00                 NaN   98.7601                 NaN            NaN            NaN  0.104082E-001            NaN            NaN  0.185339                 NaN   1.01853       0.256442E-001            NaN            NaN
  1241.40        2500.00                 NaN   98.5647                 NaN            NaN            NaN  0.338435                 NaN            NaN  0.133157                 NaN  0.945753       0.179947E-001            NaN            NaN
  1239.88        2500.00                 NaN   98.5111                 NaN            NaN            NaN            NaN            NaN            NaN  0.950776E-001            NaN   1.36049       0.333295E-001            NaN            NaN
  1238.36        2500.00                 NaN   98.8364                 NaN            NaN            NaN  0.513028                 NaN            NaN  0.246916                 NaN  0.393316       0.103273E-001            NaN            NaN
  1236.84        2500.00                 NaN   98.0685                 NaN            NaN            NaN            NaN            NaN            NaN  0.257361                 NaN   1.65754       0.165958E-001            NaN            NaN
  1235.32        2500.00                 NaN   97.8685                 NaN            NaN            NaN  0.712590                 NaN            NaN  0.143867                 NaN   1.23448       0.405280E-001            NaN            NaN
  1233.81        2500.00                 NaN   97.5582                 NaN            NaN            NaN  0.470717       0.195492                 NaN  0.245041                 NaN   1.49369       0.368154E-001            NaN            NaN
  1232.29        2500.00                 NaN   83.7317                 NaN            NaN            NaN   1.00806                 NaN            NaN   1.03239                 NaN   8.50302       0.210161        5.51471                 NaN
  1230.77        2500.00                 NaN   73.6713                 NaN            NaN            NaN  0.755622        2.85300                 NaN   2.37187                 NaN   12.0711       0.133519        8.14363                 NaN
  1229.25        2500.00                 NaN            NaN            NaN            NaN   3.14446        6.28692                 NaN            NaN   7.81205                 NaN   47.2411       0.760700        34.7548                 NaN
  1227.73        2500.00                 NaN            NaN            NaN            NaN   3.14591        6.28494                 NaN            NaN   7.81241                 NaN   47.2396       0.760603        34.7566                 NaN
  1226.21        2500.00                 NaN            NaN            NaN            NaN   2.24865        7.92237                 NaN            NaN   7.97873                 NaN   46.7299       0.699459        34.4209                 NaN
  1224.70        2500.00                 NaN            NaN            NaN            NaN   2.70503        7.11593       0.204539E-005            NaN   7.91499                 NaN   46.9361       0.726828        34.6011                 NaN
  1223.18        2500.00                 NaN            NaN            NaN            NaN            NaN   3.58391        8.15304                 NaN   8.11770                 NaN   46.0717       0.572750        33.5009                 NaN
  1221.66        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97781        8.75465                 NaN   8.14378                 NaN   46.0551       0.571021        33.4976                 NaN
  1220.14        2500.00                 NaN            NaN            NaN            NaN   3.15700        6.26749                 NaN            NaN   7.81794                 NaN   47.2302       0.760161        34.7672                 NaN
  1218.62        2500.00                 NaN            NaN            NaN            NaN   3.20326        6.20001                 NaN            NaN   7.81746                 NaN   47.2288       0.760247        34.7902                 NaN
  1217.11        2500.00                 NaN            NaN            NaN            NaN   3.93552       0.354821E-002            NaN            NaN   7.40545                 NaN   48.7001       0.868283        34.8424        4.24469     
  1215.59        2500.00                 NaN            NaN            NaN            NaN   3.21143        6.18711                 NaN            NaN   7.81698                 NaN   47.2280       0.760410        34.7960                 NaN
  1214.07        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25608        4.59512                 NaN   8.24258                 NaN   45.8196       0.552354        33.5342                 NaN
  1212.55        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25830        4.59414                 NaN   8.24550                 NaN   45.8148       0.551851        33.5354                 NaN
  1211.03        2500.00                 NaN            NaN            NaN            NaN            NaN   7.29394        4.55988                 NaN   8.24952                 NaN   45.8087       0.551332        33.5366                 NaN
  1209.51        2500.00                 NaN            NaN            NaN            NaN            NaN   7.32409        4.53116                 NaN   8.25348                 NaN   45.8026       0.550807        33.5378                 NaN
  1208.00        2500.00                 NaN            NaN            NaN            NaN   3.23449        6.15251                 NaN            NaN   7.81248                 NaN   47.2268       0.761100        34.8126                 NaN
  1206.48        2500.00                 NaN            NaN            NaN            NaN   3.23760        6.14789                 NaN            NaN   7.81255                 NaN   47.2257       0.761094        34.8152                 NaN
  1204.96        2500.00                 NaN            NaN            NaN            NaN   3.24079        6.14297                 NaN            NaN   7.81269                 NaN   47.2247       0.761108        34.8178                 NaN
  1203.44        2500.00                 NaN            NaN            NaN            NaN   3.23929        6.14636                 NaN            NaN   7.81515                 NaN   47.2197       0.760924        34.8186                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN   3.24397        6.13825                 NaN            NaN   7.81478                 NaN   47.2203       0.761100        34.8216                 NaN
  1200.41        2500.00                 NaN            NaN            NaN            NaN            NaN   7.54805        4.31587                 NaN   8.27778                 NaN   45.7657       0.547575        33.5450                 NaN
  1198.89        2500.00                 NaN            NaN            NaN            NaN   3.25416        6.12278                 NaN            NaN   7.81316                 NaN   47.2196       0.761629        34.8287                 NaN
  1197.37        2500.00                 NaN            NaN            NaN            NaN   3.25762        6.11734                 NaN            NaN   7.81317                 NaN   47.2190       0.761631        34.8313                 NaN
  1195.85        2500.00                 NaN            NaN            NaN            NaN   3.93406       0.287099E-002            NaN            NaN   7.40498                 NaN   48.6905       0.868005        34.8557        4.24395     
  1194.33        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68250        4.18784                 NaN   8.29465                 NaN   45.7398       0.545314        33.5499                 NaN
  1192.81        2500.00                 NaN            NaN            NaN            NaN   3.26920        6.09678                 NaN            NaN   7.81332                 NaN   47.2205       0.761598        34.8385                 NaN
  1191.30        2500.00                 NaN            NaN            NaN            NaN            NaN   7.73642        4.13721                 NaN   8.30207                 NaN   45.7277       0.544140        33.5525                 NaN
  1189.78        2500.00                 NaN            NaN            NaN            NaN            NaN   7.76699        4.10835                 NaN   8.30612                 NaN   45.7213       0.543549        33.5537                 NaN
  1188.26        2500.00                 NaN            NaN            NaN            NaN   3.27885        6.08202       0.912967E-006            NaN   7.81312                 NaN   47.2180       0.761667        34.8463                 NaN
  1186.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.82719        4.05162                 NaN   8.31423                 NaN   45.7083       0.542354        33.5563                 NaN
  1185.22        2500.00                 NaN            NaN            NaN            NaN            NaN   1.61329        10.2719                 NaN   8.28721                 NaN   45.7011       0.557729        33.5688                 NaN
  1183.70        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9809                 NaN            NaN   8.35728                 NaN   45.5412       0.530145        33.5905                 NaN
  1182.19        2500.00                 NaN            NaN            NaN            NaN   3.20700        6.18760                 NaN            NaN   7.81302                 NaN   47.2139       0.761536        34.8170                 NaN
  1180.67        2500.00                 NaN            NaN            NaN            NaN            NaN   7.94442        3.94162                 NaN   8.33044                 NaN   45.6822       0.539903        33.5614                 NaN
  1179.15        2500.00                 NaN            NaN            NaN            NaN            NaN   7.97198        3.91594                 NaN   8.33450                 NaN   45.6756       0.539276        33.5627                 NaN
  1177.63        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00028        3.88953                 NaN   8.33855                 NaN   45.6690       0.538646        33.5640                 NaN
  1176.11        2500.00                 NaN            NaN            NaN            NaN            NaN   9.18274        2.73634                 NaN   8.33702                 NaN   45.6157       0.548149        33.5801                 NaN
  1174.60        2500.00                 NaN            NaN            NaN            NaN   3.30694        6.03932                 NaN            NaN   7.81267                 NaN   47.2100       0.761792        34.8693                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN            NaN   9.21856        2.70925                 NaN   8.34506                 NaN   45.5979       0.545503        33.5837                 NaN
  1171.56        2500.00                 NaN            NaN            NaN            NaN   3.91742       0.139993                 NaN            NaN   7.41370                 NaN   48.6462       0.865292        34.8704        4.14700     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   3.31595        6.02601                 NaN            NaN   7.81291                 NaN   47.2066       0.761689        34.8769                 NaN
  1168.52        2500.00                 NaN            NaN            NaN            NaN   3.93229       0.900192E-003            NaN            NaN   7.40431                 NaN   48.6784       0.867670        34.8726        4.24378     
  1167.00        2500.00                 NaN            NaN            NaN            NaN            NaN   8.19617        3.70637                 NaN   8.36818                 NaN   45.6222       0.534147        33.5729                 NaN
  1165.49        2500.00                 NaN            NaN            NaN            NaN            NaN   8.21684        3.68889                 NaN   8.37098                 NaN   45.6152       0.533424        33.5747                 NaN
  1163.97        2500.00                 NaN            NaN            NaN            NaN            NaN   8.24217        3.66562                 NaN   8.37503                 NaN   45.6084       0.532749        33.5761                 NaN
  1162.45        2500.00                 NaN            NaN            NaN            NaN            NaN   8.26741        3.64250                 NaN   8.37908                 NaN   45.6015       0.532069        33.5774                 NaN
  1160.93        2500.00                 NaN            NaN            NaN            NaN            NaN   8.29233        3.61972                 NaN   8.38313                 NaN   45.5946       0.531384        33.5788                 NaN
  1159.41        2500.00                 NaN            NaN            NaN            NaN   3.93163       0.952026E-003            NaN            NaN   7.40414                 NaN   48.6742       0.867547        34.8783        4.24323     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   8.34120        3.57520                 NaN   8.39121                 NaN   45.5808       0.530001        33.5816                 NaN
  1156.38        2500.00                 NaN            NaN            NaN            NaN            NaN   8.36514        3.55347                 NaN   8.39525                 NaN   45.5739       0.529302        33.5829                 NaN
  1154.86        2500.00                 NaN            NaN            NaN            NaN            NaN   8.38874        3.53208                 NaN   8.39927                 NaN   45.5670       0.528601        33.5843                 NaN
  1153.34        2500.00                 NaN            NaN            NaN            NaN            NaN   8.41201        3.51108                 NaN   8.40332                 NaN   45.5600       0.527890        33.5857                 NaN
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   8.43436        3.49101                 NaN   8.40735                 NaN   45.5530       0.527177        33.5871                 NaN
  1150.30        2500.00                 NaN            NaN            NaN            NaN            NaN   8.45737        3.47029                 NaN   8.41138                 NaN   45.5460       0.526461        33.5885                 NaN
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   9.64505        2.20608                 NaN   8.36746                 NaN   45.6716       0.539059        33.5708                 NaN
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   8.50796        3.42445                 NaN   8.41967                 NaN   45.5316       0.524977        33.5914                 NaN
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   8.52246        3.41223                 NaN   8.42344                 NaN   45.5248       0.524280        33.5928                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   8.54354        3.39353                 NaN   8.42746                 NaN   45.5177       0.523543        33.5942                 NaN
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   8.56536        3.37412                 NaN   8.43149                 NaN   45.5106       0.522802        33.5957                 NaN
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   8.58585        3.35605                 NaN   8.43551                 NaN   45.5034       0.522058        33.5971                 NaN
  1139.68        2500.00                 NaN            NaN            NaN            NaN   3.37463        5.93729                 NaN            NaN   7.81236                 NaN   47.1872       0.761998        34.9265                 NaN
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   8.62562        3.32121                 NaN   8.44352                 NaN   45.4891       0.520554        33.6000                 NaN
  1136.64        2500.00                 NaN            NaN            NaN            NaN   3.38036        5.92868                 NaN            NaN   7.81253                 NaN   47.1850       0.761987        34.9314                 NaN
  1135.12        2500.00                 NaN            NaN            NaN            NaN   3.38310        5.92465                 NaN            NaN   7.81247                 NaN   47.1840       0.761980        34.9338                 NaN
  1133.60        2500.00                 NaN            NaN            NaN            NaN   3.38587        5.92051                 NaN            NaN   7.81247                 NaN   47.1829       0.761986        34.9362                 NaN
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   8.70050        3.25641                 NaN   8.45950                 NaN   45.4602       0.517497        33.6059                 NaN
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   8.71830        3.24120                 NaN   8.46348                 NaN   45.4529       0.516721        33.6074                 NaN
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   8.73582        3.22631                 NaN   8.46747                 NaN   45.4456       0.515940        33.6088                 NaN
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   8.75310        3.21164                 NaN   8.47145                 NaN   45.4383       0.515160        33.6103                 NaN
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   8.76948        3.19791                 NaN   8.47541                 NaN   45.4310       0.514371        33.6118                 NaN
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.02339        9.85488                 NaN   8.43819                 NaN   45.5715       0.525256        33.5867                 NaN
  1122.98        2500.00                 NaN            NaN            NaN            NaN   3.40365        5.89675                 NaN            NaN   7.81557                 NaN   47.1694       0.761404        34.9533                 NaN
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.81752        3.15790                 NaN   8.48730                 NaN   45.4090       0.511985        33.6163                 NaN
  1119.94        2500.00                 NaN            NaN            NaN            NaN   3.40929        5.88752                 NaN            NaN   7.81564                 NaN   47.1684       0.761416        34.9578                 NaN
  1118.42        2500.00                 NaN            NaN            NaN            NaN   3.41200        5.88345                 NaN            NaN   7.81574                 NaN   47.1673       0.761399        34.9601                 NaN
  1116.90        2500.00                 NaN            NaN            NaN            NaN   3.41463        5.87982                 NaN            NaN   7.81593                 NaN   47.1657       0.761368        34.9626                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN   3.41752        5.87548                 NaN            NaN   7.81451                 NaN   47.1652       0.761895        34.9654                 NaN
  1113.87        2500.00                 NaN            NaN            NaN            NaN   3.41976        5.87258                 NaN            NaN   7.81625                 NaN   47.1628       0.761310        34.9673                 NaN
  1112.35        2500.00                 NaN            NaN            NaN            NaN   3.42231        5.86895                 NaN            NaN   7.81641                 NaN   47.1613       0.761282        34.9697                 NaN
  1110.83        2500.00                 NaN            NaN            NaN            NaN   3.42485        5.86533                 NaN            NaN   7.81656                 NaN   47.1599       0.761255        34.9721                 NaN
  1109.31        2500.00                 NaN            NaN            NaN            NaN   3.42737        5.86168                 NaN            NaN   7.81671                 NaN   47.1586       0.761229        34.9744                 NaN
  1107.79        2500.00                 NaN            NaN            NaN            NaN   3.42989        5.85805                 NaN            NaN   7.81686                 NaN   47.1573       0.761204        34.9767                 NaN
  1106.28        2500.00                 NaN            NaN            NaN            NaN   3.43309        5.85277                 NaN            NaN   7.81510                 NaN   47.1577       0.761821        34.9795                 NaN
  1104.76        2500.00                 NaN            NaN            NaN            NaN   3.43568        5.84902                 NaN            NaN   7.81520                 NaN   47.1564       0.761808        34.9819                 NaN
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.97735        9.93987                 NaN   8.49474                 NaN   45.4660       0.513813        33.6082                 NaN
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.02670        2.99079                 NaN   8.54137                 NaN   45.3034       0.499999        33.6377                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   9.70660        2.38505                 NaN   8.48049                 NaN   45.2566       0.501364        33.6699                 NaN
  1098.68        2500.00                 NaN            NaN            NaN            NaN   3.36715        5.94710       0.163497E-004            NaN   7.81447                 NaN   47.1564       0.761702        34.9532                 NaN
  1097.17        2500.00                 NaN            NaN            NaN            NaN   3.36973        5.94334       0.163824E-004            NaN   7.81456                 NaN   47.1551       0.761688        34.9555                 NaN
  1095.65        2500.00                 NaN            NaN            NaN            NaN   3.37231        5.93961       0.162473E-004            NaN   7.81466                 NaN   47.1539       0.761673        34.9579                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN   3.37487        5.93589       0.164185E-004            NaN   7.81475                 NaN   47.1526       0.761657        34.9602                 NaN
  1092.61        2500.00                 NaN            NaN            NaN            NaN   3.37742        5.93220       0.162255E-004            NaN   7.81485                 NaN   47.1513       0.761641        34.9626                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN   3.37996        5.92852       0.159487E-004            NaN   7.81495                 NaN   47.1500       0.761624        34.9649                 NaN
  1089.58        2500.00                 NaN            NaN            NaN            NaN   3.38249        5.92487       0.158574E-004            NaN   7.81505                 NaN   47.1487       0.761607        34.9672                 NaN
  1088.06        2500.00                 NaN            NaN            NaN            NaN   3.38501        5.92124       0.157741E-004            NaN   7.81515                 NaN   47.1474       0.761588        34.9696                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   1.95463        9.99333                 NaN   8.53869                 NaN   45.3842       0.504362        33.6248                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07546        2.96993       0.101209E-005   8.58078                 NaN   45.2280       0.491791        33.6540                 NaN
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07673        2.97176                 NaN   8.58450                 NaN   45.2204       0.490935        33.6556                 NaN
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   9.08637        2.96529       0.989686E-006   8.58842                 NaN   45.2126       0.490038        33.6573                 NaN
  1080.47        2500.00                 NaN            NaN            NaN            NaN   3.47506        5.79038       0.133379E-004            NaN   7.81587                 NaN   47.1396       0.761239        35.0179                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN   3.39991        5.89987       0.153173E-004            NaN   7.81584                 NaN   47.1394       0.761465        34.9835                 NaN
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.59645        10.5011                 NaN   8.49524                 NaN   45.2296       0.494394        33.6832                 NaN
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10430        2.96002       0.898927E-006   8.60357                 NaN   45.1818       0.486509        33.6638                 NaN
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10805        2.95950                 NaN   8.60737                 NaN   45.1740       0.485606        33.6654                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN   3.45089        5.81982                 NaN            NaN   7.81125                 NaN   47.1448       0.762878        35.0104                 NaN
  1071.36        2500.00                 NaN            NaN            NaN            NaN   3.45341        5.81629                 NaN            NaN   7.81124                 NaN   47.1434       0.762892        35.0128                 NaN
  1069.84        2500.00                 NaN            NaN            NaN            NaN   3.45589        5.81283                 NaN            NaN   7.81125                 NaN   47.1420       0.762897        35.0152                 NaN
  1068.32        2500.00                 NaN            NaN            NaN            NaN   3.44952        5.82573                 NaN            NaN   7.81266                 NaN   47.1354       0.762451        35.0142                 NaN
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12195        2.96175                 NaN   8.62616                 NaN   45.1353       0.481149        33.6737                 NaN
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12348        2.96350                 NaN   8.62987                 NaN   45.1275       0.480254        33.6754                 NaN
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   9.12467        2.96567                 NaN   8.63361                 NaN   45.1196       0.479350        33.6771                 NaN
