|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1208.79        2500.00                 NaN   8.99455        3.09617                 NaN            NaN            NaN   8.51625       0.634807        46.2964        32.4618     
  1207.57        2500.00                 NaN   9.00969        3.08183                 NaN            NaN            NaN   8.52019       0.634376        46.2913        32.4626     
  1206.35        2500.00                 NaN   8.95463        3.13259       0.155823E-004            NaN            NaN   8.52260       0.635175        46.2928        32.4622     
  1205.13        2500.00                 NaN   9.03847        3.04965                 NaN            NaN            NaN   8.52846       0.634610        46.2863        32.4625     
  1203.91        2500.00                 NaN   9.26324        2.82584       0.397699E-005            NaN            NaN   8.54122       0.633715        46.2738        32.4622     
  1202.69        2500.00                 NaN   8.98981        3.10058       0.137840E-004            NaN            NaN   8.53389       0.633894        46.2772        32.4646     
  1201.47        2500.00                 NaN   9.27960        2.81146                 NaN            NaN            NaN   8.54547       0.632767        46.2671        32.4636     
  1200.24        2500.00                 NaN   9.10050        2.99190                 NaN            NaN            NaN   8.54379       0.632837        46.2654        32.4656     
  1199.02        2500.00                 NaN   9.30851        2.78480                 NaN            NaN            NaN   8.55326       0.631869        46.2563        32.4653     
  1197.80        2500.00                 NaN   9.31977        2.77482                 NaN            NaN            NaN   8.55707       0.631386        46.2509        32.4661     
  1196.58        2500.00                 NaN   9.14487        2.95105                 NaN            NaN            NaN   8.55555       0.631445        46.2491        32.4680     
  1195.36        2500.00                 NaN   9.35551        2.74142                 NaN            NaN            NaN   8.56507       0.630411        46.2400        32.4676     
  1194.14        2500.00                 NaN   9.17410        2.92422                 NaN            NaN            NaN   8.56330       0.630514        46.2382        32.4696     
  1192.92        2500.00                 NaN   9.18833        2.91120                 NaN            NaN            NaN   8.56721       0.630044        46.2328        32.4705     
  1191.70        2500.00                 NaN   9.39727        2.70341                 NaN            NaN            NaN   8.57695       0.628978        46.2234        32.4700     
  1190.48        2500.00                 NaN   9.42244        2.67986                 NaN            NaN            NaN   8.58146       0.628466        46.2168        32.4710     
  1189.26        2500.00                 NaN   9.42425        2.67908                 NaN            NaN            NaN   8.58500       0.628010        46.2120        32.4717     
  1188.03        2500.00                 NaN   9.44455        2.66041                 NaN            NaN            NaN   8.58906       0.627392        46.2062        32.4724     
  1186.81        2500.00                 NaN   9.47012        2.63604                 NaN            NaN            NaN   8.59758       0.627003        46.1955        32.4738     
  1185.59        2500.00                 NaN   9.47685        2.63100                 NaN            NaN            NaN   8.59682       0.626247        46.1951        32.4740     
  1184.37        2500.00                 NaN   9.49135        2.61709                 NaN            NaN            NaN   8.60064       0.626184        46.1895        32.4752     
  1183.15        2500.00                 NaN   9.48343        2.62679                 NaN            NaN            NaN   8.60432       0.625488        46.1839        32.4760     
  1181.93        2500.00                 NaN   9.50173        2.60962                 NaN            NaN            NaN   8.60811       0.625030        46.1787        32.4768     
  1180.71        2500.00                 NaN   9.52636        2.58604                 NaN            NaN            NaN   8.61429       0.624616        46.1715        32.4772     
  1179.49        2500.00                 NaN   9.52770        2.58632                 NaN            NaN            NaN   8.61609       0.624018        46.1674        32.4784     
  1178.27        2500.00                 NaN   9.34236        2.77229                 NaN            NaN            NaN   8.61357       0.624288        46.1671        32.4804     
  1177.05        2500.00                 NaN   9.55506        2.56187                 NaN            NaN            NaN   8.62359       0.622951        46.1563        32.4802     
  1175.82        2500.00                 NaN   9.56467        2.55346                 NaN            NaN            NaN   8.62770       0.622430        46.1509        32.4809     
  1174.60        2500.00                 NaN   9.57590        2.54354                 NaN            NaN            NaN   8.63167       0.621964        46.1451        32.4818     
  1173.38        2500.00                 NaN   9.58519        2.53608                 NaN            NaN            NaN   8.63501       0.621384        46.1395        32.4829     
  1172.16        2500.00                 NaN   9.59982        2.52295                 NaN            NaN            NaN   8.63955       0.620793        46.1333        32.4836     
  1170.94        2500.00                 NaN   9.60498        2.51915                 NaN            NaN            NaN   8.64351       0.620266        46.1276        32.4845     
  1169.72        2500.00                 NaN   9.62002        2.50564                 NaN            NaN            NaN   8.64679       0.619799        46.1223        32.4855     
  1168.50        2500.00                 NaN   9.44975        2.67635                 NaN            NaN            NaN   8.64450       0.620120        46.1218        32.4875     
  1167.28        2500.00                 NaN   9.46032        2.66731                 NaN            NaN            NaN   8.64842       0.619595        46.1160        32.4884     
  1166.06        2500.00                 NaN   9.47103        2.65791                 NaN            NaN            NaN   8.65247       0.619110        46.1103        32.4892     
  1164.84        2500.00                 NaN   9.66321        2.46852                 NaN            NaN            NaN   8.66266       0.617739        46.0990        32.4889     
  1163.61        2500.00                 NaN   9.66958        2.46343                 NaN            NaN            NaN   8.66603       0.617196        46.0939        32.4899     
  1162.39        2500.00                 NaN   10.1588        2.02959                 NaN            NaN            NaN   8.60537       0.623987        46.0701        32.5122     
  1161.17        2500.00                 NaN   9.69581        2.44071       0.129813E-005            NaN            NaN   8.67484       0.615960        46.0810        32.4917     
  1159.95        2500.00                 NaN   9.69980        2.43769       0.129406E-005            NaN            NaN   8.67728       0.615557        46.0769        32.4927     
  1158.73        2500.00                 NaN   9.70159        2.43739                 NaN            NaN            NaN   8.68112       0.615043        46.0713        32.4936     
  1157.51        2500.00                 NaN   9.71449        2.42718       0.131584E-005            NaN            NaN   8.68445       0.614389        46.0645        32.4950     
  1156.29        2500.00                 NaN   9.71590        2.42683       0.130299E-005            NaN            NaN   8.68804       0.613920        46.0596        32.4957     
  1155.07        2500.00                 NaN   9.72833        2.41582       0.131931E-005            NaN            NaN   8.69251       0.613383        46.0535        32.4965     
  1153.85        2500.00                 NaN   9.73594        2.41013       0.132276E-005            NaN            NaN   8.69584       0.612975        46.0475        32.4976     
  1152.63        2500.00                 NaN   9.74682        2.39998       0.285186E-005            NaN            NaN   8.69971       0.612559        46.0423        32.4986     
  1151.40        2500.00                 NaN   9.75458        2.39608       0.286219E-005            NaN            NaN   8.70588       0.611674        46.0319        32.4998     
  1150.18        2500.00                 NaN   9.75783        2.39439       0.314792E-005            NaN            NaN   8.70765       0.611016        46.0282        32.5009     
  1148.96        2500.00                 NaN   9.76807        2.38489                 NaN            NaN            NaN   8.71120       0.610764        46.0235        32.5016     
  1147.74        2500.00                 NaN   9.77391        2.38056                 NaN            NaN            NaN   8.71499       0.610123        46.0179        32.5025     
  1146.52        2500.00                 NaN   9.78177        2.37445       0.119637E-005            NaN            NaN   8.71869       0.609575        46.0119        32.5036     
  1145.30        2500.00                 NaN   9.77761        2.37935       0.110844E-005            NaN            NaN   8.72222       0.608938        46.0078        32.5041     
  1144.08        2500.00                 NaN   9.78568        2.37377       0.912612E-006            NaN            NaN   8.72335       0.608424        46.0030        32.5058     
  1142.86        2500.00                 NaN   9.78109        2.37964       0.892242E-006            NaN            NaN   8.72869       0.608026        45.9960        32.5066     
  1141.64        2500.00                 NaN   9.79654        2.36653                 NaN            NaN            NaN   8.73165       0.607254        45.9903        32.5078     
  1140.42        2500.00                 NaN   9.78917        2.37477                 NaN            NaN            NaN   8.73522       0.606723        45.9856        32.5085     
  1139.19        2500.00                 NaN   9.79930        2.36669                 NaN            NaN            NaN   8.73934       0.606251        45.9788        32.5096     
  1137.97        2500.00                 NaN   9.81303        2.35626                 NaN            NaN            NaN   8.74368       0.605032        45.9710        32.5110     
  1136.75        2500.00                 NaN   9.81509        2.35409                 NaN            NaN            NaN   8.74808       0.605047        45.9663        32.5114     
  1135.53        2500.00                 NaN   9.81945        2.35221                 NaN            NaN            NaN   8.75053       0.604313        45.9609        32.5126     
  1134.31        2500.00                 NaN   9.82302        2.35068                 NaN            NaN            NaN   8.75437       0.603629        45.9546        32.5137     
  1133.09        2500.00                 NaN   9.82314        2.35206                 NaN            NaN            NaN   8.75804       0.603888        45.9475        32.5153     
  1131.87        2500.00                 NaN   9.83184        2.34444       0.974549E-005            NaN            NaN   8.76107       0.602952        45.9436        32.5160     
  1130.65        2500.00                 NaN   9.83398        2.34424       0.970585E-005            NaN            NaN   8.76484       0.602244        45.9380        32.5167     
  1129.43        2500.00                 NaN   9.67791        2.49996                 NaN            NaN            NaN   8.76192       0.602780        45.9386        32.5188     
  1128.21        2500.00                 NaN   9.67854        2.50114                 NaN            NaN            NaN   8.76567       0.602219        45.9325        32.5199     
  1126.98        2500.00                 NaN   9.67859        2.50273                 NaN            NaN            NaN   8.76878       0.601701        45.9273        32.5209     
  1125.76        2500.00                 NaN   9.67786        2.50519                 NaN            NaN            NaN   8.77220       0.601159        45.9216        32.5220     
  1124.54        2500.00                 NaN   9.67555        2.50918                 NaN            NaN            NaN   8.77555       0.600638        45.9160        32.5231     
  1123.32        2500.00                 NaN   9.84101        2.34792                 NaN            NaN            NaN   8.78510       0.598876        45.9039        32.5232     
  1122.10        2500.00                 NaN   9.84535        2.34601                 NaN            NaN            NaN   8.78909       0.598263        45.8970        32.5243     
  1120.88        2500.00                 NaN   9.84799        2.34530                 NaN            NaN            NaN   8.79254       0.597601        45.8910        32.5256     
  1119.66        2500.00                 NaN   2.34563        9.84944                 NaN            NaN            NaN   8.79707       0.597036        45.8842        32.5267     
  1118.44        2500.00                 NaN   2.34684        9.84978                 NaN            NaN            NaN   8.80000       0.596354        45.8797        32.5273     
  1117.22        2500.00                 NaN   9.66696        2.52828                 NaN            NaN            NaN   8.79612       0.597341        45.8817        32.5295     
  1116.00        2500.00                 NaN   9.67162        2.52545                 NaN            NaN            NaN   8.79906       0.596841        45.8762        32.5308     
  1114.77        2500.00                 NaN   2.52980        9.66898                 NaN            NaN            NaN   8.80230       0.596327        45.8706        32.5320     
  1113.55        2500.00                 NaN   2.50623        9.69499                 NaN            NaN            NaN   8.80742       0.595492        45.8630        32.5329     
  1112.33        2500.00                 NaN   9.84910        2.35640                 NaN            NaN            NaN   8.81624       0.593706        45.8514        32.5331     
  1111.11        2500.00                 NaN   9.84633        2.36111                 NaN            NaN            NaN   8.81932       0.593169        45.8457        32.5343     
  1109.89        2500.00                 NaN   9.84299        2.36628                 NaN            NaN            NaN   8.82349       0.592578        45.8393        32.5354     
  1108.67        2500.00                 NaN   9.82951        2.38127                 NaN            NaN            NaN   8.82619       0.592246        45.8342        32.5366     
  1107.45        2500.00                 NaN   9.83089        2.38252                 NaN            NaN            NaN   8.82946       0.591507        45.8277        32.5379     
  1106.23        2500.00                 NaN   2.38381        9.83095                 NaN            NaN            NaN   8.83234       0.590986        45.8229        32.5390     
  1105.01        2500.00                 NaN   2.32915        9.88856       0.179687E-004            NaN            NaN   8.84142       0.589558        45.8116        32.5397     
  1103.79        2500.00                 NaN   2.35782        9.86089       0.181074E-004            NaN            NaN   8.84025       0.589590        45.8103        32.5411     
  1102.56        2500.00                 NaN   2.38016        9.84049                 NaN            NaN            NaN   8.84290       0.589150        45.8050        32.5423     
  1101.34        2500.00                 NaN   2.35543        9.86721                 NaN            NaN            NaN   8.84735       0.588357        45.7983        32.5433     
  1100.12        2500.00                 NaN   2.35882        9.86573       0.128592E-003            NaN            NaN   8.85065       0.587774        45.7923        32.5446     
  1098.90        2500.00                 NaN   2.36522        9.86108       0.121145E-003            NaN            NaN   8.85391       0.587237        45.7868        32.5457     
  1097.68        2500.00                 NaN   2.36278        9.86584       0.113464E-003            NaN            NaN   8.85822       0.586497        45.7798        32.5468     
  1096.46        2500.00                 NaN   2.36373        9.86740       0.119366E-003            NaN            NaN   8.86399       0.585664        45.7711        32.5480     
  1095.24        2500.00                 NaN   1.64740        10.6483       0.840470E-004            NaN            NaN   8.81941       0.584867        45.7347        32.5652     
  1094.02        2500.00                 NaN   2.35831        9.87731                 NaN            NaN            NaN   8.87066       0.584516        45.7586        32.5506     
  1092.80        2500.00                 NaN   2.40074        9.83534                 NaN            NaN            NaN   8.86990       0.584473        45.7578        32.5518     
  1091.58        2500.00                 NaN   2.39781        9.84012                 NaN            NaN            NaN   8.87369       0.583845        45.7517        32.5528     
  1090.35        2500.00                 NaN   2.41096        9.82886                 NaN            NaN            NaN   8.87619       0.583354        45.7465        32.5542     
  1089.13        2500.00                 NaN   2.42667        9.81715                 NaN            NaN            NaN   8.88391       0.582586        45.7339        32.5558     
  1087.91        2500.00                 NaN   2.42463        9.81955                 NaN            NaN            NaN   8.88687       0.582139        45.7301        32.5567     
  1086.69        2500.00                 NaN   2.43981        9.80534                 NaN            NaN            NaN   8.88736       0.581894        45.7279        32.5577     
  1085.47        2500.00                 NaN   2.43144        9.81550                 NaN            NaN            NaN   8.89287       0.581198        45.7205        32.5585     
  1084.25        2500.00                 NaN   2.47195        9.78592                 NaN            NaN            NaN   8.88408       0.579913        45.7148        32.5633     
  1083.03        2500.00                 NaN   2.45036        9.80035                 NaN            NaN            NaN   8.89952       0.579787        45.7099        32.5601     
  1081.81        2500.00                 NaN   2.49153        9.76131                 NaN            NaN            NaN   8.89503       0.579646        45.7094        32.5631     
  1080.59        2500.00                 NaN   2.47357        9.78125                 NaN            NaN            NaN   8.90293       0.579061        45.6994        32.5638     
  1079.37        2500.00                 NaN   3.22052        9.06474                 NaN            NaN            NaN   8.91886       0.571936        45.6596        32.5644     
  1078.14        2500.00                 NaN   7.62361       0.252279E-004            NaN   2.71271                 NaN   8.48994       0.757776        46.6925        33.7234     
  1076.92        2500.00                 NaN   7.64349       0.249379E-004            NaN   2.70486                 NaN   8.50021       0.756049        46.6729        33.7225     
  1075.70        2500.00                 NaN   7.57365       0.245576E-004            NaN   2.74485                 NaN   8.49334       0.759165        46.6878        33.7411     
  1074.48        2500.00                 NaN   7.49265       0.245045E-004            NaN   2.78770                 NaN   8.48636       0.763102        46.7125        33.7577     
  1073.26        2500.00                 NaN   7.40895       0.242180E-004            NaN   2.83310                 NaN   8.47592       0.767450        46.7350        33.7795     
  1072.04        2500.00                 NaN   7.36726       0.237005E-004            NaN   2.85714                 NaN   8.47224       0.769293        46.7427        33.7913     
  1070.82        2500.00                 NaN   7.34423       0.235990E-004            NaN   2.87042                 NaN   8.47148       0.770794        46.7445        33.7985     
  1069.60        2500.00                 NaN   7.31132       0.231798E-004            NaN   2.88782                 NaN   8.46725       0.772039        46.7560        33.8055     
  1068.38        2500.00                 NaN   7.26051       0.225087E-004            NaN   2.91885                 NaN   8.46337       0.773915        46.7613        33.8220     
  1067.16        2500.00                 NaN   7.22720       0.218048E-004            NaN   2.93956                 NaN   8.45632       0.775109        46.7697        33.8321     
  1065.93        2500.00                 NaN   7.18917       0.217256E-004            NaN   2.96173                 NaN   8.46263       0.776649        46.7643        33.8455     
  1064.71        2500.00                 NaN   7.15552       0.213505E-004            NaN   2.97994                 NaN   8.45782       0.778323        46.7744        33.8540     
  1063.49        2500.00                 NaN   7.10877       0.206714E-004            NaN   3.00863                 NaN   8.45174       0.780611        46.7825        33.8677     
  1062.27        2500.00                 NaN   7.08516       0.203126E-004            NaN   3.02247                 NaN   8.45010       0.781562        46.7857        33.8750     
  1061.05        2500.00                 NaN   7.06233       0.201310E-004            NaN   3.03587                 NaN   8.44855       0.782478        46.7886        33.8821     
  1059.83        2500.00                 NaN   6.96762       0.266795E-004            NaN   3.08587                 NaN   8.43801       0.787897        46.8166        33.9040     
  1058.61        2500.00                 NaN   2.54199        9.84526                 NaN            NaN            NaN   9.00484       0.549039        45.4562        32.6027     
  1057.39        2500.00                 NaN   6.97047       0.189721E-004            NaN   3.08727                 NaN   8.44096       0.786979        46.8068        33.9075     
  1056.17        2500.00                 NaN   2.55785        9.83285                 NaN            NaN            NaN   9.01061       0.548069        45.4453        32.6053     
  1054.95        2500.00                 NaN   3.77089        8.48589                 NaN            NaN            NaN   8.89485       0.583558        45.6691        32.5957     
  1053.72        2500.00                 NaN   6.90421       0.248954E-004            NaN   3.12622                 NaN   8.43607       0.789565        46.8150        33.9289     
  1052.50        2500.00                 NaN   4.00455        8.27285                 NaN            NaN            NaN   8.90468       0.579894        45.6381        32.6000     
  1051.28        2500.00                 NaN  0.281366E-005   6.93371                 NaN   3.12509                 NaN   8.44627       0.783412        46.7770        33.9346     
  1050.06        2500.00                 NaN  0.281354E-005   6.91195                 NaN   3.13788                 NaN   8.44492       0.784318        46.7795        33.9415     
  1048.84        2500.00                 NaN   6.95832       0.172302E-004            NaN   3.10366                 NaN   8.44388       0.785197        46.7831        33.9259     
  1047.62        2500.00                 NaN  0.281332E-005   6.87103                 NaN   3.16199                 NaN   8.44247       0.786002        46.7839        33.9546     
  1046.40        2500.00                 NaN  0.281328E-005   6.85174                 NaN   3.17341                 NaN   8.44138       0.786787        46.7857        33.9610     
  1045.18        2500.00                 NaN  0.281308E-005   6.83314                 NaN   3.18445                 NaN   8.44036       0.787538        46.7874        33.9671     
  1043.96        2500.00                 NaN   6.59104       0.661642                 NaN   2.94006                 NaN   8.47849       0.771227        46.6933        33.8643     
  1042.74        2500.00                 NaN  0.281305E-005   6.86411                 NaN   3.15967                 NaN   8.43878       0.788962        46.7914        33.9571     
  1041.51        2500.00                 NaN   3.60883        8.74260                 NaN            NaN            NaN   8.90910       0.577272        45.5331        32.6291     
  1040.29        2500.00                 NaN   3.69643        8.65240                 NaN            NaN            NaN   9.01577       0.559647        45.4534        32.6224     
  1039.07        2500.00                 NaN   3.88505        8.41344                 NaN            NaN            NaN   8.94211       0.573797        45.5716        32.6140     
  1037.85        2500.00                 NaN   3.87506        8.42543                 NaN            NaN            NaN   8.94554       0.573240        45.5654        32.6153     
  1036.63        2500.00                 NaN   3.40790        8.97160                 NaN            NaN            NaN   8.94672       0.564773        45.4732        32.6359     
  1035.41        2500.00                 NaN   2.70517        9.48409                 NaN            NaN            NaN   8.81272       0.614506        45.7889        32.5946     
  1034.19        2500.00                 NaN   3.83958        8.46806                 NaN            NaN            NaN   8.95696       0.571268        45.5443        32.6198     
  1032.97        2500.00                 NaN   3.88877        8.42228                 NaN            NaN            NaN   8.95898       0.570600        45.5385        32.6209     
  1031.75        2500.00                 NaN   3.81668        8.49442                 NaN            NaN            NaN   8.96389       0.570219        45.5322        32.6226     
  1030.53        2500.00                 NaN   3.80437        8.50816                 NaN            NaN            NaN   8.96717       0.569757        45.5267        32.6239     
  1029.30        2500.00                 NaN   3.78928        8.52425                 NaN            NaN            NaN   8.97022       0.569380        45.5218        32.6251     
  1028.08        2500.00                 NaN   3.78798        8.52804                 NaN            NaN            NaN   8.97366       0.568750        45.5150        32.6265     
  1026.86        2500.00                 NaN   3.77768        8.53976                 NaN            NaN            NaN   8.97674       0.568311        45.5097        32.6278     
  1025.64        2500.00                 NaN   3.78449        8.53641                 NaN            NaN            NaN   8.98049       0.567510        45.5018        32.6293     
  1024.42        2500.00                 NaN   3.78878        8.53414                 NaN            NaN            NaN   8.98214       0.567049        45.4978        32.6301     
  1023.20        2500.00                 NaN   3.79101        8.53411                 NaN            NaN            NaN   8.98547       0.566501        45.4915        32.6314     
  1021.98        2500.00                 NaN   3.78286        8.54397                 NaN            NaN            NaN   8.98806       0.566083        45.4863        32.6327     
  1020.76        2500.00                 NaN   3.77702        8.55200                 NaN            NaN            NaN   8.99140       0.565501        45.4799        32.6341     
  1019.54        2500.00                 NaN   3.81564        8.52024                 NaN            NaN            NaN   8.99605       0.564106        45.4678        32.6361     
  1018.32        2500.00                 NaN   3.80932        8.52871                 NaN            NaN            NaN   8.99938       0.563542        45.4615        32.6375     
  1017.09        2500.00                 NaN   3.80354        8.53667                 NaN            NaN            NaN   9.00271       0.562971        45.4552        32.6389     
  1015.87        2500.00                 NaN   3.76103        8.57768                 NaN            NaN            NaN   9.00530       0.563035        45.4532        32.6398     
  1014.65        2500.00                 NaN   3.75535        8.58545                 NaN            NaN            NaN   9.00855       0.562492        45.4470        32.6412     
  1013.43        2500.00                 NaN   2.51510        5.81713                 NaN   2.32322                 NaN   8.53783       0.744281        46.4279        33.6346     
  1012.21        2500.00                 NaN   5.74832        1.86775                 NaN   2.71473                 NaN   8.50043       0.766903        46.6044        33.7975     
  1010.99        2500.00                 NaN   3.67497        8.66691                 NaN            NaN            NaN   9.01737       0.561547        45.4343        32.6449     
  1009.77        2500.00                 NaN   3.73994        8.60998                 NaN            NaN            NaN   9.02187       0.560108        45.4212        32.6469     
  1008.55        2500.00                 NaN   9.60284        2.86532                 NaN            NaN            NaN   9.12425       0.527917        45.2200        32.6597     
  1007.33        2500.00                 NaN   3.67878        8.66804                 NaN            NaN            NaN   9.05309       0.559059        45.3978        32.6432     
  1006.11        2500.00                 NaN   6.35187       0.341108                 NaN   3.27347                 NaN   8.44814       0.794392        46.7401        34.0509     
  1004.88        2500.00                 NaN   3.70213        8.67060                 NaN            NaN            NaN   9.02872       0.555861        45.3827        32.6600     
  1003.66        2500.00                 NaN   3.68001        8.70566                 NaN            NaN            NaN   9.03890       0.554614        45.3580        32.6628     
  1002.44        2500.00                 NaN   3.74120        8.63128                 NaN            NaN            NaN   9.04504       0.554383        45.3704        32.6577     
  1001.22        2500.00                 NaN   6.46878       0.227139E-004            NaN   3.40668                 NaN   8.43087       0.802813        46.7767        34.1142     
