|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          an             Cpx(TH)        Cpx(TH)        Sp(TH)         San(TH)        ilm            q             
  1143.63        500.000                 NaN            NaN   7.20656        6.04654                 NaN   4.22097        41.9783                 NaN   40.5477     
  1142.67        500.000                 NaN            NaN   7.20721        6.05166                 NaN   4.21817        41.9771                 NaN   40.5458     
  1141.70        500.000                 NaN            NaN   7.20827        6.04016                 NaN   4.22475        41.9755                 NaN   40.5514     
  1140.74        500.000                 NaN            NaN   7.20908        6.03790                 NaN   4.22616        41.9740                 NaN   40.5528     
  1139.77        500.000                 NaN            NaN   7.21054        6.04045                 NaN   4.22485        41.9720                 NaN   40.5522     
  1138.81        500.000                 NaN            NaN   7.21104        6.03506                 NaN   4.22752        41.9721                 NaN   40.5543     
  1137.85        500.000                 NaN            NaN   7.21236        6.03628                 NaN   4.22729        41.9693                 NaN   40.5548     
  1136.88        500.000                 NaN            NaN   7.21346        6.03335                 NaN   4.22886        41.9681                 NaN   40.5562     
  1135.92        500.000                 NaN            NaN   7.21419        6.03163                 NaN   4.22953        41.9679                 NaN   40.5568     
  1134.95        500.000                 NaN            NaN   7.21584        6.02658                 NaN   4.23265        41.9651                 NaN   40.5598     
  1133.99        500.000                 NaN            NaN   7.21684        6.02251                 NaN   4.23505        41.9635                 NaN   40.5621     
  1133.03        500.000                 NaN            NaN   7.21746        6.02469                 NaN   4.23389        41.9625                 NaN   40.5615     
  1132.06        500.000                 NaN            NaN   7.21795        6.02204                 NaN   4.23458        41.9638                 NaN   40.5616     
  1131.10        500.000                 NaN            NaN   7.21876        6.01913                 NaN   4.23621        41.9627                 NaN   40.5632     
  1130.13        500.000                 NaN            NaN   7.21957        6.01556                 NaN   4.23831        41.9614                 NaN   40.5652     
  1129.17        500.000                 NaN            NaN   7.22089        6.01333                 NaN   4.23980        41.9591                 NaN   40.5669     
  1128.21        500.000                 NaN            NaN   7.22202        6.01013                 NaN   4.24150        41.9579                 NaN   40.5685     
  1127.24        500.000                 NaN            NaN   7.22354        6.01089                 NaN   4.24185        41.9540                 NaN   40.5697     
  1126.28        500.000                 NaN            NaN   7.22503        6.00838                 NaN   4.24302        41.9527                 NaN   40.5708     
  1125.31        500.000                 NaN            NaN   7.22481        6.00657                 NaN   4.24418        41.9524                 NaN   40.5720     
  1124.35        500.000                 NaN            NaN   7.22557        6.00878                 NaN   4.24289        41.9515                 NaN   40.5712     
  1123.39        500.000                 NaN            NaN   7.22801        6.00089                 NaN   4.24733        41.9486                 NaN   40.5752     
  1122.42        500.000                 NaN            NaN   7.22961        5.99318                 NaN   4.25182        41.9461                 NaN   40.5793     
  1121.46        500.000                 NaN            NaN   7.23507        5.98342                 NaN   4.25407        41.9463                 NaN   40.5811     
  1120.49        500.000                 NaN            NaN   7.23607        5.98239                 NaN   4.25492        41.9444                 NaN   40.5823     
  1119.53        500.000                 NaN            NaN   7.23435        5.98672                 NaN   4.25599        41.9388                 NaN   40.5842     
  1118.57        500.000                 NaN            NaN   7.23458        5.98504                 NaN   4.25700        41.9382                 NaN   40.5852     
  1117.60        500.000                 NaN            NaN   7.23888        5.97409                 NaN   4.26087        41.9378                 NaN   40.5884     
  1116.64        500.000                 NaN            NaN   7.23688        5.98396                 NaN   4.25610        41.9385                 NaN   40.5846     
  1115.68        500.000                 NaN            NaN   7.24015        5.97156                 NaN   4.26227        41.9361                 NaN   40.5899     
  1114.71        500.000                 NaN            NaN   7.23713        5.98738                 NaN   4.25533        41.9355                 NaN   40.5847     
  1113.75        500.000                 NaN            NaN   7.24121        5.97217                 NaN   4.25942        41.9349       0.245610E-002   40.5898     
  1112.78        500.000                 NaN            NaN   7.24535        5.96701                 NaN   4.26643        41.9253                 NaN   40.5959     
  1111.82        500.000                 NaN            NaN   7.24199        5.97319                 NaN   4.25920        41.9331       0.241629E-002   40.5901     
  1110.86        500.000                 NaN            NaN   7.24249        5.97418                 NaN   4.25865        41.9319       0.261449E-002   40.5901     
  1109.89        500.000                 NaN            NaN   7.24414        5.97191                 NaN   4.26309        41.9282                 NaN   40.5927     
  1108.93        500.000                 NaN            NaN   7.24588        5.96369       0.212348E-001   4.25593        41.9249                 NaN   40.5883     
  1107.96        500.000                 NaN            NaN   7.24785        5.95448       0.381114E-001   4.24890        41.9218       0.276901E-002   40.5861     
  1107.00        500.000                 NaN            NaN   7.24938        5.95564       0.249221E-001   4.25974        41.9170                 NaN   40.5933     
  1106.04        500.000                 NaN            NaN   7.25170        5.93249       0.905033E-001   4.21500        41.9133       0.208645E-001   40.5761     
  1105.07        500.000                 NaN            NaN   7.24967        5.95315       0.351109E-001   4.23788        41.9153       0.184999E-001   40.5904     
  1104.11        500.000                 NaN            NaN   7.25634        5.90328       0.150518        4.18527        41.9078       0.325244E-001   40.5642     
  1103.14        500.000                 NaN            NaN   7.26090        5.88652       0.198547        4.15914        41.8993       0.417870E-001   40.5538     
  1102.18        500.000                 NaN            NaN   7.26411        5.87050       0.237852        4.13727        41.8944       0.505882E-001   40.5453     
  1101.22        500.000                 NaN            NaN   7.26735        5.85430       0.277467        4.11535        41.8895       0.593270E-001   40.5368     
  1100.25        500.000                 NaN            NaN   7.27068        5.83831       0.317488        4.09320        41.8842       0.680261E-001   40.5281     
  1099.29        500.000                 NaN            NaN   7.27400        5.82220       0.357560        4.07112        41.8791       0.766434E-001   40.5193     
  1098.32        500.000                 NaN            NaN   7.27727        5.80649       0.396986        4.04926        41.8741       0.851743E-001   40.5107     
  1097.36        500.000                 NaN            NaN   7.28058        5.79066       0.436791        4.02730        41.8691       0.936423E-001   40.5019     
  1096.40        500.000                 NaN            NaN   7.28398       0.477166        5.77481        4.00511        41.8639       0.102067        40.4930     
  1095.43        500.000                 NaN            NaN   7.28737        5.75889       0.517626        3.98295        41.8587       0.110414        40.4841     
  1094.47        500.000                 NaN            NaN   7.29027        5.74326       0.554934        3.96237        41.8548       0.118547        40.4758     
  1093.50        500.000                 NaN            NaN   7.28660        5.77935       0.458825        3.96966        41.8620       0.145941        40.4976     
  1092.54        500.000                 NaN            NaN   7.28587        5.78079       0.457887        3.98917        41.8620       0.126054        40.4982     
  1091.58        500.000                 NaN            NaN   7.30112        5.69574       0.680582        3.89402        41.8378       0.143130        40.4476     
  1090.61        500.000                 NaN            NaN   7.30417        5.68124       0.716103        3.87423        41.8338       0.150818        40.4397     
  1089.65        500.000                 NaN            NaN   7.30818       0.763042        5.66436        3.84933        41.8270       0.159061        40.4290     
  1088.68        500.000                 NaN            NaN   7.31173       0.804426        5.64873        3.82695        41.8216       0.166922        40.4196     
  1087.72        500.000                 NaN            NaN   7.31528        5.63314       0.845779        3.80463        41.8163       0.174704        40.4102     
  1086.76        500.000                 NaN            NaN   7.31892       0.888122        5.61734        3.78190        41.8107       0.182456        40.4005     
  1085.79        500.000                 NaN            NaN   7.32246       0.929185        5.60201        3.75976        41.8054       0.190065        40.3911     
  1084.83        500.000                 NaN            NaN   7.32617       0.971947        5.58630        3.73688        41.7997       0.197692        40.3813     
  1083.86        500.000                 NaN            NaN   7.32704       0.985234        5.57783        3.72734        41.8001       0.203830        40.3786     
  1082.90        500.000                 NaN            NaN   7.33299        1.05198        5.55500        3.69431        41.7904       0.212339        40.3630     
  1081.94        500.000                 NaN            NaN   7.33561        1.08571        5.53698        3.67791        41.7877       0.219209        40.3569     
  1080.97        500.000                 NaN            NaN   7.33778        1.10357        5.53563        3.66266        41.7838       0.225603        40.3510     
  1080.01        500.000                 NaN            NaN   7.34183        1.15109        5.51814        3.63825        41.7777       0.233005        40.3400     
  1079.04        500.000                 NaN            NaN   7.34568        1.19567        5.50207        3.61487        41.7719       0.240271        40.3295     
  1078.08        500.000                 NaN            NaN   7.34950        1.24002        5.48628        3.59156        41.7662       0.247425        40.3190     
  1077.12        500.000                 NaN            NaN   7.35473        1.30445        5.46359        3.55989        41.7583       0.255411        40.3036     
  1076.15        500.000                 NaN            NaN   7.35781        5.45272        1.33575        3.54195        41.7539       0.261762        40.2961     
  1075.19        500.000                 NaN            NaN   7.36246        1.39270        5.43264        3.51371        41.7466       0.269206        40.2827     
  1074.22        500.000                 NaN            NaN   7.36631        5.41750        1.43582        3.49115        41.7408       0.275919        40.2725     
  1073.26        500.000                 NaN            NaN   7.36939        5.40696        1.46685        3.47340        41.7362       0.282135        40.2651     
  1072.30        500.000                 NaN            NaN   7.37582        1.53617        5.38555        3.43944        41.7250       0.289609        40.2484     
  1071.33        500.000                 NaN            NaN   7.37982        5.37016        1.58110        3.41615        41.7190       0.296178        40.2376     
  1070.37        500.000                 NaN            NaN   7.38173        5.35934        1.60658        3.40123        41.7176       0.302133        40.2314     
  1069.41        500.000                 NaN            NaN   7.38578        5.34392        1.65193        3.37787        41.7115       0.308540        40.2204     
  1068.44        500.000                 NaN            NaN   7.39200        5.32399        1.71732        3.34586        41.7007       0.315443        40.2047     
  1067.48        500.000                 NaN            NaN   7.39611        5.30860        1.76322        3.32229        41.6945       0.321720        40.1935     
  1066.51        500.000                 NaN            NaN   7.40025        5.29320        1.80938        3.29865        41.6883       0.327925        40.1822     
  1065.55        500.000                 NaN            NaN   7.40443        5.27781        1.85580        3.27493        41.6821       0.334058        40.1709     
  1064.59        500.000                 NaN            NaN   7.40863        5.26241        1.90247        3.25113        41.6758       0.340118        40.1594     
  1063.62        500.000                 NaN            NaN   7.41286        5.24699        1.94945        3.22724        41.6695       0.346108        40.1479     
  1062.66        500.000                 NaN            NaN   7.41711        5.23162        1.99658        3.20331        41.6631       0.352025        40.1363     
  1061.69        500.000                 NaN            NaN   7.42128        5.21633        2.04319        3.17967        41.6570       0.357849        40.1247     
  1060.73        500.000                 NaN            NaN   7.42560        5.20089        2.09100        3.15553        41.6505       0.363627        40.1129     
  1059.77        500.000                 NaN            NaN   7.42996        5.18543        2.13913        3.13129        41.6440       0.369328        40.1009     
  1058.80        500.000                 NaN            NaN   7.43434        5.16996        2.18752        3.10696        41.6374       0.374963        40.0888     
  1057.84        500.000                 NaN   2.99493        7.42431        5.61314                 NaN   1.40248        41.9433       0.747719        39.8741     
  1056.87        500.000                 NaN   3.12778        7.43107        5.59972                 NaN   1.28576        41.9456       0.768966        39.8411     
  1055.91        500.000                 NaN   3.25564        7.43733        5.58614                 NaN   1.17380        41.9486       0.789212        39.8092     
  1054.95        500.000                 NaN   3.37753        7.44359        5.57396                 NaN   1.06714        41.9506       0.808240        39.7790     
  1053.98        500.000                 NaN   3.49444        7.44962        5.56233                 NaN  0.965051        41.9523       0.826266        39.7500     
  1053.02        500.000                 NaN   3.60326        7.45611        5.55434                 NaN  0.869963        41.9511       0.841965        39.7233     
  1052.05        500.000                 NaN   3.76593        7.46234        5.53007                 NaN  0.731119        41.9603       0.867017        39.6832     
  1051.09        500.000                 NaN   3.84715        7.46733        5.52722                 NaN  0.658233        41.9587       0.879184        39.6621     
  1050.13        500.000                 NaN   3.93528        7.47138        5.51127                 NaN  0.585686        41.9619       0.891968        39.6425     
  1049.16        500.000                 NaN   4.01523        7.47686        5.51103                 NaN  0.513205        41.9587       0.903568        39.6214     
  1048.20        500.000                 NaN   4.04517        7.47756        5.49836                 NaN  0.492065        41.9621       0.907950        39.6168     
  1047.23        500.000                 NaN   4.19503        7.48670        5.49444                 NaN  0.358297        41.9593       0.928924        39.5773     
  1046.27        500.000                 NaN   4.28177        7.49135        5.48605                 NaN  0.283929        41.9600       0.940914        39.5560     
  1045.31        500.000                 NaN   4.36544        7.49583        5.47787                 NaN  0.212405        41.9606       0.952311        39.5356     
  1044.34        500.000                 NaN   4.44610        7.50018        5.47002                 NaN  0.143631        41.9610       0.963132        39.5159     
  1043.38        500.000                 NaN   4.52418        7.50439        5.46238                 NaN  0.772441E-001   41.9614       0.973446        39.4969     
  1042.41        500.000                 NaN   4.60069        7.50854        5.45490                 NaN  0.123462E-001   41.9618       0.983401        39.4783     
  1041.45        500.000                 NaN   4.61753        7.50979        5.45037                 NaN            NaN   41.9612       0.985385        39.4758     
  1040.49        500.000                 NaN   4.62015        7.51030        5.44674                 NaN            NaN   41.9604       0.985510        39.4769     
  1039.52        500.000                 NaN   4.62246        7.51108        5.44393                 NaN            NaN   41.9589       0.985560        39.4780     
  1038.56        500.000                 NaN   4.62471        7.51179        5.44125                 NaN            NaN   41.9575       0.985604        39.4792     
  1037.59        500.000                 NaN   4.62700        7.51249        5.43846                 NaN            NaN   41.9561       0.985661        39.4803     
  1036.63        500.000                 NaN   4.62924        7.51324        5.43579                 NaN            NaN   41.9546       0.985701        39.4814     
  1035.67        500.000                 NaN   4.63152        7.51397        5.43304                 NaN            NaN   41.9531       0.985750        39.4826     
  1034.70        500.000                 NaN   4.63374        7.51472        5.43039                 NaN            NaN   41.9517       0.985791        39.4837     
  1033.74        500.000                 NaN   4.63618        7.51149        5.42648                 NaN            NaN   41.9591       0.985568        39.4812     
  1032.77        500.000                 NaN   4.63837        7.51643        5.42508                 NaN            NaN   41.9482       0.985809        39.4861     
  1031.81        500.000                 NaN   4.64034        7.51698        5.42254                 NaN            NaN   41.9471       0.985918        39.4871     
  1030.85        500.000                 NaN   4.64618        7.52656        5.41662                 NaN            NaN   41.9290       0.986734        39.4949     
  1029.88        500.000                 NaN   4.64722        7.52683        5.41536                 NaN            NaN   41.9285       0.986749        39.4954     
  1028.92        500.000                 NaN   4.64827        7.52711        5.41409                 NaN            NaN   41.9279       0.986762        39.4959     
  1027.95        500.000                 NaN   4.64934        7.52740        5.41280                 NaN            NaN   41.9273       0.986777        39.4964     
  1026.99        500.000                 NaN   4.65043        7.52769        5.41149                 NaN            NaN   41.9267       0.986790        39.4969     
  1026.03        500.000                 NaN   4.65154        7.52799        5.41016                 NaN            NaN   41.9261       0.986804        39.4974     
  1025.06        500.000                 NaN   4.65266        7.52830        5.40881                 NaN            NaN   41.9255       0.986817        39.4979     
  1024.10        500.000                 NaN   4.65381        7.52862        5.40745                 NaN            NaN   41.9248       0.986830        39.4985     
  1023.14        500.000                 NaN   4.65497        7.52895        5.40606                 NaN            NaN   41.9242       0.986843        39.4990     
  1022.17        500.000                 NaN   4.65615        7.52929        5.40466                 NaN            NaN   41.9235       0.986855        39.4996     
  1021.21        500.000                 NaN   4.66378        7.52537        5.39489                 NaN            NaN   41.9303       0.986331        39.4993     
  1020.24        500.000                 NaN   4.66585        7.52615        5.39249                 NaN            NaN   41.9287       0.986364        39.5005     
  1019.28        500.000                 NaN   4.66791        7.52693        5.39008                 NaN            NaN   41.9271       0.986400        39.5016     
  1018.32        500.000                 NaN   4.66110        7.53075        5.39881                 NaN            NaN   41.9205       0.986903        39.5020     
  1017.35        500.000                 NaN   4.66363        7.53647        5.39766                 NaN            NaN   41.9085       0.987246        39.5065     
  1016.39        500.000                 NaN   4.67401        7.52930        5.38303                 NaN            NaN   41.9223       0.986488        39.5049     
  1015.42        500.000                 NaN   4.67647        7.52757        5.38008                 NaN            NaN   41.9258       0.986319        39.5038     
  1014.46        500.000                 NaN   4.67827        7.52849        5.37796                 NaN            NaN   41.9241       0.986318        39.5049     
  1013.50        500.000                 NaN   4.68045        7.52888        5.37470                 NaN            NaN   41.9237       0.986445        39.5058     
  1012.53        500.000                 NaN   4.68220        7.53014        5.37351                 NaN            NaN   41.9207       0.986366        39.5071     
  1011.57        500.000                 NaN   4.68416        7.53097        5.37132                 NaN            NaN   41.9190       0.986386        39.5082     
  1010.60        500.000                 NaN   4.68610        7.53180        5.36914                 NaN            NaN   41.9173       0.986408        39.5093     
  1009.64        500.000                 NaN   4.68803        7.53264        5.36697                 NaN            NaN   41.9155       0.986428        39.5104     
  1008.68        500.000                 NaN   4.68903        7.53386        5.36694                 NaN            NaN   41.9124       0.986275        39.5115     
  1007.71        500.000                 NaN   4.69172        7.53468        5.36350                 NaN            NaN   41.9110       0.986349        39.5128     
  1006.75        500.000                 NaN   4.69367        7.53539        5.36109                 NaN            NaN   41.9096       0.986432        39.5138     
  1005.78        500.000                 NaN   4.69557        7.53624        5.35899                 NaN            NaN   41.9078       0.986449        39.5149     
  1004.82        500.000                 NaN   4.69745        7.53709        5.35691                 NaN            NaN   41.9060       0.986465        39.5161     
  1003.86        500.000                 NaN   4.69933        7.53795        5.35484                 NaN            NaN   41.9042       0.986481        39.5172     
  1002.89        500.000                 NaN   4.70120        7.53881        5.35279                 NaN            NaN   41.9024       0.986495        39.5183     
  1001.93        500.000                 NaN   4.70305        7.53968        5.35077                 NaN            NaN   41.9006       0.986509        39.5194     
  1000.96        500.000                 NaN   4.70490        7.54053        5.34873                 NaN            NaN   41.8988       0.986522        39.5205     
  1000.00        500.000                 NaN   4.70673        7.54142        5.34677                 NaN            NaN   41.8970       0.986532        39.5216     
