|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          an             Cpx(TH)        Cpx(TH)        Sp(TH)         San(TH)        ilm            q             
  1150.38        500.000                 NaN            NaN   6.95822        4.62324                 NaN   2.29533        44.0945                 NaN   42.0287     
  1149.41        500.000                 NaN            NaN   6.95912        4.62073                 NaN   2.29637        44.0925                 NaN   42.0313     
  1148.45        500.000                 NaN            NaN   6.96004        4.61883                 NaN   2.29706        44.0907                 NaN   42.0334     
  1147.49        500.000                 NaN            NaN   6.96097        4.61694                 NaN   2.29775        44.0889                 NaN   42.0354     
  1146.52        500.000                 NaN            NaN   6.96295        4.61428                 NaN   2.29818        44.0875                 NaN   42.0371     
  1145.56        500.000                 NaN            NaN   6.96258        4.61496                 NaN   2.29845        44.0855                 NaN   42.0385     
  1144.59        500.000                 NaN            NaN   6.96059        4.61437                 NaN   2.29797        44.0898                 NaN   42.0373     
  1143.63        500.000                 NaN            NaN   6.96472        4.61054                 NaN   2.30001        44.0817                 NaN   42.0430     
  1142.67        500.000                 NaN            NaN   6.96533        4.61433                 NaN   2.29847        44.0801                 NaN   42.0418     
  1141.70        500.000                 NaN            NaN   6.96629        4.60627                 NaN   2.30191        44.0776                 NaN   42.0479     
  1140.74        500.000                 NaN            NaN   6.96703        4.60485                 NaN   2.30259        44.0755                 NaN   42.0500     
  1139.77        500.000                 NaN            NaN   6.96837        4.60750                 NaN   2.30169        44.0726                 NaN   42.0498     
  1138.81        500.000                 NaN            NaN   6.96886        4.60275                 NaN   2.30305        44.0725                 NaN   42.0528     
  1137.85        500.000                 NaN            NaN   6.97006        4.60482                 NaN   2.30282        44.0686                 NaN   42.0537     
  1136.88        500.000                 NaN            NaN   6.97107        4.60283                 NaN   2.30350        44.0668                 NaN   42.0558     
  1135.92        500.000                 NaN            NaN   6.97177        4.60109                 NaN   2.30375        44.0663                 NaN   42.0571     
  1134.95        500.000                 NaN            NaN   6.97328        4.59849                 NaN   2.30523        44.0625                 NaN   42.0605     
  1133.99        500.000                 NaN            NaN   6.97420        4.59582                 NaN   2.30642        44.0601                 NaN   42.0634     
  1133.03        500.000                 NaN            NaN   6.97477        4.59744                 NaN   2.30576        44.0585                 NaN   42.0635     
  1132.06        500.000                 NaN            NaN   6.97528        4.59404                 NaN   2.30598        44.0600                 NaN   42.0647     
  1131.10        500.000                 NaN            NaN   6.97603        4.59194                 NaN   2.30675        44.0584                 NaN   42.0669     
  1130.13        500.000                 NaN            NaN   6.97678        4.58947                 NaN   2.30782        44.0564                 NaN   42.0696     
  1129.17        500.000                 NaN            NaN   6.97798        4.58861                 NaN   2.30848        44.0532                 NaN   42.0717     
  1128.21        500.000                 NaN            NaN   6.97904        4.58639                 NaN   2.30924        44.0514                 NaN   42.0740     
  1127.24        500.000                 NaN            NaN   6.98040        4.58864                 NaN   2.30934        44.0462                 NaN   42.0754     
  1126.28        500.000                 NaN            NaN   6.98179        4.58703                 NaN   2.30974        44.0443                 NaN   42.0772     
  1125.31        500.000                 NaN            NaN   6.98158        4.58514                 NaN   2.31048        44.0436                 NaN   42.0792     
  1124.35        500.000                 NaN            NaN   6.98228        4.58677                 NaN   2.30972        44.0422                 NaN   42.0791     
  1123.39        500.000                 NaN            NaN   6.98455        4.58213                 NaN   2.31170        44.0382                 NaN   42.0834     
  1122.42        500.000                 NaN            NaN   6.98603        4.57715                 NaN   2.31392        44.0348                 NaN   42.0881     
  1121.46        500.000                 NaN            NaN   6.99118        4.56998                 NaN   2.31473        44.0340                 NaN   42.0901     
  1120.49        500.000                 NaN            NaN   6.99212        4.56952                 NaN   2.31508        44.0314                 NaN   42.0919     
  1119.53        500.000                 NaN            NaN   6.99046        4.57376                 NaN   2.31574        44.0253                 NaN   42.0947     
  1118.57        500.000                 NaN            NaN   6.99065        4.57261                 NaN   2.31627        44.0241                 NaN   42.0964     
  1117.60        500.000                 NaN            NaN   6.99470        4.56474                 NaN   2.31799        44.0227                 NaN   42.0999     
  1116.64        500.000                 NaN            NaN   6.99279        4.57141                 NaN   2.31552        44.0233                 NaN   42.0970     
  1115.68        500.000                 NaN            NaN   6.99585        4.56307                 NaN   2.31854        44.0199                 NaN   42.1027     
  1114.71        500.000                 NaN            NaN   6.99300        4.57422                 NaN   2.31498        44.0193                 NaN   42.0985     
  1113.75        500.000                 NaN            NaN   6.99683        4.56351                 NaN   2.31670        44.0176       0.138174E-002   42.1039     
  1112.78        500.000                 NaN            NaN   7.00076        4.56144                 NaN   2.32042        44.0068                 NaN   42.1106     
  1111.82        500.000                 NaN            NaN   6.99754        4.56430                 NaN   2.31644        44.0148       0.135930E-002   42.1056     
  1110.86        500.000                 NaN            NaN   6.99799        4.56509                 NaN   2.31607        44.0131       0.147078E-002   42.1063     
  1109.89        500.000                 NaN            NaN   6.99954        4.56405                 NaN   2.31846        44.0086                 NaN   42.1094     
  1108.93        500.000                 NaN            NaN   7.00123        4.55799       0.154368E-001   2.31457        44.0049                 NaN   42.1059     
  1107.96        500.000                 NaN            NaN   7.00315        4.55134       0.277052E-001   2.31056        44.0013       0.155764E-002   42.1044     
  1107.00        500.000                 NaN            NaN   7.00453        4.55362       0.181134E-001   2.31636        43.9953                 NaN   42.1121     
  1106.04        500.000                 NaN            NaN   7.00699        4.53535       0.657909E-001   2.29122        43.9925       0.117367E-001   42.0964     
  1105.07        500.000                 NaN            NaN   7.00485        4.55172       0.255224E-001   2.30340        43.9931       0.104062E-001   42.1110     
  1104.11        500.000                 NaN            NaN   7.01165        4.51205       0.109381        2.27448        43.9874       0.182956E-001   42.0868     
  1103.14        500.000                 NaN            NaN   7.01608        4.50125       0.144311        2.25984        43.9781       0.235059E-001   42.0769     
  1102.18        500.000                 NaN            NaN   7.01927        4.48930       0.172865        2.24755        43.9731       0.284566E-001   42.0694     
  1101.22        500.000                 NaN            NaN   7.02249        4.47718       0.201642        2.23523        43.9682       0.333724E-001   42.0619     
  1100.25        500.000                 NaN            NaN   7.02578        4.46537       0.230714        2.22279        43.9629       0.382657E-001   42.0542     
  1099.29        500.000                 NaN            NaN   7.02908        4.45338       0.259813        2.21040        43.9578       0.431131E-001   42.0464     
  1098.32        500.000                 NaN            NaN   7.03233        4.44167       0.288444        2.19812        43.9527       0.479118E-001   42.0388     
  1097.36        500.000                 NaN            NaN   7.03561        4.42986       0.317342        2.18580        43.9477       0.526752E-001   42.0310     
  1096.40        500.000                 NaN            NaN   7.03898       0.346655        4.41809        2.17336        43.9424       0.574143E-001   42.0231     
  1095.43        500.000                 NaN            NaN   7.04234        4.40625       0.376023        2.16094        43.9372       0.621098E-001   42.0152     
  1094.47        500.000                 NaN            NaN   7.04526        4.39405       0.403064        2.14939        43.9335       0.666847E-001   42.0080     
  1093.50        500.000                 NaN            NaN   7.04150        4.42236       0.333023        2.15141        43.9394       0.820907E-001   42.0303     
  1092.54        500.000                 NaN            NaN   7.04071        4.42334       0.332333        2.16300        43.9386       0.709027E-001   42.0311     
  1091.58        500.000                 NaN            NaN   7.05599        4.35921       0.494268        2.11116        43.9161       0.805128E-001   41.9827     
  1090.61        500.000                 NaN            NaN   7.05903        4.34796       0.519993        2.10005        43.9123       0.848377E-001   41.9758     
  1089.65        500.000                 NaN            NaN   7.06299       0.554088        4.33592        2.08617        43.9053       0.894742E-001   41.9661     
  1088.68        500.000                 NaN            NaN   7.06651       0.584102        4.32429        2.07367        43.8999       0.938964E-001   41.9577     
  1087.72        500.000                 NaN            NaN   7.07003        4.31266       0.614088        2.06120        43.8945       0.982738E-001   41.9492     
  1086.76        500.000                 NaN            NaN   7.07364       0.644791        4.30092        2.04852        43.8889       0.102634        41.9406     
  1085.79        500.000                 NaN            NaN   7.07716       0.674558        4.28948        2.03616        43.8836       0.106915        41.9321     
  1084.83        500.000                 NaN            NaN   7.08084       0.705563        4.27783        2.02341        43.8779       0.111205        41.9233     
  1083.86        500.000                 NaN            NaN   7.08177       0.714997        4.27019        2.01788        43.8787       0.114658        41.9218     
  1082.90        500.000                 NaN            NaN   7.08763       0.763510        4.25402        1.99966        43.8687       0.119444        41.9071     
  1081.94        500.000                 NaN            NaN   7.09026       0.787852        4.23981        1.99043        43.8662       0.123309        41.9021     
  1080.97        500.000                 NaN            NaN   7.09242       0.800714        4.23886        1.98182        43.8622       0.126906        41.8971     
  1080.01        500.000                 NaN            NaN   7.09643       0.835146        4.22586        1.96826        43.8561       0.131070        41.8871     
  1079.04        500.000                 NaN            NaN   7.10026       0.867446        4.21389        1.95527        43.8503       0.135157        41.8777     
  1078.08        500.000                 NaN            NaN   7.10405       0.899569        4.20213        1.94232        43.8446       0.139182        41.8682     
  1077.12        500.000                 NaN            NaN   7.10925       0.946268        4.18515        1.92485        43.8369       0.143675        41.8539     
  1076.15        500.000                 NaN            NaN   7.11230        4.17714       0.968905        1.91480        43.8324       0.147248        41.8472     
  1075.19        500.000                 NaN            NaN   7.11692        1.01017        4.16213        1.89923        43.8252       0.151436        41.8349     
  1074.22        500.000                 NaN            NaN   7.12074        4.15088        1.04139        1.88671        43.8194       0.155212        41.8257     
  1073.26        500.000                 NaN            NaN   7.12378        4.14312        1.06383        1.87678        43.8146       0.158708        41.8192     
  1072.30        500.000                 NaN            NaN   7.13009        1.11429        4.12848        1.85811        43.8029       0.162913        41.8032     
  1071.33        500.000                 NaN            NaN   7.13406        4.11703        1.14682        1.84521        43.7969       0.166609        41.7934     
  1070.37        500.000                 NaN            NaN   7.13603        4.10768        1.16497        1.83685        43.7961       0.169959        41.7884     
  1069.41        500.000                 NaN            NaN   7.14005        4.09622        1.19779        1.82392        43.7900       0.173564        41.7785     
  1068.44        500.000                 NaN            NaN   7.14614        4.08267        1.24541        1.80632        43.7786       0.177447        41.7634     
  1067.48        500.000                 NaN            NaN   7.15022        4.07122        1.27863        1.79329        43.7725       0.180978        41.7532     
  1066.51        500.000                 NaN            NaN   7.15433        4.05976        1.31203        1.78023        43.7663       0.184469        41.7429     
  1065.55        500.000                 NaN            NaN   7.15847        4.04830        1.34562        1.76713        43.7600       0.187919        41.7325     
  1064.59        500.000                 NaN            NaN   7.16264        4.03684        1.37938        1.75400        43.7538       0.191329        41.7220     
  1063.62        500.000                 NaN            NaN   7.16684        4.02536        1.41337        1.74082        43.7474       0.194699        41.7115     
  1062.66        500.000                 NaN            NaN   7.17106        4.01392        1.44746        1.72763        43.7411       0.198028        41.7008     
  1061.69        500.000                 NaN            NaN   7.17521        4.00244        1.48116        1.71459        43.7350       0.201305        41.6903     
  1060.73        500.000                 NaN            NaN   7.17949        3.99095        1.51574        1.70130        43.7286       0.204556        41.6794     
  1059.77        500.000                 NaN            NaN   7.18382        3.97944        1.55055        1.68795        43.7221       0.207764        41.6684     
  1058.80        500.000                 NaN            NaN   7.18817        3.96792        1.58555        1.67456        43.7155       0.210934        41.6573     
  1057.84        500.000                 NaN   1.85046        7.17953        4.30910                 NaN  0.755875        44.0432       0.420684        41.4411     
  1056.87        500.000                 NaN   1.93259        7.18635        4.29931                 NaN  0.692859        44.0471       0.432650        41.4092     
  1055.91        500.000                 NaN   2.01164        7.19269        4.28892                 NaN  0.632427        44.0517       0.444054        41.3785     
  1054.95        500.000                 NaN   2.08699        7.19900        4.28006                 NaN  0.574870        44.0550       0.454771        41.3493     
  1053.98        500.000                 NaN   2.15927        7.20508        4.27162                 NaN  0.519790        44.0579       0.464923        41.3214     
  1053.02        500.000                 NaN   2.22656        7.21161        4.26582                 NaN  0.468484        44.0579       0.473767        41.2959     
  1052.05        500.000                 NaN   2.32715        7.21797        4.24707                 NaN  0.393656        44.0694       0.487881        41.2569     
  1051.09        500.000                 NaN   2.37736        7.22297        4.24521                 NaN  0.354364        44.0685       0.494734        41.2368     
  1050.13        500.000                 NaN   2.43183        7.22704        4.23361                 NaN  0.315250        44.0723       0.501931        41.2180     
  1049.16        500.000                 NaN   2.48125        7.23248        4.23450                 NaN  0.276194        44.0695       0.508462        41.1976     
  1048.20        500.000                 NaN   2.49972        7.23320        4.22448                 NaN  0.264782        44.0731       0.510925        41.1938     
  1047.23        500.000                 NaN   2.59239        7.24233        4.22306                 NaN  0.192768        44.0715       0.522742        41.1552     
  1046.27        500.000                 NaN   2.64602        7.24700        4.21706                 NaN  0.152733        44.0728       0.529495        41.1349     
  1045.31        500.000                 NaN   2.69775        7.25149        4.21119                 NaN  0.114240        44.0741       0.535914        41.1153     
  1044.34        500.000                 NaN   2.74760        7.25585        4.20557                 NaN  0.772384E-001   44.0752       0.542008        41.0965     
  1043.38        500.000                 NaN   2.79587        7.26008        4.20011                 NaN  0.415319E-001   44.0762       0.547818        41.0784     
  1042.41        500.000                 NaN   2.84316        7.26423        4.19476                 NaN  0.663713E-002   44.0771       0.553424        41.0607     
  1041.45        500.000                 NaN   2.85353        7.26545        4.19159                 NaN            NaN   44.0761       0.554533        41.0588     
  1040.49        500.000                 NaN   2.85509        7.26591        4.18900                 NaN            NaN   44.0749       0.554595        41.0605     
  1039.52        500.000                 NaN   2.85646        7.26663        4.18725                 NaN            NaN   44.0728       0.554614        41.0623     
  1038.56        500.000                 NaN   2.85779        7.26728        4.18560                 NaN            NaN   44.0707       0.554628        41.0640     
  1037.59        500.000                 NaN   2.85914        7.26792        4.18388                 NaN            NaN   44.0686       0.554651        41.0658     
  1036.63        500.000                 NaN   2.86047        7.26860        4.18224                 NaN            NaN   44.0665       0.554663        41.0675     
  1035.67        500.000                 NaN   2.86182        7.26927        4.18055                 NaN            NaN   44.0644       0.554681        41.0693     
  1034.70        500.000                 NaN   2.86313        7.26996        4.17892                 NaN            NaN   44.0623       0.554695        41.0710     
  1033.74        500.000                 NaN   2.86311        7.26686        4.17610                 NaN            NaN   44.0701       0.554564        41.0693     
  1032.77        500.000                 NaN   2.86587        7.27153        4.17578                 NaN            NaN   44.0576       0.554685        41.0746     
  1031.81        500.000                 NaN   2.86703        7.27203        4.17414                 NaN            NaN   44.0559       0.554737        41.0762     
  1030.85        500.000                 NaN   2.87054        7.28117        4.17304                 NaN            NaN   44.0357       0.555180        41.0844     
  1029.88        500.000                 NaN   2.87113        7.28141        4.17219                 NaN            NaN   44.0346       0.555179        41.0855     
  1028.92        500.000                 NaN   2.87172        7.28165        4.17135                 NaN            NaN   44.0335       0.555178        41.0866     
  1027.95        500.000                 NaN   2.87233        7.28189        4.17049                 NaN            NaN   44.0324       0.555177        41.0877     
  1026.99        500.000                 NaN   2.87294        7.28215        4.16962                 NaN            NaN   44.0312       0.555175        41.0889     
  1026.03        500.000                 NaN   2.87357        7.28241        4.16874                 NaN            NaN   44.0301       0.555174        41.0900     
  1025.06        500.000                 NaN   2.87421        7.28268        4.16786                 NaN            NaN   44.0289       0.555172        41.0912     
  1024.10        500.000                 NaN   2.87486        7.28296        4.16696                 NaN            NaN   44.0277       0.555170        41.0923     
  1023.14        500.000                 NaN   2.87552        7.28325        4.16606                 NaN            NaN   44.0265       0.555168        41.0935     
  1022.17        500.000                 NaN   2.87620        7.28354        4.16514                 NaN            NaN   44.0253       0.555166        41.0947     
  1021.21        500.000                 NaN   2.88086        7.27974        4.15734                 NaN            NaN   44.0320       0.554864        41.0952     
  1020.24        500.000                 NaN   2.88207        7.28046        4.15590                 NaN            NaN   44.0298       0.554873        41.0969     
  1019.28        500.000                 NaN   2.88329        7.28117        4.15444                 NaN            NaN   44.0276       0.554883        41.0986     
  1018.32        500.000                 NaN   2.87903        7.28483        4.16136                 NaN            NaN   44.0200       0.555157        41.0996     
  1017.35        500.000                 NaN   2.88050        7.29026        4.16310                 NaN            NaN   44.0064       0.555334        41.1044     
  1016.39        500.000                 NaN   2.88688        7.28335        4.15023                 NaN            NaN   44.0209       0.554904        41.1037     
  1015.42        500.000                 NaN   2.88738        7.28166        4.14879                 NaN            NaN   44.0241       0.554801        41.1033     
  1014.46        500.000                 NaN   2.88844        7.28252        4.14752                 NaN            NaN   44.0218       0.554790        41.1049     
  1013.50        500.000                 NaN   2.88975        7.28288        4.14476                 NaN            NaN   44.0211       0.554855        41.1066     
  1012.53        500.000                 NaN   2.89076        7.28403        4.14492                 NaN            NaN   44.0171       0.554798        41.1084     
  1011.57        500.000                 NaN   2.89192        7.28480        4.14364                 NaN            NaN   44.0147       0.554800        41.1101     
  1010.60        500.000                 NaN   2.89306        7.28557        4.14237                 NaN            NaN   44.0124       0.554803        41.1118     
  1009.64        500.000                 NaN   2.89420        7.28634        4.14112                 NaN            NaN   44.0100       0.554804        41.1135     
  1008.68        500.000                 NaN   2.89476        7.28748        4.14178                 NaN            NaN   44.0061       0.554708        41.1151     
  1007.71        500.000                 NaN   2.89636        7.28823        4.13966                 NaN            NaN   44.0040       0.554739        41.1170     
  1006.75        500.000                 NaN   2.89752        7.28888        4.13817                 NaN            NaN   44.0020       0.554776        41.1187     
  1005.78        500.000                 NaN   2.89864        7.28966        4.13696                 NaN            NaN   43.9995       0.554777        41.1204     
  1004.82        500.000                 NaN   2.89975        7.29045        4.13577                 NaN            NaN   43.9971       0.554776        41.1221     
  1003.86        500.000                 NaN   2.90086        7.29124        4.13459                 NaN            NaN   43.9947       0.554775        41.1238     
  1002.89        500.000                 NaN   2.90196        7.29204        4.13343                 NaN            NaN   43.9922       0.554774        41.1256     
  1001.93        500.000                 NaN   2.90305        7.29284        4.13228                 NaN            NaN   43.9898       0.554772        41.1273     
  1000.96        500.000                 NaN   2.90414        7.29363        4.13111                 NaN            NaN   43.9874       0.554770        41.1290     
  1000.00        500.000                 NaN   2.90521        7.29445        4.13004                 NaN            NaN   43.9848       0.554766        41.1307     
