|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1298.82        500.000        99.4547                 NaN            NaN            NaN            NaN  0.125828       0.243182                 NaN  0.176315                 NaN            NaN            NaN            NaN
  1297.33        500.000        99.4609                 NaN            NaN            NaN            NaN  0.123710       0.241228                 NaN  0.174210                 NaN            NaN            NaN            NaN
  1295.83        500.000        99.4667                 NaN            NaN            NaN            NaN  0.121809       0.239270                 NaN  0.172253                 NaN            NaN            NaN            NaN
  1294.34        500.000        99.4723                 NaN            NaN            NaN            NaN  0.237567       0.119775                 NaN  0.170404                 NaN            NaN            NaN            NaN
  1292.85        500.000        99.4780                 NaN            NaN            NaN            NaN  0.117985       0.235543                 NaN  0.168422                 NaN            NaN            NaN            NaN
  1291.35        500.000        99.4837                 NaN            NaN            NaN            NaN  0.115766       0.233984                 NaN  0.166584                 NaN            NaN            NaN            NaN
  1289.86        500.000        99.4889                 NaN            NaN            NaN            NaN  0.232253       0.114046                 NaN  0.164755                 NaN            NaN            NaN            NaN
  1288.36        500.000        99.4944                 NaN            NaN            NaN            NaN  0.112052       0.230624                 NaN  0.162948                 NaN            NaN            NaN            NaN
  1286.87        500.000        99.4998                 NaN            NaN            NaN            NaN  0.110109       0.228983                 NaN  0.161141                 NaN            NaN            NaN            NaN
  1285.38        500.000        99.5049                 NaN            NaN            NaN            NaN  0.108398       0.227263                 NaN  0.159404                 NaN            NaN            NaN            NaN
  1283.88        500.000        99.5098                 NaN            NaN            NaN            NaN  0.226001       0.106471                 NaN  0.157760                 NaN            NaN            NaN            NaN
  1282.39        500.000        99.5149                 NaN            NaN            NaN            NaN  0.104619       0.224427                 NaN  0.156088                 NaN            NaN            NaN            NaN
  1280.89        500.000        99.5206                 NaN            NaN            NaN            NaN  0.103006       0.222263                 NaN  0.154135                 NaN            NaN            NaN            NaN
  1279.40        500.000        99.5253                 NaN            NaN            NaN            NaN  0.220943       0.101123                 NaN  0.152589                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.5300                 NaN            NaN            NaN            NaN  0.993614E-001  0.219564                 NaN  0.151034                 NaN            NaN            NaN            NaN
  1276.41        500.000        99.5348                 NaN            NaN            NaN            NaN  0.975560E-001  0.218278                 NaN  0.149382                 NaN            NaN            NaN            NaN
  1274.92        500.000        99.5402                 NaN            NaN            NaN            NaN  0.959488E-001  0.216191                 NaN  0.147627                 NaN            NaN            NaN            NaN
  1273.42        500.000        99.5449                 NaN            NaN            NaN            NaN  0.216510       0.919096E-001            NaN  0.146722                 NaN            NaN            NaN            NaN
  1271.93        500.000        92.4162                 NaN            NaN  0.105065E-003            NaN  0.565055        1.22247                 NaN  0.883226        4.91297                 NaN            NaN            NaN
  1270.43        500.000        71.0799                 NaN            NaN   1.82988                 NaN   4.36141                 NaN            NaN   3.01706        19.7117                 NaN            NaN            NaN
  1268.94        500.000        88.4055                 NaN            NaN  0.753834                 NaN   1.72241                 NaN            NaN   1.21818        7.90005                 NaN            NaN            NaN
  1267.45        500.000        94.8251                 NaN            NaN  0.321587                 NaN  0.783436                 NaN            NaN  0.545434        3.52440                 NaN            NaN            NaN
  1265.95        500.000        97.1523                 NaN            NaN  0.168284                 NaN  0.441573                 NaN            NaN  0.302161        1.93573                 NaN            NaN            NaN
  1264.46        500.000        98.2392                 NaN            NaN  0.982212E-001            NaN  0.280728                 NaN            NaN  0.188824        1.19308                 NaN            NaN            NaN
  1262.96        500.000        99.2054                 NaN            NaN  0.873965E-001  0.133000E-001            NaN            NaN            NaN  0.847861E-001  0.609068       0.208608E-004            NaN            NaN
  1261.47        500.000        99.1187                 NaN            NaN  0.262383E-001            NaN  0.158039                 NaN            NaN  0.979794E-001  0.599093                 NaN            NaN            NaN
  1259.98        500.000        41.7416        14.5740                 NaN            NaN            NaN   8.17747       0.939520                 NaN   6.00104        28.5663                 NaN            NaN            NaN
  1258.48        500.000        80.1981        19.6261                 NaN            NaN            NaN  0.666296E-001            NaN            NaN  0.109153                 NaN            NaN            NaN            NaN
  1256.99        500.000        97.5955        2.19772                 NaN            NaN            NaN  0.206818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1254.00        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.50        500.000        99.3343                 NaN            NaN            NaN            NaN  0.280482       0.285993                 NaN  0.743240E-001            NaN            NaN  0.249174E-001            NaN
  1251.01        500.000        99.6403                 NaN            NaN            NaN            NaN  0.291098                 NaN            NaN  0.415257E-001            NaN            NaN  0.270623E-001            NaN
  1249.52        500.000        98.8933                 NaN            NaN            NaN            NaN  0.283540E-001  0.994643                 NaN  0.836759E-001            NaN            NaN            NaN            NaN
  1248.02        500.000        88.6114                 NaN            NaN            NaN            NaN  0.907761                 NaN            NaN   1.16532        9.05850                 NaN  0.257056                 NaN
  1246.53        500.000        99.9909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.906888E-002            NaN            NaN            NaN            NaN
  1245.03        500.000        99.8363       0.916920E-001            NaN            NaN            NaN  0.325411E-001  0.227067E-002            NaN  0.134550E-001  0.236978E-001            NaN            NaN            NaN
  1243.54        500.000        99.9811                 NaN            NaN            NaN            NaN  0.237433E-002  0.714934E-002            NaN  0.914694E-002            NaN            NaN  0.266750E-003            NaN
  1242.05        500.000        99.8138                 NaN            NaN            NaN            NaN  0.145408E-001            NaN            NaN  0.262787E-002  0.163260                 NaN  0.581861E-002            NaN
  1240.55        500.000        99.9604       0.393388E-001            NaN            NaN            NaN  0.226307E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.06        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.56        500.000        99.9889                 NaN            NaN            NaN            NaN  0.203108E-002            NaN            NaN            NaN  0.902334E-002            NaN            NaN            NaN
  1236.07        500.000        99.9975                 NaN            NaN            NaN            NaN  0.749806E-003            NaN            NaN  0.176429E-002            NaN            NaN            NaN            NaN
  1234.58        500.000        99.9985                 NaN            NaN            NaN            NaN  0.146656E-002            NaN            NaN            NaN            NaN            NaN  0.110577E-004            NaN
  1233.08        500.000        99.9985                 NaN            NaN            NaN            NaN  0.114842E-003            NaN            NaN  0.113960E-002            NaN            NaN  0.246515E-003            NaN
  1231.59        500.000        99.9023                 NaN            NaN            NaN            NaN  0.270048E-001  0.659725E-001            NaN  0.468609E-002            NaN            NaN            NaN            NaN
  1230.09        500.000        99.9437                 NaN            NaN            NaN            NaN  0.360290E-001            NaN            NaN  0.202722E-001            NaN            NaN            NaN            NaN
  1228.60        500.000        99.9873                 NaN            NaN            NaN            NaN  0.549710E-002  0.572190E-002  0.959758E-005  0.143970E-002            NaN            NaN            NaN            NaN
  1227.10        500.000        97.7974                 NaN            NaN            NaN            NaN  0.501820       0.148202                 NaN  0.284967        1.25689                 NaN  0.107075E-001            NaN
  1225.61        500.000        98.2901                 NaN            NaN            NaN            NaN  0.118427E-002  0.383973                 NaN  0.220883        1.09816                 NaN  0.573206E-002            NaN
  1224.12        500.000        98.2906                 NaN            NaN            NaN            NaN  0.340365                 NaN            NaN  0.168666        1.20038                 NaN            NaN            NaN
  1222.62        500.000        98.9324                 NaN            NaN            NaN            NaN  0.314291                 NaN            NaN  0.205881       0.509301                 NaN  0.381253E-001            NaN
  1221.13        500.000        97.1398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.661490E-001   2.69953                 NaN  0.945505E-001            NaN
  1219.63        500.000        98.0407                 NaN            NaN            NaN            NaN  0.728078                 NaN            NaN  0.365879       0.861101                 NaN  0.422389E-002            NaN
  1218.14        500.000        98.4529                 NaN            NaN            NaN            NaN  0.183275E-001  0.260320                 NaN  0.170799        1.08362                 NaN  0.140660E-001            NaN
  1216.65        500.000        98.1996                 NaN            NaN            NaN            NaN  0.371656                 NaN            NaN  0.208789        1.19142                 NaN  0.285593E-001            NaN
  1215.15        500.000        99.2495                 NaN            NaN            NaN            NaN  0.757374E-002  0.195559                 NaN  0.171704       0.347899                 NaN  0.277940E-001            NaN
  1213.66        500.000        97.5386                 NaN            NaN            NaN            NaN  0.365068                 NaN            NaN  0.176975        1.88614                 NaN  0.331805E-001            NaN
  1212.16        500.000        98.4604                 NaN            NaN            NaN            NaN  0.266933                 NaN            NaN  0.154947        1.08532                 NaN  0.323898E-001            NaN
  1210.67        500.000        96.9938                 NaN            NaN            NaN            NaN  0.380725                 NaN            NaN  0.317400        2.22716                 NaN  0.809577E-001            NaN
  1209.18        500.000        99.8808                 NaN            NaN            NaN            NaN  0.459624E-001  0.799451E-002            NaN  0.556337E-001            NaN            NaN  0.958126E-002            NaN
  1207.68        500.000        98.9279                 NaN            NaN            NaN            NaN  0.261794                 NaN            NaN  0.448584E-001  0.765457                 NaN            NaN            NaN
  1206.19        500.000        98.3358                 NaN            NaN            NaN            NaN  0.377641                 NaN            NaN  0.182523        1.07233                 NaN  0.317253E-001            NaN
  1204.69        500.000        96.0550                 NaN            NaN            NaN            NaN  0.383257                 NaN            NaN  0.350664        3.12493                 NaN  0.861777E-001            NaN
  1203.20        500.000        99.8820                 NaN            NaN            NaN            NaN  0.448773E-001  0.102723E-003            NaN  0.711156E-001            NaN            NaN  0.191950E-002            NaN
  1201.70        500.000        99.2442                 NaN            NaN            NaN            NaN  0.146795                 NaN            NaN  0.102301E-001  0.576371                 NaN  0.224449E-001            NaN
  1200.21        500.000        99.4656                 NaN            NaN            NaN            NaN  0.723916E-001            NaN            NaN  0.527425E-001  0.407816                 NaN  0.147785E-002            NaN
  1198.72        500.000        99.8607                 NaN            NaN            NaN            NaN  0.106839                 NaN            NaN  0.231552E-001            NaN            NaN  0.932878E-002            NaN
  1197.22        500.000        98.7462                 NaN            NaN            NaN            NaN  0.554921E-001  0.164741                 NaN  0.106625       0.910600                 NaN  0.163226E-001            NaN
  1195.73        500.000        98.6998                 NaN            NaN            NaN            NaN  0.321919                 NaN            NaN  0.157946       0.803633                 NaN  0.167208E-001            NaN
  1194.23        500.000        97.9397                 NaN            NaN            NaN            NaN  0.128230                 NaN            NaN  0.149504        1.23375                 NaN  0.211353E-001  0.527677     
  1192.74        500.000        64.8746                 NaN            NaN            NaN            NaN   2.31332                 NaN            NaN   2.36409        15.6820                 NaN  0.186707        14.5793     
  1191.25        500.000        30.9290                 NaN            NaN            NaN            NaN   4.99134                 NaN            NaN   4.67937        30.4318                 NaN  0.311034        28.6575     
  1189.75        500.000                 NaN            NaN            NaN            NaN            NaN   7.93478                 NaN            NaN   6.93613        43.4375                 NaN  0.365768        41.3259     
  1188.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.28749        4.62410                 NaN   6.92783        43.4689                 NaN  0.370143        41.3215     
  1186.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.41139        4.50285                 NaN   6.93022        43.4625                 NaN  0.369715        41.3233     
  1185.27        500.000                 NaN            NaN            NaN            NaN            NaN   3.38231        4.53315                 NaN   6.93270        43.4578                 NaN  0.369202        41.3248     
  1183.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.27710        4.64387                 NaN   6.93597        43.4486                 NaN  0.368393        41.3261     
  1182.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.31190        4.60866                 NaN   6.93786        43.4461                 NaN  0.367912        41.3276     
  1180.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.95010                 NaN            NaN   6.95806        43.3957                 NaN  0.361562        41.3346     
  1179.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.80277        4.13900                 NaN   6.95332        43.4075                 NaN  0.363509        41.3339     
  1177.80        500.000                 NaN            NaN            NaN            NaN            NaN   3.24571        4.68221                 NaN   6.94485        43.4292                 NaN  0.365911        41.3321     
  1176.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.94045                 NaN            NaN   6.95555        43.4050                 NaN  0.363628        41.3354     
  1174.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.21984        4.71193                 NaN   6.94908        43.4195                 NaN  0.364783        41.3348     
  1173.32        500.000                 NaN            NaN            NaN            NaN            NaN   7.94929                 NaN            NaN   6.96330        43.3869                 NaN  0.361299        41.3392     
  1171.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.20056        4.73259                 NaN   6.95262        43.4130                 NaN  0.364235        41.3370     
  1170.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.19318        4.74393                 NaN   6.95502        43.4058                 NaN  0.363213        41.3388     
  1168.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.99641        4.94037                 NaN   6.95686        43.4039                 NaN  0.363016        41.3394     
  1167.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.04411        4.89560                 NaN   6.96065        43.3966                 NaN  0.362064        41.3410     
  1165.85        500.000                 NaN            NaN            NaN            NaN            NaN   3.06016        4.88117                 NaN   6.96238        43.3920                 NaN  0.361562        41.3427     
  1164.35        500.000                 NaN            NaN            NaN            NaN            NaN   3.13029        4.81133                 NaN   6.96353        43.3896                 NaN  0.361684        41.3435     
  1162.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.11380        4.82978                 NaN   6.96577        43.3847                 NaN  0.361116        41.3449     
  1161.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.09787        4.84767                 NaN   6.96801        43.3796                 NaN  0.360546        41.3463     
  1159.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.08255        4.86495                 NaN   6.97025        43.3746                 NaN  0.359973        41.3476     
  1158.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.06786        4.88162                 NaN   6.97249        43.3696                 NaN  0.359398        41.3490     
  1156.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.05380        4.89766                 NaN   6.97473        43.3646                 NaN  0.358821        41.3504     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.04044        4.91301                 NaN   6.97697        43.3596                 NaN  0.358241        41.3518     
  1153.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.02776        4.92769                 NaN   6.97921        43.3545                 NaN  0.357660        41.3531     
  1152.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.01582        4.94163                 NaN   6.98146        43.3495                 NaN  0.357076        41.3545     
  1150.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.76778        3.18988                 NaN   6.94340        43.3720                 NaN  0.364282        41.3626     
  1149.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.46028        6.50870                 NaN   6.99129        43.3266                 NaN  0.354409        41.3587     
  1147.92        500.000                 NaN            NaN            NaN            NaN            NaN  0.457376        7.51625                 NaN   6.99505        43.3168                 NaN  0.353716        41.3608     
  1146.42        500.000                 NaN            NaN            NaN            NaN            NaN   1.32363        6.64594                 NaN   7.00431        43.3133                 NaN  0.352656        41.3602     
  1144.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.57739        6.40083                 NaN   7.00029        43.3057                 NaN  0.352042        41.3637     
  1143.43        500.000                 NaN            NaN            NaN            NaN            NaN   1.53355       0.164655E-001   6.43297        6.99290        43.3079                 NaN  0.350293        41.3659     
  1141.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.01451        4.95860       0.314969E-004   6.98429        43.3278                 NaN  0.351127        41.3636     
  1140.45        500.000                 NaN            NaN            NaN  0.938797                 NaN   6.36830                 NaN            NaN   6.84102        43.6805                 NaN  0.413752        41.7576     
  1138.95        500.000                 NaN            NaN            NaN            NaN            NaN   1.86948        6.11512                 NaN   7.00788        43.2897                 NaN  0.349720        41.3681     
  1137.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.17304        5.81184                 NaN   7.00898        43.2864                 NaN  0.349722        41.3700     
  1135.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.98213        5.01397                 NaN   6.99675        43.2911                 NaN  0.343914        41.3721     
  1134.47        500.000                 NaN            NaN            NaN            NaN            NaN   2.90636        5.07583                 NaN   7.00858        43.2881                 NaN  0.349880        41.3712     
  1132.98        500.000                 NaN            NaN            NaN            NaN            NaN   8.00159                 NaN            NaN   7.02156        43.2542                 NaN  0.346083        41.3766     
  1131.48        500.000                 NaN            NaN            NaN   1.00732                 NaN   6.26066                 NaN            NaN   6.83798        43.6840                 NaN  0.415496        41.7945     
  1129.99        500.000                 NaN            NaN            NaN            NaN            NaN   2.37527       0.392407        5.21535        7.00318        43.2874                 NaN  0.351033        41.3753     
  1128.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.78565       0.689570        4.50321        7.00185        43.2916                 NaN  0.352403        41.3757     
  1127.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.87273        3.09474                 NaN   6.99589        43.3086                 NaN  0.353794        41.3742     
  1125.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.36560        5.62549                 NaN   7.02057        43.2625                 NaN  0.347336        41.3785     
  1124.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.83830        3.13104                 NaN   6.99928        43.3018                 NaN  0.352834        41.3767     
  1122.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.82159        3.15141       0.220997E-004   7.00215        43.2944                 NaN  0.352065        41.3783     
  1121.02        500.000                 NaN            NaN            NaN  0.335856                 NaN   7.42653       0.902365E-006            NaN   6.95890        43.4038                 NaN  0.363097        41.5118     
  1119.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.79718        3.18195       0.176732E-004   7.00859        43.2814                 NaN  0.350153        41.3808     
  1118.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.77298        3.20824       0.161512E-004   7.01126        43.2757                 NaN  0.349482        41.3824     
  1116.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.81067        3.17120                 NaN   7.01064        43.2738                 NaN  0.349690        41.3840     
  1115.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.58588        3.66539        2.76457        7.04099        43.2110                 NaN  0.341214        41.3909     
  1113.55        500.000                 NaN            NaN            NaN            NaN            NaN   1.64906        3.68116        2.68766        7.04289        43.2064                 NaN  0.340637        41.3922     
  1112.06        500.000                 NaN            NaN            NaN            NaN            NaN   1.78077        3.77308        2.46580        7.04499        43.2017                 NaN  0.340097        41.3936     
  1110.56        500.000                 NaN            NaN            NaN            NaN            NaN   1.90287        3.83669        2.28196        7.04711        43.1970                 NaN  0.339525        41.3949     
  1109.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.04564        3.89739        2.08029        7.04903        43.1925                 NaN  0.338988        41.3962     
  1107.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.18799        3.94761        1.88950        7.05094        43.1880                 NaN  0.338452        41.3976     
  1106.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.34166        4.01484        1.67034        7.05281        43.1835                 NaN  0.337924        41.3989     
  1104.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.49353        4.07656        1.45856        7.05471        43.1790                 NaN  0.337386        41.4002     
  1103.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.89590        3.10357                 NaN   7.02993        43.2295                 NaN  0.344866        41.3963     
  1101.60        500.000                 NaN            NaN            NaN            NaN            NaN   4.90658        3.09542                 NaN   7.03244        43.2235                 NaN  0.344205        41.3978     
  1100.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.92461        3.08000                 NaN   7.03479        43.2177                 NaN  0.343525        41.3993     
  1098.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.93575        3.07146                 NaN   7.03745        43.2116                 NaN  0.342844        41.4009     
  1097.12        500.000                 NaN            NaN            NaN            NaN            NaN   4.95295        3.05692                 NaN   7.03997        43.2056                 NaN  0.342153        41.4024     
  1095.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.97215        3.04040                 NaN   7.04252        43.1995                 NaN  0.341453        41.4040     
  1094.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.99364        3.02164                 NaN   7.04509        43.1934                 NaN  0.340743        41.4055     
  1092.63        500.000                 NaN            NaN            NaN            NaN            NaN   5.01771        3.00033                 NaN   7.04768        43.1872                 NaN  0.340022        41.4071     
  1091.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.04468        2.97617                 NaN   7.05031        43.1809                 NaN  0.339288        41.4086     
  1089.65        500.000                 NaN            NaN            NaN            NaN            NaN   5.07545        2.94827                 NaN   7.05297        43.1746                 NaN  0.338538        41.4102     
  1088.15        500.000                 NaN            NaN            NaN            NaN            NaN   5.11026        2.91639                 NaN   7.05568        43.1681                 NaN  0.337771        41.4118     
  1086.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.15043        2.87923                 NaN   7.05845        43.1616                 NaN  0.336982        41.4133     
  1085.16        500.000                 NaN            NaN            NaN            NaN            NaN   5.20978        2.82320                 NaN   7.06124        43.1547                 NaN  0.336104        41.4150     
  1083.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.29468        3.75493       0.120690E-005   7.07726        43.1237                 NaN  0.331219        41.4183     
  1082.18        500.000                 NaN            NaN            NaN            NaN            NaN   4.42000        3.63221       0.129997E-005   7.07957        43.1180                 NaN  0.330509        41.4197     
  1080.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.89085        3.16180                 NaN   7.07901        43.1169                 NaN  0.330480        41.4209     
  1079.19        500.000                 NaN            NaN            NaN            NaN            NaN   5.13372        2.92087                 NaN   7.08080        43.1125                 NaN  0.329926        41.4222     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.90579        4.16942                 NaN   7.09882        43.0743                 NaN  0.324568        41.4271     
  1076.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.02800        1.03726                 NaN   7.09499        43.0891                 NaN  0.325955        41.4247     
  1074.71        500.000                 NaN            NaN            NaN            NaN            NaN   6.53809        1.52480                 NaN   7.09361        43.0911                 NaN  0.326657        41.4258     
  1073.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.79709        5.29849                 NaN   7.11442        43.0349                 NaN  0.319971        41.4351     
  1071.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.50783        2.59307                 NaN   7.11900        43.0246                 NaN  0.318525        41.4370     
  1070.22        500.000                 NaN            NaN            NaN            NaN            NaN   5.31233        2.78896                 NaN   7.11963        43.0224                 NaN  0.318434        41.4382     
  1068.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.05224        5.04640                 NaN   7.11729        43.0256                 NaN  0.319289        41.4391     
  1067.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.66666        2.40730                 NaN   7.10261        43.0641                 NaN  0.324436        41.4349     
  1065.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.26091        2.81430                 NaN   7.10317        43.0590                 NaN  0.324917        41.4377     
  1064.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.27174        4.77184                 NaN   7.08326        43.1124                 NaN  0.330275        41.4304     
  1062.75        500.000                 NaN            NaN            NaN            NaN            NaN   3.55299        4.53068                 NaN   7.11038        43.0413                 NaN  0.323085        41.4416     
  1061.26        500.000                 NaN            NaN            NaN            NaN            NaN   4.73256        3.39052                 NaN   7.13219        42.9799                 NaN  0.314794        41.4500     
  1059.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.20603        4.90499                 NaN   7.13079        42.9951                 NaN  0.315584        41.4475     
  1058.27        500.000                 NaN            NaN            NaN            NaN            NaN   5.10992        2.98590                 NaN   7.11935        43.0184                 NaN  0.319615        41.4468     
  1056.78        500.000                 NaN            NaN            NaN            NaN            NaN   4.92637        3.18505                 NaN   7.13070        42.9916                 NaN  0.315844        41.4504     
  1055.28        500.000                 NaN            NaN            NaN            NaN            NaN   4.79095        3.31993                 NaN   7.13024        42.9925                 NaN  0.315920        41.4505     
  1053.79        500.000                 NaN            NaN            NaN            NaN            NaN   4.70697        3.40575                 NaN   7.13177        42.9867                 NaN  0.315699        41.4531     
  1052.29        500.000                 NaN            NaN            NaN            NaN            NaN   4.72664        3.36182                 NaN   7.11560        43.0245                 NaN  0.321645        41.4498     
  1050.80        500.000                 NaN            NaN            NaN            NaN            NaN   4.65866        3.43132                 NaN   7.11698        43.0206                 NaN  0.321257        41.4512     
  1049.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.77487        5.33620                 NaN   7.13417        42.9838                 NaN  0.315500        41.4554     
  1047.81        500.000                 NaN            NaN            NaN            NaN            NaN   5.17624        2.94496                 NaN   7.14157        42.9660                 NaN  0.313001        41.4583     
  1046.32        500.000                 NaN            NaN            NaN            NaN            NaN   3.15638        4.96856                 NaN   7.14407        42.9583                 NaN  0.312230        41.4605     
  1044.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.73836        5.37097                 NaN   7.13548        42.9749                 NaN  0.317018        41.4632     
  1043.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.68083        5.43327                 NaN   7.15617        42.9558                 NaN  0.313263        41.4607     
  1041.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.66145        3.44417                 NaN   7.12884        42.9878                 NaN  0.317882        41.4599     
  1040.34        500.000                 NaN            NaN            NaN            NaN            NaN   4.52738        3.57015                 NaN   7.12185        43.0006                 NaN  0.320317        41.4597     
  1038.85        500.000                 NaN            NaN            NaN   1.17491                 NaN  0.646495        5.37395                 NaN   6.84686        43.5986                 NaN  0.415111        41.9441     
  1037.35        500.000                 NaN            NaN            NaN   1.19837                 NaN  0.562767        5.41636                 NaN   6.84157        43.6092                 NaN  0.416920        41.9548     
  1035.86        500.000                 NaN            NaN            NaN   1.21721                 NaN  0.496005        5.44991                 NaN   6.83731        43.6175                 NaN  0.418369        41.9637     
  1034.36        500.000                 NaN            NaN            NaN   1.23041                 NaN  0.449458        5.47314                 NaN   6.83434        43.6231                 NaN  0.419374        41.9702     
  1032.87        500.000                 NaN            NaN            NaN   1.23156                 NaN  0.445039        5.47543                 NaN   6.83418        43.6227                 NaN  0.419419        41.9717     
  1031.38        500.000                 NaN            NaN            NaN   1.23270                 NaN  0.440700        5.47766                 NaN   6.83402        43.6223                 NaN  0.419462        41.9732     
  1029.88        500.000                 NaN            NaN            NaN   1.23381                 NaN  0.436435        5.47986                 NaN   6.83386        43.6219                 NaN  0.419505        41.9746     
  1028.39        500.000                 NaN            NaN            NaN   1.23482                 NaN  0.432539        5.48187                 NaN   6.83372        43.6214                 NaN  0.419539        41.9761     
  1026.89        500.000                 NaN            NaN            NaN   1.23575                 NaN  0.428944        5.48373                 NaN   6.83360        43.6209                 NaN  0.419568        41.9775     
  1025.40        500.000                 NaN            NaN            NaN            NaN            NaN   5.18442        2.96509                 NaN   7.16966        42.8947                 NaN  0.305627        41.4805     
  1023.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.03444        5.11505                 NaN   7.16984        42.8932                 NaN  0.305711        41.4817     
  1022.41        500.000                 NaN            NaN            NaN            NaN            NaN   5.00477        3.12392                 NaN   7.15575        42.9264                 NaN  0.310603        41.4786     
  1020.92        500.000                 NaN            NaN            NaN            NaN            NaN   5.01773        3.11384                 NaN   7.15849        42.9199                 NaN  0.309818        41.4802     
  1019.42        500.000                 NaN            NaN            NaN            NaN            NaN   4.85112        3.30221                 NaN   7.17250        42.8832                 NaN  0.305051        41.4859     
  1017.93        500.000                 NaN            NaN            NaN            NaN            NaN   4.85454        3.30067                 NaN   7.17432        42.8785                 NaN  0.304579        41.4874     
  1016.44        500.000                 NaN            NaN            NaN            NaN            NaN   4.85784        3.29928                 NaN   7.17615        42.8738                 NaN  0.304104        41.4889     
