|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1304.94        500.000                 NaN   99.7675                 NaN            NaN  0.530733E-001  0.971528E-001            NaN            NaN            NaN  0.822864E-001            NaN            NaN            NaN
  1303.44        500.000                 NaN   99.7754                 NaN            NaN  0.494866E-001  0.962274E-001            NaN            NaN            NaN  0.788590E-001            NaN            NaN            NaN
  1301.93        500.000                 NaN   99.7820                 NaN            NaN  0.463451E-001  0.956346E-001            NaN            NaN            NaN  0.759850E-001            NaN            NaN            NaN
  1300.43        500.000                 NaN   99.7874                 NaN            NaN  0.433714E-001  0.957016E-001            NaN            NaN            NaN  0.735059E-001            NaN            NaN            NaN
  1298.93        500.000                 NaN   99.8037                 NaN            NaN            NaN  0.134399                 NaN            NaN            NaN  0.619298E-001            NaN            NaN            NaN
  1297.43        500.000                 NaN   99.8327                 NaN            NaN            NaN  0.116779                 NaN            NaN            NaN  0.504942E-001            NaN            NaN            NaN
  1295.92        500.000                 NaN   99.8278                 NaN            NaN            NaN  0.120516                 NaN            NaN            NaN  0.516628E-001            NaN            NaN            NaN
  1294.42        500.000                 NaN   99.8218                 NaN            NaN            NaN  0.125065                 NaN            NaN            NaN  0.531796E-001            NaN            NaN            NaN
  1292.92        500.000                 NaN   99.7971                 NaN            NaN  0.237113E-001  0.113886                 NaN            NaN            NaN  0.652782E-001            NaN            NaN            NaN
  1291.42        500.000                 NaN   99.7906                 NaN            NaN  0.258212E-001  0.116299                 NaN            NaN            NaN  0.673058E-001            NaN            NaN            NaN
  1289.92        500.000                 NaN   99.7415                 NaN            NaN            NaN  0.550437E-001  0.122024                 NaN            NaN  0.814225E-001            NaN            NaN            NaN
  1288.41        500.000                 NaN   99.7478                 NaN            NaN            NaN  0.957642E-001  0.782282E-001            NaN            NaN  0.782286E-001            NaN            NaN            NaN
  1286.91        500.000                 NaN   99.7385                 NaN            NaN            NaN  0.955091E-001  0.852850E-001            NaN            NaN  0.806744E-001            NaN            NaN            NaN
  1285.41        500.000                 NaN   99.7265                 NaN            NaN            NaN  0.967807E-001  0.925862E-001            NaN            NaN  0.841556E-001            NaN            NaN            NaN
  1283.91        500.000                 NaN   99.7111                 NaN            NaN            NaN  0.102356       0.980610E-001            NaN            NaN  0.885313E-001            NaN            NaN            NaN
  1282.41        500.000                 NaN   99.6907                 NaN            NaN            NaN  0.114617       0.100237                 NaN            NaN  0.944105E-001            NaN            NaN            NaN
  1280.90        500.000                 NaN   99.6640                 NaN            NaN            NaN  0.132389       0.101679                 NaN            NaN  0.101958                 NaN            NaN            NaN
  1279.40        500.000                 NaN   99.6292                 NaN            NaN            NaN  0.105173       0.153542                 NaN            NaN  0.112056                 NaN            NaN            NaN
  1277.90        500.000                 NaN   99.5813                 NaN            NaN            NaN  0.109481       0.183337                 NaN            NaN  0.125927                 NaN            NaN            NaN
  1276.40        500.000                 NaN   99.5133                 NaN            NaN            NaN  0.225585       0.115512                 NaN            NaN  0.145614                 NaN            NaN            NaN
  1274.89        500.000                 NaN   99.3188                 NaN            NaN            NaN  0.282311       0.140612                 NaN            NaN  0.181707       0.766060E-001            NaN            NaN
  1273.39        500.000                 NaN   90.4892                 NaN            NaN            NaN  0.208997        1.44765                 NaN            NaN  0.900571        6.95361                 NaN            NaN
  1271.89        500.000                 NaN   89.9825                 NaN            NaN            NaN   1.21170        1.42058                 NaN            NaN   1.12921        6.25601                 NaN            NaN
  1270.39        500.000                 NaN   93.8678                 NaN            NaN            NaN  0.554252       0.858785                 NaN            NaN  0.650134        4.06899                 NaN            NaN
  1268.89        500.000                 NaN   95.4748                 NaN            NaN            NaN  0.631693       0.378381                 NaN            NaN  0.492431        3.02267                 NaN            NaN
  1267.38        500.000                 NaN   96.4304                 NaN            NaN            NaN  0.290483       0.519449                 NaN            NaN  0.383784        2.37589                 NaN            NaN
  1265.88        500.000                 NaN   96.9845                 NaN            NaN  0.116401       0.528492                 NaN            NaN            NaN  0.317776        2.05285                 NaN            NaN
  1264.38        500.000       0.805467E-003   88.5587                 NaN            NaN            NaN   3.57366       0.925217                 NaN            NaN   1.95866        4.98292                 NaN            NaN
  1262.88        500.000                 NaN   89.2263                 NaN            NaN  0.271082        2.28022                 NaN            NaN            NaN   1.18008        7.04228                 NaN            NaN
  1261.38        500.000                 NaN   99.9790                 NaN            NaN            NaN  0.196187E-001            NaN            NaN            NaN  0.141026E-002            NaN            NaN            NaN
  1259.87        500.000                 NaN   94.1601        5.55087                 NaN  0.510023E-001  0.126863                 NaN            NaN            NaN  0.111146                 NaN            NaN            NaN
  1258.37        500.000                 NaN   99.9022                 NaN            NaN            NaN  0.914927E-001            NaN            NaN            NaN  0.627054E-002            NaN            NaN            NaN
  1256.87        500.000                 NaN   98.3953                 NaN            NaN  0.303795E-001  0.157809                 NaN            NaN            NaN  0.136053        1.22059       0.599162E-001            NaN
  1255.37        500.000                 NaN   98.3664                 NaN            NaN            NaN  0.530969                 NaN            NaN            NaN  0.297508       0.805172                 NaN            NaN
  1253.86        500.000                 NaN   97.1823                 NaN            NaN            NaN  0.631536                 NaN            NaN            NaN  0.373557        1.81260                 NaN            NaN
  1252.36        500.000                 NaN   96.8884                 NaN            NaN            NaN  0.513760       0.826572E-001            NaN            NaN  0.304271        2.21094                 NaN            NaN
  1250.86        500.000                 NaN   94.6450                 NaN            NaN            NaN   1.29153                 NaN            NaN            NaN  0.864745        3.19875                 NaN            NaN
  1249.36        500.000                 NaN   92.9195                 NaN            NaN            NaN   1.11243       0.398978                 NaN            NaN  0.992399        4.57666                 NaN            NaN
  1247.86        500.000                 NaN   89.0281                 NaN            NaN            NaN   2.47433                 NaN            NaN            NaN   1.52822        6.96936                 NaN            NaN
  1246.35        500.000                 NaN   96.9646                 NaN            NaN            NaN  0.756383                 NaN            NaN            NaN  0.400582        1.87843                 NaN            NaN
  1244.85        500.000                 NaN   96.6301                 NaN            NaN            NaN  0.119294       0.516455                 NaN            NaN  0.346737        2.38746                 NaN            NaN
  1243.35        500.000                 NaN   94.0196                 NaN            NaN            NaN  0.724716                 NaN            NaN            NaN  0.586742        4.66899                 NaN            NaN
  1241.85        500.000                 NaN   99.3158                 NaN            NaN            NaN  0.253373                 NaN            NaN            NaN  0.121903E-001  0.418657                 NaN            NaN
  1240.34        500.000                 NaN   98.7018                 NaN            NaN            NaN  0.759890                 NaN            NaN            NaN  0.282802       0.255538                 NaN            NaN
  1238.84        500.000                 NaN   90.8102                 NaN            NaN            NaN  0.932539       0.449229                 NaN            NaN   1.06832        6.73974                 NaN            NaN
  1237.34        500.000                 NaN   99.7283                 NaN            NaN            NaN  0.208873                 NaN            NaN            NaN  0.628376E-001            NaN            NaN            NaN
  1235.84        500.000                 NaN   98.9445                 NaN            NaN            NaN  0.323824E-001            NaN            NaN            NaN  0.105093       0.885283       0.327245E-001            NaN
  1234.34        500.000                 NaN   99.4445                 NaN            NaN            NaN  0.555481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.83        500.000                 NaN   99.6620                 NaN            NaN            NaN  0.280727                 NaN            NaN            NaN  0.572569E-001            NaN            NaN            NaN
  1231.33        500.000                 NaN   98.4316                 NaN            NaN            NaN  0.293078                 NaN            NaN            NaN  0.191038        1.08432                 NaN            NaN
  1229.83        500.000                 NaN   98.5629                 NaN            NaN            NaN  0.225395                 NaN            NaN            NaN  0.963331E-001   1.09716       0.182483E-001            NaN
  1228.33        500.000                 NaN   98.3251                 NaN            NaN            NaN  0.409541                 NaN            NaN            NaN  0.239802        1.02551                 NaN            NaN
  1226.83        500.000                 NaN   96.6991                 NaN            NaN            NaN  0.589174                 NaN            NaN            NaN  0.467454        2.20995       0.343570E-001            NaN
  1225.32        500.000                 NaN   97.6731                 NaN            NaN            NaN  0.463965E-001  0.348521                 NaN            NaN  0.261081        1.61031       0.605939E-001            NaN
  1223.82        500.000                 NaN   97.6471                 NaN            NaN            NaN  0.204069                 NaN            NaN            NaN  0.175457        1.91358       0.598208E-001            NaN
  1222.32        500.000                 NaN   99.3690                 NaN            NaN            NaN  0.914783E-001  0.258122                 NaN            NaN  0.420213E-001  0.239332                 NaN            NaN
  1220.82        500.000                 NaN   96.5781        1.31478                 NaN            NaN  0.746547E-001            NaN            NaN            NaN  0.128054        1.83111       0.732585E-001            NaN
  1219.31        500.000                 NaN   99.1216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.224779       0.653434       0.172473E-003            NaN
  1217.81        500.000                 NaN   98.4262                 NaN            NaN            NaN  0.824802                 NaN            NaN            NaN  0.161311       0.560586       0.270554E-001            NaN
  1216.31        500.000                 NaN   98.6970                 NaN            NaN            NaN  0.260848                 NaN            NaN            NaN  0.928850E-001  0.923518       0.257837E-001            NaN
  1214.81        500.000                 NaN   97.7764                 NaN            NaN            NaN  0.344445                 NaN            NaN            NaN  0.170241        1.68875       0.201373E-001            NaN
  1213.31        500.000                 NaN   99.1419                 NaN            NaN            NaN  0.251796                 NaN            NaN            NaN  0.228986       0.352876       0.244726E-001            NaN
  1211.80        500.000                 NaN   98.4324                 NaN            NaN            NaN  0.199858       0.855360E-001            NaN            NaN  0.117701        1.16009       0.437215E-002            NaN
  1210.30        500.000                 NaN   99.2239                 NaN            NaN            NaN  0.131042                 NaN            NaN            NaN  0.110308       0.512602       0.221918E-001            NaN
  1208.80        500.000                 NaN   98.0354                 NaN            NaN            NaN  0.360053                 NaN            NaN            NaN  0.195062        1.38987       0.195840E-001            NaN
  1207.30        500.000                 NaN   98.7197                 NaN            NaN            NaN  0.701638E-001  0.150171       0.558282E-005            NaN  0.182029       0.836282       0.416271E-001            NaN
  1205.80        500.000                 NaN   99.0316                 NaN            NaN            NaN  0.257771                 NaN            NaN            NaN  0.956149E-001  0.606378       0.866752E-002            NaN
  1204.29        500.000                 NaN   91.9680                 NaN            NaN            NaN  0.281872       0.979239                 NaN            NaN  0.810437        5.83890       0.121503                 NaN
  1202.79        500.000                 NaN   99.9444                 NaN            NaN            NaN  0.411827E-001            NaN            NaN            NaN  0.518423E-002            NaN  0.926614E-002            NaN
  1201.29        500.000                 NaN   99.9355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.522129E-001  0.122587E-001            NaN
  1199.79        500.000                 NaN   99.8762                 NaN            NaN            NaN  0.635750E-003  0.408218E-001            NaN            NaN  0.399954E-001  0.423479E-001            NaN            NaN
  1198.28        500.000                 NaN   99.2467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.293395E-001  0.575437       0.137382E-001  0.134806     
  1196.78        500.000                 NaN   99.4324                 NaN            NaN            NaN  0.122674                 NaN            NaN            NaN  0.748183E-001  0.107269                 NaN  0.262793     
  1195.28        500.000                 NaN   96.9516                 NaN            NaN            NaN  0.499627E-001  0.185048       0.307306E-004            NaN  0.194153        1.42730                 NaN   1.19196     
  1193.78        500.000                 NaN   92.5093                 NaN            NaN            NaN  0.557132                 NaN            NaN            NaN  0.492666        3.35263       0.338081E-001   3.05441     
  1192.28        500.000                 NaN   40.0775                 NaN            NaN            NaN   4.16551                 NaN            NaN            NaN   4.00731        26.5509       0.285998        24.9128     
  1190.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.99639        2.59398                 NaN            NaN   6.79627        43.6862       0.397414        41.5298     
  1189.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.56522        6.01458                 NaN            NaN   6.79515        43.6992       0.398639        41.5272     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.80426        2.80739                 NaN            NaN   6.81329        43.6463       0.392587        41.5362     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN   4.99934        2.61379                 NaN            NaN   6.81510        43.6421       0.392149        41.5375     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN   5.18581        2.42879                 NaN            NaN   6.81691        43.6380       0.391714        41.5388     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.17726        6.42547       0.267449E-005            NaN   6.81226        43.6549       0.393385        41.5367     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN   1.12441        6.48079       0.268378E-005            NaN   6.81452        43.6491       0.392859        41.5383     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.61753                 NaN            NaN            NaN   6.82103        43.6278       0.391306        41.5423     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.61983                 NaN            NaN            NaN   6.82389        43.6221       0.390273        41.5439     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN   7.62870                 NaN            NaN            NaN   6.83040        43.6059       0.388089        41.5469     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN   7.59498       0.117648E-001            NaN            NaN   6.82393        43.6358       0.392656        41.5409     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.49373        1.13277                 NaN            NaN   6.83088        43.6062       0.388121        41.5483     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.641515E-001   6.47541        1.08781                 NaN   6.83241        43.6028       0.387960        41.5495     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.62456        1.00582                 NaN            NaN   6.83502        43.5963       0.387180        41.5511     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN   6.88367       0.749679                 NaN            NaN   6.83775        43.5897       0.386422        41.5528     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.14469       0.491519                 NaN            NaN   6.84049        43.5832       0.385682        41.5544     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN   7.39742       0.241829                 NaN            NaN   6.84302        43.5768       0.384901        41.5561     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.62445       0.174926E-001            NaN            NaN   6.84576        43.5704       0.384199        41.5577     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN  0.820107E-001   7.55633                 NaN            NaN   6.84406        43.5749       0.384885        41.5578     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.05463        3.48806       0.249630E-005            NaN   6.77096        43.7426       0.405092        41.5387     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN   4.02291        3.52158       0.249963E-005            NaN   6.77335        43.7376       0.404564        41.5400     
  1159.23        500.000                 NaN            NaN            NaN            NaN            NaN   1.48701        1.59410        4.51880                 NaN   6.81701        43.6383       0.392535        41.5523     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   1.38810        1.56585        4.64936                 NaN   6.82016        43.6307       0.391742        41.5541     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN   1.28832        1.53819        4.78022                 NaN   6.82329        43.6232       0.390947        41.5558     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN   1.18755        1.51110        4.91151                 NaN   6.82641        43.6157       0.390150        41.5576     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN   1.08601        1.48452        5.04281                 NaN   6.82947        43.6084       0.389367        41.5594     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.66004                 NaN            NaN            NaN   6.86380        43.5260       0.379323        41.5708     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN   7.66007                 NaN            NaN            NaN   6.86454        43.5243       0.379248        41.5718     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.24748       0.127215        5.24155       0.159640E-004   6.84035        43.5945       0.386668        41.5622     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.52521        4.04815       0.240121E-005            NaN   6.80533        43.6695       0.396926        41.5548     
  1145.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.49201        4.08340       0.240567E-005            NaN   6.80766        43.6643       0.396341        41.5562     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.554671        7.10082                 NaN            NaN   6.86348        43.5264       0.379851        41.5747     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.550052        7.10700                 NaN            NaN   6.86526        43.5222       0.379404        41.5761     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.32891       0.333440                 NaN            NaN   6.87005        43.5111       0.378281        41.5783     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN   2.00366        5.64054       0.125370E-002            NaN   6.85616        43.5409       0.381943        41.5756     
  1138.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.05916        5.58668       0.102861E-002            NaN   6.85782        43.5369       0.381522        41.5769     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN   2.11538        5.53207       0.847564E-003            NaN   6.85950        43.5329       0.381095        41.5782     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN  0.200212        2.13246        5.31491                 NaN   6.86001        43.5320       0.381207        41.5792     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.53348       0.415633        5.68814       0.665211E-005   6.86038        43.5438       0.381760        41.5768     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN   1.45173       0.350991        5.83808       0.670328E-005   6.86346        43.5362       0.380912        41.5786     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.36764       0.286449        5.99035       0.678258E-005   6.86655        43.5286       0.380053        41.5804     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.19443        5.46299                 NaN            NaN   6.86898        43.5095       0.378741        41.5853     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN  0.905785        6.76823                 NaN            NaN   6.88389        43.4792       0.373989        41.5889     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.04968        5.61003                 NaN            NaN   6.87171        43.5029       0.377994        41.5877     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.09658        5.56451                 NaN            NaN   6.87328        43.4991       0.377566        41.5890     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.43027        5.23305                 NaN            NaN   6.87564        43.4937       0.376926        41.5905     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.30431        2.75016        3.60172                 NaN   6.87616        43.5006       0.377406        41.5896     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.21126        2.81241        3.63637                 NaN   6.87937        43.4927       0.376469        41.5914     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.11719        2.87662        3.67013                 NaN   6.88258        43.4847       0.375524        41.5933     
  1117.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.02181        2.94311        3.70295                 NaN   6.88581        43.4767       0.374570        41.5951     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.924972        3.01204        3.73484                 NaN   6.88906        43.4686       0.373607        41.5969     
  1114.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.826459        3.08361        3.76582                 NaN   6.89232        43.4604       0.372634        41.5988     
  1112.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.725918        3.15815        3.79592                 NaN   6.89561        43.4521       0.371649        41.6006     
  1111.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.623040        3.23588        3.82523                 NaN   6.89892        43.4438       0.370651        41.6025     
  1109.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.517440        3.31722        3.85373                 NaN   6.90226        43.4353       0.369638        41.6044     
  1108.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.423159        3.38064        3.88868                 NaN   6.90558        43.4270       0.368634        41.6063     
  1106.65        500.000                 NaN            NaN            NaN            NaN            NaN   1.63405        6.03540       0.123704E-004            NaN   6.89438        43.4625       0.372259        41.6014     
  1105.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.50625        6.16828       0.127542E-004            NaN   6.89836        43.4527       0.371042        41.6034     
  1103.65        500.000                 NaN            NaN            NaN            NaN            NaN   1.36933        6.31053       0.130689E-004            NaN   6.90242        43.4425       0.369788        41.6055     
  1102.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.22262        6.46267       0.136328E-004            NaN   6.90654        43.4321       0.368508        41.6076     
  1100.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.06512        6.62569       0.144694E-004            NaN   6.91071        43.4216       0.367202        41.6097     
  1099.14        500.000                 NaN            NaN            NaN            NaN            NaN  0.894920        6.80170       0.150318E-004            NaN   6.91498        43.4106       0.365852        41.6119     
  1097.64        500.000                 NaN            NaN            NaN            NaN            NaN  0.710117        6.99255       0.155612E-004            NaN   6.91933        43.3994       0.364463        41.6141     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN  0.508237        7.20075       0.159464E-004            NaN   6.92379        43.3877       0.363027        41.6164     
  1094.64        500.000                 NaN            NaN            NaN            NaN            NaN  0.291834        7.42366       0.161476E-004            NaN   6.92831        43.3758       0.361562        41.6188     
  1093.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.614958E-001   7.66069       0.161227E-004            NaN   6.93287        43.3637       0.360071        41.6212     
  1091.63        500.000                 NaN            NaN            NaN            NaN            NaN  0.140180        7.58217                 NaN            NaN   6.93259        43.3626       0.360156        41.6223     
  1090.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.350382        7.37201                 NaN            NaN   6.93213        43.3617       0.360248        41.6235     
  1088.63        500.000                 NaN            NaN            NaN            NaN            NaN  0.546553        7.17594                 NaN            NaN   6.93180        43.3607       0.360317        41.6247     
  1087.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.728407        6.99427                 NaN            NaN   6.93159        43.3594       0.360356        41.6259     
  1085.62        500.000                 NaN            NaN            NaN            NaN            NaN  0.896278        6.82666       0.732395E-005            NaN   6.93153        43.3580       0.360361        41.6272     
  1084.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.05088        6.67242       0.763940E-005            NaN   6.93162        43.3564       0.360330        41.6284     
  1082.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.79548        1.94045                 NaN            NaN   6.94339        43.3320       0.356912        41.6318     
  1081.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.32425        6.40002       0.820061E-005            NaN   6.93222        43.3525       0.360166        41.6309     
  1079.61        500.000                 NaN            NaN            NaN            NaN            NaN   5.40101        2.33912                 NaN            NaN   6.94705        43.3222       0.355856        41.6348     
  1078.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.59298        6.13549       0.864149E-005            NaN   6.93523        43.3431       0.359192        41.6340     
  1076.61        500.000                 NaN            NaN            NaN            NaN            NaN   5.06874        2.67582                 NaN            NaN   6.95097        43.3119       0.354724        41.6378     
  1075.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.79294        5.93741       0.909974E-005            NaN   6.93684        43.3375       0.358760        41.6366     
  1073.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.79118        2.95796                 NaN            NaN   6.95507        43.3013       0.353542        41.6409     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.96644        5.76609       0.944857E-005            NaN   6.93879        43.3312       0.358234        41.6392     
  1070.60        500.000                 NaN            NaN            NaN            NaN            NaN   2.04496        5.68877       0.961885E-005            NaN   6.93989        43.3279       0.357939        41.6405     
  1069.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.45572        3.30055                 NaN            NaN   6.96143        43.2851       0.351702        41.6455     
  1067.60        500.000                 NaN            NaN            NaN            NaN            NaN   3.30585        4.44040       0.150197E-004            NaN   6.95196        43.3015       0.354803        41.6455     
  1066.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.32542        4.42304       0.151121E-004            NaN   6.95396        43.2963       0.354228        41.6470     
  1064.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.34427        4.40642       0.152216E-004            NaN   6.95595        43.2912       0.353651        41.6485     
  1063.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.36238        4.39056                 NaN            NaN   6.95795        43.2861       0.353074        41.6500     
  1061.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.37979        4.37539                 NaN            NaN   6.95995        43.2809       0.352496        41.6515     
  1060.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.39650        4.36093                 NaN            NaN   6.96194        43.2758       0.351918        41.6530     
  1058.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.43086        4.32864                 NaN            NaN   6.96388        43.2709       0.351365        41.6544     
  1057.08        500.000                 NaN            NaN            NaN            NaN            NaN   3.44114        4.32067                 NaN            NaN   6.96589        43.2656       0.350779        41.6559     
  1055.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.03285        4.66973       0.212796E-005            NaN   6.93482        43.3562       0.362102        41.6443     
  1054.08        500.000                 NaN            NaN            NaN            NaN            NaN   3.46045        4.30599                 NaN            NaN   6.96992        43.2551       0.349609        41.6589     
  1052.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.04694        4.66010       0.209900E-005            NaN   6.93880        43.3459       0.360980        41.6473     
  1051.07        500.000                 NaN            NaN            NaN            NaN            NaN   3.05438        4.65482       0.208368E-005            NaN   6.94077        43.3408       0.360425        41.6488     
  1049.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.06214        4.64923       0.206843E-005            NaN   6.94274        43.3357       0.359872        41.6503     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   3.07019        4.64335       0.205340E-005            NaN   6.94470        43.3307       0.359320        41.6518     
  1046.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.07852        4.63718       0.201905E-005            NaN   6.94666        43.3256       0.358770        41.6533     
  1045.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.08712        4.63074       0.200438E-005            NaN   6.94860        43.3206       0.358222        41.6548     
  1043.56        500.000                 NaN            NaN            NaN            NaN            NaN   3.09596        4.62406       0.197818E-005            NaN   6.95055        43.3155       0.357676        41.6562     
  1042.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.10503        4.61714       0.196418E-005            NaN   6.95248        43.3105       0.357132        41.6577     
  1040.56        500.000                 NaN            NaN            NaN            NaN            NaN   3.11432        4.61000       0.195042E-005            NaN   6.95441        43.3054       0.356589        41.6592     
  1039.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.43603        4.34507                 NaN            NaN   6.98719        43.2180       0.343445        41.6702     
  1037.55        500.000                 NaN            NaN            NaN            NaN            NaN   3.57002        4.21133                 NaN            NaN   6.98696        43.2163       0.344273        41.6711     
  1036.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.32953        3.46616                 NaN            NaN   6.99357        43.1928       0.341795        41.6761     
  1034.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.25189        3.54651                 NaN            NaN   6.99879        43.1846       0.340502        41.6777     
  1033.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.15224        3.64783                 NaN            NaN   7.00152        43.1788       0.340247        41.6793     
  1031.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.09986        3.70275                 NaN            NaN   7.00255        43.1745       0.339670        41.6807     
  1030.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.04605        3.76043                 NaN            NaN   7.00517        43.1670       0.338446        41.6829     
  1028.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.34728        3.42848       0.545507E-004            NaN   6.98765        43.2144       0.345183        41.6770     
  1027.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.10733        3.71429                 NaN            NaN   7.01650        43.1421       0.334460        41.6854     
  1025.54        500.000                 NaN            NaN            NaN            NaN            NaN   3.63125        4.20774                 NaN            NaN   7.03047        43.1068       0.331074        41.6926     
  1024.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.38824        3.45298                 NaN            NaN   7.03170        43.1015       0.330808        41.6947     
  1022.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.27379        3.55916                 NaN            NaN   7.02716        43.1191       0.330913        41.6899     
