|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.5/K22/K22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1303.44        500.000                 NaN   99.7158                 NaN            NaN  0.740380E-001  0.126284                 NaN            NaN            NaN  0.838429E-001            NaN            NaN            NaN
  1301.93        500.000                 NaN   99.7241                 NaN            NaN  0.694315E-001  0.125607                 NaN            NaN            NaN  0.808295E-001            NaN            NaN            NaN
  1300.43        500.000                 NaN   99.7309                 NaN            NaN  0.650697E-001  0.125802                 NaN            NaN            NaN  0.782320E-001            NaN            NaN            NaN
  1298.93        500.000                 NaN   99.7577                 NaN            NaN            NaN  0.176339                 NaN            NaN            NaN  0.659354E-001            NaN            NaN            NaN
  1297.43        500.000                 NaN   99.7929                 NaN            NaN            NaN  0.153370                 NaN            NaN            NaN  0.537733E-001            NaN            NaN            NaN
  1295.92        500.000                 NaN   99.7866                 NaN            NaN            NaN  0.158421                 NaN            NaN            NaN  0.550275E-001            NaN            NaN            NaN
  1294.42        500.000                 NaN   99.7788                 NaN            NaN            NaN  0.164575                 NaN            NaN            NaN  0.566535E-001            NaN            NaN            NaN
  1292.92        500.000                 NaN   99.7448                 NaN            NaN  0.356329E-001  0.149984                 NaN            NaN            NaN  0.695568E-001            NaN            NaN            NaN
  1291.42        500.000                 NaN   99.7358                 NaN            NaN  0.388889E-001  0.153460                 NaN            NaN            NaN  0.718054E-001            NaN            NaN            NaN
  1289.92        500.000                 NaN   99.6763                 NaN            NaN            NaN  0.726726E-001  0.164096                 NaN            NaN  0.869000E-001            NaN            NaN            NaN
  1288.41        500.000                 NaN   99.6842                 NaN            NaN            NaN  0.128880       0.103369                 NaN            NaN  0.835343E-001            NaN            NaN            NaN
  1286.91        500.000                 NaN   99.6724                 NaN            NaN            NaN  0.128643       0.112795                 NaN            NaN  0.861889E-001            NaN            NaN            NaN
  1285.41        500.000                 NaN   99.6570                 NaN            NaN            NaN  0.130455       0.122556                 NaN            NaN  0.899551E-001            NaN            NaN            NaN
  1283.91        500.000                 NaN   99.6374                 NaN            NaN            NaN  0.135610       0.132286                 NaN            NaN  0.946849E-001            NaN            NaN            NaN
  1282.41        500.000                 NaN   99.6124                 NaN            NaN            NaN  0.151704       0.135065                 NaN            NaN  0.100836                 NaN            NaN            NaN
  1280.90        500.000                 NaN   99.5786                 NaN            NaN            NaN  0.175361       0.137109                 NaN            NaN  0.108941                 NaN            NaN            NaN
  1279.40        500.000                 NaN   99.5348                 NaN            NaN            NaN  0.141913       0.203541                 NaN            NaN  0.119784                 NaN            NaN            NaN
  1277.90        500.000                 NaN   99.4743                 NaN            NaN            NaN  0.147826       0.243230                 NaN            NaN  0.134676                 NaN            NaN            NaN
  1276.40        500.000                 NaN   99.3886                 NaN            NaN            NaN  0.299544       0.156081                 NaN            NaN  0.155813                 NaN            NaN            NaN
  1274.89        500.000                 NaN   99.1643                 NaN            NaN            NaN  0.375172       0.190136                 NaN            NaN  0.194539       0.758979E-001            NaN            NaN
  1273.39        500.000                 NaN   89.9327                 NaN            NaN            NaN  0.277624        1.95526                 NaN            NaN  0.962228        6.87219                 NaN            NaN
  1271.89        500.000                 NaN   89.1476                 NaN            NaN            NaN   1.62970        1.88079                 NaN            NaN   1.19931        6.14255                 NaN            NaN
  1270.39        500.000                 NaN   93.3912                 NaN            NaN            NaN  0.739715        1.16285                 NaN            NaN  0.693860        4.01234                 NaN            NaN
  1268.89        500.000                 NaN   95.1345                 NaN            NaN            NaN  0.856223       0.506316                 NaN            NaN  0.525381        2.97757                 NaN            NaN
  1267.38        500.000                 NaN   96.1480                 NaN            NaN            NaN  0.390855       0.706524                 NaN            NaN  0.410383        2.34419                 NaN            NaN
  1265.88        500.000                 NaN   96.7387                 NaN            NaN  0.183631       0.712394                 NaN            NaN            NaN  0.340002        2.02528                 NaN            NaN
  1264.38        500.000       0.141747E-002   86.9084                 NaN            NaN            NaN   4.87399        1.23872                 NaN            NaN   2.07975        4.89768                 NaN            NaN
  1262.88        500.000                 NaN   88.2324                 NaN            NaN  0.439953        3.10525                 NaN            NaN            NaN   1.26647        6.95592                 NaN            NaN
  1261.38        500.000                 NaN   99.9715                 NaN            NaN            NaN  0.269804E-001            NaN            NaN            NaN  0.153108E-002            NaN            NaN            NaN
  1259.87        500.000                 NaN   93.9943        5.62486                 NaN  0.836873E-001  0.176558                 NaN            NaN            NaN  0.120591                 NaN            NaN            NaN
  1258.37        500.000                 NaN   99.8680                 NaN            NaN            NaN  0.125140                 NaN            NaN            NaN  0.681185E-002            NaN            NaN            NaN
  1256.87        500.000                 NaN   98.2537                 NaN            NaN  0.498531E-001  0.217560                 NaN            NaN            NaN  0.147622        1.21981       0.111451                 NaN
  1255.37        500.000                 NaN   98.1401                 NaN            NaN            NaN  0.731303                 NaN            NaN            NaN  0.322957       0.805637                 NaN            NaN
  1253.86        500.000                 NaN   96.9014                 NaN            NaN            NaN  0.879174                 NaN            NaN            NaN  0.405611        1.81382                 NaN            NaN
  1252.36        500.000                 NaN   96.6256                 NaN            NaN            NaN  0.715075       0.114088                 NaN            NaN  0.330548        2.21474                 NaN            NaN
  1250.86        500.000                 NaN   94.0634                 NaN            NaN            NaN   1.79861                 NaN            NaN            NaN  0.937933        3.20006                 NaN            NaN
  1249.36        500.000                 NaN   92.2437                 NaN            NaN            NaN   1.54770       0.549405                 NaN            NaN   1.07753        4.58165                 NaN            NaN
  1247.86        500.000                 NaN   87.9601                 NaN            NaN            NaN   3.41040                 NaN            NaN            NaN   1.65810        6.97141                 NaN            NaN
  1246.35        500.000                 NaN   96.6008                 NaN            NaN            NaN   1.06194                 NaN            NaN            NaN  0.438882        1.89837                 NaN            NaN
  1244.85        500.000                 NaN   96.3129                 NaN            NaN            NaN  0.164352       0.728805                 NaN            NaN  0.380387        2.41359                 NaN            NaN
  1243.35        500.000                 NaN   93.6485                 NaN            NaN            NaN  0.993759                 NaN            NaN            NaN  0.643077        4.71466                 NaN            NaN
  1241.85        500.000                 NaN   99.1987                 NaN            NaN            NaN  0.363092                 NaN            NaN            NaN  0.134054E-001  0.424819                 NaN            NaN
  1240.34        500.000                 NaN   98.3468                 NaN            NaN            NaN   1.08329                 NaN            NaN            NaN  0.311003       0.258940                 NaN            NaN
  1238.84        500.000                 NaN   90.0777                 NaN            NaN            NaN   1.32181       0.618348                 NaN            NaN   1.17155        6.81057                 NaN            NaN
  1237.34        500.000                 NaN   99.6411                 NaN            NaN            NaN  0.289454                 NaN            NaN            NaN  0.694448E-001            NaN            NaN            NaN
  1235.84        500.000                 NaN   98.8741                 NaN            NaN            NaN  0.460324E-001            NaN            NaN            NaN  0.116167       0.901716       0.620294E-001            NaN
  1234.34        500.000                 NaN   99.2059                 NaN            NaN            NaN  0.794132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.83        500.000                 NaN   99.5318                 NaN            NaN            NaN  0.404732                 NaN            NaN            NaN  0.634233E-001            NaN            NaN            NaN
  1231.33        500.000                 NaN   98.2620                 NaN            NaN            NaN  0.419028                 NaN            NaN            NaN  0.211649        1.10728                 NaN            NaN
  1229.83        500.000                 NaN   98.4152                 NaN            NaN            NaN  0.322418                 NaN            NaN            NaN  0.106799        1.12088       0.346947E-001            NaN
  1228.33        500.000                 NaN   98.1079                 NaN            NaN            NaN  0.578133                 NaN            NaN            NaN  0.265918        1.04805                 NaN            NaN
  1226.83        500.000                 NaN   96.3124                 NaN            NaN            NaN  0.845526                 NaN            NaN            NaN  0.518308        2.25841       0.653328E-001            NaN
  1225.32        500.000                 NaN   97.3890                 NaN            NaN            NaN  0.667520E-001  0.488968                 NaN            NaN  0.290166        1.64965       0.115499                 NaN
  1223.82        500.000                 NaN   97.4411                 NaN            NaN            NaN  0.286508                 NaN            NaN            NaN  0.195273        1.96298       0.114185                 NaN
  1222.32        500.000                 NaN   99.2073                 NaN            NaN            NaN  0.129635       0.370279                 NaN            NaN  0.468388E-001  0.245953                 NaN            NaN
  1220.82        500.000                 NaN   96.4250        1.30398                 NaN            NaN  0.104860                 NaN            NaN            NaN  0.142771        1.88333       0.140090                 NaN
  1219.31        500.000                 NaN   99.0765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.250924       0.672281       0.330230E-003            NaN
  1217.81        500.000                 NaN   98.0113                 NaN            NaN            NaN   1.18093                 NaN            NaN            NaN  0.179894       0.576095       0.517518E-001            NaN
  1216.31        500.000                 NaN   98.5210                 NaN            NaN            NaN  0.372784                 NaN            NaN            NaN  0.103917       0.952829       0.494781E-001            NaN
  1214.81        500.000                 NaN   97.5411                 NaN            NaN            NaN  0.489036                 NaN            NaN            NaN  0.190502        1.74075       0.386523E-001            NaN
  1213.31        500.000                 NaN   98.9677                 NaN            NaN            NaN  0.364011                 NaN            NaN            NaN  0.256688       0.364593       0.470568E-001            NaN
  1211.80        500.000                 NaN   98.2487                 NaN            NaN            NaN  0.287493       0.123833                 NaN            NaN  0.132031        1.19953       0.841289E-002            NaN
  1210.30        500.000                 NaN   99.1130                 NaN            NaN            NaN  0.189378                 NaN            NaN            NaN  0.123902       0.530973       0.427588E-001            NaN
  1208.80        500.000                 NaN   97.7796                 NaN            NaN            NaN  0.526021                 NaN            NaN            NaN  0.219050        1.43762       0.377262E-001            NaN
  1207.30        500.000                 NaN   98.5320                 NaN            NaN            NaN  0.102164       0.214187       0.803520E-005            NaN  0.204763       0.866597       0.803280E-001            NaN
  1205.80        500.000                 NaN   98.8735                 NaN            NaN            NaN  0.372718                 NaN            NaN            NaN  0.107684       0.629395       0.167459E-001            NaN
  1204.29        500.000                 NaN   90.9730                 NaN            NaN            NaN  0.406897        1.43274                 NaN            NaN  0.909198        6.04431       0.233842                 NaN
  1202.79        500.000                 NaN   99.9148                 NaN            NaN            NaN  0.612980E-001            NaN            NaN            NaN  0.587926E-002            NaN  0.180278E-001            NaN
  1201.29        500.000                 NaN   99.9216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.545448E-001  0.238564E-001            NaN
  1199.79        500.000                 NaN   99.8507                 NaN            NaN            NaN  0.934744E-003  0.588155E-001            NaN            NaN  0.453705E-001  0.442145E-001            NaN            NaN
  1198.28        500.000                 NaN   99.1946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.332728E-001  0.602786       0.267299E-001  0.142653     
  1196.78        500.000                 NaN   99.3459                 NaN            NaN            NaN  0.179023                 NaN            NaN            NaN  0.848420E-001  0.112207                 NaN  0.278061     
  1195.28        500.000                 NaN   96.6913                 NaN            NaN            NaN  0.737626E-001  0.269680       0.456170E-004            NaN  0.219747        1.48673                 NaN   1.25877     
  1193.78        500.000                 NaN   91.8816                 NaN            NaN            NaN  0.808181                 NaN            NaN            NaN  0.555298        3.47739       0.653809E-001   3.21216     
  1192.28        500.000                 NaN   38.0545                 NaN            NaN            NaN   5.81902                 NaN            NaN            NaN   4.31157        26.2784       0.527973        25.0085     
  1190.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.75781        3.54979                 NaN            NaN   7.05524        41.7068       0.707877        40.2225     
  1189.27        500.000                 NaN            NaN            NaN            NaN            NaN   2.10442        8.19062                 NaN            NaN   7.05426        41.7208       0.710093        40.2198     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.53666        3.79471                 NaN            NaN   7.07295        41.6699       0.699312        40.2265     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.80137        3.53182                 NaN            NaN   7.07488        41.6666       0.698549        40.2267     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN   7.05426        3.28074                 NaN            NaN   7.07680        41.6634       0.697793        40.2270     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.58212        8.73965       0.361755E-005            NaN   7.07211        41.6808       0.700798        40.2245     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN   1.51091        8.81378       0.362893E-005            NaN   7.07450        41.6758       0.699878        40.2251     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   10.3377                 NaN            NaN            NaN   7.08127        41.6561       0.697127        40.2278     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN   10.3415                 NaN            NaN            NaN   7.08422        41.6509       0.695299        40.2280     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN   10.3519                 NaN            NaN            NaN   7.09099        41.6360       0.691423        40.2297     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN   10.3089       0.158631E-001            NaN            NaN   7.08457        41.6667       0.699601        40.2243     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN   8.82337        1.52602                 NaN            NaN   7.09164        41.6381       0.691522        40.2294     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.861515E-001   8.79844        1.46612                 NaN   7.09325        41.6353       0.691250        40.2295     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN   8.99863        1.35568                 NaN            NaN   7.09601        41.6298       0.689877        40.2300     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN   9.34735        1.01048                 NaN            NaN   7.09887        41.6241       0.688544        40.2306     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   9.69873       0.662526                 NaN            NaN   7.10176        41.6186       0.687243        40.2312     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN   10.0389       0.325974                 NaN            NaN   7.10443        41.6131       0.685870        40.2317     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   10.3445       0.235793E-001            NaN            NaN   7.10730        41.6077       0.684634        40.2323     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN  0.113176        10.2509                 NaN            NaN   7.10561        41.6128       0.685878        40.2316     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.44198        4.81416       0.339011E-005            NaN   7.03028        41.7766       0.721959        40.2150     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN   5.39891        4.85940       0.339398E-005            NaN   7.03280        41.7725       0.721036        40.2153     
  1159.23        500.000                 NaN            NaN            NaN            NaN            NaN   1.99566        2.20177        6.12362                 NaN   7.07791        41.6768       0.699588        40.2246     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   1.86274        2.16237        6.29991                 NaN   7.08121        41.6703       0.698192        40.2253     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN   1.72868        2.12379        6.47655                 NaN   7.08450        41.6637       0.696793        40.2260     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN   1.59331        2.08601        6.65371                 NaN   7.08777        41.6572       0.695389        40.2266     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN   1.45693        2.04893        6.83105                 NaN   7.09097        41.6508       0.694009        40.2273     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN   10.3900                 NaN            NaN            NaN   7.12643        41.5714       0.676102        40.2360     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN   10.3901                 NaN            NaN            NaN   7.12725        41.5706       0.675986        40.2361     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.01428       0.175487        7.15092       0.216267E-004   7.10248        41.6400       0.689260        40.2275     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN   4.72695        5.56495       0.325154E-005            NaN   7.06637        41.7136       0.707584        40.2205     
  1145.71        500.000                 NaN            NaN            NaN            NaN            NaN   4.68199        5.61237       0.325700E-005            NaN   7.06883        41.7093       0.706559        40.2209     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.762133        9.62336                 NaN            NaN   7.12639        41.5757       0.677136        40.2353     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.755663        9.63174                 NaN            NaN   7.12827        41.5724       0.676357        40.2356     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN   9.93874       0.454742                 NaN            NaN   7.13327        41.5623       0.674370        40.2366     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN   2.75173        7.62105       0.170381E-002            NaN   7.11899        41.5920       0.680925        40.2336     
  1138.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.82747        7.54736       0.139765E-002            NaN   7.12076        41.5889       0.680192        40.2339     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN   2.90416        7.47267       0.115143E-002            NaN   7.12255        41.5859       0.679450        40.2342     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN  0.268287        2.93055        7.17842                 NaN   7.12313        41.5857       0.679668        40.2342     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.05472       0.572539        7.73841       0.899949E-005   7.12368        41.5983       0.680681        40.2316     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN   1.94499       0.483430        7.94143       0.906748E-005   7.12691        41.5917       0.679187        40.2323     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.83215       0.394478        8.14748       0.917349E-005   7.13016        41.5851       0.677672        40.2330     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN   3.01352        7.37544                 NaN            NaN   7.13261        41.5669       0.675339        40.2362     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.24259        9.16573                 NaN            NaN   7.14808        41.5384       0.666878        40.2383     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.81558        7.57629                 NaN            NaN   7.13554        41.5620       0.674042        40.2366     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.87945        7.51411                 NaN            NaN   7.13721        41.5591       0.673297        40.2368     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN   3.33433        7.06187                 NaN            NaN   7.13971        41.5546       0.672172        40.2373     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.74604        3.76528        4.87684                 NaN   7.14038        41.5624       0.673053        40.2360     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.62132        3.84891        4.92245                 NaN   7.14374        41.5555       0.671398        40.2367     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.49525        3.93515        4.96684                 NaN   7.14712        41.5485       0.669729        40.2374     
  1117.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.36745        4.02443        5.00997                 NaN   7.15050        41.5414       0.668045        40.2382     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.23774        4.11694        5.05183                 NaN   7.15391        41.5343       0.666343        40.2389     
  1114.16        500.000                 NaN            NaN            NaN            NaN            NaN   1.10581        4.21298        5.09246                 NaN   7.15733        41.5272       0.664623        40.2396     
  1112.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.971188        4.31294        5.13191                 NaN   7.16077        41.5199       0.662882        40.2404     
  1111.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.833469        4.41716        5.17029                 NaN   7.16424        41.5126       0.661117        40.2412     
  1109.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.692134        4.52617        5.20757                 NaN   7.16774        41.5051       0.659327        40.2420     
  1108.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.565966        4.61060        5.25417                 NaN   7.17122        41.4978       0.657551        40.2427     
  1106.65        500.000                 NaN            NaN            NaN            NaN            NaN   2.18534        8.21942       0.166560E-004            NaN   7.15981        41.5334       0.664051        40.2380     
  1105.15        500.000                 NaN            NaN            NaN            NaN            NaN   2.01422        8.39646       0.171536E-004            NaN   7.16397        41.5246       0.661895        40.2389     
  1103.65        500.000                 NaN            NaN            NaN            NaN            NaN   1.83094        8.58591       0.175730E-004            NaN   7.16822        41.5154       0.659673        40.2398     
  1102.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.63461        8.78856       0.183271E-004            NaN   7.17252        41.5061       0.657405        40.2408     
  1100.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.42389        9.00576       0.194473E-004            NaN   7.17687        41.4966       0.655089        40.2418     
  1099.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.19625        9.24018       0.201988E-004            NaN   7.18132        41.4867       0.652696        40.2428     
  1097.64        500.000                 NaN            NaN            NaN            NaN            NaN  0.949123        9.49434       0.209053E-004            NaN   7.18587        41.4765       0.650232        40.2439     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN  0.679227        9.77158       0.214177E-004            NaN   7.19052        41.4660       0.647685        40.2450     
  1094.64        500.000                 NaN            NaN            NaN            NaN            NaN  0.389977        10.0684       0.216827E-004            NaN   7.19523        41.4551       0.645084        40.2461     
  1093.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.821683E-001   10.3840       0.216441E-004            NaN   7.19998        41.4441       0.642439        40.2473     
  1091.63        500.000                 NaN            NaN            NaN            NaN            NaN  0.193471        10.2730                 NaN            NaN   7.19973        41.4438       0.642607        40.2475     
  1090.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.483545        9.98301                 NaN            NaN   7.19931        41.4436       0.642788        40.2477     
  1088.63        500.000                 NaN            NaN            NaN            NaN            NaN  0.754211        9.71253                 NaN            NaN   7.19901        41.4434       0.642927        40.2480     
  1087.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.00508        9.46193                 NaN            NaN   7.19885        41.4429       0.643014        40.2482     
  1085.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.23661        9.23076       0.100360E-004            NaN   7.19884        41.4423       0.643040        40.2484     
  1084.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.44982        9.01805       0.104654E-004            NaN   7.19898        41.4415       0.643001        40.2487     
  1082.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.82656        2.65580                 NaN            NaN   7.21121        41.4187       0.636915        40.2509     
  1081.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.82669        8.64247       0.112284E-004            NaN   7.19969        41.4392       0.642742        40.2492     
  1079.61        500.000                 NaN            NaN            NaN            NaN            NaN   7.28741        3.19988                 NaN            NaN   7.21510        41.4107       0.635064        40.2519     
  1078.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.19705        8.27702       0.118267E-004            NaN   7.20291        41.4316       0.641036        40.2503     
  1076.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.83360        3.65889                 NaN            NaN   7.21926        41.4023       0.633075        40.2529     
  1075.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.47248        8.00385       0.124488E-004            NaN   7.20467        41.4277       0.640299        40.2510     
  1073.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.45473        4.04315                 NaN            NaN   7.22361        41.3936       0.630998        40.2539     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.71137        7.76757       0.129216E-004            NaN   7.20681        41.4232       0.639393        40.2516     
  1070.60        500.000                 NaN            NaN            NaN            NaN            NaN   2.81944        7.66092       0.131524E-004            NaN   7.20799        41.4208       0.638884        40.2520     
  1069.10        500.000                 NaN            NaN            NaN            NaN            NaN   5.99693        4.50929                 NaN            NaN   7.23034        41.3802       0.627762        40.2555     
  1067.60        500.000                 NaN            NaN            NaN            NaN            NaN   4.53238        5.96209       0.204399E-004            NaN   7.22060        41.3968       0.633317        40.2548     
  1066.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.55922        5.93785       0.205681E-004            NaN   7.22272        41.3926       0.632306        40.2553     
  1064.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.58508        5.91460       0.207198E-004            NaN   7.22484        41.3884       0.631293        40.2558     
  1063.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.60994        5.89238                 NaN            NaN   7.22695        41.3842       0.630278        40.2563     
  1061.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.63386        5.87108                 NaN            NaN   7.22907        41.3800       0.629263        40.2568     
  1060.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.65684        5.85074                 NaN            NaN   7.23119        41.3757       0.628247        40.2573     
  1058.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.70374        5.80626                 NaN            NaN   7.23325        41.3718       0.627275        40.2577     
  1057.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.71801        5.79470                 NaN            NaN   7.23538        41.3674       0.626245        40.2582     
  1055.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.04245        6.40256       0.285603E-005            NaN   7.20352        41.4568       0.646511        40.2481     
  1054.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.74486        5.77325                 NaN            NaN   7.23965        41.3588       0.624188        40.2593     
  1052.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.06048        6.38966       0.281628E-005            NaN   7.20775        41.4484       0.644540        40.2491     
  1051.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.07002        6.38265       0.279531E-005            NaN   7.20985        41.4443       0.643565        40.2496     
  1049.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.07997        6.37522       0.277442E-005            NaN   7.21194        41.4401       0.642593        40.2501     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.09032        6.36740       0.275383E-005            NaN   7.21402        41.4360       0.641625        40.2506     
  1046.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.10103        6.35920       0.270474E-005            NaN   7.21609        41.4319       0.640659        40.2512     
  1045.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.11209        6.35065       0.268466E-005            NaN   7.21816        41.4277       0.639697        40.2517     
  1043.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.12348        6.34177       0.264926E-005            NaN   7.22022        41.4236       0.638738        40.2522     
  1042.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.13517        6.33258       0.263009E-005            NaN   7.22228        41.4195       0.637782        40.2527     
  1040.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.14715        6.32310       0.261123E-005            NaN   7.22433        41.4154       0.636828        40.2532     
  1039.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.71027        5.82691                 NaN            NaN   7.25807        41.3305       0.613341        40.2609     
  1037.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.88872        5.64770                 NaN            NaN   7.25791        41.3299       0.614838        40.2610     
  1036.05        500.000                 NaN            NaN            NaN            NaN            NaN   5.80347        4.74889                 NaN            NaN   7.26477        41.3078       0.610423        40.2646     
  1034.55        500.000                 NaN            NaN            NaN            NaN            NaN   5.69810        4.85792                 NaN            NaN   7.27021        41.3006       0.608128        40.2651     
  1033.05        500.000                 NaN            NaN            NaN            NaN            NaN   5.56317        4.99453                 NaN            NaN   7.27311        41.2958       0.607688        40.2657     
  1031.55        500.000                 NaN            NaN            NaN            NaN            NaN   5.49229        5.06831                 NaN            NaN   7.27422        41.2924       0.606673        40.2661     
  1030.04        500.000                 NaN            NaN            NaN            NaN            NaN   5.41904        5.14721                 NaN            NaN   7.27692        41.2854       0.604497        40.2670     
  1028.54        500.000                 NaN            NaN            NaN            NaN            NaN   5.95435        4.57551       0.730657E-004            NaN   7.25901        41.3329       0.616565        40.2616     
  1027.04        500.000                 NaN            NaN            NaN            NaN            NaN   5.50661        5.07663                 NaN            NaN   7.28878        41.2631       0.597408        40.2675     
  1025.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.96125        5.64098                 NaN            NaN   7.30329        41.2298       0.591370        40.2733     
  1024.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.88496        4.71995                 NaN            NaN   7.30458        41.2253       0.590909        40.2743     
  1022.53        500.000                 NaN            NaN            NaN            NaN            NaN   5.72931        4.86724                 NaN            NaN   7.29999        41.2433       0.591117        40.2691     
  1021.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.70520        4.89717                 NaN            NaN   7.30413        41.2277       0.591706        40.2741     
  1019.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.93704        5.66182                 NaN            NaN   7.30438        41.2329       0.591112        40.2727     
